application_id,firm_segment,city,resume_quality,signal_group,experience_years,leadership_signal,callback,signal_label,quality_label
109,national_chain,Los Angeles,0,1,2,1,0,group_1,standard_quality
110,national_chain,Boston,1,0,7,1,0,group_0,high_quality
111,national_chain,Boston,0,0,3,0,0,group_0,standard_quality
112,national_chain,Chicago,0,1,6,1,0,group_1,standard_quality
113,national_chain,Boston,0,0,2,0,0,group_0,standard_quality
114,national_chain,Los Angeles,1,1,7,0,1,group_1,high_quality
115,national_chain,Los Angeles,1,0,5,0,0,group_0,high_quality
116,national_chain,Boston,0,1,3,0,0,group_1,standard_quality
117,national_chain,Atlanta,1,0,6,0,0,group_0,high_quality
118,national_chain,Los Angeles,1,1,3,0,0,group_1,high_quality
119,national_chain,Chicago,0,1,6,0,0,group_1,standard_quality
120,national_chain,Chicago,0,1,2,0,0,group_1,standard_quality
121,national_chain,Boston,1,0,3,1,0,group_0,high_quality
122,national_chain,Boston,1,0,6,0,0,group_0,high_quality
123,national_chain,Boston,0,1,2,0,0,group_1,standard_quality
124,national_chain,Boston,1,1,6,1,0,group_1,high_quality
125,national_chain,Boston,1,0,6,1,0,group_0,high_quality
126,national_chain,Atlanta,1,0,6,0,0,group_0,high_quality
127,national_chain,Atlanta,0,1,3,1,0,group_1,standard_quality
128,national_chain,Boston,1,1,4,0,0,group_1,high_quality
129,national_chain,Boston,1,0,6,0,0,group_0,high_quality
130,national_chain,Los Angeles,1,0,2,1,0,group_0,high_quality
131,national_chain,Boston,0,0,3,1,0,group_0,standard_quality
132,national_chain,Atlanta,1,1,3,0,0,group_1,high_quality
133,national_chain,Boston,0,0,5,1,1,group_0,standard_quality
134,national_chain,Los Angeles,0,1,3,0,0,group_1,standard_quality
135,national_chain,Chicago,0,1,6,0,0,group_1,standard_quality
136,national_chain,Boston,0,1,5,1,0,group_1,standard_quality
137,national_chain,Atlanta,0,0,7,0,0,group_0,standard_quality
138,national_chain,Atlanta,1,1,2,0,0,group_1,high_quality
139,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
140,national_chain,Los Angeles,0,0,7,0,1,group_0,standard_quality
141,national_chain,Los Angeles,1,1,2,1,0,group_1,high_quality
142,national_chain,Atlanta,1,0,5,0,0,group_0,high_quality
143,national_chain,Atlanta,1,1,3,0,0,group_1,high_quality
144,national_chain,Boston,1,0,4,1,0,group_0,high_quality
145,national_chain,Los Angeles,1,1,5,1,0,group_1,high_quality
146,national_chain,Boston,0,0,3,1,0,group_0,standard_quality
147,national_chain,Los Angeles,1,1,6,1,0,group_1,high_quality
148,national_chain,Chicago,0,1,2,0,0,group_1,standard_quality
149,national_chain,Los Angeles,0,0,7,0,0,group_0,standard_quality
150,national_chain,Chicago,0,0,5,1,1,group_0,standard_quality
151,national_chain,Boston,1,0,6,0,0,group_0,high_quality
152,national_chain,Los Angeles,0,1,2,1,1,group_1,standard_quality
153,national_chain,Chicago,1,1,4,1,1,group_1,high_quality
154,national_chain,Los Angeles,0,0,6,0,0,group_0,standard_quality
155,national_chain,Los Angeles,1,1,7,1,0,group_1,high_quality
156,national_chain,Boston,0,0,6,1,0,group_0,standard_quality
157,national_chain,Boston,0,1,3,0,0,group_1,standard_quality
158,national_chain,Chicago,0,0,6,0,0,group_0,standard_quality
159,national_chain,Boston,1,1,6,0,0,group_1,high_quality
160,national_chain,Los Angeles,0,0,3,1,0,group_0,standard_quality
161,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
162,national_chain,Chicago,0,1,7,1,0,group_1,standard_quality
163,national_chain,Boston,0,1,3,0,0,group_1,standard_quality
164,national_chain,Los Angeles,0,0,3,0,0,group_0,standard_quality
165,national_chain,Los Angeles,0,1,3,1,0,group_1,standard_quality
166,national_chain,Boston,0,1,3,1,0,group_1,standard_quality
167,national_chain,Boston,0,1,3,1,0,group_1,standard_quality
168,national_chain,Atlanta,0,0,2,1,0,group_0,standard_quality
169,national_chain,Boston,1,1,5,1,0,group_1,high_quality
170,national_chain,Atlanta,1,0,3,0,0,group_0,high_quality
171,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
172,national_chain,Boston,1,0,3,1,1,group_0,high_quality
173,national_chain,Boston,1,1,5,1,0,group_1,high_quality
174,national_chain,Los Angeles,1,1,7,1,0,group_1,high_quality
175,national_chain,Atlanta,0,0,4,1,0,group_0,standard_quality
176,national_chain,Atlanta,1,0,6,0,0,group_0,high_quality
177,national_chain,Chicago,0,1,7,1,1,group_1,standard_quality
178,national_chain,Boston,0,1,3,1,0,group_1,standard_quality
179,national_chain,Atlanta,1,0,5,1,0,group_0,high_quality
180,national_chain,Atlanta,1,0,4,0,1,group_0,high_quality
181,national_chain,Los Angeles,1,1,3,1,0,group_1,high_quality
182,national_chain,Boston,0,0,2,0,0,group_0,standard_quality
183,national_chain,Atlanta,1,0,7,0,0,group_0,high_quality
184,national_chain,Atlanta,0,0,5,0,0,group_0,standard_quality
185,national_chain,Atlanta,0,0,6,0,0,group_0,standard_quality
186,national_chain,Boston,1,1,6,0,1,group_1,high_quality
187,national_chain,Los Angeles,0,1,4,0,0,group_1,standard_quality
188,national_chain,Los Angeles,0,0,4,1,0,group_0,standard_quality
189,national_chain,Atlanta,0,0,5,0,0,group_0,standard_quality
190,national_chain,Los Angeles,1,1,3,0,0,group_1,high_quality
191,national_chain,Atlanta,0,0,7,1,1,group_0,standard_quality
192,national_chain,Chicago,1,1,7,1,0,group_1,high_quality
193,national_chain,Atlanta,1,1,6,1,0,group_1,high_quality
194,national_chain,Los Angeles,1,1,6,1,0,group_1,high_quality
195,national_chain,Los Angeles,1,1,2,0,0,group_1,high_quality
196,national_chain,Boston,0,1,7,0,0,group_1,standard_quality
197,national_chain,Atlanta,0,0,7,1,0,group_0,standard_quality
198,national_chain,Atlanta,0,1,6,0,1,group_1,standard_quality
199,national_chain,Atlanta,1,1,7,1,0,group_1,high_quality
200,national_chain,Boston,0,1,4,1,0,group_1,standard_quality
201,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
202,national_chain,Los Angeles,1,0,7,1,0,group_0,high_quality
203,national_chain,Chicago,1,0,4,0,0,group_0,high_quality
204,national_chain,Boston,0,0,7,1,0,group_0,standard_quality
205,national_chain,Los Angeles,1,1,6,1,0,group_1,high_quality
206,national_chain,Chicago,1,1,3,1,1,group_1,high_quality
207,national_chain,Boston,1,0,2,1,0,group_0,high_quality
208,national_chain,Boston,0,1,2,1,0,group_1,standard_quality
209,national_chain,Los Angeles,1,1,4,0,1,group_1,high_quality
210,national_chain,Los Angeles,0,0,7,1,0,group_0,standard_quality
211,national_chain,Los Angeles,1,1,5,1,0,group_1,high_quality
212,national_chain,Chicago,0,1,5,1,0,group_1,standard_quality
213,national_chain,Chicago,0,1,3,1,0,group_1,standard_quality
214,national_chain,Los Angeles,0,0,6,0,0,group_0,standard_quality
215,national_chain,Boston,0,0,2,1,0,group_0,standard_quality
216,national_chain,Atlanta,0,1,3,1,0,group_1,standard_quality
217,national_chain,Atlanta,0,1,2,0,0,group_1,standard_quality
218,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
219,national_chain,Boston,0,1,4,0,0,group_1,standard_quality
220,national_chain,Boston,1,0,6,1,0,group_0,high_quality
221,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
222,national_chain,Boston,1,1,7,1,0,group_1,high_quality
223,national_chain,Chicago,1,0,4,1,0,group_0,high_quality
224,national_chain,Chicago,1,1,6,0,0,group_1,high_quality
225,national_chain,Chicago,1,0,7,0,0,group_0,high_quality
226,national_chain,Boston,0,0,7,1,0,group_0,standard_quality
227,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
228,national_chain,Boston,1,1,5,1,0,group_1,high_quality
229,national_chain,Boston,1,0,6,1,0,group_0,high_quality
230,national_chain,Los Angeles,1,0,7,1,1,group_0,high_quality
231,national_chain,Chicago,0,0,4,0,0,group_0,standard_quality
232,national_chain,Chicago,0,0,5,1,0,group_0,standard_quality
233,national_chain,Chicago,0,1,7,0,0,group_1,standard_quality
234,national_chain,Boston,1,1,6,1,1,group_1,high_quality
235,national_chain,Boston,1,1,2,0,1,group_1,high_quality
236,national_chain,Boston,1,1,5,1,0,group_1,high_quality
237,national_chain,Chicago,1,1,4,1,1,group_1,high_quality
238,national_chain,Boston,1,1,3,1,0,group_1,high_quality
239,national_chain,Atlanta,0,0,2,0,1,group_0,standard_quality
240,national_chain,Boston,0,1,7,1,0,group_1,standard_quality
241,national_chain,Boston,0,0,5,1,1,group_0,standard_quality
242,national_chain,Atlanta,1,1,4,0,0,group_1,high_quality
243,national_chain,Boston,0,0,4,0,0,group_0,standard_quality
244,national_chain,Atlanta,0,1,4,1,0,group_1,standard_quality
245,national_chain,Boston,1,1,4,1,0,group_1,high_quality
246,national_chain,Boston,1,0,7,1,0,group_0,high_quality
247,national_chain,Chicago,1,1,5,1,0,group_1,high_quality
248,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
249,national_chain,Boston,0,1,2,0,0,group_1,standard_quality
250,national_chain,Boston,0,0,7,0,0,group_0,standard_quality
251,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
252,national_chain,Chicago,1,0,2,0,0,group_0,high_quality
253,national_chain,Chicago,1,1,4,0,0,group_1,high_quality
254,national_chain,Boston,1,1,2,0,0,group_1,high_quality
255,national_chain,Chicago,1,1,2,0,0,group_1,high_quality
256,national_chain,Atlanta,0,0,7,1,0,group_0,standard_quality
257,national_chain,Boston,0,0,2,1,0,group_0,standard_quality
258,national_chain,Atlanta,1,0,2,0,0,group_0,high_quality
259,national_chain,Los Angeles,0,0,5,0,1,group_0,standard_quality
260,national_chain,Atlanta,1,1,5,1,1,group_1,high_quality
261,national_chain,Chicago,0,1,6,0,0,group_1,standard_quality
262,national_chain,Boston,1,0,7,1,0,group_0,high_quality
263,national_chain,Atlanta,0,0,7,1,0,group_0,standard_quality
264,national_chain,Boston,1,1,5,1,0,group_1,high_quality
265,national_chain,Chicago,1,0,3,1,1,group_0,high_quality
266,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
267,national_chain,Los Angeles,1,1,2,0,0,group_1,high_quality
268,national_chain,Boston,1,0,3,0,0,group_0,high_quality
269,national_chain,Chicago,1,0,5,0,0,group_0,high_quality
270,national_chain,Boston,1,0,5,0,0,group_0,high_quality
271,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
272,national_chain,Atlanta,1,0,2,0,0,group_0,high_quality
273,national_chain,Los Angeles,0,0,6,0,0,group_0,standard_quality
274,national_chain,Boston,1,1,6,1,0,group_1,high_quality
275,national_chain,Chicago,0,1,2,1,0,group_1,standard_quality
276,national_chain,Boston,1,0,5,1,0,group_0,high_quality
277,national_chain,Atlanta,0,0,7,0,0,group_0,standard_quality
278,national_chain,Atlanta,1,0,5,1,1,group_0,high_quality
279,national_chain,Los Angeles,1,1,6,0,0,group_1,high_quality
280,national_chain,Chicago,1,0,6,1,0,group_0,high_quality
281,national_chain,Los Angeles,1,1,6,1,0,group_1,high_quality
282,national_chain,Atlanta,1,0,2,1,0,group_0,high_quality
283,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
284,national_chain,Boston,0,0,2,0,0,group_0,standard_quality
285,national_chain,Los Angeles,0,0,6,1,1,group_0,standard_quality
286,national_chain,Los Angeles,1,1,4,0,0,group_1,high_quality
287,national_chain,Atlanta,0,1,5,0,0,group_1,standard_quality
288,national_chain,Chicago,0,1,4,1,0,group_1,standard_quality
289,national_chain,Los Angeles,1,1,5,1,0,group_1,high_quality
290,national_chain,Los Angeles,1,1,7,1,0,group_1,high_quality
291,national_chain,Los Angeles,1,1,7,1,0,group_1,high_quality
292,national_chain,Los Angeles,1,0,5,0,0,group_0,high_quality
293,national_chain,Los Angeles,1,0,2,0,0,group_0,high_quality
294,national_chain,Chicago,1,0,7,0,0,group_0,high_quality
295,national_chain,Boston,0,0,3,1,0,group_0,standard_quality
296,national_chain,Atlanta,0,1,4,1,0,group_1,standard_quality
297,national_chain,Atlanta,1,1,4,1,0,group_1,high_quality
298,national_chain,Los Angeles,1,0,7,1,1,group_0,high_quality
299,national_chain,Boston,1,1,4,1,0,group_1,high_quality
300,national_chain,Chicago,0,0,4,1,0,group_0,standard_quality
301,national_chain,Boston,1,0,6,0,1,group_0,high_quality
302,national_chain,Chicago,0,0,6,1,0,group_0,standard_quality
303,national_chain,Atlanta,1,1,2,0,0,group_1,high_quality
304,national_chain,Boston,1,0,4,1,0,group_0,high_quality
305,national_chain,Atlanta,1,0,4,1,0,group_0,high_quality
306,national_chain,Atlanta,0,1,3,0,0,group_1,standard_quality
307,national_chain,Boston,1,0,2,0,0,group_0,high_quality
308,national_chain,Atlanta,0,1,5,1,0,group_1,standard_quality
309,national_chain,Atlanta,0,1,4,0,0,group_1,standard_quality
310,national_chain,Atlanta,1,1,6,1,1,group_1,high_quality
311,national_chain,Atlanta,1,1,6,0,0,group_1,high_quality
312,national_chain,Chicago,0,1,6,0,0,group_1,standard_quality
313,national_chain,Boston,1,1,5,1,1,group_1,high_quality
314,national_chain,Chicago,1,1,5,0,0,group_1,high_quality
315,national_chain,Chicago,0,0,6,0,1,group_0,standard_quality
316,national_chain,Atlanta,0,1,7,0,0,group_1,standard_quality
317,national_chain,Los Angeles,1,1,5,1,0,group_1,high_quality
318,national_chain,Boston,1,1,2,1,0,group_1,high_quality
319,national_chain,Atlanta,1,0,5,1,0,group_0,high_quality
320,national_chain,Boston,1,0,2,1,0,group_0,high_quality
321,national_chain,Atlanta,0,0,5,0,0,group_0,standard_quality
322,national_chain,Boston,1,1,5,1,0,group_1,high_quality
323,national_chain,Chicago,0,1,6,1,0,group_1,standard_quality
324,national_chain,Atlanta,0,0,2,1,0,group_0,standard_quality
325,national_chain,Atlanta,0,1,6,1,0,group_1,standard_quality
326,national_chain,Chicago,0,0,5,1,0,group_0,standard_quality
327,national_chain,Chicago,0,0,5,1,0,group_0,standard_quality
328,national_chain,Atlanta,0,1,6,1,0,group_1,standard_quality
329,national_chain,Boston,0,1,2,1,0,group_1,standard_quality
330,national_chain,Boston,0,1,7,0,0,group_1,standard_quality
331,national_chain,Los Angeles,0,1,3,1,0,group_1,standard_quality
332,national_chain,Atlanta,0,1,2,1,1,group_1,standard_quality
333,national_chain,Boston,1,0,7,1,0,group_0,high_quality
334,national_chain,Atlanta,0,1,4,0,0,group_1,standard_quality
335,national_chain,Los Angeles,0,1,7,0,0,group_1,standard_quality
336,national_chain,Los Angeles,0,1,2,1,1,group_1,standard_quality
337,national_chain,Chicago,0,0,3,1,0,group_0,standard_quality
338,national_chain,Atlanta,0,1,5,0,0,group_1,standard_quality
339,national_chain,Los Angeles,0,1,3,0,0,group_1,standard_quality
340,national_chain,Boston,1,0,7,1,0,group_0,high_quality
341,national_chain,Los Angeles,0,0,5,0,0,group_0,standard_quality
342,national_chain,Atlanta,0,1,4,0,0,group_1,standard_quality
343,national_chain,Los Angeles,0,1,4,0,0,group_1,standard_quality
344,national_chain,Atlanta,0,1,4,1,0,group_1,standard_quality
345,national_chain,Los Angeles,0,0,4,1,0,group_0,standard_quality
346,national_chain,Los Angeles,0,0,6,0,0,group_0,standard_quality
347,national_chain,Boston,1,1,6,1,0,group_1,high_quality
348,national_chain,Los Angeles,0,0,5,0,0,group_0,standard_quality
349,national_chain,Atlanta,0,0,5,0,0,group_0,standard_quality
350,national_chain,Los Angeles,1,0,5,1,1,group_0,high_quality
351,national_chain,Boston,0,1,6,1,0,group_1,standard_quality
352,national_chain,Atlanta,0,0,6,1,0,group_0,standard_quality
353,national_chain,Atlanta,1,1,5,0,0,group_1,high_quality
354,national_chain,Los Angeles,0,1,4,0,0,group_1,standard_quality
355,national_chain,Chicago,0,0,7,1,0,group_0,standard_quality
356,national_chain,Los Angeles,0,0,7,0,1,group_0,standard_quality
357,national_chain,Atlanta,0,0,4,0,0,group_0,standard_quality
358,national_chain,Atlanta,1,0,6,1,0,group_0,high_quality
359,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
360,national_chain,Los Angeles,1,0,2,1,1,group_0,high_quality
361,national_chain,Chicago,0,0,4,1,0,group_0,standard_quality
362,national_chain,Boston,1,0,6,1,0,group_0,high_quality
363,national_chain,Atlanta,1,0,4,1,0,group_0,high_quality
364,national_chain,Chicago,0,0,3,1,0,group_0,standard_quality
365,national_chain,Boston,0,0,6,1,0,group_0,standard_quality
366,national_chain,Los Angeles,1,0,2,1,0,group_0,high_quality
367,national_chain,Atlanta,0,1,7,1,0,group_1,standard_quality
368,national_chain,Los Angeles,0,0,3,1,1,group_0,standard_quality
369,national_chain,Boston,1,0,6,0,0,group_0,high_quality
370,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
371,national_chain,Boston,0,0,7,0,0,group_0,standard_quality
372,national_chain,Boston,1,1,7,1,0,group_1,high_quality
373,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
374,national_chain,Boston,0,0,3,1,1,group_0,standard_quality
375,national_chain,Boston,1,0,7,0,0,group_0,high_quality
376,national_chain,Los Angeles,1,0,5,0,0,group_0,high_quality
377,national_chain,Boston,1,1,3,0,0,group_1,high_quality
378,national_chain,Chicago,0,1,4,1,0,group_1,standard_quality
379,national_chain,Boston,1,1,7,1,0,group_1,high_quality
380,national_chain,Atlanta,0,0,3,0,0,group_0,standard_quality
381,national_chain,Chicago,1,0,4,1,0,group_0,high_quality
382,national_chain,Chicago,0,0,2,1,0,group_0,standard_quality
383,national_chain,Chicago,0,0,4,0,0,group_0,standard_quality
384,national_chain,Chicago,0,0,3,1,0,group_0,standard_quality
385,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
386,national_chain,Boston,0,0,2,0,0,group_0,standard_quality
387,national_chain,Atlanta,0,1,3,1,0,group_1,standard_quality
388,national_chain,Atlanta,1,0,3,0,0,group_0,high_quality
389,national_chain,Atlanta,0,1,7,0,0,group_1,standard_quality
390,national_chain,Los Angeles,1,0,4,1,0,group_0,high_quality
391,national_chain,Chicago,0,0,6,0,0,group_0,standard_quality
392,national_chain,Chicago,1,1,5,1,0,group_1,high_quality
393,national_chain,Boston,1,0,3,0,0,group_0,high_quality
394,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
395,national_chain,Los Angeles,0,0,7,1,0,group_0,standard_quality
396,national_chain,Boston,1,1,7,1,0,group_1,high_quality
397,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
398,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
399,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
400,national_chain,Chicago,1,0,5,1,1,group_0,high_quality
401,national_chain,Chicago,0,1,3,1,0,group_1,standard_quality
402,national_chain,Atlanta,0,1,5,1,1,group_1,standard_quality
403,national_chain,Los Angeles,0,0,2,0,0,group_0,standard_quality
404,national_chain,Los Angeles,1,1,4,1,0,group_1,high_quality
405,national_chain,Boston,1,0,5,1,1,group_0,high_quality
406,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
407,national_chain,Los Angeles,1,0,3,1,0,group_0,high_quality
408,national_chain,Chicago,1,1,5,0,1,group_1,high_quality
409,national_chain,Chicago,0,1,5,1,0,group_1,standard_quality
410,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
411,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
412,national_chain,Los Angeles,0,0,5,1,0,group_0,standard_quality
413,national_chain,Boston,1,1,6,1,0,group_1,high_quality
414,national_chain,Boston,0,1,4,0,0,group_1,standard_quality
415,national_chain,Los Angeles,0,1,6,1,0,group_1,standard_quality
416,national_chain,Los Angeles,1,1,7,1,1,group_1,high_quality
417,national_chain,Boston,1,0,2,0,0,group_0,high_quality
418,national_chain,Los Angeles,0,0,7,1,0,group_0,standard_quality
419,national_chain,Los Angeles,1,0,6,0,0,group_0,high_quality
420,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
421,national_chain,Atlanta,1,0,7,0,0,group_0,high_quality
422,national_chain,Atlanta,1,0,3,1,1,group_0,high_quality
423,national_chain,Los Angeles,0,0,4,1,0,group_0,standard_quality
424,national_chain,Boston,0,1,5,0,1,group_1,standard_quality
425,national_chain,Boston,0,0,7,1,0,group_0,standard_quality
426,national_chain,Boston,1,1,6,0,0,group_1,high_quality
427,national_chain,Atlanta,1,1,4,0,1,group_1,high_quality
428,national_chain,Chicago,0,0,7,1,0,group_0,standard_quality
429,national_chain,Los Angeles,0,1,3,0,0,group_1,standard_quality
430,national_chain,Chicago,1,1,7,1,0,group_1,high_quality
431,national_chain,Atlanta,0,1,3,0,0,group_1,standard_quality
432,national_chain,Atlanta,1,0,7,0,0,group_0,high_quality
433,national_chain,Atlanta,0,1,3,0,0,group_1,standard_quality
434,national_chain,Atlanta,1,1,2,1,0,group_1,high_quality
