worker_id,shift,friction_group,high_bonus,lag_high_bonus,posted_wage,hours,deliveries,earnings
5,2,high_adjustment_cost,0,1,1.0,5.516,14.287,14.287
5,3,high_adjustment_cost,0,0,1.0,5.76,15.049,15.049
5,4,high_adjustment_cost,1,0,1.2,6.101,15.62,18.743
5,5,high_adjustment_cost,1,1,1.2,5.594,14.895,17.874
5,6,high_adjustment_cost,0,1,1.0,5.324,13.821,13.821
5,7,high_adjustment_cost,0,0,1.0,6.089,14.774,14.774
5,8,high_adjustment_cost,1,0,1.2,6.358,15.214,18.257
5,9,high_adjustment_cost,1,1,1.2,5.714,14.908,17.89
5,10,high_adjustment_cost,0,1,1.0,5.506,14.384,14.384
5,11,high_adjustment_cost,0,0,1.0,5.824,14.769,14.769
5,12,high_adjustment_cost,1,0,1.2,6.134,15.939,19.126
5,13,high_adjustment_cost,1,1,1.2,5.804,15.097,18.117
5,14,high_adjustment_cost,0,1,1.0,5.81,14.317,14.317
5,15,high_adjustment_cost,0,0,1.0,5.692,14.837,14.837
5,16,high_adjustment_cost,1,0,1.2,5.966,15.72,18.865
6,1,low_adjustment_cost,0,0,1.0,5.676,15.192,15.192
6,2,low_adjustment_cost,1,0,1.2,6.031,15.601,18.721
6,3,low_adjustment_cost,0,1,1.0,5.509,14.704,14.704
6,4,low_adjustment_cost,1,0,1.2,5.952,15.266,18.319
6,5,low_adjustment_cost,0,1,1.0,5.518,13.704,13.704
6,6,low_adjustment_cost,1,0,1.2,6.035,15.065,18.078
6,7,low_adjustment_cost,0,1,1.0,5.196,13.858,13.858
6,8,low_adjustment_cost,1,0,1.2,6.285,15.779,18.935
6,9,low_adjustment_cost,0,1,1.0,5.606,14.002,14.002
6,10,low_adjustment_cost,1,0,1.2,6.296,15.852,19.023
6,11,low_adjustment_cost,0,1,1.0,5.697,14.724,14.724
6,12,low_adjustment_cost,1,0,1.2,6.021,14.943,17.931
6,13,low_adjustment_cost,0,1,1.0,5.65,14.161,14.161
6,14,low_adjustment_cost,1,0,1.2,6.18,16.03,19.236
6,15,low_adjustment_cost,0,1,1.0,5.665,14.944,14.944
6,16,low_adjustment_cost,1,0,1.2,5.939,15.161,18.193
7,1,high_adjustment_cost,0,0,1.0,5.033,14.016,14.016
7,2,high_adjustment_cost,0,0,1.0,5.284,14.131,14.131
7,3,high_adjustment_cost,1,0,1.2,5.425,14.063,16.876
7,4,high_adjustment_cost,1,1,1.2,5.167,14.793,17.752
7,5,high_adjustment_cost,0,1,1.0,4.571,12.786,12.786
7,6,high_adjustment_cost,0,0,1.0,5.197,14.94,14.94
7,7,high_adjustment_cost,1,0,1.2,5.444,14.727,17.673
7,8,high_adjustment_cost,1,1,1.2,5.004,13.708,16.449
7,9,high_adjustment_cost,0,1,1.0,5.037,13.941,13.941
7,10,high_adjustment_cost,0,0,1.0,5.218,13.074,13.074
7,11,high_adjustment_cost,1,0,1.2,5.465,14.45,17.34
7,12,high_adjustment_cost,1,1,1.2,5.314,13.299,15.959
7,13,high_adjustment_cost,0,1,1.0,4.693,13.278,13.278
7,14,high_adjustment_cost,0,0,1.0,5.388,13.939,13.939
7,15,high_adjustment_cost,1,0,1.2,5.63,15.005,18.005
7,16,high_adjustment_cost,1,1,1.2,5.092,12.357,14.828
8,1,low_adjustment_cost,1,0,1.2,6.575,16.499,19.799
8,2,low_adjustment_cost,1,1,1.2,6.371,15.474,18.569
8,3,low_adjustment_cost,1,1,1.2,6.306,14.732,17.679
8,4,low_adjustment_cost,1,1,1.2,6.441,15.683,18.82
8,5,low_adjustment_cost,1,1,1.2,6.373,15.296,18.355
8,6,low_adjustment_cost,1,1,1.2,6.395,15.487,18.585
8,7,low_adjustment_cost,1,1,1.2,6.552,15.657,18.789
8,8,low_adjustment_cost,1,1,1.2,6.444,16.218,19.461
8,9,low_adjustment_cost,1,1,1.2,6.424,15.531,18.638
8,10,low_adjustment_cost,1,1,1.2,6.639,16.292,19.55
8,11,low_adjustment_cost,1,1,1.2,6.062,15.597,18.717
8,12,low_adjustment_cost,1,1,1.2,6.434,16.13,19.357
8,13,low_adjustment_cost,1,1,1.2,6.444,16.837,20.204
8,14,low_adjustment_cost,1,1,1.2,6.408,16.098,19.317
8,15,low_adjustment_cost,1,1,1.2,6.5,15.245,18.294
8,16,low_adjustment_cost,1,1,1.2,6.247,15.507,18.609
9,1,high_adjustment_cost,1,0,1.2,5.419,13.238,15.886
9,2,high_adjustment_cost,0,1,1.0,5.301,13.469,13.469
9,3,high_adjustment_cost,0,0,1.0,5.529,14.35,14.35
9,4,high_adjustment_cost,1,0,1.2,5.713,14.545,17.454
9,5,high_adjustment_cost,1,1,1.2,5.354,13.153,15.783
9,6,high_adjustment_cost,0,1,1.0,4.894,13.468,13.468
9,7,high_adjustment_cost,0,0,1.0,5.506,14.209,14.209
9,8,high_adjustment_cost,1,0,1.2,5.526,14.399,17.279
9,9,high_adjustment_cost,1,1,1.2,5.533,14.586,17.504
9,10,high_adjustment_cost,0,1,1.0,5.257,14.106,14.106
9,11,high_adjustment_cost,0,0,1.0,5.095,13.61,13.61
9,12,high_adjustment_cost,1,0,1.2,6.037,14.127,16.953
9,13,high_adjustment_cost,1,1,1.2,5.387,14.061,16.873
9,14,high_adjustment_cost,0,1,1.0,5.191,14.09,14.09
9,15,high_adjustment_cost,0,0,1.0,5.498,13.253,13.253
9,16,high_adjustment_cost,1,0,1.2,5.753,14.598,17.518
10,1,low_adjustment_cost,0,0,1.0,6.225,15.283,15.283
10,2,low_adjustment_cost,1,0,1.2,6.568,16.029,19.235
10,3,low_adjustment_cost,0,1,1.0,6.259,15.12,15.12
10,4,low_adjustment_cost,1,0,1.2,6.801,16.491,19.789
10,5,low_adjustment_cost,0,1,1.0,6.206,15.139,15.139
10,6,low_adjustment_cost,1,0,1.2,6.907,17.017,20.42
10,7,low_adjustment_cost,0,1,1.0,6.101,14.597,14.597
10,8,low_adjustment_cost,1,0,1.2,6.938,16.02,19.224
10,9,low_adjustment_cost,0,1,1.0,6.081,14.783,14.783
10,10,low_adjustment_cost,1,0,1.2,6.704,16.724,20.069
10,11,low_adjustment_cost,0,1,1.0,6.354,14.428,14.428
10,12,low_adjustment_cost,1,0,1.2,6.75,15.491,18.589
10,13,low_adjustment_cost,0,1,1.0,6.252,15.615,15.615
10,14,low_adjustment_cost,1,0,1.2,6.616,15.412,18.495
10,15,low_adjustment_cost,0,1,1.0,6.033,14.997,14.997
10,16,low_adjustment_cost,1,0,1.2,6.869,16.591,19.909
11,1,high_adjustment_cost,0,0,1.0,5.878,14.29,14.29
11,2,high_adjustment_cost,0,0,1.0,5.958,14.714,14.714
11,3,high_adjustment_cost,1,0,1.2,6.139,15.132,18.158
11,4,high_adjustment_cost,1,1,1.2,5.789,14.871,17.845
11,5,high_adjustment_cost,0,1,1.0,5.727,14.521,14.521
11,6,high_adjustment_cost,0,0,1.0,5.804,14.506,14.506
11,7,high_adjustment_cost,1,0,1.2,5.844,15.298,18.357
11,8,high_adjustment_cost,1,1,1.2,5.893,15.455,18.546
11,9,high_adjustment_cost,0,1,1.0,5.733,14.206,14.206
11,10,high_adjustment_cost,0,0,1.0,5.727,13.961,13.961
11,11,high_adjustment_cost,1,0,1.2,6.195,15.528,18.634
11,12,high_adjustment_cost,1,1,1.2,5.947,15.996,19.195
11,13,high_adjustment_cost,0,1,1.0,5.619,14.495,14.495
11,14,high_adjustment_cost,0,0,1.0,5.982,14.515,14.515
11,15,high_adjustment_cost,1,0,1.2,6.18,15.692,18.831
11,16,high_adjustment_cost,1,1,1.2,5.755,15.399,18.479
12,1,low_adjustment_cost,1,0,1.2,6.322,16.189,19.427
12,2,low_adjustment_cost,1,1,1.2,6.024,15.85,19.02
12,3,low_adjustment_cost,1,1,1.2,6.169,14.33,17.196
12,4,low_adjustment_cost,1,1,1.2,6.407,15.134,18.161
12,5,low_adjustment_cost,1,1,1.2,6.06,14.821,17.785
12,6,low_adjustment_cost,1,1,1.2,6.401,15.72,18.865
12,7,low_adjustment_cost,1,1,1.2,6.439,16.377,19.653
12,8,low_adjustment_cost,1,1,1.2,6.474,16.29,19.548
12,9,low_adjustment_cost,1,1,1.2,6.199,14.943,17.932
12,10,low_adjustment_cost,1,1,1.2,6.323,16.053,19.264
12,11,low_adjustment_cost,1,1,1.2,6.117,14.951,17.941
12,12,low_adjustment_cost,1,1,1.2,6.307,14.886,17.863
12,13,low_adjustment_cost,1,1,1.2,6.118,15.317,18.381
12,14,low_adjustment_cost,1,1,1.2,6.096,14.86,17.832
12,15,low_adjustment_cost,1,1,1.2,6.391,15.82,18.984
12,16,low_adjustment_cost,1,1,1.2,6.252,15.521,18.625
13,1,high_adjustment_cost,1,0,1.2,5.944,14.999,17.999
13,2,high_adjustment_cost,0,1,1.0,5.677,14.23,14.23
13,3,high_adjustment_cost,0,0,1.0,5.967,14.763,14.763
13,4,high_adjustment_cost,1,0,1.2,6.047,15.318,18.381
13,5,high_adjustment_cost,1,1,1.2,6.212,15.504,18.605
13,6,high_adjustment_cost,0,1,1.0,5.904,14.641,14.641
13,7,high_adjustment_cost,0,0,1.0,6.011,14.533,14.533
13,8,high_adjustment_cost,1,0,1.2,6.154,15.847,19.016
13,9,high_adjustment_cost,1,1,1.2,6.19,15.363,18.435
13,10,high_adjustment_cost,0,1,1.0,5.796,14.183,14.183
13,11,high_adjustment_cost,0,0,1.0,5.923,14.487,14.487
13,12,high_adjustment_cost,1,0,1.2,6.412,15.993,19.191
13,13,high_adjustment_cost,1,1,1.2,6.117,15.157,18.188
13,14,high_adjustment_cost,0,1,1.0,5.855,15.766,15.766
13,15,high_adjustment_cost,0,0,1.0,5.885,15.286,15.286
13,16,high_adjustment_cost,1,0,1.2,6.324,16.408,19.689
14,1,low_adjustment_cost,0,0,1.0,5.472,14.397,14.397
14,2,low_adjustment_cost,1,0,1.2,6.117,15.155,18.186
14,3,low_adjustment_cost,0,1,1.0,5.178,13.479,13.479
14,4,low_adjustment_cost,1,0,1.2,6.157,14.543,17.452
14,5,low_adjustment_cost,0,1,1.0,5.497,14.39,14.39
14,6,low_adjustment_cost,1,0,1.2,6.074,14.772,17.726
14,7,low_adjustment_cost,0,1,1.0,5.456,14.151,14.151
14,8,low_adjustment_cost,1,0,1.2,6.062,14.973,17.968
14,9,low_adjustment_cost,0,1,1.0,5.56,14.456,14.456
14,10,low_adjustment_cost,1,0,1.2,6.322,16.244,19.493
14,11,low_adjustment_cost,0,1,1.0,5.568,15.052,15.052
14,12,low_adjustment_cost,1,0,1.2,5.843,14.829,17.795
14,13,low_adjustment_cost,0,1,1.0,5.498,13.697,13.697
14,14,low_adjustment_cost,1,0,1.2,6.135,15.497,18.596
14,15,low_adjustment_cost,0,1,1.0,5.346,13.784,13.784
14,16,low_adjustment_cost,1,0,1.2,6.338,16.593,19.911
15,1,high_adjustment_cost,0,0,1.0,5.797,14.094,14.094
15,2,high_adjustment_cost,0,0,1.0,6.14,15.324,15.324
15,3,high_adjustment_cost,1,0,1.2,6.168,15.091,18.11
15,4,high_adjustment_cost,1,1,1.2,5.974,14.757,17.708
15,5,high_adjustment_cost,0,1,1.0,5.752,14.295,14.295
15,6,high_adjustment_cost,0,0,1.0,5.764,14.312,14.312
15,7,high_adjustment_cost,1,0,1.2,6.081,15.353,18.424
15,8,high_adjustment_cost,1,1,1.2,5.812,15.327,18.393
15,9,high_adjustment_cost,0,1,1.0,5.731,14.661,14.661
15,10,high_adjustment_cost,0,0,1.0,5.791,15.032,15.032
15,11,high_adjustment_cost,1,0,1.2,5.986,15.412,18.494
15,12,high_adjustment_cost,1,1,1.2,5.439,14.391,17.27
15,13,high_adjustment_cost,0,1,1.0,5.751,14.743,14.743
15,14,high_adjustment_cost,0,0,1.0,5.785,15.083,15.083
15,15,high_adjustment_cost,1,0,1.2,5.844,14.715,17.658
15,16,high_adjustment_cost,1,1,1.2,5.589,15.204,18.245
16,1,low_adjustment_cost,1,0,1.2,6.455,15.368,18.442
16,2,low_adjustment_cost,1,1,1.2,6.197,15.62,18.744
16,3,low_adjustment_cost,1,1,1.2,6.47,16.135,19.362
16,4,low_adjustment_cost,1,1,1.2,6.115,15.113,18.136
16,5,low_adjustment_cost,1,1,1.2,6.247,14.968,17.962
16,6,low_adjustment_cost,1,1,1.2,6.373,15.455,18.545
16,7,low_adjustment_cost,1,1,1.2,5.94,15.872,19.046
16,8,low_adjustment_cost,1,1,1.2,6.442,16.015,19.218
16,9,low_adjustment_cost,1,1,1.2,6.087,14.378,17.254
16,10,low_adjustment_cost,1,1,1.2,6.273,16.307,19.568
16,11,low_adjustment_cost,1,1,1.2,6.485,16.19,19.428
16,12,low_adjustment_cost,1,1,1.2,6.166,15.171,18.205
16,13,low_adjustment_cost,1,1,1.2,6.167,15.449,18.538
16,14,low_adjustment_cost,1,1,1.2,6.443,15.705,18.846
16,15,low_adjustment_cost,1,1,1.2,6.169,15.918,19.101
16,16,low_adjustment_cost,1,1,1.2,5.919,14.906,17.888
17,1,high_adjustment_cost,1,0,1.2,6.438,15.245,18.294
17,2,high_adjustment_cost,0,1,1.0,5.755,13.611,13.611
17,3,high_adjustment_cost,0,0,1.0,6.18,14.399,14.399
17,4,high_adjustment_cost,1,0,1.2,6.553,16.383,19.66
17,5,high_adjustment_cost,1,1,1.2,6.174,15.512,18.614
17,6,high_adjustment_cost,0,1,1.0,6.134,15.428,15.428
17,7,high_adjustment_cost,0,0,1.0,6.238,15.275,15.275
17,8,high_adjustment_cost,1,0,1.2,6.37,15.343,18.412
17,9,high_adjustment_cost,1,1,1.2,6.141,15.214,18.257
17,10,high_adjustment_cost,0,1,1.0,5.955,13.931,13.931
17,11,high_adjustment_cost,0,0,1.0,6.436,16.296,16.296
17,12,high_adjustment_cost,1,0,1.2,6.36,15.774,18.928
17,13,high_adjustment_cost,1,1,1.2,6.251,14.832,17.799
17,14,high_adjustment_cost,0,1,1.0,6.167,14.549,14.549
17,15,high_adjustment_cost,0,0,1.0,6.62,14.275,14.275
17,16,high_adjustment_cost,1,0,1.2,6.312,15.99,19.188
18,1,low_adjustment_cost,0,0,1.0,5.894,14.591,14.591
18,2,low_adjustment_cost,1,0,1.2,6.215,15.346,18.415
18,3,low_adjustment_cost,0,1,1.0,5.512,13.849,13.849
18,4,low_adjustment_cost,1,0,1.2,6.336,15.191,18.229
18,5,low_adjustment_cost,0,1,1.0,5.415,14.951,14.951
18,6,low_adjustment_cost,1,0,1.2,6.193,15.908,19.089
18,7,low_adjustment_cost,0,1,1.0,5.447,14.52,14.52
18,8,low_adjustment_cost,1,0,1.2,6.437,15.305,18.367
18,9,low_adjustment_cost,0,1,1.0,5.419,13.358,13.358
18,10,low_adjustment_cost,1,0,1.2,6.214,15.846,19.016
18,11,low_adjustment_cost,0,1,1.0,5.555,14.576,14.576
18,12,low_adjustment_cost,1,0,1.2,6.167,16.098,19.317
18,13,low_adjustment_cost,0,1,1.0,5.563,13.55,13.55
18,14,low_adjustment_cost,1,0,1.2,6.331,16.044,19.253
18,15,low_adjustment_cost,0,1,1.0,5.775,14.796,14.796
18,16,low_adjustment_cost,1,0,1.2,6.332,14.742,17.69
19,1,high_adjustment_cost,0,0,1.0,6.06,14.49,14.49
19,2,high_adjustment_cost,0,0,1.0,6.102,14.253,14.253
19,3,high_adjustment_cost,1,0,1.2,6.429,15.275,18.33
19,4,high_adjustment_cost,1,1,1.2,6.161,15.554,18.665
19,5,high_adjustment_cost,0,1,1.0,5.936,14.566,14.566
19,6,high_adjustment_cost,0,0,1.0,6.087,15.445,15.445
19,7,high_adjustment_cost,1,0,1.2,6.531,15.294,18.352
19,8,high_adjustment_cost,1,1,1.2,6.545,15.94,19.128
19,9,high_adjustment_cost,0,1,1.0,5.952,14.721,14.721
19,10,high_adjustment_cost,0,0,1.0,6.154,15.362,15.362
19,11,high_adjustment_cost,1,0,1.2,6.594,16.054,19.265
19,12,high_adjustment_cost,1,1,1.2,6.103,15.368,18.441
19,13,high_adjustment_cost,0,1,1.0,5.662,13.894,13.894
19,14,high_adjustment_cost,0,0,1.0,6.179,15.114,15.114
19,15,high_adjustment_cost,1,0,1.2,6.797,16.066,19.279
19,16,high_adjustment_cost,1,1,1.2,6.043,15.327,18.392
20,1,low_adjustment_cost,1,0,1.2,6.652,16.703,20.043
20,2,low_adjustment_cost,1,1,1.2,6.463,15.906,19.087
20,3,low_adjustment_cost,1,1,1.2,6.532,16.056,19.267
20,4,low_adjustment_cost,1,1,1.2,6.578,15.816,18.979
20,5,low_adjustment_cost,1,1,1.2,6.562,15.846,19.015
20,6,low_adjustment_cost,1,1,1.2,6.368,16.144,19.373
20,7,low_adjustment_cost,1,1,1.2,6.354,15.768,18.922
20,8,low_adjustment_cost,1,1,1.2,6.309,16.42,19.704
20,9,low_adjustment_cost,1,1,1.2,6.431,15.538,18.645
20,10,low_adjustment_cost,1,1,1.2,6.668,16.36,19.632
20,11,low_adjustment_cost,1,1,1.2,6.602,16.584,19.9
20,12,low_adjustment_cost,1,1,1.2,6.543,15.769,18.923
20,13,low_adjustment_cost,1,1,1.2,6.857,15.846,19.015
20,14,low_adjustment_cost,1,1,1.2,6.542,16.248,19.498
20,15,low_adjustment_cost,1,1,1.2,6.639,16.326,19.591
20,16,low_adjustment_cost,1,1,1.2,6.194,15.391,18.469
21,1,high_adjustment_cost,1,0,1.2,6.378,16.063,19.276
21,2,high_adjustment_cost,0,1,1.0,5.667,14.011,14.011
21,3,high_adjustment_cost,0,0,1.0,6.127,14.951,14.951
21,4,high_adjustment_cost,1,0,1.2,6.257,15.733,18.879
21,5,high_adjustment_cost,1,1,1.2,6.023,15.26,18.312
21,6,high_adjustment_cost,0,1,1.0,5.835,14.078,14.078
21,7,high_adjustment_cost,0,0,1.0,5.809,15.295,15.295
21,8,high_adjustment_cost,1,0,1.2,6.27,15.372,18.447
21,9,high_adjustment_cost,1,1,1.2,6.091,15.069,18.082
21,10,high_adjustment_cost,0,1,1.0,5.622,14.734,14.734
21,11,high_adjustment_cost,0,0,1.0,5.957,14.757,14.757
21,12,high_adjustment_cost,1,0,1.2,5.939,14.927,17.912
21,13,high_adjustment_cost,1,1,1.2,5.721,14.619,17.542
21,14,high_adjustment_cost,0,1,1.0,5.763,14.586,14.586
21,15,high_adjustment_cost,0,0,1.0,5.811,14.935,14.935
21,16,high_adjustment_cost,1,0,1.2,5.791,14.957,17.948
22,1,low_adjustment_cost,0,0,1.0,6.319,15.434,15.434
22,2,low_adjustment_cost,1,0,1.2,6.786,16.809,20.171
22,3,low_adjustment_cost,0,1,1.0,6.08,14.618,14.618
22,4,low_adjustment_cost,1,0,1.2,6.541,15.883,19.06
22,5,low_adjustment_cost,0,1,1.0,6.274,15.124,15.124
22,6,low_adjustment_cost,1,0,1.2,6.423,15.205,18.246
22,7,low_adjustment_cost,0,1,1.0,6.277,15.782,15.782
22,8,low_adjustment_cost,1,0,1.2,6.796,16.115,19.338
22,9,low_adjustment_cost,0,1,1.0,6.21,15.02,15.02
22,10,low_adjustment_cost,1,0,1.2,6.951,17.125,20.55
22,11,low_adjustment_cost,0,1,1.0,6.465,14.65,14.65
22,12,low_adjustment_cost,1,0,1.2,6.704,15.189,18.227
22,13,low_adjustment_cost,0,1,1.0,6.235,14.748,14.748
22,14,low_adjustment_cost,1,0,1.2,6.955,16.183,19.42
22,15,low_adjustment_cost,0,1,1.0,6.107,14.71,14.71
22,16,low_adjustment_cost,1,0,1.2,6.635,16.9,20.28
23,1,high_adjustment_cost,0,0,1.0,5.132,13.652,13.652
23,2,high_adjustment_cost,0,0,1.0,5.242,14.152,14.152
23,3,high_adjustment_cost,1,0,1.2,5.38,15.094,18.113
23,4,high_adjustment_cost,1,1,1.2,4.626,12.942,15.53
23,5,high_adjustment_cost,0,1,1.0,5.165,13.287,13.287
23,6,high_adjustment_cost,0,0,1.0,5.116,13.391,13.391
23,7,high_adjustment_cost,1,0,1.2,5.3,14.324,17.188
23,8,high_adjustment_cost,1,1,1.2,5.082,14.172,17.007
23,9,high_adjustment_cost,0,1,1.0,5.113,13.029,13.029
23,10,high_adjustment_cost,0,0,1.0,4.823,13.368,13.368
23,11,high_adjustment_cost,1,0,1.2,5.197,14.179,17.014
23,12,high_adjustment_cost,1,1,1.2,4.98,14.884,17.861
23,13,high_adjustment_cost,0,1,1.0,4.262,13.155,13.155
23,14,high_adjustment_cost,0,0,1.0,4.553,12.459,12.459
23,15,high_adjustment_cost,1,0,1.2,5.137,13.266,15.919
23,16,high_adjustment_cost,1,1,1.2,5.256,14.368,17.242
24,1,low_adjustment_cost,1,0,1.2,6.658,15.116,18.14
24,2,low_adjustment_cost,1,1,1.2,6.692,15.8,18.96
24,3,low_adjustment_cost,1,1,1.2,6.601,15.626,18.752
24,4,low_adjustment_cost,1,1,1.2,6.776,16.425,19.71
24,5,low_adjustment_cost,1,1,1.2,6.804,16.822,20.186
24,6,low_adjustment_cost,1,1,1.2,6.568,16.118,19.341
24,7,low_adjustment_cost,1,1,1.2,6.806,16.283,19.54
24,8,low_adjustment_cost,1,1,1.2,6.758,15.531,18.637
24,9,low_adjustment_cost,1,1,1.2,6.516,15.853,19.024
24,10,low_adjustment_cost,1,1,1.2,6.594,15.771,18.925
24,11,low_adjustment_cost,1,1,1.2,6.911,16.023,19.227
24,12,low_adjustment_cost,1,1,1.2,6.769,16.144,19.373
24,13,low_adjustment_cost,1,1,1.2,6.776,15.575,18.689
24,14,low_adjustment_cost,1,1,1.2,6.692,15.783,18.939
24,15,low_adjustment_cost,1,1,1.2,6.848,16.208,19.449
24,16,low_adjustment_cost,1,1,1.2,6.793,16.575,19.889
25,1,high_adjustment_cost,1,0,1.2,6.588,15.662,18.794
25,2,high_adjustment_cost,0,1,1.0,5.603,14.007,14.007
25,3,high_adjustment_cost,0,0,1.0,6.187,15.423,15.423
25,4,high_adjustment_cost,1,0,1.2,6.207,15.944,19.132
25,5,high_adjustment_cost,1,1,1.2,6.144,15.511,18.614
25,6,high_adjustment_cost,0,1,1.0,5.757,14.234,14.234
25,7,high_adjustment_cost,0,0,1.0,6.171,14.906,14.906
25,8,high_adjustment_cost,1,0,1.2,6.63,16.583,19.9
25,9,high_adjustment_cost,1,1,1.2,6.086,14.966,17.959
25,10,high_adjustment_cost,0,1,1.0,5.878,14.781,14.781
25,11,high_adjustment_cost,0,0,1.0,5.909,14.949,14.949
25,12,high_adjustment_cost,1,0,1.2,6.463,15.205,18.245
25,13,high_adjustment_cost,1,1,1.2,5.975,14.964,17.957
25,14,high_adjustment_cost,0,1,1.0,6.05,14.424,14.424
25,15,high_adjustment_cost,0,0,1.0,6.235,14.767,14.767
25,16,high_adjustment_cost,1,0,1.2,6.574,15.53,18.636
26,1,low_adjustment_cost,0,0,1.0,5.483,14.882,14.882
26,2,low_adjustment_cost,1,0,1.2,5.677,14.413,17.295
26,3,low_adjustment_cost,0,1,1.0,5.244,13.921,13.921
26,4,low_adjustment_cost,1,0,1.2,5.927,15.508,18.609
26,5,low_adjustment_cost,0,1,1.0,5.601,13.914,13.914
26,6,low_adjustment_cost,1,0,1.2,6.167,14.87,17.844
26,7,low_adjustment_cost,0,1,1.0,5.357,13.496,13.496
26,8,low_adjustment_cost,1,0,1.2,6.153,15.254,18.305
26,9,low_adjustment_cost,0,1,1.0,5.31,14.348,14.348
