region_id,region_name,year,post,exposure_share,manufacturing_share,ee_reallocation_rate,log_firm_employment,native_wage_growth,exposure_group
3,market_03,2018,1,0.15787562119291051,0.1887250560013073,0.14298357044793447,4.5457215110562705,0.012120195158707086,low_exposure
3,market_03,2019,1,0.15787562119291051,0.1887250560013073,0.13587422318093886,4.568500822502314,0.029284310996581464,low_exposure
3,market_03,2020,1,0.15787562119291051,0.1887250560013073,0.15980243569778396,4.570328954508001,0.02786550340143478,low_exposure
3,market_03,2021,1,0.15787562119291051,0.1887250560013073,0.14524671590882404,4.5497685131012915,0.01817956321238339,low_exposure
3,market_03,2022,1,0.15787562119291051,0.1887250560013073,0.16464959799126472,4.550379415942906,0.02563220160356124,low_exposure
4,market_04,2014,0,0.19624985463740213,0.2207405443679516,0.11900912501896022,4.523085845179031,0.013925495165620236,low_exposure
4,market_04,2015,0,0.19624985463740213,0.2207405443679516,0.11437254208590278,4.5101886719260005,0.012573253415708516,low_exposure
4,market_04,2016,0,0.19624985463740213,0.2207405443679516,0.11890042523336966,4.501632920977054,0.004116632096950835,low_exposure
4,market_04,2017,0,0.19624985463740213,0.2207405443679516,0.11025601970316051,4.470018486258127,0.014676557838035995,low_exposure
4,market_04,2018,1,0.19624985463740213,0.2207405443679516,0.1355222077667482,4.55725799233414,0.01905076536397291,low_exposure
4,market_04,2019,1,0.19624985463740213,0.2207405443679516,0.1592985083276776,4.556917452529392,0.022336993972377848,low_exposure
4,market_04,2020,1,0.19624985463740213,0.2207405443679516,0.14543547682016994,4.544740463394283,0.021524342852131655,low_exposure
4,market_04,2021,1,0.19624985463740213,0.2207405443679516,0.1581042923932872,4.541934769624156,0.02658312022552868,low_exposure
4,market_04,2022,1,0.19624985463740213,0.2207405443679516,0.16125169447137544,4.584794768568558,0.026892598853261562,low_exposure
5,market_05,2014,0,0.19345647535208577,0.2684716326351057,0.08104599292416131,4.47525739630214,0.0050740247171946334,low_exposure
5,market_05,2015,0,0.19345647535208577,0.2684716326351057,0.09329194412991113,4.442814170501304,0.011758436703882798,low_exposure
5,market_05,2016,0,0.19345647535208577,0.2684716326351057,0.08165773082619722,4.4763046012174765,0.011854909434961732,low_exposure
5,market_05,2017,0,0.19345647535208577,0.2684716326351057,0.09716356746722536,4.498483149409807,0.0028083748508160138,low_exposure
5,market_05,2018,1,0.19345647535208577,0.2684716326351057,0.1058904047254032,4.5304420548396696,0.02425001231557774,low_exposure
5,market_05,2019,1,0.19345647535208577,0.2684716326351057,0.11568323922940912,4.535864616968376,0.02336303615765585,low_exposure
5,market_05,2020,1,0.19345647535208577,0.2684716326351057,0.10963458168712908,4.5734169823433595,0.01956436606185075,low_exposure
5,market_05,2021,1,0.19345647535208577,0.2684716326351057,0.12420592260323271,4.554091572701359,0.012859006624592427,low_exposure
5,market_05,2022,1,0.19345647535208577,0.2684716326351057,0.13051482571903897,4.577597599294683,0.023500530514790667,low_exposure
6,market_06,2014,0,0.23572922289842002,0.2641101881964666,0.08832529578673476,4.491073420335181,0.00288267024400339,low_exposure
6,market_06,2015,0,0.23572922289842002,0.2641101881964666,0.09395489516698392,4.44751740140124,0.013062348149575782,low_exposure
6,market_06,2016,0,0.23572922289842002,0.2641101881964666,0.07894678581710521,4.491949221771248,0.004775574259867634,low_exposure
6,market_06,2017,0,0.23572922289842002,0.2641101881964666,0.1096424043294855,4.4659000423965916,0.017373424981905,low_exposure
6,market_06,2018,1,0.23572922289842002,0.2641101881964666,0.10995186008854126,4.54020818349862,0.02577242760877175,low_exposure
6,market_06,2019,1,0.23572922289842002,0.2641101881964666,0.12806986356019132,4.5409034340490475,0.01968997403958559,low_exposure
6,market_06,2020,1,0.23572922289842002,0.2641101881964666,0.1190093833078175,4.565368048513479,0.02112983149986891,low_exposure
6,market_06,2021,1,0.23572922289842002,0.2641101881964666,0.13517408402079878,4.534128784695335,0.025695019737617026,low_exposure
6,market_06,2022,1,0.23572922289842002,0.2641101881964666,0.14322406624122477,4.593840871849291,0.01648217304575163,low_exposure
7,market_07,2014,0,0.2272055583308357,0.2826902042623766,-0.0712177556128363,4.374767177254209,-0.004864794051093973,low_exposure
7,market_07,2015,0,0.2272055583308357,0.2826902042623766,-0.06436359604074529,4.371872755957452,-0.005723470483250465,low_exposure
7,market_07,2016,0,0.2272055583308357,0.2826902042623766,-0.06785973741471302,4.357849674106329,-0.0014409962091766302,low_exposure
7,market_07,2017,0,0.2272055583308357,0.2826902042623766,-0.0525452797007323,4.395264649786239,-0.0041263835629263635,low_exposure
7,market_07,2018,1,0.2272055583308357,0.2826902042623766,-0.03367153855499314,4.418001249645769,0.00843398885898876,low_exposure
7,market_07,2019,1,0.2272055583308357,0.2826902042623766,-0.023139903207594122,4.470500116376221,0.015306707985131318,low_exposure
7,market_07,2020,1,0.2272055583308357,0.2826902042623766,-0.035248544717122715,4.445357884952324,0.006970859603654444,low_exposure
7,market_07,2021,1,0.2272055583308357,0.2826902042623766,-0.015640371146065358,4.459261272682041,0.015148664335871035,low_exposure
7,market_07,2022,1,0.2272055583308357,0.2826902042623766,-0.001907393034706893,4.445602369477471,0.012657259867512698,low_exposure
8,market_08,2014,0,0.31725970901910566,0.27214914606963925,0.2359827829115867,4.5782277059336005,0.019328274766838446,low_exposure
8,market_08,2015,0,0.31725970901910566,0.27214914606963925,0.2413373540487506,4.563932727706473,0.023857961365043822,low_exposure
8,market_08,2016,0,0.31725970901910566,0.27214914606963925,0.25372139770537944,4.6093252278669645,0.02998784469183644,low_exposure
8,market_08,2017,0,0.31725970901910566,0.27214914606963925,0.2472779366560101,4.5779550361126145,0.027484009652943293,low_exposure
8,market_08,2018,1,0.31725970901910566,0.27214914606963925,0.2794810377319994,4.66117793063298,0.025445515499871438,low_exposure
8,market_08,2019,1,0.31725970901910566,0.27214914606963925,0.29955289889843884,4.658193854704797,0.025015002086756992,low_exposure
8,market_08,2020,1,0.31725970901910566,0.27214914606963925,0.2915891668635876,4.680722331718314,0.04395356417518934,low_exposure
8,market_08,2021,1,0.31725970901910566,0.27214914606963925,0.31395016625927424,4.66922843045046,0.03476104428842082,low_exposure
8,market_08,2022,1,0.31725970901910566,0.27214914606963925,0.31589341303685686,4.666858786541403,0.036727487604718986,low_exposure
9,market_09,2014,0,0.3071213254757575,0.27471256574283437,0.04100231689749546,4.421215059511216,0.004572027499904221,low_exposure
9,market_09,2015,0,0.3071213254757575,0.27471256574283437,0.050450094416905,4.448570410058903,0.01815132874392699,low_exposure
9,market_09,2016,0,0.3071213254757575,0.27471256574283437,0.05650277076731841,4.471747207608787,0.00944715866156848,low_exposure
9,market_09,2017,0,0.3071213254757575,0.27471256574283437,0.07040109741621262,4.443772213719811,0.01962617196414285,low_exposure
9,market_09,2018,1,0.3071213254757575,0.27471256574283437,0.07704345507651598,4.481730046709705,0.012859592747523055,low_exposure
9,market_09,2019,1,0.3071213254757575,0.27471256574283437,0.08344671548341022,4.470251806520758,0.025435078449062308,low_exposure
9,market_09,2020,1,0.3071213254757575,0.27471256574283437,0.0892600410086249,4.541266713458615,0.01660708455467903,low_exposure
9,market_09,2021,1,0.3071213254757575,0.27471256574283437,0.09994364406293715,4.541571870199383,0.022708253902746667,low_exposure
9,market_09,2022,1,0.3071213254757575,0.27471256574283437,0.0931277511121504,4.535386133811617,0.009299078431430668,low_exposure
10,market_10,2014,0,0.3182263874075801,0.30525398046709795,0.022679092013929,4.412239889030427,0.0003321604752543031,low_exposure
10,market_10,2015,0,0.3182263874075801,0.30525398046709795,0.019363983398684594,4.426641407260534,0.006170651180415435,low_exposure
10,market_10,2016,0,0.3182263874075801,0.30525398046709795,0.032278785610758066,4.445382840979842,0.0021524558866783954,low_exposure
10,market_10,2017,0,0.3182263874075801,0.30525398046709795,0.03060182502667592,4.430874128893979,0.005517527677689847,low_exposure
10,market_10,2018,1,0.3182263874075801,0.30525398046709795,0.04363237446332074,4.479996109451899,0.012415095132114196,low_exposure
10,market_10,2019,1,0.3182263874075801,0.30525398046709795,0.0682971918019141,4.499467715896024,0.0053148950082421206,low_exposure
10,market_10,2020,1,0.3182263874075801,0.30525398046709795,0.05203506044612252,4.480561957080766,0.02091468696610626,low_exposure
10,market_10,2021,1,0.3182263874075801,0.30525398046709795,0.07347868364924308,4.490870443072292,0.016359856284156867,low_exposure
10,market_10,2022,1,0.3182263874075801,0.30525398046709795,0.07059551593891032,4.5824254679750975,0.01517351055003255,low_exposure
11,market_11,2014,0,0.4062968042596999,0.30609572517810585,0.11112778084140103,4.481121175635927,0.014448558235087816,high_exposure
11,market_11,2015,0,0.4062968042596999,0.30609572517810585,0.11083498479938624,4.4894887219794155,0.0016580883116694266,high_exposure
11,market_11,2016,0,0.4062968042596999,0.30609572517810585,0.1342132945859741,4.534402473960882,0.022119884281798258,high_exposure
11,market_11,2017,0,0.4062968042596999,0.30609572517810585,0.1165787854777926,4.51825631769356,0.018249131559755445,high_exposure
11,market_11,2018,1,0.4062968042596999,0.30609572517810585,0.15421317458130818,4.529643403483465,0.026122541620604692,high_exposure
11,market_11,2019,1,0.4062968042596999,0.30609572517810585,0.16418921325760186,4.579377059698834,0.021336045732996946,high_exposure
11,market_11,2020,1,0.4062968042596999,0.30609572517810585,0.158019660416428,4.5648517759508245,0.016929492441160134,high_exposure
11,market_11,2021,1,0.4062968042596999,0.30609572517810585,0.16430526878454835,4.57966549311666,0.026646047850054377,high_exposure
11,market_11,2022,1,0.4062968042596999,0.30609572517810585,0.17291028837673375,4.585655502612939,0.029177239677065685,high_exposure
12,market_12,2014,0,0.3532403045346788,0.34699803181829214,0.06828187248515749,4.4723618429104945,0.008097259849834048,high_exposure
12,market_12,2015,0,0.3532403045346788,0.34699803181829214,0.08653428362132433,4.480931226151049,0.01652768936037231,high_exposure
12,market_12,2016,0,0.3532403045346788,0.34699803181829214,0.08964618464752673,4.500205449805716,0.006721884058904544,high_exposure
12,market_12,2017,0,0.3532403045346788,0.34699803181829214,0.09997653864361365,4.461064734723497,0.014127007115480063,high_exposure
12,market_12,2018,1,0.3532403045346788,0.34699803181829214,0.11420648982690228,4.502200172781796,0.009885696621538218,high_exposure
12,market_12,2019,1,0.3532403045346788,0.34699803181829214,0.11829825205072238,4.540533623668776,0.01744156516272011,high_exposure
12,market_12,2020,1,0.3532403045346788,0.34699803181829214,0.12124159309800446,4.55044719836458,0.027469017861974716,high_exposure
12,market_12,2021,1,0.3532403045346788,0.34699803181829214,0.1327026614627429,4.559632688366394,0.026136516096249465,high_exposure
12,market_12,2022,1,0.3532403045346788,0.34699803181829214,0.13406545210447277,4.588344014318064,0.017955279444489033,high_exposure
13,market_13,2014,0,0.4214373995357409,0.3358440888786209,0.10604673239519997,4.465695949728136,0.005962284983164135,high_exposure
13,market_13,2015,0,0.4214373995357409,0.3358440888786209,0.11298813731952145,4.503095382653442,0.01372737733331547,high_exposure
13,market_13,2016,0,0.4214373995357409,0.3358440888786209,0.10587589545903092,4.512997122809572,0.015723570146062838,high_exposure
13,market_13,2017,0,0.4214373995357409,0.3358440888786209,0.13653520910648714,4.49128936231812,0.011395313444421108,high_exposure
13,market_13,2018,1,0.4214373995357409,0.3358440888786209,0.1397855714388543,4.541602674934622,0.01929436001544857,high_exposure
13,market_13,2019,1,0.4214373995357409,0.3358440888786209,0.1609490915711534,4.538403271350095,0.020888223986836728,high_exposure
13,market_13,2020,1,0.4214373995357409,0.3358440888786209,0.1536109213279284,4.5465620698463605,0.02282014058515393,high_exposure
13,market_13,2021,1,0.4214373995357409,0.3358440888786209,0.15837236992200857,4.601677141056557,0.017816464304239544,high_exposure
13,market_13,2022,1,0.4214373995357409,0.3358440888786209,0.17921335125398385,4.5670444842003235,0.0330159235200003,high_exposure
14,market_14,2014,0,0.43210136222867673,0.3595549147608813,0.19117202797224953,4.534779602684279,0.021239557503604418,high_exposure
14,market_14,2015,0,0.43210136222867673,0.3595549147608813,0.19422174897139802,4.539597620113076,0.022596616909475533,high_exposure
14,market_14,2016,0,0.43210136222867673,0.3595549147608813,0.20891465418366717,4.528987117799124,0.02000320882049081,high_exposure
14,market_14,2017,0,0.43210136222867673,0.3595549147608813,0.20712817354512145,4.58885651857093,0.02403948398257692,high_exposure
14,market_14,2018,1,0.43210136222867673,0.3595549147608813,0.23119477316790765,4.624012354253097,0.026648336326953993,high_exposure
14,market_14,2019,1,0.43210136222867673,0.3595549147608813,0.22160270578443295,4.595940768796175,0.034256835912742215,high_exposure
14,market_14,2020,1,0.43210136222867673,0.3595549147608813,0.2440246469758579,4.66815830144485,0.027991963446089643,high_exposure
14,market_14,2021,1,0.43210136222867673,0.3595549147608813,0.2651613731849289,4.61976501053549,0.03731755419588883,high_exposure
14,market_14,2022,1,0.43210136222867673,0.3595549147608813,0.2697776947541369,4.623006639022129,0.03829228242821178,high_exposure
15,market_15,2014,0,0.4851566861632358,0.3765825586593077,0.10735388145887231,4.516492667341715,0.010400939311788955,high_exposure
15,market_15,2015,0,0.4851566861632358,0.3765825586593077,0.11972865630141291,4.505036695815507,0.01609855592373298,high_exposure
15,market_15,2016,0,0.4851566861632358,0.3765825586593077,0.10164095368672527,4.512518806432837,0.01809648703306467,high_exposure
15,market_15,2017,0,0.4851566861632358,0.3765825586593077,0.1368407357964811,4.516352808533125,0.008945330137151262,high_exposure
15,market_15,2018,1,0.4851566861632358,0.3765825586593077,0.1468498883093374,4.5884822705789645,0.024311518128178732,high_exposure
15,market_15,2019,1,0.4851566861632358,0.3765825586593077,0.15743455863734931,4.541665128177023,0.02620279190353322,high_exposure
15,market_15,2020,1,0.4851566861632358,0.3765825586593077,0.16318640484605837,4.5922022455539695,0.01448124529702078,high_exposure
15,market_15,2021,1,0.4851566861632358,0.3765825586593077,0.15551428829231517,4.594510680224922,0.021485739827687853,high_exposure
15,market_15,2022,1,0.4851566861632358,0.3765825586593077,0.1596219453816747,4.5983931852337845,0.01998665897135369,high_exposure
16,market_16,2014,0,0.49957327670544105,0.34526170437360115,0.13705942087928222,4.5026514857500635,0.011130610425604624,high_exposure
16,market_16,2015,0,0.49957327670544105,0.34526170437360115,0.1333494235246335,4.504626736916649,0.01320583013187869,high_exposure
16,market_16,2016,0,0.49957327670544105,0.34526170437360115,0.14971781271140966,4.533382979466729,0.016631460504394138,high_exposure
16,market_16,2017,0,0.49957327670544105,0.34526170437360115,0.15100136267041714,4.522164228157576,0.023379574643864216,high_exposure
16,market_16,2018,1,0.49957327670544105,0.34526170437360115,0.18439003468788737,4.558621610077,0.024449155597070286,high_exposure
16,market_16,2019,1,0.49957327670544105,0.34526170437360115,0.17726877341448757,4.56353906616032,0.025723950500473804,high_exposure
16,market_16,2020,1,0.49957327670544105,0.34526170437360115,0.18985401153915626,4.614521023795524,0.028149567038638443,high_exposure
16,market_16,2021,1,0.49957327670544105,0.34526170437360115,0.19664222784660065,4.579353169389179,0.03138577011068956,high_exposure
16,market_16,2022,1,0.49957327670544105,0.34526170437360115,0.20243037383037013,4.613285585150239,0.03207219285619651,high_exposure
17,market_17,2014,0,0.5394559251349302,0.3887362968747517,0.02258931544546943,4.404002001984298,-0.0035705429765953397,high_exposure
17,market_17,2015,0,0.5394559251349302,0.3887362968747517,0.012210008619916574,4.39629176608921,0.006476071135586646,high_exposure
17,market_17,2016,0,0.5394559251349302,0.3887362968747517,0.04345628086752171,4.420579063118574,0.0017943440756388665,high_exposure
17,market_17,2017,0,0.5394559251349302,0.3887362968747517,0.029766955843279312,4.462527894020083,0.0037093554056756564,high_exposure
17,market_17,2018,1,0.5394559251349302,0.3887362968747517,0.07811163856068981,4.516187052927905,0.019060104292426838,high_exposure
17,market_17,2019,1,0.5394559251349302,0.3887362968747517,0.07490697320713925,4.503753452692799,0.0240095913216521,high_exposure
17,market_17,2020,1,0.5394559251349302,0.3887362968747517,0.062070931738733466,4.521276188156778,0.023499384361960862,high_exposure
17,market_17,2021,1,0.5394559251349302,0.3887362968747517,0.09715438791198389,4.537101255941131,0.02038697500773258,high_exposure
17,market_17,2022,1,0.5394559251349302,0.3887362968747517,0.09397197913481001,4.538322735281328,0.017622407280863915,high_exposure
18,market_18,2014,0,0.558416273414711,0.42263152377705115,0.06160832147216683,4.451911273611458,0.006405162148233466,high_exposure
18,market_18,2015,0,0.558416273414711,0.42263152377705115,0.08935739543222465,4.4870759638540765,0.009911254833861098,high_exposure
18,market_18,2016,0,0.558416273414711,0.42263152377705115,0.09134024890210383,4.488165276932051,0.0145346624025335,high_exposure
18,market_18,2017,0,0.558416273414711,0.42263152377705115,0.08674850346729787,4.517042819957407,0.006613024608383839,high_exposure
18,market_18,2018,1,0.558416273414711,0.42263152377705115,0.11935942348829719,4.534237569612134,0.019281066300419095,high_exposure
18,market_18,2019,1,0.558416273414711,0.42263152377705115,0.12566979552780272,4.576134672850666,0.023139504496738905,high_exposure
18,market_18,2020,1,0.558416273414711,0.42263152377705115,0.14452652655335516,4.546178704516074,0.018046480895121883,high_exposure
18,market_18,2021,1,0.558416273414711,0.42263152377705115,0.15396222200164203,4.564746073305858,0.032557575240597686,high_exposure
18,market_18,2022,1,0.558416273414711,0.42263152377705115,0.15007112395416308,4.547512298798394,0.024527114487160967,high_exposure
19,market_19,2014,0,0.5909583891508773,0.4351527010955984,0.10980833967456313,4.477968405464171,0.014802664299070522,high_exposure
19,market_19,2015,0,0.5909583891508773,0.4351527010955984,0.12869638877353445,4.506895760973939,0.007853666117447266,high_exposure
19,market_19,2016,0,0.5909583891508773,0.4351527010955984,0.10918073408438415,4.51999416215166,0.004307958829876996,high_exposure
19,market_19,2017,0,0.5909583891508773,0.4351527010955984,0.12617856112908218,4.503944146032938,0.017770720278725234,high_exposure
19,market_19,2018,1,0.5909583891508773,0.4351527010955984,0.16282028575858346,4.5951696740590044,0.019167816456310563,high_exposure
19,market_19,2019,1,0.5909583891508773,0.4351527010955984,0.17366445450577575,4.5996672251490995,0.023022957370802476,high_exposure
19,market_19,2020,1,0.5909583891508773,0.4351527010955984,0.17239707175996094,4.598499536507105,0.02298423723250894,high_exposure
19,market_19,2021,1,0.5909583891508773,0.4351527010955984,0.1811385860907405,4.5998817021417775,0.029841309680583596,high_exposure
19,market_19,2022,1,0.5909583891508773,0.4351527010955984,0.1892983650496066,4.645782995097703,0.02671902028785058,high_exposure
20,market_20,2014,0,0.6302883666482443,0.4634520974183073,0.04294950380975286,4.433525498647423,0.005272424792853723,high_exposure
20,market_20,2015,0,0.6302883666482443,0.4634520974183073,0.057728777572095,4.442852933046723,0.015394730714521366,high_exposure
20,market_20,2016,0,0.6302883666482443,0.4634520974183073,0.054204537276752986,4.442127500056141,0.0030464052054612325,high_exposure
20,market_20,2017,0,0.6302883666482443,0.4634520974183073,0.06076195247628305,4.465443181848824,0.00897552849313985,high_exposure
20,market_20,2018,1,0.6302883666482443,0.4634520974183073,0.08182475078848064,4.5305965300686735,0.01395053500921858,high_exposure
20,market_20,2019,1,0.6302883666482443,0.4634520974183073,0.08842225541764198,4.531804911803491,0.018561173722461556,high_exposure
20,market_20,2020,1,0.6302883666482443,0.4634520974183073,0.099478031018659,4.555252867699598,0.02594809232876212,high_exposure
20,market_20,2021,1,0.6302883666482443,0.4634520974183073,0.09716350002720332,4.567593026840834,0.028551818943919755,high_exposure
20,market_20,2022,1,0.6302883666482443,0.4634520974183073,0.11560978269699965,4.559550121534406,0.024179025404447517,high_exposure
