person_id,period,age,schooling_years,experience_years,tuition,wage_offer,choose_school,work,observed_wage,synthetic_ability,true_school_probability
97,0,18,12.0,1.0,4272.71,32054.71,1,0,,0.90406,0.71006
98,0,18,10.0,0.0,5022.34,31945.77,1,0,,1.67513,0.89159
99,0,18,12.0,0.0,4666.82,31607.11,1,0,,2.67456,0.87301
100,0,18,12.0,0.0,3632.1,20860.14,0,1,20053.93,-0.41514,0.67684
101,0,18,10.0,0.0,3923.58,17408.47,1,0,,-0.68184,0.79019
102,0,18,10.0,0.0,4921.69,27976.76,1,0,,0.8228,0.85343
103,0,18,11.0,0.0,3796.53,23609.51,1,0,,-0.44322,0.73624
104,0,18,12.0,0.0,5018.64,28067.31,1,0,,1.45867,0.7909
105,0,18,12.0,0.0,4934.56,22556.83,0,1,22946.7,-0.9499,0.56312
106,0,18,11.0,0.0,3468.39,17355.15,1,0,,-1.48659,0.65774
107,0,18,11.0,0.0,4620.19,17853.33,1,0,,-1.03904,0.66324
108,0,18,11.0,0.0,5170.62,24387.3,0,1,23611.19,-0.19501,0.71432
109,0,18,12.0,0.0,4763.81,24414.07,0,1,21933.02,-0.64774,0.59963
110,0,18,12.0,1.0,4817.37,21588.78,0,1,20730.88,-0.84731,0.52334
111,0,18,12.0,0.0,4691.15,23624.84,1,0,,-1.10869,0.55076
112,0,18,10.0,0.0,3646.76,22477.76,0,1,22781.67,-0.26849,0.81875
113,0,18,12.0,0.0,4795.41,30588.93,1,0,,0.47799,0.70373
114,0,18,12.0,0.0,3714.18,22469.32,0,1,21178.57,0.05316,0.7174
115,0,18,11.0,0.0,4788.41,25650.22,0,1,25736.29,0.28719,0.76744
116,0,18,10.0,0.0,4775.44,19953.77,1,0,,0.7219,0.86212
117,0,18,11.0,0.0,4606.73,23687.08,1,0,,0.49926,0.79386
118,0,18,12.0,1.0,3838.49,33295.62,1,0,,0.51693,0.68231
119,0,18,12.0,1.0,4644.6,33184.67,1,0,,0.36357,0.63718
120,0,18,12.0,0.0,3672.14,19351.12,1,0,,-1.24984,0.5867
121,0,18,10.0,0.0,4916.47,23005.58,1,0,,-0.37346,0.77696
122,0,18,11.0,0.0,4842.77,18929.83,1,0,,-0.06394,0.74976
123,0,18,12.0,0.0,4357.12,25550.08,0,1,26329.41,-0.31849,0.64871
124,0,18,12.0,1.0,4606.71,28304.14,0,1,28880.04,-0.68272,0.53135
125,0,18,12.0,1.0,4814.05,27010.82,1,0,,-0.27314,0.57555
126,0,18,12.0,0.0,4626.3,20289.86,1,0,,-0.69587,0.61118
127,0,18,11.0,1.0,4014.97,28047.11,1,0,,0.66845,0.77415
128,0,18,10.0,1.0,3726.35,17051.07,1,0,,-0.91947,0.73259
129,0,18,12.0,1.0,4557.09,25808.92,0,1,26642.18,0.11287,0.63305
130,0,18,12.0,0.0,5009.83,27870.18,0,1,28927.48,-0.04925,0.64802
131,0,18,12.0,0.0,4660.5,29908.63,1,0,,0.6492,0.72652
132,0,18,11.0,0.0,3490.12,28601.73,1,0,,0.8368,0.83617
133,0,18,12.0,0.0,5418.84,25713.66,1,0,,0.68037,0.71525
134,0,18,11.0,1.0,4446.91,27031.8,1,0,,-0.5237,0.64628
135,0,18,10.0,0.0,3698.83,21249.89,1,0,,-0.16342,0.82703
136,0,18,12.0,0.0,3927.89,31533.9,0,1,30511.18,1.77863,0.83436
137,0,18,11.0,1.0,3427.34,24280.02,1,0,,0.13288,0.75288
138,0,18,11.0,0.0,5082.79,21799.1,1,0,,-0.19014,0.7239
139,0,18,12.0,0.0,5042.54,19367.19,1,0,,-1.24635,0.53309
140,0,18,12.0,0.0,4627.29,18621.8,0,1,18052.71,-2.11872,0.44749
141,0,18,12.0,0.0,3858.68,25193.14,1,0,,0.94692,0.78664
142,0,18,11.0,0.0,4721.36,22165.55,0,1,22661.83,0.34162,0.78118
143,0,18,10.0,0.0,4712.48,21395.64,1,0,,0.23235,0.83073
144,0,18,11.0,0.0,4780.55,21991.21,0,1,22801.82,-0.23635,0.72865
145,0,18,12.0,1.0,5027.16,34306.78,0,1,34215.98,2.25134,0.80133
146,0,18,10.0,0.0,5124.7,21307.89,1,0,,0.6928,0.85156
147,0,18,12.0,0.0,3468.28,23110.37,1,0,,-0.79098,0.63601
148,0,18,11.0,0.0,4049.03,21065.26,1,0,,-1.24966,0.65238
149,0,18,10.0,0.0,3519.38,25059.01,1,0,,0.49888,0.86595
150,0,18,10.0,0.0,4764.09,25504.39,1,0,,1.79412,0.90745
151,0,18,11.0,1.0,4869.32,33199.22,1,0,,0.90682,0.75911
152,0,18,10.0,0.0,4802.34,21041.39,1,0,,-0.15224,0.80156
153,0,18,12.0,1.0,4611.73,24429.39,0,1,24248.84,-1.081,0.49502
154,0,18,12.0,1.0,5205.46,30054.81,1,0,,0.41891,0.63124
155,0,18,12.0,0.0,3575.87,31243.82,1,0,,0.91774,0.77962
156,0,18,11.0,1.0,4630.18,37182.62,1,0,,2.36403,0.86268
157,0,18,12.0,1.0,3459.36,24659.71,1,0,,-0.94823,0.55612
158,0,18,11.0,0.0,3316.49,18023.87,1,0,,-0.96023,0.71548
159,0,18,11.0,1.0,3725.27,21653.32,1,0,,0.11142,0.74793
160,0,18,10.0,1.0,5087.0,26180.98,1,0,,1.20646,0.84567
161,0,18,10.0,1.0,4777.43,20976.84,0,1,20068.03,-1.07986,0.67163
162,0,18,12.0,0.0,4622.51,25825.54,1,0,,0.03237,0.67613
163,0,18,11.0,1.0,4884.49,27591.35,1,0,,0.28036,0.7134
164,0,18,12.0,1.0,4085.7,30237.88,1,0,,0.72174,0.70263
165,0,18,12.0,1.0,3642.23,23994.91,0,1,24703.99,0.34262,0.69503
166,0,18,11.0,0.0,4680.25,24975.13,0,1,24690.25,0.31617,0.77438
167,0,18,11.0,1.0,3991.66,26763.42,1,0,,0.65523,0.77638
168,0,18,12.0,0.0,4928.91,24501.46,1,0,,-0.39982,0.62139
169,0,18,10.0,1.0,3828.65,26249.24,1,0,,0.20382,0.80538
170,0,18,11.0,0.0,4938.14,22250.45,1,0,,0.83401,0.81355
171,0,18,12.0,0.0,4464.04,20154.96,1,0,,-1.54096,0.51855
172,0,18,11.0,0.0,4831.56,23846.78,1,0,,0.05354,0.7496
173,0,18,12.0,0.0,5159.45,22330.01,1,0,,0.2248,0.68663
174,0,18,11.0,0.0,4494.74,20759.39,1,0,,-0.87523,0.67735
175,0,18,10.0,0.0,4830.04,26205.15,1,0,,1.76799,0.90477
176,0,18,12.0,0.0,3210.62,30200.98,0,1,28347.66,0.71782,0.77529
177,0,18,11.0,0.0,4946.78,18679.73,0,1,18982.05,-1.05762,0.64719
178,0,18,12.0,1.0,4860.93,29752.49,0,1,29869.79,-0.29403,0.56318
179,0,18,10.0,0.0,5184.04,18975.73,0,1,18499.47,-0.9348,0.72793
180,0,18,11.0,0.0,5161.13,21929.08,1,0,,-0.35142,0.70524
181,0,18,12.0,0.0,4511.02,27962.24,1,0,,0.89396,0.75801
182,0,18,11.0,0.0,3630.37,28767.88,1,0,,1.55278,0.87537
183,0,18,11.0,0.0,3087.35,23293.39,1,0,,0.51916,0.83281
184,0,18,11.0,0.0,3457.97,28058.02,1,0,,0.96305,0.84583
185,0,18,11.0,0.0,4453.42,18356.22,1,0,,-1.75493,0.58778
186,0,18,11.0,0.0,5003.67,18941.57,1,0,,-1.97946,0.53792
187,0,18,10.0,0.0,3360.87,20415.87,1,0,,-0.58942,0.80602
188,0,18,12.0,0.0,3462.3,28937.14,0,1,30119.59,0.9071,0.78654
189,0,18,12.0,0.0,5190.53,33640.03,1,0,,1.13414,0.74654
190,0,18,12.0,0.0,3947.63,30088.21,0,1,29840.52,0.09936,0.6953
191,0,18,11.0,0.0,3588.89,23229.28,1,0,,0.54383,0.82318
192,0,18,11.0,0.0,4577.12,21092.11,1,0,,-0.94043,0.66667
193,0,18,12.0,0.0,4431.23,21610.4,1,0,,-0.57362,0.62863
194,0,18,11.0,0.0,5124.02,25189.52,1,0,,0.31936,0.76155
195,0,18,12.0,0.0,4268.56,22612.95,1,0,,0.18976,0.71234
196,0,18,10.0,0.0,4437.24,21668.79,0,1,21522.28,-0.51289,0.7814
197,0,18,10.0,1.0,4267.2,29813.43,1,0,,1.62012,0.87944
198,0,18,12.0,1.0,3548.71,36080.73,1,0,,1.26476,0.757
199,0,18,10.0,0.0,4529.85,22688.91,1,0,,-0.83547,0.74875
200,0,18,12.0,0.0,4557.57,26973.7,0,1,26272.35,0.93585,0.76248
201,0,18,12.0,0.0,4548.28,35044.02,1,0,,1.26839,0.77392
202,0,18,12.0,1.0,5083.53,28877.35,1,0,,0.0244,0.59431
203,0,18,11.0,0.0,4507.52,24637.56,1,0,,0.05882,0.75793
204,0,18,11.0,0.0,4807.13,28418.66,1,0,,-0.1116,0.72437
205,0,18,11.0,0.0,4637.15,30740.49,1,0,,1.7693,0.86628
206,0,18,11.0,0.0,5007.14,19852.2,1,0,,-0.45186,0.70552
207,0,18,12.0,0.0,3639.11,31446.64,1,0,,1.54729,0.82536
208,0,18,10.0,0.0,4907.61,17439.62,1,0,,-1.41532,0.69342
209,0,18,10.0,1.0,5256.48,30185.95,0,1,29779.52,1.85191,0.87387
210,0,18,12.0,0.0,3274.35,24963.86,1,0,,-0.51735,0.66779
211,0,18,11.0,1.0,3641.73,20074.22,0,1,18312.31,-1.77786,0.55306
212,0,18,12.0,1.0,3883.83,24394.27,1,0,,0.72213,0.72362
213,0,18,12.0,0.0,4344.89,23356.88,1,0,,-1.62029,0.5042
214,0,18,11.0,0.0,4797.89,17091.68,0,1,15861.94,-2.04517,0.54378
215,0,18,10.0,0.0,3785.58,21764.01,1,0,,-0.16827,0.82381
216,0,18,11.0,0.0,3350.0,26177.22,1,0,,1.69665,0.89034
217,0,18,11.0,0.0,4767.09,27126.08,1,0,,0.58287,0.78944
218,0,18,11.0,0.0,5054.71,21335.36,1,0,,-0.94464,0.64835
219,0,18,11.0,0.0,5210.48,28249.7,0,1,28363.55,0.12056,0.73404
220,0,18,12.0,1.0,3765.32,22996.07,1,0,,-0.57072,0.59331
221,0,18,12.0,1.0,5402.8,27206.38,0,1,27870.93,-1.08653,0.45451
222,0,18,12.0,0.0,3245.29,13514.57,0,1,13479.82,-3.21383,0.3884
223,0,18,12.0,0.0,4789.79,29457.44,0,1,29181.42,1.19383,0.77262
224,0,18,12.0,0.0,4584.95,24751.56,0,1,25325.6,0.40998,0.71833
225,0,18,12.0,0.0,4992.77,24732.69,0,1,24823.07,0.27716,0.69156
226,0,18,12.0,0.0,3383.0,28821.75,0,1,27141.65,0.30326,0.73661
227,0,18,11.0,0.0,3733.55,23177.75,1,0,,0.60293,0.82403
228,0,18,12.0,1.0,4288.62,27549.76,0,1,28263.35,0.34046,0.66299
229,0,18,11.0,0.0,3598.41,27881.11,1,0,,1.26101,0.86116
230,0,18,12.0,0.0,4920.38,21893.8,0,1,22296.96,-0.56433,0.61043
231,0,18,12.0,1.0,5367.78,23800.68,1,0,,0.6872,0.67159
232,0,18,12.0,0.0,4634.77,42159.69,1,0,,2.35644,0.83938
233,0,18,12.0,0.0,5045.63,25755.81,1,0,,0.20568,0.67969
234,0,18,11.0,0.0,3617.9,19791.73,1,0,,-0.92594,0.70458
235,0,18,11.0,0.0,4029.06,28018.04,1,0,,0.29908,0.7846
236,0,18,11.0,0.0,4517.74,31290.4,1,0,,1.39308,0.84558
237,0,18,12.0,0.0,3482.91,25050.59,1,0,,0.04717,0.71804
238,0,18,12.0,0.0,4754.06,18896.16,1,0,,-0.64476,0.61612
239,0,18,12.0,1.0,3819.86,22584.18,1,0,,-0.1483,0.64029
240,0,18,12.0,0.0,3493.29,27531.0,1,0,,0.13694,0.7204
241,0,18,12.0,0.0,4627.32,20917.65,0,1,21168.16,-0.21052,0.6632
242,0,18,10.0,0.0,5052.3,27549.54,1,0,,0.85409,0.85334
243,0,18,11.0,0.0,4794.21,22368.71,1,0,,-0.67799,0.68332
244,0,18,11.0,1.0,4701.22,24295.3,1,0,,-0.61095,0.63483
245,0,18,11.0,1.0,3360.46,29613.5,0,1,27717.28,0.24415,0.7529
246,0,18,11.0,0.0,4456.0,26160.51,0,1,25824.46,-0.40776,0.71247
247,0,18,10.0,0.0,4504.66,19136.81,1,0,,-0.71387,0.76798
248,0,18,12.0,1.0,4881.11,30218.81,1,0,,1.0684,0.71079
249,0,18,12.0,0.0,3638.75,33397.29,1,0,,1.58415,0.82454
250,0,18,12.0,0.0,4393.04,25843.91,0,1,26680.5,0.04724,0.68561
251,0,18,12.0,0.0,4732.02,22396.2,1,0,,-0.19771,0.65683
252,0,18,12.0,0.0,4565.01,26191.8,1,0,,0.09108,0.68331
253,0,18,12.0,0.0,4731.75,19199.36,0,1,18952.38,-1.36439,0.53186
254,0,18,11.0,0.0,3572.86,24551.24,1,0,,1.20716,0.86332
255,0,18,11.0,1.0,4769.88,34546.29,0,1,34194.17,1.22591,0.78595
256,0,18,10.0,0.0,4405.11,28802.71,1,0,,2.13018,0.92144
257,0,18,11.0,0.0,5300.94,22529.89,0,1,22906.32,-1.08402,0.62038
258,0,18,11.0,1.0,3973.14,23440.2,1,0,,-0.66764,0.65758
259,0,18,11.0,0.0,5003.03,22119.18,1,0,,-0.65872,0.67872
260,0,18,11.0,0.0,4706.78,19084.89,1,0,,-0.38872,0.72338
261,0,18,12.0,0.0,5075.45,29086.55,1,0,,0.13561,0.66239
262,0,18,11.0,0.0,4676.52,26096.95,1,0,,-0.00285,0.74407
263,0,18,12.0,0.0,4285.88,27492.02,1,0,,-0.19534,0.65939
264,0,18,12.0,0.0,3395.4,24055.63,1,0,,-0.22656,0.69621
265,0,18,10.0,0.0,5107.08,23393.39,1,0,,1.00752,0.86712
266,0,18,11.0,0.0,3408.9,31245.05,1,0,,1.64001,0.88046
267,0,18,11.0,1.0,5282.35,26727.07,1,0,,0.73058,0.7455
268,0,18,12.0,0.0,3555.82,29496.57,1,0,,1.41611,0.82154
269,0,18,10.0,1.0,4772.9,20581.69,1,0,,-1.07277,0.67358
270,0,18,12.0,0.0,4529.95,18157.3,1,0,,-0.64896,0.62617
271,0,18,11.0,1.0,5148.51,30891.97,1,0,,1.22905,0.78338
272,0,18,12.0,1.0,4912.1,24742.08,1,0,,-0.51782,0.54949
273,0,18,12.0,0.0,3748.92,24637.32,1,0,,-0.0564,0.70003
274,0,18,11.0,0.0,3592.08,28285.23,1,0,,1.53912,0.87595
275,0,18,12.0,0.0,2954.63,21796.43,1,0,,-1.31081,0.60025
276,0,18,11.0,0.0,5219.37,23633.01,1,0,,0.3118,0.76151
277,0,18,12.0,0.0,4808.98,31710.53,0,1,33683.59,1.17904,0.76602
278,0,18,10.0,0.0,4620.97,20795.23,0,1,20504.5,-0.57408,0.77304
279,0,18,12.0,0.0,3993.97,25174.35,1,0,,-0.1,0.68587
280,0,18,11.0,0.0,4934.52,27807.79,1,0,,-0.5454,0.67809
281,0,18,12.0,0.0,5408.41,23431.12,0,1,23031.23,-0.01295,0.6496
282,0,18,12.0,1.0,4915.82,24145.55,1,0,,-0.28919,0.57808
283,0,18,11.0,0.0,3581.77,26018.41,0,1,26330.19,0.45752,0.81219
284,0,18,11.0,0.0,4828.27,31338.25,0,1,31869.7,1.02184,0.81335
285,0,18,10.0,1.0,4955.97,25725.66,0,1,26506.18,-0.53827,0.70888
286,0,18,12.0,0.0,4731.63,23468.22,1,0,,-0.28885,0.64398
287,0,18,11.0,0.0,3506.41,21188.02,0,1,22233.07,-0.59827,0.73644
288,0,18,11.0,1.0,4811.24,28986.19,1,0,,0.36686,0.7208
289,0,18,11.0,0.0,4901.03,22483.33,1,0,,0.16535,0.7605
290,0,18,11.0,1.0,4528.64,21307.23,1,0,,-0.01409,0.71156
291,0,18,11.0,0.0,4985.57,20320.27,1,0,,-0.76802,0.67257
292,0,18,11.0,0.0,3739.88,24922.4,1,0,,0.26728,0.7959
293,0,18,11.0,0.0,4793.8,22503.1,1,0,,0.31738,0.77648
294,0,18,11.0,0.0,3600.13,19014.47,1,0,,-0.34843,0.76107
295,0,18,11.0,0.0,4962.76,27441.04,0,1,27778.04,1.15028,0.82618
296,0,18,11.0,0.0,3826.72,26370.73,1,0,,-0.3019,0.742
297,0,18,12.0,0.0,3685.34,18653.76,0,1,18013.4,-1.65625,0.54029
298,0,18,12.0,0.0,4926.52,22541.21,0,1,22944.28,-0.59311,0.60505
299,0,18,10.0,0.0,5215.41,22146.97,0,1,22417.56,0.11844,0.80948
300,0,18,12.0,1.0,4593.72,22972.69,0,1,21221.58,-2.19148,0.36992
301,0,18,10.0,0.0,3641.84,21669.47,0,1,21058.6,0.51135,0.86907
302,0,18,11.0,0.0,5026.12,22107.75,1,0,,-1.23269,0.61511
303,0,18,12.0,1.0,4102.23,26754.75,1,0,,0.02601,0.63762
304,0,18,10.0,0.0,3825.82,22846.49,1,0,,0.14012,0.8417
305,0,18,11.0,0.0,3525.05,19686.88,0,1,19560.15,-0.77408,0.72276
306,0,18,12.0,1.0,4710.28,28450.48,1,0,,0.45148,0.65738
307,0,18,12.0,1.0,4960.57,26972.19,0,1,27541.04,0.48239,0.6557
308,0,18,12.0,0.0,5283.81,22101.04,0,1,21554.58,-0.8312,0.56474
309,0,18,10.0,0.0,5157.08,19650.94,1,0,,-0.45185,0.77068
310,0,18,12.0,0.0,4553.04,27130.54,1,0,,1.29083,0.79176
311,0,18,12.0,1.0,5130.98,24362.75,1,0,,0.47923,0.65627
312,0,18,10.0,0.0,3886.97,26524.2,1,0,,1.06396,0.887
313,0,18,12.0,0.0,3622.93,26341.17,1,0,,-0.38403,0.66594
314,0,18,12.0,0.0,3464.42,28524.42,1,0,,0.29404,0.73391
315,0,18,11.0,0.0,4887.21,21838.23,0,1,21805.7,0.17224,0.7629
316,0,18,10.0,1.0,4338.77,20182.18,0,1,19395.35,-0.26123,0.76642
317,0,18,10.0,0.0,3935.94,26878.09,1,0,,0.00082,0.82319
318,0,18,10.0,0.0,4844.52,18739.55,1,0,,-0.45984,0.78062
319,0,18,11.0,1.0,3857.57,16450.79,0,1,17469.33,-2.02466,0.52586
320,0,18,12.0,0.0,3644.55,27908.61,0,1,27692.32,0.94658,0.7869
321,0,18,12.0,0.0,4478.57,19219.43,1,0,,-1.28439,0.55139
322,0,18,11.0,0.0,4564.68,28715.11,1,0,,0.59903,0.79292
323,0,18,11.0,0.0,4716.99,38189.35,1,0,,1.98518,0.86645
324,0,18,11.0,1.0,4642.32,25077.06,1,0,,1.20069,0.80575
325,0,18,12.0,0.0,4729.03,24188.66,1,0,,0.40255,0.71429
326,0,18,11.0,0.0,2942.29,21329.97,1,0,,0.71776,0.85167
327,0,18,12.0,0.0,4784.07,25863.0,1,0,,-0.16024,0.6496
328,0,18,12.0,0.0,4444.21,25822.34,1,0,,0.33887,0.71335
329,0,18,12.0,0.0,4934.11,33564.4,1,0,,2.20764,0.83719
330,0,18,11.0,0.0,4691.83,22853.65,0,1,21476.5,-0.27903,0.72534
331,0,18,12.0,1.0,5221.57,26112.96,1,0,,-0.11148,0.5812
332,0,18,12.0,0.0,4481.73,23657.4,0,1,23595.8,-0.52974,0.62592
333,0,18,11.0,0.0,4872.95,20457.96,1,0,,-1.03954,0.64699
334,0,18,10.0,0.0,4869.85,22531.88,0,1,21779.99,-0.84459,0.73789
335,0,18,12.0,0.0,4647.68,22595.0,0,1,22470.46,-1.33325,0.52879
336,0,18,10.0,0.0,4451.93,20365.72,1,0,,0.58142,0.85965
337,0,18,11.0,1.0,4848.62,23205.8,0,1,25138.9,-1.58744,0.51844
338,0,18,11.0,1.0,4393.52,22633.42,0,1,22433.11,-1.33566,0.56815
339,0,18,10.0,0.0,5612.0,16022.14,0,1,15881.08,-0.54873,0.75702
340,0,18,11.0,0.0,4772.09,22034.66,0,1,20429.92,-0.14628,0.73727
341,0,18,11.0,0.0,4880.89,19300.47,1,0,,-0.01154,0.75249
