claimant_id,treatment_arm,burden_group,prior_filer,eligible_credit_k,wage_income_k,take_up,completed_filing,benefit_received_k
31,control,high,0,1.8488830879796705,16.71144178984675,0,0,0.0
32,control,low,0,0.9941745368852581,26.434398421493082,0,1,0.0
33,reminder_letter,low,1,2.416626485874717,18.795463372173455,1,0,2.4291234544346896
34,control,medium,1,1.963541164381003,20.14173999700141,0,0,0.0
35,control,high,1,1.83371857600616,15.116692145321336,0,1,0.0
36,simplified_notice,medium,1,3.924998856542864,16.988589099112797,1,1,3.698190981011421
37,control,low,1,3.3391498509744926,13.555434000338915,0,0,0.0
38,reminder_letter,medium,0,1.1169374319369847,22.590244514011353,0,0,0.0
39,simplified_notice,low,0,1.6503418879080998,18.97185109508516,0,0,0.0
40,simplified_notice,medium,0,1.9060705646387235,17.10843264648967,0,0,0.0
41,reminder_letter,medium,1,2.145305964976031,11.715656827177943,1,0,2.146118998102811
42,control,high,1,1.188008908343655,22.311586345457567,1,1,1.0219491463078365
43,control,high,0,3.2334652302125124,16.735922756272355,1,0,3.261565179909952
44,reminder_letter,medium,1,3.2632969768044564,14.994588647725715,1,0,3.2754485892923815
45,simplified_notice,medium,0,2.1084526355779083,20.564937675323456,0,1,0.0
46,simplified_notice,low,0,2.8399451959774584,13.845353965715963,1,1,3.0684267404379355
47,control,low,0,2.6754358720717297,11.64412892887571,0,1,0.0
48,simplified_notice,medium,1,1.9493412744786112,22.73495757485987,1,0,1.9205815559487889
49,control,high,1,0.9742253722480789,15.628754889451553,1,0,1.0829556110027
50,reminder_letter,high,1,3.9033291490072326,14.16022508993783,0,0,0.0
51,simplified_notice,medium,1,1.6062587639553239,16.52591002734239,0,0,0.0
52,simplified_notice,high,0,3.070032298764258,17.37805369327113,0,0,0.0
53,simplified_notice,low,0,2.1777040157477034,12.267808799682793,0,1,0.0
54,control,medium,1,2.11850089117774,15.113244200225775,0,0,0.0
55,control,high,0,3.415292760157217,17.712055169185177,0,0,0.0
56,simplified_notice,high,1,0.8388816157215055,17.390559503747888,0,1,0.0
57,simplified_notice,medium,0,1.3596980326932873,23.544072861123464,0,0,0.0
58,control,medium,1,1.0224755506954177,22.705204958981128,0,0,0.0
59,control,medium,1,1.7044899194531926,25.742659045945796,1,1,1.7008188835850215
60,control,medium,0,2.6442703854870246,22.48696014691978,1,0,2.901172459791012
61,simplified_notice,high,0,2.0120095440279613,16.25116147563198,0,1,0.0
62,simplified_notice,medium,1,2.8796753683180873,30.325559003707383,0,0,0.0
63,simplified_notice,medium,1,0.9382696207454657,21.768870253124255,0,0,0.0
64,reminder_letter,low,0,2.829948245787817,16.516108208610284,0,1,0.0
65,control,medium,1,2.1414731060911287,16.03260560222059,0,0,0.0
66,reminder_letter,low,0,2.5613909290935863,18.620172365891197,1,0,2.5397444566732923
67,reminder_letter,low,1,3.1898382527916285,15.016085525895727,1,1,3.265375543536844
68,control,medium,1,2.9172162113524287,19.80968562700467,0,0,0.0
69,simplified_notice,high,0,1.836870085473774,17.82716364408455,0,0,0.0
70,simplified_notice,high,1,2.605091862725637,15.854931661808623,1,0,2.4987522704201557
71,simplified_notice,medium,1,1.1039038408502242,19.91573647045203,0,0,0.0
72,simplified_notice,low,1,1.6073091147365344,15.427766401699007,1,1,1.7828665048603254
73,control,low,1,2.8935480240027838,9.451680831269135,0,0,0.0
74,control,medium,1,2.0797607238388665,12.756240837712443,1,0,1.9802141171022254
75,reminder_letter,medium,0,0.7219049292274853,33.725666341885365,1,1,0.5953097881316508
76,simplified_notice,high,0,2.3613110236733177,15.259358974714983,0,0,0.0
77,control,high,1,2.807822416898287,24.565762083459095,1,1,2.7534025111706453
78,control,medium,0,1.6648561555016448,22.830821591368107,0,0,0.0
79,simplified_notice,medium,1,1.293847272893998,14.035101158251848,0,0,0.0
80,reminder_letter,low,1,1.3809836321542552,14.212897063699186,0,0,0.0
81,simplified_notice,medium,1,2.129650094052319,21.178957173194735,1,0,1.6790612886846936
82,simplified_notice,medium,0,1.6254204229383649,9.623716560662984,1,0,1.8247527265230687
83,simplified_notice,medium,0,1.6652646319356943,14.484032999243164,1,1,1.5450252176921184
84,simplified_notice,medium,1,2.5223979734317945,16.40647343675532,1,0,2.599871965299775
85,simplified_notice,low,1,2.4024772872994884,17.18777744511973,1,1,2.2323190860739306
86,reminder_letter,low,0,3.2916288157358053,16.37944601634802,0,0,0.0
87,control,medium,1,0.4,33.12885750317845,0,0,0.0
88,control,high,0,2.344245202277443,17.409681128691627,0,0,0.0
89,simplified_notice,low,0,0.4,20.46073232249394,1,0,0.4714360802833637
90,reminder_letter,high,1,1.267577783575707,12.436437096433554,1,1,1.4528680070899043
91,simplified_notice,medium,0,2.07745088365934,14.906124207104302,0,0,0.0
92,control,low,0,1.4078257415371933,28.3508166790846,0,0,0.0
93,reminder_letter,medium,0,3.1503898766146805,20.3838052030996,0,0,0.0
94,control,high,1,1.8906822196974993,17.18813115740175,1,1,1.7278991918772872
95,control,high,1,1.9416568581651092,11.649614575632802,1,0,2.318972510319721
96,simplified_notice,medium,0,2.178849424834034,13.026745878681822,0,0,0.0
97,simplified_notice,medium,0,2.8376384844549136,14.405883183686123,1,1,2.698199630667855
98,control,medium,0,1.866391787070965,14.257333666096937,0,1,0.0
99,control,low,0,2.643921974488004,16.531816667212187,1,0,2.5459511923147495
100,simplified_notice,low,1,2.293281258611787,17.367516372495675,0,1,0.0
101,reminder_letter,high,1,2.143332092666293,18.056606981163483,0,0,0.0
102,control,medium,0,2.299742722056489,10.355785748090984,1,0,2.5471272901434143
103,reminder_letter,low,1,1.2317712114667678,19.743360908098342,1,0,1.1936818651641996
104,reminder_letter,medium,1,2.312116364687114,16.608161958138876,1,1,2.178391979239467
105,reminder_letter,low,1,1.990054077230154,14.56470406149178,1,1,2.0601623760655747
106,control,medium,1,2.813148867914407,21.847210822816667,0,0,0.0
107,control,low,0,2.7786027406498244,15.14969382702048,1,0,2.993681829101216
108,reminder_letter,high,1,2.6204577797085458,19.21142768511592,1,1,2.6940919992019596
109,control,low,0,2.5257531359724523,15.34969526854076,0,0,0.0
110,reminder_letter,low,1,1.6237468575351408,21.518525379485006,1,0,1.462679758782774
111,simplified_notice,low,0,2.8430663620257164,20.98901639659143,1,0,2.537268552851457
112,simplified_notice,low,0,2.140716760733754,24.012583944331443,0,0,0.0
113,control,high,1,2.763850808963908,18.454267314330867,0,0,0.0
114,simplified_notice,medium,1,1.8717348461516967,16.022580360824325,1,0,2.29932170884621
115,reminder_letter,low,1,2.971374316762458,8.274065057070088,0,1,0.0
116,reminder_letter,medium,0,1.0009778365206872,21.443754292646226,0,1,0.0
117,simplified_notice,medium,1,2.065626532316457,17.19310264235992,1,0,2.3614131769634494
118,simplified_notice,medium,1,1.6067433084148826,22.68054440722931,0,1,0.0
119,control,medium,0,1.701101922342343,19.175963929286898,0,1,0.0
120,simplified_notice,medium,0,2.0671360307168567,25.66832559743341,0,1,0.0
121,control,high,1,2.389962475969459,15.342771148987543,0,1,0.0
122,control,low,1,1.580944425344481,28.436925666799755,0,0,0.0
123,control,medium,0,1.8557758046356656,18.898644772417683,0,0,0.0
124,reminder_letter,low,1,3.80356191537476,17.776466001016956,0,0,0.0
125,control,medium,1,1.1698529118474132,15.161360119867053,1,0,1.2626288691741814
126,control,medium,0,2.0218689253697124,18.773287877280133,1,1,1.991949365065864
127,simplified_notice,high,1,1.9169108543605093,22.580109543088636,0,0,0.0
128,control,high,0,1.1385255079670198,22.33447732994301,0,0,0.0
129,reminder_letter,low,1,2.272647352568607,20.644746578268688,0,0,0.0
130,simplified_notice,high,1,2.689054477798691,27.481322758291004,0,0,0.0
131,reminder_letter,medium,1,2.3029775447437797,14.814613905567168,1,0,2.5848047213023095
132,simplified_notice,low,0,1.7645141152883916,8.775521717423757,0,1,0.0
133,simplified_notice,medium,0,0.7406603746853826,19.864995413635974,0,0,0.0
134,simplified_notice,low,1,1.9527940755797881,23.120020314507784,0,0,0.0
135,control,high,1,1.8525660067361507,17.076849654307544,0,1,0.0
136,simplified_notice,low,0,2.3918138396223316,17.834286012035424,0,1,0.0
137,reminder_letter,medium,0,3.034780318499955,15.285862711197957,0,1,0.0
138,simplified_notice,low,0,3.4517748685233576,14.12312592927949,1,1,3.2798916788284758
139,reminder_letter,high,1,2.392742566323786,18.9216768794317,1,0,2.294906638756262
140,control,high,1,3.540893578190545,5.660643587351828,1,1,3.5121303958413126
141,reminder_letter,medium,0,0.7262178194581776,16.240228353729425,1,1,0.6817943179830027
142,control,low,1,1.4491391438604708,10.606416954583239,0,0,0.0
143,reminder_letter,high,0,1.8065010722323864,13.070060630820587,0,0,0.0
144,control,high,0,2.490250834477984,19.200196770375534,0,0,0.0
145,control,high,0,1.890657167911566,16.291632258470212,1,1,1.8475224397277796
146,control,low,1,1.0337274576835718,10.044768045459342,0,0,0.0
147,reminder_letter,high,0,2.2303021759196526,29.687059394854707,0,0,0.0
148,control,medium,1,2.7928196830426444,14.355453530405311,0,1,0.0
149,simplified_notice,high,0,1.150488119772384,12.624502515191711,1,0,1.364950236153238
150,simplified_notice,low,1,2.78812856551596,20.931794686324608,0,0,0.0
151,simplified_notice,high,0,1.8804450300611886,12.165849781647577,0,0,0.0
152,control,medium,1,2.2080665298391025,21.29181827130384,0,0,0.0
153,reminder_letter,medium,1,2.918111761988924,18.377197242477138,0,1,0.0
154,reminder_letter,medium,1,2.425332896943258,11.848573139621637,0,0,0.0
155,control,low,0,1.719755719983473,19.116104474613415,1,1,1.7012929729163464
156,control,low,0,2.6962334427379826,20.365246039121406,1,0,2.740448877173366
157,reminder_letter,low,0,0.4,15.618832956197995,0,1,0.0
158,reminder_letter,low,0,0.4,16.94442555069598,1,0,0.12442786683891766
159,control,low,1,2.916366081590426,27.71656008687631,0,0,0.0
160,reminder_letter,medium,0,1.3441339974458506,14.080925530601425,0,0,0.0
161,simplified_notice,medium,1,3.0263734278877923,17.18621251976164,1,0,3.176802587870245
162,simplified_notice,medium,1,2.2172190157795053,16.937616783763914,0,0,0.0
163,reminder_letter,medium,0,1.8101269086527314,15.230928282271991,1,1,1.5285521748019937
164,reminder_letter,low,1,1.5741784339477238,17.731924016118146,1,1,1.4675742388380164
165,reminder_letter,low,0,0.4,20.402667562477575,1,1,0.38703996076260805
166,reminder_letter,high,1,1.996135518904342,5.658012958185299,1,1,2.0512889370369414
167,reminder_letter,medium,0,2.5707976233930454,22.56148404529007,0,0,0.0
168,control,low,0,2.774688155683073,7.832150304318681,0,0,0.0
169,reminder_letter,medium,0,2.3421594701555275,25.566060155984097,0,0,0.0
170,simplified_notice,high,0,1.6443661426143108,22.98528643586566,1,0,1.7894240973626252
171,simplified_notice,medium,1,2.138639017705153,25.758207733754254,0,0,0.0
172,reminder_letter,high,0,1.6472262196285727,16.482275584136403,1,1,1.6731588094877978
173,reminder_letter,medium,0,2.5204143554087963,23.26625258050509,1,0,2.6221220399682146
174,reminder_letter,low,0,2.068174802567871,15.416148079784012,1,0,2.436158291421674
175,simplified_notice,medium,1,2.290548712857362,22.911081168820417,1,1,2.646366396437299
176,reminder_letter,high,1,3.2486194723358675,21.235416941653654,1,0,3.1520391262165672
177,reminder_letter,medium,0,1.3173067369724412,19.895761815728793,0,0,0.0
178,simplified_notice,high,0,2.197981613365617,4.813112609864142,1,1,1.9445939215841357
179,control,high,0,1.9072450252855124,12.816510354395174,1,0,1.8756629347252372
180,reminder_letter,medium,1,2.293253993532217,20.239145985652375,1,0,2.2993854211694007
181,control,medium,1,1.0263013459070678,12.343576802319522,1,1,1.2807372756511493
182,reminder_letter,medium,1,2.4541276559860905,19.136323607790015,0,1,0.0
183,simplified_notice,medium,0,0.9340944846309978,17.677402345917066,0,0,0.0
184,simplified_notice,low,0,2.5656087227357265,19.857860347908936,1,0,2.1379377506255657
185,simplified_notice,low,0,1.8826584293657025,21.339529612176204,0,1,0.0
186,simplified_notice,high,1,2.7341070930809184,11.619941165173326,0,0,0.0
187,simplified_notice,high,0,1.4919061030129206,16.940841579959063,0,0,0.0
188,control,medium,1,2.081399946950821,16.018433865415748,0,0,0.0
189,reminder_letter,low,0,3.4312360476603727,13.857802411498866,1,0,3.088084941880741
190,control,high,0,2.018188355386833,21.840854151684916,0,0,0.0
191,reminder_letter,high,0,2.2929636120340806,21.2378721242856,1,0,2.330570136235439
192,reminder_letter,low,1,1.9530130810925619,20.31585068443053,0,1,0.0
193,control,medium,0,0.9507877250593875,17.935363642908083,1,0,1.0890270838866603
194,control,medium,1,1.4816619495506513,4.452633207285501,1,1,1.2859151076997017
195,control,high,1,2.6178213098731873,7.927829364058523,1,0,2.463218932628979
196,control,high,1,0.5074062135186153,9.767806350934013,0,0,0.0
197,reminder_letter,medium,1,2.0368424182798774,13.618104085905877,0,0,0.0
198,simplified_notice,medium,0,1.6283505409400232,21.32345301355008,0,0,0.0
199,reminder_letter,high,1,1.4823247264278367,21.868421186090213,1,0,1.5402701312486746
200,control,low,1,0.8049578820070937,19.673255787089822,0,1,0.0
201,simplified_notice,low,1,1.0427841048460729,16.67864473941682,1,0,0.9737402732232439
202,reminder_letter,low,1,1.3175652990239666,18.704397774467115,0,0,0.0
203,control,medium,0,1.8667695506390287,13.756662342368777,1,0,1.6541439098485173
204,reminder_letter,medium,0,1.4394712414401432,19.313634923089133,1,1,1.3751696039000811
205,simplified_notice,medium,0,2.300979119107218,14.571230262546585,1,1,2.3770264385120425
206,control,low,1,2.505173933390413,23.262136268328636,0,0,0.0
207,control,medium,0,1.1567752441918124,23.473862068104555,0,0,0.0
208,control,medium,0,2.1785246713569757,14.877929650528165,0,1,0.0
209,reminder_letter,low,0,2.3233853262679176,13.390533826877418,1,0,2.278437535883987
210,control,low,1,2.277610473659675,21.982674778465764,0,1,0.0
211,control,low,0,2.203139851548632,8.424629893692373,0,0,0.0
212,simplified_notice,low,1,2.4041080022607235,23.011332073178927,1,1,2.3699068799441845
213,simplified_notice,medium,1,2.613308665643514,20.020224146473918,1,1,2.4952155993424423
214,simplified_notice,medium,1,1.7156818820693092,29.05623370163631,0,1,0.0
215,simplified_notice,high,1,2.619056292545867,24.629434110355966,1,0,2.5926171278342616
216,simplified_notice,medium,0,1.5688493729178825,19.434368677452692,0,0,0.0
217,simplified_notice,medium,1,2.4846967637347777,20.989472990778722,0,0,0.0
218,control,high,1,2.379608744710704,15.493547282460675,0,0,0.0
219,simplified_notice,medium,0,1.6246027352774195,21.376987750612027,1,1,1.4568369944563218
220,control,medium,1,1.2355965238740194,20.503250879376488,0,0,0.0
221,control,medium,1,1.7265489424487095,14.337797763294091,0,0,0.0
222,simplified_notice,low,1,1.686556563937165,18.3625733995174,0,0,0.0
223,reminder_letter,medium,0,1.2662467980508265,23.185240454454643,0,0,0.0
224,control,low,1,2.369347983056313,22.491203455671013,0,1,0.0
225,reminder_letter,low,1,2.8401879868175377,16.802133986029006,1,1,2.9134676090414158
226,control,medium,1,0.9212524656559282,17.000715957983825,1,1,1.2044862031712718
227,simplified_notice,medium,0,2.915633912591839,10.655274054077292,0,1,0.0
228,simplified_notice,low,1,3.268348427148453,17.360043491556716,1,1,3.0755361732989455
229,control,low,1,2.7711758399276873,20.240707510939373,0,1,0.0
230,simplified_notice,low,1,2.8560779188720913,14.25959645335352,1,1,2.972292990185201
231,simplified_notice,low,0,2.523138542954239,17.530717610401965,0,0,0.0
232,simplified_notice,low,0,1.4944944760684695,21.346317604462026,1,1,1.4962535448177317
233,simplified_notice,medium,1,2.7189482205024817,23.157727276162117,0,1,0.0
234,simplified_notice,low,1,2.294839784744759,26.519152737551575,1,0,2.3514944480236424
235,simplified_notice,low,0,0.9714695115196401,10.965688385910465,1,0,1.3024285637573558
236,reminder_letter,high,1,1.0748861017201161,17.665924145336007,0,0,0.0
237,reminder_letter,medium,1,0.6158693051745019,22.723876565764293,0,1,0.0
238,control,low,0,3.8569984578733245,25.75936289944911,0,1,0.0
239,reminder_letter,low,1,1.4538998438264898,28.198512290072024,0,0,0.0
240,simplified_notice,high,0,2.4563359052111426,19.620073144938466,0,0,0.0
241,simplified_notice,medium,1,2.353598397991002,17.987155570440635,1,1,2.6328915788545957
242,reminder_letter,medium,0,0.7598332342805696,23.81385604892384,0,0,0.0
243,reminder_letter,high,0,2.3459324590312747,16.813032162127534,1,0,2.7726723538839266
244,reminder_letter,medium,1,1.2377532535966114,5.080144246691788,1,1,1.1273604128400516
245,simplified_notice,high,0,1.8716167897303075,7.681187673477885,0,0,0.0
246,control,medium,0,0.4,17.595485139125643,0,0,0.0
247,control,low,1,1.1984888558375857,19.101953421263865,0,0,0.0
248,simplified_notice,medium,1,2.2733947841648687,17.105754171878687,0,0,0.0
249,reminder_letter,high,0,1.7861360785022335,16.402549138575267,1,0,1.5186588385285396
250,simplified_notice,medium,1,2.3022210763075273,17.325307474298683,0,0,0.0
251,reminder_letter,medium,1,2.5917224302224797,14.164679122008073,0,0,0.0
252,simplified_notice,low,0,2.8749268167214685,17.243126811743366,0,1,0.0
253,simplified_notice,high,0,3.2426375469526705,18.65969239300473,1,1,3.0400277181220265
254,control,medium,0,2.467694682782547,20.503626137612535,1,0,2.571375585617201
255,simplified_notice,high,1,1.3177119448737324,26.883396365991132,0,0,0.0
256,simplified_notice,medium,1,2.120517781734039,19.066580620498087,1,0,2.2162287863949928
257,reminder_letter,high,1,2.513642826126999,12.729911349476497,1,0,2.5068006196284003
258,reminder_letter,medium,0,3.3858706224762414,18.514504578407074,1,1,2.893987145289307
259,reminder_letter,medium,1,0.7389665114199766,20.262106523619803,0,0,0.0
260,control,medium,1,2.5167702863344115,24.477933110616373,0,1,0.0
261,control,medium,0,1.3769253049018846,27.482908404899067,0,0,0.0
262,simplified_notice,low,1,2.012625219138872,16.79502210129136,0,1,0.0
263,reminder_letter,high,0,2.2656378083444046,20.901728170915796,0,0,0.0
264,reminder_letter,high,1,2.1606827091989027,28.19929939597924,0,0,0.0
265,simplified_notice,medium,0,1.636416397340382,18.072999470602717,0,0,0.0
266,control,high,1,3.0108267220434746,13.218408287913029,1,0,2.9426359160702913
267,control,low,0,2.18600149358544,23.13418506972903,1,0,2.2943685418941673
268,simplified_notice,medium,1,2.4210465488484254,18.61837610451085,0,0,0.0
269,simplified_notice,low,0,2.1295770237995755,32.43227911757797,0,1,0.0
270,control,medium,0,1.5759328070960494,21.750287049957873,0,0,0.0
271,simplified_notice,medium,0,2.1459164967148436,12.486653093099413,1,1,2.2357381590074796
272,reminder_letter,low,0,1.8614007049602193,11.126652541441377,1,1,1.9460081586898068
273,control,high,1,0.7489625992383957,12.969899928449692,0,1,0.0
274,simplified_notice,medium,1,1.6076387517365112,18.697383098090377,1,1,1.6630956077361556
275,control,low,1,1.7215834942711474,14.378695574970827,1,0,1.6735543748400945
276,reminder_letter,high,1,1.4446737465494337,13.167297714869655,0,1,0.0
277,control,low,0,3.7102898598685337,11.939519308846727,0,0,0.0
278,control,high,1,3.2023640257314874,19.551250991057465,0,0,0.0
279,control,high,0,2.024320689195092,20.8745485280231,0,0,0.0
280,reminder_letter,medium,1,1.742282799581678,13.118986873770037,0,0,0.0
281,reminder_letter,medium,0,1.576064299191153,20.7399708992731,0,0,0.0
282,control,low,0,1.8553335573999252,17.31711662447733,1,0,1.814452840797825
283,simplified_notice,low,1,3.1520332882296964,22.305533974239616,0,1,0.0
284,reminder_letter,medium,1,1.7231997669054766,13.574654153480555,0,0,0.0
285,control,medium,1,2.530879337539597,22.57021923933662,0,0,0.0
286,control,high,0,1.7804333125820815,18.252525026112504,0,0,0.0
287,reminder_letter,medium,0,1.5060566039217693,15.998436752610413,0,0,0.0
288,reminder_letter,medium,0,2.3052694829206355,15.30974718247727,0,0,0.0
289,simplified_notice,high,0,1.9211143136376183,17.02616170662562,0,0,0.0
290,reminder_letter,high,1,1.446589648234152,17.819754025749997,0,1,0.0
291,simplified_notice,medium,0,1.7751225985765111,26.529530074441833,1,0,1.7535741525809956
292,control,medium,1,2.2610225897188023,16.265923887869935,0,1,0.0
293,control,medium,1,1.6885049438248427,22.220050942838604,0,0,0.0
294,reminder_letter,high,0,2.2693380528900757,19.466649463817305,1,1,1.648721092181149
295,reminder_letter,high,0,1.2881214883673962,19.82590112794605,1,1,0.9335531355377942
296,reminder_letter,medium,1,3.007389034895391,26.985174282831316,1,0,2.931297727869346
297,simplified_notice,high,1,2.107374618740204,20.939466727745128,0,1,0.0
298,control,low,0,3.096444543524891,14.039194422491901,0,0,0.0
299,reminder_letter,medium,1,2.772944831825516,26.522704871207033,0,1,0.0
300,simplified_notice,high,1,2.9660951507955238,27.173158038082757,0,1,0.0
301,reminder_letter,high,0,1.7615872277659803,18.70400165047512,0,1,0.0
302,simplified_notice,high,1,2.5559626248712704,24.61328048594651,0,1,0.0
303,reminder_letter,high,0,2.368441243179985,16.199921176664674,0,0,0.0
304,control,medium,1,3.079075908934279,20.56380505444826,1,0,3.0855474485758743
305,reminder_letter,high,0,0.5314936401246826,12.468560987769107,0,0,0.0
306,control,medium,0,2.054157046212624,23.4717682186284,1,1,2.070477078732153
307,reminder_letter,medium,1,3.0819457788587106,18.5716014976171,0,0,0.0
308,reminder_letter,high,1,2.0298440060851983,19.35623019037527,0,0,0.0
309,reminder_letter,medium,0,2.324761264546399,20.07299412238831,1,0,2.3051414276720563
310,reminder_letter,medium,1,0.4110357127825992,14.88968940969907,1,0,0.48510333453907517
311,control,low,1,1.1886224492174997,13.003698419001955,0,0,0.0
312,simplified_notice,medium,0,2.1928730676855053,15.54372491094592,0,1,0.0
313,simplified_notice,medium,1,1.709171725664817,15.825827432725909,0,0,0.0
314,reminder_letter,low,0,2.874410740806217,15.594797126604762,0,0,0.0
315,simplified_notice,medium,1,1.7655816157314077,15.082502969559254,0,1,0.0
316,control,low,1,2.582647104853725,20.12000998652844,0,1,0.0
317,reminder_letter,medium,1,1.1562509736989621,22.62234412043627,0,0,0.0
318,simplified_notice,low,1,1.875852117416236,25.998883498209533,1,0,1.7409687853897515
319,reminder_letter,medium,0,1.8223725518311529,19.84026901695711,0,1,0.0
320,simplified_notice,medium,0,1.331479771844135,15.67778812035148,0,1,0.0
321,simplified_notice,medium,0,0.7398467412565355,13.948430565792972,1,1,0.9228627797406264
322,control,high,1,0.9033891230602995,16.803471303437657,0,0,0.0
323,control,medium,0,0.4,12.952281918583392,0,0,0.0
324,simplified_notice,low,1,0.8585061682903119,14.306803124021087,1,0,0.6806760484281283
325,reminder_letter,low,1,2.606833473964234,18.71891917864821,0,1,0.0
326,reminder_letter,low,1,2.3237252409997002,25.849937739076363,1,1,2.892030816433785
327,control,high,1,2.2511078308708146,22.945518159163942,1,0,1.99863848398839
328,control,high,1,1.542752067904078,18.550033477837246,1,1,1.5486171516591423
329,control,high,0,2.5301234920825415,24.168299816556086,0,0,0.0
330,simplified_notice,medium,1,2.249782964831962,18.42401491572266,0,0,0.0
331,control,medium,0,2.7143917844285914,19.796234958712603,1,0,2.6511658048303284
332,reminder_letter,low,0,2.4408287151802357,11.321740238719752,0,0,0.0
333,simplified_notice,medium,1,1.839855427435821,15.888776052625914,1,1,1.7962359121470384
334,reminder_letter,high,1,2.982301821442512,17.037921834178718,0,0,0.0
335,control,low,1,0.9609852095952591,15.458775460705818,0,1,0.0
336,simplified_notice,low,1,2.454914077847789,24.163926138990607,1,0,2.5595752489097583
337,reminder_letter,high,1,2.8656617622855522,18.282391183590544,0,0,0.0
338,reminder_letter,low,1,2.050226402819629,5.979223350954989,1,1,2.31256992810159
339,reminder_letter,low,1,1.398339487443312,16.530455928603608,0,1,0.0
340,simplified_notice,medium,1,2.6527695444683523,23.060615140542005,0,0,0.0
341,reminder_letter,low,0,1.9240361123702088,19.915507447939568,0,0,0.0
342,control,high,1,3.5249202468558756,31.187041791098736,0,1,0.0
343,simplified_notice,low,0,2.7043246931667873,21.446749196383678,0,0,0.0
344,control,high,1,1.2564371878207659,21.051548544474308,0,0,0.0
345,control,high,0,2.1529513341052375,21.137239156996138,0,0,0.0
346,control,medium,1,0.9260710061891377,30.86167745301453,0,1,0.0
347,reminder_letter,high,0,3.840022417517325,14.007442610309605,0,1,0.0
348,control,medium,1,2.5872802579529868,15.885908202758428,1,1,3.1069247227871744
349,reminder_letter,low,0,2.900961427618561,13.372853072254609,0,0,0.0
350,reminder_letter,medium,1,2.2589826647512607,13.171018284266497,0,1,0.0
351,simplified_notice,high,1,1.1950806011379176,19.855073326528892,1,0,1.277661760536037
352,simplified_notice,high,1,2.702691370482543,30.377823158716033,1,0,2.5713947975383458
353,control,low,1,2.087793272828489,13.491939468490422,1,1,1.94582454190474
354,reminder_letter,low,0,3.030636996914013,14.398825397604394,0,0,0.0
355,control,low,0,1.0546561966953543,21.23155242318443,0,0,0.0
356,control,medium,0,1.5943620673487087,26.539082354604034,0,0,0.0
357,control,medium,1,2.31401181247839,13.044782427281632,0,0,0.0
358,reminder_letter,low,1,1.9890239529703557,23.560128774528817,0,1,0.0
359,simplified_notice,high,1,1.8913460447919261,14.029323995113389,1,1,1.8726901980171673
360,control,high,1,2.6100641069620014,4.70751059970693,1,1,2.8397470614269404
361,simplified_notice,high,1,2.636164646395133,21.708192212625278,0,0,0.0
362,control,high,1,1.0682095650430163,17.92636897504257,1,0,1.0152471631999005
363,control,high,1,3.0390773462073537,16.955348648489604,1,1,2.9474450846658264
