unit_id,period,mileage_state,replace,next_mileage_state,operating_cost,true_replacement_probability,synthetic_unit_quality
6,12,2,0,3,1.37493,0.2289,0.11434
6,13,3,1,0,4.56958,0.41908,0.11434
6,14,0,0,0,0.45758,0.02715,0.11434
6,15,0,0,1,0.66547,0.02715,0.11434
6,16,1,0,2,0.81256,0.09151,0.11434
6,17,2,0,3,1.44359,0.2289,0.11434
6,18,3,0,5,1.97069,0.41908,0.11434
6,19,5,0,7,3.252,0.7517,0.11434
6,20,7,1,2,4.74096,0.91353,0.11434
6,21,2,0,3,1.25866,0.2289,0.11434
6,22,3,0,4,2.11007,0.41908,0.11434
6,23,4,1,0,4.60793,0.60588,0.11434
6,24,0,1,0,4.51973,0.02715,0.11434
6,25,0,0,0,0.19589,0.02715,0.11434
6,26,0,0,1,0.37144,0.02715,0.11434
6,27,1,0,2,0.83032,0.09151,0.11434
6,28,2,0,3,1.49847,0.2289,0.11434
6,29,3,0,4,1.95805,0.41908,0.11434
6,30,4,0,6,2.37884,0.60588,0.11434
6,31,6,1,0,4.66071,0.85097,0.11434
6,32,0,0,1,0.28095,0.02715,0.11434
6,33,1,0,2,0.89494,0.09151,0.11434
6,34,2,0,3,1.19589,0.2289,0.11434
6,35,3,1,0,4.89993,0.41908,0.11434
6,36,0,0,1,0.17231,0.02715,0.11434
6,37,1,0,3,0.68444,0.09151,0.11434
7,0,3,1,0,4.60933,0.41893,0.11009
7,1,0,0,1,0.35451,0.027,0.11009
7,2,1,1,0,4.79254,0.09136,0.11009
7,3,0,0,1,0.48157,0.027,0.11009
7,4,1,0,2,1.03072,0.09136,0.11009
7,5,2,1,0,4.37813,0.22875,0.11009
7,6,0,0,1,0.53169,0.027,0.11009
7,7,1,0,3,1.1345,0.09136,0.11009
7,8,3,0,4,2.2554,0.41893,0.11009
7,9,4,1,0,4.62654,0.60573,0.11009
7,10,0,0,2,0.24691,0.027,0.11009
7,11,2,0,3,1.45354,0.22875,0.11009
7,12,3,1,0,4.94272,0.41893,0.11009
7,13,0,0,1,0.65329,0.027,0.11009
7,14,1,0,2,0.77211,0.09136,0.11009
7,15,2,0,3,1.13817,0.22875,0.11009
7,16,3,0,4,2.13828,0.41893,0.11009
7,17,4,0,6,2.65079,0.60573,0.11009
7,18,6,1,0,4.84549,0.85082,0.11009
7,19,0,0,1,0.26402,0.027,0.11009
7,20,1,0,2,1.0399,0.09136,0.11009
7,21,2,0,3,1.64237,0.22875,0.11009
7,22,3,1,0,4.37072,0.41893,0.11009
7,23,0,0,2,0.70948,0.027,0.11009
7,24,2,0,2,1.41198,0.22875,0.11009
7,25,2,1,0,4.63666,0.22875,0.11009
7,26,0,0,1,0.22967,0.027,0.11009
7,27,1,0,3,0.97117,0.09136,0.11009
7,28,3,1,0,4.62208,0.41893,0.11009
7,29,0,0,2,0.33318,0.027,0.11009
7,30,2,1,0,4.74241,0.22875,0.11009
7,31,0,0,1,0.28033,0.027,0.11009
7,32,1,0,2,0.84953,0.09136,0.11009
7,33,2,0,3,1.82082,0.22875,0.11009
7,34,3,1,0,4.9612,0.41893,0.11009
7,35,0,0,1,0.54397,0.027,0.11009
7,36,1,0,3,1.2117,0.09136,0.11009
7,37,3,1,1,4.71987,0.41893,0.11009
8,0,0,0,1,0.42618,0.01973,-0.0978
8,1,1,0,2,0.75806,0.08409,-0.0978
8,2,2,0,4,1.14333,0.22147,-0.0978
8,3,4,0,6,2.51389,0.59845,-0.0978
8,4,6,1,0,4.96805,0.84355,-0.0978
8,5,0,0,1,0.79204,0.01973,-0.0978
8,6,1,1,0,4.84388,0.08409,-0.0978
8,7,0,0,1,0.32949,0.01973,-0.0978
8,8,1,0,2,0.99172,0.08409,-0.0978
8,9,2,0,3,1.4363,0.22147,-0.0978
8,10,3,1,2,4.29142,0.41166,-0.0978
8,11,2,1,0,4.68015,0.22147,-0.0978
8,12,0,0,1,0.71292,0.01973,-0.0978
8,13,1,0,2,0.97951,0.08409,-0.0978
8,14,2,0,3,1.57424,0.22147,-0.0978
8,15,3,0,5,1.92411,0.41166,-0.0978
8,16,5,0,6,3.27983,0.74427,-0.0978
8,17,6,1,0,4.50314,0.84355,-0.0978
8,18,0,0,2,0.27166,0.01973,-0.0978
8,19,2,0,4,1.44093,0.22147,-0.0978
8,20,4,1,2,4.67157,0.59845,-0.0978
8,21,2,0,3,1.45304,0.22147,-0.0978
8,22,3,1,0,4.27944,0.41166,-0.0978
8,23,0,0,2,0.23941,0.01973,-0.0978
8,24,2,0,3,1.31816,0.22147,-0.0978
8,25,3,1,0,4.1759,0.41166,-0.0978
8,26,0,0,1,0.13506,0.01973,-0.0978
8,27,1,1,0,4.42404,0.08409,-0.0978
8,28,0,0,2,0.25954,0.01973,-0.0978
8,29,2,0,3,1.5346,0.22147,-0.0978
8,30,3,1,0,4.73371,0.41166,-0.0978
8,31,0,0,1,0.63317,0.01973,-0.0978
8,32,1,0,2,1.23977,0.08409,-0.0978
8,33,2,0,2,1.5598,0.22147,-0.0978
8,34,2,1,1,4.83339,0.22147,-0.0978
8,35,1,0,1,0.79422,0.08409,-0.0978
8,36,1,0,2,0.82241,0.08409,-0.0978
8,37,2,1,0,4.5212,0.22147,-0.0978
9,0,1,0,2,0.94643,0.08455,-0.08468
9,1,2,0,3,1.33545,0.22193,-0.08468
9,2,3,0,3,1.73668,0.41212,-0.08468
9,3,3,0,4,1.84713,0.41212,-0.08468
9,4,4,1,0,4.55803,0.59891,-0.08468
9,5,0,0,1,0.7063,0.02019,-0.08468
9,6,1,0,2,1.15908,0.08455,-0.08468
9,7,2,0,3,0.98411,0.22193,-0.08468
9,8,3,0,3,2.03163,0.41212,-0.08468
9,9,3,0,4,2.28067,0.41212,-0.08468
9,10,4,1,1,5.19037,0.59891,-0.08468
9,11,1,0,3,0.74519,0.08455,-0.08468
9,12,3,0,4,1.90564,0.41212,-0.08468
9,13,4,1,0,5.07116,0.59891,-0.08468
9,14,0,0,2,0.56198,0.02019,-0.08468
9,15,2,0,3,1.44884,0.22193,-0.08468
9,16,3,0,5,2.25711,0.41212,-0.08468
9,17,5,1,0,4.60475,0.74473,-0.08468
9,18,0,0,2,0.35097,0.02019,-0.08468
9,19,2,0,3,1.30553,0.22193,-0.08468
9,20,3,0,5,2.21172,0.41212,-0.08468
9,21,5,1,0,5.12415,0.74473,-0.08468
9,22,0,0,0,0.30532,0.02019,-0.08468
9,23,0,0,1,0.25019,0.02019,-0.08468
9,24,1,0,2,1.24942,0.08455,-0.08468
9,25,2,0,3,1.38645,0.22193,-0.08468
9,26,3,1,1,4.77642,0.41212,-0.08468
9,27,1,0,1,1.0642,0.08455,-0.08468
9,28,1,0,2,0.72037,0.08455,-0.08468
9,29,2,1,1,4.60906,0.22193,-0.08468
9,30,1,0,2,1.23297,0.08455,-0.08468
9,31,2,0,4,1.46558,0.22193,-0.08468
9,32,4,0,5,2.58999,0.59891,-0.08468
9,33,5,1,0,4.78907,0.74473,-0.08468
9,34,0,0,2,0.47895,0.02019,-0.08468
9,35,2,0,3,1.59137,0.22193,-0.08468
9,36,3,0,5,2.06216,0.41212,-0.08468
9,37,5,1,0,4.81946,0.74473,-0.08468
10,0,2,1,0,4.26428,0.21896,-0.16971
10,1,0,0,1,0.56308,0.01721,-0.16971
10,2,1,0,2,0.71106,0.08157,-0.16971
10,3,2,0,3,1.40055,0.21896,-0.16971
10,4,3,0,5,2.09008,0.40914,-0.16971
10,5,5,0,6,3.01683,0.74176,-0.16971
10,6,6,1,0,4.68242,0.84103,-0.16971
10,7,0,0,2,0.57307,0.01721,-0.16971
10,8,2,0,3,1.21446,0.21896,-0.16971
10,9,3,0,4,1.91472,0.40914,-0.16971
10,10,4,1,0,4.62752,0.59593,-0.16971
10,11,0,0,1,0.19579,0.01721,-0.16971
10,12,1,0,2,0.66907,0.08157,-0.16971
10,13,2,1,1,4.31805,0.21896,-0.16971
10,14,1,0,2,0.91667,0.08157,-0.16971
10,15,2,1,2,4.55093,0.21896,-0.16971
10,16,2,0,3,1.58043,0.21896,-0.16971
10,17,3,0,5,2.02413,0.40914,-0.16971
10,18,5,1,0,4.21494,0.74176,-0.16971
10,19,0,0,1,0.36446,0.01721,-0.16971
10,20,1,0,1,1.34973,0.08157,-0.16971
10,21,1,0,1,0.80754,0.08157,-0.16971
10,22,1,0,3,1.17922,0.08157,-0.16971
10,23,3,0,5,2.29755,0.40914,-0.16971
10,24,5,1,0,4.43794,0.74176,-0.16971
10,25,0,0,1,0.81586,0.01721,-0.16971
10,26,1,0,3,0.60942,0.08157,-0.16971
10,27,3,0,4,1.60335,0.40914,-0.16971
10,28,4,1,0,4.99658,0.59593,-0.16971
10,29,0,0,0,0.71752,0.01721,-0.16971
10,30,0,0,1,0.35887,0.01721,-0.16971
10,31,1,0,3,0.72577,0.08157,-0.16971
10,32,3,0,5,1.72896,0.40914,-0.16971
10,33,5,1,0,4.79606,0.74176,-0.16971
10,34,0,0,1,0.58234,0.01721,-0.16971
10,35,1,0,2,0.52137,0.08157,-0.16971
10,36,2,0,4,1.56838,0.21896,-0.16971
10,37,4,1,0,4.50532,0.59593,-0.16971
11,0,3,0,4,1.48174,0.42003,0.14143
11,1,4,1,1,5.10861,0.60683,0.14143
11,2,1,0,2,0.68509,0.09246,0.14143
11,3,2,0,3,1.3568,0.22985,0.14143
11,4,3,1,0,4.65844,0.42003,0.14143
11,5,0,0,2,-0.13861,0.0281,0.14143
11,6,2,0,4,1.55389,0.22985,0.14143
11,7,4,1,0,4.357,0.60683,0.14143
11,8,0,0,1,0.73997,0.0281,0.14143
11,9,1,0,2,1.21937,0.09246,0.14143
11,10,2,1,0,5.05097,0.22985,0.14143
11,11,0,0,2,0.349,0.0281,0.14143
11,12,2,0,3,1.25617,0.22985,0.14143
11,13,3,1,0,4.56816,0.42003,0.14143
11,14,0,0,2,0.42783,0.0281,0.14143
11,15,2,0,3,1.54143,0.22985,0.14143
11,16,3,0,4,2.26373,0.42003,0.14143
11,17,4,1,0,4.32015,0.60683,0.14143
11,18,0,0,2,-0.09233,0.0281,0.14143
11,19,2,1,1,4.7483,0.22985,0.14143
11,20,1,0,3,1.04908,0.09246,0.14143
11,21,3,0,4,2.02349,0.42003,0.14143
11,22,4,0,5,2.91467,0.60683,0.14143
11,23,5,0,6,3.2399,0.75265,0.14143
11,24,6,1,0,4.33364,0.85192,0.14143
11,25,0,0,2,0.26841,0.0281,0.14143
11,26,2,1,0,4.37121,0.22985,0.14143
11,27,0,0,1,-0.14177,0.0281,0.14143
11,28,1,0,2,1.18052,0.09246,0.14143
11,29,2,1,1,4.56459,0.22985,0.14143
11,30,1,0,2,0.92643,0.09246,0.14143
11,31,2,1,0,4.78282,0.22985,0.14143
11,32,0,0,2,0.53257,0.0281,0.14143
11,33,2,0,4,1.66396,0.22985,0.14143
11,34,4,0,6,2.9405,0.60683,0.14143
11,35,6,1,1,4.9157,0.85192,0.14143
11,36,1,0,2,0.78141,0.09246,0.14143
11,37,2,0,4,1.30396,0.22985,0.14143
12,0,2,0,3,1.23682,0.21873,-0.17629
12,1,3,0,4,1.78965,0.40891,-0.17629
12,2,4,1,0,4.87663,0.5957,-0.17629
12,3,0,0,2,0.54077,0.01698,-0.17629
12,4,2,0,3,1.66697,0.21873,-0.17629
12,5,3,1,1,4.64745,0.40891,-0.17629
12,6,1,0,2,0.82795,0.08134,-0.17629
12,7,2,0,4,1.37154,0.21873,-0.17629
12,8,4,1,0,4.92714,0.5957,-0.17629
12,9,0,0,2,0.48223,0.01698,-0.17629
12,10,2,0,3,1.38777,0.21873,-0.17629
12,11,3,0,4,2.37133,0.40891,-0.17629
12,12,4,1,2,4.53857,0.5957,-0.17629
12,13,2,0,3,1.72484,0.21873,-0.17629
12,14,3,0,3,1.67133,0.40891,-0.17629
12,15,3,0,4,1.80183,0.40891,-0.17629
12,16,4,1,0,4.31382,0.5957,-0.17629
12,17,0,0,1,0.3534,0.01698,-0.17629
12,18,1,0,2,1.08819,0.08134,-0.17629
12,19,2,0,4,1.52987,0.21873,-0.17629
12,20,4,1,0,4.69138,0.5957,-0.17629
12,21,0,0,1,0.00671,0.01698,-0.17629
12,22,1,1,0,5.05981,0.08134,-0.17629
12,23,0,0,2,0.2405,0.01698,-0.17629
12,24,2,1,0,4.31931,0.21873,-0.17629
12,25,0,0,1,0.2862,0.01698,-0.17629
12,26,1,0,1,0.38102,0.08134,-0.17629
12,27,1,0,2,0.78535,0.08134,-0.17629
12,28,2,0,3,1.65235,0.21873,-0.17629
12,29,3,0,5,1.59132,0.40891,-0.17629
12,30,5,0,5,2.99959,0.74153,-0.17629
12,31,5,1,0,5.12001,0.74153,-0.17629
12,32,0,0,0,0.54729,0.01698,-0.17629
12,33,0,0,1,0.70952,0.01698,-0.17629
12,34,1,0,2,0.66472,0.08134,-0.17629
12,35,2,1,0,4.68178,0.21873,-0.17629
12,36,0,0,0,0.37354,0.01698,-0.17629
12,37,0,0,2,0.43346,0.01698,-0.17629
13,0,0,0,2,-0.01624,0.02317,0.0005
13,1,2,1,1,5.28788,0.22492,0.0005
13,2,1,0,2,1.18561,0.08753,0.0005
13,3,2,0,4,1.52694,0.22492,0.0005
13,4,4,1,1,4.46025,0.60189,0.0005
13,5,1,0,2,1.13679,0.08753,0.0005
13,6,2,0,4,1.36472,0.22492,0.0005
13,7,4,0,5,2.74019,0.60189,0.0005
13,8,5,1,0,4.40052,0.74772,0.0005
13,9,0,0,1,0.51506,0.02317,0.0005
13,10,1,1,0,5.02675,0.08753,0.0005
13,11,0,0,1,0.27152,0.02317,0.0005
13,12,1,0,1,1.06025,0.08753,0.0005
13,13,1,0,2,0.90562,0.08753,0.0005
13,14,2,1,0,4.7102,0.22492,0.0005
13,15,0,0,1,0.32146,0.02317,0.0005
13,16,1,0,3,1.04937,0.08753,0.0005
13,17,3,0,3,2.45298,0.4151,0.0005
13,18,3,1,0,4.87473,0.4151,0.0005
13,19,0,0,1,0.10722,0.02317,0.0005
13,20,1,0,2,1.08713,0.08753,0.0005
13,21,2,1,1,4.86833,0.22492,0.0005
13,22,1,0,2,0.92398,0.08753,0.0005
13,23,2,0,3,1.77984,0.22492,0.0005
13,24,3,0,4,1.81679,0.4151,0.0005
13,25,4,1,0,4.40517,0.60189,0.0005
13,26,0,0,1,0.09122,0.02317,0.0005
13,27,1,1,1,4.95727,0.08753,0.0005
13,28,1,0,2,1.12295,0.08753,0.0005
13,29,2,0,2,1.09252,0.22492,0.0005
13,30,2,1,0,4.42257,0.22492,0.0005
13,31,0,0,2,0.41854,0.02317,0.0005
13,32,2,1,0,4.9944,0.22492,0.0005
13,33,0,0,1,0.32812,0.02317,0.0005
13,34,1,0,2,0.76817,0.08753,0.0005
13,35,2,0,3,1.36015,0.22492,0.0005
13,36,3,1,0,4.5947,0.4151,0.0005
13,37,0,0,1,0.02871,0.02317,0.0005
14,0,3,1,0,4.57108,0.41942,0.12406
14,1,0,0,1,0.42488,0.02749,0.12406
14,2,1,1,0,4.93071,0.09185,0.12406
14,3,0,0,1,0.32596,0.02749,0.12406
14,4,1,0,2,1.28465,0.09185,0.12406
14,5,2,0,4,1.28714,0.22924,0.12406
14,6,4,1,2,4.51661,0.60622,0.12406
14,7,2,0,2,1.64598,0.22924,0.12406
14,8,2,1,1,4.38734,0.22924,0.12406
14,9,1,0,2,0.76514,0.09185,0.12406
14,10,2,0,3,1.52165,0.22924,0.12406
14,11,3,1,0,4.23842,0.41942,0.12406
14,12,0,0,2,0.29763,0.02749,0.12406
14,13,2,0,3,1.6358,0.22924,0.12406
14,14,3,1,1,4.54315,0.41942,0.12406
14,15,1,0,2,1.03557,0.09185,0.12406
14,16,2,0,2,1.43679,0.22924,0.12406
14,17,2,0,4,1.49437,0.22924,0.12406
14,18,4,1,0,4.18242,0.60622,0.12406
14,19,0,0,1,0.17257,0.02749,0.12406
14,20,1,0,1,0.70331,0.09185,0.12406
14,21,1,0,2,0.71003,0.09185,0.12406
14,22,2,0,3,1.64413,0.22924,0.12406
14,23,3,0,4,2.03787,0.41942,0.12406
14,24,4,0,5,2.26763,0.60622,0.12406
14,25,5,1,0,4.30716,0.75204,0.12406
14,26,0,0,0,0.3085,0.02749,0.12406
14,27,0,0,0,0.52219,0.02749,0.12406
14,28,0,0,1,0.32629,0.02749,0.12406
14,29,1,0,2,1.06712,0.09185,0.12406
14,30,2,0,3,1.56813,0.22924,0.12406
14,31,3,1,0,4.83959,0.41942,0.12406
14,32,0,0,1,0.57632,0.02749,0.12406
14,33,1,0,3,0.64651,0.09185,0.12406
14,34,3,0,3,2.30703,0.41942,0.12406
14,35,3,1,1,4.45835,0.41942,0.12406
14,36,1,0,2,0.77632,0.09185,0.12406
14,37,2,0,3,1.46799,0.22924,0.12406
15,0,0,0,1,0.02811,0.02633,0.09072
15,1,1,0,3,0.8969,0.09068,0.09072
15,2,3,0,5,2.35301,0.41825,0.09072
15,3,5,1,1,4.57723,0.75087,0.09072
15,4,1,0,2,0.72541,0.09068,0.09072
15,5,2,0,4,1.57915,0.22807,0.09072
15,6,4,0,5,2.29685,0.60505,0.09072
15,7,5,1,0,4.25025,0.75087,0.09072
15,8,0,0,1,0.57164,0.02633,0.09072
15,9,1,0,3,1.07997,0.09068,0.09072
15,10,3,0,4,2.20007,0.41825,0.09072
15,11,4,0,5,3.1328,0.60505,0.09072
15,12,5,0,5,3.22222,0.75087,0.09072
15,13,5,1,0,4.36262,0.75087,0.09072
15,14,0,0,1,0.12642,0.02633,0.09072
15,15,1,1,0,4.74314,0.09068,0.09072
15,16,0,0,1,0.17516,0.02633,0.09072
