county_id,region,year,adoption_year,ever_treated,treated,event_time,employment_index
13,Coastal,2014,2013,1,1,1,60.246
13,Coastal,2015,2013,1,1,2,61.971
13,Coastal,2016,2013,1,1,3,61.917
13,Coastal,2017,2013,1,1,4,62.633
13,Coastal,2018,2013,1,1,5,64.638
13,Coastal,2019,2013,1,1,6,64.918
14,North,2010,2017,1,0,-7,63.278
14,North,2011,2017,1,0,-6,62.543
14,North,2012,2017,1,0,-5,65.258
14,North,2013,2017,1,0,-4,64.504
14,North,2014,2017,1,0,-3,64.898
14,North,2015,2017,1,0,-2,65.361
14,North,2016,2017,1,0,-1,65.029
14,North,2017,2017,1,1,0,65.638
14,North,2018,2017,1,1,1,67.215
14,North,2019,2017,1,1,2,67.627
15,Coastal,2010,2017,1,0,-7,61.58
15,Coastal,2011,2017,1,0,-6,62.537
15,Coastal,2012,2017,1,0,-5,61.894
15,Coastal,2013,2017,1,0,-4,63.572
15,Coastal,2014,2017,1,0,-3,62.498
15,Coastal,2015,2017,1,0,-2,64.481
15,Coastal,2016,2017,1,0,-1,63.556
15,Coastal,2017,2017,1,1,0,64.511
15,Coastal,2018,2017,1,1,1,66.582
15,Coastal,2019,2017,1,1,2,66.608
16,South,2010,9999,0,0,-999,52.15
16,South,2011,9999,0,0,-999,52.575
16,South,2012,9999,0,0,-999,53.851
16,South,2013,9999,0,0,-999,54.867
16,South,2014,9999,0,0,-999,55.224
16,South,2015,9999,0,0,-999,54.983
16,South,2016,9999,0,0,-999,56.982
16,South,2017,9999,0,0,-999,56.161
16,South,2018,9999,0,0,-999,57.823
16,South,2019,9999,0,0,-999,57.805
17,Central,2010,2015,1,0,-5,55.773
17,Central,2011,2015,1,0,-4,58.195
17,Central,2012,2015,1,0,-3,58.657
17,Central,2013,2015,1,0,-2,58.351
17,Central,2014,2015,1,0,-1,57.41
17,Central,2015,2015,1,1,0,60.309
17,Central,2016,2015,1,1,1,60.877
17,Central,2017,2015,1,1,2,61.03
17,Central,2018,2015,1,1,3,62.504
17,Central,2019,2015,1,1,4,63.163
18,Central,2010,2013,1,0,-3,54.128
18,Central,2011,2013,1,0,-2,56.803
18,Central,2012,2013,1,0,-1,56.356
18,Central,2013,2013,1,1,0,59.955
18,Central,2014,2013,1,1,1,59.96
18,Central,2015,2013,1,1,2,60.049
18,Central,2016,2013,1,1,3,61.514
18,Central,2017,2013,1,1,4,62.915
18,Central,2018,2013,1,1,5,62.462
18,Central,2019,2013,1,1,6,62.737
19,Coastal,2010,9999,0,0,-999,57.698
19,Coastal,2011,9999,0,0,-999,57.512
19,Coastal,2012,9999,0,0,-999,56.503
19,Coastal,2013,9999,0,0,-999,59.882
19,Coastal,2014,9999,0,0,-999,58.183
19,Coastal,2015,9999,0,0,-999,60.149
19,Coastal,2016,9999,0,0,-999,60.119
19,Coastal,2017,9999,0,0,-999,59.311
19,Coastal,2018,9999,0,0,-999,61.293
19,Coastal,2019,9999,0,0,-999,61.616
20,Central,2010,2015,1,0,-5,62.559
20,Central,2011,2015,1,0,-4,65.257
20,Central,2012,2015,1,0,-3,64.294
20,Central,2013,2015,1,0,-2,63.744
20,Central,2014,2015,1,0,-1,65.309
20,Central,2015,2015,1,1,0,67.126
20,Central,2016,2015,1,1,1,67.702
20,Central,2017,2015,1,1,2,68.203
20,Central,2018,2015,1,1,3,68.635
20,Central,2019,2015,1,1,4,69.285
21,Central,2010,9999,0,0,-999,59.371
21,Central,2011,9999,0,0,-999,59.779
21,Central,2012,9999,0,0,-999,61.846
21,Central,2013,9999,0,0,-999,61.568
21,Central,2014,9999,0,0,-999,60.7
21,Central,2015,9999,0,0,-999,61.892
21,Central,2016,9999,0,0,-999,61.327
21,Central,2017,9999,0,0,-999,61.775
21,Central,2018,9999,0,0,-999,63.605
21,Central,2019,9999,0,0,-999,63.531
22,South,2010,2013,1,0,-3,51.961
22,South,2011,2013,1,0,-2,53.205
22,South,2012,2013,1,0,-1,53.643
22,South,2013,2013,1,1,0,55.323
22,South,2014,2013,1,1,1,56.423
22,South,2015,2013,1,1,2,57.641
22,South,2016,2013,1,1,3,59.545
22,South,2017,2013,1,1,4,58.567
22,South,2018,2013,1,1,5,59.28
22,South,2019,2013,1,1,6,61.94
23,Coastal,2010,2015,1,0,-5,63.421
23,Coastal,2011,2015,1,0,-4,62.689
23,Coastal,2012,2015,1,0,-3,64.262
23,Coastal,2013,2015,1,0,-2,63.602
23,Coastal,2014,2015,1,0,-1,64.913
23,Coastal,2015,2015,1,1,0,65.535
23,Coastal,2016,2015,1,1,1,66.957
23,Coastal,2017,2015,1,1,2,67.973
23,Coastal,2018,2015,1,1,3,67.921
23,Coastal,2019,2015,1,1,4,68.929
24,North,2010,2015,1,0,-5,54.066
24,North,2011,2015,1,0,-4,55.211
24,North,2012,2015,1,0,-3,56.247
24,North,2013,2015,1,0,-2,56.694
24,North,2014,2015,1,0,-1,55.764
24,North,2015,2015,1,1,0,56.81
24,North,2016,2015,1,1,1,58.265
24,North,2017,2015,1,1,2,59.085
24,North,2018,2015,1,1,3,59.89
24,North,2019,2015,1,1,4,61.168
25,North,2010,2013,1,0,-3,50.971
25,North,2011,2013,1,0,-2,52.256
25,North,2012,2013,1,0,-1,52.844
25,North,2013,2013,1,1,0,55.858
25,North,2014,2013,1,1,1,56.498
25,North,2015,2013,1,1,2,56.293
25,North,2016,2013,1,1,3,56.484
25,North,2017,2013,1,1,4,58.379
25,North,2018,2013,1,1,5,58.873
25,North,2019,2013,1,1,6,58.682
26,Coastal,2010,2013,1,0,-3,56.496
26,Coastal,2011,2013,1,0,-2,56.922
26,Coastal,2012,2013,1,0,-1,57.49
26,Coastal,2013,2013,1,1,0,59.593
26,Coastal,2014,2013,1,1,1,60.552
26,Coastal,2015,2013,1,1,2,60.993
26,Coastal,2016,2013,1,1,3,61.755
26,Coastal,2017,2013,1,1,4,62.779
26,Coastal,2018,2013,1,1,5,62.675
26,Coastal,2019,2013,1,1,6,62.944
27,South,2010,2015,1,0,-5,54.78
27,South,2011,2015,1,0,-4,55.821
27,South,2012,2015,1,0,-3,57.003
27,South,2013,2015,1,0,-2,57.151
27,South,2014,2015,1,0,-1,57.511
27,South,2015,2015,1,1,0,58.583
27,South,2016,2015,1,1,1,59.332
27,South,2017,2015,1,1,2,61.36
27,South,2018,2015,1,1,3,62.078
27,South,2019,2015,1,1,4,63.311
28,Coastal,2010,2013,1,0,-3,58.679
28,Coastal,2011,2013,1,0,-2,61.621
28,Coastal,2012,2013,1,0,-1,62.662
28,Coastal,2013,2013,1,1,0,63.573
28,Coastal,2014,2013,1,1,1,64.063
28,Coastal,2015,2013,1,1,2,66.702
28,Coastal,2016,2013,1,1,3,65.462
28,Coastal,2017,2013,1,1,4,67.568
28,Coastal,2018,2013,1,1,5,66.85
28,Coastal,2019,2013,1,1,6,69.272
29,South,2010,2015,1,0,-5,55.774
29,South,2011,2015,1,0,-4,57.011
29,South,2012,2015,1,0,-3,56.152
29,South,2013,2015,1,0,-2,57.556
29,South,2014,2015,1,0,-1,58.362
29,South,2015,2015,1,1,0,60.119
29,South,2016,2015,1,1,1,60.261
29,South,2017,2015,1,1,2,61.202
29,South,2018,2015,1,1,3,60.978
29,South,2019,2015,1,1,4,62.282
30,Central,2010,2015,1,0,-5,53.6
30,Central,2011,2015,1,0,-4,54.534
30,Central,2012,2015,1,0,-3,55.208
30,Central,2013,2015,1,0,-2,55.75
30,Central,2014,2015,1,0,-1,54.734
30,Central,2015,2015,1,1,0,57.337
30,Central,2016,2015,1,1,1,57.309
30,Central,2017,2015,1,1,2,57.498
30,Central,2018,2015,1,1,3,57.907
30,Central,2019,2015,1,1,4,60.042
31,South,2010,2017,1,0,-7,58.198
31,South,2011,2017,1,0,-6,57.914
31,South,2012,2017,1,0,-5,58.998
31,South,2013,2017,1,0,-4,60.096
31,South,2014,2017,1,0,-3,60.222
31,South,2015,2017,1,0,-2,59.213
31,South,2016,2017,1,0,-1,60.402
31,South,2017,2017,1,1,0,60.712
31,South,2018,2017,1,1,1,62.379
31,South,2019,2017,1,1,2,64.594
32,South,2010,2013,1,0,-3,61.084
32,South,2011,2013,1,0,-2,61.608
32,South,2012,2013,1,0,-1,60.209
32,South,2013,2013,1,1,0,63.759
32,South,2014,2013,1,1,1,64.519
32,South,2015,2013,1,1,2,64.853
32,South,2016,2013,1,1,3,66.79
32,South,2017,2013,1,1,4,67.718
32,South,2018,2013,1,1,5,69.172
32,South,2019,2013,1,1,6,68.977
33,South,2010,2015,1,0,-5,57.465
33,South,2011,2015,1,0,-4,58.137
33,South,2012,2015,1,0,-3,59.03
33,South,2013,2015,1,0,-2,59.074
33,South,2014,2015,1,0,-1,57.971
33,South,2015,2015,1,1,0,60.361
33,South,2016,2015,1,1,1,60.962
33,South,2017,2015,1,1,2,62.037
33,South,2018,2015,1,1,3,62.778
33,South,2019,2015,1,1,4,65.026
34,Coastal,2010,2015,1,0,-5,58.516
34,Coastal,2011,2015,1,0,-4,57.711
34,Coastal,2012,2015,1,0,-3,58.666
34,Coastal,2013,2015,1,0,-2,59.19
34,Coastal,2014,2015,1,0,-1,59.243
34,Coastal,2015,2015,1,1,0,61.831
34,Coastal,2016,2015,1,1,1,63.813
34,Coastal,2017,2015,1,1,2,61.936
34,Coastal,2018,2015,1,1,3,63.497
34,Coastal,2019,2015,1,1,4,65.035
35,Coastal,2010,9999,0,0,-999,60.275
35,Coastal,2011,9999,0,0,-999,59.684
35,Coastal,2012,9999,0,0,-999,60.504
35,Coastal,2013,9999,0,0,-999,61.963
35,Coastal,2014,9999,0,0,-999,62.123
35,Coastal,2015,9999,0,0,-999,61.397
35,Coastal,2016,9999,0,0,-999,62.976
35,Coastal,2017,9999,0,0,-999,63.503
35,Coastal,2018,9999,0,0,-999,63.573
35,Coastal,2019,9999,0,0,-999,63.741
36,Coastal,2010,2015,1,0,-5,59.159
36,Coastal,2011,2015,1,0,-4,59.454
36,Coastal,2012,2015,1,0,-3,60.336
36,Coastal,2013,2015,1,0,-2,60.717
36,Coastal,2014,2015,1,0,-1,61.063
36,Coastal,2015,2015,1,1,0,63.654
36,Coastal,2016,2015,1,1,1,62.979
36,Coastal,2017,2015,1,1,2,64.225
36,Coastal,2018,2015,1,1,3,65.204
36,Coastal,2019,2015,1,1,4,65.501
37,South,2010,2013,1,0,-3,59.169
37,South,2011,2013,1,0,-2,60.147
37,South,2012,2013,1,0,-1,61.43
37,South,2013,2013,1,1,0,61.65
37,South,2014,2013,1,1,1,65.324
37,South,2015,2013,1,1,2,64.252
37,South,2016,2013,1,1,3,64.328
37,South,2017,2013,1,1,4,65.632
37,South,2018,2013,1,1,5,68.102
37,South,2019,2013,1,1,6,67.762
38,Central,2010,9999,0,0,-999,56.886
38,Central,2011,9999,0,0,-999,57.437
38,Central,2012,9999,0,0,-999,58.696
38,Central,2013,9999,0,0,-999,59.382
38,Central,2014,9999,0,0,-999,60.23
38,Central,2015,9999,0,0,-999,59.11
38,Central,2016,9999,0,0,-999,60.205
38,Central,2017,9999,0,0,-999,60.064
38,Central,2018,9999,0,0,-999,60.77
38,Central,2019,9999,0,0,-999,62.222
39,South,2010,9999,0,0,-999,60.366
39,South,2011,9999,0,0,-999,62.491
39,South,2012,9999,0,0,-999,61.146
39,South,2013,9999,0,0,-999,63.106
39,South,2014,9999,0,0,-999,63.294
39,South,2015,9999,0,0,-999,63.516
39,South,2016,9999,0,0,-999,64.008
39,South,2017,9999,0,0,-999,64.904
39,South,2018,9999,0,0,-999,63.677
39,South,2019,9999,0,0,-999,65.493
40,Coastal,2010,9999,0,0,-999,53.193
40,Coastal,2011,9999,0,0,-999,54.65
40,Coastal,2012,9999,0,0,-999,55.507
40,Coastal,2013,9999,0,0,-999,53.456
40,Coastal,2014,9999,0,0,-999,56.037
40,Coastal,2015,9999,0,0,-999,55.285
40,Coastal,2016,9999,0,0,-999,56.494
40,Coastal,2017,9999,0,0,-999,57.67
40,Coastal,2018,9999,0,0,-999,57.239
40,Coastal,2019,9999,0,0,-999,57.371
41,South,2010,2013,1,0,-3,59.315
41,South,2011,2013,1,0,-2,60.364
41,South,2012,2013,1,0,-1,60.529
41,South,2013,2013,1,1,0,61.823
41,South,2014,2013,1,1,1,63.633
41,South,2015,2013,1,1,2,63.793
41,South,2016,2013,1,1,3,64.578
41,South,2017,2013,1,1,4,65.195
41,South,2018,2013,1,1,5,66.191
41,South,2019,2013,1,1,6,68.49
42,North,2010,2017,1,0,-7,60.783
42,North,2011,2017,1,0,-6,60.941
42,North,2012,2017,1,0,-5,61.873
42,North,2013,2017,1,0,-4,62.303
42,North,2014,2017,1,0,-3,62.078
42,North,2015,2017,1,0,-2,62.076
42,North,2016,2017,1,0,-1,63.285
42,North,2017,2017,1,1,0,63.343
42,North,2018,2017,1,1,1,63.573
42,North,2019,2017,1,1,2,65.484
43,South,2010,2013,1,0,-3,59.628
43,South,2011,2013,1,0,-2,59.062
43,South,2012,2013,1,0,-1,59.318
43,South,2013,2013,1,1,0,62.523
43,South,2014,2013,1,1,1,62.895
43,South,2015,2013,1,1,2,63.418
43,South,2016,2013,1,1,3,63.763
43,South,2017,2013,1,1,4,64.601
43,South,2018,2013,1,1,5,65.402
43,South,2019,2013,1,1,6,64.428
44,South,2010,2015,1,0,-5,56.853
44,South,2011,2015,1,0,-4,57.949
44,South,2012,2015,1,0,-3,59.312
44,South,2013,2015,1,0,-2,59.901
44,South,2014,2015,1,0,-1,58.495
44,South,2015,2015,1,1,0,61.169
44,South,2016,2015,1,1,1,61.053
44,South,2017,2015,1,1,2,60.216
44,South,2018,2015,1,1,3,62.375
44,South,2019,2015,1,1,4,64.461
45,Coastal,2010,9999,0,0,-999,56.276
45,Coastal,2011,9999,0,0,-999,55.751
45,Coastal,2012,9999,0,0,-999,55.145
45,Coastal,2013,9999,0,0,-999,57.371
45,Coastal,2014,9999,0,0,-999,58.044
45,Coastal,2015,9999,0,0,-999,58.494
45,Coastal,2016,9999,0,0,-999,57.908
45,Coastal,2017,9999,0,0,-999,59.912
45,Coastal,2018,9999,0,0,-999,58.616
45,Coastal,2019,9999,0,0,-999,59.28
46,Central,2010,9999,0,0,-999,55.521
46,Central,2011,9999,0,0,-999,55.768
46,Central,2012,9999,0,0,-999,57.804
46,Central,2013,9999,0,0,-999,56.875
46,Central,2014,9999,0,0,-999,59.158
46,Central,2015,9999,0,0,-999,58.232
46,Central,2016,9999,0,0,-999,58.894
46,Central,2017,9999,0,0,-999,58.989
46,Central,2018,9999,0,0,-999,60.159
46,Central,2019,9999,0,0,-999,59.743
47,South,2010,9999,0,0,-999,65.197
47,South,2011,9999,0,0,-999,66.345
47,South,2012,9999,0,0,-999,65.631
47,South,2013,9999,0,0,-999,67.211
47,South,2014,9999,0,0,-999,66.767
47,South,2015,9999,0,0,-999,67.278
47,South,2016,9999,0,0,-999,68.508
47,South,2017,9999,0,0,-999,68.119
47,South,2018,9999,0,0,-999,68.147
47,South,2019,9999,0,0,-999,70.003
48,North,2010,2017,1,0,-7,52.536
48,North,2011,2017,1,0,-6,52.923
48,North,2012,2017,1,0,-5,54.278
48,North,2013,2017,1,0,-4,53.728
48,North,2014,2017,1,0,-3,56.502
48,North,2015,2017,1,0,-2,55.46
48,North,2016,2017,1,0,-1,55.073
48,North,2017,2017,1,1,0,58.507
48,North,2018,2017,1,1,1,57.982
48,North,2019,2017,1,1,2,58.92
49,Central,2010,9999,0,0,-999,62.553
49,Central,2011,9999,0,0,-999,63.981
49,Central,2012,9999,0,0,-999,63.797
49,Central,2013,9999,0,0,-999,63.653
49,Central,2014,9999,0,0,-999,64.904
49,Central,2015,9999,0,0,-999,64.742
49,Central,2016,9999,0,0,-999,63.855
49,Central,2017,9999,0,0,-999,67.024
49,Central,2018,9999,0,0,-999,67.618
49,Central,2019,9999,0,0,-999,67.296
50,North,2010,2017,1,0,-7,61.425
50,North,2011,2017,1,0,-6,60.5
50,North,2012,2017,1,0,-5,62.526
50,North,2013,2017,1,0,-4,63.079
50,North,2014,2017,1,0,-3,63.077
50,North,2015,2017,1,0,-2,63.633
50,North,2016,2017,1,0,-1,65.267
50,North,2017,2017,1,1,0,64.15
50,North,2018,2017,1,1,1,66.128
50,North,2019,2017,1,1,2,67.98
51,South,2010,9999,0,0,-999,57.882
51,South,2011,9999,0,0,-999,58.557
51,South,2012,9999,0,0,-999,59.572
51,South,2013,9999,0,0,-999,59.648
51,South,2014,9999,0,0,-999,58.899
51,South,2015,9999,0,0,-999,59.845
51,South,2016,9999,0,0,-999,60.277
51,South,2017,9999,0,0,-999,62.251
51,South,2018,9999,0,0,-999,61.052
51,South,2019,9999,0,0,-999,62.167
52,Central,2010,2017,1,0,-7,51.957
52,Central,2011,2017,1,0,-6,52.322
52,Central,2012,2017,1,0,-5,53.996
52,Central,2013,2017,1,0,-4,54.418
52,Central,2014,2017,1,0,-3,54.88
52,Central,2015,2017,1,0,-2,55.75
52,Central,2016,2017,1,0,-1,56.461
52,Central,2017,2017,1,1,0,57.508
52,Central,2018,2017,1,1,1,55.866
52,Central,2019,2017,1,1,2,59.197
53,South,2010,9999,0,0,-999,55.916
53,South,2011,9999,0,0,-999,57.067
53,South,2012,9999,0,0,-999,56.61
53,South,2013,9999,0,0,-999,56.575
53,South,2014,9999,0,0,-999,56.815
53,South,2015,9999,0,0,-999,60.173
53,South,2016,9999,0,0,-999,60.097
53,South,2017,9999,0,0,-999,58.931
53,South,2018,9999,0,0,-999,60.351
53,South,2019,9999,0,0,-999,59.121
54,North,2010,2015,1,0,-5,60.148
54,North,2011,2015,1,0,-4,62.054
54,North,2012,2015,1,0,-3,61.904
54,North,2013,2015,1,0,-2,61.254
54,North,2014,2015,1,0,-1,63.832
54,North,2015,2015,1,1,0,63.364
54,North,2016,2015,1,1,1,64.009
54,North,2017,2015,1,1,2,64.191
54,North,2018,2015,1,1,3,65.721
54,North,2019,2015,1,1,4,66.073
55,Central,2010,2017,1,0,-7,62.562
55,Central,2011,2017,1,0,-6,60.463
55,Central,2012,2017,1,0,-5,61.557
55,Central,2013,2017,1,0,-4,62.053
55,Central,2014,2017,1,0,-3,63.446
55,Central,2015,2017,1,0,-2,63.235
55,Central,2016,2017,1,0,-1,63.6
55,Central,2017,2017,1,1,0,65.001
55,Central,2018,2017,1,1,1,66.723
55,Central,2019,2017,1,1,2,66.559
56,North,2010,9999,0,0,-999,55.661
56,North,2011,9999,0,0,-999,56.379
56,North,2012,9999,0,0,-999,55.683
56,North,2013,9999,0,0,-999,57.86
56,North,2014,9999,0,0,-999,57.459
56,North,2015,9999,0,0,-999,56.9
56,North,2016,9999,0,0,-999,58.415
56,North,2017,9999,0,0,-999,59.692
56,North,2018,9999,0,0,-999,58.599
56,North,2019,9999,0,0,-999,59.308
57,Central,2010,2017,1,0,-7,58.96
57,Central,2011,2017,1,0,-6,60.459
57,Central,2012,2017,1,0,-5,61.575
57,Central,2013,2017,1,0,-4,61.346
57,Central,2014,2017,1,0,-3,62.263
57,Central,2015,2017,1,0,-2,62.052
57,Central,2016,2017,1,0,-1,61.213
57,Central,2017,2017,1,1,0,64.244
57,Central,2018,2017,1,1,1,63.443
57,Central,2019,2017,1,1,2,64.863
58,North,2010,2017,1,0,-7,59.097
58,North,2011,2017,1,0,-6,58.56
58,North,2012,2017,1,0,-5,58.477
58,North,2013,2017,1,0,-4,61.419
58,North,2014,2017,1,0,-3,61.429
58,North,2015,2017,1,0,-2,62.288
58,North,2016,2017,1,0,-1,61.85
58,North,2017,2017,1,1,0,61.739
58,North,2018,2017,1,1,1,63.771
58,North,2019,2017,1,1,2,64.105
59,Central,2010,2015,1,0,-5,59.806
59,Central,2011,2015,1,0,-4,59.871
59,Central,2012,2015,1,0,-3,59.949
59,Central,2013,2015,1,0,-2,60.89
59,Central,2014,2015,1,0,-1,61.626
59,Central,2015,2015,1,1,0,61.841
59,Central,2016,2015,1,1,1,63.944
59,Central,2017,2015,1,1,2,66.139
59,Central,2018,2015,1,1,3,66.358
59,Central,2019,2015,1,1,4,68.478
60,Central,2010,2015,1,0,-5,64.421
60,Central,2011,2015,1,0,-4,65.22
60,Central,2012,2015,1,0,-3,65.966
60,Central,2013,2015,1,0,-2,67.303
60,Central,2014,2015,1,0,-1,66.278
60,Central,2015,2015,1,1,0,68.34
60,Central,2016,2015,1,1,1,68.154
60,Central,2017,2015,1,1,2,69.356
60,Central,2018,2015,1,1,3,69.752
60,Central,2019,2015,1,1,4,72.22
61,Coastal,2010,2013,1,0,-3,56.876
61,Coastal,2011,2013,1,0,-2,56.972
61,Coastal,2012,2013,1,0,-1,57.414
61,Coastal,2013,2013,1,1,0,59.492
61,Coastal,2014,2013,1,1,1,59.705
61,Coastal,2015,2013,1,1,2,62.281
61,Coastal,2016,2013,1,1,3,62.303
61,Coastal,2017,2013,1,1,4,62.843
61,Coastal,2018,2013,1,1,5,64.764
61,Coastal,2019,2013,1,1,6,65.324
62,Central,2010,2015,1,0,-5,63.853
62,Central,2011,2015,1,0,-4,63.703
62,Central,2012,2015,1,0,-3,64.186
62,Central,2013,2015,1,0,-2,63.431
62,Central,2014,2015,1,0,-1,66.623
62,Central,2015,2015,1,1,0,67.314
62,Central,2016,2015,1,1,1,68.019
62,Central,2017,2015,1,1,2,68.998
62,Central,2018,2015,1,1,3,71.196
62,Central,2019,2015,1,1,4,71.222
63,Central,2010,2015,1,0,-5,57.813
63,Central,2011,2015,1,0,-4,58.45
63,Central,2012,2015,1,0,-3,59.999
63,Central,2013,2015,1,0,-2,59.344
63,Central,2014,2015,1,0,-1,62.317
63,Central,2015,2015,1,1,0,61.928
63,Central,2016,2015,1,1,1,62.193
63,Central,2017,2015,1,1,2,62.38
63,Central,2018,2015,1,1,3,64.662
63,Central,2019,2015,1,1,4,65.807
64,South,2010,2017,1,0,-7,60.489
64,South,2011,2017,1,0,-6,61.232
64,South,2012,2017,1,0,-5,62.191
64,South,2013,2017,1,0,-4,61.256
64,South,2014,2017,1,0,-3,62.251
64,South,2015,2017,1,0,-2,61.98
64,South,2016,2017,1,0,-1,62.654
64,South,2017,2017,1,1,0,64.503
64,South,2018,2017,1,1,1,64.837
64,South,2019,2017,1,1,2,64.557
65,Central,2010,2017,1,0,-7,54.433
65,Central,2011,2017,1,0,-6,54.609
65,Central,2012,2017,1,0,-5,55.501
65,Central,2013,2017,1,0,-4,54.981
65,Central,2014,2017,1,0,-3,56.069
