person_id,birth_cohort,trend_group,reform,parental_schooling,schooling_years,log_wage
90,1942,stable_trend,0,12,11.0199,2.4746
91,1943,stable_trend,0,13,12.7332,2.66
92,1943,stable_trend,0,16,12.3276,2.7894
93,1943,stable_trend,0,9,10.8435,2.4238
94,1943,stable_trend,0,6,11.7887,2.4369
95,1943,stable_trend,0,6,10.7727,2.3469
96,1943,stable_trend,0,15,12.6083,2.4995
97,1943,stable_trend,0,9,11.7949,2.3284
98,1943,stable_trend,0,13,12.7026,2.5284
99,1943,stable_trend,0,6,10.7895,2.3809
100,1943,stable_trend,0,14,12.371,2.6205
101,1943,stable_trend,0,15,12.2775,2.7674
102,1943,stable_trend,0,10,11.9921,2.5453
103,1943,stable_trend,0,10,11.3644,2.3206
104,1943,stable_trend,0,12,11.3234,2.5749
105,1943,stable_trend,0,14,12.6118,2.5481
106,1943,stable_trend,0,7,11.4085,2.4553
107,1943,stable_trend,0,14,11.627,2.7005
108,1943,stable_trend,0,15,12.4163,2.6569
109,1944,stable_trend,0,11,10.5413,2.2085
110,1944,stable_trend,0,11,12.7317,2.5559
111,1944,stable_trend,0,16,12.7434,2.6336
112,1944,stable_trend,0,11,11.6196,2.4608
113,1944,stable_trend,0,15,11.4604,2.604
114,1944,stable_trend,0,12,11.9844,2.2531
115,1944,stable_trend,0,12,11.7131,2.5578
116,1944,stable_trend,0,14,11.4764,2.616
117,1944,stable_trend,0,15,11.5133,2.6306
118,1944,stable_trend,0,15,13.0547,2.6044
119,1944,stable_trend,0,6,11.4618,2.2861
120,1944,stable_trend,0,10,11.4543,2.3534
121,1944,stable_trend,0,9,11.862,2.4045
122,1944,stable_trend,0,10,11.1709,2.3413
123,1944,stable_trend,0,13,12.1792,2.5825
124,1944,stable_trend,0,7,10.1519,2.36
125,1944,stable_trend,0,7,11.0526,2.4884
126,1944,stable_trend,0,14,12.8453,2.4854
127,1945,stable_trend,0,6,11.9417,2.1541
128,1945,stable_trend,0,13,12.6222,2.6126
129,1945,stable_trend,0,12,12.2057,2.6277
130,1945,stable_trend,0,9,11.6754,2.7128
131,1945,stable_trend,0,15,13.2465,2.7266
132,1945,stable_trend,0,15,11.7851,2.501
133,1945,stable_trend,0,16,11.0865,2.622
134,1945,stable_trend,0,11,11.9729,2.3388
135,1945,stable_trend,0,8,12.4407,2.4448
136,1945,stable_trend,0,15,11.3673,2.4114
137,1945,stable_trend,0,15,12.5765,2.8998
138,1945,stable_trend,0,9,11.5307,2.6691
139,1945,stable_trend,0,7,10.5577,2.4763
140,1945,stable_trend,0,7,11.6529,2.5687
141,1945,stable_trend,0,8,12.5343,2.4754
142,1945,stable_trend,0,14,13.0514,2.6727
143,1945,stable_trend,0,10,12.2556,2.6459
144,1945,stable_trend,0,9,11.7349,2.5276
145,1946,stable_trend,0,15,11.6772,2.5886
146,1946,stable_trend,0,11,11.5384,2.6029
147,1946,stable_trend,0,12,12.1979,2.7039
148,1946,stable_trend,0,7,10.6185,2.7597
149,1946,stable_trend,0,9,11.0561,2.4446
150,1946,stable_trend,0,14,12.5754,2.65
151,1946,stable_trend,0,13,11.4039,2.6044
152,1946,stable_trend,0,9,11.7749,2.6687
153,1946,stable_trend,0,8,11.8392,2.4605
154,1946,stable_trend,0,16,12.0864,2.5746
155,1946,stable_trend,0,12,12.2653,2.6131
156,1946,stable_trend,0,16,13.5904,2.5982
157,1946,stable_trend,0,6,10.2093,2.206
158,1946,stable_trend,0,8,10.9012,2.4046
159,1946,stable_trend,0,14,12.205,2.5765
160,1946,stable_trend,0,6,11.03,2.2371
161,1946,stable_trend,0,13,12.5847,2.5134
162,1946,stable_trend,0,12,12.8807,2.6143
163,1947,stable_trend,1,6,11.4099,2.5288
164,1947,stable_trend,1,11,14.4204,2.6716
165,1947,stable_trend,1,11,14.3255,2.7332
166,1947,stable_trend,1,9,12.6428,2.4772
167,1947,stable_trend,1,8,12.9192,2.6631
168,1947,stable_trend,1,6,11.5431,2.1907
169,1947,stable_trend,1,12,12.892,2.6925
170,1947,stable_trend,1,9,12.5871,2.602
171,1947,stable_trend,1,9,13.3521,2.7509
172,1947,stable_trend,1,16,14.4616,2.7372
173,1947,stable_trend,1,6,12.4021,2.4196
174,1947,stable_trend,1,15,13.0592,2.6798
175,1947,stable_trend,1,8,12.5968,2.5366
176,1947,stable_trend,1,7,12.8452,2.349
177,1947,stable_trend,1,9,12.6184,2.7336
178,1947,stable_trend,1,11,13.5456,2.7245
179,1947,stable_trend,1,11,13.6722,2.4973
180,1947,stable_trend,1,11,13.082,2.6356
181,1948,stable_trend,1,9,12.0506,2.5878
182,1948,stable_trend,1,10,13.2782,2.501
183,1948,stable_trend,1,13,13.6954,2.937
184,1948,stable_trend,1,13,12.7106,2.6496
185,1948,stable_trend,1,15,13.4235,2.4809
186,1948,stable_trend,1,16,14.3455,2.8962
187,1948,stable_trend,1,7,12.8226,2.7784
188,1948,stable_trend,1,16,13.875,2.7909
189,1948,stable_trend,1,8,13.1774,2.5041
190,1948,stable_trend,1,14,12.6426,2.4728
191,1948,stable_trend,1,15,13.8814,2.809
192,1948,stable_trend,1,14,14.0041,2.5298
193,1948,stable_trend,1,7,13.737,2.547
194,1948,stable_trend,1,13,12.538,2.7006
195,1948,stable_trend,1,14,12.7929,2.9336
196,1948,stable_trend,1,6,12.9793,2.3971
197,1948,stable_trend,1,16,13.7561,2.8395
198,1948,stable_trend,1,13,13.6747,2.7094
199,1949,stable_trend,1,7,13.0052,2.7341
200,1949,stable_trend,1,6,11.735,2.5366
201,1949,stable_trend,1,9,13.0178,2.4798
202,1949,stable_trend,1,9,13.9851,2.7037
203,1949,stable_trend,1,13,14.4048,2.7194
204,1949,stable_trend,1,8,12.1668,2.6091
205,1949,stable_trend,1,14,13.7052,2.7746
206,1949,stable_trend,1,11,12.012,2.6358
207,1949,stable_trend,1,6,11.6809,2.2533
208,1949,stable_trend,1,14,13.9515,3.0971
209,1949,stable_trend,1,16,14.4828,2.7834
210,1949,stable_trend,1,9,12.8427,2.6462
211,1949,stable_trend,1,14,13.3998,2.7947
212,1949,stable_trend,1,16,13.3412,2.8058
213,1949,stable_trend,1,9,12.8532,2.7386
214,1949,stable_trend,1,7,12.0906,2.4374
215,1949,stable_trend,1,16,14.1385,2.8343
216,1949,stable_trend,1,14,13.5785,2.8804
217,1950,stable_trend,1,6,11.6701,2.4147
218,1950,stable_trend,1,12,13.0874,2.6812
219,1950,stable_trend,1,9,13.1041,2.6004
220,1950,stable_trend,1,15,14.0682,2.8657
221,1950,stable_trend,1,9,12.95,2.3503
222,1950,stable_trend,1,14,14.3017,2.8175
223,1950,stable_trend,1,9,12.3788,2.3595
224,1950,stable_trend,1,10,12.9822,2.8297
225,1950,stable_trend,1,11,13.0232,2.5923
226,1950,stable_trend,1,14,13.9751,2.8481
227,1950,stable_trend,1,14,13.067,2.7852
228,1950,stable_trend,1,16,12.5173,2.6132
229,1950,stable_trend,1,11,13.4063,2.5232
230,1950,stable_trend,1,16,14.4685,2.5885
231,1950,stable_trend,1,7,12.477,2.266
232,1950,stable_trend,1,16,12.8377,2.8598
233,1950,stable_trend,1,14,13.7912,2.7669
234,1950,stable_trend,1,10,12.7839,2.9
235,1951,stable_trend,1,12,13.4658,2.7933
236,1951,stable_trend,1,11,13.7086,2.5356
237,1951,stable_trend,1,14,14.3986,2.8932
238,1951,stable_trend,1,11,13.2477,2.7824
239,1951,stable_trend,1,16,14.5712,2.5942
240,1951,stable_trend,1,16,13.4172,2.7485
241,1951,stable_trend,1,8,12.5693,2.4884
242,1951,stable_trend,1,14,13.009,2.7053
243,1951,stable_trend,1,12,13.5103,2.9317
244,1951,stable_trend,1,9,12.5793,2.4325
245,1951,stable_trend,1,6,12.5262,2.4039
246,1951,stable_trend,1,14,14.4697,2.8119
247,1951,stable_trend,1,12,14.0221,2.7506
248,1951,stable_trend,1,13,13.3253,2.6552
249,1951,stable_trend,1,7,12.0729,2.5638
250,1951,stable_trend,1,7,12.24,2.4912
251,1951,stable_trend,1,13,14.3564,2.8927
252,1951,stable_trend,1,16,13.2246,2.6541
253,1952,stable_trend,1,6,12.1142,2.6802
254,1952,stable_trend,1,16,14.0735,2.7912
255,1952,stable_trend,1,12,12.7464,2.7517
256,1952,stable_trend,1,11,14.1267,2.6713
257,1952,stable_trend,1,8,12.1774,2.5502
258,1952,stable_trend,1,14,14.1799,2.9083
259,1952,stable_trend,1,10,12.9821,2.5276
260,1952,stable_trend,1,9,12.0447,2.3039
261,1952,stable_trend,1,14,13.3985,2.7537
262,1952,stable_trend,1,13,14.7695,2.8574
263,1952,stable_trend,1,16,15.0632,2.7942
264,1952,stable_trend,1,11,12.7209,2.5721
265,1952,stable_trend,1,7,13.0958,2.5948
266,1952,stable_trend,1,12,13.1994,2.5299
267,1952,stable_trend,1,15,13.8073,2.7447
268,1952,stable_trend,1,13,12.5874,2.5733
269,1952,stable_trend,1,7,12.9455,2.4547
270,1952,stable_trend,1,8,13.5899,2.3893
271,1953,stable_trend,1,16,15.1537,3.2558
272,1953,stable_trend,1,14,15.1413,2.9789
273,1953,stable_trend,1,11,12.9292,2.6627
274,1953,stable_trend,1,7,12.2324,2.3212
275,1953,stable_trend,1,7,12.3488,2.5507
276,1953,stable_trend,1,7,13.2844,2.6074
277,1953,stable_trend,1,12,13.0761,2.7663
278,1953,stable_trend,1,15,13.8659,2.7273
279,1953,stable_trend,1,10,13.3758,2.5867
280,1953,stable_trend,1,9,12.4986,2.3912
281,1953,stable_trend,1,8,12.7042,2.7256
282,1953,stable_trend,1,16,14.5754,2.8084
283,1953,stable_trend,1,8,12.3014,2.4814
284,1953,stable_trend,1,10,13.9009,2.6925
285,1953,stable_trend,1,15,13.2019,2.8328
286,1953,stable_trend,1,8,12.8628,2.6518
287,1953,stable_trend,1,16,14.9772,2.6432
288,1953,stable_trend,1,11,13.0366,2.4183
289,1954,stable_trend,1,11,12.9427,2.822
290,1954,stable_trend,1,10,12.0099,2.7039
291,1954,stable_trend,1,10,14.2496,2.6891
292,1954,stable_trend,1,15,14.536,3.0371
293,1954,stable_trend,1,6,13.6895,2.9183
294,1954,stable_trend,1,12,13.0901,2.7597
295,1954,stable_trend,1,6,12.0312,2.5517
296,1954,stable_trend,1,14,13.7793,2.7475
297,1954,stable_trend,1,13,13.4807,2.7519
298,1954,stable_trend,1,10,13.8153,2.7434
299,1954,stable_trend,1,6,12.7429,2.5466
300,1954,stable_trend,1,9,12.6506,2.6619
301,1954,stable_trend,1,14,13.6028,2.7186
302,1954,stable_trend,1,10,14.0397,2.6155
303,1954,stable_trend,1,6,13.3264,2.6161
304,1954,stable_trend,1,7,12.7644,2.3609
305,1954,stable_trend,1,12,14.7387,3.005
306,1954,stable_trend,1,12,13.4111,2.8309
307,1955,stable_trend,1,10,13.3657,2.6319
308,1955,stable_trend,1,16,15.4682,2.7556
309,1955,stable_trend,1,8,11.5543,2.3291
310,1955,stable_trend,1,9,14.2151,2.6711
311,1955,stable_trend,1,7,13.5495,2.825
312,1955,stable_trend,1,7,12.79,2.6479
313,1955,stable_trend,1,11,14.7272,2.5125
314,1955,stable_trend,1,9,14.9806,2.8373
315,1955,stable_trend,1,15,14.0252,2.8699
316,1955,stable_trend,1,9,13.6835,2.4002
317,1955,stable_trend,1,13,13.9537,2.8527
318,1955,stable_trend,1,10,14.4729,3.0048
319,1955,stable_trend,1,9,12.9724,2.6773
320,1955,stable_trend,1,15,15.2651,2.8898
321,1955,stable_trend,1,14,14.9414,2.8805
322,1955,stable_trend,1,12,12.8495,2.7254
323,1955,stable_trend,1,11,13.4565,2.7145
324,1955,stable_trend,1,9,13.6222,2.5521
325,1956,stable_trend,1,7,11.7989,2.6044
326,1956,stable_trend,1,8,12.5021,2.6084
327,1956,stable_trend,1,16,14.4548,2.8483
328,1956,stable_trend,1,15,15.3251,2.7583
329,1956,stable_trend,1,6,12.3587,2.3668
330,1956,stable_trend,1,14,14.583,3.025
331,1956,stable_trend,1,15,15.3583,3.0812
332,1956,stable_trend,1,6,11.3607,2.5588
333,1956,stable_trend,1,7,12.8717,2.6265
334,1956,stable_trend,1,8,12.2573,2.535
335,1956,stable_trend,1,8,12.5296,2.5263
336,1956,stable_trend,1,16,14.6687,2.9124
337,1956,stable_trend,1,11,13.1841,2.7118
338,1956,stable_trend,1,14,13.5373,2.9521
339,1956,stable_trend,1,6,14.117,2.7032
340,1956,stable_trend,1,11,12.2803,2.7335
341,1956,stable_trend,1,13,14.1689,2.8124
342,1956,stable_trend,1,7,13.487,2.6368
343,1957,stable_trend,1,7,13.3446,2.5409
344,1957,stable_trend,1,9,12.5528,2.6669
345,1957,stable_trend,1,16,15.0238,2.8223
346,1957,stable_trend,1,15,13.7086,2.7883
347,1957,stable_trend,1,10,12.5931,2.8229
348,1957,stable_trend,1,14,14.3147,2.934
349,1957,stable_trend,1,9,12.9109,2.7134
350,1957,stable_trend,1,15,14.6867,2.7294
351,1957,stable_trend,1,6,13.7623,2.6009
352,1957,stable_trend,1,13,13.931,2.7033
353,1957,stable_trend,1,13,13.57,2.558
354,1957,stable_trend,1,6,13.8237,2.6314
355,1957,stable_trend,1,16,14.5684,2.8581
356,1957,stable_trend,1,11,13.3121,2.6491
357,1957,stable_trend,1,7,12.5421,2.8269
358,1957,stable_trend,1,11,14.1772,2.7561
359,1957,stable_trend,1,14,14.9152,2.9082
360,1957,stable_trend,1,13,13.8093,2.8027
361,1938,rising_trend,0,16,11.5128,2.3786
362,1938,rising_trend,0,15,11.5497,2.1686
363,1938,rising_trend,0,6,10.6992,2.3109
364,1938,rising_trend,0,12,10.8374,2.3187
365,1938,rising_trend,0,15,12.446,2.8157
366,1938,rising_trend,0,13,11.8907,2.3121
367,1938,rising_trend,0,11,11.8401,2.6008
368,1938,rising_trend,0,16,12.021,2.4089
369,1938,rising_trend,0,7,11.1468,2.2653
370,1938,rising_trend,0,6,10.4067,2.4079
371,1938,rising_trend,0,12,11.6665,2.6157
372,1938,rising_trend,0,13,11.8631,2.3386
373,1938,rising_trend,0,13,11.8162,2.5756
374,1938,rising_trend,0,9,10.7262,2.2315
375,1938,rising_trend,0,9,11.1187,2.267
376,1938,rising_trend,0,14,11.2305,2.0288
377,1938,rising_trend,0,8,11.604,2.2046
378,1938,rising_trend,0,7,9.7594,2.1577
379,1939,rising_trend,0,9,11.6572,2.4536
380,1939,rising_trend,0,6,9.9366,2.2568
381,1939,rising_trend,0,11,11.3125,2.47
382,1939,rising_trend,0,9,11.4624,2.4624
383,1939,rising_trend,0,15,12.0485,2.5212
384,1939,rising_trend,0,12,11.6318,2.5347
385,1939,rising_trend,0,15,11.6098,2.2906
386,1939,rising_trend,0,8,11.1467,2.1826
387,1939,rising_trend,0,10,11.4658,2.2005
388,1939,rising_trend,0,13,10.9162,2.4879
389,1939,rising_trend,0,7,11.2219,2.2895
390,1939,rising_trend,0,14,13.1282,2.3917
391,1939,rising_trend,0,10,10.2943,2.3914
392,1939,rising_trend,0,11,10.8074,2.5011
393,1939,rising_trend,0,11,10.4166,2.1889
394,1939,rising_trend,0,7,10.6367,2.1646
395,1939,rising_trend,0,7,11.3221,2.3221
396,1939,rising_trend,0,16,13.1142,2.6092
397,1940,rising_trend,0,6,10.7961,1.9883
398,1940,rising_trend,0,8,9.4194,2.3139
399,1940,rising_trend,0,7,10.4451,2.3644
400,1940,rising_trend,0,12,12.0735,2.359
401,1940,rising_trend,0,10,11.348,2.2591
402,1940,rising_trend,0,11,11.1148,2.5798
403,1940,rising_trend,0,6,9.8537,1.9623
404,1940,rising_trend,0,13,12.2724,2.4447
405,1940,rising_trend,0,10,10.991,2.1977
406,1940,rising_trend,0,6,10.2421,2.0119
407,1940,rising_trend,0,13,11.9394,2.5514
408,1940,rising_trend,0,10,11.651,2.4782
409,1940,rising_trend,0,13,12.1341,2.619
410,1940,rising_trend,0,16,12.2316,2.3937
411,1940,rising_trend,0,12,11.4658,2.4605
412,1940,rising_trend,0,13,11.9603,2.4283
413,1940,rising_trend,0,7,10.0277,2.2003
414,1940,rising_trend,0,9,10.6314,2.3892
415,1941,rising_trend,0,11,9.941,2.3826
416,1941,rising_trend,0,14,11.639,2.3599
417,1941,rising_trend,0,16,12.2367,2.5516
418,1941,rising_trend,0,10,10.9201,2.3162
419,1941,rising_trend,0,16,12.4039,2.6046
420,1941,rising_trend,0,8,10.4076,1.9399
421,1941,rising_trend,0,7,11.881,2.3341
422,1941,rising_trend,0,16,13.1773,2.7119
423,1941,rising_trend,0,6,10.0748,2.1507
424,1941,rising_trend,0,8,10.4589,2.2996
425,1941,rising_trend,0,11,10.8395,2.2562
426,1941,rising_trend,0,15,12.5669,2.6651
427,1941,rising_trend,0,14,11.226,2.5747
428,1941,rising_trend,0,16,11.9329,2.4391
429,1941,rising_trend,0,15,11.6353,2.5503
430,1941,rising_trend,0,12,12.431,2.5859
431,1941,rising_trend,0,12,12.3889,2.3885
432,1941,rising_trend,0,7,11.1751,2.2986
433,1942,rising_trend,0,15,11.9301,2.4995
434,1942,rising_trend,0,14,12.2717,2.3689
435,1942,rising_trend,0,7,10.6711,2.2877
436,1942,rising_trend,0,7,11.9061,2.5051
437,1942,rising_trend,0,8,10.824,2.3692
438,1942,rising_trend,0,14,11.4168,2.5881
439,1942,rising_trend,0,9,10.7957,2.2993
440,1942,rising_trend,0,10,11.0463,2.3985
441,1942,rising_trend,0,6,10.9808,2.1268
442,1942,rising_trend,0,15,11.7388,2.596
443,1942,rising_trend,0,8,12.3279,2.306
444,1942,rising_trend,0,16,11.6963,2.4303
445,1942,rising_trend,0,16,11.9229,2.7015
446,1942,rising_trend,0,14,12.0897,2.6076
447,1942,rising_trend,0,9,10.8804,2.244
448,1942,rising_trend,0,14,13.6098,2.6029
449,1942,rising_trend,0,7,10.4091,2.1613
450,1942,rising_trend,0,14,11.6167,2.4019
451,1943,rising_trend,0,13,12.4493,2.5258
452,1943,rising_trend,0,16,12.96,2.5536
453,1943,rising_trend,0,9,11.7855,2.2386
454,1943,rising_trend,0,8,10.6821,2.3306
455,1943,rising_trend,0,15,13.3264,2.6661
456,1943,rising_trend,0,15,11.8128,2.3871
457,1943,rising_trend,0,10,10.2885,2.1854
458,1943,rising_trend,0,10,12.6833,2.4302
459,1943,rising_trend,0,16,10.7241,2.3544
460,1943,rising_trend,0,8,11.8822,2.4158
461,1943,rising_trend,0,6,12.1521,2.6849
462,1943,rising_trend,0,9,11.1414,2.368
463,1943,rising_trend,0,6,9.6062,2.0926
464,1943,rising_trend,0,12,12.4847,2.5597
465,1943,rising_trend,0,6,10.3006,2.2583
466,1943,rising_trend,0,15,11.5814,2.8159
467,1943,rising_trend,0,7,10.793,2.4795
468,1943,rising_trend,0,9,11.6565,2.4938
469,1944,rising_trend,0,6,10.2975,2.1461
470,1944,rising_trend,0,15,13.4749,2.3415
471,1944,rising_trend,0,6,10.2377,2.1538
472,1944,rising_trend,0,16,11.953,2.8937
473,1944,rising_trend,0,10,12.0092,2.5962
474,1944,rising_trend,0,9,10.4569,2.2432
475,1944,rising_trend,0,15,12.2921,2.7299
476,1944,rising_trend,0,9,11.5771,2.4552
477,1944,rising_trend,0,8,9.8947,2.1656
478,1944,rising_trend,0,16,12.3597,2.3733
479,1944,rising_trend,0,10,12.1717,2.4316
480,1944,rising_trend,0,14,11.3333,2.4273
481,1944,rising_trend,0,12,11.6671,2.6256
482,1944,rising_trend,0,7,11.1241,2.3331
483,1944,rising_trend,0,12,12.709,2.7233
484,1944,rising_trend,0,9,11.6831,2.3473
485,1944,rising_trend,0,9,11.3121,2.3125
486,1944,rising_trend,0,9,11.4957,2.4713
487,1945,rising_trend,0,10,11.9633,2.5541
488,1945,rising_trend,0,6,11.0717,2.3938
489,1945,rising_trend,0,10,11.2533,2.3918
490,1945,rising_trend,0,9,11.2425,2.4485
491,1945,rising_trend,0,13,12.1303,2.3235
492,1945,rising_trend,0,12,12.6136,2.4833
493,1945,rising_trend,0,8,10.5451,2.3988
494,1945,rising_trend,0,16,13.2897,2.7517
495,1945,rising_trend,0,6,10.3541,2.2117
496,1945,rising_trend,0,10,10.7763,2.308
497,1945,rising_trend,0,15,12.3713,2.3894
498,1945,rising_trend,0,11,13.39,2.8164
499,1945,rising_trend,0,7,10.2297,2.3891
500,1945,rising_trend,0,15,12.2257,2.6537
501,1945,rising_trend,0,12,11.7662,2.2754
502,1945,rising_trend,0,7,10.5243,2.2119
503,1945,rising_trend,0,16,13.4331,2.7427
504,1945,rising_trend,0,16,12.7674,2.6306
505,1946,rising_trend,1,15,12.6374,2.4879
506,1946,rising_trend,1,14,12.9312,2.721
507,1946,rising_trend,1,16,14.1094,2.6591
508,1946,rising_trend,1,9,12.2301,2.4749
509,1946,rising_trend,1,7,10.6268,2.3888
510,1946,rising_trend,1,8,12.1153,2.3236
511,1946,rising_trend,1,6,12.8578,2.5419
512,1946,rising_trend,1,8,12.0424,2.5891
513,1946,rising_trend,1,13,13.5373,2.548
514,1946,rising_trend,1,14,13.1014,2.5288
515,1946,rising_trend,1,8,11.4923,2.2523
516,1946,rising_trend,1,11,12.4208,2.6157
517,1946,rising_trend,1,11,12.4057,2.8269
518,1946,rising_trend,1,12,13.3971,2.6987
519,1946,rising_trend,1,8,13.3264,2.3901
520,1946,rising_trend,1,11,13.3737,2.3298
521,1946,rising_trend,1,6,12.2937,2.4823
522,1946,rising_trend,1,16,12.9284,2.461
523,1947,rising_trend,1,10,12.5776,2.413
524,1947,rising_trend,1,11,13.0576,2.5031
525,1947,rising_trend,1,6,11.5846,2.3823
526,1947,rising_trend,1,14,13.3737,2.639
527,1947,rising_trend,1,14,12.7541,2.737
528,1947,rising_trend,1,9,12.2287,2.5652
529,1947,rising_trend,1,15,14.7975,2.8311
530,1947,rising_trend,1,10,13.3482,2.8487
531,1947,rising_trend,1,15,12.1612,2.6485
532,1947,rising_trend,1,6,12.0698,2.584
533,1947,rising_trend,1,9,12.5062,2.7006
534,1947,rising_trend,1,15,13.0377,2.56
535,1947,rising_trend,1,8,12.4091,2.5777
536,1947,rising_trend,1,7,10.6567,2.2933
537,1947,rising_trend,1,10,12.4314,2.5576
538,1947,rising_trend,1,6,11.904,2.6685
539,1947,rising_trend,1,7,12.8413,2.508
540,1947,rising_trend,1,16,14.6154,2.9128
541,1948,rising_trend,1,7,12.5766,2.5319
542,1948,rising_trend,1,10,12.7441,2.5011
543,1948,rising_trend,1,6,11.7909,2.357
544,1948,rising_trend,1,14,14.5363,2.5717
545,1948,rising_trend,1,10,12.2322,2.7626
546,1948,rising_trend,1,15,14.4999,2.7781
547,1948,rising_trend,1,15,13.4323,2.5443
548,1948,rising_trend,1,14,14.1921,2.8565
549,1948,rising_trend,1,13,14.0969,2.6312
550,1948,rising_trend,1,6,11.9675,2.6418
551,1948,rising_trend,1,13,13.7258,2.8407
552,1948,rising_trend,1,11,12.7616,2.5821
553,1948,rising_trend,1,12,13.0834,2.6432
554,1948,rising_trend,1,16,14.2102,2.9156
555,1948,rising_trend,1,16,13.059,2.6285
556,1948,rising_trend,1,13,12.7681,2.6515
557,1948,rising_trend,1,9,12.5763,2.4172
558,1948,rising_trend,1,9,12.8771,2.7617
559,1949,rising_trend,1,13,12.8273,2.6545
560,1949,rising_trend,1,16,13.6673,2.7568
561,1949,rising_trend,1,16,14.1494,2.7123
