application_id,firm_id,firm_name,segment,signal_group,resume_quality,test_score,referral_signal,callback,true_gap,signal_label
24,1,firm_01,retail,0,1,0.3244335434857718,0,0,-0.12740496421002276,group_0
25,1,firm_01,retail,0,1,1.7266303016395323,0,0,-0.12740496421002276,group_0
26,1,firm_01,retail,1,1,0.7587888852930164,0,0,-0.12740496421002276,group_1
27,1,firm_01,retail,1,1,1.4724318535990277,0,0,-0.12740496421002276,group_1
28,1,firm_01,retail,1,1,1.5128597085504114,1,0,-0.12740496421002276,group_1
29,1,firm_01,retail,1,0,-2.5582897976098056,0,0,-0.12740496421002276,group_1
30,1,firm_01,retail,0,0,-0.2124435896516956,0,0,-0.12740496421002276,group_0
31,1,firm_01,retail,0,1,0.7353367911120849,0,0,-0.12740496421002276,group_0
32,1,firm_01,retail,0,0,0.3275871275508601,0,1,-0.12740496421002276,group_0
33,1,firm_01,retail,0,1,2.09852296347688,0,0,-0.12740496421002276,group_0
34,1,firm_01,retail,0,0,-0.1452580143705853,0,0,-0.12740496421002276,group_0
35,1,firm_01,retail,0,0,0.07614196777349612,0,0,-0.12740496421002276,group_0
36,1,firm_01,retail,1,1,1.3468737491743497,0,0,-0.12740496421002276,group_1
37,1,firm_01,retail,0,0,-0.08135101112069033,0,0,-0.12740496421002276,group_0
38,1,firm_01,retail,0,0,-1.0402946909469521,0,0,-0.12740496421002276,group_0
39,1,firm_01,retail,0,1,1.3253032200886634,0,0,-0.12740496421002276,group_0
40,1,firm_01,retail,0,1,0.47248987384248387,1,0,-0.12740496421002276,group_0
41,1,firm_01,retail,1,1,2.1132460175224232,0,1,-0.12740496421002276,group_1
42,1,firm_01,retail,1,1,0.1075899221746911,1,0,-0.12740496421002276,group_1
43,1,firm_01,retail,0,1,0.8103569801147975,0,0,-0.12740496421002276,group_0
44,1,firm_01,retail,0,1,1.6833382326231356,0,0,-0.12740496421002276,group_0
45,1,firm_01,retail,1,1,-0.5073937197293457,0,0,-0.12740496421002276,group_1
46,1,firm_01,retail,0,1,0.48080656377377984,1,1,-0.12740496421002276,group_0
47,1,firm_01,retail,1,0,-0.8098403928495207,0,0,-0.12740496421002276,group_1
48,1,firm_01,retail,0,1,0.7512222923060337,0,0,-0.12740496421002276,group_0
49,1,firm_01,retail,1,0,1.8335826862637097,0,0,-0.12740496421002276,group_1
50,1,firm_01,retail,0,1,-0.3534968985832991,0,0,-0.12740496421002276,group_0
51,1,firm_01,retail,0,1,-0.03881124279770187,0,0,-0.12740496421002276,group_0
52,1,firm_01,retail,0,0,0.380802294538099,0,0,-0.12740496421002276,group_0
53,1,firm_01,retail,1,1,0.9299792937481088,0,0,-0.12740496421002276,group_1
54,1,firm_01,retail,0,0,-0.35936813093886594,1,0,-0.12740496421002276,group_0
55,1,firm_01,retail,0,1,-0.730060508744715,1,0,-0.12740496421002276,group_0
56,1,firm_01,retail,0,0,2.026665297118499,0,0,-0.12740496421002276,group_0
57,1,firm_01,retail,1,1,0.25430872706177055,1,0,-0.12740496421002276,group_1
58,1,firm_01,retail,1,1,-0.9282666950101672,1,0,-0.12740496421002276,group_1
59,1,firm_01,retail,0,1,-0.40454593361340546,0,0,-0.12740496421002276,group_0
60,1,firm_01,retail,1,1,0.7755019270563603,0,1,-0.12740496421002276,group_1
61,1,firm_01,retail,1,1,-0.3306499766034144,0,0,-0.12740496421002276,group_1
62,1,firm_01,retail,1,1,-1.009564422446355,0,0,-0.12740496421002276,group_1
63,1,firm_01,retail,0,1,0.2421005609412092,0,0,-0.12740496421002276,group_0
64,1,firm_01,retail,0,1,0.24897110537997222,0,0,-0.12740496421002276,group_0
65,1,firm_01,retail,0,0,-0.860677025867555,1,0,-0.12740496421002276,group_0
66,1,firm_01,retail,1,0,-2.468997559745458,0,1,-0.12740496421002276,group_1
67,1,firm_01,retail,1,0,-1.943221212554321,0,0,-0.12740496421002276,group_1
68,1,firm_01,retail,0,1,-0.01334616045486764,1,0,-0.12740496421002276,group_0
69,1,firm_01,retail,0,1,-0.014993765148481886,0,0,-0.12740496421002276,group_0
70,1,firm_01,retail,0,1,-0.875872343007527,0,0,-0.12740496421002276,group_0
71,1,firm_01,retail,1,1,1.445631227311294,0,0,-0.12740496421002276,group_1
72,1,firm_01,retail,1,0,-0.398082729178352,0,0,-0.12740496421002276,group_1
73,1,firm_01,retail,1,0,1.1758983963694811,0,0,-0.12740496421002276,group_1
74,1,firm_01,retail,0,1,1.6350396375766014,0,1,-0.12740496421002276,group_0
75,1,firm_01,retail,1,0,-1.277512631219388,0,1,-0.12740496421002276,group_1
76,1,firm_01,retail,0,1,0.553218576834066,0,0,-0.12740496421002276,group_0
77,1,firm_01,retail,0,1,1.933139920584043,0,0,-0.12740496421002276,group_0
78,1,firm_01,retail,1,0,0.6779229622077897,0,0,-0.12740496421002276,group_1
79,1,firm_01,retail,0,0,-0.22421655935227744,0,0,-0.12740496421002276,group_0
80,1,firm_01,retail,0,0,0.030968114487536832,0,0,-0.12740496421002276,group_0
81,1,firm_01,retail,0,1,-0.0651148199554214,0,0,-0.12740496421002276,group_0
82,1,firm_01,retail,0,0,-0.44730512576952797,0,0,-0.12740496421002276,group_0
83,1,firm_01,retail,0,0,-1.1472423689722835,0,0,-0.12740496421002276,group_0
84,1,firm_01,retail,0,0,-0.63481003964876,0,0,-0.12740496421002276,group_0
85,1,firm_01,retail,0,1,-1.8380189348479135,0,0,-0.12740496421002276,group_0
86,1,firm_01,retail,0,1,0.4181742238889452,0,0,-0.12740496421002276,group_0
87,1,firm_01,retail,1,1,0.4392120982410408,0,0,-0.12740496421002276,group_1
88,1,firm_01,retail,1,0,1.6720985941546103,0,0,-0.12740496421002276,group_1
89,1,firm_01,retail,0,1,-0.9326825404089014,0,0,-0.12740496421002276,group_0
90,1,firm_01,retail,1,1,-0.37657479498762697,0,0,-0.12740496421002276,group_1
91,1,firm_01,retail,1,1,0.9366689084781715,0,0,-0.12740496421002276,group_1
92,1,firm_01,retail,0,0,0.06440916616042298,0,0,-0.12740496421002276,group_0
93,1,firm_01,retail,1,0,0.11586075643295965,0,0,-0.12740496421002276,group_1
94,1,firm_01,retail,1,0,2.7236093590588135,0,0,-0.12740496421002276,group_1
95,1,firm_01,retail,1,0,0.17588235413238307,0,0,-0.12740496421002276,group_1
96,1,firm_01,retail,1,0,-1.1293611349285608,0,0,-0.12740496421002276,group_1
97,1,firm_01,retail,0,1,0.2768362098793329,0,0,-0.12740496421002276,group_0
98,1,firm_01,retail,1,0,0.6023907041849037,0,0,-0.12740496421002276,group_1
99,1,firm_01,retail,0,0,-0.5176581117886108,1,0,-0.12740496421002276,group_0
100,1,firm_01,retail,1,0,0.5669409751304604,0,0,-0.12740496421002276,group_1
101,1,firm_01,retail,0,0,-0.5483605803025732,0,0,-0.12740496421002276,group_0
102,1,firm_01,retail,1,1,0.4141982501900851,0,0,-0.12740496421002276,group_1
103,1,firm_01,retail,1,1,0.8798860179316126,0,0,-0.12740496421002276,group_1
104,1,firm_01,retail,0,1,1.3630091186312177,1,0,-0.12740496421002276,group_0
105,1,firm_01,retail,1,1,0.328914507757355,0,0,-0.12740496421002276,group_1
106,1,firm_01,retail,1,0,0.5635418141278096,0,0,-0.12740496421002276,group_1
107,1,firm_01,retail,1,0,-0.40675338818068085,0,0,-0.12740496421002276,group_1
108,2,firm_02,retail,0,1,0.24892047842807694,0,0,-0.0772210938550002,group_0
109,2,firm_02,retail,0,0,-0.552896979372289,0,0,-0.0772210938550002,group_0
110,2,firm_02,retail,0,0,0.2608493257041011,0,0,-0.0772210938550002,group_0
111,2,firm_02,retail,1,1,0.6076052972882767,0,0,-0.0772210938550002,group_1
112,2,firm_02,retail,1,1,1.8274426327890108,0,0,-0.0772210938550002,group_1
113,2,firm_02,retail,1,0,1.054439634593441,0,0,-0.0772210938550002,group_1
114,2,firm_02,retail,1,0,-0.1336274218022781,0,0,-0.0772210938550002,group_1
115,2,firm_02,retail,0,1,1.7782552134281455,0,0,-0.0772210938550002,group_0
116,2,firm_02,retail,0,1,0.9403142330564678,0,1,-0.0772210938550002,group_0
117,2,firm_02,retail,0,1,-0.7711387078259475,0,1,-0.0772210938550002,group_0
118,2,firm_02,retail,1,1,1.2663471910434805,0,0,-0.0772210938550002,group_1
119,2,firm_02,retail,1,0,0.8964469584865736,0,0,-0.0772210938550002,group_1
120,2,firm_02,retail,1,1,-0.6568723468248681,0,1,-0.0772210938550002,group_1
121,2,firm_02,retail,0,0,0.3723408078708549,1,0,-0.0772210938550002,group_0
122,2,firm_02,retail,0,0,-0.1265632321926958,0,0,-0.0772210938550002,group_0
123,2,firm_02,retail,1,0,0.6280294473271327,1,1,-0.0772210938550002,group_1
124,2,firm_02,retail,1,1,1.4303991412654782,0,1,-0.0772210938550002,group_1
125,2,firm_02,retail,1,0,-0.1892511863366347,0,0,-0.0772210938550002,group_1
126,2,firm_02,retail,1,1,2.3811665098941543,0,0,-0.0772210938550002,group_1
127,2,firm_02,retail,1,0,1.5539847415888528,0,1,-0.0772210938550002,group_1
128,2,firm_02,retail,1,0,-1.8011618399560083,0,0,-0.0772210938550002,group_1
129,2,firm_02,retail,0,1,1.8559861007601661,1,1,-0.0772210938550002,group_0
130,2,firm_02,retail,0,0,-0.5900535773397386,1,0,-0.0772210938550002,group_0
131,2,firm_02,retail,0,1,1.8912749451667659,0,1,-0.0772210938550002,group_0
132,2,firm_02,retail,1,1,-0.12561439076818676,1,1,-0.0772210938550002,group_1
133,2,firm_02,retail,0,0,-3.1411660500510235,0,0,-0.0772210938550002,group_0
134,2,firm_02,retail,1,0,0.753981701342763,0,0,-0.0772210938550002,group_1
135,2,firm_02,retail,0,0,1.213364353147261,0,0,-0.0772210938550002,group_0
136,2,firm_02,retail,0,0,0.5087076475634332,0,0,-0.0772210938550002,group_0
137,2,firm_02,retail,1,0,-0.6011821692921289,1,0,-0.0772210938550002,group_1
138,2,firm_02,retail,1,1,-1.1320394724398621,0,0,-0.0772210938550002,group_1
139,2,firm_02,retail,0,0,0.25193264691300044,0,0,-0.0772210938550002,group_0
140,2,firm_02,retail,0,0,-0.0457723971592703,1,1,-0.0772210938550002,group_0
141,2,firm_02,retail,1,1,0.6816713217712829,1,0,-0.0772210938550002,group_1
142,2,firm_02,retail,1,1,1.890226781533689,0,0,-0.0772210938550002,group_1
143,2,firm_02,retail,1,0,0.08875778564117688,1,0,-0.0772210938550002,group_1
144,2,firm_02,retail,1,0,0.43882742604825187,0,1,-0.0772210938550002,group_1
145,2,firm_02,retail,0,1,1.1648429493031567,1,0,-0.0772210938550002,group_0
146,2,firm_02,retail,0,1,0.286250732459731,0,0,-0.0772210938550002,group_0
147,2,firm_02,retail,0,1,1.0866988430191291,0,0,-0.0772210938550002,group_0
148,2,firm_02,retail,0,0,0.2523377410803249,1,1,-0.0772210938550002,group_0
149,2,firm_02,retail,1,1,-0.12002075565949105,1,0,-0.0772210938550002,group_1
150,2,firm_02,retail,1,1,2.2063767320384513,0,0,-0.0772210938550002,group_1
151,2,firm_02,retail,1,0,-0.208998607331736,1,0,-0.0772210938550002,group_1
152,2,firm_02,retail,0,1,0.9989964052576268,0,0,-0.0772210938550002,group_0
153,2,firm_02,retail,1,1,0.5769618287030436,0,0,-0.0772210938550002,group_1
154,2,firm_02,retail,1,1,0.9985887123633006,0,0,-0.0772210938550002,group_1
155,2,firm_02,retail,1,1,0.9073085243492935,0,1,-0.0772210938550002,group_1
156,2,firm_02,retail,1,1,-0.31348186771722036,0,1,-0.0772210938550002,group_1
157,2,firm_02,retail,0,0,-0.4614737129468355,0,1,-0.0772210938550002,group_0
158,2,firm_02,retail,0,0,1.6458645352570755,0,0,-0.0772210938550002,group_0
159,2,firm_02,retail,1,0,-0.4715864255899298,0,0,-0.0772210938550002,group_1
160,2,firm_02,retail,1,0,-1.4618053061409833,0,0,-0.0772210938550002,group_1
161,2,firm_02,retail,1,0,-0.22403914413802115,0,0,-0.0772210938550002,group_1
162,2,firm_02,retail,1,0,-0.8805784246164086,1,0,-0.0772210938550002,group_1
163,2,firm_02,retail,1,1,-0.8012315771714351,0,0,-0.0772210938550002,group_1
164,2,firm_02,retail,1,0,-1.082947986649508,0,0,-0.0772210938550002,group_1
165,2,firm_02,retail,1,0,-0.6866041583663359,1,0,-0.0772210938550002,group_1
166,2,firm_02,retail,1,0,0.06557819766331473,0,1,-0.0772210938550002,group_1
167,2,firm_02,retail,1,0,-0.6007685238978792,1,0,-0.0772210938550002,group_1
168,2,firm_02,retail,0,1,-0.43707937432280847,0,0,-0.0772210938550002,group_0
169,2,firm_02,retail,1,1,-0.13182080286482073,1,0,-0.0772210938550002,group_1
170,2,firm_02,retail,1,1,2.510850673140262,0,1,-0.0772210938550002,group_1
171,2,firm_02,retail,0,1,0.986390395133941,0,0,-0.0772210938550002,group_0
172,2,firm_02,retail,0,1,-0.009422631906301271,1,0,-0.0772210938550002,group_0
173,2,firm_02,retail,0,0,-0.2929721545444193,0,0,-0.0772210938550002,group_0
174,2,firm_02,retail,1,1,0.1336132548138868,0,0,-0.0772210938550002,group_1
175,2,firm_02,retail,1,1,0.9418584082197188,0,0,-0.0772210938550002,group_1
176,2,firm_02,retail,0,1,-0.06799261692133801,0,0,-0.0772210938550002,group_0
177,2,firm_02,retail,1,1,0.556414210480013,0,0,-0.0772210938550002,group_1
178,2,firm_02,retail,0,0,-1.1392979136618582,0,1,-0.0772210938550002,group_0
179,2,firm_02,retail,0,0,-1.4101368557746279,0,0,-0.0772210938550002,group_0
180,2,firm_02,retail,1,1,1.8985571890125166,0,0,-0.0772210938550002,group_1
181,2,firm_02,retail,1,0,1.0305481386311415,0,0,-0.0772210938550002,group_1
182,2,firm_02,retail,1,1,-1.6255928545510538,0,0,-0.0772210938550002,group_1
183,2,firm_02,retail,0,1,-1.077398164225352,0,0,-0.0772210938550002,group_0
184,2,firm_02,retail,0,0,-0.07226218497937373,0,0,-0.0772210938550002,group_0
185,2,firm_02,retail,0,0,0.5378515942180987,0,0,-0.0772210938550002,group_0
186,2,firm_02,retail,0,0,-2.9478345502931127,0,0,-0.0772210938550002,group_0
187,2,firm_02,retail,0,1,-0.7485777542351388,1,1,-0.0772210938550002,group_0
188,2,firm_02,retail,1,0,0.3987878179455329,0,0,-0.0772210938550002,group_1
189,2,firm_02,retail,0,0,-0.23420638142537517,1,0,-0.0772210938550002,group_0
190,2,firm_02,retail,0,1,-0.2231185642102636,1,0,-0.0772210938550002,group_0
191,2,firm_02,retail,1,0,-0.49191017205633575,0,0,-0.0772210938550002,group_1
192,2,firm_02,retail,1,0,0.2862100744750041,1,0,-0.0772210938550002,group_1
193,2,firm_02,retail,0,0,1.0410511088983445,0,0,-0.0772210938550002,group_0
194,2,firm_02,retail,1,1,2.162103208580586,0,1,-0.0772210938550002,group_1
195,2,firm_02,retail,0,0,1.1929466579678596,0,0,-0.0772210938550002,group_0
196,2,firm_02,retail,0,0,0.44303314701623564,1,0,-0.0772210938550002,group_0
197,2,firm_02,retail,1,1,-0.37835660311647373,0,0,-0.0772210938550002,group_1
198,2,firm_02,retail,1,1,0.17655416225701298,0,1,-0.0772210938550002,group_1
199,2,firm_02,retail,0,1,-0.12234396375289242,1,0,-0.0772210938550002,group_0
200,2,firm_02,retail,1,0,0.36121391852807455,0,1,-0.0772210938550002,group_1
201,2,firm_02,retail,0,0,1.7177015104827638,0,0,-0.0772210938550002,group_0
202,2,firm_02,retail,1,0,0.9878247814882133,0,0,-0.0772210938550002,group_1
203,2,firm_02,retail,1,1,0.888474110107859,0,0,-0.0772210938550002,group_1
204,2,firm_02,retail,0,1,-0.7354336233973076,0,0,-0.0772210938550002,group_0
205,2,firm_02,retail,0,1,0.5038829071299544,0,0,-0.0772210938550002,group_0
206,2,firm_02,retail,1,1,1.4370132447281214,1,0,-0.0772210938550002,group_1
207,2,firm_02,retail,1,1,0.6675092922054389,0,0,-0.0772210938550002,group_1
208,2,firm_02,retail,1,1,1.9080187134765525,0,0,-0.0772210938550002,group_1
209,2,firm_02,retail,0,1,-0.48140632519029875,1,0,-0.0772210938550002,group_0
210,2,firm_02,retail,0,0,0.2601749499547692,0,0,-0.0772210938550002,group_0
211,2,firm_02,retail,1,0,0.5030387784980785,0,0,-0.0772210938550002,group_1
212,2,firm_02,retail,1,0,-0.08540102691645916,0,0,-0.0772210938550002,group_1
213,2,firm_02,retail,1,1,0.345361281096496,0,0,-0.0772210938550002,group_1
214,2,firm_02,retail,0,1,-0.2695082310877796,0,1,-0.0772210938550002,group_0
215,2,firm_02,retail,1,1,0.35082229313426183,0,0,-0.0772210938550002,group_1
216,2,firm_02,retail,1,0,-0.5861426424239102,0,0,-0.0772210938550002,group_1
217,2,firm_02,retail,1,0,1.7877757629634687,0,0,-0.0772210938550002,group_1
218,3,firm_03,retail,1,0,-1.3498944102663817,1,0,-0.07026967047255883,group_1
219,3,firm_03,retail,1,0,-1.079629429798005,1,0,-0.07026967047255883,group_1
220,3,firm_03,retail,1,0,-2.3685551963602607,0,0,-0.07026967047255883,group_1
221,3,firm_03,retail,1,0,1.3981146608715995,0,0,-0.07026967047255883,group_1
222,3,firm_03,retail,0,1,2.567524362339289,0,0,-0.07026967047255883,group_0
223,3,firm_03,retail,0,0,0.7161617150916809,1,0,-0.07026967047255883,group_0
224,3,firm_03,retail,0,1,0.03179801294475482,0,0,-0.07026967047255883,group_0
225,3,firm_03,retail,0,0,0.9020273403593561,0,0,-0.07026967047255883,group_0
226,3,firm_03,retail,0,0,0.12021254036854517,0,0,-0.07026967047255883,group_0
227,3,firm_03,retail,1,0,0.4682529819652564,0,0,-0.07026967047255883,group_1
228,3,firm_03,retail,0,0,-0.36312733728444474,1,0,-0.07026967047255883,group_0
229,3,firm_03,retail,0,0,-1.7137606803641001,0,1,-0.07026967047255883,group_0
230,3,firm_03,retail,0,1,0.1125754113594174,0,0,-0.07026967047255883,group_0
231,3,firm_03,retail,0,0,-0.7162869175673194,1,0,-0.07026967047255883,group_0
232,3,firm_03,retail,0,0,1.6563265337025002,0,0,-0.07026967047255883,group_0
233,3,firm_03,retail,0,0,0.6639701035527644,0,0,-0.07026967047255883,group_0
234,3,firm_03,retail,1,0,2.430055640178711,0,0,-0.07026967047255883,group_1
235,3,firm_03,retail,1,1,0.42198680833480523,0,0,-0.07026967047255883,group_1
236,3,firm_03,retail,0,1,1.5167379602037996,0,1,-0.07026967047255883,group_0
237,3,firm_03,retail,0,1,-0.5116495147638049,0,0,-0.07026967047255883,group_0
238,3,firm_03,retail,1,0,-0.49781522871392236,0,1,-0.07026967047255883,group_1
239,3,firm_03,retail,0,0,2.2044274396058063,0,0,-0.07026967047255883,group_0
240,3,firm_03,retail,1,1,0.2365177407668429,0,0,-0.07026967047255883,group_1
241,3,firm_03,retail,1,0,0.37361972800219634,0,0,-0.07026967047255883,group_1
242,3,firm_03,retail,1,1,-0.21901469991361183,0,0,-0.07026967047255883,group_1
243,3,firm_03,retail,1,0,0.427931892611771,1,0,-0.07026967047255883,group_1
244,3,firm_03,retail,1,0,1.6294616302759586,0,0,-0.07026967047255883,group_1
245,3,firm_03,retail,1,1,0.6438801424676289,0,0,-0.07026967047255883,group_1
246,3,firm_03,retail,0,1,0.37647977733011995,1,0,-0.07026967047255883,group_0
247,3,firm_03,retail,0,0,-0.9481589059424594,1,0,-0.07026967047255883,group_0
248,3,firm_03,retail,1,0,-0.5156350842563322,0,0,-0.07026967047255883,group_1
249,3,firm_03,retail,1,1,-1.0252980640333638,0,0,-0.07026967047255883,group_1
250,3,firm_03,retail,1,1,0.6409391525385192,0,1,-0.07026967047255883,group_1
251,3,firm_03,retail,0,1,-1.149422459028143,0,0,-0.07026967047255883,group_0
252,3,firm_03,retail,1,1,0.5455280032910999,0,0,-0.07026967047255883,group_1
253,3,firm_03,retail,0,0,-0.735891256434341,0,0,-0.07026967047255883,group_0
254,3,firm_03,retail,0,0,0.10666559173762741,0,0,-0.07026967047255883,group_0
255,3,firm_03,retail,1,0,-0.7225919754430213,0,0,-0.07026967047255883,group_1
256,3,firm_03,retail,1,0,-0.3807565820664608,0,0,-0.07026967047255883,group_1
257,3,firm_03,retail,1,0,-0.8916074450785386,1,0,-0.07026967047255883,group_1
258,3,firm_03,retail,1,1,0.18094917061116017,1,1,-0.07026967047255883,group_1
259,3,firm_03,retail,0,0,-1.0983098383852583,1,1,-0.07026967047255883,group_0
260,3,firm_03,retail,1,1,1.6703361098005478,0,0,-0.07026967047255883,group_1
261,3,firm_03,retail,1,1,0.16483019956776462,0,0,-0.07026967047255883,group_1
262,3,firm_03,retail,1,0,0.7104949102733097,1,0,-0.07026967047255883,group_1
263,3,firm_03,retail,0,0,0.03095697132246139,0,1,-0.07026967047255883,group_0
264,3,firm_03,retail,1,1,2.299075066279644,0,0,-0.07026967047255883,group_1
265,3,firm_03,retail,1,0,-0.269609335699206,0,0,-0.07026967047255883,group_1
266,3,firm_03,retail,0,1,1.9782557836850871,1,0,-0.07026967047255883,group_0
267,3,firm_03,retail,1,0,1.0550923228849585,0,0,-0.07026967047255883,group_1
268,3,firm_03,retail,1,1,1.341921562893545,0,0,-0.07026967047255883,group_1
269,3,firm_03,retail,1,0,-1.8166983293386478,0,1,-0.07026967047255883,group_1
270,3,firm_03,retail,1,0,-0.43097760064908525,0,0,-0.07026967047255883,group_1
271,3,firm_03,retail,1,0,-0.7201162963123391,0,0,-0.07026967047255883,group_1
272,3,firm_03,retail,0,1,1.9457842065749194,0,0,-0.07026967047255883,group_0
273,3,firm_03,retail,0,0,0.9415679801063132,1,0,-0.07026967047255883,group_0
274,3,firm_03,retail,1,0,0.7405718879564601,0,0,-0.07026967047255883,group_1
275,3,firm_03,retail,1,0,-1.9416384582737132,0,0,-0.07026967047255883,group_1
276,3,firm_03,retail,1,0,-0.6157715540735952,0,1,-0.07026967047255883,group_1
277,3,firm_03,retail,1,1,-0.6711552602209623,0,0,-0.07026967047255883,group_1
278,3,firm_03,retail,1,1,-1.0197754619236257,0,1,-0.07026967047255883,group_1
279,3,firm_03,retail,0,0,1.3389609718957032,0,0,-0.07026967047255883,group_0
280,3,firm_03,retail,1,1,1.5543152725974212,0,0,-0.07026967047255883,group_1
281,3,firm_03,retail,1,0,0.28031771751378415,0,0,-0.07026967047255883,group_1
282,3,firm_03,retail,0,1,1.0516153767288605,0,0,-0.07026967047255883,group_0
283,3,firm_03,retail,1,1,-0.1507622408290788,0,0,-0.07026967047255883,group_1
284,3,firm_03,retail,1,0,2.625137127116022,0,0,-0.07026967047255883,group_1
285,3,firm_03,retail,1,0,-1.4333328422550529,0,0,-0.07026967047255883,group_1
286,3,firm_03,retail,1,1,0.4057275462213223,0,0,-0.07026967047255883,group_1
287,3,firm_03,retail,1,0,-0.7392187733601341,0,0,-0.07026967047255883,group_1
288,3,firm_03,retail,0,0,2.5209985096426255,0,0,-0.07026967047255883,group_0
289,3,firm_03,retail,1,0,0.15345639322029073,0,0,-0.07026967047255883,group_1
290,3,firm_03,retail,1,1,0.4527391205826932,1,1,-0.07026967047255883,group_1
291,3,firm_03,retail,0,1,0.940603570020986,1,0,-0.07026967047255883,group_0
292,3,firm_03,retail,1,0,0.3927574860187668,0,0,-0.07026967047255883,group_1
293,3,firm_03,retail,0,1,0.6947945129776798,0,0,-0.07026967047255883,group_0
294,3,firm_03,retail,1,1,-0.25379583665798805,0,0,-0.07026967047255883,group_1
295,3,firm_03,retail,0,1,0.5788845505121879,0,1,-0.07026967047255883,group_0
296,3,firm_03,retail,1,0,0.004872223325347537,0,0,-0.07026967047255883,group_1
297,3,firm_03,retail,0,0,1.0259717129396766,1,0,-0.07026967047255883,group_0
298,3,firm_03,retail,1,1,1.6930920194354768,0,0,-0.07026967047255883,group_1
299,3,firm_03,retail,1,1,0.8953125986329574,0,1,-0.07026967047255883,group_1
300,3,firm_03,retail,0,0,0.9880198148459368,0,0,-0.07026967047255883,group_0
301,3,firm_03,retail,1,1,0.06947901110149624,0,0,-0.07026967047255883,group_1
302,3,firm_03,retail,0,1,2.5774177907735454,0,1,-0.07026967047255883,group_0
303,3,firm_03,retail,1,0,-0.09971973084988574,0,0,-0.07026967047255883,group_1
304,3,firm_03,retail,0,0,-0.21657911784629588,0,0,-0.07026967047255883,group_0
305,3,firm_03,retail,1,0,-0.5813117186317189,0,0,-0.07026967047255883,group_1
306,3,firm_03,retail,1,1,1.1567268700173323,0,0,-0.07026967047255883,group_1
307,4,firm_04,retail,1,0,0.9160895287192757,0,0,-0.21083700471934408,group_1
308,4,firm_04,retail,1,0,-0.3441698962521409,0,0,-0.21083700471934408,group_1
309,4,firm_04,retail,1,0,0.7629174071519554,0,1,-0.21083700471934408,group_1
310,4,firm_04,retail,1,0,0.6559614908295215,0,0,-0.21083700471934408,group_1
311,4,firm_04,retail,0,1,-1.348813520428013,0,0,-0.21083700471934408,group_0
312,4,firm_04,retail,1,0,1.7688154989246319,0,0,-0.21083700471934408,group_1
313,4,firm_04,retail,1,0,-0.6252947066805481,0,0,-0.21083700471934408,group_1
314,4,firm_04,retail,0,1,-0.24037093345507027,0,0,-0.21083700471934408,group_0
315,4,firm_04,retail,1,0,-1.1362720008354015,0,0,-0.21083700471934408,group_1
316,4,firm_04,retail,0,0,-1.7415005824647718,0,0,-0.21083700471934408,group_0
317,4,firm_04,retail,1,0,0.19488711759602773,0,0,-0.21083700471934408,group_1
318,4,firm_04,retail,0,1,-0.03331570667513378,0,1,-0.21083700471934408,group_0
319,4,firm_04,retail,0,0,-0.3190882398714893,0,0,-0.21083700471934408,group_0
320,4,firm_04,retail,1,0,0.714207422638668,1,0,-0.21083700471934408,group_1
321,4,firm_04,retail,0,1,-0.4073018047006786,0,0,-0.21083700471934408,group_0
