person_id,period,age,schooling_years,experience_years,tuition,wage_offer,choose_school,work,observed_wage,synthetic_ability,true_school_probability
35,0,18,11.0,0.0,5007.29,27657.71,1,0,,0.26846,0.68153
36,0,18,12.0,1.0,5014.59,27770.92,0,1,27653.67,0.9132,0.61725
37,0,18,12.0,1.0,3846.87,32121.39,0,1,32988.38,1.6385,0.71829
38,0,18,11.0,1.0,3995.02,30823.89,1,0,,0.76558,0.70939
39,0,18,12.0,0.0,5023.61,25861.18,1,0,,-0.66425,0.51817
40,0,18,11.0,0.0,5626.17,23374.08,0,1,21598.35,-0.25371,0.62487
41,0,18,10.0,0.0,3995.1,21179.13,1,0,,-1.07081,0.70631
42,0,18,10.0,1.0,3525.7,20606.68,0,1,18765.11,0.78361,0.82424
43,0,18,12.0,0.0,3865.4,25056.85,1,0,,1.72075,0.78975
44,0,18,11.0,0.0,3425.8,30912.52,0,1,32323.45,0.89052,0.78197
45,0,18,10.0,0.0,4747.03,21919.41,1,0,,-0.64729,0.70809
46,0,18,10.0,1.0,3917.62,25382.42,1,0,,1.07895,0.81402
47,0,18,12.0,0.0,3620.41,21248.32,0,1,22142.93,-1.05205,0.57409
48,0,18,12.0,1.0,5080.62,22106.91,0,1,22636.53,-1.52165,0.39353
49,0,18,12.0,0.0,5171.89,24879.13,0,1,24313.77,-0.36274,0.5476
50,0,18,12.0,0.0,3897.94,27496.64,1,0,,0.79331,0.70606
51,0,18,11.0,0.0,3754.3,20641.23,1,0,,-0.20065,0.72617
52,0,18,12.0,0.0,3298.71,25043.01,0,1,24713.67,-0.41581,0.63175
53,0,18,12.0,0.0,3866.44,27025.74,0,1,26496.56,0.80217,0.71009
54,0,18,12.0,0.0,4113.99,24855.68,1,0,,-0.4401,0.59161
55,0,18,12.0,1.0,3752.07,27794.67,1,0,,0.12476,0.59839
56,0,18,11.0,0.0,3811.1,17742.58,0,1,19492.02,-1.07473,0.66375
57,0,18,11.0,0.0,4921.45,25284.47,0,1,25806.06,1.52786,0.79515
58,0,18,12.0,0.0,3033.18,21822.44,1,0,,-0.79602,0.62454
59,0,18,11.0,0.0,5430.68,25396.69,1,0,,-0.30871,0.61789
60,0,18,10.0,1.0,4952.4,25693.0,1,0,,0.33204,0.72091
61,0,18,10.0,1.0,3779.52,27064.07,1,0,,1.66443,0.84743
62,0,18,12.0,0.0,5512.67,25542.02,1,0,,0.49932,0.61549
63,0,18,12.0,0.0,4796.38,19615.94,1,0,,-1.05888,0.52609
64,0,18,11.0,0.0,3831.26,19187.24,1,0,,-0.87917,0.67153
65,0,18,12.0,0.0,3595.18,30754.85,1,0,,1.28041,0.74647
66,0,18,10.0,0.0,5353.11,19963.72,1,0,,-0.94991,0.66579
67,0,18,12.0,0.0,5043.63,26159.69,0,1,25645.45,-0.6591,0.51614
68,0,18,10.0,0.0,5035.38,19789.44,1,0,,-0.79711,0.69461
69,0,18,12.0,0.0,3487.26,33465.13,1,0,,1.5026,0.7592
70,0,18,12.0,0.0,4830.26,29015.66,1,0,,0.5998,0.64084
71,0,18,11.0,0.0,5134.54,30904.75,1,0,,2.97399,0.85944
72,0,18,12.0,0.0,4061.29,24348.68,0,1,23510.48,-0.75009,0.5652
73,0,18,12.0,0.0,5365.22,19847.67,1,0,,-2.35016,0.36398
74,0,18,12.0,0.0,4919.3,26463.85,0,1,26215.44,0.37292,0.62634
75,0,18,10.0,0.0,5330.36,22340.43,1,0,,0.53477,0.77824
76,0,18,10.0,0.0,3346.86,20904.79,1,0,,-0.9665,0.74234
77,0,18,11.0,0.0,4040.22,19725.22,1,0,,-0.54628,0.68953
78,0,18,10.0,0.0,3615.3,20880.95,1,0,,0.43903,0.83138
79,0,18,12.0,0.0,3803.68,22581.28,1,0,,-0.27391,0.63535
80,0,18,11.0,0.0,3900.61,22915.72,1,0,,0.12496,0.736
81,0,18,12.0,0.0,5237.78,25587.22,0,1,24273.21,0.85979,0.66281
82,0,18,12.0,0.0,4879.23,24643.97,1,0,,-1.18922,0.47692
83,0,18,11.0,0.0,4900.37,27916.99,1,0,,1.11836,0.75658
84,0,18,12.0,0.0,5011.68,46189.05,0,1,44613.57,2.54043,0.75065
85,0,18,11.0,0.0,4962.71,27476.74,1,0,,1.12544,0.75644
86,0,18,12.0,0.0,5081.16,30876.47,1,0,,-0.11537,0.54841
87,0,18,11.0,0.0,4701.18,22536.22,1,0,,-0.36673,0.66102
88,0,18,10.0,0.0,5023.94,20640.29,1,0,,0.31988,0.78075
89,0,18,11.0,1.0,3764.63,29870.96,0,1,30065.5,1.16751,0.75484
90,0,18,12.0,1.0,3571.86,26823.71,0,1,25330.7,-1.00766,0.49469
91,0,18,11.0,0.0,3663.39,28042.49,1,0,,0.25837,0.73453
92,0,18,12.0,0.0,5365.72,29821.02,1,0,,1.33156,0.68226
93,0,18,12.0,0.0,5478.91,22187.29,1,0,,-0.86896,0.49499
94,0,18,11.0,0.0,5001.26,28431.2,1,0,,-0.31193,0.62318
95,0,18,11.0,1.0,3673.35,25151.61,1,0,,-0.35009,0.64566
96,0,18,12.0,0.0,5000.93,28011.97,1,0,,-0.17672,0.55924
97,0,18,10.0,0.0,5010.71,25336.71,0,1,26022.12,0.31049,0.7606
98,0,18,11.0,1.0,3989.49,21127.77,1,0,,-1.02449,0.58648
99,0,18,10.0,0.0,3545.59,24313.59,1,0,,0.14392,0.80245
100,0,18,12.0,0.0,5595.62,26968.51,0,1,26927.38,-0.85161,0.4642
101,0,18,12.0,1.0,4007.44,25145.96,0,1,26085.19,-0.51646,0.53331
102,0,18,12.0,1.0,4725.94,26557.89,0,1,27557.87,-1.04691,0.43461
103,0,18,10.0,0.0,3279.09,21083.04,1,0,,0.36971,0.83593
104,0,18,11.0,0.0,5321.85,22380.45,1,0,,-0.2412,0.64572
105,0,18,11.0,0.0,5097.99,22967.06,1,0,,-0.81139,0.5966
106,0,18,12.0,0.0,5055.61,23240.92,1,0,,-0.3887,0.55991
107,0,18,12.0,1.0,3452.09,30027.43,1,0,,-0.01627,0.58832
108,0,18,10.0,0.0,4706.74,24246.83,0,1,22700.63,-0.42766,0.71726
109,0,18,12.0,0.0,3566.27,36411.76,1,0,,1.52982,0.7498
110,0,18,11.0,1.0,3134.4,28026.76,1,0,,0.35859,0.7203
111,0,18,11.0,0.0,4969.99,24852.76,0,1,22810.39,0.05098,0.67606
112,0,18,12.0,0.0,5480.2,27600.31,1,0,,-0.37157,0.51713
113,0,18,12.0,0.0,5462.23,20389.2,1,0,,-0.03314,0.59407
114,0,18,12.0,0.0,2789.27,24136.18,0,1,24157.57,0.23944,0.71852
115,0,18,11.0,0.0,5156.39,37748.61,1,0,,2.67244,0.82772
116,0,18,11.0,0.0,5269.24,24322.99,1,0,,-0.85418,0.57629
117,0,18,11.0,0.0,3812.38,24520.57,1,0,,-1.23655,0.6068
118,0,18,11.0,1.0,5309.32,19774.64,0,1,21132.53,-1.06993,0.52567
119,0,18,12.0,0.0,5104.95,26291.03,0,1,26346.25,-0.61625,0.51688
120,0,18,12.0,0.0,4959.22,28183.6,1,0,,0.34503,0.61354
121,0,18,10.0,0.0,3835.57,32288.65,0,1,31786.8,0.95625,0.82184
122,0,18,12.0,0.0,4453.11,25076.39,0,1,25356.29,0.42515,0.65956
123,0,18,12.0,0.0,5214.63,35239.55,1,0,,1.88885,0.71842
124,0,18,10.0,0.0,4085.28,19513.12,1,0,,0.43754,0.82318
125,0,18,11.0,0.0,5379.86,20266.07,1,0,,-0.60898,0.61982
126,0,18,12.0,0.0,3843.76,42196.73,1,0,,1.32821,0.70604
127,0,18,11.0,0.0,3626.34,26949.54,1,0,,0.40409,0.7518
128,0,18,12.0,0.0,5497.22,25148.97,1,0,,-0.0626,0.56121
129,0,18,11.0,1.0,3533.82,32614.52,1,0,,1.9599,0.8108
130,0,18,11.0,0.0,5677.45,26716.46,0,1,26615.03,0.0708,0.6371
131,0,18,10.0,0.0,5596.31,28871.24,1,0,,1.58186,0.81772
132,0,18,11.0,0.0,5167.13,21823.1,0,1,20653.37,-1.99266,0.47738
133,0,18,12.0,0.0,3615.08,23884.58,0,1,24469.58,-0.59052,0.60567
134,0,18,10.0,0.0,4996.98,24412.88,1,0,,1.03052,0.81481
135,0,18,12.0,0.0,3751.55,22089.09,1,0,,-0.92421,0.57558
136,0,18,12.0,0.0,4973.67,24787.28,0,1,26309.69,0.14997,0.61017
137,0,18,12.0,0.0,3531.2,14677.62,0,1,14744.1,-3.77672,0.34876
138,0,18,12.0,0.0,4914.61,24935.28,1,0,,1.29359,0.71847
139,0,18,11.0,0.0,4875.64,27541.6,1,0,,1.12384,0.75927
140,0,18,11.0,0.0,4863.52,19748.45,0,1,20383.79,-0.56992,0.65083
141,0,18,11.0,0.0,5153.92,21418.17,1,0,,-1.10139,0.57365
142,0,18,12.0,0.0,5907.92,29603.78,1,0,,0.28498,0.55483
143,0,18,10.0,1.0,3887.02,18368.6,1,0,,-1.06229,0.68158
144,0,18,10.0,0.0,3522.49,22683.38,0,1,20829.09,0.32473,0.8206
145,0,18,10.0,0.0,5777.48,33439.14,0,1,33858.67,1.7925,0.81343
146,0,18,11.0,0.0,5301.86,25663.12,1,0,,-0.2758,0.62585
147,0,18,12.0,0.0,3682.3,32984.72,1,0,,0.66635,0.68266
148,0,18,10.0,0.0,5376.16,15694.25,1,0,,-1.00218,0.6889
149,0,18,11.0,0.0,5310.07,17260.15,1,0,,-1.1744,0.58748
150,0,18,10.0,0.0,5260.57,23333.92,1,0,,0.88082,0.80072
151,0,18,12.0,0.0,3618.43,17702.28,0,1,17805.14,-1.67585,0.53429
152,0,18,12.0,0.0,5140.49,17551.5,1,0,,-1.10341,0.51951
153,0,18,10.0,1.0,5578.53,24107.95,1,0,,0.85931,0.74654
154,0,18,11.0,0.0,5362.47,25354.29,1,0,,0.00025,0.65134
155,0,18,11.0,0.0,5476.44,18524.72,0,1,19387.06,-0.84444,0.60348
156,0,18,12.0,0.0,5529.94,22739.02,1,0,,-0.39667,0.53857
157,0,18,12.0,1.0,4983.39,30276.63,0,1,30682.35,-0.01289,0.51191
158,0,18,11.0,0.0,5233.67,30405.93,0,1,30642.3,-0.01947,0.63239
159,0,18,12.0,0.0,5835.05,25455.1,0,1,26740.38,-0.16256,0.53242
160,0,18,11.0,0.0,5398.75,22826.5,0,1,24348.14,-0.77281,0.5868
161,0,18,11.0,0.0,3065.03,31228.16,1,0,,1.87732,0.85298
162,0,18,10.0,0.0,5583.41,19053.31,1,0,,-0.73315,0.68132
163,0,18,10.0,0.0,4627.27,22179.12,0,1,21407.9,-0.00355,0.76386
164,0,18,12.0,0.0,5510.35,21697.54,0,1,20023.47,0.00236,0.58708
165,0,18,11.0,1.0,4073.19,32463.05,1,0,,0.91808,0.71348
166,0,18,12.0,0.0,4989.11,20659.81,1,0,,-0.72609,0.54417
167,0,18,12.0,0.0,3777.22,25324.97,0,1,27559.75,0.08097,0.65623
168,0,18,10.0,0.0,5550.92,20845.65,0,1,20626.18,-0.98718,0.64799
169,0,18,11.0,0.0,5064.62,22610.98,1,0,,-0.55243,0.62606
170,0,18,12.0,0.0,5064.61,32532.87,0,1,32553.34,0.3395,0.58901
171,0,18,11.0,0.0,4790.18,25971.06,1,0,,-0.0777,0.66673
172,0,18,10.0,0.0,4981.7,20262.48,1,0,,-0.8011,0.69377
173,0,18,11.0,0.0,5533.21,21128.78,0,1,20757.74,-0.18809,0.64839
174,0,18,11.0,0.0,4894.57,18402.64,1,0,,-2.09589,0.50359
175,0,18,11.0,0.0,5261.09,23241.06,1,0,,0.01727,0.66824
176,0,18,11.0,0.0,5181.32,26847.43,0,1,26500.64,0.88883,0.73163
177,0,18,11.0,0.0,5534.13,29175.9,1,0,,1.02157,0.71957
178,0,18,12.0,0.0,5408.66,17707.93,1,0,,-1.23846,0.49071
179,0,18,10.0,0.0,5077.02,23952.63,0,1,24734.56,0.792,0.79832
180,0,18,10.0,1.0,3625.15,27927.37,1,0,,0.55644,0.77951
181,0,18,11.0,0.0,4722.42,23673.1,0,1,25256.84,0.53863,0.73435
182,0,18,12.0,1.0,5358.77,25161.1,0,1,26176.46,-1.22736,0.39276
183,0,18,12.0,0.0,3757.45,20332.87,0,1,20641.25,-2.26592,0.44659
184,0,18,12.0,0.0,5207.56,29029.97,1,0,,0.57405,0.62068
185,0,18,11.0,0.0,3627.78,21315.29,0,1,20617.44,-0.41,0.70992
186,0,18,12.0,0.0,5551.91,24165.82,1,0,,-0.09207,0.56087
187,0,18,11.0,1.0,5374.29,28450.9,1,0,,1.29614,0.70754
188,0,18,12.0,0.0,5329.58,22638.53,1,0,,-1.0662,0.47899
189,0,18,12.0,1.0,4765.59,25802.51,0,1,24910.19,-1.3328,0.40728
190,0,18,11.0,1.0,5283.26,19680.54,0,1,20562.2,-0.18273,0.61851
191,0,18,12.0,0.0,3388.21,29210.09,0,1,28740.94,0.76685,0.71786
192,0,18,10.0,0.0,5136.16,20114.22,1,0,,-0.59347,0.70644
193,0,18,11.0,1.0,5188.91,30692.63,1,0,,0.21773,0.60489
194,0,18,12.0,0.0,5399.2,26805.53,1,0,,-0.26443,0.53639
195,0,18,12.0,0.0,4968.04,26230.78,0,1,25587.46,0.90823,0.67622
196,0,18,12.0,0.0,4054.08,29674.41,1,0,,1.24526,0.72968
197,0,18,12.0,0.0,5763.22,25930.73,1,0,,-0.54125,0.49375
198,0,18,10.0,1.0,3489.1,25968.38,0,1,25888.11,-0.14157,0.73825
199,0,18,11.0,1.0,5078.99,18718.77,0,1,19522.63,-1.27782,0.52291
200,0,18,12.0,1.0,3949.11,31156.96,0,1,29753.4,0.58113,0.61969
201,0,18,12.0,0.0,4414.91,27589.23,1,0,,-1.16577,0.48707
202,0,18,12.0,1.0,3863.26,21110.98,0,1,19171.44,-1.09767,0.5036
203,0,18,12.0,0.0,5810.23,24352.84,1,0,,0.37592,0.59516
204,0,18,11.0,0.0,5023.8,24725.49,1,0,,-0.77611,0.59397
205,0,18,12.0,1.0,2825.4,31288.56,1,0,,0.57152,0.66965
206,0,18,12.0,0.0,5112.55,31969.28,1,0,,0.8168,0.63654
207,0,18,12.0,0.0,4855.81,23184.39,0,1,23441.87,-0.29136,0.58005
208,0,18,12.0,0.0,4343.92,29347.83,1,0,,0.84094,0.6838
209,0,18,11.0,0.0,5074.34,26050.62,0,1,26913.53,0.05126,0.66576
210,0,18,12.0,0.0,3508.92,28165.25,1,0,,0.40822,0.6855
211,0,18,12.0,0.0,5541.85,28021.05,1,0,,0.60324,0.61238
212,0,18,12.0,0.0,5244.65,28479.39,1,0,,0.93809,0.65666
213,0,18,11.0,0.0,4026.74,22940.35,1,0,,0.15798,0.73368
214,0,18,11.0,1.0,5175.18,17970.87,0,1,19214.15,-0.26416,0.6273
215,0,18,11.0,0.0,4093.98,20351.15,1,0,,-0.94038,0.64668
216,0,18,12.0,0.0,4794.0,23749.2,0,1,23643.37,0.42103,0.65052
217,0,18,10.0,1.0,5007.12,20584.77,1,0,,-0.71647,0.65013
218,0,18,10.0,0.0,5691.55,17034.39,0,1,16455.52,-1.52122,0.61511
219,0,18,10.0,1.0,3679.14,27965.52,1,0,,1.28995,0.82626
220,0,18,11.0,0.0,3772.42,31286.15,0,1,31429.79,1.39653,0.80436
221,0,18,10.0,0.0,5294.71,21351.41,1,0,,-0.26989,0.72102
222,0,18,11.0,0.0,5435.61,25237.4,1,0,,1.50694,0.77655
223,0,18,11.0,0.0,4749.26,24705.01,0,1,22968.29,0.13243,0.69368
224,0,18,11.0,0.0,5821.46,19038.68,1,0,,-1.89204,0.47401
225,0,18,10.0,0.0,3444.24,19377.97,1,0,,0.25705,0.83122
226,0,18,12.0,0.0,5353.52,23337.46,1,0,,-1.10656,0.4694
227,0,18,12.0,0.0,4951.55,26072.39,1,0,,0.69218,0.65754
228,0,18,12.0,1.0,5120.81,28102.23,1,0,,-0.20421,0.4952
229,0,18,12.0,0.0,5732.46,20699.09,1,0,,-1.79697,0.39596
230,0,18,11.0,0.0,5354.53,17615.34,1,0,,-1.02634,0.59764
231,0,18,12.0,0.0,3841.45,37413.12,1,0,,1.84027,0.76096
232,0,18,12.0,0.0,5296.09,32712.08,0,1,31366.14,-0.17711,0.52338
233,0,18,11.0,0.0,3546.07,21818.69,1,0,,0.60688,0.79011
234,0,18,11.0,0.0,4787.84,22876.91,1,0,,0.02604,0.69152
235,0,18,12.0,0.0,5011.91,28753.36,0,1,29042.25,1.25271,0.69464
236,0,18,12.0,0.0,5176.33,34243.67,1,0,,1.39465,0.67972
237,0,18,10.0,0.0,5482.37,27131.74,1,0,,0.60529,0.75911
238,0,18,10.0,0.0,4768.54,18451.11,1,0,,-0.27917,0.75605
239,0,18,12.0,0.0,4874.74,26445.33,1,0,,0.52577,0.64337
240,0,18,10.0,0.0,3740.49,25736.56,1,0,,0.49766,0.81457
241,0,18,10.0,1.0,3884.03,23128.46,1,0,,0.57119,0.78934
242,0,18,11.0,0.0,3226.66,26829.05,1,0,,-0.26172,0.7132
243,0,18,12.0,1.0,5698.75,26814.25,0,1,27968.3,0.51624,0.54825
244,0,18,12.0,0.0,3736.66,27467.49,1,0,,0.19552,0.65883
245,0,18,12.0,0.0,5822.78,25322.63,0,1,24865.43,-0.08279,0.54207
246,0,18,12.0,1.0,3662.78,28646.64,0,1,28747.93,-0.19277,0.56627
247,0,18,12.0,1.0,3441.04,35542.86,1,0,,1.18945,0.68415
248,0,18,12.0,1.0,5344.74,26556.34,0,1,26181.05,-1.57863,0.35203
249,0,18,12.0,0.0,5219.76,25347.1,0,1,25986.82,-0.58218,0.51974
250,0,18,11.0,0.0,4478.38,20387.1,1,0,,-0.72692,0.64937
251,0,18,11.0,0.0,5295.26,26858.6,1,0,,1.2263,0.75429
252,0,18,10.0,0.0,5004.29,17259.35,1,0,,-1.85289,0.61296
253,0,18,12.0,1.0,5066.74,31208.88,1,0,,1.85621,0.68983
254,0,18,12.0,0.0,3930.17,19883.41,1,0,,-0.83476,0.5901
255,0,18,12.0,0.0,5754.53,36744.64,1,0,,2.22935,0.72085
256,0,18,10.0,0.0,5140.03,27717.94,1,0,,1.73203,0.84261
257,0,18,10.0,0.0,5201.39,24353.71,1,0,,1.33154,0.82756
258,0,18,12.0,0.0,5493.46,20882.71,1,0,,-0.97816,0.49113
259,0,18,10.0,0.0,3541.08,18168.98,0,1,19250.83,0.14126,0.8266
260,0,18,10.0,0.0,5461.53,21054.48,1,0,,0.08625,0.74525
261,0,18,11.0,0.0,5524.99,28447.67,1,0,,-0.50013,0.57907
262,0,18,12.0,0.0,5164.47,23154.19,1,0,,-0.26899,0.56743
263,0,18,10.0,0.0,5435.19,16831.28,1,0,,-0.64574,0.7098
264,0,18,11.0,0.0,5505.12,27918.97,0,1,27617.28,-0.15974,0.61685
265,0,18,11.0,0.0,3977.37,19418.36,1,0,,-0.9702,0.65499
266,0,18,11.0,0.0,5055.53,25820.47,1,0,,0.51825,0.70969
267,0,18,11.0,1.0,5827.57,16431.11,1,0,,-2.082,0.41969
268,0,18,11.0,0.0,4890.38,20868.93,1,0,,-1.29535,0.5701
269,0,18,11.0,0.0,5202.3,17324.26,1,0,,-0.84397,0.62524
270,0,18,12.0,0.0,4678.21,17550.57,1,0,,-1.53407,0.49742
271,0,18,12.0,0.0,4909.62,27493.45,0,1,26720.91,-0.19553,0.56432
272,0,18,12.0,0.0,5002.52,20287.57,1,0,,-1.15525,0.50106
273,0,18,11.0,1.0,5361.96,31172.35,0,1,30298.39,2.45438,0.78954
274,0,18,12.0,0.0,4940.96,27164.32,0,1,26313.44,-0.68737,0.51312
275,0,18,12.0,0.0,5167.59,26186.4,1,0,,0.09831,0.58839
276,0,18,11.0,0.0,3165.58,21438.1,0,1,21918.05,0.00675,0.76121
277,0,18,12.0,1.0,5480.96,25615.13,0,1,25579.63,0.00359,0.51175
278,0,18,12.0,1.0,5307.79,25859.0,1,0,,-0.87578,0.42729
279,0,18,11.0,0.0,3174.92,21831.98,1,0,,-1.39859,0.6358
280,0,18,12.0,1.0,5190.64,29427.29,1,0,,0.7138,0.58104
281,0,18,11.0,0.0,4916.56,22695.82,0,1,24295.42,-0.67934,0.62001
282,0,18,12.0,0.0,5481.37,34685.3,0,1,36652.18,1.14212,0.6407
283,0,18,12.0,1.0,3398.16,21178.05,1,0,,-0.63857,0.57407
284,0,18,12.0,0.0,5722.2,20633.44,0,1,20564.01,-0.92603,0.48682
285,0,18,12.0,1.0,5112.75,36841.98,0,1,37688.11,1.21054,0.60532
286,0,18,12.0,0.0,4920.58,30487.0,0,1,29772.5,-0.01825,0.56811
287,0,18,12.0,0.0,5158.41,31338.77,1,0,,0.60257,0.6159
288,0,18,12.0,0.0,3612.72,28603.77,1,0,,0.29877,0.66906
289,0,18,12.0,0.0,4782.65,21366.64,0,1,20002.69,-0.10934,0.61277
290,0,18,12.0,0.0,5250.38,29065.35,1,0,,1.44738,0.70057
291,0,18,10.0,0.0,5037.03,24205.23,0,1,21932.82,-0.70132,0.67937
292,0,18,12.0,0.0,5159.18,25372.93,1,0,,-1.27615,0.44994
293,0,18,12.0,0.0,4066.68,24991.98,0,1,24191.12,0.13699,0.65009
294,0,18,12.0,0.0,5828.34,21216.74,0,1,22368.35,0.23012,0.5978
295,0,18,11.0,1.0,3773.14,25294.39,0,1,25440.32,-0.54628,0.62118
296,0,18,11.0,0.0,4034.63,21037.66,1,0,,-0.73342,0.66486
297,0,18,11.0,0.0,5448.18,25651.94,1,0,,-0.45752,0.60087
298,0,18,11.0,0.0,5050.51,28534.32,1,0,,0.91729,0.73253
299,0,18,11.0,0.0,4104.79,19987.03,1,0,,-0.27373,0.70935
300,0,18,11.0,0.0,3793.34,20366.34,0,1,20734.12,-0.26488,0.72069
301,0,18,12.0,0.0,3612.37,31202.67,0,1,31948.81,1.21337,0.73891
302,0,18,11.0,0.0,3596.25,23745.68,0,1,23170.16,0.09659,0.74167
303,0,18,10.0,0.0,5138.9,24059.84,1,0,,-0.24194,0.71641
304,0,18,11.0,0.0,4660.04,23889.62,1,0,,0.48181,0.73114
305,0,18,10.0,0.0,5145.26,22088.72,1,0,,0.65485,0.79399
306,0,18,11.0,0.0,3345.73,27137.01,1,0,,-0.10798,0.7202
307,0,18,11.0,0.0,3635.07,19077.1,1,0,,-1.45932,0.62571
308,0,18,10.0,0.0,5423.33,19491.45,0,1,18912.45,-0.66676,0.69152
309,0,18,12.0,0.0,5077.98,30005.03,1,0,,0.13262,0.57806
310,0,18,11.0,1.0,3348.0,22856.58,0,1,24294.8,-0.01559,0.70229
311,0,18,12.0,0.0,5668.76,28647.13,0,1,28075.44,0.45467,0.5884
312,0,18,10.0,0.0,5123.65,23217.47,1,0,,0.16529,0.75407
313,0,18,11.0,0.0,5424.26,20029.81,1,0,,-1.60616,0.51688
314,0,18,11.0,0.0,5291.76,21923.76,0,1,21762.63,-0.05659,0.66711
315,0,18,11.0,0.0,5071.83,26477.74,1,0,,1.19143,0.76124
316,0,18,11.0,0.0,4231.18,19282.63,1,0,,-1.56026,0.58573
317,0,18,12.0,1.0,3609.66,20429.65,0,1,19602.29,0.47085,0.67742
318,0,18,11.0,1.0,3807.93,23483.18,1,0,,-0.11729,0.6701
319,0,18,10.0,0.0,2759.05,21817.04,1,0,,-0.19838,0.81379
320,0,18,10.0,0.0,5218.97,21874.38,1,0,,-0.14666,0.73167
321,0,18,11.0,0.0,4938.36,23014.86,1,0,,0.8314,0.75252
322,0,18,11.0,0.0,4256.36,32053.53,1,0,,1.18423,0.77109
323,0,18,12.0,0.0,5142.69,30902.14,1,0,,1.30016,0.68482
324,0,18,11.0,0.0,5208.92,18761.46,1,0,,-1.5324,0.54427
325,0,18,12.0,1.0,5396.04,24229.61,1,0,,-0.40709,0.48053
326,0,18,12.0,0.0,4022.87,22649.87,1,0,,-0.03576,0.64789
327,0,18,12.0,0.0,3774.64,35640.5,0,1,34971.75,1.56753,0.74715
328,0,18,10.0,0.0,3576.82,19354.48,1,0,,-0.76484,0.75754
329,0,18,11.0,0.0,5321.46,23885.68,1,0,,0.31819,0.68986
330,0,18,11.0,0.0,4343.18,21005.35,1,0,,-0.42464,0.68001
331,0,18,12.0,1.0,5238.59,22592.24,1,0,,-0.88569,0.44795
332,0,18,11.0,0.0,5831.57,30146.48,1,0,,1.53639,0.7467
333,0,18,12.0,0.0,4715.03,24306.38,1,0,,0.21804,0.6316
334,0,18,12.0,0.0,3536.79,32101.84,1,0,,2.14738,0.80723
335,0,18,11.0,0.0,5218.7,18029.34,1,0,,-0.40953,0.6613
336,0,18,11.0,0.0,5838.46,17868.56,1,0,,-2.34342,0.43483
337,0,18,10.0,0.0,4405.95,25221.51,1,0,,0.65328,0.80587
338,0,18,12.0,0.0,5408.02,23299.13,1,0,,0.40542,0.62304
339,0,18,12.0,0.0,5555.3,22020.85,1,0,,0.44945,0.62775
