county_id,neighbor_county_id,distance_miles,same_pair,neighbor_treated_policy_side
C03E,C12W,52.9217,0,0
C03E,C12E,58.7942,0,1
C03E,C13W,56.0817,0,1
C03E,C13E,50.0876,0,0
C03E,C14W,43.4992,0,0
C03E,C14E,44.0714,0,1
C03E,C15W,41.8816,0,1
C03E,C15E,38.8442,0,0
C03E,C16W,41.4282,0,0
C03E,C16E,45.5011,0,1
C03E,C17W,51.0244,0,1
C03E,C17E,53.5789,0,0
C03E,C18W,62.1922,0,0
C03E,C18E,67.3699,0,1
C04W,C01W,53.2675,0,1
C04W,C01E,47.6818,0,0
C04W,C02W,36.4227,0,0
C04W,C02E,27.3002,0,1
C04W,C03W,17.688,0,1
C04W,C03E,12.5177,0,0
C04W,C04E,7.3473,1,1
C04W,C05W,18.8353,0,1
C04W,C05E,24.6096,0,0
C04W,C06W,36.7021,0,0
C04W,C06E,43.9334,0,1
C04W,C07W,56.9189,0,1
C04W,C07E,52.3777,0,0
C04W,C08W,40.4824,0,0
C04W,C08E,34.9753,0,1
C04W,C09W,27.6469,0,1
C04W,C09E,23.7803,0,0
C04W,C10W,22.0985,0,0
C04W,C10E,19.1839,0,1
C04W,C11W,29.0953,0,1
C04W,C11E,33.2009,0,0
C04W,C12W,41.4176,0,0
C04W,C12E,46.8657,0,1
C04W,C13W,64.7066,0,1
C04W,C13E,58.929,0,0
C04W,C14W,50.4032,0,0
C04W,C14E,49.0876,0,1
C04W,C15W,43.9192,0,1
C04W,C15E,39.6696,0,0
C04W,C16W,38.3893,0,0
C04W,C16E,40.6983,0,1
C04W,C17W,44.0878,0,1
C04W,C17E,44.9953,0,0
C04W,C18W,52.2018,0,0
C04W,C18E,57.0123,0,1
C04E,C01W,58.5102,0,1
C04E,C01E,52.7617,0,0
C04E,C02W,41.7964,0,0
C04E,C02E,32.5358,0,1
C04E,C03W,22.5462,0,1
C04E,C03E,18.662,0,0
C04E,C04W,7.3473,1,0
C04E,C05W,12.8931,0,1
C04E,C05E,20.4746,0,0
C04E,C06W,31.5848,0,0
C04E,C06E,39.0807,0,1
C04E,C07W,60.3662,0,1
C04E,C07E,55.32,0,0
C04E,C08W,42.7675,0,0
C04E,C08E,36.5397,0,1
C04E,C09W,28.0846,0,1
C04E,C09E,23.0959,0,0
C04E,C10W,17.0323,0,0
C04E,C10E,12.8229,0,1
C04E,C11W,21.7607,0,1
C04E,C11E,25.872,0,0
C04E,C12W,34.3796,0,0
C04E,C12E,40.1334,0,1
C04E,C13W,65.8984,0,1
C04E,C13E,60.3722,0,0
C04E,C14W,50.6892,0,0
C04E,C14E,48.2199,0,1
C04E,C15W,41.4737,0,1
C04E,C15E,36.7124,0,0
C04E,C16W,33.4237,0,0
C04E,C16E,34.833,0,1
C04E,C17W,37.3383,0,1
C04E,C17E,37.8,0,0
C04E,C18W,44.8549,0,0
C04E,C18E,49.6859,0,1
C05W,C01W,71.3902,0,1
C05W,C01E,65.6515,0,0
C05W,C02W,54.6472,0,0
C05W,C02E,45.3946,0,1
C05W,C03W,35.4232,0,1
C05W,C03E,31.1665,0,0
C05W,C04W,18.8353,0,0
C05W,C04E,12.8931,0,1
C05W,C05E,9.3088,1,0
C05W,C06W,18.7996,0,0
C05W,C06E,26.3671,0,1
C05W,C07W,72.9365,0,1
C05W,C07E,67.6932,0,0
C05W,C08W,54.9091,0,0
C05W,C08E,48.3628,0,1
C05W,C09W,39.4107,0,1
C05W,C09E,33.8429,0,0
C05W,C10W,23.0043,0,0
C05W,C10E,16.9028,0,1
C05W,C11W,16.4021,0,1
C05W,C11E,18.0474,0,0
C05W,C12W,23.5381,0,0
C05W,C12E,28.2687,0,1
C05W,C13W,77.0585,0,1
C05W,C13E,71.7818,0,0
C05W,C14W,61.265,0,0
C05W,C14E,57.6886,0,1
C05W,C15W,49.2087,0,1
C05W,C15E,43.949,0,0
C05W,C16W,37.2041,0,0
C05W,C16E,36.1338,0,1
C05W,C17W,35.1215,0,1
C05W,C17E,32.7315,0,0
C05W,C18W,36.7072,0,0
C05W,C18E,40.6849,0,1
C05E,C01W,77.8737,0,1
C05E,C01E,72.2887,0,0
C05E,C02W,61.0271,0,0
C05E,C02E,51.9059,0,1
C05E,C03W,42.1794,0,1
C05E,C03E,37.0696,0,0
C05E,C04W,24.6096,0,0
C05E,C04E,20.4746,0,1
C05E,C05W,9.3088,1,1
C05E,C06W,12.6003,0,0
C05E,C06E,19.4206,0,1
C05E,C07W,80.7828,0,1
C05E,C07E,75.7922,0,0
C05E,C08W,63.2199,0,0
C05E,C08E,56.8825,0,1
C05E,C09W,48.145,0,1
C05E,C09E,42.7426,0,0
C05E,C10W,32.3125,0,0
C05E,C10E,26.2055,0,1
C05E,C11W,23.5756,0,1
C05E,C11E,23.4003,0,0
C05E,C12W,24.7959,0,0
C05E,C12E,27.1913,0,1
C05E,C13W,85.9331,0,1
C05E,C13E,80.5474,0,0
C05E,C14W,70.3028,0,0
C05E,C14E,66.9205,0,1
C05E,C15W,58.5169,0,1
C05E,C15E,53.2509,0,0
C05E,C16W,46.1858,0,0
C05E,C16E,44.5831,0,1
C05E,C17W,42.3607,0,1
C05E,C17E,38.604,0,0
C05E,C18W,40.0463,0,0
C05E,C18E,42.988,0,1
C06W,C01W,89.8659,0,1
C06W,C01E,84.1923,0,0
C06W,C02W,73.0488,0,0
C06W,C02E,63.8439,0,1
C06W,C03W,53.9576,0,1
C06W,C03E,49.2198,0,0
C06W,C04W,36.7021,0,0
C06W,C04E,31.5848,0,1
C06W,C05W,18.7996,0,1
C06W,C05E,12.6003,0,0
C06W,C06E,7.6091,1,1
C06W,C07W,91.7266,0,1
C06W,C07E,86.4348,0,0
C06W,C08W,73.5847,0,0
C06W,C08E,66.9302,0,1
C06W,C09W,57.8282,0,1
C06W,C09E,52.0937,0,0
C06W,C10W,39.6351,0,0
C06W,C10E,33.6501,0,1
C06W,C11W,25.8874,0,1
C06W,C11E,23.0,0,0
C06W,C12W,18.4348,0,0
C06W,C12E,17.5347,0,1
C06W,C13W,95.1214,0,1
C06W,C13E,90.029,0,0
C06W,C14W,79.0435,0,0
C06W,C14E,74.7417,0,1
C06W,C15W,65.1769,0,1
C06W,C15E,59.7514,0,0
C06W,C16W,50.6862,0,0
C06W,C16E,47.4241,0,1
C06W,C17W,42.6128,0,1
C06W,C17E,36.7463,0,0
C06W,C18W,34.3616,0,0
C06W,C18E,35.772,0,1
C06E,C01W,97.1828,0,1
C06E,C01E,91.5474,0,0
C06E,C02W,80.3458,0,0
C06E,C02E,71.1752,0,1
C06E,C03W,61.3424,0,1
C06E,C03E,56.4341,0,0
C06E,C04W,43.9334,0,0
C06E,C04E,39.0807,0,1
C06E,C05W,26.3671,0,1
C06E,C05E,19.4206,0,0
C06E,C06W,7.6091,1,0
C06E,C07W,99.3036,0,1
C06E,C07E,94.0335,0,0
C06E,C08W,81.1917,0,0
C06E,C08E,74.539,0,1
C06E,C09W,65.4312,0,1
C06E,C09E,59.6863,0,0
C06E,C10W,47.068,0,0
C06E,C10E,41.1372,0,1
C06E,C11W,32.5864,0,1
C06E,C11E,29.0448,0,0
C06E,C12W,22.0823,0,0
C06E,C12E,18.4959,0,1
C06E,C13W,102.6727,0,1
C06E,C13E,97.608,0,0
C06E,C14W,86.557,0,0
C06E,C14E,82.1286,0,1
C06E,C15W,72.3706,0,1
C06E,C15E,66.9345,0,0
C06E,C16W,57.4556,0,0
C06E,C16E,53.7497,0,1
C06E,C17W,48.1108,0,1
C06E,C17E,41.5167,0,0
C06E,C18W,37.1157,0,0
C06E,C18E,37.3618,0,1
C07W,C01W,17.6637,0,1
C07W,C01E,17.0934,0,0
C07W,C02W,25.1551,0,0
C07W,C02E,31.4699,0,1
C07W,C03W,39.4934,0,1
C07W,C03E,45.7301,0,0
C07W,C04W,56.9189,0,0
C07W,C04E,60.3662,0,1
C07W,C05W,72.9365,0,1
C07W,C05E,80.7828,0,0
C07W,C06W,91.7266,0,0
C07W,C06E,99.3036,0,1
C07W,C07E,6.4381,1,0
C07W,C08W,19.0531,0,0
C07W,C08E,26.1298,0,1
C07W,C09W,35.353,0,1
C07W,C09E,41.2561,0,0
C07W,C10W,55.7478,0,0
C07W,C10E,60.3143,0,1
C07W,C11W,72.9305,0,1
C07W,C11E,78.3334,0,0
C07W,C12W,89.3352,0,0
C07W,C12E,96.4693,0,1
C07W,C13W,21.1278,0,1
C07W,C13E,17.1568,0,0
C07W,C14W,25.5808,0,0
C07W,C14E,33.4455,0,1
C07W,C15W,43.3009,0,1
C07W,C15E,46.091,0,0
C07W,C16W,57.6579,0,0
C07W,C16E,64.5666,0,1
C07W,C17W,74.0679,0,1
C07W,C17E,80.6855,0,0
C07W,C18W,92.2343,0,0
C07W,C18E,98.0605,0,1
C07E,C01W,20.9429,0,1
C07E,C01E,18.5268,0,0
C07E,C02W,23.7416,0,0
C07E,C02E,28.3974,0,1
C07E,C03W,35.3683,0,1
C07E,C03E,41.7992,0,0
C07E,C04W,52.3777,0,0
C07E,C04E,55.32,0,1
C07E,C05W,67.6932,0,1
C07E,C05E,75.7922,0,0
C07E,C06W,86.4348,0,0
C07E,C06E,94.0335,0,1
C07E,C07W,6.4381,1,1
C07E,C08W,13.0664,0,0
C07E,C08E,20.1032,0,1
C07E,C09W,29.4121,0,1
C07E,C09E,35.3457,0,0
C07E,C10W,49.7556,0,0
C07E,C10E,54.5085,0,1
C07E,C11W,66.9625,0,1
C07E,C11E,72.3551,0,0
C07E,C12W,83.3993,0,0
C07E,C12E,90.5902,0,1
C07E,C13W,18.6715,0,1
C07E,C13E,13.4421,0,0
C07E,C14W,19.6302,0,0
C07E,C14E,27.3305,0,1
C07E,C15W,36.9182,0,1
C07E,C15E,39.6539,0,0
C07E,C16W,51.2345,0,0
C07E,C16E,58.1486,0,1
C07E,C17W,67.673,0,1
C07E,C17E,74.3547,0,0
C07E,C18W,85.948,0,0
C07E,C18E,91.777,0,1
C08W,C01W,26.9356,0,1
C08W,C01E,22.0142,0,0
C08W,C02W,20.2572,0,0
C08W,C02E,20.3749,0,1
C08W,C03W,24.5709,0,1
C08W,C03E,31.0991,0,0
C08W,C04W,40.4824,0,0
C08W,C04E,42.7675,0,1
C08W,C05W,54.9091,0,1
C08W,C05E,63.2199,0,0
C08W,C06W,73.5847,0,0
C08W,C06E,81.1917,0,1
C08W,C07W,19.0531,0,1
C08W,C07E,13.0664,0,0
C08W,C08E,7.0774,1,1
C08W,C09W,16.3519,0,1
C08W,C09E,22.2821,0,0
C08W,C10W,36.7227,0,0
C08W,C10E,41.4436,0,1
C08W,C11W,53.9222,0,1
C08W,C11E,59.3198,0,0
C08W,C12W,70.3497,0,0
C08W,C12E,77.5285,0,1
C08W,C13W,25.0403,0,1
C08W,C13E,19.0111,0,0
C08W,C14W,15.5187,0,0
C08W,C14E,20.6469,0,1
C08W,C15W,27.1664,0,1
C08W,C15E,28.6899,0,0
C08W,C16W,39.445,0,0
C08W,C16E,46.2423,0,1
C08W,C17W,55.5134,0,1
C08W,C17E,61.8532,0,0
C08W,C18W,73.298,0,0
C08W,C18E,79.117,0,1
C08E,C01W,32.5536,0,1
C08E,C01E,27.1478,0,0
C08E,C02W,22.5346,0,0
C08E,C02E,19.5356,0,1
C08E,C03W,20.7112,0,1
C08E,C03E,26.9958,0,0
C08E,C04W,34.9753,0,0
C08E,C04E,36.5397,0,1
C08E,C05W,48.3628,0,1
C08E,C05E,56.8825,0,0
C08E,C06W,66.9302,0,0
C08E,C06E,74.539,0,1
C08E,C07W,26.1298,0,1
C08E,C07E,20.1032,0,0
C08E,C08W,7.0774,1,0
C08E,C09W,9.3266,0,1
C08E,C09E,15.2637,0,0
C08E,C10W,29.6561,0,0
C08E,C10E,34.4619,0,1
C08E,C11W,46.8607,0,1
C08E,C11E,52.2553,0,0
C08E,C12W,63.296,0,0
C08E,C12E,70.4932,0,1
C08E,C13W,29.7326,0,1
C08E,C13E,23.9786,0,0
C08E,C14W,16.6108,0,0
C08E,C14E,18.9381,0,1
C08E,C15W,22.4734,0,1
C08E,C15E,22.9852,0,0
C08E,C16W,32.9755,0,0
C08E,C16E,39.6582,0,1
C08E,C17W,48.7568,0,1
C08E,C17E,54.9214,0,0
C08E,C18W,66.2989,0,0
C08E,C18E,72.1121,0,1
C09W,C01W,39.9114,0,1
C09W,C01E,34.1668,0,0
C09W,C02W,26.963,0,0
C09W,C02E,20.7829,0,1
C09W,C03W,17.2547,0,1
C09W,C03E,22.3747,0,0
C09W,C04W,27.6469,0,0
C09W,C04E,28.0846,0,1
C09W,C05W,39.4107,0,1
C09W,C05E,48.145,0,0
C09W,C06W,57.8282,0,0
C09W,C06E,65.4312,0,1
C09W,C07W,35.353,0,1
C09W,C07E,29.4121,0,0
C09W,C08W,16.3519,0,0
C09W,C08E,9.3266,0,1
C09W,C09E,5.9374,1,0
C09W,C10W,20.3967,0,0
C09W,C10E,25.1378,0,1
C09W,C11W,37.5801,0,1
C09W,C11E,42.9815,0,0
C09W,C12W,53.9998,0,0
C09W,C12E,61.1782,0,1
C09W,C13W,37.8319,0,1
C09W,C13E,32.4041,0,0
C09W,C14W,22.8029,0,0
C09W,C14E,21.8927,0,1
C09W,C15W,20.227,0,1
C09W,C15E,18.5009,0,0
C09W,C16W,25.9572,0,0
C09W,C16E,32.1894,0,1
C09W,C17W,40.7339,0,1
C09W,C17E,46.3764,0,0
C09W,C18W,57.5123,0,0
C09W,C18E,63.2975,0,1
C09E,C01W,45.0114,0,1
C09E,C01E,39.1756,0,0
C09E,C02W,30.986,0,0
C09E,C02E,23.6065,0,1
C09E,C03W,17.5268,0,1
C09E,C03E,21.1884,0,0
C09E,C04W,23.7803,0,0
C09E,C04E,23.0959,0,1
C09E,C05W,33.8429,0,1
C09E,C05E,42.7426,0,0
C09E,C06W,52.0937,0,0
C09E,C06E,59.6863,0,1
C09E,C07W,41.2561,0,1
C09E,C07E,35.3457,0,0
C09E,C08W,22.2821,0,0
C09E,C08E,15.2637,0,1
C09E,C09W,5.9374,1,1
C09E,C10W,14.5333,0,0
C09E,C10E,19.2063,0,1
C09E,C11W,31.6774,0,1
C09E,C11E,37.0825,0,0
C09E,C12W,48.0814,0,0
C09E,C12E,55.2466,0,1
C09E,C13W,43.2194,0,1
C09E,C13E,37.9658,0,0
C09E,C14W,27.64,0,0
C09E,C14E,25.3789,0,1
C09E,C15W,20.8779,0,1
C09E,C15E,17.6641,0,0
C09E,C16W,22.3259,0,0
C09E,C16E,27.9683,0,1
C09E,C17W,35.9121,0,1
C09E,C17E,41.0801,0,0
C09E,C18W,51.9895,0,0
C09E,C18E,57.7436,0,1
C10W,C01W,59.0008,0,1
C10W,C01E,53.1085,0,0
C10W,C02W,43.9504,0,0
C10W,C02E,35.4899,0,1
C10W,C03W,26.8087,0,1
C10W,C03E,27.1154,0,0
C10W,C04W,22.0985,0,0
C10W,C04E,17.0323,0,1
C10W,C05W,23.0043,0,1
C10W,C05E,32.3125,0,0
C10W,C06W,39.6351,0,0
C10W,C06E,47.068,0,1
C10W,C07W,55.7478,0,1
C10W,C07E,49.7556,0,0
C10W,C08W,36.7227,0,0
C10W,C08E,29.6561,0,1
C10W,C09W,20.3967,0,1
C10W,C09E,14.5333,0,0
C10W,C10E,6.134,1,1
C10W,C11W,17.2092,0,1
C10W,C11E,22.5996,0,0
C10W,C12W,33.6575,0,0
C10W,C12E,40.909,0,1
C10W,C13W,55.8744,0,1
C10W,C13E,51.1084,0,0
C10W,C14W,39.5982,0,0
C10W,C14E,35.1217,0,1
C10W,C15W,26.2044,0,1
C10W,C15E,20.9651,0,0
C10W,C16W,16.4339,0,0
C10W,C16E,18.8011,0,1
C10W,C17W,24.0019,0,1
C10W,C17E,27.6189,0,0
C10W,C18W,37.8918,0,0
C10W,C18E,43.5644,0,1
C10E,C01W,62.1741,0,1
C10E,C01E,56.2668,0,0
C10E,C02W,46.4183,0,0
C10E,C02E,37.5123,0,1
C10E,C03W,28.0554,0,1
C10E,C03E,26.8975,0,0
C10E,C04W,19.1839,0,0
C10E,C04E,12.8229,0,1
C10E,C05W,16.9028,0,1
C10E,C05E,26.2055,0,0
C10E,C06W,33.6501,0,0
C10E,C06E,41.1372,0,1
C10E,C07W,60.3143,0,1
C10E,C07E,54.5085,0,0
C10E,C08W,41.4436,0,0
C10E,C08E,34.4619,0,1
C10E,C09W,25.1378,0,1
C10E,C09E,19.2063,0,0
C10E,C10W,6.134,1,0
C10E,C11W,13.1452,0,1
C10E,C11E,18.4642,0,0
C10E,C12W,29.1681,0,0
C10E,C12E,36.1791,0,1
C10E,C13W,61.5998,0,1
C10E,C13E,56.679,0,0
C10E,C14W,45.4241,0,0
C10E,C14E,41.1864,0,1
C10E,C15W,32.3196,0,1
C10E,C15E,27.0463,0,0
C10E,C16W,21.2556,0,0
C10E,C16E,22.0396,0,1
C10E,C17W,24.9407,0,1
C10E,C17E,26.6919,0,0
C10E,C18W,35.6528,0,0
C10E,C18E,41.0741,0,1
C11W,C01W,75.3157,0,1
C11W,C01E,69.4079,0,0
C11W,C02W,59.5264,0,0
C11W,C02E,50.5535,0,1
C11W,C03W,40.9272,0,1
C11W,C03E,39.0234,0,0
C11W,C04W,29.0953,0,0
C11W,C04E,21.7607,0,1
C11W,C05W,16.4021,0,1
C11W,C05E,23.5756,0,0
C11W,C06W,25.8874,0,0
C11W,C06E,32.5864,0,1
C11W,C07W,72.9305,0,1
C11W,C07E,66.9625,0,0
C11W,C08W,53.9222,0,0
C11W,C08E,46.8607,0,1
C11W,C09W,37.5801,0,1
C11W,C09E,31.6774,0,0
C11W,C10W,17.2092,0,0
C11W,C10E,13.1452,0,1
C11W,C11E,5.4076,1,0
C11W,C12W,16.4541,0,0
C11W,C12E,23.7578,0,1
C11W,C13W,72.4237,0,1
C11W,C13E,67.9252,0,0
C11W,C14W,56.0248,0,0
C11W,C14E,50.6569,0,1
C11W,C15W,40.2161,0,1
C11W,C15E,34.791,0,0
C11W,C16W,24.8714,0,0
C11W,C16E,21.6868,0,1
C11W,C17W,18.8629,0,1
C11W,C17E,16.639,0,0
C11W,C18W,23.2276,0,0
C11W,C18E,28.3494,0,1
C11E,C01W,80.6288,0,1
C11E,C01E,74.7226,0,0
C11E,C02W,64.7385,0,0
C11E,C02E,55.7071,0,1
C11E,C03W,45.9859,0,1
C11E,C03E,43.7488,0,0
C11E,C04W,33.2009,0,0
C11E,C04E,25.872,0,1
C11E,C05W,18.0474,0,1
C11E,C05E,23.4003,0,0
C11E,C06W,23.0,0,0
C11E,C06E,29.0448,0,1
C11E,C07W,78.3334,0,1
C11E,C07E,72.3551,0,0
C11E,C08W,59.3198,0,0
C11E,C08E,52.2553,0,1
C11E,C09W,42.9815,0,1
C11E,C09E,37.0825,0,0
C11E,C10W,22.5996,0,0
C11E,C10E,18.4642,0,1
C11E,C11W,5.4076,1,1
C11E,C12W,11.1131,0,0
C11E,C12E,18.4884,0,1
C11E,C13W,77.5516,0,1
C11E,C13E,73.142,0,0
C11E,C14W,61.142,0,0
C11E,C14E,55.5621,0,1
C11E,C15W,44.8559,0,1
C11E,C15E,39.4707,0,0
C11E,C16W,28.8682,0,0
C11E,C16E,24.7171,0,1
C11E,C17W,19.7555,0,1
C11E,C17E,15.2051,0,0
C11E,C18W,19.1263,0,0
C11E,C18E,23.8139,0,1
C12W,C01W,91.0706,0,1
C12W,C01E,85.1778,0,0
C12W,C02W,74.9026,0,0
C12W,C02E,65.7473,0,1
C12W,C03W,55.8521,0,1
C12W,C03E,52.9217,0,0
C12W,C04W,41.4176,0,0
C12W,C04E,34.3796,0,1
C12W,C05W,23.5381,0,1
C12W,C05E,24.7959,0,0
C12W,C06W,18.4348,0,0
C12W,C06E,22.0823,0,1
C12W,C07W,89.3352,0,1
C12W,C07E,83.3993,0,0
C12W,C08W,70.3497,0,0
C12W,C08E,63.296,0,1
C12W,C09W,53.9998,0,1
C12W,C09E,48.0814,0,0
C12W,C10W,33.6575,0,0
C12W,C10E,29.1681,0,1
C12W,C11W,16.4541,0,1
C12W,C11E,11.1131,0,0
C12W,C12E,7.4356,1,1
C12W,C13W,88.5944,0,1
C12W,C13E,84.2347,0,0
C12W,C14W,72.1839,0,0
C12W,C14E,66.4475,0,1
C12W,C15W,55.5259,0,1
C12W,C15E,50.2001,0,0
C12W,C16W,39.056,0,0
C12W,C16E,34.0271,0,1
C12W,C17W,26.8711,0,1
C12W,C17E,19.6353,0,0
C12W,C18W,15.9917,0,0
C12W,C18E,18.221,0,1
C12E,C01W,97.6861,0,1
C12E,C01E,91.8131,0,0
C12E,C02W,81.3355,0,0
C12E,C02E,72.1195,0,1
C12E,C03W,62.1506,0,1
C12E,C03E,58.7942,0,0
C12E,C04W,46.8657,0,0
C12E,C04E,40.1334,0,1
C12E,C05W,28.2687,0,1
C12E,C05E,27.1913,0,0
C12E,C06W,17.5347,0,0
C12E,C06E,18.4959,0,1
C12E,C07W,96.4693,0,1
C12E,C07E,90.5902,0,0
C12E,C08W,77.5285,0,0
C12E,C08E,70.4932,0,1
C12E,C09W,61.1782,0,1
C12E,C09E,55.2466,0,0
