state,year,membership_rate,coverage_rate,covered_nonmember_rate,direct_compression_points,spillover_compression_points,p90_p10_gap_no_union_counterfactual,p90_p10_gap_observed,union_presence_rate
Midwest,2014,0.16701938428901922,0.2134585070008626,0.04643912271184339,4.39534006667814,1.6090670248427057,2.0573656934986606,1.4569249843465761,0.18559503337375657
Midwest,2015,0.1624586720927018,0.2131630855753301,0.0507044134826283,4.30479333669188,1.7917758784184188,2.067903308752772,1.4582463872417424,0.18274043748575314
Midwest,2016,0.13737619394215445,0.1928130847611673,0.055436890819012846,3.8573209113914575,1.5751176616934832,2.0939668911604046,1.5507230338519105,0.15955095026975957
Midwest,2017,0.15268300785058456,0.19337180056878867,0.04068879271820411,3.8519240104666217,1.5814974179003192,2.145141327116679,1.6017991842799848,0.1689585249378662
Midwest,2018,0.16166995233403536,0.2045531245488172,0.04288317221478183,4.018739431822255,1.6349277894720158,2.190154477673345,1.6247877555439179,0.1788232212199481
Midwest,2019,0.13357286768243085,0.19615378999212726,0.06258092230969642,3.9456118364464556,1.514821193793045,2.159114290643176,1.6130709876192257,0.15860523660630943
Midwest,2020,0.12795604922872283,0.1801260606664813,0.05217001143775846,3.5990268501638276,1.386970762219737,2.147563937674005,1.6489641764356486,0.1488240538038262
Midwest,2021,0.12163602487022707,0.17869923336507704,0.05706320849484997,3.5835175669585926,1.3712214614508305,2.1868927181338487,1.6914188152929064,0.14446130826816705
Midwest,2022,0.12789718901620784,0.18159033847821693,0.05369314946200909,3.6724911243405867,1.4020557695296645,2.1997283429778847,1.6922736535908596,0.14937444880101147
Midwest,2023,0.13733828766461018,0.18572510845688547,0.0483868207922753,3.7014586548131234,1.534760133466522,2.2566614722614986,1.733039593433534,0.1566930159815203
Midwest,2024,0.12626330324825547,0.1710553868432486,0.04479208359499315,3.4011211185976156,1.2917580214898352,2.2545334456726085,1.7852455316638636,0.14418013668625274
Northeast,1984,0.2972438203904265,0.3316768495582401,0.0344330291678136,6.324451791142936,2.5927204765291973,1.507637227017633,0.6159200002504197,0.31101703205755193
Northeast,1985,0.29755660962389596,0.33277891836046947,0.035222308736573504,6.526704197581858,2.6559016321297246,1.6246325903544552,0.7063720073832969,0.3116455331185254
Northeast,1986,0.28743700125203836,0.3248919920331094,0.03745499078107106,6.206106810900393,2.58798566235712,1.6271542102456267,0.7477449629198754,0.3024189975644668
Northeast,1987,0.2927441693105783,0.33355778209368037,0.04081361278310208,6.387911947367163,2.6658507982471935,1.6431393932851381,0.7377631187237026,0.3090696144238191
Northeast,1988,0.28314691239196665,0.3202564638649185,0.03710955147295186,6.123060067692106,2.576741760289732,1.701618888668549,0.8316387058703654,0.2979907329811474
Northeast,1989,0.29564119775598635,0.32621666782488046,0.030575470068894106,6.27775657319295,2.543526611626532,1.6396345533453671,0.757506234863419,0.307871385783544
Northeast,1990,0.28362719756201993,0.3167812478285384,0.033154050266518464,6.198192890298351,2.43167785781493,1.6779392689521737,0.8149521941408456,0.2968888176686273
Northeast,1991,0.26492489891990423,0.3108983052673603,0.04597340634745606,5.932393661331005,2.431090448938022,1.67886979917948,0.8425213881525773,0.2833142614588866
Northeast,1992,0.2665852663504199,0.3104518661056032,0.04386659975518331,6.084939503854577,2.5358605906571383,1.746574625520558,0.8844946160693864,0.28413190625249324
Northeast,1993,0.2626718225488255,0.30192254875441615,0.03925072620559067,6.058318878700904,2.341376854942317,1.7247004357162359,0.8847308623519139,0.27837211303106174
Northeast,1994,0.2648312458347602,0.3056998964711681,0.04086865063640788,5.850381395411486,2.3629404187940093,1.811419486969848,0.9900873055492984,0.2811787060893234
Northeast,1995,0.25889928702402787,0.29509882801472787,0.0361995409907,5.854835667554753,2.3838476584965864,1.7539335294417258,0.930065196836592,0.27337910342030786
Northeast,1996,0.2666432995108069,0.30615764454878813,0.039514345037981236,5.96485985289197,2.461977340194598,1.7777312314568494,0.9350475121481926,0.28244903752599937
Northeast,1997,0.24473527520660765,0.2874737246318944,0.04273844942528676,5.7437660008943725,2.286843742957244,1.7819070395837868,0.9788460651986252,0.26183065497672237
Northeast,1998,0.2514545071504576,0.291347731747612,0.03989322459715444,5.6123158444220635,2.3025995327980597,1.825408869852164,1.0339173321301516,0.2674117969893194
Northeast,1999,0.24281832159761976,0.27763400323707177,0.034815681639452006,5.336518006957875,2.202040669153466,1.8247430617196663,1.070887194108532,0.25674459425340057
Northeast,2000,0.24566067882459172,0.2893409402286053,0.04368026140401357,5.686472094086521,2.252356722370311,1.8515397267418714,1.0576568450961883,0.26313278338619717
Northeast,2001,0.23376194911197687,0.2811894150965824,0.04742746598460554,5.4832878751350185,2.1610129421345867,1.8871336044129048,1.1227035226859443,0.2527329355058191
Northeast,2002,0.22272162357666794,0.2640415414734543,0.04131991789678638,5.258546319716033,2.12572607693406,1.9049053790554014,1.166478139390392,0.2392495907353825
Northeast,2003,0.23756800675646567,0.2715249614070877,0.03395695465062204,5.263375967880225,2.0102059035230475,1.8776654130607653,1.1503072259204379,0.25115078861671447
Northeast,2004,0.22691973707323915,0.2622802556858678,0.03536051861262868,5.180939003240197,2.1809552413876427,1.9033710000284996,1.1671815755657156,0.2410639445182906
Northeast,2005,0.2124068763423366,0.2588659072356778,0.04645903089334122,4.991890598813914,2.053068474189719,1.9800072316127058,1.2755113243123424,0.2309904886996731
Northeast,2006,0.20136303174121079,0.24994580566498603,0.048582773923775247,4.80217337037304,1.8781369585810985,1.9950348490131833,1.3270038161177695,0.2207961413107209
Northeast,2007,0.21497621422419008,0.2512581101358246,0.036281895911634526,5.030712312524187,2.0293743904493864,2.0079972377953896,1.3019885674980323,0.22948897258884388
Northeast,2008,0.22211543786442758,0.2574454826948739,0.0353300448304463,4.970508947210347,2.1101181407629244,2.045361710007592,1.3372990012102648,0.2362474557966061
Northeast,2009,0.22690137470050012,0.2639124792546749,0.037011104554174806,5.1590814252826975,2.18643350148352,1.9978914140813906,1.263339921404769,0.24170581652217005
Northeast,2010,0.1881330201274369,0.23650288355977842,0.04836986343234151,4.564622353705808,1.8693610868766093,1.9802129584322565,1.336814614374015,0.2074809655003735
Northeast,2011,0.21021531602666818,0.2416315197903933,0.031416203763725115,4.709908850399111,1.8813058719464577,2.035547303734099,1.3764258314995421,0.2227817975321582
Northeast,2012,0.2031601486423247,0.24092109113347254,0.037760942491147836,4.694523720270355,1.8978409877628353,2.0939120919573795,1.4346756211540606,0.21826452563878385
Northeast,2013,0.20183624353903723,0.24075548786717615,0.038919244328138924,4.650298677402072,1.9601877521959183,2.0799949856572337,1.4189463426974347,0.2174039412702928
Northeast,2014,0.18674716837935512,0.22884233590195344,0.042095167522598315,4.468457335520205,1.8535979335442736,2.078624752188016,1.446419225281568,0.20358523538839446
Northeast,2015,0.17995143627952798,0.22139586842033682,0.04144443214080884,4.450620919854916,1.7841750257649727,2.1274150004093735,1.5039354058473846,0.1965292091358515
Northeast,2016,0.17551813456368387,0.21545552001153934,0.03993738544785547,4.286396044564664,1.7121939206803358,2.138531751868746,1.5386727553442459,0.19149308874282606
Northeast,2017,0.1743483059380334,0.21342348193196434,0.03907517599393093,4.304645209675568,1.7641221557958753,2.161663397093796,1.5547866605466516,0.18997837633560577
Northeast,2018,0.1662426183611985,0.21597826447903687,0.04973564611783837,4.290801225785368,1.8084374868224466,2.156509134329271,1.5465852630684895,0.18613687680833385
Northeast,2019,0.16257578220586447,0.2072450255202963,0.04466924331443184,4.272788159696098,1.6620428577727653,2.145643898552283,1.5521607968053965,0.1804434795316372
Northeast,2020,0.16835861288106496,0.20592529634904805,0.037566683467983086,4.154164618755037,1.6117274104246975,2.2667224962077697,1.6901332932897963,0.1833852862682582
Northeast,2021,0.15419575244286582,0.19021899758644245,0.03602324514357663,3.8181405100956862,1.5168335780242346,2.209832706241142,1.6763352974291499,0.16860505050029648
Northeast,2022,0.15907289985359546,0.20225340321587465,0.04318050336227919,4.086584978138134,1.5951511498655677,2.2274745625155186,1.6593009497151483,0.17634510119850716
Northeast,2023,0.15117928003380085,0.19267250629337232,0.04149322625957147,3.959446360545286,1.530813000573962,2.20678081252924,1.6577548764173151,0.16777657053762945
Northeast,2024,0.15052433994478995,0.1899402353699517,0.039415895425161745,3.6887469949140987,1.4779669062516407,2.250195385682599,1.733523995566025,0.16629069811485464
South,1984,0.1952933579044389,0.22751140460069857,0.03221804669625966,4.645147767691074,1.849639628960074,1.5756825687174085,0.9262038290522938,0.20818057658294278
South,1985,0.2066885622524278,0.24180679335985023,0.03511823110742243,4.636530488271692,1.8829110920517886,1.5699294064528857,0.9179852484205375,0.22073585469539675
South,1986,0.19706767517617083,0.23630439216753962,0.0392367169913688,4.704994894968482,1.881006740021446,1.5875251567880195,0.9289249932890268,0.21276236197271836
South,1987,0.18869199633048936,0.22176651257635435,0.03307451624586499,4.467860081482166,1.7682834755190087,1.5763878109481821,0.9527734552480649,0.20192180282883537
South,1988,0.20240546279430197,0.22720186186645408,0.024796399072152114,4.43184269520328,1.844761716418188,1.6017888167135197,0.9741283755513728,0.2123240224231628
South,1989,0.2208343554413688,0.2408813477196083,0.0200469922782395,4.68686171338848,1.8948365332965982,1.6736400308157044,1.0154702061471967,0.22885315235266462
South,1990,0.17430955554797728,0.21782836004278183,0.04351880449480455,4.258898839042213,1.770124144692749,1.6904668754441128,1.0875645770706166,0.1917170773458991
South,1991,0.1902001200331263,0.21789220693029052,0.02769208689716421,4.358501918734242,1.8035915915625897,1.6948827758629974,1.078673424833314,0.20127695479199198
South,1992,0.1888686706400121,0.2146978310469613,0.025829160406949214,4.248842323646889,1.765258427696826,1.7132512631897454,1.111841188055374,0.19920033480279178
South,1993,0.18379341837260388,0.2167939551909893,0.03300053681838541,4.314352525157362,1.5961195057447637,1.6912919865787202,1.1002447834885076,0.19699363309995804
South,1994,0.1907097915507711,0.20813301415683247,0.017423222606061356,4.133609653715788,1.6872438682098225,1.73534496592329,1.153259613730729,0.19767908059319567
South,1995,0.17370628983375375,0.20717598459652492,0.033469694762771174,4.062267226707639,1.601568599674693,1.7390754229653929,1.1726918403271598,0.18709416773886223
South,1996,0.1789705815658075,0.21060779694131246,0.03163721537550496,4.238648372147508,1.673730073019648,1.727260102102791,1.1360222575860752,0.19162546771600947
South,1997,0.1852782772029093,0.21218244652493257,0.026904169322023275,4.22196242641746,1.6812869848683096,1.7886286058605425,1.1983036647319656,0.1960399449317186
South,1998,0.16695254915586666,0.20355239536120745,0.03659984620534079,4.052938195266222,1.6376152478157,1.8264516198405412,1.257396275532349,0.18159248763800298
South,1999,0.18150326037167636,0.2047339910043074,0.023230730632631036,4.045066857370846,1.6020368431369505,1.8231077138640603,1.2583973438132805,0.19079555262472878
South,2000,0.15948188571151065,0.1935380587313085,0.03405617301979785,3.9620707371469193,1.497060049564255,1.8260326443114694,1.280119565640352,0.17310435491942977
South,2001,0.1500558350969142,0.1865759531656619,0.03652011806874769,3.7627034441237046,1.537490786690292,1.8885938676646878,1.3585744445832881,0.16466388232441326
South,2002,0.14572326344594594,0.187198592160989,0.04147532871504306,3.748513512961299,1.4875819360637095,1.8993976502214565,1.3757881053189558,0.16231339493196317
South,2003,0.16711502979894235,0.18981785106648014,0.02270282126753778,3.852585364546972,1.4781363707968314,1.8765292772248863,1.3434571036905059,0.17619615830595747
South,2004,0.15284775453678276,0.18167103549708283,0.02882328096030007,3.7278557644963133,1.420662869624113,1.9472754427377217,1.432423579325679,0.1643770669209028
South,2005,0.14034422666477986,0.17781798955390665,0.037473762889126794,3.6286276092924488,1.4673151288757864,1.9120472595932263,1.402452985776403,0.1553337318204306
South,2006,0.14284802357420112,0.1740362629791035,0.031188239404902368,3.5114789255257217,1.445029664586111,1.9443101553830358,1.4486592963718525,0.15532331933616206
South,2007,0.13928136744139316,0.16854848315748816,0.029267115716095,3.4691285444991893,1.4367714239199794,1.949680560382707,1.45909056354079,0.15098821372783117
South,2008,0.14126859653751256,0.17281248626873238,0.031543889731219826,3.6310013245992967,1.4029131031642121,1.9564027500451444,1.4530113072687936,0.15388615243000048
South,2009,0.1393648379482903,0.1734524850098548,0.0340876470615645,3.3917962644987214,1.4052154912093628,1.98357573570743,1.5038745601366217,0.1529998967729161
South,2010,0.13776908747476863,0.16308329087820733,0.025314203403438706,3.3838350963593578,1.3805590426890448,1.9963548600095207,1.5199154461046804,0.1478947688361441
South,2011,0.13966918361588518,0.16827818990361237,0.028609006287727196,3.319646139167784,1.5497908146052644,2.050882751065631,1.5639390556883261,0.15111278613097606
South,2012,0.13743518276537153,0.16482191921869557,0.02738673645332404,3.473376224010339,1.307837931175938,2.104315991566655,1.6261945760480274,0.14838987734670114
South,2013,0.12365843364129868,0.15509710311462477,0.03143866947332609,3.2015144194201657,1.2870855268308912,2.0096177844554544,1.5607577898303486,0.1362339014306291
South,2014,0.12424742511506835,0.15648885416045,0.032241429045381645,3.1912525767383233,1.2567688556854937,2.090524189550623,1.6457220463082414,0.13714399673322103
South,2015,0.11826847590261635,0.14855138983441268,0.03028291393179633,2.9678218544603934,1.2778131646441142,2.122788901860148,1.698225399949697,0.13038164147533488
South,2016,0.12247863019351883,0.15249574402514524,0.030017113831626405,3.0973998565732517,1.3583667603328575,2.081475229661779,1.6358985679711684,0.1344854757261694
South,2017,0.10511597342896564,0.14453499925659077,0.03941902582762513,2.969181275331992,1.188796174361791,2.1644819947387792,1.7486842497694008,0.12088358376001569
South,2018,0.1239930114096471,0.1565011248599526,0.032508113450305506,3.171221219808133,1.35548619860258,2.1799244551159807,1.7272537132749093,0.1369962567897693
South,2019,0.11209338935556372,0.14476257191618075,0.03266918256061703,2.951698791255824,1.2364142017165631,2.202385997631525,1.7835746983342864,0.12516106237981053
South,2020,0.11626134692944655,0.1464665276078112,0.030205180678364654,2.9965681970670373,1.2366257763438584,2.1648224576655544,1.7415030603244648,0.1283434192007924
South,2021,0.1040912402554929,0.13977636631646842,0.035685126060975514,2.887867217814405,1.1399677463746694,2.1881679633699513,1.7853844669510441,0.1183652906798831
South,2022,0.11665286898167929,0.13773051409794487,0.021077645116265586,2.734361274420607,1.1580053691742827,2.205588961785347,1.8163522974258581,0.12508392702818552
South,2023,0.12215573170420038,0.15254458663777154,0.030388854933571158,3.162556290623067,1.262818091638518,2.2364297662048966,1.7938923279787382,0.13431127367762885
South,2024,0.10723468451428751,0.13871339162643762,0.0314787071121501,2.8220069408451756,1.2239723969892702,2.202706756391103,1.7981088226076587,0.11982616735914756
Pacific,1984,0.24190922753501504,0.28352548242879505,0.041616254893780014,5.549132543994622,2.326094559087569,1.5499742325817085,0.7624515222734894,0.25855572949252703
Pacific,1985,0.23926756715984898,0.2836565318809874,0.0443889647211384,5.38045921212797,2.3392302173747455,1.646878015207824,0.8749090722575523,0.25702315304830436
Pacific,1986,0.23698378546694282,0.27551646278395103,0.03853267731700821,5.44193155254262,2.2245005900893156,1.5756768166784543,0.8090336024152607,0.2523968563937461
Pacific,1987,0.22928134041236609,0.2679542999264071,0.03867295951404104,5.116367505506121,2.224917219970757,1.6273228877619978,0.8931944152143101,0.24475052421798252
Pacific,1988,0.2342152537245984,0.27946660059549383,0.04525134687089544,5.507253850745833,2.167259641969823,1.6495304370056885,0.8820790877341229,0.25231579247295655
Pacific,1989,0.22854227241636837,0.27068491839771525,0.04214264598134687,5.3846118662790055,2.1533359159607817,1.6433997606450819,0.8896049824211032,0.24539933080890713
Pacific,1990,0.22514892899400446,0.26482997261805497,0.039681043624050505,5.28934755029068,2.2197902551918167,1.6921237732270826,0.941209992678833,0.24102134644362466
Pacific,1991,0.22397057821860025,0.2663403102769339,0.04236973205833364,5.160835788922236,2.132231891179123,1.714110378300388,0.9848036102902521,0.2409184710419337
Pacific,1992,0.24846972403188708,0.2770377968060022,0.028568072774115133,5.348408971157848,2.149690126440634,1.7134009165392472,0.963591006779399,0.25989695314153316
Pacific,1993,0.21489785974004294,0.2581345454151021,0.04323668567505917,5.048294058454665,2.06217022253036,1.7153889310751746,1.0043425029766722,0.2321925340100666
Pacific,1994,0.21928534457031437,0.26027073904776216,0.040985394477447784,5.017609218475975,2.063186548309933,1.7073678008404327,0.9992882241618418,0.23567950236129348
Pacific,1995,0.22246301213575054,0.2665443593693027,0.04408134723355217,5.1764069547311,2.235080267794319,1.7757100665707857,1.0345613443182438,0.2400955510291714
Pacific,1996,0.22359499266010652,0.26218893286086153,0.03859394020075502,5.18391770484979,2.109620433605718,1.7946721245391812,1.0653183106936304,0.2390325687404085
Pacific,1997,0.20392994904033127,0.2550386478713426,0.05110869883101135,4.990747994418995,2.0861297985448926,1.7961780328040293,1.0884902535076406,0.2243734285727358
Pacific,1998,0.2211716413384859,0.25405345102071464,0.03288180968222873,4.927940335976276,1.8929938996548625,1.8218740411991996,1.1397806176360858,0.2343243652113774
Pacific,1999,0.21324777019824773,0.25427733444843237,0.04102956425018464,4.852447932192891,1.8836419393501727,1.8340100746414834,1.1604010874871769,0.22965959589832158
Pacific,2000,0.2151733320002348,0.2534486212518217,0.03827528925158691,4.897930159013921,1.9725717954485407,1.835692395092256,1.1486421996460097,0.23048344770086956
Pacific,2001,0.2007143775694744,0.2411814084363444,0.04046703086686998,4.707861778383303,1.9070820066165566,1.8676741876909058,1.2061798091909197,0.2169011899162224
Pacific,2002,0.2040921107281311,0.2420640996609347,0.037971988932803596,4.900006032662032,1.9454888458593658,1.868413967058826,1.1838644792066861,0.21928090630125252
Pacific,2003,0.20620842366684033,0.24385282785443418,0.03764440418759385,4.675973728766897,1.88399058764536,1.8924179488969908,1.2364215172557649,0.22126618534187786
Pacific,2004,0.19722519611329312,0.23392646670646408,0.036701270593170965,4.637690979731466,1.8890946184406605,1.9068402082815532,1.2541616484643405,0.2119057043505615
Pacific,2005,0.19389981253920088,0.23610227228375105,0.04220245974455017,4.727683998395384,1.8086132236000347,1.9513160010527564,1.2976862788532144,0.21078079643702097
Pacific,2006,0.1866378112209374,0.2214207687394098,0.03478295751847241,4.460917523003554,1.8554428508751053,1.9028445273357744,1.2712084899479086,0.20055099422832637
Pacific,2007,0.17819145438673287,0.22220091248481738,0.044009458098084514,4.332228210909769,1.6999058285640107,2.041044135198882,1.4378307312515042,0.19579523762596668
Pacific,2008,0.18536484644030446,0.2293776050348798,0.044012758594575346,4.414640087141442,1.9786380975327624,2.0531593546260702,1.4138315361586498,0.2029699498781346
Pacific,2009,0.1846116220307363,0.22352543792770188,0.038913815896965576,4.4369864376038075,1.7704216111558788,1.9809729741882947,1.360232169312326,0.20017714838952255
Pacific,2010,0.1824970727187162,0.22637576955735617,0.04387869683863996,4.533958770315965,1.7942641690952874,2.0558644841486737,1.4230421902075485,0.2000485514541722
Pacific,2011,0.17651591297868222,0.22557663897680338,0.04906072599812117,4.496175200301806,1.6861031320271618,2.0395357083553614,1.4213078751224646,0.1961402033779307
Pacific,2012,0.17263763819721106,0.21564654218809765,0.04300890399088658,4.355430950594031,1.7102111272690894,2.071583321941808,1.4650191141554958,0.18984119979356567
Pacific,2013,0.15578768279553687,0.20599920845716546,0.05021152566162859,4.013227123860351,1.7074523366341685,2.119562315762074,1.5474943697126222,0.1758722930601883
Pacific,2014,0.17828433166700264,0.21682915297812416,0.038544821311121524,4.375643964659847,1.6564223129343354,2.03393034875359,1.4307237209941714,0.19370226019145126
Pacific,2015,0.15570278124882367,0.19960048345114328,0.043897702202319616,4.1161196629262555,1.725930763218961,2.1636209746280444,1.5794159320135226,0.17326186212975153
Pacific,2016,0.17974869022503942,0.21329840517347187,0.03354971494843245,4.193883111782847,1.7417489249128175,2.1065013987923757,1.5129381951228094,0.1931685762044124
Pacific,2017,0.1407746375518728,0.1867834665718643,0.04600882901999148,3.765206612101139,1.572969827993243,2.1471746062656014,1.6133569622561632,0.15917816915986938
Pacific,2018,0.14935957776436615,0.19358180533573688,0.04422222757137073,3.9194781133942187,1.5853787724931725,2.145770044996894,1.5952843564081547,0.16704846879291443
Pacific,2019,0.15743323878900606,0.20464020293848534,0.04720696414947928,4.017447814126446,1.7482664293046761,2.2128231042383515,1.6362516798952391,0.1763160244487978
Pacific,2020,0.15588607195369245,0.2028272882727879,0.04694121631909545,4.005061531309622,1.663339215217523,2.1700479375040085,1.603207862851294,0.1746625584813306
Pacific,2021,0.16117238470080109,0.19494362065776658,0.03377123595696549,3.925816759614537,1.734405464176595,2.1817166373991155,1.6156944150200023,0.1746808790835873
Pacific,2022,0.1534260539657012,0.19420915059396573,0.04078309662826454,3.801697003093809,1.530906749339573,2.2283828920470694,1.6951225168037312,0.16973929261700701
Pacific,2023,0.15597769037830178,0.19672916523345405,0.040751474855152264,3.966228424030015,1.5595786543081713,2.2162614414421626,1.6636807336083441,0.1722782803203627
Pacific,2024,0.15360556226853614,0.191483395525409,0.037877833256872856,3.748738621681772,1.5926919402015978,2.271270748993033,1.7371276928046957,0.1687566955712853
Mountain,1984,0.15075893648981933,0.181131265222238,0.030372328732418657,3.578453036948263,1.4383373736445686,1.5836280624860628,1.0819490214267795,0.16290786798278678
Mountain,1985,0.15477316757880985,0.19464849075383875,0.0398753231750289,3.8828352305604863,1.6320741183089769,1.6045007958640893,1.053009860977143,0.17072329684882143
Mountain,1986,0.14697390946360983,0.18400053120608803,0.0370266217424782,3.730841886244671,1.550198931580554,1.6154087537975892,1.0873046720150668,0.1617845581606011
Mountain,1987,0.146925096376838,0.17911710464001282,0.03219200826317481,3.7554983087817044,1.4933706819727737,1.6128411902430977,1.0879542911676499,0.15980189968210795
Mountain,1988,0.1534908424012367,0.1773702831225663,0.02387944072132961,3.4887129647976898,1.4653198479131844,1.6672610742069154,1.171857792935828,0.16304261868976855
Mountain,1989,0.1526812231186217,0.18405581967029008,0.03137459655166838,3.7148062612943806,1.4615165870172662,1.668275915916613,1.1506436310854482,0.16523106173928906
Mountain,1990,0.15259660950324797,0.17666063859436806,0.024064029091120098,3.445547638633339,1.4803332388947568,1.718278965142218,1.2256908773894082,0.162222221139696
Mountain,1991,0.13310442377161072,0.17358015481635147,0.040475731044740754,3.4653994694391983,1.3062265600922114,1.7150021196502405,1.2378395166970995,0.14929471618950702
Mountain,1992,0.14409058875393937,0.1804228439035695,0.03633225514963012,3.606384149890175,1.4458232998911158,1.7048258809394214,1.1996051359612923,0.15862349081379143
Mountain,1993,0.13394946114311015,0.1712129684479429,0.037263507304832744,3.420526478568043,1.5072565454568725,1.7301868999980434,1.2374085975955518,0.14885486406504325
Mountain,1994,0.13380040842162869,0.16250059792196314,0.028700189500334455,3.3498431980000083,1.3433675183395744,1.8067188836783252,1.337397812044367,0.14528048422176248
Mountain,1995,0.14193333274583175,0.17744502065497994,0.03551168790914819,3.6313647141932432,1.4382018636780796,1.8259176201229066,1.3189609623357743,0.15613800790949103
Mountain,1996,0.1362161352131706,0.1711828965753929,0.03496676136222229,3.4201616137866866,1.3311770417549948,1.8002354050612757,1.3251015395071077,0.15020283975805954
Mountain,1997,0.1425020584293204,0.1707329259839149,0.028230867554594502,3.4460223930763116,1.3645765092315385,1.8560371676845109,1.3749772774537259,0.1537944054511582
