replacement_cost,maintenance_slope,neg_log_likelihood
2.9000000000000004,0.86,4376.095185205841
2.9000000000000004,0.88,4460.114619018375
2.9000000000000004,0.9,4545.651705038554
2.9000000000000004,0.92,4632.651099906419
3.0,0.22,3238.8655632100854
3.0,0.24,3173.6694222509886
3.0,0.26,3122.952801268589
3.0,0.28,3084.634506903415
3.0,0.3,3057.0457612639166
3.0,0.32,3038.84776189692
3.0,0.33999999999999997,3028.9598444446497
3.0,0.36,3026.5011399906202
3.0,0.38,3030.7450443353746
3.0,0.4,3041.084475629233
3.0,0.42000000000000004,3057.005664474392
3.0,0.44,3078.068455741665
3.0,0.45999999999999996,3103.89147931449
3.0,0.48,3134.1409222787056
3.0,0.5,3168.521953907749
3.0,0.52,3206.772105945692
3.0,0.54,3248.6561003166203
3.0,0.56,3293.9617559817057
3.0,0.58,3342.496707876071
3.0,0.6,3394.085743613313
3.0,0.62,3448.5686157434507
3.0,0.64,3505.7982246440615
3.0,0.66,3565.6390938885565
3.0,0.68,3627.966079237774
3.0,0.7,3692.6632664173517
3.0,0.72,3759.623023108756
3.0,0.74,3828.745178174655
3.0,0.76,3899.936306815519
3.0,0.78,3973.1091046481583
3.0,0.7999999999999999,4048.181836981137
3.0,0.82,4125.077852105604
3.0,0.84,4203.725149410995
3.0,0.86,4284.055994711045
3.0,0.88,4366.006576425998
3.0,0.9,4449.516697283318
3.0,0.92,4534.529497027332
3.1,0.22,3264.930650011707
3.1,0.24,3192.3063354053957
3.1,0.26,3134.9045802052283
3.1,0.28,3090.509603843637
3.1,0.3,3057.340654281732
3.1,0.32,3033.9692872415417
3.1,0.33999999999999997,3019.244593520467
3.1,0.36,3012.2312011170393
3.1,0.38,3012.1602883954292
3.1,0.4,3018.3919299251706
3.1,0.42000000000000004,3030.3865792557363
3.1,0.44,3047.6836065716852
3.1,0.45999999999999996,3069.885149003372
3.1,0.48,3096.643906430104
3.1,0.5,3127.6538486429467
3.1,0.52,3162.643068438295
3.1,0.54,3201.368221084028
3.1,0.56,3243.610143591791
3.1,0.58,3289.1703588428927
3.1,0.6,3337.868250161638
3.1,0.62,3389.5387497300417
3.1,0.64,3444.0304256427808
3.1,0.66,3501.2038821007263
3.1,0.68,3560.930408626127
3.1,0.7,3623.090829673032
3.1,0.72,3687.5745173137184
3.1,0.74,3754.2785380126534
3.1,0.76,3823.106910701288
3.1,0.78,3893.969958034515
3.1,0.7999999999999999,3966.7837362652485
3.1,0.82,4041.4695319127677
3.1,0.84,4117.953415535361
3.1,0.86,4196.165844601363
3.1,0.88,4276.041308792477
3.1,0.9,4357.518012152108
3.1,0.92,4440.537587365834
3.2,0.22,3295.6493844362626
3.2,0.24,3215.4417763309198
3.2,0.26,3151.2339326580022
3.2,0.28,3100.671296694484
3.2,0.3,3061.8555369184837
3.2,0.32,3033.2630667471967
3.2,0.33999999999999997,3013.6679895081047
3.2,0.36,3002.076619264203
3.2,0.38,2997.674984513623
3.2,0.4,2999.788123004457
3.2,0.42000000000000004,3007.849102600143
3.2,0.44,3021.375655295001
3.2,0.45999999999999996,3039.952592610066
3.2,0.48,3063.2185359036093
3.2,0.5,3090.8558386091167
3.2,0.52,3122.58286269612
3.2,0.54,3158.147993998141
3.2,0.56,3197.324948105157
3.2,0.58,3239.9090412676132
3.2,0.6,3285.7141897539905
3.2,0.62,3334.570465143107
3.2,0.64,3386.3220789650686
3.2,0.66,3440.8257030516834
3.2,0.68,3497.949055654294
3.2,0.7,3557.5697005161455
3.2,0.72,3619.5740185543054
3.2,0.74,3683.8563209580984
3.2,0.76,3750.3180792959006
3.2,0.78,3818.867253306238
3.2,0.7999999999999999,3889.41770090292
3.2,0.82,3961.8886578792344
3.2,0.84,4036.204277089469
3.2,0.86,4112.293218685429
3.2,0.88,4190.088284413157
3.2,0.9,4269.526090119606
3.2,0.92,4350.546771543491
3.3000000000000003,0.22,3330.9200505078197
3.3000000000000003,0.24,3242.9644795451645
3.3000000000000003,0.26,3171.8204626129864
3.3000000000000003,0.28,3114.99143994329
3.3000000000000003,0.3,3070.456171309708
3.3000000000000003,0.32,3036.5903471881184
3.3000000000000003,0.33999999999999997,3012.088112501505
3.3000000000000003,0.36,2995.8933934964534
3.3000000000000003,0.38,2987.143892022962
3.3000000000000003,0.4,2985.1272099983826
3.3000000000000003,0.42000000000000004,2989.247256954527
3.3000000000000003,0.44,2998.9988368275876
3.3000000000000003,0.45999999999999996,3013.948507448973
3.3000000000000003,0.48,3033.7201496397133
3.3000000000000003,0.5,3057.9840316245263
3.3000000000000003,0.52,3086.4484547014827
3.3000000000000003,0.54,3118.853304864998
3.3000000000000003,0.56,3154.9650167431064
3.3000000000000003,0.58,3194.572590803641
3.3000000000000003,0.6,3237.4844028978678
3.3000000000000003,0.62,3283.5256160524655
3.3000000000000003,0.64,3332.536055326053
3.3000000000000003,0.66,3384.3684430786775
3.3000000000000003,0.68,3438.886918262294
3.3000000000000003,0.7,3495.9657822906875
3.3000000000000003,0.72,3555.488427805467
3.3000000000000003,0.74,3617.346416721397
3.3000000000000003,0.76,3681.43868136766
3.3000000000000003,0.78,3747.6708280878793
3.3000000000000003,0.7999999999999999,3815.954526845862
3.3000000000000003,0.82,3886.2069735782625
3.3000000000000003,0.84,3958.35041450151
3.3000000000000003,0.86,4032.311723507406
3.3000000000000003,0.88,4108.022025304553
3.3000000000000003,0.9,4185.416358177165
3.3000000000000003,0.92,4264.43337121348
3.4000000000000004,0.22,3370.6524879311346
3.4000000000000004,0.24,3274.7748205143753
3.4000000000000004,0.26,3196.555027992519
3.4000000000000004,0.28,3133.352549673597
3.4000000000000004,0.3,3083.018344085881
3.4000000000000004,0.32,3043.8217995141863
3.4000000000000004,0.33999999999999997,3014.3719360649025
3.4000000000000004,0.36,2993.545961841341
3.4000000000000004,0.38,2980.4298252045
3.4000000000000004,0.4,2974.2710772009723
3.4000000000000004,0.42000000000000004,2974.442521429331
3.4000000000000004,0.44,2980.414607615444
3.4000000000000004,0.45999999999999996,2991.7346082787544
3.4000000000000004,0.48,3008.010924311684
3.4000000000000004,0.5,3028.9012126906186
3.4000000000000004,0.52,3054.103342228221
3.4000000000000004,0.54,3083.3484380025748
3.4000000000000004,0.56,3116.395471765025
3.4000000000000004,0.58,3153.0270027282577
3.4000000000000004,0.6,3193.04578104348
3.4000000000000004,0.62,3236.272004507508
3.4000000000000004,0.64,3282.5410753905917
3.4000000000000004,0.66,3331.7017447574126
3.4000000000000004,0.68,3383.614560747498
3.4000000000000004,0.7,3438.1505582523746
3.4000000000000004,0.72,3495.1901426194977
3.4000000000000004,0.74,3554.622131096924
3.4000000000000004,0.76,3616.342923887489
3.4000000000000004,0.78,3680.255782740798
3.4000000000000004,0.7999999999999999,3746.270199562138
3.4000000000000004,0.82,3814.301340974969
3.4000000000000004,0.84,3884.2695574311556
3.4000000000000004,0.86,3956.0999475297176
3.4000000000000004,0.88,4029.7219698302574
3.4000000000000004,0.9,4105.069095740303
3.4000000000000004,0.92,4182.078498093153
3.5,0.22,3414.7673872437963
3.5,0.24,3310.7843339818123
3.5,0.26,3225.339389791583
3.5,0.28,3155.6475187246797
3.5,0.3,3099.4276091445636
3.5,0.32,3054.837269492477
3.5,0.33999999999999997,3020.395077265656
3.5,0.36,2994.906948272927
3.5,0.38,2977.40339763858
3.5,0.4,2967.0890853156434
3.5,0.42000000000000004,2963.3035756992363
3.5,0.44,2965.4913917851536
3.5,0.45999999999999996,2973.179376993834
3.5,0.48,2985.959628524284
3.5,0.5,3003.476603372442
3.5,0.52,3025.4173198372837
3.5,0.54,3051.5038470962763
3.5,0.56,3081.4874872862274
3.5,0.58,3115.1442147216976
3.5,0.6,3152.2710552498393
3.5,0.62,3192.6831749660682
3.5,0.64,3236.211509808152
3.5,0.66,3282.700812366427
3.5,0.68,3332.0080244707783
3.5,0.7,3384.0009073240735
3.5,0.72,3438.5568777377857
3.5,0.74,3495.5620112400456
3.5,0.76,3554.9101817839914
3.5,0.78,3616.502314414043
3.5,0.7999999999999999,3680.2457322056107
3.5,0.82,3746.0535825429215
3.5,0.84,3813.844330667772
3.5,0.86,3883.541310652249
3.5,0.88,3955.0723256867122
3.5,0.9,4028.3692909510464
3.5,0.92,4103.36791343851
3.6,0.22,3463.1955234341604
3.6,0.24,3350.91519492651
3.6,0.26,3258.0858440389356
3.6,0.28,3181.7793276885177
3.6,0.3,3119.579033132507
3.6,0.32,3069.52553383806
3.6,0.33999999999999997,3030.04155262994
3.6,0.36,2999.856914876682
3.6,0.38,2977.942770508715
3.6,0.4,2963.457815303541
3.6,0.42000000000000004,2955.706045208868
3.6,0.44,2954.104327429888
3.6,0.45999999999999996,2958.1578114291256
3.6,0.48,2967.441375246476
3.6,0.5,2981.585618661983
3.6,0.52,3000.266240714685
3.6,0.54,3023.1959223495246
3.6,0.56,3050.118061921735
3.6,0.58,3080.801885068085
3.6,0.6,3115.0385799229143
3.6,0.62,3152.638203491566
3.6,0.64,3193.4271737513086
3.6,0.66,3237.2462116239512
3.6,0.68,3283.9486326335004
3.6,0.7,3333.3989137465464
3.6,0.72,3385.4714794455676
3.6,0.74,3440.0496645561425
3.6,0.76,3497.0248211991097
3.6,0.78,3556.295544502246
3.6,0.7999999999999999,3617.7669971161195
3.6,0.82,3681.3503166509945
3.6,0.84,3746.962093252659
3.6,0.86,3814.52390692421
3.6,0.88,3883.961916062743
3.6,0.9,3955.206490148439
3.6,0.92,4028.1918806929584
3.7,0.22,3515.8769249721117
3.7,0.24,3395.099658353926
3.7,0.26,3294.716834411486
3.7,0.28,3211.6607515353194
3.7,0.3,3143.3769449475094
3.7,0.32,3087.784064110804
3.7,0.33999999999999997,3043.2035428384934
3.7,0.36,3008.284122279496
3.7,0.38,2981.933408049911
3.7,0.4,2963.260820049563
3.7,0.42000000000000004,2951.532250882043
3.7,0.44,2946.135016193289
3.7,0.45999999999999996,2946.551176397449
3.7,0.48,2952.337375553144
3.7,0.5,2963.109624356146
3.7,0.52,2978.531778342215
3.7,0.54,2998.306756880668
3.7,0.56,3022.169790169838
3.7,0.58,3049.883169156138
3.7,0.6,3081.232114469305
3.7,0.62,3116.0214845279943
3.7,0.64,3154.0731187339984
3.7,0.66,3195.223666440377
3.7,0.68,3239.322791835565
3.7,0.7,3286.23167330173
3.7,0.72,3335.821736314068
3.7,0.74,3387.973573813053
3.7,0.76,3442.5760188225786
3.7,0.78,3499.5253420557524
3.7,0.7999999999999999,3558.7245531617245
3.7,0.82,3620.082788697805
3.7,0.84,3683.5147732697606
3.7,0.86,3748.940342858551
3.7,0.88,3816.2840213496856
3.7,0.9,3885.474642849753
3.7,0.92,3956.4450136191267
3.8000000000000003,0.22,3572.759975521016
3.8000000000000003,0.24,3443.279453258187
3.8000000000000003,0.26,3335.1645420805357
3.8000000000000003,0.28,3245.2140604386223
3.8000000000000003,0.3,3170.7346895098726
3.8000000000000003,0.32,3109.51879975265
3.8000000000000003,0.33999999999999997,3059.781168194014
3.8000000000000003,0.36,3020.0843007202275
3.8000000000000003,0.38,2989.2678426747793
3.8000000000000003,0.4,2966.388384435926
3.8000000000000003,0.42000000000000004,2950.670965929506
3.8000000000000003,0.44,2941.4712787271346
3.8000000000000003,0.45999999999999996,2938.246759506542
3.8000000000000003,0.48,2940.5346961908
3.8000000000000003,0.5,2947.9356974325674
3.8000000000000003,0.52,2960.1011904538027
3.8000000000000003,0.54,2976.7239147904434
3.8000000000000003,0.56,2997.5306349325365
3.8000000000000003,0.58,3022.276496651084
3.8000000000000003,0.6,3050.7406052117967
3.8000000000000003,0.62,3082.7225175748436
3.8000000000000003,0.64,3118.039424007624
3.8000000000000003,0.66,3156.5238549605897
3.8000000000000003,0.68,3198.0217926647238
3.8000000000000003,0.7,3242.391098334517
3.8000000000000003,0.72,3289.5001885314646
3.8000000000000003,0.74,3339.22691065331
3.8000000000000003,0.76,3391.45757945611
3.8000000000000003,0.78,3446.086145267951
3.8000000000000003,0.7999999999999999,3503.013471022114
3.8000000000000003,0.82,3562.1467000665125
3.8000000000000003,0.84,3623.3987003500515
3.8000000000000003,0.86,3686.687573367599
3.8000000000000003,0.88,3751.936218392682
3.8000000000000003,0.9,3819.0719442054638
3.8000000000000003,0.92,3888.0261218486266
3.9000000000000004,0.22,3633.8004465434797
3.9000000000000004,0.24,3495.4051256072016
3.9000000000000004,0.26,3379.3704483027673
3.9000000000000004,0.28,3282.3707122479627
3.9000000000000004,0.3,3201.574385066002
3.9000000000000004,0.32,3134.6439308108775
3.9000000000000004,0.33999999999999997,3079.6822761866497
3.9000000000000004,0.36,3035.160433513817
3.9000000000000004,0.38,2999.8454517404243
3.9000000000000004,0.4,2972.7372958753035
3.9000000000000004,0.42000000000000004,2953.0171818333492
3.9000000000000004,0.44,2940.0069180968867
3.9000000000000004,0.45999999999999996,2933.1376338124574
3.9000000000000004,0.48,2931.9260230021073
3.9000000000000004,0.5,2935.956391435454
3.9000000000000004,0.52,2944.8670872678736
3.9000000000000004,0.54,2958.340202869981
3.9000000000000004,0.56,2976.093703124001
3.9000000000000004,0.58,2997.8753512709254
3.9000000000000004,0.6,3023.457969483064
3.9000000000000004,0.62,3052.635695661611
3.9000000000000004,0.64,3085.220989418237
3.9000000000000004,0.66,3121.042206762845
3.9000000000000004,0.68,3159.941611167052
3.9000000000000004,0.7,3201.773723405875
3.9000000000000004,0.72,3246.4039376377277
3.9000000000000004,0.74,3293.707349303179
3.9000000000000004,0.76,3343.56775358578
3.9000000000000004,0.78,3395.8767827990614
3.9000000000000004,0.7999999999999999,3450.533158152378
3.9000000000000004,0.82,3507.4420366187633
3.9000000000000004,0.84,3566.5144375879217
3.9000000000000004,0.86,3627.6667369962784
3.9000000000000004,0.88,3690.8202189381377
3.9000000000000004,0.9,3755.900676560703
3.9000000000000004,0.92,3822.8380554600717
4.0,0.22,3698.9604606055473
4.0,0.24,3551.435325134009
4.0,0.26,3427.284864410555
4.0,0.28,3323.07103303026
4.0,0.3,3235.826682359714
4.0,0.32,3163.0816901222765
4.0,0.33999999999999997,3102.8222418439527
4.0,0.36,3053.4225541115266
4.0,0.38,3013.5722474246104
4.0,0.4,2982.210626894796
4.0,0.42000000000000004,2958.4718851463886
4.0,0.44,2941.641492782883
4.0,0.45999999999999996,2931.122428949677
4.0,0.48,2926.4094318354896
4.0,0.5,2927.0695084819963
4.0,0.52,2932.727205591148
4.0,0.54,2943.0534475308914
4.0,0.56,2957.75702593581
4.0,0.58,2976.578054724335
4.0,0.6,2999.2828834438187
4.0,0.62,3025.660097157748
4.0,0.64,3055.517331250364
4.0,0.66,3088.678702729288
4.0,0.68,3124.982712703029
4.0,0.7,3164.280513070388
4.0,0.72,3206.434458144796
4.0,0.74,3251.316881947485
4.0,0.76,3298.8090564182426
4.0,0.78,3348.800296378151
4.0,0.7999999999999999,3401.18718485467
4.0,0.82,3455.87289814017
4.0,0.84,3512.766614265862
4.0,0.86,3571.7829918333664
4.0,0.88,3632.8417086404943
4.0,0.9,3695.8670514688974
4.0,0.92,3760.787549912859
4.1,0.22,3768.20738742492
4.1,0.24,3611.336031120195
4.1,0.26,3478.8664232371143
4.1,0.28,3367.2638811772695
4.1,0.3,3273.430523131219
4.1,0.32,3194.762154005915
4.1,0.33999999999999997,3129.123780962057
4.1,0.36,3074.787557467752
4.1,0.38,3030.3606807488413
4.1,0.4,2994.7175309676977
4.1,0.42000000000000004,2966.941846371685
4.1,0.44,2946.28010056478
4.1,0.45999999999999996,2932.1051120266247
4.1,0.48,2923.888168220893
4.1,0.5,2921.177879160119
4.1,0.52,2923.5841900542996
4.1,0.54,2930.7662782084976
4.1,0.56,2942.4233450021206
4.1,0.58,2958.2875560463726
4.1,0.6,2978.118574855492
4.1,0.62,3001.6992821425347
4.1,0.64,3028.8323822764223
4.1,0.66,3059.3376788014853
4.1,0.68,3093.0498593965735
4.1,0.7,3129.8166729792274
4.1,0.72,3169.4974122359745
4.1,0.74,3211.9616369562873
4.1,0.76,3257.0880895586392
4.1,0.78,3304.7637658521894
4.1,0.7999999999999999,3354.883112616311
4.1,0.82,3407.3473298851272
4.1,0.84,3462.063760524111
4.1,0.86,3518.945353224891
4.1,0.88,3577.9101877399444
4.1,0.9,3638.8810532556054
4.1,0.92,3701.7850724208524
4.2,0.22,3841.5126775673243
4.2,0.24,3675.079713278409
4.2,0.26,3534.0815256731707
4.2,0.28,3414.906289769063
4.2,0.3,3314.3328945752532
4.2,0.32,3229.6230498168716
4.2,0.33999999999999997,3158.516775761901
4.2,0.36,3099.179025977246
4.2,0.38,3050.129460407533
4.2,0.4,3010.1730524514232
4.2,0.42000000000000004,2978.339421871733
4.2,0.44,2953.8331742742394
4.2,0.45999999999999996,2935.994779280468
4.2,0.48,2924.2704368030945
4.2,0.5,2918.189151302631
4.2,0.52,2917.345382457792
4.2,0.54,2921.3859182108044
4.2,0.56,2929.9999054327154
4.2,0.58,2942.9112272965367
4.2,0.6,2959.8726217694966
4.2,0.62,2980.661094294822
4.2,0.64,3005.0742969699045
4.2,0.66,3032.927634577317
4.2,0.68,3064.051922131195
4.2,0.7,3098.291465260095
4.2,0.72,3135.5024684929017
4.2,0.74,3175.551700908059
4.2,0.76,3218.3153662700415
4.2,0.78,3263.67813761637
4.2,0.7999999999999999,3311.5323256426686
4.2,0.82,3361.7771571423627
4.2,0.84,3414.3181448887053
4.2,0.86,3469.0665341949734
4.2,0.88,3525.9388143069
4.2,0.9,3584.8562850188646
4.2,0.92,3645.744670641887
4.300000000000001,0.22,3918.850642096602
4.300000000000001,0.24,3742.6444253202285
4.300000000000001,0.26,3592.9037360415314
4.300000000000001,0.28,3465.963081215273
4.300000000000001,0.3,3358.4885756092362
4.300000000000001,0.32,3267.6095680398253
4.300000000000001,0.33999999999999997,3190.938111985631
4.300000000000001,0.36,3126.5270698334357
4.300000000000001,0.38,3072.8033867251524
4.300000000000001,0.4,3028.4979511980355
4.300000000000001,0.42000000000000004,2992.5823694899436
4.300000000000001,0.44,2964.21629014755
4.300000000000001,0.45999999999999996,2942.7054592393706
4.300000000000001,0.48,2927.4692012827973
4.300000000000001,0.5,2918.0155883847806
4.300000000000001,0.52,2913.922619970568
4.300000000000001,0.54,2914.823983752182
4.300000000000001,0.56,2920.3982564505704
4.300000000000001,0.58,2930.360666354765
4.300000000000001,0.6,2944.4567578685374
4.300000000000001,0.62,2962.45746903886
4.300000000000001,0.64,2984.1552626195125
4.300000000000001,0.66,3009.361047487354
4.300000000000001,0.68,3037.9016978323516
4.300000000000001,0.7,3069.6180289136323
4.300000000000001,0.72,3104.363125389479
4.300000000000001,0.74,3142.0009451478345
4.300000000000001,0.76,3182.405141051513
4.300000000000001,0.78,3225.4580571606684
4.300000000000001,0.7999999999999999,3271.049866316528
4.300000000000001,0.82,3319.077823549184
4.300000000000001,0.84,3369.4456153814062
4.300000000000001,0.86,3422.0627892919474
4.300000000000001,0.88,3476.8442507653513
4.300000000000001,0.9,3533.7098177710704
4.300000000000001,0.92,3592.5838243804474
4.4,0.22,4000.1971903028016
4.4,0.24,3814.0128308553662
4.4,0.26,3655.3131203471203
4.4,0.28,3520.4064476980166
4.4,0.3,3405.859870076384
4.4,0.32,3308.6741759437373
4.4,0.33999999999999997,3226.3315259330075
4.4,0.36,3156.7681812673327
4.4,0.38,3098.313200757083
4.4,0.4,3049.618542148661
4.4,0.42000000000000004,3009.5936783406078
4.4,0.44,2977.349989298661
4.4,0.45999999999999996,2952.1559279369108
4.4,0.48,2933.401995416319
4.4,0.5,2920.573878095042
4.4,0.52,2913.2320427287277
4.4,0.54,2910.996291716717
4.4,0.56,2913.5340601780586
4.4,0.58,2920.551507359907
4.4,0.6,2931.786685006172
4.4,0.62,2947.0042484947526
4.4,0.64,2965.9913168957182
4.4,0.66,2988.5541931054468
4.4,0.68,3014.5157325936652
4.4,0.7,3043.7132057867734
4.4,0.72,3075.9965401154795
4.4,0.74,3111.226857444778
4.4,0.76,3149.275244100162
4.4,0.78,3190.0217062982874
4.4,0.7999999999999999,3233.354275149324
4.4,0.82,3279.1682337182956
4.4,0.84,3327.36544477334
4.4,0.86,3377.8537624191104
4.4,0.88,3430.5465142504963
4.4,0.9,3485.3620432737025
4.4,0.92,3542.2233008499675
4.5,0.22,4085.5285416864226
4.5,0.24,3889.1711639060077
4.5,0.26,3721.295522266875
4.5,0.28,3578.215490652976
4.5,0.3,3456.416321351534
4.5,0.32,3352.776429174529
4.5,0.33999999999999997,3264.647459426538
4.5,0.36,3189.845101747197
4.5,0.38,3126.595448265137
4.5,0.4,3073.466549996894
4.5,0.42000000000000004,3029.3014130300444
4.5,0.44,2993.15961265683
4.5,0.45999999999999996,2964.269536555703
4.5,0.48,2941.9907454611034
4.5,0.5,2925.7849514673676
4.5,0.52,2915.1939112206564
4.5,0.54,2909.822676536177
4.5,0.56,2909.326908956353
4.5,0.58,2913.403239176545
4.5,0.6,2921.781893333026
4.5,0.62,2934.2210036255874
4.5,0.64,2950.502172266113
4.5,0.66,2970.426971994317
4.5,0.68,2993.8141510524883
4.5,0.7,3020.4973725328246
4.5,0.72,3050.3233631438106
4.5,0.74,3083.1503791668397
4.5,0.76,3118.846921077916
4.5,0.78,3157.2906454990084
4.5,0.7999999999999999,3198.3674356485076
4.5,0.82,3241.97060060274
4.5,0.84,3288.000180407976
4.5,0.86,3336.362339074787
4.5,0.88,3386.9688312244107
4.5,0.9,3439.7365309866295
4.5,0.92,3494.587013913984
4.6,0.22,4174.819932427429
4.6,0.24,3968.1081294952255
4.6,0.26,3790.841773036214
4.6,0.28,3639.3757124960093
4.6,0.3,3510.1344022508847
4.6,0.32,3399.8827770331445
4.6,0.33999999999999997,3305.8429201801955
4.6,0.36,3225.7067008422227
4.6,0.38,3157.5923580264416
4.6,0.4,3099.978978800635
4.6,0.42000000000000004,3051.638572404336
4.6,0.44,3011.5751495658014
4.6,0.45999999999999996,2978.9740517397518
4.6,0.48,2953.161604321155
4.6,0.5,2933.573812831733
4.6,0.52,2919.7324337143123
4.6,0.54,2911.2268164368675
4.6,0.56,2907.700151452233
4.6,0.58,2908.8390321456945
4.6,0.6,2914.365489268151
4.6,0.62,2924.0308638438705
4.6,0.64,2937.61104752704
4.6,0.66,2954.90274335934
4.6,0.68,2975.720492293709
4.6,0.7,2999.8942788430472
4.6,0.72,3027.267578831561
