unit_id,period,mileage_state,replace,next_mileage_state,operating_cost,downtime_days,true_replacement_probability,synthetic_unit_quality
5,10,0,0,1,0.78587,0.0,0.01216,-0.38148
5,11,1,0,3,0.90159,0.22742,0.08036,-0.38148
5,12,3,0,5,2.10332,0.33636,0.40956,-0.38148
5,13,5,1,1,4.64564,0.53469,0.73347,-0.38148
5,14,1,0,2,1.02331,0.11302,0.08036,-0.38148
5,15,2,0,3,1.92858,0.27659,0.22085,-0.38148
5,16,3,0,4,2.29123,0.27708,0.40956,-0.38148
5,17,4,1,2,4.62832,0.41098,0.59174,-0.38148
5,18,2,0,3,1.80833,0.21491,0.22085,-0.38148
5,19,3,0,4,2.0476,0.21843,0.40956,-0.38148
5,20,4,1,0,3.95696,0.32376,0.59174,-0.38148
5,21,0,0,0,0.33934,0.05091,0.01216,-0.38148
5,22,0,0,1,0.43493,0.08226,0.01216,-0.38148
5,23,1,0,3,1.01918,0.16127,0.08036,-0.38148
5,24,3,0,4,2.28182,0.31027,0.40956,-0.38148
5,25,4,1,0,4.61649,0.4192,0.59174,-0.38148
5,26,0,0,1,0.37455,0.13511,0.01216,-0.38148
5,27,1,0,2,1.11188,0.14097,0.08036,-0.38148
5,28,2,1,0,4.58857,0.57718,0.22085,-0.38148
5,29,0,0,0,0.34612,0.0409,0.01216,-0.38148
5,30,0,0,1,0.95249,0.16292,0.01216,-0.38148
5,31,1,1,0,4.45676,0.41272,0.08036,-0.38148
5,32,0,0,2,0.57584,0.10859,0.01216,-0.38148
5,33,2,0,4,1.43222,0.25814,0.22085,-0.38148
6,0,1,0,2,1.20799,0.1442,0.10408,0.29634
6,1,2,0,3,1.42986,0.19669,0.24458,0.29634
6,2,3,0,5,2.06953,0.34145,0.43329,0.29634
6,3,5,0,7,3.33257,0.4379,0.75719,0.29634
6,4,7,1,0,4.43821,0.32691,0.91602,0.29634
6,5,0,0,1,0.28645,0.00487,0.03588,0.29634
6,6,1,0,2,0.90649,0.01992,0.10408,0.29634
6,7,2,1,0,4.10379,0.22541,0.24458,0.29634
6,8,0,0,1,0.22966,0.06771,0.03588,0.29634
6,9,1,0,1,0.97153,0.16017,0.10408,0.29634
6,10,1,0,2,1.13517,0.16214,0.10408,0.29634
6,11,2,0,3,1.44835,0.28329,0.24458,0.29634
6,12,3,0,3,1.90654,0.25469,0.43329,0.29634
6,13,3,0,5,2.30288,0.46318,0.43329,0.29634
6,14,5,0,6,3.1425,0.44759,0.75719,0.29634
6,15,6,1,0,4.40931,0.36031,0.85435,0.29634
6,16,0,0,1,0.86245,0.0,0.03588,0.29634
6,17,1,0,2,0.94525,0.23691,0.10408,0.29634
6,18,2,1,0,4.32823,0.22872,0.24458,0.29634
6,19,0,0,0,0.34359,0.0784,0.03588,0.29634
6,20,0,0,1,0.04904,0.08016,0.03588,0.29634
6,21,1,0,1,1.27679,0.12115,0.10408,0.29634
6,22,1,1,0,4.52923,0.29559,0.10408,0.29634
6,23,0,0,0,0.27086,0.07025,0.03588,0.29634
6,24,0,0,1,0.30322,0.20081,0.03588,0.29634
6,25,1,0,1,1.0927,0.14459,0.10408,0.29634
6,26,1,0,2,0.73883,0.12952,0.10408,0.29634
6,27,2,1,2,4.46543,0.12508,0.24458,0.29634
6,28,2,0,2,1.20986,0.15327,0.24458,0.29634
6,29,2,0,3,1.31251,0.24639,0.24458,0.29634
6,30,3,1,0,4.42188,0.31001,0.43329,0.29634
6,31,0,0,0,0.54432,0.09749,0.03588,0.29634
6,32,0,0,2,0.90391,0.08195,0.03588,0.29634
6,33,2,0,2,1.49902,0.29848,0.24458,0.29634
7,0,2,0,3,1.27171,0.24786,0.23745,0.0926
7,1,3,1,1,4.17575,0.24687,0.42616,0.0926
7,2,1,0,2,1.29419,0.08307,0.09695,0.0926
7,3,2,0,2,1.47278,0.23907,0.23745,0.0926
7,4,2,0,3,1.58631,0.23392,0.23745,0.0926
7,5,3,1,0,4.2214,0.43867,0.42616,0.0926
7,6,0,0,0,0.45787,0.00593,0.02875,0.0926
7,7,0,0,2,0.58487,0.01954,0.02875,0.0926
7,8,2,1,0,4.58981,0.40681,0.23745,0.0926
7,9,0,0,1,0.35238,0.03344,0.02875,0.0926
7,10,1,0,2,0.74505,0.18243,0.09695,0.0926
7,11,2,0,2,1.36821,0.17045,0.23745,0.0926
7,12,2,1,0,4.45336,0.3601,0.23745,0.0926
7,13,0,0,2,0.25305,0.0,0.02875,0.0926
7,14,2,0,4,1.46294,0.24129,0.23745,0.0926
7,15,4,1,1,4.45573,0.33609,0.60833,0.0926
7,16,1,0,3,1.15156,0.04981,0.09695,0.0926
7,17,3,0,3,2.10388,0.23865,0.42616,0.0926
7,18,3,0,4,2.04949,0.28526,0.42616,0.0926
7,19,4,1,0,4.40522,0.38795,0.60833,0.0926
7,20,0,0,1,0.43201,0.0,0.02875,0.0926
7,21,1,0,2,1.00417,0.03797,0.09695,0.0926
7,22,2,0,3,1.41984,0.26891,0.23745,0.0926
7,23,3,0,3,2.39407,0.33358,0.42616,0.0926
7,24,3,0,5,2.19365,0.2819,0.42616,0.0926
7,25,5,1,1,4.39174,0.36995,0.75006,0.0926
7,26,1,0,2,1.00644,0.00642,0.09695,0.0926
7,27,2,1,2,4.53827,0.17522,0.23745,0.0926
7,28,2,1,1,4.59753,0.44118,0.23745,0.0926
7,29,1,0,2,0.92167,0.1338,0.09695,0.0926
7,30,2,0,3,1.56273,0.14339,0.23745,0.0926
7,31,3,0,4,1.959,0.28876,0.42616,0.0926
7,32,4,0,5,2.45101,0.31989,0.60833,0.0926
7,33,5,1,0,4.16405,0.41413,0.75006,0.0926
8,0,1,0,3,1.14237,0.08813,0.09892,0.14884
8,1,3,0,5,2.2049,0.40194,0.42813,0.14884
8,2,5,1,0,3.84797,0.39879,0.75203,0.14884
8,3,0,0,1,0.25779,0.1213,0.03072,0.14884
8,4,1,0,2,0.6877,0.23828,0.09892,0.14884
8,5,2,0,3,1.33153,0.15065,0.23941,0.14884
8,6,3,1,0,3.68334,0.30985,0.42813,0.14884
8,7,0,0,2,0.65507,0.0,0.03072,0.14884
8,8,2,0,3,1.70068,0.29928,0.23941,0.14884
8,9,3,1,0,4.71204,0.06771,0.42813,0.14884
8,10,0,0,1,0.20005,0.01664,0.03072,0.14884
8,11,1,0,2,1.07232,0.20924,0.09892,0.14884
8,12,2,0,3,1.45958,0.22758,0.23941,0.14884
8,13,3,1,1,4.74872,0.41464,0.42813,0.14884
8,14,1,0,3,1.39351,0.16453,0.09892,0.14884
8,15,3,1,0,4.54578,0.17076,0.42813,0.14884
8,16,0,0,1,0.30488,0.0,0.03072,0.14884
8,17,1,0,3,1.09011,0.21458,0.09892,0.14884
8,18,3,0,4,1.8071,0.2605,0.42813,0.14884
8,19,4,0,5,2.66501,0.38029,0.6103,0.14884
8,20,5,1,1,4.25155,0.3419,0.75203,0.14884
8,21,1,0,3,0.88546,0.10131,0.09892,0.14884
8,22,3,0,3,2.01489,0.30134,0.42813,0.14884
8,23,3,1,0,4.56832,0.27209,0.42813,0.14884
8,24,0,0,1,0.62449,0.06667,0.03072,0.14884
8,25,1,1,0,4.58874,0.36785,0.09892,0.14884
8,26,0,0,1,0.29,0.00241,0.03072,0.14884
8,27,1,0,1,1.32376,0.16403,0.09892,0.14884
8,28,1,0,1,1.14648,0.08927,0.09892,0.14884
8,29,1,0,1,1.32555,0.20059,0.09892,0.14884
8,30,1,0,2,1.00128,0.14812,0.09892,0.14884
8,31,2,1,0,4.115,0.57876,0.23941,0.14884
8,32,0,0,1,0.47362,0.07098,0.03072,0.14884
8,33,1,0,2,1.00341,0.04697,0.09892,0.14884
9,0,1,0,2,0.74744,0.28386,0.10108,0.21053
9,1,2,1,0,4.66229,0.21041,0.24157,0.21053
9,2,0,0,0,0.34994,0.12397,0.03288,0.21053
9,3,0,0,2,0.52256,0.04479,0.03288,0.21053
9,4,2,0,3,1.57894,0.21489,0.24157,0.21053
9,5,3,1,0,4.3546,0.48306,0.43029,0.21053
9,6,0,0,0,0.65902,0.03552,0.03288,0.21053
9,7,0,0,1,0.29346,0.0,0.03288,0.21053
9,8,1,1,0,4.7312,0.15845,0.10108,0.21053
9,9,0,0,1,0.49843,0.04793,0.03288,0.21053
9,10,1,0,1,1.22571,0.08248,0.10108,0.21053
9,11,1,0,2,0.9055,0.19748,0.10108,0.21053
9,12,2,1,1,4.53151,0.18997,0.24157,0.21053
9,13,1,0,2,1.33181,0.18535,0.10108,0.21053
9,14,2,1,1,4.55967,0.28489,0.24157,0.21053
9,15,1,1,0,4.21626,0.21724,0.10108,0.21053
9,16,0,0,0,0.49981,0.02678,0.03288,0.21053
9,17,0,0,1,0.58841,0.15132,0.03288,0.21053
9,18,1,0,1,0.41856,0.15576,0.10108,0.21053
9,19,1,0,2,0.85488,0.21163,0.10108,0.21053
9,20,2,0,4,1.60753,0.23783,0.24157,0.21053
9,21,4,1,1,4.57634,0.26763,0.61246,0.21053
9,22,1,0,2,1.19655,0.19925,0.10108,0.21053
9,23,2,0,2,1.59653,0.17491,0.24157,0.21053
9,24,2,1,1,4.27865,0.37945,0.24157,0.21053
9,25,1,0,3,0.81145,0.16233,0.10108,0.21053
9,26,3,0,4,2.03151,0.2587,0.43029,0.21053
9,27,4,1,2,4.77875,0.25095,0.61246,0.21053
9,28,2,1,0,4.23366,0.12994,0.24157,0.21053
9,29,0,0,1,0.63439,0.09338,0.03288,0.21053
9,30,1,0,2,1.28215,0.21155,0.10108,0.21053
9,31,2,0,3,1.62154,0.19157,0.24157,0.21053
9,32,3,1,2,4.23211,0.41561,0.43029,0.21053
9,33,2,0,4,1.67629,0.16687,0.24157,0.21053
10,0,0,0,0,0.32228,0.11023,0.01459,-0.31205
10,1,0,0,0,0.14733,0.0,0.01459,-0.31205
10,2,0,0,1,0.72347,0.05341,0.01459,-0.31205
10,3,1,0,2,1.08621,0.096,0.08279,-0.31205
10,4,2,0,3,1.43559,0.2238,0.22328,-0.31205
10,5,3,0,4,2.22222,0.32069,0.41199,-0.31205
10,6,4,1,0,4.20796,0.37212,0.59417,-0.31205
10,7,0,0,2,0.67708,0.09999,0.01459,-0.31205
10,8,2,0,3,1.53756,0.24481,0.22328,-0.31205
10,9,3,0,4,1.59883,0.34705,0.41199,-0.31205
10,10,4,0,5,2.54667,0.44062,0.59417,-0.31205
10,11,5,1,1,4.74662,0.26465,0.7359,-0.31205
10,12,1,0,2,1.05792,0.03364,0.08279,-0.31205
10,13,2,1,0,4.62941,0.31883,0.22328,-0.31205
10,14,0,0,1,0.53111,0.03675,0.01459,-0.31205
10,15,1,0,3,1.42623,0.13517,0.08279,-0.31205
10,16,3,0,5,1.94905,0.37756,0.41199,-0.31205
10,17,5,1,1,4.06691,0.34759,0.7359,-0.31205
10,18,1,0,1,1.07695,0.3234,0.08279,-0.31205
10,19,1,0,2,0.93196,0.15293,0.08279,-0.31205
10,20,2,0,3,1.37733,0.2057,0.22328,-0.31205
10,21,3,0,4,2.32201,0.25035,0.41199,-0.31205
10,22,4,0,5,2.45004,0.3144,0.59417,-0.31205
10,23,5,1,0,4.60466,0.2172,0.7359,-0.31205
10,24,0,0,1,0.57603,0.04912,0.01459,-0.31205
10,25,1,1,0,4.56236,0.26666,0.08279,-0.31205
10,26,0,0,1,0.55667,0.0,0.01459,-0.31205
10,27,1,0,2,0.85592,0.17093,0.08279,-0.31205
10,28,2,1,0,4.34546,0.52776,0.22328,-0.31205
10,29,0,0,1,0.58393,0.08983,0.01459,-0.31205
10,30,1,0,2,0.95965,0.06672,0.08279,-0.31205
10,31,2,1,1,4.15312,0.19642,0.22328,-0.31205
10,32,1,0,3,1.02941,0.22761,0.08279,-0.31205
10,33,3,1,1,4.29477,0.29856,0.41199,-0.31205
11,0,3,0,5,1.86756,0.34675,0.4122,-0.30627
11,1,5,1,0,4.57971,0.09311,0.7361,-0.30627
11,2,0,0,1,0.40675,0.0005,0.01479,-0.30627
11,3,1,0,2,1.15437,0.31302,0.08299,-0.30627
11,4,2,1,0,4.60571,0.46148,0.22349,-0.30627
11,5,0,0,2,0.15674,0.00683,0.01479,-0.30627
11,6,2,0,3,1.4015,0.14539,0.22349,-0.30627
11,7,3,1,2,4.48071,0.0,0.4122,-0.30627
11,8,2,0,3,1.41114,0.18661,0.22349,-0.30627
11,9,3,1,0,4.1124,0.28456,0.4122,-0.30627
11,10,0,0,1,0.33599,0.11662,0.01479,-0.30627
11,11,1,0,2,0.98552,0.19894,0.08299,-0.30627
11,12,2,0,2,1.95794,0.17424,0.22349,-0.30627
11,13,2,0,2,1.42834,0.06931,0.22349,-0.30627
11,14,2,0,3,1.41646,0.16662,0.22349,-0.30627
11,15,3,0,4,1.97963,0.19341,0.4122,-0.30627
11,16,4,1,0,4.20027,0.28153,0.59437,-0.30627
11,17,0,0,1,0.29824,0.13866,0.01479,-0.30627
11,18,1,0,2,0.50433,0.14285,0.08299,-0.30627
11,19,2,0,2,1.79662,0.21551,0.22349,-0.30627
11,20,2,0,3,1.45764,0.15785,0.22349,-0.30627
11,21,3,1,1,4.1556,0.42985,0.4122,-0.30627
11,22,1,0,2,1.52606,0.15209,0.08299,-0.30627
11,23,2,1,0,4.41405,0.3456,0.22349,-0.30627
11,24,0,0,1,0.82591,0.09924,0.01479,-0.30627
11,25,1,0,1,1.11465,0.19464,0.08299,-0.30627
11,26,1,0,2,0.81478,0.18802,0.08299,-0.30627
11,27,2,0,3,1.3637,0.15155,0.22349,-0.30627
11,28,3,0,4,1.72916,0.27942,0.4122,-0.30627
11,29,4,1,0,4.9033,0.36489,0.59437,-0.30627
11,30,0,0,2,0.2539,0.04856,0.01479,-0.30627
11,31,2,0,4,1.58197,0.25098,0.22349,-0.30627
11,32,4,1,2,4.70796,0.24363,0.59437,-0.30627
11,33,2,1,0,4.15568,0.22314,0.22349,-0.30627
12,0,0,0,0,0.37123,0.14339,0.01291,-0.36012
12,1,0,0,1,0.70196,0.06898,0.01291,-0.36012
12,2,1,0,2,0.63637,0.12509,0.08111,-0.36012
12,3,2,0,4,0.69659,0.10403,0.2216,-0.36012
12,4,4,1,0,4.42387,0.55871,0.59248,-0.36012
12,5,0,0,1,0.79601,0.10526,0.01291,-0.36012
12,6,1,1,0,4.49545,0.20763,0.08111,-0.36012
12,7,0,0,1,0.55989,0.0,0.01291,-0.36012
12,8,1,0,2,1.02674,0.08235,0.08111,-0.36012
12,9,2,1,1,4.18319,0.32731,0.2216,-0.36012
12,10,1,0,2,0.88774,0.0507,0.08111,-0.36012
12,11,2,1,0,4.81474,0.4419,0.2216,-0.36012
12,12,0,0,1,0.46887,0.13823,0.01291,-0.36012
12,13,1,0,2,1.00394,0.09731,0.08111,-0.36012
12,14,2,0,2,1.46107,0.30733,0.2216,-0.36012
12,15,2,0,3,1.62172,0.18471,0.2216,-0.36012
12,16,3,0,5,2.25864,0.29766,0.41031,-0.36012
12,17,5,1,1,4.47105,0.33028,0.73422,-0.36012
12,18,1,0,3,1.39916,0.05397,0.08111,-0.36012
12,19,3,0,4,1.88154,0.20576,0.41031,-0.36012
12,20,4,1,0,4.46482,0.34626,0.59248,-0.36012
12,21,0,0,2,0.33393,0.13976,0.01291,-0.36012
12,22,2,0,3,1.75236,0.29486,0.2216,-0.36012
12,23,3,0,4,2.4273,0.20374,0.41031,-0.36012
12,24,4,0,5,3.05852,0.39141,0.59248,-0.36012
12,25,5,0,6,2.86756,0.4568,0.73422,-0.36012
12,26,6,1,0,4.26795,0.23182,0.83138,-0.36012
12,27,0,0,2,0.31845,0.00734,0.01291,-0.36012
12,28,2,1,0,4.23404,0.36198,0.2216,-0.36012
12,29,0,0,1,0.37227,0.06458,0.01291,-0.36012
12,30,1,0,1,0.99208,0.14022,0.08111,-0.36012
12,31,1,0,3,1.05404,0.13839,0.08111,-0.36012
12,32,3,0,4,2.00905,0.24981,0.41031,-0.36012
12,33,4,0,4,2.74076,0.37028,0.59248,-0.36012
13,0,3,1,0,4.33727,0.38572,0.42443,0.04316
13,1,0,0,1,0.27936,0.1223,0.02702,0.04316
13,2,1,0,2,0.82068,0.13142,0.09522,0.04316
13,3,2,1,2,4.75407,0.41791,0.23572,0.04316
13,4,2,0,4,1.41395,0.28691,0.23572,0.04316
13,5,4,0,5,2.34505,0.37674,0.6066,0.04316
13,6,5,1,1,4.34728,0.39373,0.74833,0.04316
13,7,1,0,3,1.14036,0.07544,0.09522,0.04316
13,8,3,0,4,2.15429,0.27637,0.42443,0.04316
13,9,4,0,4,2.50278,0.34031,0.6066,0.04316
13,10,4,1,1,4.49826,0.3576,0.6066,0.04316
13,11,1,1,0,4.37277,0.29179,0.09522,0.04316
13,12,0,0,1,0.33184,0.04816,0.02702,0.04316
13,13,1,0,3,1.31439,0.19714,0.09522,0.04316
13,14,3,0,4,2.06985,0.23872,0.42443,0.04316
13,15,4,1,1,4.72584,0.30297,0.6066,0.04316
13,16,1,0,2,1.44172,0.15293,0.09522,0.04316
13,17,2,0,3,1.5137,0.15379,0.23572,0.04316
13,18,3,0,4,2.37024,0.24701,0.42443,0.04316
13,19,4,1,0,4.46222,0.26023,0.6066,0.04316
13,20,0,0,2,0.73264,0.0281,0.02702,0.04316
13,21,2,0,4,1.2916,0.21667,0.23572,0.04316
13,22,4,0,5,2.79283,0.20475,0.6066,0.04316
13,23,5,1,0,4.61783,0.14571,0.74833,0.04316
13,24,0,0,1,0.81241,0.01592,0.02702,0.04316
13,25,1,0,2,0.66058,0.20454,0.09522,0.04316
13,26,2,0,4,1.50767,0.15104,0.23572,0.04316
13,27,4,1,0,4.10491,0.20216,0.6066,0.04316
13,28,0,0,1,0.63198,0.0756,0.02702,0.04316
13,29,1,0,2,0.72675,0.09664,0.09522,0.04316
13,30,2,0,3,1.89737,0.13118,0.23572,0.04316
13,31,3,0,3,2.1676,0.32663,0.42443,0.04316
13,32,3,0,5,2.22998,0.27572,0.42443,0.04316
13,33,5,1,0,4.44362,0.30805,0.74833,0.04316
14,0,0,0,1,0.10515,0.0,0.02522,-0.00837
14,1,1,0,2,0.99543,0.11158,0.09342,-0.00837
14,2,2,0,3,1.45005,0.20364,0.23391,-0.00837
14,3,3,0,4,1.82899,0.29211,0.42262,-0.00837
14,4,4,1,0,4.94899,0.21254,0.60479,-0.00837
14,5,0,0,1,0.80802,0.0,0.02522,-0.00837
14,6,1,0,2,0.99882,0.11286,0.09342,-0.00837
14,7,2,0,3,1.63001,0.26388,0.23391,-0.00837
14,8,3,0,4,2.20297,0.26123,0.42262,-0.00837
14,9,4,1,0,4.49758,0.34684,0.60479,-0.00837
14,10,0,0,1,0.64589,0.12564,0.02522,-0.00837
14,11,1,0,3,0.99807,0.09847,0.09342,-0.00837
14,12,3,1,0,4.71008,0.28666,0.42262,-0.00837
14,13,0,0,1,0.22129,0.14043,0.02522,-0.00837
