locality,year,inspection_rate,compliance_index,mandated_benefit_value,formal_wage_index,formal_share,informal_share,low_wage_formalization_gain,wage_rigidity_index
Industrial Belt,2011,0.6218815086553223,0.8188904343603122,0.2960909545804245,0.9643353319133603,0.8174015624553801,0.1825984375446199,0.18269960227923596,0.15
Industrial Belt,2012,0.636477343614774,0.7651128185036413,0.26209231409197736,0.8222877499556964,0.8208026230238795,0.17919737697612048,0.20580983008763265,0.15
Industrial Belt,2013,0.6323521944042855,0.7368685001568172,0.26371933534002545,0.9697707961714981,0.8144537345853068,0.1855462654146932,0.1852059154759235,0.15
Industrial Belt,2014,0.6831745938654676,0.815879555638839,0.26604989393338163,0.9266849583910928,0.8361726922849588,0.16382730771504117,0.18951400662200782,0.15
Industrial Belt,2015,0.6333547942402131,0.7645006412937366,0.2744320989492473,0.9140306196774366,0.8374955300022062,0.16250446999779378,0.21107761050222953,0.15
Industrial Belt,2016,0.6402561808935702,0.7782560598029921,0.2708512929979746,0.9094994982799035,0.8222834482295508,0.1777165517704492,0.19583264690775082,0.15
Industrial Belt,2017,0.6442276666441128,0.7586630832942344,0.26326412735675003,0.9195643721999027,0.8220169979863867,0.17798300201361328,0.19315138973138107,0.15
Industrial Belt,2018,0.6233652958973849,0.796767418770618,0.2609797556171767,0.9276099572202292,0.8403451285156468,0.1596548714843532,0.2291490101681385,0.15
Industrial Belt,2019,0.6388625653336606,0.7225402497262892,0.2589963018942765,0.9404359582147062,0.780426214303364,0.219573785696636,0.20557267487922168,0.15
Industrial Belt,2020,0.663232359471965,0.7769879754094089,0.30134295086150575,0.956069767785253,0.8195829363423668,0.18041706365763321,0.19971064169728744,0.15
Industrial Belt,2021,0.6447183688541989,0.8098469217523169,0.27960036930260074,0.902223863296093,0.8412379667369146,0.15876203326308536,0.2183792591868224,0.15
Industrial Belt,2022,0.6784176819777455,0.7544216501710256,0.25722925791403073,0.8715937856173686,0.8311329828598552,0.16886701714014485,0.18538501231985563,0.15
Industrial Belt,2023,0.6467851926400248,0.7318213726133,0.24964949236058614,0.8850890184594205,0.8445118325681492,0.1554881674318508,0.19171441870208455,0.15
Industrial Belt,2024,0.6349560861546689,0.7882492226426907,0.26168573500973147,0.9278272855829559,0.8509888741655781,0.1490111258344219,0.19519546971158777,0.15
Interior Services,2006,0.4799559979804153,0.6403274620486703,0.20492581839435897,0.9474321116470893,0.7139787367609527,0.2860212632390473,0.18689135449424543,0.21
Interior Services,2007,0.4886404376767001,0.6310293646792207,0.23176686898566345,0.9102411706240748,0.7019473010883753,0.29805269891162467,0.20058888332754415,0.21
Interior Services,2008,0.4641264035897749,0.6129568683272804,0.23539013931345346,0.9698851618327179,0.7196889713394733,0.2803110286605267,0.16662207681344401,0.21
Interior Services,2009,0.44370315798657384,0.5600417939552593,0.20982441474504315,0.9666094047374604,0.6885763156493173,0.3114236843506827,0.17906301213884995,0.21
Interior Services,2010,0.45694784503964353,0.6448024443802355,0.22046095862684414,0.9436465297909716,0.7128730047191081,0.2871269952808919,0.1698129477453017,0.21
Interior Services,2011,0.46186445629148104,0.6280587352662295,0.23753648192786408,0.9602437913608753,0.7447724905222644,0.25522750947773565,0.17904380973701836,0.21
Interior Services,2012,0.432735207298905,0.6309079361285519,0.20726866220100115,0.9457818097369812,0.6857636423844763,0.3142363576155237,0.19986019628590493,0.21
Interior Services,2013,0.45913879201850977,0.6644700603541791,0.22862941140298484,0.935102447982297,0.7144170032091468,0.2855829967908532,0.18514761625045334,0.21
Interior Services,2014,0.4546447726727532,0.6246372263963516,0.21824069105564556,0.9773200742989184,0.7234871965768435,0.27651280342315654,0.1625194660250382,0.21
Interior Services,2015,0.43573777181608936,0.599045540366847,0.21649674899849325,0.9504061661228906,0.7026646417397057,0.29733535826029434,0.1434092311835477,0.21
Interior Services,2016,0.47721346837630685,0.6504766441462584,0.229700423921951,0.9542688355318545,0.692586594104613,0.307413405895387,0.18141443930731552,0.21
Interior Services,2017,0.46095220646909096,0.6272094806840136,0.2154057596484994,0.9597714226619259,0.7134322565373287,0.28656774346267133,0.1513249073240874,0.21
Interior Services,2018,0.4891232470990413,0.7006075868534374,0.2440045500413212,0.9563001929692734,0.6857843725421645,0.3142156274578355,0.21176542001553125,0.21
Interior Services,2019,0.4668724364926251,0.5652956716670718,0.22139628133845005,0.9979568620411601,0.6703438623430304,0.32965613765696955,0.20500200335049495,0.21
Interior Services,2020,0.4566688407703224,0.6672182889590166,0.25768680251561893,0.9271384647114854,0.711372694335784,0.288627305664216,0.16958315597129198,0.21
Interior Services,2021,0.4711137438854337,0.5756351680289886,0.21485366689339785,0.9544936391828062,0.6998234179866822,0.30017658201331776,0.19882615484252658,0.21
Interior Services,2022,0.4594072951197563,0.6558915185503349,0.23774516256847783,0.9755600591722137,0.6793886173650296,0.32061138263497035,0.18141332269909394,0.21
Interior Services,2023,0.4439226517003603,0.5561058345696551,0.21474465668476664,0.9566811951026316,0.6851823401285936,0.3148176598714064,0.17160939021450045,0.21
Interior Services,2024,0.4873205410777191,0.6529032358430791,0.24797077376329243,0.9730803124053042,0.6833933887385919,0.3166066112614081,0.18881038297135,0.21
Coastal Trade,2006,0.47357391372338054,0.647871137257464,0.24357990273587773,0.9644242405742505,0.7045181615703059,0.2954818384296941,0.18593499365525482,0.19
Coastal Trade,2007,0.4771034123298923,0.6930487552797163,0.24361919498933238,0.956731297986729,0.7597184640210244,0.2402815359789756,0.17891052354894887,0.19
Coastal Trade,2008,0.5191204688758595,0.6401847502298946,0.21738905457125293,0.961840922813328,0.7419328258845611,0.2580671741154389,0.1879962901732805,0.19
Coastal Trade,2009,0.5460088933790753,0.7183056375613138,0.24121640382782067,0.9512658636143462,0.7224962797991161,0.2775037202008839,0.1824254382760505,0.19
Coastal Trade,2010,0.5034138856375269,0.7066485800800523,0.2620847131024541,0.9657554746947379,0.7726343024575041,0.22736569754249591,0.20827611984384106,0.19
Coastal Trade,2011,0.4945126437376576,0.6744663754900085,0.23029672384340633,0.9677048657531587,0.7358222606348006,0.2641777393651994,0.17668314662704543,0.19
Coastal Trade,2012,0.5218586979039039,0.728232293573586,0.24987005736861706,0.9473104421750769,0.7942579338906587,0.20574206610934132,0.19494158911024917,0.19
Coastal Trade,2013,0.533750245223725,0.7289788616263443,0.24600781909297892,0.9447476989617087,0.7821932128382856,0.21780678716171442,0.18043978462809449,0.19
Coastal Trade,2014,0.49608312280383215,0.7284770654727495,0.23070203726559627,0.9441610628502882,0.776788214227511,0.223211785772489,0.1857627107695188,0.19
Coastal Trade,2015,0.5005287597514648,0.6509785227066459,0.21657444711204465,0.9643813297997212,0.7678253989951795,0.23217460100482046,0.1808841685884416,0.19
Coastal Trade,2016,0.4998573846404594,0.6434134740615256,0.23138941162639723,0.8883957970328645,0.7600150051764131,0.23998499482358693,0.17078005622160392,0.19
Coastal Trade,2017,0.5211402172284709,0.6516297527149782,0.22362961042286433,0.9440055411881495,0.7363335569449696,0.2636664430550304,0.1891935392485329,0.19
Coastal Trade,2018,0.5003449009539057,0.632553721918454,0.24119509589169816,1.032509862961773,0.7754632073969233,0.22453679260307668,0.17530129552889037,0.19
Coastal Trade,2019,0.5130724237419223,0.7427914044385189,0.24647190803778174,0.9226129970435089,0.7655123855651401,0.23448761443485988,0.2057475036163722,0.19
Coastal Trade,2020,0.47526545676559956,0.6419433184936686,0.22099067416386892,0.9267018056031082,0.7690040677286424,0.23099593227135762,0.21143043662915853,0.19
Coastal Trade,2021,0.497357797844234,0.6665576546946625,0.22085357529968913,0.9469560320374975,0.7199563893110867,0.28004361068891326,0.18164382707216453,0.19
Coastal Trade,2022,0.5378626475646245,0.6552497593736275,0.23169764793651132,0.8837406133426424,0.7388504730885467,0.2611495269114533,0.16038030274033166,0.19
Coastal Trade,2023,0.5269644198696771,0.736649497177036,0.27609352374286916,0.9146211648306646,0.7678185351070596,0.23218146489294045,0.19201382159907332,0.19
Coastal Trade,2024,0.5145979060324748,0.5969510709201633,0.22593031784627893,0.8833363838493761,0.7601915503195285,0.23980844968047155,0.188181116847695,0.19
Agrarian South,2006,0.32128176201260344,0.5603393201067352,0.21383891461467944,0.9918317483176112,0.6372887953488724,0.3627112046511276,0.17593950630555333,0.24
Agrarian South,2007,0.3341539535617069,0.5090473133405551,0.21099195575568327,0.9822013195694611,0.6362279813416304,0.3637720186583696,0.17557445181742948,0.24
Agrarian South,2008,0.33684064044042455,0.5291120474952616,0.19744984516013522,0.9257607791434481,0.6330634434681901,0.3669365565318099,0.16796866980908912,0.24
Agrarian South,2009,0.37314063915887824,0.4952697347654115,0.1884117297781811,0.9670245967717315,0.624457916270271,0.37554208372972897,0.17857154584261137,0.24
Agrarian South,2010,0.3413066884872536,0.5734648292516203,0.20388383893564446,1.0285359374101424,0.6590688741473979,0.3409311258526021,0.16965664378722958,0.24
Agrarian South,2011,0.3687402615835843,0.48721148837242045,0.2219405589776364,0.9584834885618979,0.6362518196173012,0.36374818038269885,0.1296725890851176,0.24
Agrarian South,2012,0.3208787730823921,0.4589423750369037,0.20063194846134533,0.9928376656369376,0.6368362765521843,0.36316372344781567,0.16622274809808574,0.24
Agrarian South,2013,0.4084024362813348,0.6068479010326017,0.1903466161518067,0.97457183216963,0.5813668348299459,0.4186331651700541,0.17966533966234302,0.24
Agrarian South,2014,0.3133518444662522,0.45888081843142137,0.21129294441188498,0.8998074874683716,0.613062134274295,0.386937865725705,0.14813642338840702,0.24
Agrarian South,2015,0.2835880886406156,0.4657078803218886,0.22190919793897157,0.9468870442433142,0.5969153729747015,0.40308462702529846,0.14685875674121818,0.24
Agrarian South,2016,0.3336470341620626,0.613209420887108,0.22324682091780232,0.9982894671807766,0.6897794852841146,0.3102205147158854,0.22726569217135523,0.24
Agrarian South,2017,0.3327486920858268,0.49952330921726984,0.17992431252834523,0.9644216863718351,0.6238142152614582,0.3761857847385418,0.1341084102359392,0.24
Agrarian South,2018,0.3296884067362669,0.4833432352332888,0.20201935474669327,0.955222324544799,0.5996883155327891,0.4003116844672109,0.1678359376175833,0.24
Agrarian South,2019,0.33854397647234297,0.5484716451944028,0.19593329658627434,0.9528614001166784,0.6482399950034093,0.35176000499659066,0.16302437096857667,0.24
Agrarian South,2020,0.4099533319053233,0.5632311684807887,0.1799497744469803,0.9676180403071492,0.6178902136066453,0.3821097863933547,0.19074466728774425,0.24
Agrarian South,2021,0.3082694182920218,0.5309649009470145,0.19967803758447758,0.9022145011732938,0.6502592893389249,0.34974071066107515,0.1615285210139488,0.24
Agrarian South,2022,0.368344856842592,0.5730988545400557,0.22856804362911673,0.9638914872118752,0.6314637411778713,0.3685362588221287,0.16494955807271625,0.24
Agrarian South,2023,0.32323687504931453,0.5455886404272791,0.20435189627210665,1.008417833809678,0.6186595694708467,0.38134043052915334,0.14605315809756028,0.24
Agrarian South,2024,0.3051258226620839,0.4870900065031975,0.16910645801148627,0.9362563115993018,0.6504630113277132,0.3495369886722868,0.17245792424815054,0.24
Frontier West,2006,0.31066813336470817,0.43071754635310033,0.1944976004961689,0.9455719408512377,0.5455082387310832,0.45449176126891677,0.14453513985981703,0.27
Frontier West,2007,0.2994355730220878,0.48287860625848356,0.1853143458604167,0.9706840050294087,0.59042767557324,0.40957232442675995,0.17352242343982205,0.27
Frontier West,2008,0.28826561174415555,0.5764696216455582,0.20084436917310616,1.0340242947849858,0.5995405253344986,0.40045947466550136,0.1822170092877874,0.27
Frontier West,2009,0.2906908652299545,0.4627003090961017,0.20684500918937013,0.9437498071395003,0.5871460273547386,0.41285397264526136,0.1380441850681702,0.27
Frontier West,2010,0.32435067332204703,0.5588218481540448,0.21759215964236525,0.9394601387220688,0.5925534939784725,0.40744650602152754,0.1731793156388037,0.27
Frontier West,2011,0.26616203905218566,0.5020961436842365,0.1849967253413705,0.95726422132344,0.5748710937473972,0.4251289062526028,0.159660308992773,0.27
Frontier West,2012,0.25820453840046853,0.5135853865187782,0.20098514015251887,0.9600190789548395,0.5915828473422405,0.40841715265775946,0.17962125934401638,0.27
Frontier West,2013,0.263063838084537,0.42372093974965486,0.1941711048152939,0.9929842130141482,0.5596062744427582,0.44039372555724177,0.11540904357219783,0.27
Frontier West,2014,0.2993142879857234,0.5239416740178409,0.18802379652734502,0.9720110882808787,0.5750526779040434,0.42494732209595665,0.14793173258908912,0.27
Frontier West,2015,0.3107119834546252,0.4613957406397472,0.1674864518680459,1.006106512453057,0.5962015764980744,0.40379842350192563,0.14985902503055612,0.27
Frontier West,2016,0.2698762334687195,0.4808973305366484,0.1975313721625312,0.9507203792185012,0.5504686281751417,0.44953137182485825,0.15558088250735255,0.27
Frontier West,2017,0.28730836662471443,0.4928328693016525,0.20404441939472961,0.9556133343486594,0.5769508600087194,0.4230491399912806,0.12784514554338947,0.27
Frontier West,2018,0.2830543134902447,0.4870011696562819,0.22936637503393012,0.906962921229705,0.5679227544705543,0.4320772455294457,0.14663800335247806,0.27
Frontier West,2019,0.2646017304370892,0.4737434024838738,0.21639774590402258,0.9786018902231866,0.58621724025368,0.41378275974631995,0.1612243786651423,0.27
Frontier West,2020,0.29820925503066187,0.5046654819255465,0.2188791763708436,0.9800358006330839,0.5741713908649788,0.4258286091350212,0.16198658268989494,0.27
Frontier West,2021,0.2866235817370671,0.5355346812739684,0.21269587258612868,0.9571750389928971,0.5675088629819453,0.43249113701805475,0.17465258572857278,0.27
Frontier West,2022,0.3089565396640697,0.5220483191767252,0.19128585714868668,0.9597213320974314,0.6324054182284069,0.3675945817715931,0.17497194682890083,0.27
Frontier West,2023,0.2847099451143508,0.5071064967934177,0.19852152372037546,0.9717175991599339,0.5919349696796056,0.40806503032039443,0.15971356398027065,0.27
Frontier West,2024,0.3036670201518166,0.5524382608482894,0.19781007969867948,0.9252000293890046,0.5748503349813149,0.4251496650186851,0.17103863243279777,0.27
