worker_id,shift,high_bonus,lag_high_bonus,posted_wage,hours,deliveries,earnings
8,17,0,1,1.0,5.263,13.781,13.781
8,18,0,0,1.0,5.454,14.224,14.224
9,1,0,0,1.0,6.427,15.713,15.713
9,2,0,0,1.0,5.942,14.851,14.851
9,3,1,0,1.2,6.157,16.064,19.277
9,4,0,1,1.0,6.062,14.998,14.998
9,5,0,0,1.0,6.196,15.08,15.08
9,6,1,0,1.2,6.025,15.217,18.261
9,7,0,1,1.0,5.584,14.312,14.312
9,8,0,0,1.0,6.007,14.536,14.536
9,9,1,0,1.2,6.33,15.909,19.091
9,10,0,1,1.0,5.642,14.125,14.125
9,11,0,0,1.0,5.91,15.145,15.145
9,12,1,0,1.2,6.235,15.42,18.504
9,13,0,1,1.0,5.749,14.727,14.727
9,14,0,0,1.0,5.796,14.532,14.532
9,15,1,0,1.2,6.302,15.363,18.436
9,16,0,1,1.0,5.742,14.379,14.379
9,17,0,0,1.0,6.179,14.899,14.899
9,18,1,0,1.2,6.426,16.092,19.311
10,1,0,0,1.0,5.184,13.783,13.783
10,2,1,0,1.2,5.978,15.195,18.234
10,3,0,1,1.0,5.171,12.786,12.786
10,4,0,0,1.0,5.337,14.263,14.263
10,5,1,0,1.2,5.939,15.551,18.661
10,6,0,1,1.0,5.23,13.923,13.923
10,7,0,0,1.0,5.558,14.338,14.338
10,8,1,0,1.2,5.444,15.219,18.263
10,9,0,1,1.0,5.095,14.409,14.409
10,10,0,0,1.0,5.714,14.876,14.876
10,11,1,0,1.2,6.021,16.218,19.461
10,12,0,1,1.0,5.09,13.955,13.955
10,13,0,0,1.0,5.452,13.883,13.883
10,14,1,0,1.2,6.221,15.472,18.566
10,15,0,1,1.0,5.157,14.038,14.038
10,16,0,0,1.0,5.594,14.193,14.193
10,17,1,0,1.2,5.751,15.365,18.438
10,18,0,1,1.0,5.032,13.478,13.478
11,1,1,0,1.2,5.878,15.253,18.304
11,2,0,1,1.0,5.719,14.939,14.939
11,3,0,0,1.0,5.511,14.247,14.247
11,4,1,0,1.2,6.114,15.752,18.903
11,5,0,1,1.0,5.547,14.931,14.931
11,6,0,0,1.0,5.325,13.223,13.223
11,7,1,0,1.2,5.953,15.427,18.513
11,8,0,1,1.0,5.438,14.014,14.014
11,9,0,0,1.0,5.465,14.508,14.508
11,10,1,0,1.2,6.067,16.059,19.271
11,11,0,1,1.0,4.997,13.087,13.087
11,12,0,0,1.0,5.77,14.879,14.879
11,13,1,0,1.2,6.099,15.45,18.541
11,14,0,1,1.0,5.301,14.176,14.176
11,15,0,0,1.0,5.337,13.526,13.526
11,16,1,0,1.2,5.757,15.217,18.26
11,17,0,1,1.0,5.501,14.987,14.987
11,18,0,0,1.0,5.574,14.599,14.599
12,1,0,0,1.0,6.251,14.805,14.805
12,2,0,0,1.0,6.294,15.2,15.2
12,3,1,0,1.2,7.205,16.696,20.036
12,4,0,1,1.0,6.506,15.293,15.293
12,5,0,0,1.0,6.479,15.724,15.724
12,6,1,0,1.2,6.937,16.828,20.193
12,7,0,1,1.0,6.147,15.651,15.651
12,8,0,0,1.0,6.567,15.272,15.272
12,9,1,0,1.2,6.932,16.092,19.311
12,10,0,1,1.0,6.288,14.763,14.763
12,11,0,0,1.0,6.52,16.684,16.684
12,12,1,0,1.2,7.106,17.014,20.417
12,13,0,1,1.0,6.108,15.177,15.177
12,14,0,0,1.0,6.604,15.559,15.559
12,15,1,0,1.2,6.864,15.766,18.919
12,16,0,1,1.0,6.117,14.295,14.295
12,17,0,0,1.0,6.735,15.935,15.935
12,18,1,0,1.2,6.971,16.486,19.783
13,1,0,0,1.0,5.32,13.864,13.864
13,2,1,0,1.2,5.564,14.971,17.965
13,3,0,1,1.0,5.189,13.895,13.895
13,4,0,0,1.0,5.149,13.527,13.527
13,5,1,0,1.2,5.74,15.64,18.768
13,6,0,1,1.0,4.88,13.349,13.349
13,7,0,0,1.0,5.26,13.985,13.985
13,8,1,0,1.2,5.632,15.798,18.958
13,9,0,1,1.0,5.241,13.633,13.633
13,10,0,0,1.0,4.95,13.624,13.624
13,11,1,0,1.2,6.005,15.533,18.64
13,12,0,1,1.0,4.752,12.914,12.914
13,13,0,0,1.0,5.311,14.535,14.535
13,14,1,0,1.2,5.764,15.239,18.286
13,15,0,1,1.0,5.362,14.669,14.669
13,16,0,0,1.0,5.167,14.117,14.117
13,17,1,0,1.2,5.566,14.521,17.425
13,18,0,1,1.0,5.275,13.496,13.496
14,1,1,0,1.2,6.366,16.215,19.459
14,2,0,1,1.0,5.532,14.515,14.515
14,3,0,0,1.0,5.837,15.307,15.307
14,4,1,0,1.2,6.176,15.208,18.25
14,5,0,1,1.0,5.829,14.362,14.362
14,6,0,0,1.0,5.626,14.834,14.834
14,7,1,0,1.2,6.387,14.65,17.58
14,8,0,1,1.0,5.574,13.967,13.967
14,9,0,0,1.0,5.975,15.461,15.461
14,10,1,0,1.2,6.68,16.514,19.817
14,11,0,1,1.0,5.542,13.921,13.921
14,12,0,0,1.0,5.688,14.737,14.737
14,13,1,0,1.2,6.537,15.301,18.361
14,14,0,1,1.0,5.849,15.098,15.098
14,15,0,0,1.0,5.916,16.098,16.098
14,16,1,0,1.2,6.406,15.93,19.116
14,17,0,1,1.0,5.849,14.509,14.509
14,18,0,0,1.0,5.662,14.68,14.68
15,1,0,0,1.0,6.161,15.456,15.456
15,2,0,0,1.0,6.136,15.709,15.709
15,3,1,0,1.2,6.692,16.46,19.752
15,4,0,1,1.0,6.222,14.614,14.614
15,5,0,0,1.0,6.171,15.833,15.833
15,6,1,0,1.2,6.66,16.77,20.125
15,7,0,1,1.0,6.243,14.448,14.448
15,8,0,0,1.0,6.331,14.845,14.845
15,9,1,0,1.2,6.701,16.09,19.308
15,10,0,1,1.0,6.088,14.972,14.972
15,11,0,0,1.0,6.247,15.005,15.005
15,12,1,0,1.2,6.411,15.518,18.622
15,13,0,1,1.0,6.249,15.876,15.876
15,14,0,0,1.0,6.246,15.519,15.519
15,15,1,0,1.2,6.83,15.858,19.029
15,16,0,1,1.0,5.747,14.588,14.588
15,17,0,0,1.0,5.863,14.634,14.634
15,18,1,0,1.2,6.388,15.646,18.775
16,1,0,0,1.0,5.631,14.216,14.216
16,2,1,0,1.2,5.78,15.217,18.261
16,3,0,1,1.0,5.951,15.041,15.041
16,4,0,0,1.0,5.187,14.002,14.002
16,5,1,0,1.2,6.45,16.035,19.242
16,6,0,1,1.0,5.648,14.939,14.939
16,7,0,0,1.0,5.751,15.034,15.034
16,8,1,0,1.2,6.038,15.42,18.504
16,9,0,1,1.0,5.367,14.22,14.22
16,10,0,0,1.0,5.614,13.946,13.946
16,11,1,0,1.2,5.937,15.361,18.433
16,12,0,1,1.0,5.436,14.128,14.128
16,13,0,0,1.0,5.682,14.493,14.493
16,14,1,0,1.2,5.92,14.863,17.835
16,15,0,1,1.0,5.277,14.161,14.161
16,16,0,0,1.0,5.559,13.577,13.577
16,17,1,0,1.2,6.153,15.345,18.415
16,18,0,1,1.0,5.255,14.489,14.489
17,1,1,0,1.2,6.529,15.916,19.099
17,2,0,1,1.0,5.867,15.073,15.073
17,3,0,0,1.0,6.37,15.15,15.15
17,4,1,0,1.2,6.908,16.861,20.234
17,5,0,1,1.0,6.065,15.263,15.263
17,6,0,0,1.0,5.909,14.691,14.691
17,7,1,0,1.2,6.702,16.254,19.504
17,8,0,1,1.0,6.456,15.549,15.549
17,9,0,0,1.0,6.273,14.683,14.683
17,10,1,0,1.2,6.623,15.854,19.024
17,11,0,1,1.0,6.51,15.32,15.32
17,12,0,0,1.0,6.229,15.649,15.649
17,13,1,0,1.2,6.775,15.777,18.933
17,14,0,1,1.0,6.202,15.417,15.417
17,15,0,0,1.0,6.174,15.286,15.286
17,16,1,0,1.2,6.676,15.673,18.808
17,17,0,1,1.0,5.986,14.892,14.892
17,18,0,0,1.0,6.102,15.232,15.232
18,1,0,0,1.0,6.2,14.981,14.981
18,2,0,0,1.0,6.396,15.41,15.41
18,3,1,0,1.2,6.664,15.909,19.09
18,4,0,1,1.0,5.992,15.289,15.289
18,5,0,0,1.0,6.285,15.152,15.152
18,6,1,0,1.2,6.602,16.222,19.467
18,7,0,1,1.0,5.861,14.666,14.666
18,8,0,0,1.0,6.059,14.413,14.413
18,9,1,0,1.2,6.628,16.115,19.338
18,10,0,1,1.0,5.767,14.314,14.314
18,11,0,0,1.0,6.135,13.899,13.899
18,12,1,0,1.2,6.634,16.286,19.543
18,13,0,1,1.0,6.147,14.832,14.832
18,14,0,0,1.0,5.895,15.03,15.03
18,15,1,0,1.2,6.353,16.073,19.287
18,16,0,1,1.0,5.909,14.391,14.391
18,17,0,0,1.0,6.204,15.583,15.583
18,18,1,0,1.2,6.572,16.01,19.212
19,1,0,0,1.0,5.359,14.192,14.192
19,2,1,0,1.2,5.61,15.525,18.63
19,3,0,1,1.0,4.807,13.326,13.326
19,4,0,0,1.0,5.21,13.873,13.873
19,5,1,0,1.2,5.22,14.693,17.632
19,6,0,1,1.0,5.084,14.25,14.25
19,7,0,0,1.0,5.576,14.337,14.337
19,8,1,0,1.2,5.728,15.239,18.286
19,9,0,1,1.0,5.12,13.832,13.832
19,10,0,0,1.0,5.279,14.522,14.522
19,11,1,0,1.2,5.506,15.642,18.771
19,12,0,1,1.0,5.18,14.078,14.078
19,13,0,0,1.0,4.804,13.521,13.521
19,14,1,0,1.2,5.483,15.086,18.103
19,15,0,1,1.0,5.261,14.51,14.51
19,16,0,0,1.0,5.179,13.926,13.926
19,17,1,0,1.2,5.738,14.309,17.171
19,18,0,1,1.0,5.011,13.545,13.545
20,1,1,0,1.2,6.35,16.15,19.38
20,2,0,1,1.0,5.828,15.044,15.044
20,3,0,0,1.0,6.382,15.962,15.962
20,4,1,0,1.2,6.603,16.601,19.921
20,5,0,1,1.0,5.796,14.358,14.358
20,6,0,0,1.0,5.83,14.783,14.783
20,7,1,0,1.2,6.697,15.96,19.152
20,8,0,1,1.0,5.947,14.34,14.34
20,9,0,0,1.0,5.763,14.971,14.971
20,10,1,0,1.2,6.309,15.519,18.623
20,11,0,1,1.0,6.218,15.178,15.178
20,12,0,0,1.0,5.974,14.779,14.779
20,13,1,0,1.2,6.507,15.75,18.9
20,14,0,1,1.0,5.873,15.188,15.188
20,15,0,0,1.0,5.925,13.862,13.862
20,16,1,0,1.2,6.314,16.119,19.343
20,17,0,1,1.0,6.064,15.119,15.119
20,18,0,0,1.0,6.239,14.759,14.759
21,1,0,0,1.0,6.285,15.499,15.499
21,2,0,0,1.0,5.733,14.95,14.95
21,3,1,0,1.2,6.74,17.064,20.477
21,4,0,1,1.0,6.161,14.696,14.696
21,5,0,0,1.0,6.103,15.181,15.181
21,6,1,0,1.2,6.753,16.062,19.275
21,7,0,1,1.0,5.935,15.432,15.432
21,8,0,0,1.0,6.205,15.108,15.108
21,9,1,0,1.2,6.602,16.701,20.041
21,10,0,1,1.0,6.328,14.869,14.869
21,11,0,0,1.0,6.234,14.8,14.8
21,12,1,0,1.2,7.031,16.813,20.176
21,13,0,1,1.0,6.077,14.854,14.854
21,14,0,0,1.0,6.346,15.199,15.199
21,15,1,0,1.2,6.975,16.201,19.441
21,16,0,1,1.0,5.905,15.355,15.355
21,17,0,0,1.0,6.171,15.665,15.665
21,18,1,0,1.2,6.856,15.891,19.069
22,1,0,0,1.0,5.596,14.347,14.347
22,2,1,0,1.2,6.091,15.31,18.372
22,3,0,1,1.0,5.451,14.67,14.67
22,4,0,0,1.0,5.827,14.385,14.385
22,5,1,0,1.2,5.995,15.393,18.472
22,6,0,1,1.0,5.224,14.382,14.382
22,7,0,0,1.0,5.688,14.75,14.75
22,8,1,0,1.2,6.017,15.817,18.981
22,9,0,1,1.0,5.64,14.95,14.95
22,10,0,0,1.0,5.556,14.529,14.529
22,11,1,0,1.2,5.967,15.283,18.339
22,12,0,1,1.0,5.643,14.511,14.511
22,13,0,0,1.0,5.559,14.634,14.634
22,14,1,0,1.2,6.156,15.328,18.394
22,15,0,1,1.0,5.35,14.438,14.438
22,16,0,0,1.0,5.681,14.45,14.45
22,17,1,0,1.2,6.252,15.7,18.84
22,18,0,1,1.0,5.119,13.569,13.569
23,1,1,0,1.2,5.94,15.583,18.7
23,2,0,1,1.0,5.185,13.036,13.036
23,3,0,0,1.0,5.018,13.71,13.71
23,4,1,0,1.2,5.413,15.152,18.183
23,5,0,1,1.0,5.145,13.86,13.86
23,6,0,0,1.0,5.272,13.683,13.683
23,7,1,0,1.2,5.546,14.169,17.002
23,8,0,1,1.0,5.168,14.106,14.106
23,9,0,0,1.0,5.241,13.914,13.914
23,10,1,0,1.2,5.565,15.05,18.06
23,11,0,1,1.0,4.723,12.989,12.989
23,12,0,0,1.0,5.165,13.737,13.737
23,13,1,0,1.2,5.773,15.112,18.134
23,14,0,1,1.0,5.192,14.469,14.469
23,15,0,0,1.0,5.531,14.619,14.619
23,16,1,0,1.2,5.959,16.094,19.313
23,17,0,1,1.0,5.231,13.456,13.456
23,18,0,0,1.0,5.465,13.887,13.887
24,1,0,0,1.0,6.762,15.569,15.569
24,2,0,0,1.0,6.254,14.916,14.916
24,3,1,0,1.2,6.89,16.986,20.383
24,4,0,1,1.0,6.109,15.378,15.378
24,5,0,0,1.0,6.079,15.476,15.476
24,6,1,0,1.2,6.89,16.554,19.865
24,7,0,1,1.0,6.313,15.634,15.634
24,8,0,0,1.0,6.518,16.171,16.171
24,9,1,0,1.2,6.582,15.757,18.909
24,10,0,1,1.0,6.089,15.29,15.29
24,11,0,0,1.0,6.148,16.042,16.042
24,12,1,0,1.2,6.918,16.995,20.394
24,13,0,1,1.0,6.158,15.16,15.16
24,14,0,0,1.0,6.564,15.266,15.266
24,15,1,0,1.2,6.861,17.063,20.475
24,16,0,1,1.0,6.56,15.775,15.775
24,17,0,0,1.0,6.806,15.049,15.049
24,18,1,0,1.2,6.954,16.395,19.674
25,1,0,0,1.0,6.498,15.941,15.941
25,2,1,0,1.2,6.641,16.412,19.694
25,3,0,1,1.0,6.373,15.848,15.848
25,4,0,0,1.0,6.132,14.778,14.778
25,5,1,0,1.2,6.792,16.919,20.303
25,6,0,1,1.0,6.29,15.784,15.784
25,7,0,0,1.0,5.947,14.73,14.73
25,8,1,0,1.2,6.838,16.522,19.826
25,9,0,1,1.0,5.838,15.154,15.154
25,10,0,0,1.0,6.36,15.128,15.128
25,11,1,0,1.2,6.964,15.867,19.04
25,12,0,1,1.0,6.086,15.353,15.353
25,13,0,0,1.0,6.366,15.231,15.231
25,14,1,0,1.2,6.721,16.185,19.422
25,15,0,1,1.0,6.334,15.163,15.163
25,16,0,0,1.0,6.42,14.549,14.549
25,17,1,0,1.2,6.97,17.542,21.05
25,18,0,1,1.0,6.268,15.174,15.174
26,1,1,0,1.2,6.189,15.407,18.488
26,2,0,1,1.0,5.345,13.296,13.296
26,3,0,0,1.0,5.656,14.389,14.389
26,4,1,0,1.2,6.02,15.472,18.567
26,5,0,1,1.0,5.365,14.245,14.245
26,6,0,0,1.0,5.418,14.185,14.185
26,7,1,0,1.2,6.012,14.781,17.737
26,8,0,1,1.0,5.275,13.829,13.829
26,9,0,0,1.0,5.511,14.442,14.442
26,10,1,0,1.2,5.99,15.418,18.501
26,11,0,1,1.0,5.419,13.196,13.196
26,12,0,0,1.0,5.591,14.092,14.092
26,13,1,0,1.2,6.034,15.183,18.219
26,14,0,1,1.0,5.611,14.434,14.434
26,15,0,0,1.0,5.74,14.914,14.914
26,16,1,0,1.2,5.961,15.731,18.877
26,17,0,1,1.0,5.534,13.941,13.941
26,18,0,0,1.0,5.592,14.468,14.468
27,1,0,0,1.0,6.182,15.737,15.737
27,2,0,0,1.0,6.383,14.495,14.495
27,3,1,0,1.2,6.508,16.269,19.523
27,4,0,1,1.0,5.863,14.932,14.932
27,5,0,0,1.0,6.493,15.36,15.36
27,6,1,0,1.2,6.948,17.07,20.484
27,7,0,1,1.0,6.114,15.018,15.018
27,8,0,0,1.0,6.277,15.397,15.397
27,9,1,0,1.2,6.414,15.868,19.042
27,10,0,1,1.0,5.823,14.559,14.559
27,11,0,0,1.0,6.205,14.409,14.409
27,12,1,0,1.2,6.467,15.828,18.993
27,13,0,1,1.0,6.513,14.936,14.936
27,14,0,0,1.0,6.267,14.85,14.85
27,15,1,0,1.2,6.627,16.565,19.878
27,16,0,1,1.0,6.18,15.278,15.278
27,17,0,0,1.0,6.332,15.513,15.513
27,18,1,0,1.2,6.305,15.956,19.147
28,1,0,0,1.0,5.842,15.053,15.053
28,2,1,0,1.2,6.295,16.065,19.279
28,3,0,1,1.0,5.439,14.434,14.434
28,4,0,0,1.0,5.751,14.579,14.579
28,5,1,0,1.2,6.454,15.777,18.932
28,6,0,1,1.0,5.53,13.834,13.834
28,7,0,0,1.0,5.717,15.003,15.003
28,8,1,0,1.2,5.92,15.459,18.55
28,9,0,1,1.0,5.194,13.697,13.697
28,10,0,0,1.0,5.849,14.511,14.511
28,11,1,0,1.2,6.004,15.307,18.369
28,12,0,1,1.0,5.828,15.299,15.299
28,13,0,0,1.0,6.042,15.222,15.222
28,14,1,0,1.2,6.285,16.172,19.407
28,15,0,1,1.0,5.442,13.871,13.871
28,16,0,0,1.0,6.003,15.246,15.246
28,17,1,0,1.2,6.378,15.973,19.168
28,18,0,1,1.0,5.502,13.895,13.895
29,1,1,0,1.2,6.773,15.891,19.069
29,2,0,1,1.0,5.875,14.715,14.715
29,3,0,0,1.0,6.286,15.092,15.092
29,4,1,0,1.2,6.425,16.334,19.601
29,5,0,1,1.0,6.116,14.755,14.755
29,6,0,0,1.0,6.01,15.355,15.355
29,7,1,0,1.2,6.348,15.733,18.879
29,8,0,1,1.0,6.089,15.068,15.068
29,9,0,0,1.0,6.296,14.556,14.556
29,10,1,0,1.2,6.581,16.239,19.487
29,11,0,1,1.0,6.068,15.209,15.209
29,12,0,0,1.0,5.918,15.384,15.384
29,13,1,0,1.2,6.66,16.433,19.72
29,14,0,1,1.0,5.904,14.862,14.862
29,15,0,0,1.0,6.368,15.317,15.317
29,16,1,0,1.2,6.613,16.282,19.539
29,17,0,1,1.0,5.714,14.502,14.502
29,18,0,0,1.0,6.253,14.996,14.996
30,1,0,0,1.0,5.779,14.014,14.014
30,2,0,0,1.0,5.93,14.278,14.278
30,3,1,0,1.2,6.311,15.755,18.905
30,4,0,1,1.0,5.604,14.471,14.471
30,5,0,0,1.0,5.921,15.134,15.134
30,6,1,0,1.2,6.158,15.566,18.679
30,7,0,1,1.0,5.511,13.753,13.753
30,8,0,0,1.0,5.956,14.411,14.411
30,9,1,0,1.2,6.103,15.72,18.864
30,10,0,1,1.0,5.423,14.428,14.428
30,11,0,0,1.0,5.633,14.024,14.024
30,12,1,0,1.2,6.131,15.26,18.312
30,13,0,1,1.0,5.708,15.131,15.131
30,14,0,0,1.0,5.907,14.979,14.979
30,15,1,0,1.2,6.124,15.497,18.596
30,16,0,1,1.0,5.682,14.504,14.504
30,17,0,0,1.0,5.808,14.19,14.19
30,18,1,0,1.2,6.548,15.532,18.639
31,1,0,0,1.0,5.877,14.443,14.443
31,2,1,0,1.2,6.367,15.289,18.347
31,3,0,1,1.0,5.473,13.335,13.335
31,4,0,0,1.0,5.913,14.302,14.302
31,5,1,0,1.2,6.051,15.794,18.953
31,6,0,1,1.0,5.667,14.92,14.92
31,7,0,0,1.0,5.841,15.05,15.05
31,8,1,0,1.2,6.088,15.493,18.591
31,9,0,1,1.0,5.737,14.874,14.874
31,10,0,0,1.0,5.894,14.447,14.447
31,11,1,0,1.2,5.977,14.896,17.876
31,12,0,1,1.0,5.519,14.281,14.281
31,13,0,0,1.0,5.509,14.237,14.237
31,14,1,0,1.2,6.288,16.151,19.381
31,15,0,1,1.0,5.498,14.525,14.525
31,16,0,0,1.0,5.494,14.029,14.029
31,17,1,0,1.2,6.193,15.388,18.466
31,18,0,1,1.0,5.464,14.365,14.365
32,1,1,0,1.2,5.889,15.254,18.305
32,2,0,1,1.0,5.391,14.476,14.476
32,3,0,0,1.0,5.443,14.035,14.035
32,4,1,0,1.2,6.05,15.561,18.673
32,5,0,1,1.0,5.141,13.954,13.954
32,6,0,0,1.0,5.309,13.068,13.068
32,7,1,0,1.2,5.696,14.923,17.907
32,8,0,1,1.0,5.216,13.357,13.357
32,9,0,0,1.0,5.356,14.303,14.303
32,10,1,0,1.2,5.664,15.139,18.167
32,11,0,1,1.0,4.934,13.849,13.849
32,12,0,0,1.0,5.317,13.551,13.551
32,13,1,0,1.2,6.068,15.687,18.824
32,14,0,1,1.0,5.469,14.386,14.386
32,15,0,0,1.0,5.481,14.122,14.122
32,16,1,0,1.2,5.944,15.324,18.389
32,17,0,1,1.0,5.183,13.857,13.857
32,18,0,0,1.0,5.189,13.928,13.928
33,1,0,0,1.0,5.938,15.026,15.026
33,2,0,0,1.0,5.86,14.723,14.723
33,3,1,0,1.2,6.371,16.616,19.939
