region,month,policy_month,post,median_wage,new_floor,bite,wage_bin,avg_wage,jobs,below_floor,near_floor
Lake East,6,8,0,15.7,13.0,0.8280254777070064,12.0,12.232130473915559,115,1,0
Lake East,6,8,0,15.7,13.0,0.8280254777070064,13.0,13.319004329299606,128,0,1
Lake East,6,8,0,15.7,13.0,0.8280254777070064,14.0,14.204106790387838,116,0,1
Lake East,6,8,0,15.7,13.0,0.8280254777070064,15.0,15.286131100462022,112,0,0
Lake East,6,8,0,15.7,13.0,0.8280254777070064,16.0,16.243115686263,107,0,0
Lake East,7,8,0,15.7,13.0,0.8280254777070064,10.0,10.318809713813293,106,1,0
Lake East,7,8,0,15.7,13.0,0.8280254777070064,11.0,11.220833376530654,122,1,0
Lake East,7,8,0,15.7,13.0,0.8280254777070064,12.0,12.348299962657727,119,1,0
Lake East,7,8,0,15.7,13.0,0.8280254777070064,13.0,13.291546249558632,135,0,1
Lake East,7,8,0,15.7,13.0,0.8280254777070064,14.0,14.2456701177899,131,0,1
Lake East,7,8,0,15.7,13.0,0.8280254777070064,15.0,15.140752284210402,110,0,0
Lake East,7,8,0,15.7,13.0,0.8280254777070064,16.0,16.28192916357255,104,0,0
Lake East,8,8,1,15.7,13.0,0.8280254777070064,10.0,10.90585451629779,51,1,0
Lake East,8,8,1,15.7,13.0,0.8280254777070064,11.0,11.827972802797518,61,1,0
Lake East,8,8,1,15.7,13.0,0.8280254777070064,12.0,12.90591006099003,60,1,0
Lake East,8,8,1,15.7,13.0,0.8280254777070064,13.0,13.991115137998555,182,0,1
Lake East,8,8,1,15.7,13.0,0.8280254777070064,14.0,14.269395457754367,166,0,1
Lake East,8,8,1,15.7,13.0,0.8280254777070064,15.0,15.160016072207,111,0,0
Lake East,8,8,1,15.7,13.0,0.8280254777070064,16.0,16.2819457456987,108,0,0
Lake East,9,8,1,15.7,13.0,0.8280254777070064,10.0,11.025654728315887,55,1,0
Lake East,9,8,1,15.7,13.0,0.8280254777070064,11.0,11.905272199486076,68,1,0
Lake East,9,8,1,15.7,13.0,0.8280254777070064,12.0,12.920598093724932,75,1,0
Lake East,9,8,1,15.7,13.0,0.8280254777070064,13.0,13.866641182283804,184,0,1
Lake East,9,8,1,15.7,13.0,0.8280254777070064,14.0,14.113684324226268,167,0,1
Lake East,9,8,1,15.7,13.0,0.8280254777070064,15.0,15.20656230802718,104,0,0
Lake East,9,8,1,15.7,13.0,0.8280254777070064,16.0,16.33007220344069,110,0,0
Lake East,10,8,1,15.7,13.0,0.8280254777070064,10.0,10.934787965816424,39,1,0
Lake East,10,8,1,15.7,13.0,0.8280254777070064,11.0,11.94581344319693,57,1,0
Lake East,10,8,1,15.7,13.0,0.8280254777070064,12.0,12.866935194918788,69,1,0
Lake East,10,8,1,15.7,13.0,0.8280254777070064,13.0,13.891179199936685,187,0,1
Lake East,10,8,1,15.7,13.0,0.8280254777070064,14.0,14.343881744353713,156,0,1
Lake East,10,8,1,15.7,13.0,0.8280254777070064,15.0,15.285302674342217,124,0,0
Lake East,10,8,1,15.7,13.0,0.8280254777070064,16.0,16.34837699098114,99,0,0
Lake East,11,8,1,15.7,13.0,0.8280254777070064,10.0,11.006297822267994,52,1,0
Lake East,11,8,1,15.7,13.0,0.8280254777070064,11.0,12.042464693890217,56,1,0
Lake East,11,8,1,15.7,13.0,0.8280254777070064,12.0,12.89322099253369,73,1,0
Lake East,11,8,1,15.7,13.0,0.8280254777070064,13.0,13.880346578391077,165,0,1
Lake East,11,8,1,15.7,13.0,0.8280254777070064,14.0,14.157297669238455,170,0,1
Lake East,11,8,1,15.7,13.0,0.8280254777070064,15.0,15.173268664057137,119,0,0
Lake East,11,8,1,15.7,13.0,0.8280254777070064,16.0,16.25514771797302,108,0,0
Lake East,12,8,1,15.7,13.0,0.8280254777070064,10.0,10.840171697841052,58,1,0
Lake East,12,8,1,15.7,13.0,0.8280254777070064,11.0,11.751107076766756,50,1,0
Lake East,12,8,1,15.7,13.0,0.8280254777070064,12.0,12.864821630089983,75,1,0
Lake East,12,8,1,15.7,13.0,0.8280254777070064,13.0,13.95818119301053,185,0,1
Lake East,12,8,1,15.7,13.0,0.8280254777070064,14.0,14.196453101964865,161,0,1
Lake East,12,8,1,15.7,13.0,0.8280254777070064,15.0,15.327288008190767,117,0,0
Lake East,12,8,1,15.7,13.0,0.8280254777070064,16.0,16.16132433279046,104,0,0
Valley West,1,8,0,17.8,13.0,0.7303370786516854,10.0,10.29852733797087,109,1,0
Valley West,1,8,0,17.8,13.0,0.7303370786516854,11.0,11.2464187454836,117,1,0
Valley West,1,8,0,17.8,13.0,0.7303370786516854,12.0,12.209981573820649,114,1,0
Valley West,1,8,0,17.8,13.0,0.7303370786516854,13.0,13.210914834049573,139,0,1
Valley West,1,8,0,17.8,13.0,0.7303370786516854,14.0,14.323317220734797,134,0,1
Valley West,1,8,0,17.8,13.0,0.7303370786516854,15.0,15.193231836857336,124,0,0
Valley West,1,8,0,17.8,13.0,0.7303370786516854,16.0,16.110169847816913,98,0,0
Valley West,2,8,0,17.8,13.0,0.7303370786516854,10.0,10.363984380113113,101,1,0
Valley West,2,8,0,17.8,13.0,0.7303370786516854,11.0,11.367139340153862,120,1,0
Valley West,2,8,0,17.8,13.0,0.7303370786516854,12.0,12.221435771167814,121,1,0
Valley West,2,8,0,17.8,13.0,0.7303370786516854,13.0,13.196933993534303,132,0,1
Valley West,2,8,0,17.8,13.0,0.7303370786516854,14.0,14.261661762658854,125,0,1
Valley West,2,8,0,17.8,13.0,0.7303370786516854,15.0,15.39606141289568,119,0,0
Valley West,2,8,0,17.8,13.0,0.7303370786516854,16.0,16.154960876869268,109,0,0
Valley West,3,8,0,17.8,13.0,0.7303370786516854,10.0,10.416777362910048,101,1,0
Valley West,3,8,0,17.8,13.0,0.7303370786516854,11.0,11.30352362982559,113,1,0
Valley West,3,8,0,17.8,13.0,0.7303370786516854,12.0,12.235578007764751,124,1,0
Valley West,3,8,0,17.8,13.0,0.7303370786516854,13.0,13.330749222363771,154,0,1
Valley West,3,8,0,17.8,13.0,0.7303370786516854,14.0,14.229816601039467,140,0,1
Valley West,3,8,0,17.8,13.0,0.7303370786516854,15.0,15.293065132318672,117,0,0
Valley West,3,8,0,17.8,13.0,0.7303370786516854,16.0,16.33960391815687,93,0,0
Valley West,4,8,0,17.8,13.0,0.7303370786516854,10.0,10.173260599686888,108,1,0
Valley West,4,8,0,17.8,13.0,0.7303370786516854,11.0,11.174452543895105,108,1,0
Valley West,4,8,0,17.8,13.0,0.7303370786516854,12.0,12.220214116589919,133,1,0
Valley West,4,8,0,17.8,13.0,0.7303370786516854,13.0,13.311027062702896,135,0,1
Valley West,4,8,0,17.8,13.0,0.7303370786516854,14.0,14.250187271711242,119,0,1
Valley West,4,8,0,17.8,13.0,0.7303370786516854,15.0,15.18590510709916,110,0,0
Valley West,4,8,0,17.8,13.0,0.7303370786516854,16.0,16.240235138769428,99,0,0
Valley West,5,8,0,17.8,13.0,0.7303370786516854,10.0,10.31992957863488,94,1,0
Valley West,5,8,0,17.8,13.0,0.7303370786516854,11.0,11.26764937790821,118,1,0
Valley West,5,8,0,17.8,13.0,0.7303370786516854,12.0,12.262855942696389,142,1,0
Valley West,5,8,0,17.8,13.0,0.7303370786516854,13.0,13.211058986668535,139,0,1
Valley West,5,8,0,17.8,13.0,0.7303370786516854,14.0,14.182043222193796,129,0,1
Valley West,5,8,0,17.8,13.0,0.7303370786516854,15.0,15.190492640284367,119,0,0
Valley West,5,8,0,17.8,13.0,0.7303370786516854,16.0,16.150907549972086,110,0,0
Valley West,6,8,0,17.8,13.0,0.7303370786516854,10.0,10.181462134223338,108,1,0
Valley West,6,8,0,17.8,13.0,0.7303370786516854,11.0,11.348874259533378,116,1,0
Valley West,6,8,0,17.8,13.0,0.7303370786516854,12.0,12.212663592649928,129,1,0
Valley West,6,8,0,17.8,13.0,0.7303370786516854,13.0,13.234823965401613,153,0,1
Valley West,6,8,0,17.8,13.0,0.7303370786516854,14.0,14.15480576642711,122,0,1
Valley West,6,8,0,17.8,13.0,0.7303370786516854,15.0,15.300969130280942,104,0,0
Valley West,6,8,0,17.8,13.0,0.7303370786516854,16.0,16.260059583710824,98,0,0
Valley West,7,8,0,17.8,13.0,0.7303370786516854,10.0,10.107200798001221,108,1,0
Valley West,7,8,0,17.8,13.0,0.7303370786516854,11.0,11.180154625561544,120,1,0
Valley West,7,8,0,17.8,13.0,0.7303370786516854,12.0,12.23950337550435,132,1,0
Valley West,7,8,0,17.8,13.0,0.7303370786516854,13.0,13.315931070494537,142,0,1
Valley West,7,8,0,17.8,13.0,0.7303370786516854,14.0,14.099460036732788,135,0,1
Valley West,7,8,0,17.8,13.0,0.7303370786516854,15.0,15.025556479908314,112,0,0
Valley West,7,8,0,17.8,13.0,0.7303370786516854,16.0,16.15120439241895,101,0,0
Valley West,8,8,1,17.8,13.0,0.7303370786516854,10.0,10.900291200073287,54,1,0
Valley West,8,8,1,17.8,13.0,0.7303370786516854,11.0,11.796298265707474,63,1,0
Valley West,8,8,1,17.8,13.0,0.7303370786516854,12.0,12.852766493405111,79,1,0
Valley West,8,8,1,17.8,13.0,0.7303370786516854,13.0,13.902913575863227,167,0,1
