applicant_id,neighborhood,age,prior_work_months,school_enrolled,neighborhood_unemployment,baseline_risk,program_offer,offer_probability_true,treatment_logit_effect,true_cate,summer_employed
22,central,18,0.681529716906645,0,0.19751536405271589,0.3654772466137645,1,0.6401919990668082,1.2385726959365175,0.29400263328122594,0
23,inner_ring,20,9.337701429778113,0,0.12619238625756496,0.3666731695064329,1,0.5167744517485146,1.1400078034077195,0.2748446247671522,1
24,inner_ring,19,0.4388500357339883,0,0.16916855996614394,0.5792195204820209,0,0.5320634756251513,1.495063424578425,0.34721952889965674,0
25,central,20,9.08695066609149,0,0.15199538319589262,0.47054915840489225,1,0.7079895973042379,1.2646589900858707,0.30347911325986565,0
26,outer_ring,19,1.7124961399786756,1,0.08288518660692569,0.13170217175901044,0,0.3755183962060281,0.9580426061108126,0.23435576536666025,1
27,outer_ring,17,3.5168705935268187,0,0.1146909948528474,0.3721482648956776,1,0.5976301632684936,1.246577917874813,0.29989023132846643,1
28,suburban,20,1.5467321225934731,1,0.045,0.456264843935683,0,0.4803735827846439,1.3475178127228196,0.3243029166564114,0
29,inner_ring,17,0.18911344795039442,1,0.1586778780122242,0.6287664611253759,0,0.49228881410984915,1.5545197533504511,0.35051558260737004,0
30,inner_ring,18,0.4253533957935639,1,0.12470444012476624,0.3098689968587297,1,0.5871861984918624,1.1718427962304756,0.2829297350532359,1
31,outer_ring,16,4.06007546447304,1,0.08478622552677369,0.14773072970477819,1,0.4866615677072341,0.9772768756457338,0.22717628508642912,1
32,outer_ring,19,0.0,0,0.09188605618322167,0.595206742225471,1,0.5667405552486221,1.514248090670565,0.348920113233632,1
33,central,16,0.7446170850571701,1,0.1644540841214311,0.3531853184580327,0,0.45053062380411946,1.2238223821496392,0.29322071476380224,0
34,suburban,19,0.8672997056159872,0,0.09047424984700744,0.3957065061883842,1,0.5583241928464227,1.274847807426061,0.294890224272652,0
35,inner_ring,16,2.929813872516827,0,0.16408890570730683,0.8217890905142475,0,0.6893830223844495,1.7861469086170971,0.41455972667267044,0
36,suburban,19,2.7181176864764676,1,0.045,0.16020544038991924,0,0.44184610537309355,0.9922465284679032,0.23969394604305755,1
37,outer_ring,16,1.3943601291053225,1,0.057833194285225716,0.37789805981122043,0,0.5365923859760061,1.2534776717734646,0.30261632054371346,0
38,suburban,18,0.23515202768992138,1,0.045,0.3987393474288112,0,0.3893831931217382,1.2784872169145736,0.3080196682099692,1
39,central,18,0.14036587720818794,0,0.1812073387100255,0.8955350692709585,1,0.622549995611673,1.8746420831251502,0.40577576820409306,0
40,central,17,7.5904899861732655,1,0.1828936282114409,0.261364542810477,1,0.3929317646720581,1.0136374513725723,0.23100646830151061,0
41,central,17,5.335969763263227,1,0.17247443456388722,0.16538399709438728,0,0.5359225936092153,0.9984607965132648,0.23346126606486717,0
42,inner_ring,20,5.244751941737487,1,0.1285322989674621,0.34236992228837326,0,0.48553895327876595,1.210843906746048,0.28686004834181317,1
43,suburban,19,2.220348616777367,1,0.06686693900182067,0.5353222562235099,1,0.6099568729216704,1.442386707468212,0.3451338566929667,1
44,outer_ring,18,4.191875008400861,1,0.049490835251106605,0.14793354866926886,1,0.39183523619501376,0.9775202584031226,0.2324420371999354,0
45,suburban,16,2.57359251312308,0,0.057256096506083515,0.5938499410041086,0,0.5962185983571529,1.5126199292049303,0.34036183136780107,1
46,central,16,2.3994864133470046,0,0.19228680216289898,0.673258232943574,1,0.653583452209863,1.6079098795322888,0.37621059332973894,1
47,outer_ring,18,0.989185772167829,1,0.05875793278895562,0.49906703235735855,1,0.5371019486956634,1.3988804388288303,0.3345465446870129,1
48,outer_ring,19,1.5914359742956812,0,0.11375012779888777,0.4505141480383503,0,0.605144698416179,1.3406169776460204,0.31644798491268383,1
49,central,17,5.197118685763303,0,0.19510906530614536,0.49291041655720913,0,0.6218154243507213,1.3914924998686509,0.33282179323488825,0
50,suburban,18,0.5782782961371511,0,0.045,0.40171463932673307,1,0.6408517218071343,1.2820575671920798,0.2964643530326534,1
51,central,20,1.5059890583630429,1,0.1858747114611866,0.4112642974551475,1,0.5304756219929045,1.293517156946177,0.30598989936422955,1
52,central,19,2.588312492681365,1,0.22,0.7345497349334038,1,0.6029388602046301,1.6814596819200847,0.3888989082610339,1
53,outer_ring,19,5.43438252576103,0,0.0454672483070134,0.4934037235662272,0,0.5390622176114817,1.3920844682794726,0.32872648270874105,1
54,inner_ring,17,3.51518413534522,0,0.13684996452736342,0.25053620607378047,0,0.5439330920822898,1.1006434472885367,0.2675140557609227,0
55,inner_ring,18,0.0,1,0.14302149932681804,0.7771445693476488,1,0.5389004436160704,1.7325734832171786,0.40419657962569516,1
56,inner_ring,16,1.801109419517846,0,0.12071379612321502,0.3158105820788291,0,0.5694972355691967,1.178972698494595,0.2830883857627407,1
57,central,19,2.9542600849454375,0,0.1921124430184023,0.3655936219155506,1,0.5268272162122773,1.238712346298661,0.2989731524276091,1
58,central,20,3.7737299385790726,1,0.1252976446423772,0.19501590443960937,1,0.4580060283140359,1.0340190853275313,0.24490682882367515,1
59,central,16,4.60006011568719,1,0.19841230808610055,0.5802625918346938,1,0.609153907603621,1.4963151102016325,0.3574800148480805,1
60,inner_ring,17,0.135685477986634,0,0.15528312908855868,0.5465832097746283,0,0.5966847164024319,1.455899851729554,0.3366121813063466,1
61,inner_ring,18,0.3028185964944512,1,0.1299204610617687,0.558265820274998,1,0.5754091247171267,1.4699189843299978,0.33883865470950525,0
62,central,20,4.942269091794265,1,0.22,0.44403048839753734,0,0.6115300886279004,1.3328365860770448,0.32139806067780785,1
63,central,19,1.743967704098515,1,0.14563416785487193,0.5072677870910184,1,0.5975972882869174,1.408721344509222,0.3380522376383498,1
64,outer_ring,18,0.8952920072943265,0,0.11968322824213118,0.5973848718716099,0,0.6994808065113227,1.516861846245932,0.35399131533648104,0
65,outer_ring,20,2.6065239071603665,1,0.0663739304964791,0.2961505820634801,1,0.461611685775765,1.155380698476176,0.2758356599381033,0
66,inner_ring,18,0.7885765170276078,0,0.1294975456925794,0.5456528967072773,1,0.5641386388381316,1.4547834760487328,0.3469269229729747,1
67,outer_ring,19,3.195417528097152,0,0.10121191575317087,0.33652816472847413,1,0.527369880211554,1.2038337976741689,0.29194244829691546,1
68,inner_ring,16,0.11473243045373493,1,0.13354878989650343,0.6755484126740527,0,0.544350212022256,1.6106580952088634,0.3784510269615519,1
69,inner_ring,20,0.0,1,0.11989031671491132,0.4289740091862009,0,0.570956586099726,1.3147688110234412,0.3036566209700392,0
70,central,19,1.8124478682012093,0,0.2002719405213689,0.49627981835675994,0,0.6925901676910009,1.3955357820281118,0.33537397230256344,1
71,central,20,4.269662596497636,1,0.2143791379373541,0.34350645003239394,1,0.49602618409909877,1.2122077400388727,0.29410041625907085,1
72,outer_ring,19,2.219408042461166,1,0.05989810811157175,0.25308073825833177,1,0.4451897309132182,1.103696885909998,0.2691083606337558,1
73,inner_ring,17,0.0,0,0.11988786123651554,0.42626477260663587,0,0.5703660835663467,1.311517727127963,0.310150713847024,1
74,central,19,6.374715702035123,1,0.15809534597524202,0.3474285129140815,0,0.5598590569492061,1.2169142154968977,0.2899829155525725,0
75,suburban,16,3.5130251733868016,1,0.045,0.19314428859985977,1,0.4768073464420428,1.0317731463198316,0.2499241646176632,0
76,central,19,0.0,1,0.18160822924709716,0.4878092880154848,0,0.6367143023436763,1.3853711456185818,0.32581407982772403,0
77,outer_ring,20,1.3422422497621214,1,0.16039094121128394,0.2996898122368895,0,0.531515376910896,1.1596277746842674,0.2814618882516131,0
78,central,20,3.0070027488069413,1,0.17524836295070897,0.313908602326997,1,0.5024668704440947,1.1766903227923964,0.28556115744480254,1
79,inner_ring,16,1.4982227773801244,1,0.17579295875565956,0.39578535519142555,1,0.5002993835181639,1.2749424262297107,0.30836092872564796,1
80,central,18,1.1392423373989462,1,0.18414458951070942,0.6876600451277045,0,0.5844932387268358,1.6251920541532454,0.3818624811418917,0
81,inner_ring,16,4.001179444570858,1,0.1553031217564654,0.44351501197730914,0,0.4526551009843781,1.332218014372771,0.32120905300401364,0
82,inner_ring,17,2.491623798667379,1,0.1472944252317589,0.5196658122511404,1,0.5154273743236338,1.4235989747013686,0.340802585715223,1
83,inner_ring,19,2.0768477071953844,1,0.15400494186999059,0.7989362592506497,1,0.5371910890536192,1.7587235111007797,0.4094894192529551,1
84,central,18,1.863976683193893,1,0.22,0.8673666104121815,0,0.6609548564409236,1.8408399324946179,0.42777510206457703,0
85,inner_ring,18,5.069656964827566,1,0.13461684334513274,0.1900765140139465,1,0.5009466360510619,1.028091816816736,0.24109322217608437,0
86,outer_ring,16,0.0,1,0.11026838733961208,0.4066097048149119,0,0.5129450586382108,1.2879316457778942,0.3080912305572371,0
87,central,16,12.000324198729688,1,0.22,0.28308657954097943,1,0.4633896140010401,1.0397038954491753,0.22998796092172924,1
88,inner_ring,17,0.0,1,0.14488402192170463,0.5681861219340105,1,0.5239601569943122,1.4818233463208128,0.35087919093260106,0
89,central,17,5.668117593105121,0,0.17225076070659992,0.5854188842115535,0,0.6043037635256636,1.5025026610538643,0.3588298523359813,1
90,central,19,2.603695290110053,1,0.1927619498022778,0.6427714756425422,1,0.5710787504394823,1.5713257707710508,0.3714978932251077,1
91,central,17,1.850584349901479,1,0.21241166207302917,0.6337720068077476,0,0.586481431856358,1.560526408169297,0.37094865631225504,0
92,outer_ring,17,3.5246941818024053,0,0.10051831755075448,0.5113054670207687,0,0.6043218048242217,1.4135665604249223,0.33937393256599085,0
93,suburban,20,0.24010375103645176,1,0.05190869985783129,0.23793656289700302,0,0.533813489748279,1.0855238754764036,0.26461387431783,0
94,suburban,17,1.4688163791341013,0,0.09656027190502478,0.4667690849485278,1,0.6107777099966846,1.3601229019382335,0.32095836422558577,0
95,central,18,0.6551528855838371,1,0.19817681104989968,0.5572355698223191,0,0.6216819205901346,1.468682683786783,0.33843242616163305,0
96,inner_ring,19,0.2986155697791615,1,0.17080309337585836,0.6746923732435025,1,0.5206394489594041,1.609630847892203,0.3703233544579181,0
97,central,18,2.292757056675096,0,0.15126977920206708,0.49094054570253476,1,0.5293298835092609,1.3891286548430417,0.3202245990874856,0
98,central,17,4.0860838132523325,0,0.22,0.49301321059301306,1,0.5526988858648049,1.3916158527116158,0.33403725356467295,1
99,suburban,20,3.723817220343639,0,0.06466266463192955,0.48064902575518587,0,0.6114420543985878,1.3767788309062232,0.3285281555835511,0
100,suburban,20,7.575712157350889,0,0.045,0.04161291799208952,1,0.5111358274820368,0.7499355015905075,0.17031275144846514,1
101,central,18,0.5511033676476962,1,0.13439656192990296,0.7393092543079374,0,0.5663827956786198,1.6871711051695248,0.39553290581455747,0
102,central,17,4.79645349086395,0,0.21147863057320992,0.6591489778008669,0,0.5185821794889585,1.5909787733610403,0.3709089245368503,1
103,outer_ring,17,0.819808473339237,1,0.08535767647814128,0.42721027475295914,0,0.5208164721787772,1.312652329703551,0.3165017339186088,0
104,central,20,10.276393805326496,0,0.14651481232652974,0.1393269728075962,0,0.6176437814282368,0.8671923673691155,0.1852476944546657,1
105,inner_ring,17,3.570901719071502,1,0.17069091449812185,0.20611586550059963,0,0.3838328454867902,1.0473390386007195,0.25494780362596,0
106,central,18,3.704821463552367,1,0.16786674556217962,0.37549470442541,1,0.4969327132492601,1.250593645310492,0.3017049882686878,0
107,outer_ring,18,0.7117726680753094,1,0.09497729730928876,0.6020045731732264,1,0.6246825102426007,1.5224054878078719,0.3616018660347632,0
108,central,19,2.2907196035471507,1,0.16874718052604254,0.1891247917059885,0,0.5497368388855415,1.0269497500471862,0.2504802034611366,1
109,suburban,17,4.093866562948067,1,0.07147092351558074,0.4034756686413764,1,0.5181937539073593,1.2841708023696516,0.30621145636018626,1
110,suburban,17,6.622505002853294,0,0.08169020522387385,0.5960653268885139,1,0.6521263833500867,1.5152783922662167,0.3555730660655608,1
111,inner_ring,18,0.831820002661626,1,0.1450075543692966,0.8020775324474794,1,0.6078510169543095,1.7624930389369753,0.40991680924200313,1
112,suburban,18,0.12958811651590396,1,0.057859424369276,0.46134725810800575,0,0.5460751650914991,1.3536167097296068,0.322630226875161,0
113,suburban,18,6.529344983355599,1,0.045,0.10280639684708799,0,0.5379314962527918,0.9233676762165056,0.20948967912874872,1
114,outer_ring,19,2.3473739923972117,0,0.12900686582887877,0.40188444022458986,1,0.5400235934209079,1.282261328269508,0.3097437910145598,1
115,suburban,20,1.84377449661971,0,0.08868694429579217,0.5946186154283389,0,0.5958526501362701,1.5135423385140068,0.36007793780346903,1
116,suburban,20,2.9840481636203298,1,0.07080275894198809,0.49920500169670956,0,0.5463436768645409,1.3990460020360516,0.33567447166932846,0
117,central,18,0.08072126588846273,1,0.17878151545384804,0.6152246926071805,1,0.6109722210279829,1.5382696311286166,0.35533241364507984,1
118,outer_ring,17,2.636017742995507,1,0.05955379639561598,0.2747935709151578,1,0.44786680441773585,1.1297522850981894,0.26410913796711827,0
119,outer_ring,17,2.530592113233545,1,0.04795479092880041,0.5054529747333596,0,0.5586407938132301,1.4065435696800317,0.3378001866589744,0
120,suburban,16,1.3582189295619054,1,0.045,0.2880451573046002,0,0.4379640824520438,1.1456541887655203,0.27855334367174744,0
121,inner_ring,18,4.1713165755477695,1,0.16555509387522108,0.589894967083896,1,0.5605545696992027,1.5078739605006752,0.359830397694259,0
122,central,16,0.6465795317146554,0,0.19954862738922882,0.8065260892728675,1,0.6379740377521587,1.767831307127441,0.37721295640044816,1
123,outer_ring,18,7.2955659919322295,1,0.08681478438950058,0.26726310968062195,0,0.47152732173146966,1.0207157316167463,0.23651702816171827,1
124,central,18,1.9788616813410091,0,0.1962287605289862,0.6094928393642782,1,0.5881698652634736,1.531391407237134,0.35341154360423166,0
125,suburban,18,0.0,0,0.045,0.5665697542829542,0,0.6485635592460022,1.479883705139545,0.3434419937440527,0
126,outer_ring,19,0.0,0,0.10809829820721406,0.37285728863707956,1,0.584339097297536,1.2474287463644955,0.30015676066941527,0
127,suburban,17,6.403291262186598,1,0.05165067418169188,0.02,1,0.5070174982866642,0.8240000000000001,0.18247546901394285,1
128,outer_ring,19,5.220177694452645,1,0.10538243263291414,0.5736144814528225,1,0.5366114301657882,1.4883373777433868,0.3546749863761439,1
129,central,18,3.8729190748835096,1,0.14931247089929556,0.6918534139458472,0,0.6290033543166716,1.6302240967350166,0.38428107678101614,0
130,inner_ring,16,8.969677418623007,1,0.19999195832379166,0.2144243420125755,0,0.43444728064875415,0.9573092104150908,0.21619940394879933,0
131,central,17,1.2291224543540544,0,0.209691848076894,0.7807280241435279,1,0.569789278456712,1.7368736289722335,0.3776418821868743,1
132,inner_ring,18,5.218408748173405,1,0.15496646730975222,0.36691340468515404,1,0.4580720010009959,1.240296085622185,0.3000276840332745,1
133,central,20,0.7170276444502524,0,0.17717865144844822,0.5060423166397867,1,0.7257825520884311,1.407250779967744,0.32452097551406417,0
134,outer_ring,19,1.371345323784865,0,0.11498172291175013,0.39746362965350257,0,0.5583716345256375,1.2769563555842032,0.30435358951493163,0
135,central,19,0.10347307977152675,1,0.148759742209274,0.5042112479838488,1,0.5609881398120112,1.4050534975806186,0.33608973882644827,1
136,suburban,19,3.307252324782685,1,0.045,0.5951911220691601,0,0.5923620647045086,1.5142293464829923,0.3614127147166599,0
137,inner_ring,18,1.6466885510457785,1,0.1483825286049687,0.6988841598218793,0,0.5989156604581399,1.6386609917862551,0.38718718812275893,0
138,inner_ring,20,5.243723959681919,1,0.1834787748751972,0.4902971264148771,0,0.5452682678974244,1.3883565516978527,0.3281519678775539,1
139,inner_ring,17,2.674965636955094,1,0.13402820074643354,0.2840137533480599,0,0.37834409269544106,1.1408165040176719,0.27763942614739046,0
140,outer_ring,20,0.0,1,0.08209185832484234,0.3911743750814824,1,0.46348553720970526,1.269409250097779,0.30024822829537506,1
141,outer_ring,16,2.554023899287711,1,0.09726868118821243,0.5187005435854876,1,0.6176560291088098,1.4224406523025852,0.338554909697496,1
142,outer_ring,20,0.0,0,0.0710787250304754,0.41973169809139405,1,0.5407406322551056,1.3036780377096728,0.3054933918699257,0
143,central,20,1.2060345757682187,1,0.1807280706396902,0.40197376600423596,1,0.5443102021787641,1.282368519205083,0.3081966635117136,1
144,outer_ring,20,0.7472610597877409,1,0.09358036095316477,0.36525836982167914,0,0.49432696745302945,1.238310043786015,0.2994939487316074,0
145,inner_ring,17,8.653420282755297,1,0.13079530214200313,0.31268951456761607,0,0.615328680432555,1.0752274174811391,0.25066809085119895,0
146,central,19,3.5789454820540216,1,0.21870209223766726,0.33036705550880174,0,0.4396335766613332,1.1964404666105621,0.29048284256798007,1
147,outer_ring,16,0.8510277250893012,1,0.11448967768013016,0.49674045025880426,1,0.5488875630524096,1.3960885403105652,0.3272108652071774,0
148,suburban,20,0.3022884810493275,0,0.05596244133567177,0.23090004827528687,0,0.5688625341132656,1.0770800579303443,0.259076115028936,1
149,suburban,16,2.350329627651162,1,0.07067915698140319,0.4519617801438311,0,0.49535348040789823,1.3423541361725975,0.31159977316680404,1
150,inner_ring,18,1.4704338299844335,0,0.17305262201920102,0.6644761021723387,0,0.612031678815044,1.5973713226068065,0.3700830217711002,0
151,suburban,18,0.7136663279303326,0,0.045,0.29706691825506304,1,0.49127702986244054,1.1564803019060756,0.2796384952675007,0
152,central,19,2.1383667912792266,1,0.21116595394193272,0.2880831982090199,1,0.5009637640543629,1.1456998378508239,0.2787581639104179,1
153,central,17,2.7417997400481076,0,0.22,0.7426732809057046,1,0.696943497614704,1.6912079370868456,0.39585036640423343,1
154,inner_ring,18,3.645697134968045,1,0.14589851295142148,0.5544449711020414,1,0.541867407305233,1.4653339653224497,0.3499558146195196,0
155,central,17,0.740239992181845,1,0.14708867853462648,0.3318000979374407,1,0.4650752981490337,1.1981601175249288,0.2887956450580372,1
156,suburban,17,0.9253477288279512,0,0.060273296133254446,0.21926790125306753,1,0.5285343488658543,1.0631214815036811,0.2587368081182098,0
157,inner_ring,19,1.9558486196453924,0,0.1870324626273939,0.9585882260414436,0,0.6573459838345282,1.9503058712497323,0.42501766744710123,0
158,outer_ring,19,2.9495804807252197,1,0.09578904637277189,0.2988020322134854,1,0.5191241274916825,1.1585624386561826,0.2792299495034337,0
159,central,19,2.647594732906585,1,0.22,0.96,0,0.6646795687167876,1.952,0.4388168672311713,0
160,outer_ring,19,4.5225264684393744,1,0.12395768714474877,0.3871816074809076,1,0.46318623583271973,1.2646179289770891,0.3029332950621129,0
161,outer_ring,19,0.841381077447525,0,0.0578794826851711,0.46942680108885837,1,0.6142744966578654,1.36331216130663,0.3278304057739569,1
162,inner_ring,16,3.1389110429206775,1,0.13101130022017363,0.48390701931602104,1,0.5598420066295654,1.3806884231792251,0.33200887283365843,1
163,inner_ring,16,1.820767571634597,0,0.20995896755842058,0.421320083896387,1,0.5811050898371873,1.3055841006756643,0.3104027228595214,0
164,inner_ring,17,2.5021748546029965,1,0.14833895858644017,0.5131710524353463,1,0.46380436620162285,1.4158052629224156,0.33889085275885006,1
165,suburban,19,4.566798213903473,0,0.05369405885748001,0.44799477626012696,1,0.5462028973255304,1.3375937315121522,0.322465960753632,1
166,central,16,5.928245862129003,0,0.17918393486429274,0.31934539446022103,1,0.5693006192633577,1.1832144733522654,0.2871217856503653,1
167,suburban,18,2.620537799116209,1,0.09697578513645091,0.2384454012431039,0,0.4423126865384098,1.0861344814917246,0.26279498234864884,0
168,outer_ring,19,2.889521492544317,1,0.1114653025641016,0.26004447792611196,1,0.4463337055502481,1.1120533735113343,0.2706429374261582,1
169,inner_ring,17,0.8613528842447307,0,0.173774751102017,0.48049573886320784,1,0.47863873037930293,1.3765948866358495,0.3136780033083282,1
170,inner_ring,17,0.0,1,0.1424839717414694,0.4438262406227191,0,0.5017955513178597,1.332591488747263,0.3152947315716154,0
171,central,18,2.3416444677217454,1,0.17366448430179976,0.44352574880929346,1,0.5644164388543605,1.3322308985711522,0.320670911968621,1
172,suburban,17,5.579931028781062,1,0.08286026223904105,0.15407176668680445,0,0.37892380343283294,0.9848861200241654,0.2279194474250008,0
173,inner_ring,18,1.6987834937133939,1,0.16705655083327786,0.7673971129663555,1,0.5745424014978457,1.7208765355596265,0.39979007311164666,1
174,suburban,19,1.2656921218381894,1,0.045,0.3872906477901219,1,0.5422058063392242,1.2647487773481463,0.30363297939249784,1
175,outer_ring,16,0.0,1,0.08919411004973503,0.5962928724868727,1,0.5567818903431013,1.5155514469842473,0.3524724406493329,1
176,outer_ring,19,0.0,1,0.08288661044299703,0.6373863863087533,1,0.6002827429739264,1.564863663570504,0.36664406077924555,0
177,inner_ring,17,0.0,1,0.15155789330141695,0.31407088738487876,0,0.42586456588020444,1.1768850648618545,0.2774808832135794,1
178,outer_ring,17,4.0034554820557995,0,0.12434133515446971,0.3971755193914425,0,0.6073133172218523,1.2766106232697312,0.30851689201782306,0
179,inner_ring,16,0.6269830579448512,1,0.11322860585020347,0.32733980100680315,1,0.47446639246251493,1.1928077612081638,0.28938308771794585,1
180,inner_ring,18,1.3120390255792158,1,0.1377697354818345,0.6728896813428824,0,0.5525642391051859,1.607467617611459,0.3715080570124553,0
181,inner_ring,17,2.390556868676339,0,0.1502799233854443,0.2810488925140358,1,0.46283436598113475,1.137258671016843,0.2764611889378017,1
182,central,18,1.3342021060844003,1,0.20766727168303115,0.441755860727993,1,0.5966430777296283,1.3301070328735918,0.3203727977633368,1
183,suburban,16,2.8697043235538366,1,0.07057575702585883,0.31131540524397805,0,0.3786075491663122,1.1735784862927736,0.2852228168334514,0
184,central,19,2.097433253947196,1,0.2188359168075325,0.6856030543030345,1,0.575936613729092,1.6227236651636414,0.38403228695363145,0
185,suburban,19,3.1030403931227375,1,0.07475553563339413,0.610246042840092,1,0.5244917166652366,1.5322952514081103,0.362019805349735,1
186,central,20,14.0,0,0.194101466572031,0.4885470279515239,0,0.5535371123216488,1.2862564335418285,0.25765116880543615,0
187,central,16,1.3625628151803952,0,0.17588240500513724,0.4594460530331421,1,0.6607258064201282,1.3513352636397706,0.31806258015990446,1
188,central,16,0.0,1,0.20565949413201945,0.6003300815540086,0,0.4512807934837037,1.5203960978648103,0.3619364516444822,0
189,inner_ring,20,7.2532262196843265,1,0.17333530968086228,0.38480769498993717,0,0.5105529570589911,1.1617692339879246,0.2695063500956029,1
190,inner_ring,18,3.3379215837811924,1,0.16626133448333,0.33623912775340803,0,0.3889468558795925,1.2034869533040897,0.2917603077350276,0
191,outer_ring,18,1.4298781779347498,1,0.13200668624386325,0.46293054078954693,1,0.6156722504614617,1.3555166489474564,0.31976016726634854,1
192,suburban,19,3.853252435552858,1,0.06159719254531242,0.4402018317460509,0,0.3957484478049391,1.328242198095261,0.31432348204032073,1
193,outer_ring,19,0.3416597360255357,0,0.0971300291888172,0.6243204825187976,1,0.6578802907415942,1.5491845790225571,0.34908995229406403,1
194,suburban,16,3.4385220058855284,1,0.0654549009196275,0.21283916410599152,1,0.5131422863830702,1.0554069969271898,0.25557758293121036,1
195,suburban,17,1.3860121985880585,1,0.045,0.20280930178434262,0,0.46221183019173157,1.0433711621412112,0.2531256191664505,0
196,central,19,8.196317266932894,0,0.18861199605260986,0.46692611187248106,0,0.5832929732578749,1.2603113342469772,0.30413181093941477,1
197,inner_ring,19,1.9615137720888023,0,0.11807390101422449,0.28286694363868714,1,0.5408582494304424,1.1394403323664246,0.2748007616978764,1
198,inner_ring,19,5.767550643804388,1,0.13809323368481058,0.12971745852338074,1,0.4182215567029963,0.9556609502280569,0.22573639113779753,1
199,central,19,0.0,0,0.16620642470968808,0.878769275424466,1,0.6608016214051456,1.8545231305093592,0.4019907419618265,1
200,outer_ring,16,2.8720467674996093,1,0.06494612365451112,0.12636153322844879,0,0.4098690327610658,0.9516338398741386,0.2309706149510803,1
201,inner_ring,18,3.434067851859749,1,0.1630120909958241,0.43905824693533146,1,0.5639198510585939,1.326869896322398,0.3153610581788266,0
202,outer_ring,17,1.9000583824111659,1,0.059398701292756116,0.5435292494199806,1,0.5395979439728898,1.4522350993039768,0.3473037450831804,0
203,inner_ring,16,1.903139043568184,1,0.15295262969363105,0.4759713301548624,0,0.42543670900976294,1.371165596185835,0.329914457725529,1
204,central,17,0.4783026570039751,1,0.18305116277262262,0.7859121250491397,0,0.5743841993954698,1.7430945500589676,0.40401499709802846,1
205,outer_ring,17,1.6560689361343823,0,0.12555336595489733,0.6197430068419527,1,0.6871686916217916,1.5436916082103433,0.3568687633262181,1
206,inner_ring,17,0.055752092586792146,1,0.09776609717539739,0.5068376176224784,0,0.5606645462610593,1.408205141146974,0.3333986435439317,0
207,suburban,17,5.579920602686234,0,0.06303358916980333,0.5945944012224031,1,0.629556970701084,1.5135132814668837,0.3612741318169126,0
208,central,17,0.0,1,0.19212591265815263,0.5811499670921149,1,0.64279047623823,1.4973799605105378,0.3409329535450454,0
