applicant_id,population,region,demographic_group,age,education_years,months_unemployed,prior_earnings,digital_skill,local_unemployment,baseline_risk,training_cost,propensity_true,training_offer,true_y0,true_y1,true_effect,true_net_effect,earnings_12mo
18,source,central_city,group_b,33,14.662137039502884,1.8513555044023557,33212.046627432894,0.3138267627531368,0.09510938191335215,0.27579167784819014,1422.3971775807006,0.5794879204701391,0,39696.40051177283,42080.517236583415,2384.1167248105885,961.7195472298879,39696.40051177283
19,source,suburban,group_b,19,15.14956827529655,0.751290182398332,30083.033275927286,-1.0014845054857646,0.07047290607713022,0.3791866110797023,1423.6449513838418,0.6121436204761684,1,34751.5958909051,38323.366268519545,3571.7703776144517,2148.12542623061,38323.366268519545
20,source,rural,group_b,32,11.968051471814364,8.245425735280905,18575.517981800018,-1.572337951163472,0.10691465633087575,0.8088477536150828,1882.8063141848618,0.7413880981378084,1,16372.258827455496,23078.267146253926,6706.00831879843,4823.2020046135685,23078.267146253926
21,source,central_city,group_a,34,13.373876986410982,4.26626827052386,37583.34776706405,0.15932721642115943,0.06602080341135703,0.2666116193917428,1492.7378100711346,0.549320214635743,1,42150.3244631642,44486.704884001265,2336.380420837063,843.6426107659283,44486.704884001265
22,source,suburban,group_b,44,14.28700600394638,2.132868414458163,31766.307385376553,1.4089532512166896,0.07990146263674462,0.19179688893154442,1290.7726970585543,0.45188803001015865,0,37691.68239351124,38689.02621595527,997.343822444031,-293.42887461452324,37691.68239351124
23,source,central_city,group_a,21,15.034033718304192,2.832729771783232,43308.881014798244,0.9654754979593303,0.061524214786620235,0.1426173646220196,1425.761747277241,0.4775711569720208,0,40793.80291765119,42485.41321368569,1691.610296034502,265.8485487572609,40793.80291765119
24,source,central_city,group_b,45,15.2620207491757,4.465738810411912,41773.77135638985,2.2588573473461198,0.08312645621718809,0.13559122627596554,1441.616705211035,0.4524777740728201,0,41764.352463700794,42469.426840335815,705.0743766350208,-736.5423285760141,41764.352463700794
25,source,suburban,group_a,42,15.020522419088088,5.399494936947746,32280.323634451375,1.6064241223252504,0.05220777253040915,0.19917715964250546,1482.3988542911331,0.4109347275609106,1,39591.61015194567,40627.3313820867,1035.7212301410284,-446.67762415010475,40627.3313820867
26,source,suburban,group_b,26,11.863787572928796,13.467290583126319,24770.156935239596,1.286107215725965,0.06008215647989963,0.578795708519768,1605.275197479681,0.5681030391469385,0,15396.798804899123,19306.536489201917,3909.737684302794,2304.462486823113,15396.798804899123
27,source,central_city,group_b,43,14.008997333183665,9.47641581806403,26947.339378817363,-0.2591175868673287,0.053260517021929465,0.5957393297273319,1778.1949750986898,0.6882051194625624,1,33591.9793709296,38539.82388551172,4947.844514582126,3169.6495394834365,38539.82388551172
28,source,suburban,group_b,37,11.514062291784034,5.600948438901807,23441.22080631818,0.7811643400064078,0.07533852369514686,0.3995443777164403,1516.1330552327927,0.5396332911026487,0,28894.94461752862,31922.57538165411,3027.6307641254893,1511.4977088926967,28894.94461752862
29,source,central_city,group_a,36,11.757148764978336,8.659075658511526,27024.218491653144,-0.09491817636505523,0.08114723562762824,0.5312465834592542,1505.945510132614,0.6336758253508576,0,23959.65818391572,28572.14041790384,4612.482233988122,3106.536723855508,23959.65818391572
30,source,central_city,group_a,29,14.542813424331955,13.852861943477015,21838.940603324838,-0.7215004141487772,0.05570137167583531,0.7684053670838924,1710.803439125567,0.7177921622383143,1,28334.73895801423,34830.44686685047,6495.707908836241,4784.904469710674,34830.44686685047
31,source,rural,group_a,26,12.574340547609221,6.795330795062875,30430.632955536596,0.27138744557322714,0.0971941902196558,0.4419620879613023,1827.0192184904306,0.5397674916138426,1,27396.36716767546,30644.570025074234,3248.2028573987723,1421.1836389083417,30644.570025074234
32,source,suburban,group_a,19,11.543229867750721,2.3564887216610773,24653.209139746272,-1.1258868998188065,0.0758095538087135,0.45295158527040297,1482.16881369872,0.6043333689334648,1,26878.799736397086,30834.14797980318,3955.348243406095,2473.179429707375,30834.14797980318
33,source,central_city,group_b,31,16.131512907427336,4.354502706884491,38825.19286822548,0.7122513081144294,0.09275765271163831,0.2657720785092938,1387.7033908601218,0.5590808707463771,0,44271.8998686223,46183.91467687063,1912.0148082483274,524.3114173882057,44271.8998686223
34,source,rural,group_a,32,10.931437033260323,12.09843386240786,11640.439266689433,-0.6519980199456659,0.06209116152783086,0.8071720808252635,2124.331213795844,0.6782208510562112,0,18409.534903079715,25106.829723371084,6697.29482029137,4572.963606495527,18409.534903079715
35,source,suburban,group_b,25,12.697800184813083,3.046100641424402,32915.22022625561,1.0616840860458359,0.07671486065869397,0.2301140501778342,1483.102343886094,0.47839546602715505,0,37188.93673131998,39335.52979224471,2146.593060924738,663.4907170386439,37188.93673131998
36,source,rural,group_a,46,10.561194268369215,7.776184655618268,18196.296364112353,0.3635142948776413,0.08651054780796985,0.5608070482702139,1799.8685134195648,0.5694225426576464,1,24615.272651858006,28481.46930286312,3866.196651005112,2066.328137585547,28481.46930286312
37,source,central_city,group_a,23,15.419668788417102,0.6888494812836847,31661.761566639885,-0.7865128254665983,0.09732071086299554,0.3244156680197816,1534.310469341539,0.6069835750740643,1,38642.21624052537,41929.17771422824,3286.961473702864,1752.6510043613252,41929.17771422824
38,source,central_city,group_b,41,11.67273791780459,16.426208274162477,22414.756141654154,-0.7001308305213886,0.0917938540950932,0.8622254920328486,1845.0371142652593,0.7645129182224374,1,18708.25913502028,25691.83169359109,6983.572558570812,5138.535444305553,25691.83169359109
39,source,suburban,group_a,34,15.449870651999689,6.621344435232474,26429.42499848199,-0.1267493988191647,0.05192558049505143,0.4438561533338986,1429.0734987389283,0.5580494222752604,1,41781.254753438,45039.306750774274,3258.051997336273,1828.9784985973447,45039.306750774274
40,source,rural,group_a,35,14.888862689918403,8.026774769554706,25628.994025337477,-0.3120446032386667,0.07878186638719412,0.5743230732588966,1914.5236415826464,0.6026788477918336,1,26245.065577163314,31081.545558109574,4836.479980946262,2921.9563393636154,31081.545558109574
41,source,central_city,group_a,22,14.362993020753477,4.446707527845735,25521.917504894645,0.015048775292861749,0.0507865945281423,0.36426620680563093,1450.4286403176654,0.5832665210938673,0,32013.18504090064,34857.36931628992,2844.1842753892806,1393.7556350716152,32013.18504090064
42,source,rural,group_a,29,11.667039236588828,3.6214512202410534,20734.37820139498,0.7104162419881278,0.10345634655124691,0.37743147425576357,1913.9291952231476,0.5015428130626184,0,28883.183266485834,31795.826932615804,2912.6436661299704,998.7144709068227,28883.183266485834
43,source,suburban,group_a,38,12.853766725914332,9.112734729355504,26435.655096273935,0.6256110254360158,0.05054618779004197,0.4401054024748517,1538.6573136182883,0.5233607866397649,0,23937.737870280263,28076.285963149494,4138.548092869229,2599.8907792509403,23937.737870280263
44,source,rural,group_b,35,13.653632330208003,4.778323069829875,27508.436374248042,0.224538684848393,0.08435235829248941,0.4377076983401913,1792.0090463962747,0.5751627499998525,1,32811.575250748756,36037.655282117754,3226.0800313689947,1434.07098497272,36037.655282117754
45,source,central_city,group_b,49,16.864148371682422,1.929870226132846,47632.32401663349,2.068595345229407,0.07753941344540266,0.08838600975254622,1413.3671504501901,0.44751820827482913,1,56008.28086598171,56047.88811669495,39.60725071324032,-1373.7598997369498,56047.88811669495
46,source,central_city,group_b,31,14.608422808778688,8.682853524600416,28531.345008960554,1.0792392223390004,0.08336256177559137,0.4314140574251198,1594.9905870074726,0.5894913645519606,1,34010.38819156346,38103.74129017408,4093.353098610623,2498.3625116031503,38103.74129017408
47,source,rural,group_a,19,13.306662714928384,3.428443191520641,26779.554086327465,-0.27221690757491507,0.11045123261105032,0.4354841400924922,1770.0738062366204,0.5621287021701226,1,22802.99789275045,26017.51542123141,3214.5175284809593,1444.443722244339,26017.51542123141
48,source,rural,group_a,43,14.323618117668088,9.429909059499446,27457.382749157383,0.13520929468973325,0.09391196764036172,0.5687366390150957,2066.008653007856,0.5816886827491002,1,29836.827151416634,34644.257674295135,4807.430522878498,2741.421869870642,34644.257674295135
49,source,central_city,group_b,34,12.305256614470471,8.819250488680305,23474.664415511157,0.97201190766079,0.06496537921040992,0.4747037472093926,1586.0281180385366,0.6060998202103062,0,33311.658122266,37630.117607754844,4318.459485488842,2732.4313674503055,33311.658122266
50,source,central_city,group_a,37,15.314768810885159,5.480018869508199,36761.848669137245,0.2869898215487963,0.07553469743699985,0.3011462167563834,1458.8296997883258,0.5534598717860266,0,36911.13101644086,39427.09134357405,2515.9603271331935,1057.1306273448677,36911.13101644086
51,source,rural,group_a,36,14.154760886549274,4.922784721687121,35230.31048522537,0.9748706510116806,0.12665261773419467,0.29616119382042844,1989.6122648180815,0.4663282052032549,1,26629.61123158979,29119.64943945602,2490.038207866228,500.42594304814634,29119.64943945602
52,source,central_city,group_a,35,12.277771760467553,1.821355283911454,28217.73671990529,-0.5044889588234402,0.07303545744964927,0.33578425407534757,1469.1911080659231,0.5979570259244732,0,34368.60252948188,37714.68065067369,3346.0781211918074,1876.8870131258843,34368.60252948188
53,source,central_city,group_a,29,13.052214987184767,1.850199804528274,35240.03986661315,2.2562618593785237,0.11542252645505341,0.11579175166211597,1349.3480878583468,0.41266320873088175,1,41355.247390012904,41957.36449865591,602.1171086430031,-747.2309792153437,41957.36449865591
54,source,suburban,group_b,24,14.883851643129526,1.739270915765837,37870.32120589294,-0.0502232032790757,0.05630542739523357,0.2453448031710162,1432.803689383882,0.5327497201044475,0,34183.09399355575,36408.88697004503,2225.7929764892842,792.9892871054021,34183.09399355575
55,source,suburban,group_a,36,16.05822958028297,5.60248502403618,37028.230004468256,1.258237702152622,0.07554927706724586,0.21731971835843514,1456.3917286130059,0.4312960854246549,1,38095.64911584663,38805.71165131049,710.0625354638628,-746.3291931491431,38805.71165131049
56,source,central_city,group_a,28,13.50617667158201,8.224411507321543,30659.594652926684,0.224393807628954,0.07656376949241982,0.4439690545845549,1525.4934488260697,0.5963244717873742,1,32107.353945636685,36265.99302947637,4158.639083839686,2633.145635013616,36265.99302947637
57,source,suburban,group_b,37,12.35212738527755,3.204262398776462,23218.485039629955,-1.1581596383667663,0.06350921658346725,0.5309645494702075,1398.0717438702873,0.6590532360778273,0,27623.84191633999,31984.857573585068,4361.01565724508,2962.9439133747924,27623.84191633999
58,source,suburban,group_a,25,12.447192258893088,7.948610127548579,21376.078175720402,-0.7517738550688704,0.07103207145228199,0.6202565938767014,1455.376652765478,0.6338140561446836,1,28662.0740595489,33487.40834770775,4825.334288158847,3369.957635393369,33487.40834770775
59,source,central_city,group_b,19,14.938295824221223,6.37600478654798,38401.86368403461,0.03852384867247838,0.0911246813648472,0.3953802557388872,1392.165902201908,0.624279577987286,1,34710.653131580366,37716.63046142258,3005.9773298422133,1613.8114276403053,37716.63046142258
60,source,central_city,group_b,32,13.700942622385037,8.314218675821843,26363.167596358893,0.6773585256404403,0.07719647245877541,0.4778820261479812,1438.4203026052282,0.6195502710674488,1,36470.2850245218,40805.2715604913,4334.986535969502,2896.566233364274,40805.2715604913
61,source,rural,group_a,28,16.60847445729746,2.8482402106601525,41856.79361866885,1.0606539747032557,0.053437169534069885,0.1550781528983541,1933.7808420872732,0.4224856424936542,1,32254.186255979523,33590.59265105097,1336.4063950714412,-597.374447015832,33590.59265105097
62,source,central_city,group_b,32,12.5894213085113,0.9570903431116081,36353.28200205693,1.2712247316877028,0.07277860345362253,0.15169576666142462,1431.1301130662262,0.5014074162720765,0,44719.88442745187,45508.702414091276,788.817986639408,-642.3121264268182,44719.88442745187
63,source,rural,group_b,25,14.57324583580707,8.303665894147487,24111.021371932085,0.7550050175234589,0.07729901681554557,0.5183774936048047,1922.3045474040616,0.5744995270424474,1,35276.05630510524,39821.61927185022,4545.562966744985,2623.258419340923,39821.61927185022
64,source,suburban,group_b,29,17.486241864350514,5.22518854440301,44026.44091150936,2.6560261472361435,0.0914261902780717,0.12133189887206394,1594.472726217978,0.3778807740175988,0,49591.59713927741,49802.52301341214,210.92587413473257,-1383.5468520832455,49591.59713927741
65,source,rural,group_a,30,11.326569581626211,4.389593266274738,29023.794571215745,-0.3962817291983785,0.11286785026192071,0.4645470218327499,1842.8787432382103,0.5758010870086896,1,22504.614625792674,26520.259139322974,4015.6445135302993,2172.7657702920887,26520.259139322974
66,source,suburban,group_b,32,16.196767188344168,2.7046564142445657,39257.221112846106,0.3240198679996165,0.0598232270073198,0.23136938627781728,1399.486734012101,0.5119355366512515,0,37703.91455640225,39437.0353650469,1733.1208086446495,333.6340746325486,37703.91455640225
67,source,suburban,group_a,37,14.900376661931322,12.44244635747122,29963.848454699302,0.0022504076169871934,0.08626720465065336,0.6242849143644383,1692.5058477529553,0.6028902728555423,1,27415.936484882215,32512.218039577296,5096.281554695079,3403.775706942123,32512.218039577296
68,source,central_city,group_a,21,11.572230030115623,2.4671595024413686,30713.404717840447,1.155844593945593,0.06198244892713738,0.18421341403273347,1543.6869694680943,0.48095756457461397,1,32766.099630976052,33724.009383946264,957.909752970214,-585.7772164978803,33724.009383946264
69,source,rural,group_a,44,15.387021598609126,8.487604975759236,32510.78321735246,0.5455454637966736,0.10940219884762037,0.4607625199241349,2053.7001072197313,0.5328721939696762,1,38173.16742856285,42419.13253216835,4245.965103605502,2192.2649963857707,42419.13253216835
70,source,rural,group_b,39,13.448094623453846,4.434850281135648,26358.469927419814,0.44697992317053536,0.07596079634671582,0.4035243953333824,1822.9098968382048,0.5556674335147214,1,29599.924122224795,32648.250977958385,3048.3268557335887,1225.416958895384,32648.250977958385
71,source,suburban,group_a,34,14.45207532904573,2.957097716103068,34830.980720601554,1.9528521914237986,0.07690562586490823,0.13285513074797495,1609.6476736520253,0.3778391712842779,0,43332.272235478,44023.118915367464,690.8466798894697,-918.8009937625557,43332.272235478
72,source,central_city,group_b,35,15.621264615780724,4.368257228879475,34736.34655007894,0.6752261889065878,0.06645508646091872,0.2780545786776045,1470.3370137771574,0.5641991825572236,0,40523.63050724932,42499.514316372864,1975.8838091235434,505.54679534638603,40523.63050724932
73,source,suburban,group_a,25,13.23651751519537,1.2879495209405751,31220.675680710025,0.3295925218694014,0.06507107933837633,0.21871116645153157,1424.8207099893411,0.47307387143623164,1,42419.83899306825,44507.137058616216,2087.298065547964,662.477355558623,44507.137058616216
74,source,central_city,group_b,33,12.691740943796237,3.4678488231836337,29007.177608165148,0.8073449550034314,0.07300173471946463,0.2867822180907474,1576.7339330002649,0.5608167518544155,0,34836.970571663456,37278.23810573534,2441.267534071886,864.5336010716212,34836.970571663456
75,source,central_city,group_a,36,14.537018131465627,1.7556288166294525,37430.526179078064,1.4499063554844105,0.11344845037132731,0.14692673944538356,1514.4134590900553,0.45710138025123936,1,41854.744290470386,42618.76333558638,764.0190451159947,-750.3944139740606,42618.76333558638
76,source,central_city,group_a,19,12.627312795607992,3.4009818928046753,30631.090261103796,-0.6831197838962266,0.07371298785604416,0.38494501860892394,1511.8942468178805,0.6190807562230988,1,32213.734208081623,35815.448304848025,3601.7140967664045,2089.8198499485243,35815.448304848025
77,source,suburban,group_a,22,16.015743113041527,6.415341435554151,30470.605376230902,-0.4734899157135519,0.07795536331040195,0.46596164146439495,1398.5805599970795,0.5795884261842612,0,34675.02524160936,38278.02577722421,3603.0005356148536,2204.419975617774,34675.02524160936
78,source,suburban,group_a,38,15.620204892065413,4.980220298110992,39119.47719146856,0.931687243373672,0.05588750717206439,0.20374414149761647,1587.6143721529738,0.4419139601141185,1,33975.83903373352,35565.30856952113,1589.4695357876055,1.8551636346317082,35565.30856952113
79,source,central_city,group_a,28,12.960184391930074,3.584494872815848,29550.471729530233,-0.19389391611885062,0.06820700745097569,0.34254306585773164,1572.3712401559856,0.5863327199583874,0,32977.731523523005,35708.95546598321,2731.223942460205,1158.8527023042193,32977.731523523005
80,source,central_city,group_a,23,13.542174659616226,1.19410870596854,32118.364541348616,1.0445875592537912,0.07485188509178566,0.16672594105306232,1489.8071984248445,0.4809365132663337,0,37819.67600175242,39636.65089522835,1816.974893475924,327.1676950510796,37819.67600175242
81,source,suburban,group_b,50,13.503248244297163,6.628853241460155,29380.09050419937,-0.01839072666113678,0.06577621300609422,0.46381371889193374,1325.642679042599,0.5930759977482237,1,24771.250312870747,28133.0816511088,3361.831338238055,2036.1886591954562,28133.0816511088
82,source,suburban,group_b,39,13.34968156027211,8.870154078892769,29108.419059001597,1.2886869272267893,0.06916344003114834,0.3962060051005795,1370.1198098571356,0.5159129388068165,1,34290.933444494745,37251.20467101776,2960.2712265230134,1590.1514166658778,37251.20467101776
83,source,central_city,group_b,39,12.309280119874193,6.494580782964619,27141.939968792507,0.10189201937388459,0.09025276337311519,0.4882248472987805,1529.8435684940448,0.6463693335780165,1,26578.848003983665,30067.617209937325,3488.769205953659,1958.925637459614,30067.617209937325
84,source,central_city,group_b,32,14.885279781908322,15.26673601897489,22200.515355156105,-0.7736300114058503,0.09026415386630668,0.847207507752411,1601.7114955255288,0.7637846585181371,1,27490.886441469927,34396.365481782464,6905.479040312537,5303.767544787008,34396.365481782464
85,source,suburban,group_a,39,11.923408219302141,1.1483977747092686,33301.02738807764,0.17448029039538787,0.07951317495596025,0.2246774831752192,1509.818467059973,0.48175127265280143,0,32157.327870323486,34275.65078283463,2118.32291251114,608.5044454511672,32157.327870323486
86,source,central_city,group_b,35,13.369825677064732,4.195061393551478,32834.298729896684,0.2653489187201143,0.07558662173254892,0.33454524713662565,1385.2253770873565,0.597958065447806,0,32430.188233715384,35119.82351882584,2689.6352851104534,1304.409908023097,32430.188233715384
87,source,central_city,group_a,23,13.847646047832432,3.7578474536417463,26100.227843702476,-0.7672980544323862,0.1021220764286286,0.4712373965213728,1434.9456261747475,0.6456646924497876,1,36433.802530446825,40484.23699235796,4050.4344619111384,2615.4888357363907,40484.23699235796
88,source,central_city,group_b,26,14.014179346083827,5.388611065372415,41127.7984154098,0.7014219445465859,0.05523671151352395,0.25072205244057594,1204.7835872371136,0.5552915544614011,0,35896.80712268177,38150.56179537276,2253.754672690995,1048.9710854538814,35896.80712268177
89,source,rural,group_a,33,15.57751437497859,7.630616705100329,29271.041015776853,-0.06536239726852866,0.07102123097924082,0.4938988528644087,2047.8036160528197,0.5694846653703639,0,29384.01278523442,32482.286820129346,3098.274034894925,1050.4704188421053,29384.01278523442
90,source,central_city,group_a,30,10.272070528560239,7.661236130966042,20136.47987826764,-2.0348864524791663,0.06700002203224702,0.7446231461379532,1547.2201920700682,0.7581559817531154,0,16204.066046523896,21676.106406441253,5472.040359917357,3924.8201678472888,16204.066046523896
91,source,suburban,group_a,28,12.582392059352962,6.140753545736305,23247.492240530275,0.5986282017818507,0.08512841244349864,0.40455013939822176,1496.4947826791977,0.5143659409088236,1,30129.829831674244,33183.490556544995,3053.6607248707533,1557.1659421915556,33183.490556544995
92,source,suburban,group_b,23,13.7128562995118,5.327411152240722,27309.281125363697,0.41156404742478114,0.06601731601862496,0.39053165215456104,1494.8954129538574,0.553551285359716,1,33685.29829594214,36666.06288714586,2980.7645912037174,1485.86917824986,36666.06288714586
93,source,suburban,group_b,41,14.221345977256744,5.010026831512664,31351.10073204898,1.1132849058003789,0.06609239072412733,0.2785039069625454,1390.5980227329223,0.48997339681802754,0,36631.802732649594,38080.02304885483,1448.220316205236,57.622293472313686,36631.802732649594
94,source,central_city,group_a,36,13.013050805278143,4.440546067138273,32792.70581963033,0.34513823116503217,0.09996930820212369,0.31493419226219205,1593.5842340292072,0.5547914465908174,1,28257.80734793401,30845.465147697407,2587.6577997633985,994.0735657341913,30845.465147697407
95,source,suburban,group_a,33,11.786027264150027,5.443772402319567,26811.059860361092,0.5320199892510163,0.05654314031300503,0.3355155700850188,1486.5025035719693,0.4975198472245289,1,35303.72015669454,37998.40112113664,2694.680964442098,1208.1784608701284,37998.40112113664
96,source,central_city,group_a,22,14.657608887927084,0.9954493905470039,32153.087070929712,-0.17010184130338102,0.04912804613040038,0.23576514951628247,1291.5627636402244,0.5552110108946813,1,45771.13834166872,47947.11711915339,2175.978777484669,884.4160138444447,47947.11711915339
97,source,central_city,group_a,32,14.975636901934775,4.713149083719213,41809.233485798526,1.2024239617179455,0.07710319005854221,0.17694691240982943,1331.9692990045544,0.4767798736010685,1,40880.45249345509,41800.5764379862,920.123944531113,-411.8453544734414,41800.5764379862
98,source,suburban,group_a,39,11.807690708153599,3.6621957521087953,21135.951847173947,-0.9362794060338262,0.06544927052886855,0.4960085514576663,1415.324010340643,0.6080064553323404,1,30371.466828225588,34550.71129580545,4179.244467579865,2763.920457239222,34550.71129580545
99,source,suburban,group_a,37,14.006971591218157,0.6157872947663402,32025.76326589751,-1.8143352839487057,0.07356760245753896,0.4076667591295894,1509.7042175113481,0.6213770301363554,1,22480.718995409814,26200.58614288368,3719.867147473865,2210.1629299625165,26200.58614288368
100,source,suburban,group_a,30,14.207673905756675,1.8108377003314924,30292.203433167873,-0.282245696126625,0.06950210077862808,0.2948751095536159,1562.3337150395294,0.5224625202664118,0,30671.11559678821,33154.46616646701,2483.3505696788025,921.0168546392731,30671.11559678821
101,source,rural,group_b,34,15.914663880180873,17.430492102198567,20892.723228768897,-1.1603059537084368,0.076202056843611,0.9084770341945045,2051.840431577637,0.7490597068817545,1,24293.276182076243,31097.356759887665,6804.080577811424,4752.240146233787,31097.356759887665
102,source,suburban,group_a,32,12.415013137343077,11.51067439109701,26711.501568496777,0.23537669873145528,0.05861788450395338,0.5704073125078856,1606.8365286699143,0.5777638834496333,0,26632.340571099317,31448.45859614032,4816.118025041005,3209.2814963710907,26632.340571099317
103,source,rural,group_b,37,13.832919650198676,7.086734273527496,30079.48752713257,-0.8681921358262418,0.10224865302467345,0.6322404208596839,1952.9745327138348,0.6733445179102436,1,23107.995890908653,27995.64607937901,4887.650188470356,2934.675655756521,27995.64607937901
104,source,suburban,group_a,35,16.82266478229318,4.175447771258837,37819.73006685201,1.3594661536138775,0.04768268756677561,0.1605467888833755,1443.623198094223,0.41094138636543864,0,54127.012293700885,54541.855595894434,414.8433021935525,-1028.7798959006705,54127.012293700885
105,source,central_city,group_b,20,13.583182986838596,4.35073131798811,31477.79152068915,0.2981492359836606,0.09480398884932084,0.36325424324239897,1533.0573386476685,0.6044580728690471,1,38049.854634109106,40888.77669896958,2838.9220648604746,1305.864726212806,40888.77669896958
106,source,rural,group_a,30,12.96210183309117,2.097805392100687,31907.471602076595,-0.2879712909898208,0.10480990556249414,0.3468728947631125,1820.3649169148866,0.5376134707378389,0,25921.5084472533,28675.247500021487,2753.739052768185,933.3741358532984,25921.5084472533
107,source,suburban,group_a,27,13.974085072029794,1.13867294342911,29715.627691752874,0.9585342484719622,0.04683448412151444,0.16808215188756934,1439.194239881283,0.43063969564277715,1,36965.1949992365,38789.222189051856,1824.0271898153605,384.83294993407753,38789.222189051856
108,source,central_city,group_a,40,11.313475573431791,2.1159727921441664,32092.33965567865,0.362688205635995,0.06738641915874653,0.23176998647980696,1268.6533910749208,0.5302758181422249,1,28010.45726622695,30165.661195921944,2155.203929694996,886.5505386200753,30165.661195921944
109,source,suburban,group_b,30,13.173327206537673,3.4422482503644924,34677.068868761184,1.258063079174868,0.1142652479225982,0.23803281086731617,1321.6457894921825,0.4718513890951588,1,30512.99345334054,31750.764069850586,1237.7706165100444,-83.87517298213811,31750.764069850586
