posting_id,category,requester,week,wage,log_wage,applicants,fill_prob,filled
73,data-tagging,Delta,13,18.555462067394576,2.920764196783719,198,0.7356014575797718,1
74,data-tagging,Delta,14,14.942207403805696,2.704189920049277,172,0.6924750151455263,1
75,data-tagging,Delta,15,11.48346501138616,2.4409081756099495,147,0.7030163085303333,1
76,data-tagging,Delta,16,14.749599766870311,2.6912159479682125,174,0.6216187460221902,0
77,data-tagging,Delta,17,14.17239248675679,2.6512958811411047,218,0.6661923216668716,0
78,data-tagging,Delta,18,14.740855415989923,2.690622918726552,198,0.627170090062796,1
79,data-tagging,Delta,19,17.403641312399717,2.856679455153968,225,0.7440626547402521,0
80,data-tagging,Delta,20,11.67432133967795,2.457391672501611,137,0.6494989284889628,1
81,data-tagging,Elm,1,12.235516113466355,2.5043428793695806,116,0.6610901476909437,1
82,data-tagging,Elm,2,13.490500310745249,2.6019857570593854,172,0.6797115323672587,0
83,data-tagging,Elm,3,8.664789880607065,2.1592676736649046,96,0.6267239413891517,0
84,data-tagging,Elm,4,11.519346669099997,2.44402794090778,131,0.7030552546112719,1
85,data-tagging,Elm,5,9.492895691405906,2.2505436968909005,96,0.6204503353619888,1
86,data-tagging,Elm,6,8.988281132542262,2.195921632487928,99,0.5565571834262567,1
87,data-tagging,Elm,7,9.523406755581862,2.253752637266434,79,0.6154771311263332,0
88,data-tagging,Elm,8,10.199542782550001,2.3223428940453483,101,0.7123219927855778,1
89,data-tagging,Elm,9,13.600884061831767,2.610134795175756,147,0.703766877242306,1
90,data-tagging,Elm,10,12.725025407683143,2.5435705591091033,141,0.6737944435107981,1
91,data-tagging,Elm,11,10.016650102293129,2.304248718630521,122,0.6359651540145517,1
92,data-tagging,Elm,12,10.173337592897079,2.3197703364469855,109,0.6143538449476031,1
93,data-tagging,Elm,13,9.283856299406485,2.2282770099863347,89,0.6710831258911208,1
94,data-tagging,Elm,14,12.426678881329451,2.5198456840883994,167,0.5883888317099405,1
95,data-tagging,Elm,15,12.805572109299263,2.5498803972398623,114,0.5444977862546907,1
96,data-tagging,Elm,16,8.607726303865883,2.1526602073593253,93,0.698738357484921,0
97,data-tagging,Elm,17,10.67892266649826,2.3682719545205484,104,0.6923117718224375,1
98,data-tagging,Elm,18,12.409523863926724,2.5184642313512864,188,0.5576310079543307,0
99,data-tagging,Elm,19,10.381430406296108,2.340018672318403,135,0.5433893051376256,0
100,data-tagging,Elm,20,9.783431522699608,2.2806902939474143,90,0.6083685413413714,0
101,data-tagging,Foundry,1,16.875163899630174,2.8258429492821038,222,0.5992527043667599,1
102,data-tagging,Foundry,2,18.0129446475255,2.8910906465185575,223,0.6657285226235136,0
103,data-tagging,Foundry,3,17.820946489517485,2.8803745345220406,218,0.6881212130937199,1
104,data-tagging,Foundry,4,17.77939365750071,2.8780401270014826,260,0.6935817841043392,1
105,data-tagging,Foundry,5,17.707969060100478,2.874014767641153,297,0.7008766581490816,1
106,data-tagging,Foundry,6,15.759363239353803,2.757434680019184,221,0.6663284188502049,0
107,data-tagging,Foundry,7,14.323638670677196,2.6619112263696247,207,0.6253440062361528,0
108,data-tagging,Foundry,8,14.801989366842639,2.694761588415514,218,0.6724725891420062,0
109,data-tagging,Foundry,9,15.215692865508586,2.722327320630111,201,0.6795133341243482,1
110,data-tagging,Foundry,10,15.29715513444186,2.727666872184236,176,0.5891363560975207,1
111,data-tagging,Foundry,11,14.364132398593242,2.664734293711585,243,0.5910442090567278,1
112,data-tagging,Foundry,12,12.166309606236696,2.4986706240570915,94,0.6563032115845521,1
113,data-tagging,Foundry,13,12.60978181663653,2.5344728474192517,125,0.6192293818072274,0
114,data-tagging,Foundry,14,15.40390924914108,2.7346213245526205,185,0.6780173048935279,1
115,data-tagging,Foundry,15,17.760011859084827,2.876949405305064,197,0.6377529077245996,1
116,data-tagging,Foundry,16,14.024111847455258,2.640778123018908,180,0.658910247218313,1
117,data-tagging,Foundry,17,12.110776709089626,2.494095693335643,198,0.6334458083147151,0
118,data-tagging,Foundry,18,13.79626408740162,2.6243978372081136,151,0.633810966243906,1
119,data-tagging,Foundry,19,13.112305632258728,2.5735511505245623,121,0.7152293514831647,0
120,data-tagging,Foundry,20,14.883759468822314,2.700270649968302,178,0.621336418890038,0
121,translation,Aster,1,15.790419157688667,2.7594033736839747,264,0.6655458244734005,1
122,translation,Aster,2,14.91168407845323,2.7021450719927707,225,0.7198271044122224,0
123,translation,Aster,3,12.548317584545881,2.5295865995830527,170,0.6712747579187063,1
124,translation,Aster,4,14.13884089148471,2.6489256833803,181,0.7699953747723615,0
125,translation,Aster,5,13.781440216369056,2.6233227751001866,194,0.6799917821757964,0
126,translation,Aster,6,16.661613675161085,2.8131074913015084,272,0.66098674334353,1
127,translation,Aster,7,14.821873439416096,2.6961040247945673,232,0.6069015739290433,1
128,translation,Aster,8,13.812750117459709,2.6255920871654044,207,0.6865314045513271,1
129,translation,Aster,9,14.539674895349474,2.6768811125259275,198,0.746359424220039,1
130,translation,Aster,10,15.034130500110418,2.7103229830495454,197,0.7371651770561303,1
131,translation,Aster,11,14.401967342554798,2.6673648182609044,151,0.6987591377111685,0
132,translation,Aster,12,11.79479077581465,2.4676579743228837,152,0.6240289361877314,1
133,translation,Aster,13,13.362930481600147,2.592484491480531,181,0.6493860670199536,0
134,translation,Aster,14,17.05294733904796,2.8363230532504775,218,0.6704068023178957,1
135,translation,Aster,15,17.274512633436256,2.8492321570089447,299,0.7672933728052876,1
136,translation,Aster,16,17.524836093329146,2.8636190801424886,254,0.6626204444633945,1
137,translation,Aster,17,17.085005683225177,2.8382012182113425,241,0.6726643159929298,1
138,translation,Aster,18,11.488342627064698,2.441332836640427,136,0.6584209125704606,0
139,translation,Aster,19,13.39466925409091,2.5948568109478596,169,0.6057905705763408,1
140,translation,Aster,20,14.26866018125449,2.6580655364889108,201,0.6587133766547768,1
141,translation,Beacon,1,12.835900821442163,2.552245996623974,174,0.6911254640964457,1
142,translation,Beacon,2,12.572877516926058,2.5315419158095214,181,0.7075740043272787,1
143,translation,Beacon,3,11.895224330717705,2.4761370028219556,193,0.7333681034140518,1
144,translation,Beacon,4,11.176085581277064,2.413776279519925,141,0.685280050691087,1
145,translation,Beacon,5,12.814352523839734,2.550565833673417,162,0.543120488547186,0
146,translation,Beacon,6,10.194479537051528,2.321846351919116,97,0.5982263912944885,1
147,translation,Beacon,7,12.68629174766526,2.5405220205560664,155,0.6869107461859828,1
148,translation,Beacon,8,9.742887853201886,2.2765375678773054,88,0.5790194665716162,0
149,translation,Beacon,9,7.830257619274327,2.0579954110290695,84,0.6253707772509377,1
150,translation,Beacon,10,11.887622221984023,2.4754977093735664,126,0.5824945039935,1
151,translation,Beacon,11,9.33337907457711,2.2335971223426325,97,0.54326168217268,1
152,translation,Beacon,12,14.295778155371437,2.6599642597856477,220,0.6029039419606441,1
153,translation,Beacon,13,9.498793376235962,2.251164777511864,103,0.6371495719821078,0
154,translation,Beacon,14,9.000759315589319,2.1973089421762193,108,0.7019233171166132,1
155,translation,Beacon,15,10.480521256910661,2.349518415910824,138,0.608585172561228,1
156,translation,Beacon,16,12.880835295669883,2.5557405707216807,137,0.6692478215707719,1
157,translation,Beacon,17,11.510071795816463,2.4432224604047335,157,0.6467893463708109,1
158,translation,Beacon,18,8.406345864869195,2.128986880736397,82,0.6150866303957635,1
159,translation,Beacon,19,12.113520519304892,2.494322227067551,156,0.6890565414901734,1
160,translation,Beacon,20,8.21084880181803,2.1054563044562733,98,0.6518459795212515,1
161,translation,Cobalt,1,18.54317684404604,2.9201018962703804,223,0.610090534979523,1
162,translation,Cobalt,2,17.10350550941793,2.8392834430496285,279,0.6050070684099155,1
163,translation,Cobalt,3,17.001210241089904,2.833284532174629,186,0.683862884895728,1
164,translation,Cobalt,4,16.836848097842687,2.823569823709603,258,0.6640917700896627,0
165,translation,Cobalt,5,18.418003187734065,2.9133286203762623,395,0.6833837489733627,0
166,translation,Cobalt,6,14.988734049722531,2.707298855560996,195,0.7045401323428103,1
167,translation,Cobalt,7,16.289146185025643,2.790499007798065,231,0.5935299409745681,1
168,translation,Cobalt,8,14.829987147298425,2.6966512894804446,159,0.677531623041097,1
169,translation,Cobalt,9,19.207695177172667,2.955310989216429,303,0.6421294915291177,0
170,translation,Cobalt,10,18.718869209841703,2.929532063767789,275,0.7392787466805582,1
171,translation,Cobalt,11,15.871472266576546,2.7645233006561107,162,0.6994404195497214,0
172,translation,Cobalt,12,19.22955557048248,2.9564484480742577,277,0.6560894286597663,0
173,translation,Cobalt,13,15.327195087899447,2.7296287073170173,153,0.698173720204457,0
174,translation,Cobalt,14,14.699554573643594,2.687817192212922,194,0.6591382737507162,1
175,translation,Cobalt,15,16.26178713965828,2.7888180082680685,194,0.6387390002290807,1
176,translation,Cobalt,16,12.939441461030592,2.560280124387741,114,0.5770306985277712,1
177,translation,Cobalt,17,11.653540979988312,2.4556100806093575,151,0.5826504007656613,1
178,translation,Cobalt,18,16.116039008569196,2.7798149878132152,214,0.7700054649299808,1
179,translation,Cobalt,19,13.075474325308019,2.570738286563194,203,0.6557596012853223,0
180,translation,Cobalt,20,17.88938777621322,2.8842076753706754,220,0.7282616951473155,0
181,translation,Delta,1,18.51291687413728,2.918468697862312,234,0.6566284665445377,1
182,translation,Delta,2,14.869752629723111,2.6993291248073374,198,0.6918308638264173,1
183,translation,Delta,3,15.618625190597406,2.748464124571032,213,0.6522918940027393,1
184,translation,Delta,4,12.332964436388012,2.5122757129656508,167,0.5772267371855699,0
185,translation,Delta,5,17.62243531260536,2.869172823931698,190,0.6490144750966036,0
186,translation,Delta,6,15.687656983569559,2.7528742237627024,169,0.7198537756821808,1
187,translation,Delta,7,17.070514094791367,2.8373526532123283,190,0.6697219733382747,1
188,translation,Delta,8,14.746853505313542,2.691029738355866,198,0.6510392090688085,0
189,translation,Delta,9,18.893679480226222,2.9388274470994316,316,0.686150123523289,0
190,translation,Delta,10,14.308357106455938,2.6608437796019424,184,0.69140965730894,0
191,translation,Delta,11,13.162320713582847,2.5773582563669737,155,0.6121348396485964,1
192,translation,Delta,12,17.209896383612772,2.8454845894971754,282,0.6977377206661352,1
193,translation,Delta,13,17.011436800323757,2.8338858708196084,207,0.6850743185370926,1
194,translation,Delta,14,19.350682737000735,2.96272770241927,335,0.6888977404035239,0
195,translation,Delta,15,17.324370312783465,2.8521141988329664,240,0.6398687977886833,1
196,translation,Delta,16,12.171861344923046,2.499126840655601,198,0.6172092651254278,1
197,translation,Delta,17,14.250827240844421,2.6568149570187902,222,0.6993748435376372,1
198,translation,Delta,18,15.147585848112543,2.7178411692982563,181,0.711864879623791,1
199,translation,Delta,19,16.283770719485556,2.79016895043141,226,0.7419186184912484,1
200,translation,Delta,20,18.185457713553216,2.900622247962902,269,0.683662887101075,1
201,translation,Elm,1,15.372179734779932,2.732559364982664,238,0.6299802740967034,1
202,translation,Elm,2,13.192952181585936,2.579682761365846,224,0.6332073298146872,1
203,translation,Elm,3,13.57282869351387,2.6080699041143856,196,0.6298271419082019,0
204,translation,Elm,4,16.851230730493057,2.8244236945163963,219,0.71980645134158,0
205,translation,Elm,5,11.06418794847436,2.403713581607396,152,0.5551649572184244,1
206,translation,Elm,6,17.969514007675016,2.888676655781731,253,0.617752453538128,1
207,translation,Elm,7,10.60304887544478,2.361141589519454,128,0.6723150034594437,1
208,translation,Elm,8,12.922505946137857,2.5589704382263037,160,0.7477552576386566,1
209,translation,Elm,9,14.909201096965422,2.701978545648637,201,0.6613373906949122,1
210,translation,Elm,10,14.549986562373082,2.6775900700688333,263,0.6201030356942192,1
211,translation,Elm,11,14.596942009170206,2.680812055349579,222,0.6704846482730126,1
212,translation,Elm,12,13.762193500769266,2.621925231193667,168,0.6160402456020988,1
213,translation,Elm,13,11.605278906110339,2.451460072708639,140,0.7047637326691633,0
214,translation,Elm,14,16.814474048290236,2.822240065981083,327,0.6356779262380039,0
215,translation,Elm,15,14.487553795852126,2.6732899219188293,204,0.6617730992669644,1
216,translation,Elm,16,13.734562148594287,2.6199154405239473,191,0.693019365860642,0
217,translation,Elm,17,15.391275609842141,2.7338008300457326,193,0.6945760639903957,1
218,translation,Elm,18,15.13589127555749,2.717068829114953,171,0.7292361878785304,1
219,translation,Elm,19,18.542889811931012,2.9200864170275858,386,0.7197412167829901,1
220,translation,Elm,20,15.734215140342185,2.7558376494084698,263,0.659909671095182,1
221,translation,Foundry,1,15.662875590333691,2.7512933001634727,196,0.6240443747422932,1
222,translation,Foundry,2,17.034470110310117,2.8352389446890136,252,0.7711979332558758,1
223,translation,Foundry,3,12.189715299288688,2.5005925879529016,151,0.6737671144323253,1
224,translation,Foundry,4,11.68895783251014,2.4586446211685438,144,0.5452036254592008,0
225,translation,Foundry,5,17.557397914303117,2.8654753946700806,226,0.6767246448648055,0
226,translation,Foundry,6,17.222758174739475,2.846231658922398,290,0.6290166772616784,1
227,translation,Foundry,7,17.040065985607924,2.8355673937885033,217,0.6883581537965321,1
228,translation,Foundry,8,13.028865746583158,2.5671673379680864,166,0.6326994470230166,1
229,translation,Foundry,9,13.486242161054719,2.601670066628612,182,0.7127841290545671,1
230,translation,Foundry,10,16.675088222733333,2.813915882506332,267,0.6486937925188107,1
231,translation,Foundry,11,19.284443503682972,2.959298734810493,254,0.6738851238620321,1
232,translation,Foundry,12,14.817812027965763,2.6958299725290518,181,0.6106414533184994,1
233,translation,Foundry,13,11.476048680727438,2.44026214006964,151,0.5343931129067564,1
234,translation,Foundry,14,15.33381471874314,2.7300605020288216,204,0.6514114203201276,1
235,translation,Foundry,15,18.421126436624284,2.9134981818685968,266,0.6213017586980805,1
236,translation,Foundry,16,14.59041394046361,2.6803647336513263,193,0.657127785176295,1
237,translation,Foundry,17,14.393377398209257,2.6667681978920443,266,0.6973604601347748,1
238,translation,Foundry,18,11.695187490254325,2.459177431566835,151,0.6505638449312069,1
239,translation,Foundry,19,14.552682367991599,2.677775331814598,211,0.7252202107915765,1
240,translation,Foundry,20,14.538048373954608,2.676769238471587,198,0.5999986291323208,1
241,web-research,Aster,1,14.54757107639141,2.677424043351594,174,0.6221474313945452,1
242,web-research,Aster,2,15.670783457052647,2.751798052377371,194,0.6262281548729152,1
243,web-research,Aster,3,15.585304170724251,2.746328429918438,261,0.6417357794921249,1
244,web-research,Aster,4,18.624129784588625,2.9244580401989637,290,0.6981584379291309,1
245,web-research,Aster,5,13.88921594334389,2.631112707609594,219,0.5985156876321546,0
246,web-research,Aster,6,13.352036378040669,2.5916689108945183,141,0.7007354625475207,1
247,web-research,Aster,7,13.733429799562726,2.6198329919027055,162,0.6420019574969313,0
248,web-research,Aster,8,12.750319423241784,2.545556324093896,137,0.630047290158074,1
249,web-research,Aster,9,13.420086356859365,2.596752566460191,167,0.6615367722743503,1
250,web-research,Aster,10,12.531757154440587,2.5282659948652104,180,0.7192094598943957,0
251,web-research,Aster,11,16.116940830486477,2.779870944285252,176,0.6575561068702342,0
252,web-research,Aster,12,12.2959607213466,2.5092708118058997,156,0.7153765731126502,1
253,web-research,Aster,13,14.562205799480664,2.678429528511074,183,0.6772508302065696,1
254,web-research,Aster,14,15.6218945256428,2.7486734255101344,218,0.6904920770224438,0
255,web-research,Aster,15,12.012464865281972,2.4859448494456795,139,0.6153430735168764,1
256,web-research,Aster,16,13.54323041995014,2.605886822480366,192,0.6270096157884413,1
257,web-research,Aster,17,12.410777092963375,2.5185652155448217,169,0.6768271055839747,1
258,web-research,Aster,18,12.547128071321763,2.529491800451663,129,0.6689149998107764,1
259,web-research,Aster,19,14.16410501377251,2.650710948354657,264,0.6683550714080408,1
260,web-research,Aster,20,12.413189121296199,2.5187595461622254,114,0.5487816992955215,1
261,web-research,Beacon,1,12.634257302787086,2.53641195816964,171,0.6033983364250899,1
262,web-research,Beacon,2,13.32268149681003,2.589467958425711,134,0.6493701273005863,0
263,web-research,Beacon,3,14.523133242796913,2.6757427741891657,204,0.6264445451658033,0
264,web-research,Beacon,4,14.724850836157314,2.6895365995140033,170,0.7005285535255343,0
265,web-research,Beacon,5,15.876078104818934,2.7648134545874106,274,0.6300932728454992,0
266,web-research,Beacon,6,16.762195321236216,2.819126072230003,181,0.7113317383327439,0
267,web-research,Beacon,7,15.096209281700588,2.7144436713578446,183,0.6037266873793448,0
268,web-research,Beacon,8,13.128103295452275,2.574755222088056,146,0.6999981096612604,1
269,web-research,Beacon,9,19.254720814598137,2.957756267790067,375,0.7179320875175609,0
270,web-research,Beacon,10,16.38674533580231,2.796472796819806,249,0.6236414918627662,0
271,web-research,Beacon,11,15.910195342989239,2.766960120274902,198,0.664665768534074,1
272,web-research,Beacon,12,16.72365148566805,2.8168239741040186,274,0.592828407011861,0
273,web-research,Beacon,13,14.475054410768651,2.672426782399742,194,0.6607296292081899,1
274,web-research,Beacon,14,12.754245007436344,2.54586415795134,201,0.6562557433432809,1
275,web-research,Beacon,15,12.924210941164393,2.559102369491419,157,0.6273984967650422,1
276,web-research,Beacon,16,13.843604286505114,2.6278233416102488,196,0.7139763762811422,0
277,web-research,Beacon,17,16.78113416474645,2.8202552890258854,233,0.6805754543887883,1
278,web-research,Beacon,18,12.997623239920216,2.564766513048071,162,0.6980227066101261,1
279,web-research,Beacon,19,15.328712201345578,2.7297276842243425,188,0.6776448468917202,1
280,web-research,Beacon,20,16.859772092542634,2.8249304348395596,276,0.7364142197914302,0
281,web-research,Cobalt,1,10.270007457577389,2.3292277500918477,104,0.5543665420561683,1
282,web-research,Cobalt,2,12.045158135122502,2.4886627646749258,115,0.5886998103981539,1
283,web-research,Cobalt,3,14.224918668313013,2.654995262478511,152,0.7633817444904277,0
284,web-research,Cobalt,4,8.966357585800054,2.193479527360456,111,0.6262053332863643,1
285,web-research,Cobalt,5,13.331564691761477,2.5901345085293976,204,0.678079970448833,1
286,web-research,Cobalt,6,11.47402517022486,2.440085799852091,140,0.6706822169384848,0
287,web-research,Cobalt,7,11.944454716437116,2.48026713021191,121,0.7113998891903865,1
288,web-research,Cobalt,8,13.374197914127311,2.5933273219466453,223,0.5908707202201963,1
289,web-research,Cobalt,9,11.906717061211776,2.4771026997958265,156,0.6945995684944395,0
290,web-research,Cobalt,10,14.011912643894645,2.639907870937748,198,0.5569527820216549,0
291,web-research,Cobalt,11,12.695542240517707,2.5412509271643375,148,0.569623737287754,0
292,web-research,Cobalt,12,10.797080493486595,2.3792757729087053,98,0.6952740806310547,1
293,web-research,Cobalt,13,14.197905068307794,2.6530944233226754,159,0.6451745440980868,0
294,web-research,Cobalt,14,13.949553094787792,2.635447471538275,151,0.6610116397504906,1
295,web-research,Cobalt,15,9.854619041498939,2.287940283490073,151,0.6410945855578694,1
296,web-research,Cobalt,16,11.808861264640438,2.4688502042768192,110,0.6498648846480295,1
297,web-research,Cobalt,17,9.16253389206573,2.2151227662035526,113,0.6216259042832633,0
298,web-research,Cobalt,18,10.271379992170173,2.3293613861082254,107,0.7163077705267522,1
299,web-research,Cobalt,19,12.85253646020311,2.5535411817614806,128,0.5985984546227862,0
300,web-research,Cobalt,20,11.730136049973591,2.462161261061344,128,0.6454686422306395,1
301,web-research,Delta,1,12.355743300555977,2.5141209995537,172,0.5940691406262237,0
302,web-research,Delta,2,16.411325798881577,2.797971693970214,281,0.6242732144846531,1
303,web-research,Delta,3,12.097236817792389,2.4929770643581675,134,0.6717355828771003,1
304,web-research,Delta,4,11.287152035305756,2.423665090831008,134,0.6192888601057194,1
305,web-research,Delta,5,14.98112514486003,2.7067910850722137,161,0.6907769607174865,1
306,web-research,Delta,6,14.447108870992556,2.6704943164081385,266,0.6916005698903178,1
307,web-research,Delta,7,10.226725758538583,2.3250044660285853,123,0.6307691949844888,1
308,web-research,Delta,8,13.204979614778086,2.5805940019976643,151,0.7639864946533812,1
309,web-research,Delta,9,13.184251973295648,2.5790230850366407,249,0.6924477580655474,0
310,web-research,Delta,10,10.789098188916062,2.3785361973634624,98,0.6153638082417351,0
311,web-research,Delta,11,12.560557231468776,2.530561525618731,135,0.605243094166631,0
312,web-research,Delta,12,11.116160675331157,2.4083999661956526,110,0.584843132777122,0
313,web-research,Delta,13,11.493406247395109,2.4417735011381563,152,0.6010481331189668,1
314,web-research,Delta,14,10.430979078839528,2.3447801360202214,120,0.5895744307406428,0
315,web-research,Delta,15,15.495460027461577,2.7405470795671003,199,0.7643558731604703,1
316,web-research,Delta,16,10.98221222222195,2.3962768932212253,124,0.7130692679617623,1
317,web-research,Delta,17,12.99440781130219,2.5645190965512152,127,0.6151252758662867,0
318,web-research,Delta,18,10.785054208721595,2.3781613061355436,146,0.601302127160903,1
319,web-research,Delta,19,12.828251340963462,2.551649874791714,126,0.6589879505822951,1
320,web-research,Delta,20,11.564900574737607,2.4479746985636637,114,0.6750272725579055,1
321,web-research,Elm,1,12.128273771599993,2.4955394021610684,168,0.6049636366799216,0
322,web-research,Elm,2,8.700428926158535,2.1633723263025444,108,0.6483747516069981,1
323,web-research,Elm,3,9.084396968993316,2.206558323089617,94,0.6213543925105814,0
324,web-research,Elm,4,8.887490634608975,2.184644741357662,96,0.6098619083818443,1
325,web-research,Elm,5,12.00559141977263,2.48537249291396,125,0.6706038870330194,1
326,web-research,Elm,6,11.050744630685331,2.402497813085671,147,0.5681719802920331,1
327,web-research,Elm,7,9.01808611173641,2.1992321288262686,99,0.6453987829490915,1
328,web-research,Elm,8,11.090116087072825,2.4060542690327216,95,0.6533552570595589,0
