worker_id,year,firm_id,college,female,experience,worker_effect_true,firm_premium_true,amenity_value,log_wage,total_job_value
69,2016,7,0,1,21,-0.09881037576744946,-0.07601174098133015,0.04668673669539401,2.4139595428700122,2.460646279565406
70,2016,18,0,0,5,0.17235566022618978,0.28064301550651155,0.1366128635892917,2.709383228811987,2.8459960924012786
71,2016,15,0,0,10,0.589204795156651,0.16809012295328016,0.13571829151181078,3.305337197967986,3.441055489479797
72,2016,16,0,0,15,-0.08304703652946772,0.19302845983921318,0.12334047055215136,2.666919689371945,2.790260159924096
73,2016,12,0,1,8,0.13376024926348193,0.11307838697902907,0.10260112081923231,2.597900732955881,2.7005018537751133
74,2016,8,0,1,21,0.07253209721213648,-0.05253658035648828,0.034102737584433315,2.480385117339404,2.5144878549238374
75,2016,8,0,0,21,-0.2612759153496707,-0.05253658035648828,0.034102737584433315,2.2034538950450124,2.237556632629446
76,2016,11,0,1,17,0.20888822994561712,0.06693248076938582,0.1209863332769304,2.8665544005791883,2.9875407338561186
77,2016,9,1,0,14,-0.008333222653434988,-0.06817423843451054,-0.006371567906974022,2.487620421808415,2.481248853901441
78,2016,16,0,0,7,-0.11837111445011211,0.19302845983921318,0.12334047055215136,2.4903447786357873,2.6136852491879385
79,2016,3,1,0,13,-0.10951826588550029,-0.1883029488253625,-0.01609642471776382,2.230159151282414,2.2140627265646504
80,2016,9,1,1,9,-0.1881366601844622,-0.06817423843451054,-0.006371567906974022,2.193264563194529,2.186892995287555
81,2016,3,1,1,16,-0.09025323948726234,-0.1883029488253625,-0.01609642471776382,2.2167741241010215,2.2006776993832577
82,2016,13,0,0,21,0.0874822280292275,0.11896910946779436,0.12349481689899336,2.8126059999601085,2.936100816859102
83,2016,1,0,0,20,-0.21115581225841906,-0.31767325934003227,-0.004239379864093937,2.0486483267237805,2.0444089468596864
84,2016,3,0,1,11,-0.3481076885038919,-0.1883029488253625,-0.01609642471776382,1.9059813493811948,1.889884924663431
85,2016,14,1,0,4,0.2643526887807509,0.16586284495507017,0.13907270378765751,2.861747887049853,3.0008205908375105
86,2016,7,1,1,10,-0.35474821127092043,-0.07601174098133015,0.04668673669539401,1.9338442401716431,1.9805309768670372
87,2016,9,0,0,13,0.033905992853154605,-0.06817423843451054,-0.006371567906974022,2.4939987299504693,2.4876271620434953
88,2016,4,1,1,23,-0.14177995892222625,-0.1942030148990611,-0.04852172652087386,2.2809618339628916,2.232440107442018
89,2016,15,1,1,12,0.36978463556374475,0.16809012295328016,0.13571829151181078,2.9662814596752596,3.1019997511870705
90,2016,1,0,1,7,0.06994659828195449,-0.31767325934003227,-0.004239379864093937,2.1288125247589607,2.1245731448948666
91,2016,2,0,1,10,0.08708297474945029,-0.23876485036387385,-0.08098121698474023,2.264164848721085,2.1831836317363447
92,2016,13,0,0,18,0.5165670314247045,0.11896910946779436,0.12349481689899336,3.159277996892611,3.2827728137916043
93,2016,13,0,0,13,-0.009667706373591796,0.11896910946779436,0.12349481689899336,2.628711643818382,2.7522064607173755
94,2016,7,1,0,5,-0.338600463713423,-0.07601174098133015,0.04668673669539401,2.1527117998147185,2.1993985365101123
95,2016,4,0,0,8,-0.2376326622110756,-0.1942030148990611,-0.04852172652087386,2.101146227351032,2.0526245008301585
96,2016,1,0,0,6,-0.21842093865610784,-0.31767325934003227,-0.004239379864093937,1.9457473291090508,1.941507949244957
97,2016,17,1,0,23,0.10906289410961525,0.2229158466260953,0.1537850495334553,3.038116336745154,3.191901386278609
98,2016,13,0,1,19,-0.05931741988200543,0.11896910946779436,0.12349481689899336,2.5909012349963056,2.714396051895299
99,2016,11,1,1,19,0.34089918629863564,0.06693248076938582,0.1209863332769304,2.9966693556051243,3.1176556888820546
100,2016,1,0,0,16,-0.3605601873680673,-0.31767325934003227,-0.004239379864093937,1.8054603530981332,1.8012209732340394
101,2016,12,0,0,22,-0.041409505910716495,0.11307838697902907,0.10260112081923231,2.674579885458115,2.777181006277347
102,2016,12,1,1,13,-0.009943686146251266,0.11307838697902907,0.10260112081923231,2.5912266098253647,2.693827730644597
103,2016,10,1,0,15,-0.0922886364558444,0.01417147872215942,0.049490713396338204,2.4304600435696426,2.4799507569659807
104,2016,1,1,0,19,0.11712543353330669,-0.31767325934003227,-0.004239379864093937,2.415070529570705,2.410831149706611
105,2016,4,0,1,8,-0.39909427839729433,-0.1942030148990611,-0.04852172652087386,1.8162181798323638,1.7676964533114898
106,2016,11,0,0,13,0.03911379609533853,0.06693248076938582,0.1209863332769304,2.5538324074664676,2.674818740743398
107,2016,17,1,0,11,-0.36759315860921665,0.2229158466260953,0.1537850495334553,2.501345019069446,2.6551300686029013
108,2016,17,0,0,22,-0.2127181404024225,0.2229158466260953,0.1537850495334553,2.60104389651815,2.7548289460516053
109,2016,14,0,1,22,0.36687899169764754,0.16586284495507017,0.13907270378765751,3.168484459571818,3.3075571633594754
110,2016,14,0,1,6,0.372123109783239,0.16586284495507017,0.13907270378765751,2.8492550201419866,2.988327723929644
111,2016,14,0,0,22,0.34835933813522757,0.16586284495507017,0.13907270378765751,3.1530590541809036,3.292131757968561
112,2016,17,0,0,12,-0.04528666720014428,0.2229158466260953,0.1537850495334553,2.5362463736222605,2.6900314231557156
113,2016,11,0,0,11,-0.13093984089609254,0.06693248076938582,0.1209863332769304,2.487599223565194,2.608585556842124
114,2016,3,1,0,10,0.287947717750997,-0.1883029488253625,-0.01609642471776382,2.635924512538652,2.6198280878208884
115,2016,8,0,1,15,-0.08924722452982797,-0.05253658035648828,0.034102737584433315,2.3409756579362875,2.375078395520721
116,2016,16,0,1,3,0.3097719915716783,0.19302845983921318,0.12334047055215136,2.811008282918574,2.9343487534707253
117,2016,9,1,1,14,0.27381844906684055,-0.06817423843451054,-0.006371567906974022,2.8023659513807035,2.7959943834737295
118,2016,8,1,0,13,-0.3999263706211417,-0.05253658035648828,0.034102737584433315,2.0545567434990737,2.088659481083507
119,2016,12,0,1,14,0.14408594432773497,0.11307838697902907,0.10260112081923231,2.657293526548353,2.7598946473675854
120,2016,6,0,0,18,-0.09829019961422994,-0.1626617957937956,0.004619260060277231,2.348694889572776,2.353314149633053
121,2016,10,0,1,16,0.019970946845884227,0.01417147872215942,0.049490713396338204,2.510121958073475,2.559612671469813
122,2016,11,1,0,19,0.007031191505811803,0.06693248076938582,0.1209863332769304,2.6860809572359927,2.807067290512923
123,2016,14,1,0,4,0.6046611868469988,0.16586284495507017,0.13907270378765751,3.203920653272409,3.3429933570600667
124,2016,8,0,1,12,-0.11554921368350791,-0.05253658035648828,0.034102737584433315,2.3391226273068217,2.373225364891255
125,2016,3,0,0,5,-0.2560635935757677,-0.1883029488253625,-0.01609642471776382,2.0204210784946235,2.0043246537768598
126,2016,13,1,1,22,0.1602342292956945,0.11896910946779436,0.12349481689899336,2.7532171829468415,2.876711999845835
127,2016,16,0,1,22,0.19028433425295205,0.19302845983921318,0.12334047055215136,3.021097590114185,3.1444380606663365
128,2016,14,0,0,21,-0.0026300594904296974,0.16586284495507017,0.13907270378765751,2.7161566849330376,2.855229388720695
129,2016,3,0,0,21,-0.1789539369400643,-0.1883029488253625,-0.01609642471776382,2.2697774059517415,2.2536809812339778
130,2016,18,0,0,23,0.17612762817676786,0.28064301550651155,0.1366128635892917,3.1014874346703905,3.238100298259682
131,2016,18,1,0,8,0.3597766311117156,0.28064301550651155,0.1366128635892917,3.0412216204546767,3.1778344840439683
132,2016,5,0,0,6,-0.2977671760081258,-0.14804096289500648,-0.030118958326311687,2.001128176928748,1.9710092186024364
133,2016,12,1,1,5,-0.15408823318146775,0.11307838697902907,0.10260112081923231,2.360954052109883,2.4635551729291154
134,2016,3,0,1,23,-0.019254615009635427,-0.1883029488253625,-0.01609642471776382,2.383817745017977,2.3677213203002134
135,2016,12,1,1,12,0.05806181745158664,0.11307838697902907,0.10260112081923231,2.647698285614618,2.75029940643385
136,2016,8,1,0,15,-0.1076335745674807,-0.05253658035648828,0.034102737584433315,2.4254111345026255,2.459513872087059
137,2016,8,0,1,17,-0.24803974597726075,-0.05253658035648828,0.034102737584433315,2.160264402491776,2.1943671400762095
138,2016,12,0,1,14,0.19997509554772583,0.11307838697902907,0.10260112081923231,2.8240367660557517,2.926637886874984
139,2016,8,1,0,10,-0.1038770631502566,-0.05253658035648828,0.034102737584433315,2.3073833483216815,2.341486085906115
140,2016,10,0,1,13,-0.23446906562901088,0.01417147872215942,0.049490713396338204,2.181951735048128,2.231442448444466
141,2016,11,1,1,13,-0.06770474615309217,0.06693248076938582,0.1209863332769304,2.539723228642333,2.6607095619192633
142,2016,12,1,0,6,-0.058744392394011066,0.11307838697902907,0.10260112081923231,2.491719521639797,2.5943206424590293
143,2016,15,1,0,13,-0.40376353481357896,0.16809012295328016,0.13571829151181078,2.304006467282294,2.439724758794105
144,2016,5,1,0,9,-0.04528476556641862,-0.14804096289500648,-0.030118958326311687,2.1701926875315465,2.140073729205235
145,2016,5,0,1,12,-0.1885506033410277,-0.14804096289500648,-0.030118958326311687,2.177815891651912,2.1476969333256006
146,2016,13,0,0,3,0.12003707228682022,0.11896910946779436,0.12349481689899336,2.576761276631073,2.7002560935300663
147,2016,6,0,1,12,-0.21320445569338456,-0.1626617957937956,0.004619260060277231,2.132471796427442,2.1370910564877192
148,2016,3,1,1,17,-0.2533745532203585,-0.1883029488253625,-0.01609642471776382,2.164282781020729,2.1481863563029653
149,2016,9,1,1,22,-0.23514979178205606,-0.06817423843451054,-0.006371567906974022,2.3101589362707373,2.3037873683637633
150,2016,15,1,1,3,0.13162251912411255,0.16809012295328016,0.13571829151181078,2.601851869381392,2.737570160893203
151,2016,12,0,1,16,-0.1712828693698856,0.11307838697902907,0.10260112081923231,2.3692585942916375,2.47185971511087
152,2016,6,0,0,13,0.1260245860988984,-0.1626617957937956,0.004619260060277231,2.5035944172657882,2.5082136773260655
153,2016,18,1,0,4,0.1719432424491987,0.28064301550651155,0.1366128635892917,2.879031561822998,3.0156444254122894
154,2016,16,0,1,23,0.036320176627749785,0.19302845983921318,0.12334047055215136,2.8609499045929323,2.9842903751450836
155,2016,2,0,1,14,-0.23940338514604476,-0.23876485036387385,-0.08098121698474023,1.9888680397139764,1.9078868227292363
156,2016,16,0,0,9,0.6017706482533328,0.19302845983921318,0.12334047055215136,3.2389758344361335,3.3623163049882847
157,2016,18,1,0,18,0.07624870367695169,0.28064301550651155,0.1366128635892917,2.8871351965156964,3.023748060104988
158,2016,18,1,0,23,0.5144382414461678,0.28064301550651155,0.1366128635892917,3.489454781448547,3.6260676450378386
159,2016,1,1,1,21,-0.2014707204754321,-0.31767325934003227,-0.004239379864093937,1.9792488064084883,1.9750094265443945
160,2016,4,0,0,19,-0.5650197750539626,-0.1942030148990611,-0.04852172652087386,1.925259189249184,1.87673746272831
161,2016,3,1,1,6,-0.16205255409330327,-0.1883029488253625,-0.01609642471776382,2.2056410977684777,2.189544673050714
162,2016,15,1,1,3,-0.4736542387934573,0.16809012295328016,0.13571829151181078,2.0772399027056596,2.2129581942174705
163,2016,17,1,0,3,-0.10454608819503129,0.2229158466260953,0.1537850495334553,2.5557403416036837,2.709525391137139
164,2016,15,1,0,11,-0.10547220860566886,0.16809012295328016,0.13571829151181078,2.53431125908748,2.670029550599291
165,2016,13,0,0,10,0.392477115505961,0.11896910946779436,0.12349481689899336,2.994884278553687,3.1183790954526804
166,2016,15,1,0,9,0.13324355029390964,0.16809012295328016,0.13571829151181078,2.7626401105020872,2.898358402013898
167,2016,13,1,1,14,0.03564326102573563,0.11896910946779436,0.12349481689899336,2.6591828643105946,2.782677681209588
168,2016,12,1,0,18,0.28278998936872357,0.11307838697902907,0.10260112081923231,2.971369956500142,3.0739710773193742
169,2016,13,0,0,12,-0.25905563635374534,0.11896910946779436,0.12349481689899336,2.3191636374951816,2.442658454394175
170,2016,2,0,1,4,-0.02289570014073938,-0.23876485036387385,-0.08098121698474023,2.0747463872664693,1.9937651702817292
171,2016,18,0,1,16,0.2311092913694365,0.28064301550651155,0.1366128635892917,2.9689708109255823,3.105583674514874
172,2016,9,0,1,5,0.008404630487496121,-0.06817423843451054,-0.006371567906974022,2.209282411248992,2.202910843342018
173,2016,10,1,1,17,-0.25329635539518064,0.01417147872215942,0.049490713396338204,2.3044835602499716,2.3539742736463096
174,2016,2,1,0,9,-0.5785960713397937,-0.23876485036387385,-0.08098121698474023,1.775257252994122,1.6942760360093818
175,2016,18,0,1,10,0.11489802496398951,0.28064301550651155,0.1366128635892917,2.7490182691012026,2.885631132690494
176,2016,4,1,1,18,-0.17261431176981248,-0.1942030148990611,-0.04852172652087386,2.172603771287907,2.124082044767033
177,2016,13,0,0,6,-0.0023805133016268827,0.11896910946779436,0.12349481689899336,2.503072575432641,2.6265673923316344
178,2016,18,0,0,23,0.2779283125689265,0.28064301550651155,0.1366128635892917,3.1554348117113435,3.292047675300635
179,2016,12,0,0,11,-0.1613848745172767,0.11307838697902907,0.10260112081923231,2.371541987703235,2.474143108522467
180,2016,10,1,0,10,0.4086249547473678,0.01417147872215942,0.049490713396338204,2.8825184640316848,2.932009177428023
181,2016,14,0,0,15,0.11947835989739107,0.16586284495507017,0.13907270378765751,2.814026483549973,2.9530991873376307
182,2016,11,1,1,13,0.16796967674770358,0.06693248076938582,0.1209863332769304,2.7567013247074477,2.877687657984378
183,2016,7,1,0,18,-0.013305724784140152,-0.07601174098133015,0.04668673669539401,2.6152441032791427,2.6619308399745365
184,2016,11,0,0,18,0.10968145425028202,0.06693248076938582,0.1209863332769304,2.8233888438010517,2.944375177077982
185,2016,8,1,1,12,-0.09639735196871833,-0.05253658035648828,0.034102737584433315,2.350708969164641,2.3848117067490744
186,2016,3,1,1,9,-0.053291850132325326,-0.1883029488253625,-0.01609642471776382,2.115266549779337,2.099170125061573
187,2016,15,1,0,3,0.13419786642410744,0.16809012295328016,0.13571829151181078,2.764494053672383,2.900212345184194
188,2016,13,0,0,14,0.26317888860801236,0.11896910946779436,0.12349481689899336,2.9195299804572974,3.0430247973562907
189,2016,11,0,0,12,0.05401867662150024,0.06693248076938582,0.1209863332769304,2.591094457742979,2.7120807910199094
190,2016,13,0,0,10,0.10568353136391842,0.11896910946779436,0.12349481689899336,2.673409465424173,2.7969042823231662
191,2016,10,1,1,10,0.015060872577018877,0.01417147872215942,0.049490713396338204,2.527911780469872,2.57740249386621
192,2016,10,1,1,18,-0.22808076375770248,0.01417147872215942,0.049490713396338204,2.3397846680446985,2.3892753814410366
193,2016,11,0,0,20,0.34872211461418023,0.06693248076938582,0.1209863332769304,3.015482015932886,3.1364683492098164
194,2016,13,0,1,6,0.18318010468130924,0.11896910946779436,0.12349481689899336,2.750480806275684,2.8739756231746774
195,2016,4,0,1,17,-0.24949764240298947,-0.1942030148990611,-0.04852172652087386,1.9725480092139296,1.9240262826930556
196,2016,18,1,0,10,0.42463084870244705,0.28064301550651155,0.1366128635892917,3.1558980463775446,3.292510909966836
197,2016,11,1,0,21,-0.382643551375469,0.06693248076938582,0.1209863332769304,2.285490760868908,2.4064770941458384
198,2016,18,1,0,23,0.11369600325435184,0.28064301550651155,0.1366128635892917,3.084483014128249,3.2210958777175405
199,2016,15,0,1,3,0.44329179216809955,0.16809012295328016,0.13571829151181078,2.895784088792604,3.0315023803044148
200,2016,17,0,0,14,0.06259275110636707,0.2229158466260953,0.1537850495334553,2.6999625091712076,2.853747558704663
201,2016,2,1,0,13,0.03978438123830525,-0.23876485036387385,-0.08098121698474023,2.3457099040318203,2.26472868704708
202,2016,17,1,1,23,0.2557274530462809,0.2229158466260953,0.1537850495334553,3.0935155562092045,3.2473006057426597
203,2016,17,1,0,13,-0.012113328849152925,0.2229158466260953,0.1537850495334553,2.8634189851957608,3.017204034729216
204,2016,16,1,0,22,0.2042196803679998,0.19302845983921318,0.12334047055215136,3.093350887235435,3.216691357787586
205,2016,18,1,0,7,0.21703799004529697,0.28064301550651155,0.1366128635892917,2.998339115947988,3.1349519795372798
206,2016,11,1,1,8,0.003087996307349276,0.06693248076938582,0.1209863332769304,2.4752614728995943,2.5962478061765246
207,2016,16,0,1,9,0.0463559634280624,0.19302845983921318,0.12334047055215136,2.625612099703607,2.7489525702557582
208,2016,10,1,1,19,-0.021864490110609276,0.01417147872215942,0.049490713396338204,2.5483428024024106,2.5978335157987487
209,2016,7,1,1,7,-0.4690618804854223,-0.07601174098133015,0.04668673669539401,1.8607899962011287,1.9074767328965228
210,2016,15,0,1,13,0.01228823678653131,0.16809012295328016,0.13571829151181078,2.5720179750066796,2.7077362665184905
211,2016,9,1,1,19,-0.09865885509084045,-0.06817423843451054,-0.006371567906974022,2.3828447617971173,2.3764731938901433
212,2016,15,1,0,12,0.11862316079010826,0.16809012295328016,0.13571829151181078,2.800999799735394,2.936718091247205
213,2016,8,1,0,18,0.16389044409266,-0.05253658035648828,0.034102737584433315,2.8510799418734147,2.885182679457848
214,2016,10,1,0,11,0.1304590970070976,0.01417147872215942,0.049490713396338204,2.629206375151756,2.678697088548094
215,2016,10,1,1,19,0.2481310769160041,0.01417147872215942,0.049490713396338204,2.8485888089659257,2.8980795223622637
216,2016,15,0,0,20,0.03391572428517975,0.16809012295328016,0.13571829151181078,2.694882480037928,2.8306007715497388
217,2016,10,0,1,11,0.05246039377662984,0.01417147872215942,0.049490713396338204,2.5033122929412137,2.5528030063375517
218,2016,6,0,0,4,-0.28634902276874113,-0.1626617957937956,0.004619260060277231,1.9875104393242655,1.9921296993845428
219,2016,7,1,0,3,-0.1883316310895687,-0.07601174098133015,0.04668673669539401,2.1882673413365654,2.2349540780319592
220,2016,4,1,1,16,-0.26916430892378784,-0.1942030148990611,-0.04852172652087386,2.0408222727331964,1.9923005462123224
221,2016,7,1,1,16,-0.17217693742194642,-0.07601174098133015,0.04668673669539401,2.271663028999779,2.3183497656951726
222,2016,8,0,0,13,0.020366845847126155,-0.05253658035648828,0.034102737584433315,2.442723415857461,2.4768261534418943
223,2016,16,1,1,10,-0.0893947859766153,0.19302845983921318,0.12334047055215136,2.569467870785473,2.6928083413376243
224,2016,12,0,1,6,0.30683741208208953,0.11307838697902907,0.10260112081923231,2.9028972582604564,3.0054983790796888
225,2016,18,1,0,3,0.3593855251148131,0.28064301550651155,0.1366128635892917,3.114966071710951,3.2515789353002424
226,2016,5,0,0,16,-0.0184296743652086,-0.14804096289500648,-0.030118958326311687,2.442968157861994,2.4128491995356827
227,2016,14,0,1,14,0.4999346758227142,0.16586284495507017,0.13907270378765751,3.114343740887062,3.2534164446747194
228,2016,5,0,1,9,-0.23914409550856108,-0.14804096289500648,-0.030118958326311687,2.0079390615364683,1.9778201032101566
229,2016,2,0,1,21,-0.11145585946182954,-0.23876485036387385,-0.08098121698474023,2.1495446789962553,2.068563462011515
230,2016,12,1,1,9,-0.0026053717734265416,0.11307838697902907,0.10260112081923231,2.6115810860011437,2.714182206820376
231,2016,18,0,1,19,-0.43289163911391343,0.28064301550651155,0.1366128635892917,2.37674792727724,2.5133607908665314
232,2016,11,0,0,12,0.2041850787301012,0.06693248076938582,0.1209863332769304,2.780596224986588,2.9015825582635184
233,2016,8,1,0,13,-0.5356609443481359,-0.05253658035648828,0.034102737584433315,1.8988331732549144,1.9329359108393478
234,2016,15,0,1,15,0.35206364619880676,0.16809012295328016,0.13571829151181078,2.9896857130416867,3.1254040045534976
235,2016,3,1,0,10,0.3374610731380025,-0.1883029488253625,-0.01609642471776382,2.722811979272838,2.7067155545550743
236,2016,3,0,1,17,-0.33163417429448305,-0.1883029488253625,-0.01609642471776382,1.9865714379988826,1.9704750132811188
237,2016,17,1,1,10,-0.13314967550261966,0.2229158466260953,0.1537850495334553,2.6251816952629503,2.7789667447964055
238,2016,14,1,1,11,0.26573224138357415,0.16586284495507017,0.13907270378765751,2.877013394702606,3.0160860984902635
