worker_id,contract_arm,cognitive_score,baseline_skill,lambda_attention,true_piece_rate,perceived_piece_rate,rational_effort,observed_effort,output_units,effort_gap,cognitive_group
19,simple_piece_rate,-0.07801879777283463,-0.26996762851463396,0.9121981202227166,1.45,1.3929287781447657,9.475234041415813,10.570517582006747,10.0,1.095283540590934,middle
20,simple_piece_rate,0.4947699836168778,-1.3754000512097821,0.9694769983616878,1.45,1.4301600489350972,8.271301918476432,8.396836336554173,8.0,0.12553441807774135,high
21,complex_bonus,0.6029597801210544,-1.3762734241169645,0.7202959780121054,1.45,1.2681923857078685,8.334993074308883,9.487023020639109,9.0,1.1520299463302255,high
22,complex_bonus,0.2647987871863788,-1.5192833676098003,0.6864798787186379,1.45,1.2462119211671148,7.931882557658107,8.016369311374365,8.0,0.08448675371625836,middle
23,simple_piece_rate,0.6000302126901896,-0.23229486912654793,0.98,1.45,1.437,9.934805310836946,9.788498949252029,9.0,-0.1463063615849176,high
24,complex_bonus,-1.8125853438174502,1.4789550080462297,0.47874146561825504,1.45,1.1111819526518656,10.88298580497425,10.46472843242037,11.0,-0.41825737255387985,low
25,complex_bonus,-0.4358717538390047,-1.669442015946946,0.6164128246160996,1.45,1.2006683360004646,7.3012581253708735,7.91431352574277,8.0,0.6130554003718967,middle
26,simple_piece_rate,0.23953313434831608,0.06798237115053479,0.9439533134348317,1.45,1.4135696537326405,10.138895200219737,9.671651317524956,10.0,-0.4672438826947811,middle
27,simple_piece_rate,-0.2668926685636245,0.5202255321508622,0.8933107331436376,1.45,1.3806519765433645,10.468180143873033,10.234052456095453,11.0,-0.23412768777757975,middle
28,complex_bonus,-0.006479039613805495,2.5,0.6593520960386194,1.45,1.2285788624251026,13.396112576231717,12.129665184703866,12.0,-1.2664473915278514,middle
29,complex_bonus,-1.0131968884071136,-0.37585463101453787,0.5586803111592886,1.45,1.1631422022535376,8.765885383535378,8.599378601367565,8.0,-0.16650678216781323,low
30,simple_piece_rate,0.9070939568610672,-0.3122053337098258,0.98,1.45,1.437,10.007168906922885,9.760566468573087,10.0,-0.24660243834979845,high
31,complex_bonus,0.9791657930086423,-0.25702274111004353,0.7579165793008642,1.45,1.292645776545562,10.127667638251124,10.679856757500367,11.0,0.5521891192492436,high
32,simple_piece_rate,2.1058697974898397,1.5410111030724787,0.98,1.45,1.437,13.320937422795375,12.3262459917275,13.0,-0.9946914310678743,high
33,complex_bonus,1.932492191805044,-1.0956520379339962,0.8532492191805044,1.45,1.3546119924673279,9.525582461975432,10.059438487746311,10.0,0.5338560257708789,high
34,complex_bonus,0.12099818694551946,0.22807643698644248,0.6720998186945519,1.45,1.2368648821514587,10.291905923948331,11.037894460172296,11.0,0.7459885362239653,middle
35,simple_piece_rate,0.3588572692609757,-0.40954733896982987,0.9558857269260976,1.45,1.4213257225019635,9.541948086998824,9.609186963671451,9.0,0.06723887667262751,middle
36,complex_bonus,-0.8440181336095942,0.6368724920217028,0.5755981866390406,1.45,1.1741388213153765,10.285210608664627,9.763243020977855,9.0,-0.5219675876867722,low
37,complex_bonus,-0.15930656897234724,-0.6411655595964535,0.6440693431027653,1.45,1.2186450730167975,8.906784275181558,8.561351413245044,9.0,-0.3454328619365139,middle
38,simple_piece_rate,0.07237244772761321,1.307849537619577,0.9272372447727614,1.45,1.4027042091022948,11.774412821303976,10.715614810502572,11.0,-1.0587980108014037,middle
39,complex_bonus,0.43154326323106784,-2.0,0.7031543263231068,1.45,1.2570503121100194,7.3589259579386415,7.156903218666151,7.0,-0.2020227392724907,high
40,simple_piece_rate,0.5094879116644326,-0.9452542227439835,0.9709487911664433,1.45,1.4311167142581882,8.882336835157083,10.458836612006285,10.0,1.576499776849202,high
41,simple_piece_rate,-1.214971901853245,0.5665984248739345,0.7985028098146756,1.45,1.319026826379539,9.964254653711562,9.824715742642452,10.0,-0.13953891106910987,low
42,complex_bonus,-0.30410774978052163,-0.7415383310997781,0.6295892250219479,1.45,1.209232996264266,8.679381686591997,8.237313577863782,8.0,-0.4420681087282148,middle
43,complex_bonus,2.2,-0.3086497818387265,0.8800000000000001,1.45,1.3719999999999999,10.787890305425783,11.760276538161875,12.0,0.9723862327360919,high
44,complex_bonus,-1.2105867959064538,0.062336958386679825,0.5389413204093546,1.45,1.1503118582660805,9.26091966419748,9.845142617545322,9.0,0.584222953347842,low
45,complex_bonus,-1.3029562565937278,0.604091285626454,0.5297043743406272,1.45,1.1443078433214078,9.963954045920799,9.47031992889818,10.0,-0.4936341170226193,low
46,simple_piece_rate,-0.4508658989204523,0.5160409641638197,0.8749134101079548,1.45,1.3686937165701707,10.351937810477077,9.32323557426907,9.0,-1.028702236208007,low
47,simple_piece_rate,-0.37704369023985523,0.6654243881597813,0.8822956309760145,1.45,1.3734921601344092,10.60536792927978,10.703264179814616,11.0,0.09789625053483597,middle
48,simple_piece_rate,0.682070424264903,1.2052563348759466,0.98,1.45,1.437,11.996601123385267,12.653851296336777,13.0,0.6572501729515103,high
49,simple_piece_rate,-0.02594774028165454,1.6672663191007342,0.9174052259718346,1.45,1.3963133968816925,12.218604202572036,11.27191405559585,11.0,-0.9466901469761861,middle
50,simple_piece_rate,1.3708222782688566,0.2754564829408903,0.98,1.45,1.437,11.108132443078562,9.48243014322602,10.0,-1.6257022998525414,high
51,complex_bonus,2.2,1.5127844885327886,0.8800000000000001,1.45,1.3719999999999999,13.337898283945904,13.47479516240407,13.0,0.136896878458165,high
52,simple_piece_rate,1.382434402307133,1.1022488309433707,0.98,1.45,1.437,12.272609004705,12.348767194366134,13.0,0.0761581896611343,high
53,complex_bonus,1.046872870445686,-1.471994942103402,0.7646872870445687,1.45,1.2970467365789697,8.467330803322648,7.266434295896116,7.0,-1.200896507426532,high
54,simple_piece_rate,0.6042924712070185,0.11867061426872554,0.98,1.45,1.437,10.428714342700427,11.562602079151796,11.0,1.1338877364513689,high
55,complex_bonus,-1.400843122158681,1.1980311757870006,0.5199156877841319,1.45,1.1379451970596857,10.736737772806592,9.878047475737954,10.0,-0.8586902970686374,low
56,complex_bonus,0.5492787352170879,-0.3347181147049585,0.7149278735217088,1.45,1.2647031177891108,9.760961880543311,10.001577929012097,10.0,0.2406160484687856,high
57,complex_bonus,-0.6840992441758124,-0.48937809486469713,0.5915900755824188,1.45,1.1845335491285722,8.804411120683937,7.908287489754656,8.0,-0.8961236309292815,low
58,complex_bonus,0.1372497042061068,0.4918380595950979,0.6737249704206107,1.45,1.2379212307733969,10.6709231059568,9.987733601263894,10.0,-0.6831895046929066,middle
59,simple_piece_rate,-1.3327348520674287,-0.7516378500302027,0.7867265147932572,1.45,1.3113722346156171,8.048066098717259,8.265116439241476,9.0,0.21705034052421723,low
60,complex_bonus,0.6024095426658308,-1.247004814537649,0.7202409542665831,1.45,1.268156620273279,8.51563898524679,7.669667925934797,7.0,-0.8459710593119931,high
61,simple_piece_rate,0.07588092775387217,-0.2973378579438739,0.9275880927753872,1.45,1.4029322603040015,9.5292555555309,8.968183572241255,8.0,-0.5610719832896454,middle
62,simple_piece_rate,1.4789089434172247,1.9480992209553571,0.98,1.45,1.437,13.514684275387834,12.517114635523873,12.0,-0.9975696398639613,high
63,complex_bonus,1.570494090736638,0.9009916071948941,0.8170494090736639,1.45,1.3310821158978816,12.103684704514835,12.00553423231936,12.0,-0.09815047219547601,high
64,complex_bonus,0.20419465730959088,-0.5892770758659621,0.6804194657309591,1.45,1.2422726527251233,9.197528888173409,9.649435057359417,10.0,0.45190616918600846,middle
65,complex_bonus,-1.9496861404149621,-0.21877588033469697,0.4650313859585038,1.45,1.1022704008730275,8.423902083282448,8.796887630741764,9.0,0.3729855474593169,low
66,simple_piece_rate,-0.8177250683710872,1.1678313426469182,0.8382274931628914,1.45,1.3448478705558793,11.044328838683033,10.732144707935463,10.0,-0.31218413074756945,low
67,simple_piece_rate,0.07727206930756551,-1.3400275967150501,0.9277272069307566,1.45,1.4030226845049918,8.070324606183469,9.155127709398363,10.0,1.0848031032148935,middle
68,complex_bonus,-1.123965503890003,-0.8407375140877384,0.5476034496109997,1.45,1.15594224224715,8.048588177943165,8.07350275277667,8.0,0.02491457483350601,low
69,simple_piece_rate,0.47729544014270403,-0.3277098815156817,0.9677295440142705,1.45,1.4290242036092757,9.72758342996367,11.232447308596969,12.0,1.5048638786332997,high
70,simple_piece_rate,-0.058643722618789376,0.03302167564410957,0.9141356277381211,1.45,1.3941881580297788,9.91104411233048,10.415561418548096,11.0,0.5045173062176165,middle
71,complex_bonus,-0.3944113807626974,1.7659108818870015,0.6205588619237303,1.45,1.2033632602504247,12.135628406184182,14.104542207020963,14.0,1.9689138008367806,middle
72,simple_piece_rate,-0.4090458320938015,-0.22648634035235238,0.8790954167906199,1.45,1.371412020913903,9.337491624250427,9.445442138314165,9.0,0.10795051406373801,middle
73,complex_bonus,1.5877095142697533,-0.7181207572417689,0.8187709514269754,1.45,1.332201118427534,9.847256648423377,10.453756775107829,10.0,0.6065001266844519,high
74,simple_piece_rate,-0.2633435648883133,2.109580819363162,0.8936656435111687,1.45,1.3808826682822597,12.695407008175438,12.161003258651222,12.0,-0.5344037495242162,middle
75,complex_bonus,0.45900599146894977,-1.7192356394834267,0.705900599146895,1.45,1.2588353894454818,7.768473699604573,8.252837144247499,8.0,0.48436344464292613,high
76,complex_bonus,-0.5417507512341103,-1.1653028028319237,0.605824924876589,1.45,1.1937862011697828,7.943525625294841,7.0693066179408905,7.0,-0.8742190073539504,low
77,simple_piece_rate,-0.8079390311705233,-0.5051286497489057,0.8392060968829477,1.45,1.3454839629739161,8.708056471649218,8.633121197976868,8.0,-0.07493527367235053,low
78,complex_bonus,0.11519925067454327,-0.6784495916335335,0.6715199250674544,1.45,1.2364879512938454,9.01929012211778,8.359136798512587,8.0,-0.6601533236051935,middle
79,simple_piece_rate,-0.16858509672125274,0.6157379094385912,0.9031414903278747,1.45,1.3870419687131186,10.660882015181276,10.322182078438544,10.0,-0.33869993674273147,middle
80,simple_piece_rate,-0.9042823895203053,-1.9268721498664978,0.8295717610479695,1.45,1.3392216446811802,6.659809556474721,6.182716384770361,6.0,-0.47709317170436005,low
81,complex_bonus,-2.2,0.32536578223282997,0.44,1.45,1.086,9.035512095125963,9.860710347832148,10.0,0.8251982527061852,low
82,simple_piece_rate,2.2,0.9557722162693447,0.98,1.45,1.437,12.558081102777082,13.235884040065383,14.0,0.6778029372883001,high
83,simple_piece_rate,-1.4089154187234745,2.5,0.7791084581276526,1.45,1.306420497782974,12.554650748765916,13.885529926000377,14.0,1.3308791772344613,low
84,simple_piece_rate,0.3320380971541214,-0.6924801044458113,0.9532038097154122,1.45,1.419582476315018,9.129750712068336,9.649394041145412,9.0,0.5196433290770752,middle
85,simple_piece_rate,1.438833463248754,0.6155436856587454,0.98,1.45,1.437,11.625061237871497,13.986921852891783,14.0,2.3618606150202854,high
86,complex_bonus,0.5489531212674991,1.0977625849538732,0.71489531212675,1.45,1.2646819528823876,11.766239491695922,11.565945515764243,11.0,-0.20029397593167886,high
87,simple_piece_rate,-1.0038144467410561,-0.5060256508266171,0.8196185553258944,1.45,1.3327520609618313,8.589275420798103,7.5600760628615955,7.0,-1.0291993579365073,low
88,complex_bonus,-0.0028287550347468274,-1.3439853453999633,0.6597171244965253,1.45,1.2288161309227414,8.016723263419204,6.079120972326127,6.0,-1.9376022910930768,middle
89,simple_piece_rate,0.9437844655368428,0.18679257821727116,0.98,1.45,1.437,10.727780288826285,11.433385312069255,12.0,0.7056050232429705,high
90,simple_piece_rate,-0.41241627461347236,0.19830815875761748,0.8787583725386527,1.45,1.3711929421501243,9.930181657492582,10.081028664029295,10.0,0.15084700653671312,middle
91,simple_piece_rate,-0.12573639834539202,-0.6977705856473456,0.9074263601654609,1.45,1.3898271341075497,8.847679341086481,9.357927899052198,9.0,0.510248557965717,middle
92,simple_piece_rate,-0.4946629475469692,0.2658925363089213,0.8705337052453032,1.45,1.365846908409447,9.975451782304308,9.154140134084688,9.0,-0.8213116482196199,low
93,simple_piece_rate,0.08321415041567369,0.5088303335389175,0.9283214150415674,1.45,1.4034089197770188,10.66229095720389,10.240285019152124,11.0,-0.42200593805176645,middle
94,simple_piece_rate,0.00861829562457423,-0.020515213856142047,0.9208618295624574,1.45,1.3985601892155974,9.876449677976145,9.503597508637103,10.0,-0.3728521693390423,middle
95,simple_piece_rate,2.2,-0.5542218564806016,0.98,1.45,1.437,10.444089400927158,11.384006961317809,12.0,0.9399175603906507,high
96,complex_bonus,0.0110879638860138,0.4958950937213932,0.6611087963886014,1.45,1.2297207176525908,10.60090590954156,10.100783462541122,10.0,-0.5001224470004377,middle
97,simple_piece_rate,-0.09975408710476032,0.05000314634148175,0.910024591289524,1.45,1.3915159843381903,9.91015195261522,11.133293191615087,11.0,1.223141238999867,middle
98,simple_piece_rate,-0.42758276534804907,-0.4905940687739121,0.8772417234651951,1.45,1.3702071202523767,8.956618644507694,11.053477069842113,11.0,2.0968584253344194,middle
99,complex_bonus,1.8190439843508033,-0.4868600714533652,0.8419043984350804,1.45,1.3472378589828022,10.30982229057577,11.835002756734749,12.0,1.5251804661589787,high
100,complex_bonus,0.4639295144027805,0.7656435313229313,0.706392951440278,1.45,1.2591554184361806,11.250258652493772,10.301488877581662,10.0,-0.94876977491211,high
101,simple_piece_rate,-0.2291791933147378,-0.2842821726868879,0.8970820806685262,1.45,1.3831033524345422,9.364497442249515,10.485837763237475,11.0,1.1213403209879598,middle
102,complex_bonus,0.5696589064925814,-0.49717384034226986,0.7169658906492582,1.45,1.266027828922018,9.545751967416372,9.968403179717237,10.0,0.422651212300865,high
103,complex_bonus,1.5582889761068517,-0.6565124583093943,0.8158288976106852,1.45,1.3302887834469452,9.91585594403096,10.90033551727567,11.0,0.9844795732447089,high
104,complex_bonus,-0.2284567884058767,0.5388532749625685,0.6371543211594124,1.45,1.214150308753618,10.517320511904071,10.914740735197867,11.0,0.3974202232937962,middle
105,simple_piece_rate,0.6925842864972446,-0.2694825207752703,0.98,1.45,1.437,9.938275042812968,9.706184998880667,10.0,-0.23209004393230082,high
106,simple_piece_rate,-1.014205368712975,0.007180352156275149,0.8185794631287026,1.45,1.3320766510336566,9.301529271791,9.080107924025759,10.0,-0.2214213477652418,low
107,simple_piece_rate,-0.15020938852938262,1.6640871378493969,0.9049790611470617,1.45,1.38823638974559,12.139596359871526,12.536200963388607,12.0,0.3966046035170816,middle
108,simple_piece_rate,-0.25234006584588586,0.49262372191554965,0.8947659934154114,1.45,1.3815978957200175,10.43826917117424,9.183876329332948,9.0,-1.254392841841291,middle
109,complex_bonus,-0.4476722104813009,-0.16551561526968073,0.6152327789518699,1.45,1.1999013063187154,9.399674812333668,7.141222361481108,7.0,-2.25845245085256,middle
110,simple_piece_rate,-0.18624241309412162,0.17856486352834977,0.9013757586905878,1.45,1.385894243148882,10.038245361083217,9.876640321134712,10.0,-0.16160503994850473,middle
111,complex_bonus,-0.4063102966155201,0.08749423886627468,0.6193689703384481,1.45,1.2025898307199911,9.778705756443472,10.239214437114386,10.0,0.4605086806709142,middle
112,complex_bonus,1.273726501613824,-0.1712229873620701,0.7873726501613825,1.45,1.3117922226048986,10.424523718661398,10.406423813470841,10.0,-0.018099905190556598,high
113,simple_piece_rate,-0.446513546904714,0.26653508096885054,0.8753486453095286,1.45,1.3689766194511936,10.005240985213563,10.372097888286401,10.0,0.36685690307283814,middle
114,complex_bonus,0.502452678694648,0.11696519288277482,0.7102452678694648,1.45,1.2616594241151522,10.365222877252673,11.747397991302307,12.0,1.382175114049634,high
115,simple_piece_rate,0.9674876213976349,0.23873286630009186,0.98,1.45,1.437,10.81471858565871,12.32158539765911,12.0,1.5068668120003998,high
116,complex_bonus,-0.33095573955115165,-0.5982786039143292,0.6269044260448848,1.45,1.207487876929175,8.863836510789248,8.882345184792403,9.0,0.01850867400315437,middle
117,complex_bonus,-0.6671605153685017,-1.520198477912789,0.5932839484631498,1.45,1.1856345665010473,7.371425821700995,6.484769464033717,7.0,-0.8866563576672775,low
118,complex_bonus,-1.358853163513643,-0.5418760865021142,0.5241146836486357,1.45,1.1406745443716133,8.326061580788854,7.870570421661136,8.0,-0.4554911591277184,low
119,simple_piece_rate,-0.4783825475586527,-0.3379441774077295,0.8721617452441348,1.45,1.3669051344086875,9.139848623093988,9.41944869781426,9.0,0.27960007472027293,low
120,simple_piece_rate,-1.2858199631542215,0.5912862068481557,0.7914180036845779,1.45,1.3144217023949756,9.956308711694886,9.535975423094492,10.0,-0.42033328860039454,low
121,simple_piece_rate,0.638660041913135,0.198474949505516,0.98,1.45,1.437,10.561060954455602,10.738981203156646,11.0,0.17792024870104406,high
122,simple_piece_rate,0.4876226190603683,0.4431634690409354,0.9687622619060369,1.45,1.429695470238924,10.81300242809353,10.17794373608865,10.0,-0.6350586920048791,high
123,complex_bonus,-0.5825937019932133,-0.1722956065854083,0.6017406298006787,1.45,1.191131409370441,9.309229929584502,8.886318557278297,9.0,-0.42291137230620457,low
124,simple_piece_rate,0.4235771339122974,-0.6505062575035344,0.9623577133912298,1.45,1.4255325137042993,9.24343751984243,8.416500427452956,9.0,-0.8269370923894748,high
125,complex_bonus,-0.40654633582940464,-0.9326048740060529,0.6193453664170596,1.45,1.2025744881710887,8.350425374893884,8.462119634384141,9.0,0.1116942594902568,middle
126,simple_piece_rate,2.0429944104573683,0.8842923154640779,0.98,1.45,1.437,12.36380588792413,13.246677736643216,13.0,0.8828718487190859,high
127,simple_piece_rate,0.884438541868245,1.3206937421678526,0.98,1.45,1.437,12.27963436415594,12.008857139222755,11.0,-0.2707772249331857,high
128,complex_bonus,-0.38039132212401966,-0.025825920394896368,0.6219608677875981,1.45,1.2042745640619388,9.635608918172734,8.676317349198902,9.0,-0.9592915689738319,middle
129,complex_bonus,-0.5956160091264823,-0.22162518566546174,0.6004383990873519,1.45,1.1902849594067786,9.232355134592463,8.30986193883284,8.0,-0.922493195759623,low
130,complex_bonus,1.489267985560977,0.22194613820004738,0.8089267985560977,1.45,1.3258024190614635,11.104285384816652,12.165477956843343,11.0,1.061192572026691,high
131,simple_piece_rate,-0.40322631652120666,-0.3559579625203122,0.8796773683478794,1.45,1.3717902894261214,9.15972306255884,10.226623889533586,10.0,1.0669008269747469,middle
132,complex_bonus,-0.04546242243824908,2.0465805616656825,0.6554537577561751,1.45,1.2260449425415139,12.737935332869007,14.225218097171865,14.0,1.4872827643028579,middle
133,complex_bonus,0.3474083697667387,0.04945507683256436,0.6947408369766739,1.45,1.2515815440348381,10.177682129425634,9.827764125352482,9.0,-0.3499180040731513,middle
134,complex_bonus,0.5493224813315023,1.3384604202660455,0.7149322481331503,1.45,1.2647059612865477,12.103438077171365,11.929216645445246,12.0,-0.17422143172611904,high
135,simple_piece_rate,-1.4172098335471366,-0.2791376473319843,0.7782790166452864,1.45,1.305881360819436,8.65888139360694,8.053287476751379,8.0,-0.6055939168555611,low
136,simple_piece_rate,-0.8924480840048071,0.5365256174621307,0.8307551915995193,1.45,1.3399908745396876,10.1156670140441,8.355078324623303,8.0,-1.7605886894207963,low
137,simple_piece_rate,1.5527265388553524,0.9237713163990426,0.98,1.45,1.437,12.12491576627187,11.904305140175376,11.0,-0.2206106260964944,high
138,simple_piece_rate,1.2503656853926093,1.4867393697786386,0.98,1.45,1.437,12.73165452892566,11.948041954742072,12.0,-0.7836125741835875,high
139,complex_bonus,0.3355150397740089,-0.10628050918244161,0.693551503977401,1.45,1.2508084775853106,9.952516311008988,8.756373634930267,9.0,-1.196142676078722,middle
140,complex_bonus,2.2,1.6887825251172581,0.8800000000000001,1.45,1.3719999999999999,13.584295535164163,14.271676545374655,15.0,0.6873810102104922,high
141,simple_piece_rate,-0.5639886650036924,1.0780116448081198,0.8636011334996307,1.45,1.36134073677476,11.070823103729152,10.984158834354432,10.0,-0.0866642693747206,low
142,complex_bonus,-1.597058473545823,-0.7131282302633671,0.5002941526454177,1.45,1.1251911992195214,7.943385393503793,8.350245828002974,8.0,0.40686043449918063,low
143,complex_bonus,-0.24478980156146804,-1.1920535430499792,0.6355210198438532,1.45,1.2130886628985045,8.08425115879315,6.827126598247379,7.0,-1.25712456054577,middle
144,complex_bonus,0.5140087940621674,-0.34050030517007984,0.7114008794062168,1.45,1.2624105716140408,9.731704849199188,10.991231662951748,11.0,1.2595268137525597,high
145,complex_bonus,-0.29519115479373237,0.9731974266323918,0.6304808845206268,1.45,1.2098125749384074,11.08536170440911,12.063880513150295,13.0,0.9785188087411854,middle
146,simple_piece_rate,1.3275294797598387,2.5,0.98,1.45,1.437,14.196517687855904,13.534079290370745,13.0,-0.6624383974851593,high
147,complex_bonus,-1.2903663286910994,-0.9176830857585124,0.5309633671308901,1.45,1.1451261886350785,7.841023882723423,5.652354586929251,6.0,-2.1886692957941722,low
148,complex_bonus,0.8329565056528602,0.31463361319199207,0.743295650565286,1.45,1.283142172867436,10.840260961860505,10.715654149734693,11.0,-0.12460681212581193,high
149,simple_piece_rate,0.8981728084668044,-0.2803266084127829,0.98,1.45,1.437,10.046446433302187,9.794281820042906,10.0,-0.2521646132592803,high
150,simple_piece_rate,2.1617891917567507,0.8326669287647341,0.98,1.45,1.437,12.362807215324677,10.66918932739597,10.0,-1.693617887928708,high
151,complex_bonus,0.39033821468064955,0.37852326621308297,0.699033821468065,1.45,1.2543719839542424,10.664135501506706,9.054394411465722,9.0,-1.609741090040984,middle
152,simple_piece_rate,-0.9520218675348702,0.7598949120781198,0.824797813246513,1.45,1.3361185786102334,10.392639756388446,10.823345459570849,11.0,0.43070570318240264,low
153,simple_piece_rate,-0.06888989393639776,0.08824395468115102,0.9131110106063602,1.45,1.393522156894134,9.982207600191773,9.605465963580777,10.0,-0.3767416366109959,middle
154,complex_bonus,-0.6646424628446407,-0.5636870623680463,0.5935357537155359,1.45,1.1857982399150984,8.712052634977951,8.392600109863128,8.0,-0.3194525251148228,low
155,complex_bonus,1.155787404035954,1.347725683614533,0.7755787404035954,1.45,1.304126181262337,12.48028839948192,12.808951963510738,13.0,0.3286635640288189,high
156,simple_piece_rate,-0.09063458638583291,-1.0037211651201439,0.9109365413614168,1.45,1.392108751884921,8.440409617000299,8.875924938879042,9.0,0.43551532187874287,middle
157,complex_bonus,1.1946002916340575,1.4581497487157997,0.7794600291634057,1.45,1.3066490189562137,12.658169823182554,13.397716108472556,13.0,0.7395462852900021,high
158,simple_piece_rate,-0.3948387517501751,-0.9967742958027505,0.8805161248249825,1.45,1.3723354811362385,8.267612734826045,7.71397865294086,8.0,-0.5536340818851855,middle
159,complex_bonus,-0.1423798112056066,-1.1129574852170736,0.6457620188794394,1.45,1.2197453122716355,8.256431633972733,9.532270636172097,9.0,1.2758390021993637,middle
160,complex_bonus,0.15285473917206166,0.8948413484516623,0.6752854739172062,1.45,1.238935558046184,11.244490731335564,10.816356361842857,11.0,-0.42813436949270667,middle
161,simple_piece_rate,0.9522106076203251,0.34056835751706066,0.98,1.45,1.437,10.948122065096081,12.297113974055708,12.0,1.3489919089596274,high
162,simple_piece_rate,-0.6886249795116403,2.5,0.851137502048836,1.45,1.3532393763317434,12.986825012293016,12.025304737886088,11.0,-0.9615202744069276,low
163,simple_piece_rate,1.1526900130774276,-0.54590319553632,0.98,1.45,1.437,9.82734953409561,9.81809953162493,10.0,-0.00925000247067942,high
164,simple_piece_rate,-0.1299612871038247,-1.5142717664344612,0.9070038712896176,1.45,1.3895525163382514,7.70204275472946,7.208639997304918,6.0,-0.4934027574245423,middle
165,simple_piece_rate,0.18312530118236023,0.7387432325881997,0.938312530118236,1.45,1.4099031445768535,11.044115706332896,12.000282405226454,12.0,0.9561666988935578,middle
166,complex_bonus,-0.07045522328100477,0.39088452261109685,0.6529544776718995,1.45,1.2244204104867347,10.404965197686932,10.351680663418119,10.0,-0.053284534268813744,middle
167,simple_piece_rate,-1.9953760925641453,-0.12106836470942746,0.7204623907435855,1.45,1.2683005539833305,8.533278633868315,9.185788961746661,9.0,0.6525103278783462,low
168,complex_bonus,-0.3753579949643862,-1.3382739667862178,0.6224642005035614,1.45,1.2046017303273149,7.801201649520664,7.822346441550791,7.0,0.021144792030127313,middle
169,simple_piece_rate,0.23127669591919026,-1.8554970680731693,0.9431276695919191,1.45,1.4130329852347474,7.441070122249078,7.054411695749898,7.0,-0.3866584264991806,middle
170,complex_bonus,0.6572776972027811,0.7745445926297959,0.7257277697202782,1.45,1.271723050318181,11.378729048003384,11.428505168937148,11.0,0.049776120933763934,high
171,simple_piece_rate,1.035826093430391,1.0810652075593492,0.98,1.45,1.437,12.034986946641324,13.50708758935589,13.0,1.472100642714567,high
172,simple_piece_rate,1.397815263638365,1.4270878132698817,0.98,1.45,1.437,12.736612096760854,13.847053033550024,14.0,1.1104409367891694,high
