worker_id,year,weight,college,female,experience,region,occupation_group,hourly_wage,annual_hours,annual_earnings,log_hourly_wage,log_annual_earnings
14,1980,1.220737090900339,0,1,3,South,middle_routine,7.551923070425172,2128.55379755629,16074.674530406459,2.021802242142106,9.685000301958793
15,1980,1.1750105718530208,0,1,9,Midwest,middle_routine,8.818373152178205,1673.941222739158,14761.43833692735,2.1768374031393147,9.599773541707997
16,1980,0.7567583859566533,1,1,27,South,middle_routine,15.622381393136596,2158.853126693224,33726.426916966986,2.7487045907382934,10.426036990543151
17,1980,0.9791509809825003,1,0,23,South,middle_routine,16.317472113555354,1916.7159034034914,31275.95830339453,2.7922364425357555,10.350604976061348
18,1980,0.6624820067028002,1,1,34,West,low_service,12.098805758970352,1973.8846331751295,23881.646767402337,2.4931067501260102,10.080865525237876
19,1980,0.8764759544887369,0,1,14,West,middle_routine,10.887028717171253,1859.7221197220222,20246.84812337225,2.3875720546443704,9.915754412191712
20,1980,0.9515853920308301,1,0,11,Northeast,low_service,13.990603516248107,1933.0129121547936,27044.01724574585,2.638385926864016,10.20522108590249
21,1980,1.402646113551262,0,0,17,Midwest,middle_routine,11.088346349652895,2019.1776644341403,22389.34128472896,2.405894678400257,10.016340289094321
22,1980,1.9363234321380978,0,1,13,Northeast,low_service,7.079696646687912,1813.064693122179,12835.94802812534,1.9572310602746836,9.460004953306417
23,1980,1.7860389520270261,1,1,7,South,middle_routine,10.379375255891773,1738.5394782324956,18044.953641757358,2.3398206886327513,9.800621348038252
24,1980,1.9032317466255622,1,0,5,South,middle_routine,12.227027500671152,1977.310366839205,24176.628232705123,2.503648870335213,10.093141669975074
25,1980,1.1868319869178336,0,0,6,Midwest,middle_routine,7.807579461536768,1970.8701581966184,15387.72536849164,2.0550949877136695,9.641325416591247
26,1980,0.9360307616968744,0,0,4,South,middle_routine,10.238019870205662,1865.4110993959985,19098.11590171842,2.326108228862348,9.857344965280005
27,1980,1.106893055247922,0,0,20,South,high_abstract,11.080492431648581,1823.9670639388466,20210.453247550675,2.405186123621147,9.913955237041323
28,1980,1.8653241736618882,0,1,7,Northeast,middle_routine,6.256136442582651,1974.754464839989,12354.333372638255,1.8335628128809216,9.421762160887567
29,1980,1.8923603099297714,1,0,28,South,low_service,14.478669560186226,1899.299343056092,27499.32758398794,2.6726765015336253,10.221916831864373
30,1980,1.0520705793679794,0,1,7,South,high_abstract,10.916598722237557,1971.7539423862052,21524.846568020115,2.3902844494766122,9.976963201187838
31,1980,1.1745740564914189,0,0,12,Northeast,high_abstract,12.798217027647727,1858.9939106370416,23791.807521408424,2.5493058665081403,10.077096578612085
32,1980,0.7586307436037215,1,1,21,Northeast,high_abstract,16.043040357497652,2271.6359503871577,36443.947229603706,2.7752751329487486,10.503530666846851
33,1980,1.7684202715751005,0,0,24,South,middle_routine,9.558982551660407,2027.623231434403,19382.015090622746,2.2574812937489006,9.872100857883748
34,1980,1.179674427647352,1,0,33,Northeast,middle_routine,14.793237040162133,1956.6713339168214,28945.50285232177,2.6941701195877172,10.273170129045628
35,1980,1.2653435474262622,0,0,36,Northeast,middle_routine,12.104583457409758,2205.625039184063,26698.17236255616,2.493584179009833,10.192350391204881
36,1980,1.9072112882498837,1,0,8,Midwest,middle_routine,12.786630500971572,1884.2966354858484,24093.80483218146,2.548400132951958,10.089710025527594
37,1980,0.5799954310210045,0,0,17,West,high_abstract,11.560894915326662,2151.915261488994,24878.066204761955,2.4476282750685043,10.121741818943391
38,1980,1.4647975787641312,0,1,13,South,middle_routine,15.643769305713327,1964.402385566841,30730.657743400585,2.750072710281937,10.333016058846026
39,1980,1.2912520058075665,0,0,20,Northeast,middle_routine,9.505484467476256,1950.7466894709373,18542.792356746722,2.2518689443917426,9.827836440332675
40,1980,0.8210923618535972,0,0,12,Northeast,low_service,11.904071852766315,1782.2485153407129,21216.01438610193,2.476880514091195,9.962511571063317
41,1980,1.761255364066309,1,1,12,South,middle_routine,16.344657111626667,1645.6238971490677,26897.1583336003,2.7939010617748297,10.199775921853705
42,1980,0.5650758589065022,0,1,12,Midwest,low_service,6.040545680586161,1786.778390820366,10793.116490834653,1.7984943523338153,9.286663847951075
43,1980,0.8264389767357389,0,1,26,South,low_service,6.683169150230896,2122.5963855656764,14185.670682404132,1.899592298732478,9.559987627225281
44,1980,0.9668669132638553,0,1,37,Northeast,low_service,9.524891853696309,2181.7929341880526,20781.34174529995,2.2539085670056633,9.941810831639945
45,1980,0.7116767640471867,0,0,39,West,low_service,8.063183500973057,1835.6825264617094,14801.445060390592,2.0873084538431548,9.60248009420139
46,1980,1.3079754531520398,0,0,2,Northeast,middle_routine,7.213567917253778,2094.452008924169,15108.47181580311,1.9759636856575957,9.623010912878943
47,1980,0.9495323087759094,0,0,11,South,middle_routine,9.846076426531582,1601.6163154600554,15769.63664799962,2.287073043496781,9.665841638981409
48,1980,0.998727016767961,1,1,38,West,low_service,9.74944570762421,1845.1115409041884,17988.81479255623,2.277210432893624,9.797505443315503
49,1980,0.8446601402537333,1,0,30,Midwest,middle_routine,20.534309529729715,1820.8599937914285,37390.10272281492,3.022097122773569,10.529161315301296
50,1980,0.6569938003234204,1,1,3,Midwest,low_service,8.0339427518164,1990.6306231210551,15992.612466167166,2.083675410173141,9.679882173731466
51,1980,1.899511401223221,0,0,1,Northeast,middle_routine,7.506981747015572,2098.3457995527624,15752.243616169382,2.0158334871260166,9.66473808592876
52,1980,0.8531543331249858,0,1,28,West,middle_routine,10.554244555737196,1835.9883925466095,19377.47049643174,2.356528106568073,9.871866355586155
53,1980,1.1302655122914356,0,0,21,South,high_abstract,14.919925452511094,1908.220467052632,28470.507115381173,2.7026975982826427,10.256623992385354
54,1980,0.732982355027221,1,1,13,Northeast,middle_routine,13.537852803211567,1815.7659118389847,24581.57163956541,2.6054896731665855,10.10975232084673
55,1980,0.6142098326005616,1,1,9,West,low_service,9.842788320958043,1833.1769161545533,18043.57234057592,2.2867390368746343,9.800544797326108
56,1980,1.5221142168269826,0,1,6,Northeast,high_abstract,9.814793845487767,2073.7583823221216,20353.511007843827,2.283890823482138,9.921008707086939
57,1980,1.4547982151771865,0,0,26,South,low_service,7.931173364858493,2099.2007442931395,16649.12503062887,2.07080099000469,9.720112943314772
58,1980,1.1236110505684578,0,1,9,South,high_abstract,7.29644007954456,1713.5269548091107,12502.646750449136,1.9873865688730106,9.433695640912566
59,1980,1.0351797912409992,0,0,14,Northeast,middle_routine,9.752102951400063,2051.8843731679003,20010.18765150235,2.2774829490756727,9.90399680541998
60,1980,1.9950502672164994,0,0,18,South,high_abstract,13.632547333662703,1890.4775309535833,25772.024423950523,2.6124601199310837,10.157044857951337
61,1980,1.1179390655844998,0,0,23,Northeast,middle_routine,11.776799059257684,2249.6095607105635,26493.199758273255,2.466131414580684,10.184643366148242
62,1980,0.8608155656846876,1,0,7,South,middle_routine,11.697076324084415,1948.3607243539225,22790.124099616227,2.4593389237464023,10.03408256757884
63,1980,0.5683037354227385,0,0,16,Northeast,low_service,10.672295667231941,1610.3191120899082,17185.801682817913,2.367651193740012,9.751838838345277
64,1980,1.7493829023797116,0,0,38,South,middle_routine,8.985517363583122,2203.0136525946195,19795.21742759963,2.195614099388398,9.893195643445537
65,1980,1.0380430809381376,0,0,37,West,high_abstract,14.295195418959988,2356.1772312781563,33682.01396282533,2.6599234961222478,10.424719263564496
66,1980,1.4593528586762285,1,1,14,Northeast,middle_routine,14.612318433245125,1990.542462730003,29086.44032030677,2.6818649012801092,10.278027376188247
67,1980,1.5710965308134324,0,1,20,West,middle_routine,10.666479829762459,2362.6883783105,25201.567931263122,2.367106098018441,10.13466149105853
68,1980,1.2803656582017113,0,0,37,South,low_service,9.664942569539297,1980.7642069615893,19143.97230408281,2.268505170535997,9.85974318287189
69,1980,1.201038440372729,0,0,24,Midwest,low_service,9.545214318120927,1802.0830163205835,17201.26860982578,2.256039910369421,9.752738416466896
70,1980,1.429968756606982,1,1,27,Midwest,middle_routine,8.67920550401644,1765.9641959019764,15327.1661689684,2.1609299926876275,9.63738209952482
71,1980,0.5587921712618822,0,0,28,Midwest,high_abstract,12.903652941624104,2158.915682278764,27857.898694354782,2.5575104450508124,10.234871820740352
72,1980,1.2594633296451923,0,1,22,South,high_abstract,10.899710316266786,2022.2715636365108,22042.17422446184,2.388736212392651,10.000712907424125
73,1980,2.082253203404043,0,0,31,Midwest,high_abstract,11.015746071635933,1770.043957896696,19498.354775823445,2.3993257102924805,9.878085370521857
74,1980,1.6966765240323527,0,1,36,West,middle_routine,13.602836622770395,1939.2590782352268,26379.4244104581,2.610278346196928,10.180339606869431
75,1980,0.5797982521146783,0,0,24,Midwest,middle_routine,12.980505499407867,2151.6884810539095,27930.004161332832,2.5634486550020545,10.23745680793072
76,1980,2.0735494563889008,0,1,2,Northeast,middle_routine,6.45914725115467,2129.6518440750046,13755.73485457354,1.8654973046159329,9.529211096473514
77,1980,1.5853693419107504,0,0,8,Northeast,middle_routine,11.55350202647313,1984.6892455801624,22930.111220729832,2.4469885967654763,10.040206226286319
78,1980,1.4276523201684883,1,1,20,West,middle_routine,11.23122203794425,2287.382766556266,25690.10373696062,2.4186975818811236,10.153861128124605
79,1980,1.1906715892586415,0,1,15,West,middle_routine,12.2908693012174,1952.6438158972653,23999.6899330237,2.5088566534782664,10.08579618978928
80,1980,1.493589281301901,0,0,15,South,low_service,11.371242529442426,1989.2634826257845,22620.397515901077,2.4310875831850214,10.02660732316296
81,1980,2.0305139086583877,0,0,23,South,low_service,9.696704540538537,1887.40749835951,18301.632859189143,2.2717860896964677,9.81474556212709
82,1980,1.6858993780190874,1,1,27,Midwest,middle_routine,11.964508047911215,2473.864304870297,29598.569385060953,2.4819446045861957,10.295481307558365
83,1980,2.0976486563988788,1,0,3,Northeast,low_service,8.544773102286001,1487.5896526200718,12711.116050946965,2.145319762942453,9.45023216921499
84,1980,0.890836988176286,0,1,21,South,low_service,8.253913947825678,2156.7258353339967,17801.42945389926,2.110687505764253,9.787034039454625
85,1980,1.2706036910814469,1,0,13,South,middle_routine,12.515560198021747,2218.6786606425458,27768.006337338044,2.5269726860091306,10.2316397857661
86,1980,0.6419231885850573,1,1,36,Northeast,middle_routine,12.12956601790923,2224.393376639671,26980.926311750918,2.4956459447321855,10.202885462447055
87,1980,1.1745931758222827,1,1,34,Midwest,middle_routine,14.560095603487666,1575.3422851474984,22937.134279964303,2.678284608920586,10.040512460472074
88,1980,0.7329290814209657,0,1,34,South,middle_routine,7.608117673947166,2142.2087013266014,16298.17588184632,2.0292157922563825,9.698808471443382
89,1980,2.0647453798512556,0,1,9,Midwest,low_service,7.135436543161733,1954.648907022921,13947.273240222492,1.9650734324014967,9.5430393014927
90,1980,2.090231693457574,0,1,15,South,high_abstract,7.868655362362333,2103.058433248004,16548.242018138233,2.0628871917151397,9.714035152694214
91,1980,2.0916410075905674,0,1,37,Northeast,middle_routine,10.106901551380895,1783.4220591290348,18024.871176178152,2.3132185124079916,9.799507815174941
92,1980,1.9798956908858374,1,0,28,South,middle_routine,14.270682365326108,2184.5550279651575,31175.090913666856,2.6582072485183104,10.347374686780292
93,1980,1.2662148982168335,1,1,20,West,low_service,12.696343265084609,1851.5923042880993,23508.451482230703,2.5413140201211006,10.065115273019902
94,1980,1.1197249005253451,0,0,22,West,middle_routine,9.109400301692766,1834.5569054481343,16711.71322796178,2.2093068805312805,9.723865143441122
95,1980,1.715978081685932,0,1,26,South,middle_routine,9.751807142304083,1906.1810990688414,18588.710456424575,2.2774526157635746,9.830309710715287
96,1980,1.4613461099079572,1,1,21,West,middle_routine,10.810689465944877,2270.7276396670895,24548.13137417888,2.3805354100006646,10.108391015221034
97,1980,1.66551672766936,0,0,39,West,middle_routine,13.05668540325956,2014.2486066794966,26299.410381368092,2.5693002940297567,10.17730179895516
98,1980,0.7448096092923343,1,1,13,South,middle_routine,19.190706781599154,1880.7305186340702,36092.54791831134,2.9544261400656655,10.493841694155963
99,1980,0.921868933437156,0,0,3,South,middle_routine,7.754376951787141,1899.8186648345672,14731.910067168188,2.04825745191638,9.597771172955513
100,1980,0.6781863646165778,0,0,29,South,middle_routine,15.021995967820079,2101.00016889818,31561.216065577766,2.7095155248454694,10.35968430607989
101,1980,0.8233853186710772,0,1,9,West,low_service,8.790521541043141,1716.3258228620143,15087.39911731713,2.173674043388933,9.621615178875869
102,1980,0.635635758086861,0,0,7,South,low_service,11.816216482860588,1994.173952394296,23563.591125972725,2.469472866224128,10.067458050851787
103,1980,0.9087185713229423,0,0,12,Midwest,middle_routine,9.757107877397651,1938.1486403711347,18910.725366532744,2.2779960324752326,9.84748451980274
104,1980,1.2739136634641637,0,1,3,South,low_service,6.352522635413919,1882.4069204683722,11958.032571335143,1.848851999435101,9.389158513248407
105,1980,2.003938134364036,0,1,24,Northeast,middle_routine,10.261242004263401,2046.79501496984,21002.65898172546,2.3283738854634097,9.952404326867558
106,1980,0.890920784313019,0,0,34,Northeast,high_abstract,14.59686183008321,1904.649133624792,27801.900238308783,2.6808065624657167,10.232859651238707
107,1980,1.4099424224316461,0,1,30,West,low_service,9.787906049247082,1983.6393554088713,19415.675646331074,2.2811475469694917,9.873836041783333
108,1980,1.3674939872813172,1,1,35,Northeast,middle_routine,11.662844433773985,1954.4573557249387,22794.532092265224,2.4564080991799297,10.03427596566631
109,1980,1.5648536538049347,0,1,8,South,middle_routine,10.09991882432349,1812.938381767514,18310.53048935228,2.3125273866192213,9.815231609906
110,1980,1.175138767123276,0,1,28,Northeast,middle_routine,9.337323307505162,2113.374222032626,19733.25838086583,2.234019627388882,9.89006073392984
111,1980,1.6391316488582657,1,0,35,South,high_abstract,15.300669536862339,1958.2317162785528,29962.256367380905,2.7278965880201613,10.307693747458213
112,1980,1.3736137235497146,0,0,18,Northeast,low_service,10.453130211912423,1969.700217209619,20589.532848924333,2.34690147536693,9.932538111514056
113,1980,1.7880946805243063,0,1,19,West,middle_routine,15.379386569701504,2212.710244212491,34030.12621248252,2.73302807834719,10.43500147634739
114,1980,0.6701930953501154,0,1,5,West,middle_routine,9.728169656789195,2387.900161529308,23229.897894831432,2.275025765119967,10.053195430353652
115,1980,2.0557256457463255,0,0,12,South,middle_routine,8.265619895644502,1552.0844066425846,12828.939751264537,2.1121047309582632,9.459458815945892
116,1980,1.226641952490588,0,1,23,South,low_service,6.7773283881775885,1954.4952923762423,13246.256429580963,1.913582981255291,9.491470257877696
117,1980,1.124812685551595,1,1,39,South,middle_routine,12.629726239957346,1880.7658505741342,23753.55781421184,2.5360532607480195,10.07548760094714
118,1980,0.9089346539242731,0,1,34,Northeast,low_service,11.060113512118546,1926.6466623492531,21308.930783327072,2.403345259343379,9.96688154942408
119,1980,1.6829159263638807,1,0,3,Northeast,middle_routine,12.541247435016947,2276.382283016504,28548.673467998753,2.5290230067339485,10.259365750537052
120,1980,1.4173297524344444,1,1,19,West,high_abstract,15.179069170027347,2262.2848903653926,34339.378833164024,2.719917450589827,10.444048045562296
121,1980,0.7721873381892201,0,1,37,Midwest,high_abstract,7.959602296083418,2343.4426151990065,18652.87122067774,2.0743790358045184,9.833755366073792
122,1980,1.1513104016415694,1,1,29,Midwest,middle_routine,10.829882885291877,2029.5266931267004,21979.53639913587,2.3823092470386276,9.997867135794131
123,1980,1.670903660552289,1,0,25,Midwest,middle_routine,14.936011226128867,1977.823871288561,29540.799544871603,2.703775157854623,10.293527622234706
124,1980,2.074062680590851,0,1,30,West,middle_routine,9.887429072386524,1946.3101663165844,19244.00372232005,2.2912641596052388,9.86495479624689
125,1980,0.9042080013619683,0,0,9,West,middle_routine,8.178825251368155,2117.728536405454,17320.531629095854,2.10154852799924,9.759647876165905
126,1980,2.025681359441713,0,0,26,West,low_service,9.967842799562696,1613.2036047655602,16080.159935990974,2.299364191411381,9.68534148895159
127,1980,1.4937775402272018,0,0,12,Northeast,middle_routine,9.616294945073273,1964.0005542456568,18886.408601913616,2.2634590496470572,9.846197820763901
128,1980,1.2045385913383453,0,0,7,South,middle_routine,7.161630129404806,1604.3133278576943,11489.498665791354,1.9687376267638665,9.349188737670815
129,1980,1.3463934957154087,0,1,8,South,middle_routine,8.818871825720361,2436.2857419411866,21485.29168900936,2.1768939509213423,9.975123872519514
130,1980,1.612258377797705,0,0,23,Northeast,middle_routine,13.891970301257757,2047.7425709933948,28447.178980861445,2.631310997048975,10.255804277550617
131,1980,1.104235554140156,0,0,35,South,high_abstract,9.699666028603739,2107.754970176151,20444.519280838296,2.272091454875758,9.92547011972399
132,1980,1.2011933052254133,1,0,38,Midwest,middle_routine,10.20116225595831,1583.8309823626362,16156.916837095097,2.322501660461377,9.69010352408868
133,1980,1.040399566730359,1,1,22,West,middle_routine,11.121451021706715,2159.09281190053,24012.24495887077,2.408875767873228,10.086319185838555
134,1980,1.1736639164493956,0,0,28,South,middle_routine,9.3725849609598,2340.426597301112,21935.84712809472,2.2377889345065345,9.9958774327814
135,1980,1.6682510660392955,0,0,35,South,low_service,8.399233914186249,1889.7758341322901,15872.669276253539,2.1281405009981187,9.672353995738314
136,1980,1.0835389991137871,0,0,39,Northeast,middle_routine,17.183944401853058,1965.2463179884865,33770.68346426058,2.843975482861086,10.427348351974356
137,1980,1.1675558619589927,1,1,31,South,high_abstract,14.327173560778386,2091.606423282805,29966.808247211648,2.6621579830821793,10.307845656381497
138,1980,0.6136084409218023,0,0,11,South,low_service,8.455828530653493,1863.8358557972724,15760.276405905546,2.134855970530443,9.665247901703857
139,1980,0.6720621783630519,0,1,16,West,middle_routine,8.42154391578807,1893.0799330346754,15942.655792148656,2.130793174365508,9.676753550269556
140,1980,0.7771781930370214,0,1,5,South,high_abstract,6.838368550867392,2148.700751421486,14693.607643745823,1.9225491872299452,9.595167824023385
141,1980,1.7342565605037343,0,0,30,West,high_abstract,14.963529520279664,2012.8415056012973,30119.213288709176,2.705615875219085,10.312918562339954
142,1980,1.4408076006755772,1,0,19,West,middle_routine,11.720242976198389,2051.5978575292656,24045.225379691037,2.4613175156915084,10.087691726913459
143,1980,1.3589884292124503,0,0,30,West,middle_routine,11.940899629737649,2315.963826572852,27654.69159920956,2.479969451000273,10.227550670647544
144,1980,1.6539950614206045,0,0,1,Midwest,low_service,6.601529920672734,1982.9838838552662,13090.727441482364,1.887301428332018,9.47965942966562
145,1980,0.8284290386044457,0,0,40,Midwest,middle_routine,12.476045656625717,2047.116217732827,25539.9153968537,2.5238104582952663,10.147997817006795
146,1980,1.9229976536352111,0,0,4,Midwest,low_service,9.200364806881211,1892.3938556344026,17410.713830137,2.219243136190709,9.764841033078344
147,1980,0.7223593961477506,0,1,7,Midwest,low_service,7.753004331715412,1803.7058234735414,13984.139062530681,2.04808042395141,9.545679042248809
148,1980,1.480784010227658,0,0,14,South,low_service,8.333120300204333,2028.4376343890594,16903.214828825927,2.120237971897847,9.735259109378134
149,1980,1.0942995761524823,0,1,39,South,middle_routine,9.705012097586732,1926.2357973707667,18694.141716287915,2.2726424631515445,9.835965476557268
150,1980,1.7493853877088084,1,0,13,West,middle_routine,11.022472259743516,2052.513862549646,22623.77711269249,2.399936121553073,10.026756716839623
151,1980,0.7205399798291852,1,1,15,South,middle_routine,11.950979402281966,2118.161377285639,25314.102990649873,2.480813233369073,10.139116949869434
152,1980,1.4237587584820308,0,0,32,Midwest,high_abstract,15.100336921618762,2143.894839668807,32373.53440351882,2.7147170562619385,10.38509652858777
153,1980,1.0702303537429576,0,0,24,South,high_abstract,12.280252509521706,1727.11018113943,21209.349136157973,2.5079924851722217,9.962197360438093
154,1980,0.9150842204945735,0,1,21,West,middle_routine,10.233289895604125,1796.546171886148,18384.57778774879,2.3256461211867943,9.819267428432171
155,1980,1.0581855135402307,1,0,18,South,high_abstract,16.513300952561885,2129.7365869275422,35168.98120961648,2.804166174504739,10.467919757451543
156,1980,1.0539352437170608,0,1,11,Northeast,middle_routine,8.575895388302154,2088.0803158946164,17907.158351485145,2.1489554060616682,9.79295581979119
157,1980,1.5630999036221143,0,0,31,South,low_service,9.14694267917147,2258.5379307413386,20658.71699122557,2.2134196900285366,9.935892639642931
158,1980,0.5764350021912306,0,0,14,South,high_abstract,11.166764637967828,1813.3543695663463,20249.30145017792,2.4129419236737815,9.915875575652164
159,1980,2.076582285308884,0,1,13,Northeast,low_service,7.944522459329457,2041.2615304037254,16216.848073657617,2.0724826923709823,9.69380598533718
160,1980,1.468619412322816,1,0,7,South,low_service,13.938125631770195,1971.7486764127716,27482.480766117806,2.634627936591015,10.22130401759351
161,1980,1.8084269306984857,0,1,16,Northeast,middle_routine,9.50979459455146,2115.1247594674032,20114.40200438507,2.2523222774335516,9.909191355102061
162,1980,1.7992181227516235,0,1,1,Northeast,high_abstract,7.431976138941676,1888.5088762599498,14035.352906543505,2.0057917909226477,9.549334633228238
163,1980,1.361325767578048,1,1,34,South,middle_routine,11.895785902618721,2005.0319413588243,23851.43070231655,2.476184211569765,10.079599482035821
164,1980,1.1659987572629227,1,1,7,West,middle_routine,12.232909861481339,2300.0572590681,28136.393126425897,2.504129849565576,10.244819146419935
165,1980,1.8486114867605636,0,0,40,Midwest,middle_routine,12.131044367213832,1961.6507555283856,23796.87234829338,2.495767817123932,10.077309437086745
166,1980,0.7350886411878204,0,1,28,South,middle_routine,8.875402573480583,1990.0538819131768,17662.529344897233,2.1832836947249064,9.779200688415166
167,1980,1.143239079407846,1,0,33,South,middle_routine,11.217272814315946,1762.9950825349415,19775.996811091896,2.4174548058718206,9.892224199005984
168,1980,1.1450707721700193,0,1,6,South,high_abstract,10.336920157039732,1829.5908594256305,18912.334633932445,2.3357219675592003,9.847569614313901
169,1980,0.6212497374599298,0,0,2,West,low_service,7.646316364119235,1892.967476801138,14474.22819461004,2.034224010839799,9.580124981130869
170,1980,0.5978016218435679,0,0,33,Midwest,low_service,7.000025718384599,2095.60123711034,14669.262555250963,1.9459138231035067,9.593509600974455
171,1980,2.0617723291729906,0,1,26,South,low_service,6.3748977283336545,1771.3176655858872,11291.968962500745,1.852368048301477,9.331847040742321
172,1980,1.3122668529908204,1,1,15,West,middle_routine,11.697690792622746,2201.5452180340626,25752.99522653969,2.4593914541721515,10.156306218804566
173,1980,2.01471887466024,0,0,11,West,middle_routine,12.081303355157042,2168.849432484458,26202.527925504924,2.491659080325397,10.173611170801037
174,1980,1.5401729418424641,0,0,35,Midwest,middle_routine,12.470918865828198,2106.4186264134783,26268.975787471765,2.5233994430901836,10.176143894004491
175,1980,1.9398905066958232,1,1,8,Midwest,low_service,13.026858060109788,1927.3733760539806,25107.61939868981,2.5670132308327607,10.130926640755133
176,1980,1.736970597332316,0,0,26,Northeast,low_service,10.959131903635596,2044.550173827343,22406.49503857494,2.394173072510254,10.01710615289294
177,1980,0.7430823554237771,0,1,14,South,low_service,7.5433980041982505,1866.829784924436,14082.240073776838,2.0206727441882553,9.552669713206507
178,1980,1.9392675444850744,1,1,33,West,middle_routine,15.79132363188309,1973.156233557442,31158.748660373065,2.759460651979267,10.346850340653697
179,1980,0.8720603439329215,1,1,33,Midwest,low_service,10.733328160264117,1749.0433717317478,18773.05647533167,2.3733536819191663,9.840177954647311
180,1980,1.9022589227449194,0,0,10,Northeast,middle_routine,10.680353454935599,1946.6536429788578,20790.948961352213,2.3684059280158434,9.94227302489704
181,1980,1.2456420873161695,0,0,34,South,middle_routine,12.760094631215882,2109.6369430825166,26919.167031241905,2.5463226941286328,10.20059384090408
182,1980,1.4982417285036718,0,0,18,South,middle_routine,8.4863307909396,1933.2299640437088,16406.028969831183,2.138456726805177,9.705404166368231
183,1980,0.8411251951885439,0,0,4,South,high_abstract,9.843020728967332,2014.3256961784891,19827.04958237642,2.286762648605167,9.894802424885746
184,1980,1.6662676776757217,1,1,11,South,low_service,8.700543391664576,1873.3388225269057,16299.065712685167,2.163385482522088,9.698863066911926
185,1980,0.844727248960746,1,1,1,Midwest,low_service,9.01248189787183,2157.8195088269017,19447.309262177136,2.1986104940511395,9.875463998200315
186,1980,1.7554440330153966,1,0,13,South,low_service,10.247614281487557,1980.726365929988,20297.719795223096,2.3270449254676238,9.918263833362445
187,1980,1.3326392289502849,0,1,34,South,middle_routine,11.250212084721827,1771.2413852588104,19926.841237398097,2.4203869804480065,9.899822907790433
188,1980,1.4352548554102493,0,1,34,Northeast,high_abstract,15.3890181370187,2146.57192282256,33033.63425273148,2.733654147051343,10.405281541176535
189,1980,1.2871995760625232,0,1,32,South,low_service,10.942394088619695,1607.0811825213607,17585.315631553687,2.392644611134514,9.774819493655373
190,1980,1.5557525069224014,1,1,18,Northeast,middle_routine,11.4349069634333,2048.556081976426,23425.04820677587,2.436670691318629,10.0615611650245
191,1980,1.1171774171800049,0,1,19,South,low_service,8.785710100504087,2066.247508935405,18153.451609395197,2.173126549391657,9.806615992929263
192,1980,1.0598933592690964,0,1,26,Midwest,high_abstract,17.672851055775233,1915.496530477304,33852.28488097962,2.8720296233882516,10.429761776239037
193,1980,2.0486688343051416,0,0,7,South,middle_routine,9.753495712162549,1888.417384714428,18418.670864585387,2.277625755332366,9.82112015001721
194,1980,0.8151822340482968,0,0,12,West,middle_routine,8.42874906844887,1885.1390253480433,15889.36380379893,2.1316483705459746,9.673405221208718
195,1980,0.5725775207044449,1,1,16,Midwest,middle_routine,11.381512268421991,2113.892008645706,24059.28783052031,2.43199030813136,10.08827638936159
196,1980,1.8397679253606984,1,0,18,South,middle_routine,12.36390234588266,2455.3273626233586,30357.42773864883,2.5147811259761954,10.320796502579224
197,1980,0.7730127461272139,0,0,29,West,high_abstract,17.730069844777674,1874.7325427728938,33239.138923641054,2.87526205943412,10.411483343809572
198,1980,0.9275170260857257,1,1,24,Northeast,high_abstract,14.508860106712847,2135.168842457687,30978.86603943058,2.6747595046587413,10.341060510312916
199,1980,1.381977543765619,0,0,29,South,middle_routine,11.984403810277282,1829.8268839093028,21929.384279670452,2.483606121991326,9.995582764395364
