place_id,sector,share,shock,contribution,abs_contribution
11,energy,0.202267,-0.041,-0.008292947,0.008292947
11,services,0.037396,0.027,0.001009692,0.001009692
12,manufacturing,0.049407,0.085,0.004199595,0.004199595
12,health,0.398697,0.032,0.012758304000000002,0.012758304000000002
12,logistics,0.216713,0.064,0.013869632,0.013869632
12,education,0.245996,0.018,0.004427927999999999,0.004427927999999999
12,energy,0.00026,-0.041,-1.066e-05,1.066e-05
12,services,0.088928,0.027,0.002401056,0.002401056
13,manufacturing,0.19886,0.085,0.0169031,0.0169031
13,health,0.158264,0.032,0.005064448,0.005064448
13,logistics,0.277902,0.064,0.017785728,0.017785728
13,education,0.161523,0.018,0.0029074139999999997,0.0029074139999999997
13,energy,0.008665,-0.041,-0.00035526500000000006,0.00035526500000000006
13,services,0.194787,0.027,0.005259249,0.005259249
14,manufacturing,0.067629,0.085,0.005748465,0.005748465
14,health,0.147963,0.032,0.004734816,0.004734816
14,logistics,0.21023,0.064,0.01345472,0.01345472
14,education,0.203798,0.018,0.003668364,0.003668364
14,energy,0.133354,-0.041,-0.005467514000000001,0.005467514000000001
14,services,0.237027,0.027,0.006399729,0.006399729
15,manufacturing,0.180158,0.085,0.015313430000000003,0.015313430000000003
15,health,0.156677,0.032,0.005013664,0.005013664
15,logistics,0.0719,0.064,0.004601600000000001,0.004601600000000001
15,education,0.190876,0.018,0.0034357679999999996,0.0034357679999999996
15,energy,0.223971,-0.041,-0.009182811,0.009182811
15,services,0.176419,0.027,0.004763313,0.004763313
16,manufacturing,0.032987,0.085,0.0028038950000000003,0.0028038950000000003
16,health,0.307824,0.032,0.009850368,0.009850368
16,logistics,0.037971,0.064,0.002430144,0.002430144
16,education,0.272302,0.018,0.0049014359999999995,0.0049014359999999995
16,energy,0.020197,-0.041,-0.000828077,0.000828077
16,services,0.328718,0.027,0.008875386,0.008875386
17,manufacturing,0.227204,0.085,0.01931234,0.01931234
17,health,0.222552,0.032,0.007121664,0.007121664
17,logistics,0.241952,0.064,0.015484928,0.015484928
17,education,0.184659,0.018,0.0033238619999999995,0.0033238619999999995
17,energy,0.025891,-0.041,-0.001061531,0.001061531
17,services,0.097743,0.027,0.002639061,0.002639061
18,manufacturing,0.043474,0.085,0.00369529,0.00369529
18,health,0.020492,0.032,0.000655744,0.000655744
18,logistics,0.19121,0.064,0.01223744,0.01223744
18,education,0.290033,0.018,0.005220593999999999,0.005220593999999999
18,energy,0.304864,-0.041,-0.012499424000000002,0.012499424000000002
18,services,0.149927,0.027,0.004048029,0.004048029
19,manufacturing,0.13727,0.085,0.011667950000000002,0.011667950000000002
19,health,0.243406,0.032,0.007788992000000001,0.007788992000000001
19,logistics,0.194828,0.064,0.012468992,0.012468992
19,education,0.244362,0.018,0.004398516,0.004398516
19,energy,0.052727,-0.041,-0.0021618070000000004,0.0021618070000000004
19,services,0.127405,0.027,0.003439935,0.003439935
20,manufacturing,0.206562,0.085,0.01755777,0.01755777
20,health,0.10136,0.032,0.00324352,0.00324352
20,logistics,0.120716,0.064,0.007725824,0.007725824
20,education,0.176395,0.018,0.0031751099999999997,0.0031751099999999997
20,energy,0.071535,-0.041,-0.0029329350000000002,0.0029329350000000002
20,services,0.323433,0.027,0.008732691,0.008732691
21,manufacturing,0.27977,0.085,0.02378045,0.02378045
21,health,0.079326,0.032,0.0025384319999999998,0.0025384319999999998
21,logistics,0.29945,0.064,0.0191648,0.0191648
21,education,0.1463,0.018,0.0026334,0.0026334
21,energy,0.079296,-0.041,-0.0032511360000000004,0.0032511360000000004
21,services,0.115858,0.027,0.003128166,0.003128166
22,manufacturing,0.041219,0.085,0.0035036150000000003,0.0035036150000000003
22,health,0.100309,0.032,0.0032098879999999997,0.0032098879999999997
22,logistics,0.262848,0.064,0.016822272000000003,0.016822272000000003
22,education,0.006647,0.018,0.000119646,0.000119646
22,energy,0.034849,-0.041,-0.001428809,0.001428809
22,services,0.554128,0.027,0.014961455999999998,0.014961455999999998
23,manufacturing,0.230048,0.085,0.01955408,0.01955408
23,health,0.01138,0.032,0.00036416,0.00036416
23,logistics,0.017431,0.064,0.001115584,0.001115584
23,education,0.110946,0.018,0.001997028,0.001997028
23,energy,0.23985,-0.041,-0.00983385,0.00983385
23,services,0.390346,0.027,0.010539342,0.010539342
24,manufacturing,0.261699,0.085,0.022244415000000003,0.022244415000000003
24,health,0.116478,0.032,0.003727296,0.003727296
24,logistics,0.117635,0.064,0.0075286400000000005,0.0075286400000000005
24,education,0.180654,0.018,0.003251772,0.003251772
24,energy,0.080459,-0.041,-0.003298819,0.003298819
24,services,0.243075,0.027,0.006563025,0.006563025
25,manufacturing,0.394057,0.085,0.033494845,0.033494845
25,health,0.206888,0.032,0.006620416,0.006620416
25,logistics,0.237122,0.064,0.015175808,0.015175808
25,education,0.042763,0.018,0.000769734,0.000769734
25,energy,0.019418,-0.041,-0.000796138,0.000796138
25,services,0.099752,0.027,0.0026933039999999997,0.0026933039999999997
26,manufacturing,0.195672,0.085,0.016632120000000004,0.016632120000000004
26,health,0.208372,0.032,0.0066679040000000005,0.0066679040000000005
26,logistics,0.464734,0.064,0.029742976,0.029742976
26,education,0.036722,0.018,0.000660996,0.000660996
26,energy,0.020826,-0.041,-0.0008538660000000001,0.0008538660000000001
26,services,0.073673,0.027,0.001989171,0.001989171
27,manufacturing,0.109421,0.085,0.009300785,0.009300785
27,health,0.170467,0.032,0.005454944000000001,0.005454944000000001
27,logistics,0.222288,0.064,0.014226432,0.014226432
27,education,0.131711,0.018,0.002370798,0.002370798
27,energy,0.283834,-0.041,-0.011637194,0.011637194
27,services,0.082279,0.027,0.002221533,0.002221533
28,manufacturing,0.073772,0.085,0.006270620000000001,0.006270620000000001
28,health,0.196163,0.032,0.006277216,0.006277216
28,logistics,0.222042,0.064,0.014210687999999999,0.014210687999999999
28,education,0.220499,0.018,0.003968981999999999,0.003968981999999999
28,energy,0.027492,-0.041,-0.001127172,0.001127172
28,services,0.260032,0.027,0.007020864,0.007020864
29,manufacturing,0.399273,0.085,0.033938205,0.033938205
29,health,0.108986,0.032,0.003487552,0.003487552
29,logistics,0.211311,0.064,0.013523904,0.013523904
29,education,0.067174,0.018,0.001209132,0.001209132
29,energy,0.011918,-0.041,-0.000488638,0.000488638
29,services,0.201339,0.027,0.005436153,0.005436153
30,manufacturing,0.138128,0.085,0.01174088,0.01174088
30,health,0.057213,0.032,0.001830816,0.001830816
30,logistics,0.193722,0.064,0.012398208,0.012398208
30,education,0.231904,0.018,0.004174272,0.004174272
30,energy,0.259735,-0.041,-0.010649135,0.010649135
30,services,0.119298,0.027,0.003221046,0.003221046
31,manufacturing,0.213145,0.085,0.018117325,0.018117325
31,health,0.033213,0.032,0.001062816,0.001062816
31,logistics,0.140793,0.064,0.009010752,0.009010752
31,education,0.306241,0.018,0.0055123379999999994,0.0055123379999999994
31,energy,0.081155,-0.041,-0.003327355,0.003327355
31,services,0.225452,0.027,0.006087204000000001,0.006087204000000001
32,manufacturing,0.240163,0.085,0.020413855,0.020413855
32,health,0.334748,0.032,0.010711936,0.010711936
32,logistics,0.192904,0.064,0.012345856,0.012345856
32,education,0.124699,0.018,0.0022445819999999997,0.0022445819999999997
32,energy,0.019421,-0.041,-0.000796261,0.000796261
32,services,0.088064,0.027,0.002377728,0.002377728
33,manufacturing,0.435431,0.085,0.037011635,0.037011635
33,health,0.097551,0.032,0.003121632,0.003121632
33,logistics,0.13806,0.064,0.00883584,0.00883584
33,education,0.0967,0.018,0.0017405999999999997,0.0017405999999999997
33,energy,0.004817,-0.041,-0.000197497,0.000197497
33,services,0.22744,0.027,0.00614088,0.00614088
34,manufacturing,0.051104,0.085,0.00434384,0.00434384
34,health,0.143056,0.032,0.004577792,0.004577792
34,logistics,0.144513,0.064,0.009248832,0.009248832
34,education,0.258602,0.018,0.004654836,0.004654836
34,energy,0.367238,-0.041,-0.015056758000000002,0.015056758000000002
34,services,0.035488,0.027,0.0009581759999999999,0.0009581759999999999
35,manufacturing,0.2934,0.085,0.024939000000000003,0.024939000000000003
35,health,0.166722,0.032,0.005335104,0.005335104
35,logistics,0.048252,0.064,0.0030881280000000003,0.0030881280000000003
35,education,0.273367,0.018,0.004920606,0.004920606
35,energy,0.048832,-0.041,-0.002002112,0.002002112
35,services,0.169427,0.027,0.004574529,0.004574529
36,manufacturing,0.040086,0.085,0.0034073099999999998,0.0034073099999999998
36,health,0.221852,0.032,0.007099264,0.007099264
36,logistics,0.097828,0.064,0.006260992,0.006260992
36,education,0.083208,0.018,0.0014977439999999999,0.0014977439999999999
36,energy,0.241295,-0.041,-0.009893095000000001,0.009893095000000001
36,services,0.31573,0.027,0.00852471,0.00852471
37,manufacturing,0.348128,0.085,0.02959088,0.02959088
37,health,0.087807,0.032,0.002809824,0.002809824
37,logistics,0.158721,0.064,0.010158144000000001,0.010158144000000001
37,education,0.084001,0.018,0.001512018,0.001512018
37,energy,0.301662,-0.041,-0.012368142,0.012368142
37,services,0.019681,0.027,0.000531387,0.000531387
38,manufacturing,0.015987,0.085,0.0013588950000000002,0.0013588950000000002
38,health,0.11033,0.032,0.00353056,0.00353056
38,logistics,0.112055,0.064,0.007171520000000001,0.007171520000000001
38,education,0.035696,0.018,0.000642528,0.000642528
38,energy,0.26834,-0.041,-0.011001940000000002,0.011001940000000002
38,services,0.457593,0.027,0.012355011,0.012355011
39,manufacturing,0.248802,0.085,0.02114817,0.02114817
39,health,0.123501,0.032,0.003952032,0.003952032
39,logistics,0.097039,0.064,0.006210496,0.006210496
39,education,0.130882,0.018,0.002355876,0.002355876
39,energy,0.177397,-0.041,-0.007273277,0.007273277
39,services,0.222379,0.027,0.0060042329999999994,0.0060042329999999994
40,manufacturing,0.150779,0.085,0.012816215,0.012816215
40,health,0.274421,0.032,0.008781472,0.008781472
40,logistics,0.091708,0.064,0.005869312,0.005869312
40,education,0.012457,0.018,0.00022422599999999998,0.00022422599999999998
40,energy,0.013184,-0.041,-0.000540544,0.000540544
40,services,0.457451,0.027,0.012351177,0.012351177
41,manufacturing,0.317426,0.085,0.026981210000000002,0.026981210000000002
41,health,0.349077,0.032,0.011170464000000001,0.011170464000000001
41,logistics,0.162377,0.064,0.010392128,0.010392128
41,education,0.021205,0.018,0.00038169,0.00038169
41,energy,0.042459,-0.041,-0.001740819,0.001740819
41,services,0.107455,0.027,0.002901285,0.002901285
42,manufacturing,0.20049,0.085,0.017041650000000002,0.017041650000000002
42,health,0.12175,0.032,0.003896,0.003896
42,logistics,0.035893,0.064,0.0022971520000000002,0.0022971520000000002
42,education,0.060071,0.018,0.001081278,0.001081278
42,energy,0.316003,-0.041,-0.012956123,0.012956123
42,services,0.265793,0.027,0.007176411,0.007176411
43,manufacturing,0.082834,0.085,0.007040890000000001,0.007040890000000001
43,health,0.144504,0.032,0.004624128,0.004624128
43,logistics,0.033471,0.064,0.002142144,0.002142144
43,education,0.031201,0.018,0.000561618,0.000561618
43,energy,0.262049,-0.041,-0.010744008999999999,0.010744008999999999
43,services,0.445942,0.027,0.012040434,0.012040434
44,manufacturing,0.123549,0.085,0.010501665000000002,0.010501665000000002
44,health,0.105091,0.032,0.003362912,0.003362912
44,logistics,0.093439,0.064,0.005980096,0.005980096
44,education,0.013182,0.018,0.00023727599999999997,0.00023727599999999997
44,energy,0.309132,-0.041,-0.012674412000000001,0.012674412000000001
44,services,0.355606,0.027,0.009601361999999999,0.009601361999999999
45,manufacturing,0.415021,0.085,0.035276785,0.035276785
45,health,0.097376,0.032,0.0031160320000000004,0.0031160320000000004
45,logistics,0.33933,0.064,0.021717120000000003,0.021717120000000003
45,education,0.010382,0.018,0.000186876,0.000186876
45,energy,0.001264,-0.041,-5.1824e-05,5.1824e-05
45,services,0.136628,0.027,0.0036889559999999997,0.0036889559999999997
46,manufacturing,0.220394,0.085,0.018733490000000002,0.018733490000000002
46,health,0.156287,0.032,0.0050011840000000005,0.0050011840000000005
46,logistics,0.126935,0.064,0.00812384,0.00812384
46,education,0.199126,0.018,0.003584268,0.003584268
46,energy,0.15474,-0.041,-0.0063443399999999995,0.0063443399999999995
46,services,0.142519,0.027,0.003848013,0.003848013
47,manufacturing,0.386592,0.085,0.03286032,0.03286032
47,health,0.106865,0.032,0.00341968,0.00341968
47,logistics,0.024539,0.064,0.001570496,0.001570496
47,education,0.243359,0.018,0.004380462,0.004380462
47,energy,0.058918,-0.041,-0.002415638,0.002415638
47,services,0.179728,0.027,0.004852656,0.004852656
48,manufacturing,0.022154,0.085,0.0018830900000000002,0.0018830900000000002
48,health,0.014954,0.032,0.00047852800000000004,0.00047852800000000004
48,logistics,0.31087,0.064,0.01989568,0.01989568
48,education,0.138389,0.018,0.002491002,0.002491002
48,energy,0.05085,-0.041,-0.00208485,0.00208485
48,services,0.462784,0.027,0.012495168,0.012495168
49,manufacturing,0.121841,0.085,0.010356485,0.010356485
49,health,0.213723,0.032,0.006839136,0.006839136
49,logistics,0.264158,0.064,0.016906112,0.016906112
49,education,0.055057,0.018,0.0009910259999999999,0.0009910259999999999
49,energy,0.018964,-0.041,-0.0007775240000000001,0.0007775240000000001
49,services,0.326256,0.027,0.008808912,0.008808912
50,manufacturing,0.169721,0.085,0.014426285000000002,0.014426285000000002
50,health,0.088408,0.032,0.002829056,0.002829056
50,logistics,0.139842,0.064,0.008949888,0.008949888
50,education,0.085365,0.018,0.00153657,0.00153657
50,energy,0.107912,-0.041,-0.004424392,0.004424392
50,services,0.408752,0.027,0.011036304,0.011036304
51,manufacturing,0.096549,0.085,0.008206665,0.008206665
51,health,0.140102,0.032,0.004483264,0.004483264
51,logistics,0.200789,0.064,0.012850496,0.012850496
51,education,0.177796,0.018,0.003200328,0.003200328
51,energy,0.03226,-0.041,-0.00132266,0.00132266
51,services,0.352504,0.027,0.009517608,0.009517608
52,manufacturing,0.042858,0.085,0.0036429300000000004,0.0036429300000000004
52,health,0.159271,0.032,0.005096672,0.005096672
52,logistics,0.213709,0.064,0.013677376000000002,0.013677376000000002
52,education,0.078356,0.018,0.0014104079999999997,0.0014104079999999997
52,energy,0.065466,-0.041,-0.002684106,0.002684106
52,services,0.440339,0.027,0.011889153,0.011889153
53,manufacturing,0.366307,0.085,0.031136095000000003,0.031136095000000003
53,health,0.067758,0.032,0.002168256,0.002168256
53,logistics,0.423015,0.064,0.02707296,0.02707296
53,education,0.053838,0.018,0.0009690839999999998,0.0009690839999999998
53,energy,0.008268,-0.041,-0.000338988,0.000338988
53,services,0.080813,0.027,0.0021819509999999997,0.0021819509999999997
54,manufacturing,0.115545,0.085,0.009821325,0.009821325
54,health,0.013609,0.032,0.000435488,0.000435488
54,logistics,0.32318,0.064,0.02068352,0.02068352
54,education,0.077307,0.018,0.001391526,0.001391526
54,energy,0.351989,-0.041,-0.014431549,0.014431549
54,services,0.118369,0.027,0.003195963,0.003195963
55,manufacturing,0.211054,0.085,0.017939590000000002,0.017939590000000002
55,health,0.261853,0.032,0.008379296,0.008379296
55,logistics,0.213552,0.064,0.013667328,0.013667328
55,education,0.004917,0.018,8.8506e-05,8.8506e-05
55,energy,0.12957,-0.041,-0.005312369999999999,0.005312369999999999
55,services,0.179053,0.027,0.004834430999999999,0.004834430999999999
56,manufacturing,0.404793,0.085,0.034407405,0.034407405
56,health,0.158436,0.032,0.005069952,0.005069952
56,logistics,0.185344,0.064,0.011862016000000001,0.011862016000000001
56,education,0.057693,0.018,0.001038474,0.001038474
56,energy,0.065778,-0.041,-0.002696898,0.002696898
56,services,0.127956,0.027,0.0034548119999999994,0.0034548119999999994
57,manufacturing,0.380731,0.085,0.032362135,0.032362135
57,health,0.16531,0.032,0.005289920000000001,0.005289920000000001
57,logistics,0.191422,0.064,0.012251008,0.012251008
57,education,0.117201,0.018,0.0021096179999999997,0.0021096179999999997
57,energy,0.017994,-0.041,-0.000737754,0.000737754
57,services,0.127341,0.027,0.0034382070000000004,0.0034382070000000004
58,manufacturing,0.401033,0.085,0.034087805,0.034087805
58,health,0.155665,0.032,0.00498128,0.00498128
58,logistics,0.053113,0.064,0.0033992320000000003,0.0033992320000000003
58,education,0.056704,0.018,0.0010206719999999998,0.0010206719999999998
58,energy,0.045741,-0.041,-0.001875381,0.001875381
58,services,0.287745,0.027,0.007769114999999999,0.007769114999999999
59,manufacturing,0.28308,0.085,0.0240618,0.0240618
59,health,0.086221,0.032,0.0027590720000000004,0.0027590720000000004
59,logistics,0.074181,0.064,0.004747584,0.004747584
59,education,0.078679,0.018,0.001416222,0.001416222
59,energy,0.036244,-0.041,-0.001486004,0.001486004
59,services,0.441596,0.027,0.011923092,0.011923092
60,manufacturing,0.077249,0.085,0.0065661650000000005,0.0065661650000000005
60,health,0.064232,0.032,0.002055424,0.002055424
60,logistics,0.039439,0.064,0.002524096,0.002524096
60,education,0.45786,0.018,0.008241479999999999,0.008241479999999999
60,energy,0.008582,-0.041,-0.000351862,0.000351862
60,services,0.352639,0.027,0.009521252999999999,0.009521252999999999
61,manufacturing,0.172139,0.085,0.014631815,0.014631815
61,health,0.291126,0.032,0.009316032,0.009316032
61,logistics,0.052091,0.064,0.003333824,0.003333824
61,education,0.14022,0.018,0.00252396,0.00252396
61,energy,0.054781,-0.041,-0.0022460210000000004,0.0022460210000000004
61,services,0.289642,0.027,0.007820334,0.007820334
62,manufacturing,0.16353,0.085,0.013900050000000002,0.013900050000000002
62,health,0.264565,0.032,0.00846608,0.00846608
62,logistics,0.385256,0.064,0.024656384,0.024656384
62,education,0.0213,0.018,0.00038339999999999994,0.00038339999999999994
62,energy,0.109184,-0.041,-0.004476544000000001,0.004476544000000001
62,services,0.056164,0.027,0.001516428,0.001516428
63,manufacturing,0.13126,0.085,0.0111571,0.0111571
63,health,0.035929,0.032,0.001149728,0.001149728
63,logistics,0.231182,0.064,0.014795648,0.014795648
63,education,0.367364,0.018,0.006612552,0.006612552
63,energy,0.062904,-0.041,-0.0025790640000000003,0.0025790640000000003
63,services,0.17136,0.027,0.00462672,0.00462672
64,manufacturing,0.044201,0.085,0.003757085,0.003757085
64,health,0.307825,0.032,0.0098504,0.0098504
64,logistics,0.186796,0.064,0.011954944,0.011954944
64,education,0.326175,0.018,0.0058711499999999995,0.0058711499999999995
64,energy,0.005854,-0.041,-0.000240014,0.000240014
64,services,0.129148,0.027,0.0034869960000000005,0.0034869960000000005
65,manufacturing,0.493062,0.085,0.041910270000000006,0.041910270000000006
65,health,0.0113,0.032,0.0003616,0.0003616
65,logistics,0.218157,0.064,0.013962048,0.013962048
65,education,0.142278,0.018,0.0025610039999999995,0.0025610039999999995
65,energy,0.047579,-0.041,-0.0019507390000000002,0.0019507390000000002
65,services,0.087623,0.027,0.002365821,0.002365821
66,manufacturing,0.080364,0.085,0.006830940000000001,0.006830940000000001
66,health,0.016354,0.032,0.000523328,0.000523328
66,logistics,0.500135,0.064,0.03200864,0.03200864
66,education,0.003017,0.018,5.4306e-05,5.4306e-05
66,energy,0.231905,-0.041,-0.009508105000000001,0.009508105000000001
66,services,0.168225,0.027,0.0045420750000000005,0.0045420750000000005
67,manufacturing,0.126247,0.085,0.010730995,0.010730995
67,health,0.260402,0.032,0.008332864,0.008332864
67,logistics,0.139966,0.064,0.008957824000000001,0.008957824000000001
67,education,0.086344,0.018,0.001554192,0.001554192
67,energy,0.1173,-0.041,-0.0048093,0.0048093
67,services,0.26974,0.027,0.00728298,0.00728298
68,manufacturing,0.165645,0.085,0.014079825,0.014079825
68,health,0.235891,0.032,0.007548511999999999,0.007548511999999999
68,logistics,0.125729,0.064,0.008046656000000001,0.008046656000000001
68,education,0.338248,0.018,0.006088463999999999,0.006088463999999999
68,energy,0.013285,-0.041,-0.000544685,0.000544685
68,services,0.121202,0.027,0.003272454,0.003272454
69,manufacturing,0.107445,0.085,0.009132825,0.009132825
69,health,0.094339,0.032,0.003018848,0.003018848
69,logistics,0.401286,0.064,0.025682304,0.025682304
69,education,0.045484,0.018,0.0008187119999999999,0.0008187119999999999
69,energy,0.093947,-0.041,-0.0038518270000000004,0.0038518270000000004
69,services,0.257499,0.027,0.006952472999999999,0.006952472999999999
70,manufacturing,0.101159,0.085,0.008598515000000001,0.008598515000000001
70,health,0.242127,0.032,0.007748064000000001,0.007748064000000001
70,logistics,0.306281,0.064,0.019601984000000003,0.019601984000000003
70,education,0.175506,0.018,0.003159108,0.003159108
70,energy,0.068394,-0.041,-0.002804154,0.002804154
70,services,0.106534,0.027,0.002876418,0.002876418
71,manufacturing,0.316239,0.085,0.026880315000000002,0.026880315000000002
71,health,0.211933,0.032,0.006781856,0.006781856
71,logistics,0.190717,0.064,0.012205888,0.012205888
71,education,0.186483,0.018,0.003356694,0.003356694
71,energy,0.015155,-0.041,-0.000621355,0.000621355
71,services,0.079473,0.027,0.002145771,0.002145771
72,manufacturing,0.197818,0.085,0.01681453,0.01681453
72,health,0.183705,0.032,0.0058785600000000006,0.0058785600000000006
72,logistics,0.211758,0.064,0.013552512000000001,0.013552512000000001
72,education,0.034212,0.018,0.0006158159999999999,0.0006158159999999999
72,energy,0.011728,-0.041,-0.00048084800000000003,0.00048084800000000003
72,services,0.360779,0.027,0.009741033,0.009741033
