region_id,worker_group,year,frontline,remote_feasible,migrant_share,care_burden,older_worker_share,aging_share,dependency_ratio,disease_exposure,policy_intensity,environmental_exposure,school_care_constraint,demand_collapse,capacity_loss,remote_work_rate,migration_out_rate,automation_adoption,employment_index,hours_index,wage_index,productivity_index,welfare_loss_index
region_02,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.204,0.622,0.242,0.1,0.504,0.037,0.059,0.188,0.038,0.022,0.23,97.697,96.839,103.057,95.787,24.042
region_02,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.21,0.624,0.153,0.04,0.554,0.015,0.023,0.166,0.035,0.019,0.227,99.625,97.469,103.991,96.366,22.104
region_02,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.255,0.631,0.08,0.0,0.306,0.0,0.0,0.089,0.036,0.022,0.148,97.712,97.662,99.344,96.383,14.255
region_02,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.261,0.634,0.08,0.0,0.306,0.0,0.0,0.089,0.036,0.022,0.149,98.458,98.012,100.347,96.938,14.275
region_02,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.267,0.636,0.444,0.82,0.306,0.224,0.171,0.281,0.16,0.044,0.222,91.804,94.186,102.309,95.66,28.9
region_02,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.273,0.639,0.28,0.38,0.356,0.104,0.079,0.205,0.104,0.036,0.197,96.174,96.348,102.988,96.539,23.122
region_02,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.279,0.641,0.16,0.1,0.406,0.027,0.021,0.151,0.153,0.033,0.23,99.544,98.122,103.879,97.577,18.981
region_02,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.285,0.644,0.116,0.04,0.456,0.011,0.008,0.138,0.138,0.032,0.229,100.778,98.547,104.824,97.851,18.56
region_03,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.202,0.619,0.08,0.0,0.348,0.0,0.0,0.098,0.014,0.016,0.142,97.533,97.332,98.901,95.873,15.128
region_03,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.208,0.621,0.08,0.0,0.348,0.0,0.0,0.098,0.014,0.016,0.143,98.28,97.682,99.904,96.428,15.148
region_03,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.214,0.624,0.764,0.82,0.348,0.379,0.474,0.358,0.064,0.052,0.227,82.965,91.044,101.637,92.97,42.686
region_03,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.22,0.626,0.456,0.38,0.398,0.176,0.219,0.251,0.042,0.038,0.197,91.867,94.633,102.477,94.83,30.854
region_03,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.226,0.629,0.23,0.1,0.448,0.046,0.058,0.175,0.061,0.029,0.227,97.916,97.167,103.451,96.48,22.671
region_03,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.232,0.631,0.148,0.04,0.498,0.019,0.023,0.154,0.055,0.026,0.225,99.845,97.842,104.393,97.015,20.832
region_03,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.199,0.555,0.08,0.0,0.278,0.0,0.0,0.084,0.155,0.023,0.133,98.421,98.243,102.474,96.853,12.452
region_03,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.205,0.557,0.08,0.0,0.278,0.0,0.0,0.084,0.155,0.023,0.134,99.167,98.593,103.477,97.407,12.472
region_03,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.211,0.56,0.265,0.82,0.278,0.171,0.029,0.167,0.688,0.048,0.148,99.407,97.92,104.952,97.878,18.749
region_03,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.217,0.562,0.182,0.38,0.328,0.079,0.013,0.14,0.448,0.038,0.15,100.394,98.608,105.824,97.97,16.81
region_03,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.223,0.565,0.121,0.1,0.378,0.021,0.003,0.122,0.659,0.044,0.203,102.902,100.374,106.872,99.025,14.057
region_03,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.229,0.567,0.098,0.04,0.428,0.008,0.001,0.122,0.595,0.042,0.208,103.46,100.451,107.89,99.089,14.593
region_03,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.213,0.615,0.08,0.0,0.502,0.0,0.0,0.128,0.032,0.025,0.163,97.123,96.471,100.738,94.375,18.5
region_03,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.219,0.618,0.08,0.0,0.502,0.0,0.0,0.128,0.032,0.025,0.164,97.869,96.821,101.741,94.93,18.52
region_03,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.225,0.62,0.437,0.82,0.502,0.196,0.174,0.282,0.144,0.046,0.239,91.815,93.674,103.468,93.684,32.467
region_03,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.231,0.623,0.276,0.38,0.552,0.091,0.08,0.223,0.094,0.038,0.213,95.903,95.501,104.254,94.548,27.038
region_03,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.237,0.625,0.158,0.1,0.602,0.024,0.021,0.182,0.138,0.036,0.246,99.03,97.016,105.222,95.558,23.168
region_03,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.243,0.628,0.116,0.04,0.652,0.01,0.008,0.174,0.125,0.035,0.244,100.198,97.375,106.195,95.828,22.805
region_03,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.21,0.618,0.08,0.0,0.32,0.0,0.0,0.092,0.022,0.017,0.14,97.646,97.525,99.823,96.174,14.481
region_03,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.216,0.621,0.08,0.0,0.32,0.0,0.0,0.092,0.022,0.017,0.142,98.392,97.875,100.826,96.729,14.501
region_03,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.222,0.623,0.752,0.82,0.32,0.434,0.465,0.353,0.096,0.052,0.222,82.935,90.658,102.572,93.384,42.546
region_03,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.228,0.626,0.449,0.38,0.37,0.201,0.215,0.246,0.063,0.038,0.193,91.925,94.565,103.405,95.192,30.401
region_03,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.234,0.629,0.228,0.1,0.42,0.053,0.057,0.17,0.092,0.03,0.225,98.111,97.361,104.374,96.841,21.955
region_03,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.24,0.631,0.147,0.04,0.47,0.021,0.023,0.148,0.083,0.028,0.222,100.045,98.075,105.315,97.363,20.101
region_03,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.192,0.616,0.08,0.0,0.439,0.0,0.0,0.116,0.009,0.01,0.151,97.268,96.767,98.552,94.942,17.061
region_03,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.198,0.619,0.08,0.0,0.439,0.0,0.0,0.116,0.009,0.01,0.152,98.014,97.117,99.555,95.497,17.082
region_03,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.204,0.622,0.815,0.82,0.439,0.305,0.48,0.387,0.04,0.047,0.239,82.922,91.206,101.345,91.681,44.919
region_03,migrant_food_and_delivery,2021,1,0.05,0.52,0.38,0.12,0.21,0.624,0.484,0.38,0.489,0.141,0.222,0.275,0.026,0.032,0.208,91.683,94.39,102.161,93.701,33.07
region_03,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.216,0.627,0.242,0.1,0.539,0.037,0.058,0.196,0.038,0.022,0.237,97.587,96.627,103.116,95.443,24.866
region_03,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.222,0.629,0.153,0.04,0.589,0.015,0.023,0.173,0.035,0.02,0.234,99.512,97.257,104.05,96.021,22.927
region_03,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.267,0.636,0.08,0.0,0.341,0.0,0.0,0.096,0.036,0.022,0.154,97.597,97.45,99.403,96.038,15.078
region_03,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.273,0.639,0.08,0.0,0.341,0.0,0.0,0.096,0.036,0.022,0.156,98.343,97.8,100.406,96.593,15.098
region_03,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.279,0.641,0.444,0.82,0.341,0.224,0.169,0.289,0.16,0.044,0.229,91.712,93.974,102.371,95.315,29.723
region_03,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.285,0.644,0.28,0.38,0.391,0.104,0.078,0.212,0.104,0.036,0.204,96.072,96.136,103.048,96.194,23.945
region_03,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.291,0.646,0.16,0.1,0.441,0.027,0.021,0.159,0.153,0.033,0.237,99.434,97.909,103.938,97.232,19.805
region_03,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.297,0.649,0.116,0.04,0.491,0.011,0.008,0.145,0.138,0.033,0.236,100.665,98.335,104.884,97.506,19.384
region_04,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.214,0.624,0.08,0.0,0.383,0.0,0.0,0.105,0.014,0.017,0.149,97.418,97.12,98.96,95.529,15.951
region_04,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.22,0.626,0.08,0.0,0.383,0.0,0.0,0.105,0.014,0.017,0.15,98.164,97.47,99.963,96.083,15.971
region_04,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.226,0.629,0.764,0.82,0.383,0.379,0.473,0.366,0.064,0.052,0.234,82.873,90.832,101.699,92.625,43.509
region_04,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.232,0.631,0.456,0.38,0.433,0.176,0.219,0.258,0.042,0.038,0.204,91.765,94.421,102.538,94.485,31.678
region_04,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.238,0.634,0.23,0.1,0.483,0.046,0.057,0.182,0.061,0.029,0.234,97.806,96.955,103.511,96.135,23.495
region_04,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.244,0.636,0.148,0.04,0.533,0.019,0.023,0.161,0.055,0.027,0.231,99.733,97.63,104.452,96.67,21.655
region_04,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.211,0.56,0.08,0.0,0.313,0.0,0.0,0.091,0.155,0.023,0.14,98.306,98.031,102.533,96.508,13.275
region_04,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.217,0.562,0.08,0.0,0.313,0.0,0.0,0.091,0.155,0.023,0.141,99.052,98.381,103.536,97.063,13.295
region_04,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.223,0.565,0.265,0.82,0.313,0.171,0.027,0.175,0.688,0.048,0.155,99.316,97.708,105.014,97.533,19.573
region_04,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.229,0.567,0.182,0.38,0.363,0.079,0.013,0.147,0.448,0.039,0.156,100.292,98.396,105.884,97.625,17.634
region_04,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.235,0.57,0.121,0.1,0.413,0.021,0.003,0.129,0.659,0.044,0.209,102.792,100.162,106.931,98.681,14.881
region_04,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.241,0.572,0.098,0.04,0.463,0.008,0.001,0.129,0.595,0.043,0.215,103.347,100.239,107.949,98.745,15.417
region_04,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.225,0.62,0.08,0.0,0.537,0.0,0.0,0.135,0.032,0.025,0.17,97.008,96.259,100.797,94.03,19.323
region_04,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.231,0.623,0.08,0.0,0.537,0.0,0.0,0.135,0.032,0.025,0.171,97.754,96.609,101.8,94.585,19.344
region_04,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.237,0.625,0.437,0.82,0.537,0.196,0.172,0.289,0.144,0.046,0.246,91.724,93.462,103.53,93.339,33.291
region_04,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.243,0.628,0.276,0.38,0.587,0.091,0.08,0.23,0.094,0.039,0.22,95.801,95.289,104.314,94.203,27.861
region_04,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.249,0.63,0.158,0.1,0.637,0.024,0.021,0.189,0.138,0.036,0.253,98.92,96.804,105.281,95.213,23.992
region_04,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.255,0.633,0.116,0.04,0.687,0.01,0.008,0.181,0.125,0.035,0.251,100.085,97.163,106.254,95.483,23.629
region_04,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.222,0.623,0.08,0.0,0.355,0.0,0.0,0.099,0.022,0.017,0.147,97.531,97.313,99.882,95.829,15.304
region_04,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.228,0.626,0.08,0.0,0.355,0.0,0.0,0.099,0.022,0.017,0.148,98.277,97.663,100.885,96.384,15.325
region_04,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.234,0.629,0.752,0.82,0.355,0.434,0.464,0.361,0.096,0.053,0.229,82.844,90.446,102.634,93.039,43.37
region_04,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.24,0.631,0.449,0.38,0.405,0.201,0.215,0.253,0.063,0.039,0.2,91.823,94.353,103.465,94.848,31.224
region_04,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.246,0.634,0.228,0.1,0.455,0.053,0.056,0.177,0.092,0.03,0.231,98.002,97.149,104.434,96.497,22.779
region_04,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.252,0.636,0.147,0.04,0.505,0.021,0.023,0.155,0.083,0.028,0.229,99.933,97.862,105.374,97.018,20.925
region_04,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.204,0.622,0.08,0.0,0.474,0.0,0.0,0.123,0.009,0.01,0.158,97.153,96.555,98.611,94.597,17.885
region_04,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.21,0.624,0.08,0.0,0.474,0.0,0.0,0.123,0.009,0.01,0.159,97.899,96.905,99.614,95.152,17.905
region_04,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.216,0.627,0.815,0.82,0.474,0.305,0.479,0.394,0.04,0.048,0.246,82.831,90.993,101.407,91.336,45.743
region_04,migrant_food_and_delivery,2021,1,0.05,0.52,0.38,0.12,0.222,0.629,0.484,0.38,0.524,0.141,0.222,0.282,0.026,0.033,0.214,91.581,94.178,102.221,93.357,33.893
region_04,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.228,0.632,0.242,0.1,0.574,0.037,0.058,0.203,0.038,0.023,0.243,97.477,96.415,103.176,95.098,25.689
region_04,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.234,0.634,0.153,0.04,0.624,0.015,0.023,0.18,0.035,0.02,0.24,99.399,97.045,104.11,95.676,23.751
region_04,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.279,0.641,0.08,0.0,0.376,0.0,0.0,0.103,0.036,0.023,0.161,97.482,97.238,99.462,95.694,15.902
region_04,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.285,0.644,0.08,0.0,0.376,0.0,0.0,0.103,0.036,0.023,0.162,98.228,97.588,100.465,96.249,15.922
region_04,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.291,0.646,0.444,0.82,0.376,0.224,0.168,0.296,0.16,0.045,0.235,91.621,93.762,102.432,94.971,30.547
