worker_id,firm_id,period,female,supervisor,event_firm,reported_victim,coworker_exposed,exposure_group,firm_risk_score,reported_event,separated,retained,sick_days,wage,new_hire
58,2,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.7062,44337.6310,0
58,2,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.5582,46339.4973,0
59,2,-1,0,0,0,0,0,comparison,0.2200,0,0,1,0.8386,45255.2141,0
59,2,1,0,0,0,0,0,comparison,0.2200,0,0,1,2.2622,47730.4844,0
60,2,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.7591,46606.2548,0
60,2,1,1,0,0,0,0,comparison,0.2200,0,0,1,2.2093,47218.4057,1
61,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.7954,42179.2071,0
61,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.5452,43654.8637,0
62,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.2792,43387.6542,0
62,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.3457,44313.2696,0
63,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.3582,44734.6535,0
63,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.2521,45645.6103,0
64,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.3242,44730.0883,0
64,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,4.4562,46484.7748,0
65,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.4603,46115.8657,0
65,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.6848,48349.8458,0
66,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5044,47110.9233,0
66,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.7329,48940.5668,0
67,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.7725,47519.8342,0
67,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.4503,49508.7038,0
68,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,4.1857,41911.4810,0
68,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.3770,42797.8931,0
69,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4251,43064.4174,0
69,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.1320,43504.0807,0
70,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.3696,44074.3282,0
70,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5275,44708.1308,0
71,3,-1,1,1,0,0,0,comparison,0.1800,0,0,1,3.0002,49492.8420,0
71,3,1,1,1,0,0,0,comparison,0.1800,0,0,1,3.2159,49768.6328,0
72,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.1680,44738.9847,0
72,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.9289,46497.0471,0
73,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.7825,45804.2520,0
73,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.0980,48039.6310,0
74,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.7864,46606.8212,0
74,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.0000,47951.3850,0
75,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.9789,47607.8600,0
75,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.9006,49427.4802,0
76,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.4626,41513.5005,0
76,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.6846,41951.6615,0
77,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.7219,42471.4209,0
77,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,4.7158,44056.8600,0
78,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.6845,42781.4412,0
78,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.4493,45601.3346,0
79,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1253,44716.9582,0
79,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,4.7838,45725.7388,1
80,3,-1,0,0,0,0,0,comparison,0.1800,0,1,0,0.5911,44356.0408,0
80,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.8427,46146.1984,0
81,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,0.0000,45828.6004,0
81,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.0565,47944.3796,0
82,3,-1,0,1,0,0,0,comparison,0.1800,0,0,1,3.4537,51628.4172,0
82,3,1,0,1,0,0,0,comparison,0.1800,0,1,0,0.0999,52098.8205,0
83,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.7648,47355.9147,0
83,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4862,47990.7854,0
84,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.0059,41824.8500,0
84,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.1032,43140.8365,0
85,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.7553,41844.3310,0
85,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,4.5991,43495.2969,0
86,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.0783,43183.4333,0
86,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.3877,45169.4693,0
87,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.9300,44190.5964,0
87,3,1,1,0,0,0,0,comparison,0.1800,0,0,1,1.0779,45208.5478,1
88,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.2662,45132.7573,0
88,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5141,46256.4735,0
89,3,-1,1,0,0,0,0,comparison,0.1800,0,0,1,0.6795,45888.4160,0
89,3,1,1,0,0,0,0,comparison,0.1800,0,1,0,2.0103,47120.4350,0
90,3,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.6262,46466.1207,0
90,3,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.4508,48514.9442,1
91,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.3725,43224.2631,0
91,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.1832,45078.0013,0
92,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.4708,44372.1182,0
92,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,4.2278,43370.7881,0
93,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.9040,45116.1306,0
93,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,4.5266,45801.7042,0
94,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,4.4075,45404.6666,0
94,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.7349,45935.6868,0
95,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.4813,46489.2202,0
95,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.3301,48092.7930,0
96,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.6582,47081.5496,0
96,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.1114,48172.1060,0
97,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.0000,47939.7639,0
97,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,3.9433,48615.9773,0
98,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0980,41671.6373,0
98,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.5224,43559.5312,0
99,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,3.3213,43586.5551,0
99,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.5983,45326.9740,0
100,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.5358,43869.4933,0
100,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.9094,44783.7983,0
101,4,-1,0,1,0,0,0,comparison,0.2000,0,0,1,3.5830,49025.0747,0
101,4,1,0,1,0,0,0,comparison,0.2000,0,0,1,2.2281,50120.0716,0
102,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0554,45210.3591,0
102,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,4.0792,47103.9724,0
103,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.0000,46582.6141,0
103,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.4918,48123.6164,0
104,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.2605,47383.6192,0
104,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.6032,48181.7619,0
105,4,-1,0,0,0,0,0,comparison,0.2000,0,1,0,1.4299,48953.4209,0
105,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.6956,49758.6291,0
106,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,5.1718,42011.9916,0
106,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.7014,43842.7221,0
107,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.5105,43196.1419,0
107,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,3.0286,44105.2694,0
108,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0098,43352.7979,0
108,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.5939,45436.2118,0
109,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.6607,44721.0544,0
109,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.8742,45682.7597,0
110,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.8032,45028.0533,0
110,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.3436,45993.5502,0
111,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.1352,46165.3983,0
111,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0119,47731.9890,0
112,4,-1,1,1,0,0,0,comparison,0.2000,0,0,1,3.6825,51703.0165,0
112,4,1,1,1,0,0,0,comparison,0.2000,0,0,1,3.7476,51984.0300,0
113,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.2621,49608.6362,0
113,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.0130,50054.1142,1
114,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.2680,42034.7269,0
114,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.9828,44262.7981,1
115,4,-1,0,0,0,0,0,comparison,0.2000,0,1,0,0.5423,42437.2699,0
115,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.5277,43823.6030,0
116,4,-1,1,0,0,0,0,comparison,0.2000,0,1,0,1.7680,43002.7013,0
116,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.3353,45129.1539,0
117,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.5517,45271.9688,0
117,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0107,45990.5847,0
118,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.8136,44874.7540,0
118,4,1,1,0,0,0,0,comparison,0.2000,0,1,0,2.8212,46609.6264,0
119,4,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.4610,46095.7212,0
119,4,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.0317,48284.3279,0
120,4,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.3458,48225.8914,0
120,4,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.0820,48791.0684,0
121,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,2.4204,43572.2929,0
121,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,3.2532,44030.4748,0
122,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,2.3374,44069.5666,0
122,5,1,0,0,1,0,1,coworker,0.3200,0,1,0,1.1423,45314.1333,1
123,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,1.9334,44511.0635,0
123,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,5.6321,46304.4594,0
124,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,1.0415,45734.0082,0
124,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,3.0857,46649.8221,0
125,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,3.3240,46286.8296,0
125,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.8279,47347.4587,0
126,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,4.2028,47398.9502,0
126,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,2.3468,48733.3166,0
127,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,1.9554,48718.7232,0
127,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.0467,48695.3370,0
128,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,1.7952,42708.5235,0
128,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,0.9546,44058.8119,0
129,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,2.0180,42551.6031,0
129,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.7431,43742.0890,0
130,5,-1,0,0,1,0,1,coworker,0.3200,0,1,0,2.4534,43231.8571,0
130,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,2.2798,44537.0143,1
131,5,-1,1,1,1,0,1,coworker,0.3200,0,0,1,3.3917,48310.1462,0
131,5,1,1,1,1,0,1,coworker,0.3200,0,0,1,3.6544,49847.2663,0
132,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,1.0746,45427.2075,0
132,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,1.0536,46764.1201,0
133,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,1.4209,46298.2292,0
133,5,1,1,0,1,0,1,coworker,0.3200,0,1,0,4.8853,47717.7068,0
134,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,0.0000,47342.5075,0
134,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,1.2742,48383.0305,0
135,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,3.8009,49011.8547,0
135,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,5.1881,49313.5003,0
136,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,2.8849,41885.0109,0
136,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,0.0000,43914.5958,0
137,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,1.7663,44329.8476,0
137,5,1,1,0,1,0,1,coworker,0.3200,0,1,0,5.8100,43630.6678,0
138,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,0.0511,43735.7152,0
138,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,3.0304,44606.6120,0
139,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,4.5038,45146.8592,0
139,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.3464,45366.7936,0
140,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,3.2725,45479.7382,0
140,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,2.5748,46644.0819,0
141,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,3.8034,46214.1739,0
141,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.4799,48061.4858,0
142,5,-1,0,1,1,0,1,coworker,0.3200,0,0,1,3.5950,51110.5547,0
142,5,1,0,1,1,0,1,coworker,0.3200,0,0,1,2.9585,53531.6287,0
143,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,0.0000,48610.7348,0
143,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.1634,50179.6301,0
144,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,2.9308,42011.2519,0
144,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,1.1282,43409.5659,1
145,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,4.8625,42659.2329,0
145,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.8090,43922.0627,0
146,5,-1,0,0,1,0,1,coworker,0.3200,0,1,0,4.7161,44444.6312,0
146,5,1,0,0,1,0,1,coworker,0.3200,0,1,0,3.2710,45081.3297,0
147,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,2.9369,45655.3913,0
147,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,6.2143,45888.9961,0
148,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,1.2456,45234.1518,0
148,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,2.0458,47380.0613,0
149,5,-1,1,0,1,0,1,coworker,0.3200,0,0,1,2.3350,46127.9291,0
149,5,1,1,0,1,0,1,coworker,0.3200,0,0,1,4.3745,48436.2837,0
150,5,-1,0,0,1,0,1,coworker,0.3200,0,0,1,1.6827,47174.7103,0
150,5,1,0,0,1,0,1,coworker,0.3200,0,0,1,2.1135,48216.8112,0
151,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.6556,43871.2329,0
151,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.0531,44377.1116,0
152,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.2829,43534.0458,0
152,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,4.4124,45566.2959,0
153,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.9914,44788.2560,0
153,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.4859,46906.1426,0
154,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.7013,46436.8220,0
154,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.4312,47776.9394,0
155,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.9599,46513.1401,0
155,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.5454,47807.8826,0
156,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.8083,48205.0130,0
