household_id,parent,event_time,earnings_index,hours,employment_rate,job_quality_index,weekly_care_hours
6,mother,-3,75.2046,34.0716,0.9467,67.4564,11.9901
6,father,-3,80.8403,40.5864,0.9675,69.7494,8.7298
6,mother,-2,75.2248,33.9653,0.9305,68.9606,12.2443
6,father,-2,81.6967,40.8144,0.9609,69.2658,8.5647
6,mother,-1,76.1877,34.6317,0.9637,67.2040,10.1900
6,father,-1,79.9293,40.8601,0.9743,70.2162,7.8205
6,mother,0,67.9293,31.7818,0.9166,68.0493,11.7757
6,father,0,81.2334,41.0591,0.9620,68.8907,7.6394
6,mother,1,69.3432,31.8123,0.8785,64.3075,18.6258
6,father,1,81.1176,41.2112,0.9799,70.5039,7.9408
6,mother,2,59.3514,30.0754,0.8415,63.1853,24.1455
6,father,2,83.7970,41.6147,0.9705,71.4694,9.4249
6,mother,3,58.6437,28.4319,0.8312,63.4341,25.0346
6,father,3,81.6182,42.1395,0.9478,70.4400,10.5408
6,mother,4,56.6241,28.4244,0.7996,61.1706,27.5446
6,father,4,82.5500,42.0067,0.9710,71.5930,12.4414
6,mother,5,53.6927,26.8153,0.8098,62.8421,26.1507
6,father,5,80.5003,42.5499,0.9687,69.7287,12.4170
6,mother,6,56.7241,26.5622,0.7948,61.2403,27.8463
6,father,6,85.9130,41.4233,0.9619,70.3735,12.5813
6,mother,7,52.4025,27.5695,0.7993,61.5877,28.6169
6,father,7,82.5005,41.4654,0.9708,69.3064,11.4768
6,mother,8,52.6381,26.4468,0.7778,61.8223,28.4727
6,father,8,82.6581,41.7039,0.9735,72.8569,12.9740
7,mother,-4,70.1289,37.2006,0.9294,67.8460,11.3003
7,father,-4,80.5193,40.8706,0.9705,70.1729,7.3359
7,mother,-3,68.8013,36.9879,0.9401,68.5013,11.2788
7,father,-3,76.7105,39.9129,0.9817,69.1801,7.9810
7,mother,-2,68.2006,38.5595,0.9391,67.7233,9.4996
7,father,-2,75.2984,40.1882,0.9807,71.2508,7.0049
7,mother,-1,69.1110,37.7847,0.9335,68.8591,12.0291
7,father,-1,77.4874,41.2524,0.9815,70.6472,8.7714
7,mother,0,65.8689,34.7704,0.9549,68.8868,10.2502
7,father,0,79.2352,40.9846,0.9753,69.1427,9.7032
7,mother,1,60.1992,33.8630,0.8737,65.4225,17.8373
7,father,1,78.9221,42.4221,0.9610,70.1831,9.3806
7,mother,2,54.7995,32.9799,0.8456,62.8188,23.8013
7,father,2,76.3437,40.2930,0.9623,71.8451,11.2051
7,mother,3,53.0104,30.6675,0.8199,63.1443,25.1886
7,father,3,79.1011,42.1685,0.9637,70.0329,9.1228
7,mother,4,53.1504,30.2677,0.7897,64.2139,26.9218
7,father,4,79.7093,40.7475,0.9778,70.0241,11.8111
7,mother,5,49.0450,31.4986,0.8019,61.2724,28.9871
7,father,5,79.6358,41.1797,0.9663,70.3777,11.6147
7,mother,6,50.1110,31.3029,0.7826,61.4711,28.1232
7,father,6,78.9737,40.8003,0.9692,70.4451,12.5048
7,mother,7,47.3910,29.8823,0.7654,61.0712,27.7894
7,father,7,78.3266,40.9071,0.9565,71.1395,12.2121
7,mother,8,50.0843,30.8385,0.7895,61.5648,29.5431
7,father,8,77.1658,42.0826,0.9428,70.7787,12.6587
8,mother,-4,70.9114,36.3452,0.9466,68.3811,12.1412
8,father,-4,81.2964,40.9953,0.9634,70.0662,6.7472
8,mother,-3,68.8909,35.3013,0.9340,67.5049,12.2781
8,father,-3,78.5127,42.1790,0.9596,72.2819,8.5322
8,mother,-2,71.3849,35.9504,0.9403,68.3005,10.5931
8,father,-2,81.5542,40.4979,0.9689,70.0114,6.0534
8,mother,-1,71.4337,35.2148,0.9412,68.5598,11.5326
8,father,-1,77.3522,40.9651,0.9659,71.6011,7.2357
8,mother,0,67.6199,32.2043,0.9487,67.0705,12.7720
8,father,0,80.5688,40.7155,0.9814,67.4590,7.0220
8,mother,1,59.2544,32.9956,0.8806,64.9629,18.2657
8,father,1,77.5703,41.6569,0.9703,68.5785,8.4565
8,mother,2,56.7350,31.3865,0.8576,64.6625,24.9734
8,father,2,79.6847,41.7770,0.9648,69.1815,9.2615
8,mother,3,53.5741,31.0462,0.8043,61.9753,26.6464
8,father,3,79.2557,41.1613,0.9634,71.5661,10.5115
8,mother,4,52.3604,29.6502,0.8053,59.4677,27.4851
8,father,4,82.1235,41.6310,0.9619,69.1817,10.8834
8,mother,5,49.3508,29.4710,0.7975,61.1705,27.9216
8,father,5,81.4047,40.7693,0.9656,69.7752,11.1596
8,mother,6,49.7018,29.2348,0.7810,60.2304,27.8268
8,father,6,79.9883,42.4891,0.9576,71.7043,11.4479
8,mother,7,48.4955,29.1240,0.7940,61.3804,29.1477
8,father,7,80.1888,41.9478,0.9651,69.8457,10.8040
8,mother,8,50.4451,28.6418,0.7815,62.0965,30.1953
8,father,8,82.1115,41.4672,0.9676,70.8337,13.7352
9,mother,-4,73.9141,35.5287,0.9413,68.4911,11.1393
9,father,-4,81.6638,43.2893,0.9570,71.0529,8.5316
9,mother,-3,72.5518,34.8129,0.9255,67.3803,12.2065
9,father,-3,78.5449,42.6074,0.9742,69.6558,8.6807
9,mother,-2,72.7401,36.0209,0.9515,69.7624,10.9926
9,father,-2,74.8953,41.9654,0.9852,69.4311,7.8345
9,mother,-1,73.4508,35.5524,0.9346,67.6341,12.4797
9,father,-1,77.9917,42.2809,0.9637,72.4170,7.5575
9,mother,0,69.5084,32.8352,0.9371,67.3188,12.6683
9,father,0,78.5012,43.5890,0.9623,70.9988,8.1239
9,mother,1,64.1306,32.4571,0.8535,64.0133,19.6160
9,father,1,79.1746,42.4244,0.9834,67.8481,8.1708
9,mother,2,60.2561,30.4029,0.8469,64.4512,24.2647
9,father,2,78.1429,44.1044,0.9633,70.7361,9.1895
9,mother,3,56.8652,28.9582,0.8051,61.4504,26.8566
9,father,3,78.0017,42.3820,0.9701,70.2654,11.0514
9,mother,4,56.6529,28.9314,0.8090,62.1016,26.7752
9,father,4,76.3640,42.5310,0.9559,69.9435,11.2761
9,mother,5,54.0565,27.2952,0.7931,61.6105,30.0677
9,father,5,81.2889,43.0513,0.9731,70.8841,12.8943
9,mother,6,51.3623,28.8450,0.7692,59.9033,27.9287
9,father,6,78.3790,42.6542,0.9768,71.0107,10.9862
9,mother,7,51.7908,28.3475,0.7849,59.7797,30.0645
9,father,7,78.3198,42.5498,0.9676,69.7679,12.6950
9,mother,8,53.2027,28.2242,0.8027,60.8951,31.4110
9,father,8,76.8800,42.8158,0.9707,70.5688,12.6000
10,mother,-4,72.6439,35.9750,0.9416,68.0135,13.7813
10,father,-4,78.2143,41.4747,0.9746,69.1010,8.6288
10,mother,-3,70.2712,36.0025,0.9425,67.5104,12.6374
10,father,-3,78.9564,40.1035,0.9868,68.5778,8.8598
10,mother,-2,69.8781,35.9259,0.9580,67.6218,11.8992
10,father,-2,81.4182,41.1807,0.9609,70.0851,6.5128
10,mother,-1,70.8071,36.9106,0.9519,67.2818,9.1932
10,father,-1,81.6823,41.4718,0.9728,71.3949,7.8313
10,mother,0,68.2905,33.3743,0.9458,68.5412,11.8204
10,father,0,78.8484,40.6713,0.9599,69.1379,7.6891
10,mother,1,63.0729,33.8871,0.8653,65.1544,19.0508
10,father,1,79.6660,41.4999,0.9521,71.1583,8.4007
10,mother,2,55.0951,31.7543,0.8375,64.4765,22.5432
10,father,2,79.0522,41.4038,0.9743,69.3597,9.1554
10,mother,3,55.1916,31.0594,0.8276,62.7050,27.1718
10,father,3,78.4495,41.5182,0.9637,69.0906,10.7053
10,mother,4,53.7355,30.6524,0.7943,61.8466,27.3522
10,father,4,78.7078,40.8678,0.9699,70.0167,10.2945
10,mother,5,51.7663,28.7871,0.8066,61.0681,29.0815
10,father,5,82.7575,41.2241,0.9510,69.1763,12.8780
10,mother,6,51.8457,30.3203,0.8027,61.6323,29.1749
10,father,6,79.1893,41.3439,0.9575,67.8116,11.7317
10,mother,7,52.3574,28.5956,0.7878,59.8634,30.1826
10,father,7,80.5622,40.6578,0.9569,70.8852,12.8020
10,mother,8,48.7242,29.6467,0.7891,60.1395,27.6336
10,father,8,81.2461,41.5291,0.9667,69.5353,13.0166
11,mother,-4,70.3642,35.8371,0.9329,67.5368,11.3422
11,father,-4,79.0865,41.1536,0.9710,71.6632,8.6891
11,mother,-3,67.6992,35.7569,0.9108,68.5172,13.5855
11,father,-3,80.3061,41.9288,0.9665,69.8104,6.2474
11,mother,-2,65.8352,36.4752,0.9438,68.2006,11.1532
11,father,-2,82.5840,41.9168,0.9779,68.1219,5.4030
11,mother,-1,66.4972,35.5102,0.9438,66.2996,11.7156
11,father,-1,80.3019,41.2353,0.9577,70.1999,9.3563
11,mother,0,62.0212,32.8480,0.9547,67.8216,11.6851
11,father,0,78.6459,41.7215,0.9842,70.8581,8.2947
11,mother,1,59.1781,33.2790,0.8806,65.9252,18.7170
11,father,1,82.1904,42.0541,0.9772,69.4877,9.1776
11,mother,2,52.1847,30.7745,0.8312,64.2722,23.4789
11,father,2,80.8327,41.2674,0.9653,70.9155,10.3867
11,mother,3,49.1972,29.5301,0.8087,60.4665,23.6339
11,father,3,79.6804,41.0071,0.9591,69.8520,11.4486
11,mother,4,47.4466,29.5788,0.7924,61.2706,30.6132
11,father,4,81.2235,41.3335,0.9569,70.6645,11.0083
11,mother,5,48.1826,28.6861,0.7850,61.0762,26.3087
11,father,5,80.9659,42.1161,0.9693,70.0946,12.3144
11,mother,6,45.9766,28.3048,0.7901,61.9230,29.4138
11,father,6,81.7896,42.5455,0.9684,71.6020,11.4225
11,mother,7,46.5816,28.9663,0.7800,60.0186,30.4694
11,father,7,82.7148,40.3084,0.9766,69.9506,10.8273
11,mother,8,46.7358,27.2047,0.7805,62.4488,30.0878
11,father,8,82.6804,42.7552,0.9567,70.6360,12.9520
12,mother,-4,78.8345,37.1521,0.9400,66.0340,14.3689
12,father,-4,76.2211,41.1037,0.9696,68.4913,7.0288
12,mother,-3,75.1784,38.1699,0.9542,69.9664,12.8723
12,father,-3,78.6243,41.3749,0.9778,70.8273,7.8348
12,mother,-2,77.1217,37.8309,0.9313,67.1906,11.7616
12,father,-2,77.4554,42.3204,0.9698,70.0753,7.0074
12,mother,-1,78.0884,37.1424,0.9493,67.4732,11.7955
12,father,-1,77.0360,41.6123,0.9634,69.5661,7.8659
12,mother,0,73.5984,34.1214,0.9547,67.6620,10.2259
12,father,0,78.3007,41.0542,0.9682,70.9814,7.4335
12,mother,1,66.5011,35.0438,0.8738,64.6968,18.5396
12,father,1,78.3043,41.7193,0.9777,71.0705,8.1932
12,mother,2,60.4561,33.2872,0.8361,62.5104,22.7258
12,father,2,80.5621,41.1679,0.9617,69.8575,10.3368
12,mother,3,60.8309,31.9209,0.8132,61.0259,24.4254
12,father,3,77.8807,41.1907,0.9589,70.1242,9.2302
12,mother,4,60.0876,31.1261,0.7960,60.6043,28.1088
12,father,4,77.8727,41.4188,0.9573,70.0407,11.5500
12,mother,5,58.5347,29.4832,0.7856,61.1269,29.2924
12,father,5,79.8081,42.0958,0.9696,67.8427,11.3743
12,mother,6,55.3638,31.1949,0.7929,58.8971,29.4993
12,father,6,78.4038,41.7352,0.9667,70.8702,12.1244
12,mother,7,55.6047,29.6889,0.7950,60.3400,30.1055
12,father,7,77.6781,41.2827,0.9557,70.9414,13.1347
12,mother,8,55.4370,30.5046,0.7940,60.7142,29.6904
12,father,8,79.0595,42.0375,0.9606,69.8223,11.9370
13,mother,-4,69.8746,36.7982,0.9247,67.2162,11.8479
13,father,-4,78.6457,41.4983,0.9666,70.1416,8.6424
13,mother,-3,70.2796,37.7763,0.9416,68.2474,10.8315
13,father,-3,81.3675,41.0573,0.9828,70.6228,7.8602
13,mother,-2,70.1411,36.9941,0.9610,67.3544,13.2575
13,father,-2,81.6038,41.7462,0.9723,70.3367,9.3099
13,mother,-1,69.5739,35.7002,0.9357,68.0102,12.4409
13,father,-1,78.1531,41.0100,0.9714,69.4427,9.2496
13,mother,0,67.4069,33.7082,0.9561,68.4704,12.8178
13,father,0,78.3090,42.0240,0.9598,69.7588,7.0361
13,mother,1,61.1927,33.9654,0.8995,64.3389,18.0386
13,father,1,79.0647,41.2474,0.9675,71.1112,8.3774
13,mother,2,58.1676,32.9859,0.8445,63.6941,24.4759
13,father,2,78.4888,42.2544,0.9512,69.5117,10.6287
13,mother,3,54.7532,31.4837,0.8143,63.4752,23.2538
13,father,3,78.1148,42.1469,0.9465,69.9359,9.6973
13,mother,4,53.1431,30.3094,0.8029,62.2121,25.6620
13,father,4,79.3865,40.5921,0.9553,69.5104,11.4118
13,mother,5,52.6890,30.0590,0.7937,60.8935,27.6266
13,father,5,78.7147,41.1954,0.9803,70.2375,10.6932
13,mother,6,49.8629,29.6205,0.7846,60.1140,27.9420
13,father,6,78.9806,41.6285,0.9643,70.3268,10.7562
13,mother,7,51.4620,30.1595,0.7842,60.7376,29.7269
13,father,7,78.8354,41.9995,0.9645,71.4388,11.3054
13,mother,8,50.4171,28.5740,0.7966,61.0657,30.9199
13,father,8,80.9696,41.4947,0.9709,69.1346,11.8125
14,mother,-4,68.5841,34.5934,0.9533,67.8847,10.8360
14,father,-4,79.6415,40.9288,0.9658,68.3578,7.9460
14,mother,-3,66.5481,33.6616,0.9477,68.1644,13.0230
14,father,-3,80.4591,41.8824,0.9763,69.5949,8.0323
14,mother,-2,69.1028,34.3862,0.9340,67.6767,11.4720
14,father,-2,81.4065,41.0199,0.9656,69.2048,7.1139
14,mother,-1,67.8285,35.0882,0.9376,68.8649,12.7181
14,father,-1,81.0564,41.1822,0.9717,69.9332,7.3478
14,mother,0,66.4825,32.0283,0.9253,67.5312,13.6256
14,father,0,80.5008,41.8514,0.9542,68.2745,6.7833
14,mother,1,61.7958,31.6880,0.8746,66.3182,19.0755
14,father,1,78.2796,40.8076,0.9778,69.0606,8.3474
14,mother,2,56.0040,29.6616,0.8413,63.2797,22.7722
14,father,2,79.3359,41.9206,0.9712,70.0829,10.2459
14,mother,3,50.7514,29.3063,0.8068,62.1327,25.7288
14,father,3,77.9446,42.5404,0.9608,68.4904,8.5777
14,mother,4,49.6247,29.2548,0.7959,60.6814,26.9238
14,father,4,80.0272,42.3620,0.9797,69.3269,11.3068
14,mother,5,45.7567,28.5845,0.7749,61.1963,29.0947
14,father,5,81.6836,41.9544,0.9870,72.0595,12.1562
14,mother,6,46.6470,28.3236,0.7893,61.4835,29.6849
14,father,6,78.3645,41.5679,0.9618,70.5004,12.0994
14,mother,7,45.1326,26.9818,0.7985,61.4707,31.0966
14,father,7,81.9467,42.0946,0.9649,71.4632,13.0377
14,mother,8,44.3373,27.6950,0.7732,62.2892,28.0925
14,father,8,79.2591,40.3906,0.9713,70.8343,13.7435
15,mother,-4,68.2088,37.0155,0.9514,65.5764,11.7378
15,father,-4,80.2258,40.7728,0.9557,70.1718,7.3746
15,mother,-3,70.2741,35.6368,0.9492,68.8449,11.5116
15,father,-3,82.2780,41.0928,0.9647,70.8844,6.6084
15,mother,-2,69.1394,35.6223,0.9411,68.6359,11.8189
15,father,-2,80.0242,41.2050,0.9620,71.6565,9.1645
15,mother,-1,66.2118,35.7979,0.9397,68.8486,10.8929
15,father,-1,81.3591,41.2219,0.9650,69.6591,7.7453
15,mother,0,64.0775,32.5539,0.9444,68.2788,12.7659
15,father,0,78.6875,40.2368,0.9621,69.3708,9.2469
15,mother,1,60.8993,33.3206,0.8849,64.0291,20.5465
15,father,1,82.5614,39.8542,0.9649,71.1983,9.0062
15,mother,2,56.2821,31.1128,0.8320,61.9581,23.4096
15,father,2,79.6395,40.9620,0.9561,70.2400,10.5202
15,mother,3,51.6198,30.6615,0.8266,60.5046,25.8867
15,father,3,80.9874,42.2749,0.9671,69.8485,10.4083
15,mother,4,48.6123,29.7797,0.8339,59.6732,29.2721
15,father,4,81.9868,41.3840,0.9706,70.3167,9.9046
15,mother,5,47.0853,29.4933,0.8034,62.6755,28.2630
15,father,5,82.6847,41.4259,0.9539,71.2492,12.8948
15,mother,6,46.2071,28.6703,0.8022,61.2950,28.1652
15,father,6,80.8346,41.1757,0.9631,71.6240,13.0641
15,mother,7,44.8223,28.9169,0.7884,59.9225,29.1581
15,father,7,80.8341,42.0918,0.9618,69.4077,12.6192
15,mother,8,45.8685,29.1709,0.7740,60.2475,29.3930
15,father,8,81.1165,41.3520,0.9760,69.0151,12.6608
16,mother,-4,68.2300,34.4753,0.9474,66.8709,10.9418
16,father,-4,81.4930,39.9942,0.9677,70.9903,8.4449
16,mother,-3,68.0067,35.6411,0.9442,67.3029,11.8399
16,father,-3,82.4195,41.1828,0.9624,68.7262,6.4276
16,mother,-2,67.3497,35.3527,0.9300,68.1177,13.4017
16,father,-2,81.8453,39.2192,0.9578,70.0098,6.7678
16,mother,-1,68.7067,35.3287,0.9392,69.1459,12.8518
16,father,-1,84.0755,40.1700,0.9586,70.1804,9.4724
16,mother,0,62.2058,31.6231,0.9316,68.7860,11.5867
16,father,0,83.7245,41.2179,0.9721,71.0136,9.3881
16,mother,1,58.3141,32.3567,0.8641,65.4628,20.3887
16,father,1,82.8599,40.6605,0.9740,70.4959,8.2467
16,mother,2,54.9452,30.0786,0.8597,63.5830,23.4819
16,father,2,81.7083,41.6091,0.9755,69.2910,10.9695
16,mother,3,52.7538,29.5174,0.8071,62.9598,24.8207
16,father,3,85.4026,41.3018,0.9499,68.8781,10.2646
16,mother,4,49.9093,29.8142,0.8027,61.8699,28.7754
16,father,4,84.2055,40.1358,0.9694,68.4185,10.8374
16,mother,5,49.2574,29.5003,0.8166,61.5810,28.7579
16,father,5,81.8618,41.7812,0.9608,70.4455,10.7265
16,mother,6,49.7856,28.0081,0.8021,60.6135,31.0346
16,father,6,85.4050,40.6864,0.9544,70.9481,12.2700
16,mother,7,48.8397,29.4366,0.7777,61.3441,29.9870
16,father,7,83.0030,41.1325,0.9661,71.6106,10.6309
16,mother,8,46.9766,29.4024,0.7782,59.7177,30.5473
16,father,8,83.3666,41.1294,0.9580,71.3338,12.6745
17,mother,-4,75.4479,34.2678,0.9372,67.6550,9.8872
17,father,-4,82.9283,42.0359,0.9639,71.3648,8.0871
17,mother,-3,78.1269,34.1555,0.9398,66.8335,12.0887
17,father,-3,80.4778,41.5952,0.9613,70.3399,7.7890
17,mother,-2,77.1893,33.7125,0.9503,71.3731,11.6293
17,father,-2,83.7985,41.8243,0.9719,72.2600,7.2151
17,mother,-1,75.7372,34.3079,0.9395,68.1319,10.6237
17,father,-1,82.4613,41.9670,0.9525,70.3172,7.2001
17,mother,0,73.2943,31.9037,0.9377,68.6621,13.1567
17,father,0,82.6044,41.1845,0.9777,71.4334,7.8562
17,mother,1,67.1731,31.4464,0.8661,66.7283,19.8117
17,father,1,82.7730,41.6346,0.9661,70.0457,10.3105
17,mother,2,60.7878,29.3506,0.8498,63.2166,23.4325
17,father,2,81.8022,42.4489,0.9586,69.5348,10.7575
17,mother,3,61.0280,29.3531,0.8253,62.4666,26.8543
17,father,3,84.9194,42.0932,0.9713,71.4607,10.6432
17,mother,4,56.7855,27.8913,0.7877,60.7465,26.9184
17,father,4,83.2619,41.8302,0.9534,70.7955,10.4941
17,mother,5,56.1845,28.0767,0.7914,60.0160,27.0003
17,father,5,83.3534,42.2456,0.9602,70.5906,13.2248
17,mother,6,54.3987,27.1460,0.7815,59.8432,27.0200
