worker_id,lottery_win,region,baseline_rank,skill_index,credit_score,family_constraint,local_opportunity_gap,move_any,move_far,employer_switch,occupation_upgrade,move_distance_km,unemployment_days,wage_growth,lottery_label,gap_quartile
34,1,West,41.90602725968847,-1.3274646370382748,-1.651269490774239,0.9238092906722233,0.8625317853641699,1,0,0,1,231.60906299834352,17.862348620265244,0.08310554443796897,winner,Q4
35,1,South,24.72015738458799,0.36126463086886745,-0.40302898434128775,0.44447478119914274,0.6673080435115443,0,0,1,0,0.0,16.485841196012657,0.04776135725499198,winner,Q3
36,0,South,63.224537303527356,-0.057340957469806386,1.1132862101940728,0.40161515831271644,0.030916269782406358,0,0,0,0,0.0,31.9709232243742,-0.0017719139755733686,control,Q1
37,0,West,16.510029128423803,0.8024318253986861,0.11378234282810583,0.30645253704287234,0.06306953079047029,0,0,0,0,0.0,25.47899796527966,0.0005213011877540502,control,Q1
38,1,South,56.36238358122238,1.8091424619121108,-0.7173433186108893,0.8939937895144108,0.8971412273656386,1,0,1,1,163.86472567198754,19.22141322679676,0.07985175625804106,winner,Q4
39,0,North,33.09012136970605,-1.2107061187497594,-0.5471917417834714,0.7163644294974454,0.4390804140624758,0,0,0,0,0.0,36.046031440457035,0.023666949826404625,control,Q2
40,0,South,27.29153312922633,-1.278831945213599,-1.4183342558303753,0.8403420279522369,0.09140814509826378,0,0,0,0,0.0,28.516677794595488,0.0057051798960192955,control,Q1
41,1,Midwest,84.54438396846608,-1.2239049748885185,-0.5327229828488629,0.8897143022077453,0.18625213427809506,0,0,0,0,0.0,22.95044753760435,0.007337538090517071,winner,Q1
42,0,South,44.4185156236183,-0.5912961635769624,0.2597985719513725,0.24838704843720716,0.2570628895249032,0,0,1,0,0.0,19.397511592874892,0.029888844688952112,control,Q2
43,1,West,40.92974222160144,-2.141290643422765,0.3691445309015904,0.3885284325780891,0.35770665893490694,0,0,0,0,0.0,14.23846489394956,0.06027467994194513,winner,Q2
44,1,North,22.581059626048187,-1.1033053146235992,-0.7519118720704551,0.10193810264727377,0.6838334830855864,1,0,0,0,203.5886325607805,20.427810885744197,0.0640081377179789,winner,Q3
45,0,South,23.366988213013755,1.0868833168777732,-0.6380849292176061,0.5659095825508557,0.9363568512955874,0,0,0,0,0.0,36.959329139033386,0.022070073920537715,control,Q4
46,1,North,14.856722631480404,0.8933635908580609,0.6604560597982557,0.4403349596550433,0.027769907394181725,1,0,1,0,185.6112831528755,24.421839497584205,0.06990068719835818,winner,Q1
47,0,North,61.377546497102216,-0.15215985520895126,-2.057547562557886,0.4485382171972734,0.008913122410303398,0,0,0,0,0.0,29.01121877793,0.009735379441647112,control,Q1
48,1,South,25.851150966585806,-1.7157311366619377,0.46583113385145686,0.6914644191854292,0.3803695260740725,0,0,0,0,0.0,16.718440117018424,0.000782990708652509,winner,Q2
49,1,Midwest,67.53822146259147,-1.4978046540300565,-0.04396848410256776,0.46419244135949334,0.8144616277302492,1,0,0,0,228.37904154135586,23.442438039134558,0.0785718977486842,winner,Q4
50,1,West,12.061351383042656,0.3589204075087858,0.6031372343821638,0.8203734060029079,0.5984099518034585,0,0,0,1,0.0,29.05774959854328,0.04478066284271009,winner,Q3
51,0,South,75.7065739123691,-0.6362974131692991,0.7453883472741338,0.9120313201295198,0.44997288612684516,1,0,0,0,233.41374024852286,39.32828001667907,0.07683712480768032,control,Q2
52,1,South,67.13317977533526,0.002337224145455548,0.39295913971836516,0.09338001329305079,0.7698831516290383,1,0,0,0,164.02426653810238,8.242904779821203,0.023462801253725015,winner,Q4
53,0,South,36.731634309696176,0.02236753888386036,-1.3394191130595536,0.9305483556431522,0.4484528853485811,0,0,0,0,0.0,27.011795259559747,0.040663676594338685,control,Q2
54,1,Midwest,70.6198389172487,-0.22781154318817837,-0.21543212911656978,0.96814560386405,0.3000144041118411,0,0,0,0,0.0,22.873089747038186,0.017015673865229473,winner,Q2
55,1,Midwest,80.24737011830881,-0.6215480044818525,-0.6532717289570882,0.5697840265474834,0.135052359808996,0,0,0,0,0.0,21.591670077932385,0.022801403020746784,winner,Q1
56,1,South,37.76619711164723,-0.38405238838699374,-0.2990652047500475,0.7569492354991479,0.016847217866714614,0,0,0,1,0.0,28.46389207919318,0.03196655166285622,winner,Q1
57,0,South,21.744300944962536,-0.579661138148033,-0.07511131203026979,0.831567320197088,0.5085095654192416,0,0,0,0,0.0,34.280060177735805,0.01653023372254897,control,Q3
58,1,Midwest,70.12190375992162,-0.13602714165669627,1.3301986142634095,0.8128657226952358,0.7405065491509703,0,0,0,0,0.0,25.001336618933298,0.001949751586477113,winner,Q3
59,0,North,26.471940589132554,1.1237379949485755,-0.3020445132034285,0.8456121324292968,0.7484080306379313,1,0,1,1,119.93641023677654,24.56193801650346,0.05632824532858618,control,Q4
60,0,West,63.81592702446387,0.09051849171297531,0.17478190661621304,0.14375451657247906,0.3895161632359402,0,0,0,0,0.0,29.961729801817494,0.03324233686902783,control,Q2
61,0,South,65.1579692022693,0.00876518989768743,-0.496650167192203,0.16065089379509367,0.417232157903619,0,0,0,0,0.0,25.896114590239954,0.01765448250310687,control,Q2
62,1,South,79.60145019949383,0.9273252910259672,1.1276746078337279,0.24689373573739704,0.4801032840251017,0,0,0,0,0.0,21.981226538319692,0.02351447764107713,winner,Q2
63,1,South,79.57204261969567,-0.5748824229067201,-0.3389357767370069,0.2609370731815499,0.015676730990617282,1,0,0,1,112.15028499725713,19.43894223623054,0.08725027316198415,winner,Q1
64,1,Midwest,50.39961181971052,-0.5131391104864713,-1.055650922477401,0.059589953798374395,0.36905567627417835,1,0,1,1,175.37766694244468,18.416548838957887,0.05939832567128839,winner,Q2
65,1,West,34.770936277350806,-1.879105152382863,-0.09767071983371452,0.7744008068359562,0.1790678916295516,0,0,0,0,0.0,12.163789473032207,0.03237189290534857,winner,Q1
66,1,South,53.13291890025007,-0.8157608678371853,0.19065856919634336,0.5252421452630803,0.6453850479103362,1,0,0,0,250.80893197322308,19.000865600158164,0.023452579803635902,winner,Q3
67,0,Midwest,28.549318895381255,0.0498349547838178,-0.2651326061488589,0.8214908104167284,0.03893755967021406,0,0,0,0,0.0,24.309093076950774,-0.022563368905390402,control,Q1
68,1,North,41.13980126734516,-0.48242228987780267,0.5148128513072417,0.5332677200145076,0.4993459991537803,0,0,0,0,0.0,27.39064761705358,0.034512635048055976,winner,Q3
69,1,Midwest,80.23508873011642,1.2178312818760348,0.20408892530345898,0.11258769007544711,0.699128745213026,1,0,1,0,208.83530959520382,20.249365248835534,0.04891264332706939,winner,Q3
70,1,Midwest,37.782228222280445,-0.4364830816346331,1.2294634289307507,0.3967984542342584,0.47621134183908775,1,0,1,1,126.79383187057428,20.9397920207309,0.07271212053299178,winner,Q2
71,0,Midwest,74.34731696725719,-1.260550062166971,-0.583905442505904,0.8119979639033906,0.30894090572769595,1,0,0,1,116.42097473517876,28.05744975038044,0.039765950641352084,control,Q2
72,0,North,67.2063820247478,-0.8024116962181316,-0.3788234676070658,0.02452608764647013,0.4978104264215617,0,0,0,0,0.0,33.6298589184314,0.027338083641983257,control,Q3
73,1,West,55.21496810964459,-0.93707909623239,2.0404341387677776,0.2460216824396213,0.5965603083412665,1,1,1,0,332.0036430693981,19.766299907695064,0.02405970369378993,winner,Q3
74,1,North,39.16624680444481,-1.4278403777641295,0.8103659736523309,0.6728055855118903,0.0040228793994432355,0,0,0,0,0.0,17.245990174712365,0.021142250296502022,winner,Q1
75,0,West,27.000684065043448,-0.8643232508701695,-0.8791392197906852,0.2266455491345054,0.9240012771731471,0,0,0,0,0.0,20.100915872522172,-0.015078849530369774,control,Q4
76,1,South,88.95377491957144,-0.1701142921995022,-1.3723399393339182,0.630167147858919,0.21901752538065145,1,0,1,0,246.47162463399505,18.563435528281506,0.07450656746483028,winner,Q1
77,1,Midwest,79.52362392443769,1.8401305758728452,-2.377227696026266,0.47121889712750886,0.7734911273234136,0,0,0,0,0.0,27.485636998121755,0.014657820400057725,winner,Q4
78,1,North,51.71774865207954,-0.47392081094625677,-0.7825588965943939,0.2060555278822943,0.35794504627628143,0,0,1,0,0.0,12.405188783478804,0.0029906520992956723,winner,Q2
79,0,Midwest,84.04998261617746,1.1209229923595754,1.528339342198695,0.8577449665627115,0.25236542834501496,0,0,0,1,0.0,34.15414890654478,0.023223282655680473,control,Q1
80,1,South,32.946028941863716,-0.668544057102458,0.8581022673984126,0.24279911629401196,0.6688627193142881,0,0,0,0,0.0,30.97756458522462,-0.011375229929951474,winner,Q3
81,1,North,30.001812752402095,-0.21416988957463834,0.5521301350600952,0.772116494551842,0.5812760528470668,0,0,0,1,0.0,29.55910346742834,0.03355732103967757,winner,Q3
82,1,North,51.35293283287186,-0.8632965133022555,-0.17330778448468676,0.8850232435281261,0.9700582475401426,0,0,1,1,0.0,24.125996437862334,0.06402862968064145,winner,Q4
83,1,North,22.067749692290775,-0.2474703503201237,0.17931723037049685,0.8830681096392723,0.19355328104451242,1,0,1,1,177.45576130576026,12.754538752560533,0.05464080556587502,winner,Q1
84,0,West,80.40171793893711,0.05873375089625024,1.1386092808209884,0.38015871997983,0.09836571068807898,0,0,1,0,0.0,29.629383774465545,0.034198581497713924,control,Q1
85,1,South,84.26451156744794,0.41419021454774835,-1.2146182604239335,0.01745569033866945,0.9361991881815567,1,0,0,0,261.8659187704284,20.201123140080128,0.023405960732064603,winner,Q4
86,0,Midwest,66.80626753333053,-1.5907624954446635,1.3271093783065013,0.8467172251113347,0.1910241090045861,0,0,0,1,0.0,35.995864396936824,0.04298119509342428,control,Q1
87,1,North,15.405403880697666,0.8236160578145661,1.182579190518386,0.1156515379798948,0.08849437900175372,0,0,1,1,0.0,28.177440362371627,0.05621930081346059,winner,Q1
88,0,West,72.3891082032683,1.0850823043318558,1.9851196081295275,0.16609298242930992,0.968921863289957,0,0,1,0,0.0,17.985972082856712,0.009025208582958136,control,Q4
89,1,South,10.68598890536622,0.10752788391070797,-0.9439780129508,0.5016310507209094,0.5265756123105876,0,0,1,1,0.0,15.12719587109154,0.05088109455787819,winner,Q3
90,1,South,62.406783605199465,0.1565985250786539,0.3301089367672666,0.09879662622462226,0.8515877879527226,1,0,0,0,180.52096573461,14.055555582009774,0.03578398939942631,winner,Q4
91,0,Midwest,37.370043103625505,-0.8057196392445032,-0.5713233294790422,0.24569035296088815,0.3783424481087099,0,0,0,0,0.0,25.823241345460332,-0.0009157749039646803,control,Q2
92,1,West,17.760433851479558,0.9427908596870586,-1.002403014005388,0.2985119812591053,0.028692849967931866,0,0,0,0,0.0,30.581096095272432,0.018519312281376647,winner,Q1
93,1,South,52.53426148038684,0.6646498323702922,-0.7274570191943726,0.22702455396697307,0.7987686225127706,0,0,0,0,0.0,28.90798725698257,0.015506370487727144,winner,Q4
94,1,Midwest,77.64251117448603,-1.0470413744539229,-1.582788810426219,0.22996410010412693,0.95610156579475,0,0,0,0,0.0,17.212119045590715,0.011831222126401027,winner,Q4
95,0,Midwest,41.72481366677147,-0.024264861867310625,-1.0829998373792489,0.8136519853867913,0.5509130640629434,0,0,0,0,0.0,30.964240449541116,0.005535898827300913,control,Q3
96,1,Midwest,56.77016840658112,0.6058167916166172,-1.794001189343762,0.23915643480320603,0.19897885048459507,0,0,0,0,0.0,34.37647993256303,0.02568013987816435,winner,Q1
97,0,South,37.350420796398794,-0.8364314204511281,1.360482774430487,0.9670564631262686,0.55566397386436,0,0,0,1,0.0,28.26644891726044,0.029974802365068734,control,Q3
98,1,South,80.51164491077827,-0.10236591706970002,0.5079414157624155,0.2574316592889553,0.6571650824809097,0,0,0,0,0.0,25.836840035968635,0.020696236213330423,winner,Q3
99,1,Midwest,89.50440274446377,-0.014080324123017636,-1.7659007451891229,0.04081212983166849,0.7647741053504598,1,1,1,1,328.3615481299629,18.19325818211943,0.07628801969909926,winner,Q4
100,1,North,50.49158263135666,-0.06852240711763698,0.07015995268467798,0.5712408506057054,0.8484609772856013,1,0,1,1,176.22715174779694,12.473440172243748,0.04115438224269346,winner,Q4
101,1,Midwest,15.813398825506821,0.027485612944763094,-0.9685583930686911,0.19183105651486565,0.6644226799130962,0,0,0,0,0.0,10.957132577594908,0.03191187502656923,winner,Q3
102,0,North,74.79924505462505,1.0409628616610926,-0.73386809271899,0.005925076497632187,0.06638364448269185,0,0,1,0,0.0,27.8534247289039,0.02529730595511122,control,Q1
103,1,South,33.043090251699965,-0.09576821793349663,0.8405285587099313,0.9658837695383885,0.4896028338316607,0,0,0,0,0.0,22.49081306521218,0.050244634555956444,winner,Q2
104,0,Midwest,75.6994138436867,2.481759681164512,0.8442633168072542,0.7889074214992718,0.7435625420734004,0,0,0,0,0.0,27.803044004638302,0.017385853636364454,control,Q4
105,1,South,69.67957525451199,0.8829068897176057,-0.06672222676852574,0.8779655666798439,0.03210051481371434,0,0,1,0,0.0,17.963585975079713,0.044476170461931135,winner,Q1
106,0,West,40.9854091840193,0.38413482598530785,-0.791886394716686,0.9347290012327886,0.3577003944498114,1,1,0,1,257.9725879763732,31.852411081188055,0.042136677317872726,control,Q2
107,0,Midwest,72.13539662979194,-1.7766519774617764,-0.6040462932837167,0.8162907195902704,0.03210307666178591,0,0,0,0,0.0,31.000023511467496,0.010969935111648092,control,Q1
108,0,West,62.28084129200554,0.1875497369338176,0.7540107659686237,0.15989006258816696,0.12860241498044633,0,0,0,1,0.0,14.349534557647065,-0.0016949154126600155,control,Q1
109,0,North,88.18694507427227,2.30166146085186,0.4130250839092469,0.0042413441878026426,0.026224254222885657,0,0,0,0,0.0,20.183840074038798,0.053936402979693834,control,Q1
110,0,West,58.78037523881729,1.318097459716419,0.6795701923388104,0.6211228219534479,0.8913420717728777,0,0,0,1,0.0,37.07318513910864,0.035878692658403266,control,Q4
111,1,North,41.843839272519986,-0.4350979696592495,0.9181774677908989,0.9293386512820785,0.6339897593913469,0,0,0,1,0.0,34.148112867691175,0.0365701208767832,winner,Q3
112,0,South,38.65122520840485,-1.3123346241642262,-0.4280416607574053,0.22427205019772778,0.6429140442470621,0,0,0,0,0.0,26.21869249802746,0.028026634985902285,control,Q3
113,0,North,24.438182648126965,-1.5034342135307006,-0.26413748082320776,0.6836794359730533,0.23949955198358386,0,0,0,0,0.0,26.123625630967794,-0.011901208099413647,control,Q1
114,0,South,49.346218393378294,-0.17085546528512463,-0.9033463364784342,0.8881063505322384,0.14945489880708807,0,0,0,1,0.0,26.375792203409375,0.0032064983907480436,control,Q1
115,0,Midwest,40.785750990110294,0.22110059802805024,-0.14234816096363032,0.87238123866242,0.2894482827849898,0,0,0,1,0.0,30.945015315406803,0.013992938760638372,control,Q2
116,0,South,28.24139089255165,-1.1411421694535033,-0.46628089187070965,0.7115553053470193,0.30348852865166476,0,0,0,1,0.0,31.43197687943054,0.024212763719319012,control,Q2
117,1,Midwest,12.21493356525058,0.2662414638552095,0.7185011241606312,0.933684393051197,0.4209606538297336,0,0,1,1,0.0,15.953286647375705,0.08007686784908755,winner,Q2
118,1,South,41.24523548802963,1.222266026607576,0.2422612319693217,0.08205294032228583,0.7059977010818004,1,0,1,1,200.92742437009431,9.867561262605973,0.06436328744135568,winner,Q3
119,1,South,35.628393835482235,2.0886103347539846,-0.4173384837755718,0.46093378891447967,0.5151302288405039,0,0,0,0,0.0,28.39410642848369,0.017601584859567268,winner,Q3
120,1,South,80.13734150515496,-1.014336586056656,-0.7886433092814481,0.9949182781829583,0.38196285243313044,0,0,0,0,0.0,16.49130410219194,0.04158585455807713,winner,Q2
121,1,South,53.325699897367784,0.19461652459198023,0.665618241306734,0.8625483773191901,0.09169590321638932,0,0,1,1,0.0,25.440330077488536,0.05041305690614494,winner,Q1
122,0,South,70.71210161946084,-0.2670369156575011,0.5925105846329647,0.6181310971565489,0.2155419804796176,0,0,0,0,0.0,35.03590757266478,-0.005649500006760478,control,Q1
123,0,West,66.59506700735959,1.9987718580720693,0.8744338799974363,0.7388607179568769,0.654375552473694,0,0,1,0,0.0,20.48948177533531,0.010686287275782677,control,Q3
124,1,South,59.573436505775376,-1.0211079971240413,2.3508896185661734,0.703816711851581,0.2312913508004314,1,0,0,0,92.8116004877905,40.74677454250741,0.08663407659871548,winner,Q1
125,0,West,66.91053368820249,0.14466184373335864,0.22300163353148914,0.9711294578038454,0.6271266634373126,1,0,1,1,168.22185158610222,20.275418577798646,0.0701178660723885,control,Q3
126,0,West,42.553984922024526,0.2946960234867125,0.5805628877749507,0.8335356872946297,0.9430523250738809,0,0,0,0,0.0,27.70212987449147,0.040540267278680805,control,Q4
127,1,West,59.590067656575044,0.38225938930753484,-0.710680080060133,0.45522889707530745,0.6413794197234812,1,0,0,0,268.3116266943082,20.763901654488215,0.02237369362157171,winner,Q3
128,1,South,48.85077027477153,0.7949198183811852,-1.843249630764696,0.5835828810682271,0.4146035481657645,0,0,1,0,0.0,15.759140800481607,0.05378151377609654,winner,Q2
129,1,North,72.40115704098338,-0.37438773052756075,0.6047286868278698,0.9563473590139543,0.955764247169205,0,0,0,1,0.0,24.92830977816926,0.050975562946157606,winner,Q4
130,0,West,76.2591862809683,0.25843210362548796,-0.8581994516095305,0.8786928076941083,0.6316581934196066,0,0,1,0,0.0,27.582860227846076,0.023441071898132375,control,Q3
131,0,South,68.34544389786325,-1.288255583232704,-0.608359537109205,0.6416914380737293,0.8713178110741885,1,0,0,1,272.63997047654357,48.01520503552988,0.03912216253701061,control,Q4
132,1,North,58.12918482694596,0.11220075558197129,-0.462758357431472,0.7982095174707847,0.985982647566776,0,0,1,0,0.0,0.0,0.05714960269759868,winner,Q4
133,0,North,86.52162255126557,0.5253480900471891,-1.8342925352998427,0.2494058937206054,0.6055250059595824,0,0,1,0,0.0,22.9958588968322,0.06157744950372602,control,Q3
134,1,West,72.32064552533512,-0.23825008869814035,0.042269988847245525,0.8273415254188563,0.8330967240369107,0,0,1,1,0.0,29.98272995618073,0.07223084177169309,winner,Q4
135,0,West,38.266223132263136,-0.4079608145374941,0.5367908171727523,0.9371345752657597,0.35048446827533175,0,0,0,0,0.0,24.159188915201558,0.04305434544761298,control,Q2
136,1,South,69.01008782583483,1.3328769516802867,0.8614576229405525,0.008918593869254199,0.021231424243197794,0,0,0,1,0.0,25.17300824774982,0.02407047882801217,winner,Q1
137,1,West,36.658359622753885,-0.44191528506053135,1.625140010702359,0.1653322963796161,0.782595348550669,0,0,1,0,0.0,11.491904235734198,0.05311801107343993,winner,Q4
138,1,Midwest,84.80067048746474,0.3861159969738953,-0.8917636930748454,0.9087317727486708,0.30251233303941205,1,0,1,1,99.21995199016386,29.352021789191692,0.06580308275195579,winner,Q2
139,0,South,69.01630532675198,1.3292029014639875,0.936494989127005,0.5183061732114126,0.1645653200486864,0,0,0,0,0.0,22.948079366927697,0.006690752896897903,control,Q1
140,0,Midwest,67.62057968451828,1.339991169992705,0.1210690759734548,0.5268702466802911,0.4337209721377311,0,0,1,0,0.0,27.45212212538998,0.013305135821882585,control,Q2
141,0,South,60.14047744218811,-0.6927934842078118,0.29881900679129814,0.20974653191488069,0.7308656593928323,0,0,0,1,0.0,34.538375019073904,0.05926408012361009,control,Q3
142,0,Midwest,71.63474102475402,0.835821068058607,-0.9811573949787662,0.5343496659143255,0.9032887002341112,1,0,1,0,176.63393224601683,12.205905039089364,0.04640868586386136,control,Q4
143,1,South,79.57278948965364,0.6241264752046168,0.3333207670932978,0.04270852353879406,0.35035289191005925,0,0,0,1,0.0,17.470995472484937,0.05111272896783213,winner,Q2
144,0,North,31.073703601875103,-0.48935459607825027,-1.0047734330371065,0.9548260402512408,0.37461056386127733,0,0,0,0,0.0,25.02379397978811,0.01622492074199932,control,Q2
145,1,South,16.570807132925466,-1.4845201639202479,0.7354240264421905,0.07909274383086873,0.05870247573598564,0,0,0,1,0.0,23.30761327197695,0.026971097120749236,winner,Q1
146,0,South,63.41941457316597,-0.7419111660555818,0.49934552305165614,0.5127090347586489,0.09686932184831698,1,0,0,1,202.00150360450277,31.62889738271179,0.029389289570842435,control,Q1
147,1,North,23.004589098723834,-0.6820276338806478,0.046493143347279296,0.162629372757376,0.21754184493469253,1,1,0,1,260.2294166983104,30.856900943902723,0.03745078765114779,winner,Q1
148,0,West,31.434912070149103,-0.8488982312560841,-0.13626818694326193,0.9675987441171908,0.45604911839454876,0,0,1,1,0.0,26.147886301387942,0.014783880400199609,control,Q2
149,1,West,48.68023793253559,0.3067662841543865,1.8671448273182827,0.8762044613801991,0.6549930924554386,1,1,0,1,288.0389086135459,22.471023702761578,0.0725867370186019,winner,Q3
150,1,Midwest,17.8525810663327,0.6005363189429813,-0.021621511739151344,0.3461306925161678,0.5652227528809535,0,0,0,0,0.0,13.104821614196105,-0.004992800309013119,winner,Q3
151,1,South,45.42075174887603,0.3898878178724854,0.39291971175396184,0.605866308706576,0.720054586742165,0,0,0,0,0.0,30.653029627302388,0.019382355569385123,winner,Q3
152,0,South,71.29253702826725,1.4463941430735514,2.54834379576967,0.5080716953563086,0.3534214215988555,0,0,0,0,0.0,39.05638959504777,0.016188199061161555,control,Q2
153,1,West,49.55765220006346,-2.118215851216708,-0.507703323094211,0.01254521235832562,0.13685302349810446,0,0,1,0,0.0,13.229554006928197,0.03457862225069509,winner,Q1
154,1,West,71.6909037976664,-1.5497814497354157,1.0007087410876867,0.03475065397045651,0.8612491803026944,1,1,0,1,287.3607262297507,27.900459406484963,0.059659273151789455,winner,Q4
155,0,South,41.87918632726224,1.9617778407373845,1.781543223358813,0.04346162924689312,0.6422156398219819,1,1,0,1,245.2378635734149,14.436973801364374,0.05522131859315343,control,Q3
156,0,Midwest,45.13567853738421,0.07874807933281205,-0.1040879390695462,0.6688177221118992,0.7479371083992387,0,0,0,0,0.0,24.250730737784373,0.0038692246473020064,control,Q4
157,1,West,47.94815791286158,0.19696655001519264,-0.5791941421244579,0.48177605573986315,0.6380671942107543,0,0,1,0,0.0,34.545964078417995,0.0461040743350582,winner,Q3
