worker_id,week,arm,at_risk,exit_this_week,hazard_probability,belief_this_week,applications_this_week
search-worker-012,3,control,1,0,0.187,0.309,3.31
search-worker-012,4,control,1,1,0.203,0.317,3.19
search-worker-013,1,belief_info,1,0,0.204,0.424,5.37
search-worker-013,2,belief_info,1,1,0.22,0.432,5.25
search-worker-014,1,planning_prompt,1,0,0.207,0.368,5.64
search-worker-014,2,planning_prompt,1,0,0.223,0.376,5.52
search-worker-014,3,planning_prompt,1,0,0.239,0.384,5.4
search-worker-014,4,planning_prompt,1,0,0.255,0.392,5.28
search-worker-014,5,planning_prompt,1,1,0.271,0.4,5.16
search-worker-015,1,belief_planning,1,0,0.237,0.459,6.74
search-worker-015,2,belief_planning,1,0,0.253,0.467,6.62
search-worker-015,3,belief_planning,1,1,0.269,0.475,6.5
search-worker-016,1,control,1,1,0.152,0.314,3.53
search-worker-017,1,belief_info,1,0,0.202,0.445,5.34
search-worker-017,2,belief_info,1,0,0.218,0.453,5.22
search-worker-017,3,belief_info,1,0,0.234,0.461,5.1
search-worker-017,4,belief_info,1,0,0.25,0.469,4.98
search-worker-017,5,belief_info,1,1,0.266,0.477,4.86
search-worker-018,1,planning_prompt,1,0,0.204,0.389,5.62
search-worker-018,2,planning_prompt,1,1,0.22,0.397,5.5
search-worker-019,1,belief_planning,1,1,0.235,0.48,6.72
search-worker-020,1,control,1,0,0.135,0.335,1.85
search-worker-020,2,control,1,0,0.151,0.343,1.73
search-worker-020,3,control,1,0,0.167,0.351,1.61
search-worker-020,4,control,1,1,0.183,0.359,1.49
search-worker-021,1,belief_info,1,0,0.185,0.466,3.67
search-worker-021,2,belief_info,1,1,0.201,0.474,3.55
search-worker-022,1,planning_prompt,1,0,0.187,0.41,3.94
search-worker-022,2,planning_prompt,1,0,0.203,0.418,3.82
search-worker-022,3,planning_prompt,1,0,0.219,0.426,3.7
search-worker-022,4,planning_prompt,1,0,0.235,0.434,3.58
search-worker-022,5,planning_prompt,1,0,0.251,0.442,3.46
search-worker-022,6,planning_prompt,1,1,0.267,0.45,3.34
search-worker-023,1,belief_planning,1,0,0.218,0.502,5.05
search-worker-023,2,belief_planning,1,0,0.234,0.51,4.93
search-worker-023,3,belief_planning,1,1,0.25,0.518,4.81
search-worker-024,1,control,1,1,0.156,0.344,2.43
search-worker-025,1,belief_info,1,0,0.205,0.475,4.25
search-worker-025,2,belief_info,1,0,0.221,0.483,4.13
search-worker-025,3,belief_info,1,0,0.233,0.491,4.01
search-worker-025,4,belief_info,1,0,0.245,0.499,3.89
search-worker-025,5,belief_info,1,1,0.257,0.507,3.77
search-worker-026,1,planning_prompt,1,0,0.208,0.419,4.52
search-worker-026,2,planning_prompt,1,0,0.224,0.427,4.4
search-worker-026,3,planning_prompt,1,1,0.236,0.435,4.28
search-worker-027,1,belief_planning,1,1,0.238,0.511,5.62
search-worker-028,1,control,1,0,0.159,0.366,3.0
search-worker-028,2,control,1,0,0.175,0.374,2.88
search-worker-028,3,control,1,0,0.191,0.382,2.76
search-worker-028,4,control,1,1,0.203,0.39,2.64
search-worker-029,1,belief_info,1,0,0.208,0.496,4.82
search-worker-029,2,belief_info,1,1,0.224,0.504,4.7
search-worker-030,1,planning_prompt,1,0,0.211,0.441,5.09
search-worker-030,2,planning_prompt,1,0,0.227,0.449,4.97
search-worker-030,3,planning_prompt,1,0,0.243,0.457,4.85
search-worker-030,4,planning_prompt,1,0,0.255,0.465,4.73
search-worker-030,5,planning_prompt,1,0,0.267,0.473,4.61
search-worker-030,6,planning_prompt,1,1,0.279,0.481,4.49
search-worker-031,1,belief_planning,1,0,0.242,0.532,6.2
search-worker-031,2,belief_planning,1,0,0.258,0.54,6.08
search-worker-031,3,belief_planning,1,0,0.274,0.548,5.96
search-worker-031,4,belief_planning,1,1,0.286,0.556,5.84
search-worker-032,1,control,1,1,0.172,0.394,3.18
search-worker-033,1,belief_info,1,0,0.222,0.525,4.99
search-worker-033,2,belief_info,1,0,0.238,0.533,4.87
search-worker-033,3,belief_info,1,0,0.254,0.541,4.75
search-worker-033,4,belief_info,1,0,0.27,0.549,4.63
search-worker-033,5,belief_info,1,1,0.282,0.557,4.51
search-worker-034,1,planning_prompt,1,0,0.224,0.469,5.26
search-worker-034,2,planning_prompt,1,0,0.24,0.477,5.14
search-worker-034,3,planning_prompt,1,1,0.256,0.485,5.02
search-worker-035,1,belief_planning,1,1,0.255,0.56,6.37
search-worker-036,1,control,1,0,0.174,0.403,3.75
search-worker-036,2,control,1,0,0.19,0.411,3.63
search-worker-036,3,control,1,0,0.206,0.419,3.51
search-worker-036,4,control,1,1,0.222,0.427,3.39
search-worker-037,1,belief_info,1,0,0.223,0.534,5.57
search-worker-037,2,belief_info,1,1,0.239,0.542,5.45
search-worker-038,1,planning_prompt,1,0,0.226,0.478,5.84
search-worker-038,2,planning_prompt,1,0,0.242,0.486,5.72
search-worker-038,3,planning_prompt,1,0,0.258,0.494,5.6
search-worker-038,4,planning_prompt,1,0,0.274,0.502,5.48
search-worker-038,5,planning_prompt,1,0,0.29,0.51,5.36
search-worker-038,6,planning_prompt,1,1,0.302,0.518,5.24
search-worker-039,1,belief_planning,1,0,0.257,0.569,6.94
search-worker-039,2,belief_planning,1,0,0.273,0.577,6.82
search-worker-039,3,belief_planning,1,0,0.289,0.585,6.7
search-worker-039,4,belief_planning,1,1,0.305,0.593,6.58
search-worker-040,1,control,1,0,0.133,0.244,2.08
search-worker-040,2,control,1,1,0.149,0.252,1.96
search-worker-041,1,belief_info,1,0,0.183,0.375,3.89
search-worker-041,2,belief_info,1,0,0.199,0.383,3.77
search-worker-041,3,belief_info,1,0,0.215,0.391,3.65
search-worker-041,4,belief_info,1,0,0.231,0.399,3.53
search-worker-041,5,belief_info,1,1,0.247,0.407,3.41
search-worker-042,1,planning_prompt,1,0,0.185,0.319,4.17
search-worker-042,2,planning_prompt,1,0,0.201,0.327,4.05
search-worker-042,3,planning_prompt,1,1,0.217,0.335,3.93
search-worker-043,1,belief_planning,1,1,0.216,0.41,5.27
search-worker-044,1,control,1,0,0.137,0.265,2.65
search-worker-044,2,control,1,0,0.153,0.273,2.53
search-worker-044,3,control,1,0,0.169,0.281,2.41
search-worker-044,4,control,1,0,0.185,0.289,2.29
search-worker-044,5,control,1,1,0.201,0.297,2.17
search-worker-045,1,belief_info,1,0,0.186,0.396,4.47
search-worker-045,2,belief_info,1,0,0.202,0.404,4.35
search-worker-045,3,belief_info,1,1,0.218,0.412,4.23
search-worker-046,1,planning_prompt,1,0,0.189,0.34,4.74
search-worker-046,2,planning_prompt,1,0,0.205,0.348,4.62
search-worker-046,3,planning_prompt,1,0,0.221,0.356,4.5
search-worker-046,4,planning_prompt,1,0,0.237,0.364,4.38
search-worker-046,5,planning_prompt,1,0,0.253,0.372,4.26
search-worker-046,6,planning_prompt,1,1,0.269,0.38,4.14
search-worker-047,1,belief_planning,1,0,0.219,0.431,5.84
search-worker-047,2,belief_planning,1,0,0.235,0.439,5.72
search-worker-047,3,belief_planning,1,0,0.251,0.447,5.6
search-worker-047,4,belief_planning,1,1,0.267,0.455,5.48
search-worker-048,1,control,1,0,0.152,0.274,2.63
search-worker-048,2,control,1,1,0.168,0.282,2.51
search-worker-049,1,belief_info,1,0,0.201,0.405,4.44
search-worker-049,2,belief_info,1,0,0.217,0.413,4.32
search-worker-049,3,belief_info,1,0,0.229,0.421,4.2
search-worker-049,4,belief_info,1,0,0.241,0.429,4.08
search-worker-049,5,belief_info,1,0,0.253,0.437,3.96
search-worker-049,6,belief_info,1,1,0.265,0.445,3.84
search-worker-050,1,planning_prompt,1,0,0.204,0.349,4.72
search-worker-050,2,planning_prompt,1,0,0.22,0.357,4.6
search-worker-050,3,planning_prompt,1,1,0.232,0.365,4.48
search-worker-051,1,belief_planning,1,1,0.234,0.44,5.82
search-worker-052,1,control,1,0,0.155,0.295,3.2
search-worker-052,2,control,1,0,0.171,0.303,3.08
search-worker-052,3,control,1,0,0.187,0.311,2.96
search-worker-052,4,control,1,0,0.199,0.319,2.84
search-worker-052,5,control,1,1,0.211,0.327,2.72
search-worker-053,1,belief_info,1,0,0.204,0.426,5.02
search-worker-053,2,belief_info,1,0,0.22,0.434,4.9
search-worker-053,3,belief_info,1,1,0.236,0.442,4.78
search-worker-054,1,planning_prompt,1,1,0.207,0.37,5.29
search-worker-055,1,belief_planning,1,0,0.238,0.462,6.4
search-worker-055,2,belief_planning,1,0,0.254,0.47,6.28
search-worker-055,3,belief_planning,1,0,0.27,0.478,6.16
search-worker-055,4,belief_planning,1,1,0.282,0.486,6.04
search-worker-056,1,control,1,0,0.158,0.317,3.78
search-worker-056,2,control,1,1,0.174,0.325,3.66
search-worker-057,1,belief_info,1,0,0.207,0.447,5.6
search-worker-057,2,belief_info,1,0,0.223,0.455,5.48
search-worker-057,3,belief_info,1,0,0.239,0.463,5.36
search-worker-057,4,belief_info,1,0,0.255,0.471,5.24
search-worker-057,5,belief_info,1,0,0.267,0.479,5.12
search-worker-057,6,belief_info,1,1,0.279,0.487,5.0
search-worker-058,1,planning_prompt,1,0,0.21,0.392,5.87
search-worker-058,2,planning_prompt,1,0,0.226,0.4,5.75
search-worker-058,3,planning_prompt,1,0,0.242,0.408,5.63
search-worker-058,4,planning_prompt,1,1,0.258,0.415,5.51
search-worker-059,1,belief_planning,1,1,0.241,0.483,6.97
search-worker-060,1,control,1,0,0.139,0.326,2.1
search-worker-060,2,control,1,0,0.155,0.334,1.98
search-worker-060,3,control,1,0,0.171,0.342,1.86
search-worker-060,4,control,1,0,0.187,0.35,1.74
search-worker-060,5,control,1,1,0.203,0.358,1.62
search-worker-061,1,belief_info,1,0,0.189,0.456,3.92
search-worker-061,2,belief_info,1,0,0.205,0.464,3.8
search-worker-061,3,belief_info,1,1,0.221,0.472,3.68
search-worker-062,1,planning_prompt,1,1,0.191,0.401,4.19
search-worker-063,1,belief_planning,1,0,0.222,0.492,5.3
search-worker-063,2,belief_planning,1,0,0.238,0.5,5.18
search-worker-063,3,belief_planning,1,0,0.254,0.508,5.06
search-worker-063,4,belief_planning,1,0,0.27,0.516,4.94
search-worker-063,5,belief_planning,1,1,0.286,0.524,4.82
search-worker-064,1,control,1,0,0.153,0.354,2.28
search-worker-064,2,control,1,1,0.169,0.362,2.16
search-worker-065,1,belief_info,1,0,0.202,0.484,4.09
search-worker-065,2,belief_info,1,0,0.218,0.492,3.97
search-worker-065,3,belief_info,1,0,0.234,0.5,3.85
search-worker-065,4,belief_info,1,0,0.25,0.508,3.73
search-worker-065,5,belief_info,1,0,0.266,0.516,3.61
search-worker-065,6,belief_info,1,1,0.282,0.524,3.49
search-worker-066,1,planning_prompt,1,0,0.205,0.429,4.37
search-worker-066,2,planning_prompt,1,0,0.221,0.437,4.25
search-worker-066,3,planning_prompt,1,0,0.237,0.445,4.12
search-worker-066,4,planning_prompt,1,1,0.253,0.453,4.0
search-worker-067,1,belief_planning,1,0,0.236,0.52,5.47
search-worker-067,2,belief_planning,1,1,0.252,0.528,5.35
search-worker-068,1,control,1,0,0.156,0.375,2.85
search-worker-068,2,control,1,0,0.172,0.383,2.73
search-worker-068,3,control,1,0,0.188,0.391,2.61
search-worker-068,4,control,1,0,0.204,0.399,2.49
search-worker-068,5,control,1,1,0.22,0.407,2.37
search-worker-069,1,belief_info,1,0,0.205,0.506,4.67
search-worker-069,2,belief_info,1,0,0.221,0.514,4.55
search-worker-069,3,belief_info,1,1,0.237,0.522,4.43
search-worker-070,1,planning_prompt,1,1,0.208,0.45,4.94
search-worker-071,1,belief_planning,1,0,0.239,0.541,6.04
search-worker-071,2,belief_planning,1,0,0.255,0.549,5.92
search-worker-071,3,belief_planning,1,0,0.271,0.557,5.8
search-worker-071,4,belief_planning,1,0,0.287,0.565,5.68
search-worker-071,5,belief_planning,1,1,0.303,0.573,5.56
search-worker-072,1,control,1,0,0.176,0.384,3.43
search-worker-072,2,control,1,0,0.192,0.392,3.31
search-worker-072,3,control,1,1,0.204,0.4,3.19
search-worker-073,1,belief_info,1,1,0.226,0.515,5.24
search-worker-074,1,planning_prompt,1,0,0.228,0.459,5.52
search-worker-074,2,planning_prompt,1,0,0.244,0.467,5.4
search-worker-074,3,planning_prompt,1,0,0.256,0.475,5.28
search-worker-074,4,planning_prompt,1,1,0.268,0.483,5.16
search-worker-075,1,belief_planning,1,0,0.259,0.55,6.62
search-worker-075,2,belief_planning,1,1,0.275,0.558,6.5
search-worker-076,1,control,1,0,0.18,0.405,4.0
search-worker-076,2,control,1,0,0.196,0.413,3.88
search-worker-076,3,control,1,0,0.212,0.421,3.76
search-worker-076,4,control,1,0,0.224,0.429,3.64
search-worker-076,5,control,1,0,0.236,0.437,3.52
search-worker-076,6,control,1,1,0.248,0.445,3.4
search-worker-077,1,belief_info,1,0,0.229,0.536,5.82
search-worker-077,2,belief_info,1,0,0.245,0.544,5.7
search-worker-077,3,belief_info,1,1,0.261,0.552,5.58
search-worker-078,1,planning_prompt,1,1,0.231,0.48,6.09
search-worker-079,1,belief_planning,1,0,0.262,0.571,7.19
search-worker-079,2,belief_planning,1,0,0.278,0.579,7.07
search-worker-079,3,belief_planning,1,0,0.294,0.587,6.95
search-worker-079,4,belief_planning,1,0,0.306,0.595,6.83
search-worker-079,5,belief_planning,1,1,0.318,0.603,6.71
search-worker-080,1,control,1,0,0.134,0.246,1.73
search-worker-080,2,control,1,0,0.15,0.254,1.61
search-worker-080,3,control,1,1,0.166,0.262,1.49
search-worker-081,1,belief_info,1,1,0.183,0.377,3.54
search-worker-082,1,planning_prompt,1,0,0.186,0.321,3.82
search-worker-082,2,planning_prompt,1,0,0.202,0.329,3.7
search-worker-082,3,planning_prompt,1,0,0.218,0.337,3.58
search-worker-082,4,planning_prompt,1,1,0.234,0.345,3.46
search-worker-083,1,belief_planning,1,0,0.216,0.413,4.92
search-worker-083,2,belief_planning,1,1,0.232,0.421,4.8
search-worker-084,1,control,1,0,0.135,0.255,2.3
search-worker-084,2,control,1,0,0.151,0.263,2.18
search-worker-084,3,control,1,0,0.167,0.271,2.06
search-worker-084,4,control,1,0,0.183,0.279,1.94
search-worker-084,5,control,1,0,0.199,0.287,1.82
search-worker-084,6,control,1,1,0.211,0.295,1.7
search-worker-085,1,belief_info,1,0,0.185,0.386,4.12
search-worker-085,2,belief_info,1,0,0.201,0.394,4.0
search-worker-085,3,belief_info,1,0,0.217,0.402,3.88
search-worker-085,4,belief_info,1,1,0.233,0.41,3.76
search-worker-086,1,planning_prompt,1,0,0.187,0.33,4.39
search-worker-086,2,planning_prompt,1,1,0.203,0.338,4.27
search-worker-087,1,belief_planning,1,0,0.218,0.422,5.5
search-worker-087,2,belief_planning,1,0,0.234,0.43,5.38
search-worker-087,3,belief_planning,1,0,0.25,0.438,5.26
search-worker-087,4,belief_planning,1,0,0.266,0.446,5.14
search-worker-087,5,belief_planning,1,1,0.282,0.454,5.02
search-worker-088,1,control,1,0,0.138,0.276,2.88
search-worker-088,2,control,1,0,0.154,0.284,2.76
search-worker-088,3,control,1,1,0.17,0.292,2.64
search-worker-089,1,belief_info,1,1,0.188,0.407,4.7
search-worker-090,1,planning_prompt,1,0,0.19,0.351,4.97
search-worker-090,2,planning_prompt,1,0,0.206,0.359,4.85
search-worker-090,3,planning_prompt,1,0,0.222,0.367,4.73
search-worker-090,4,planning_prompt,1,0,0.238,0.375,4.61
search-worker-090,5,planning_prompt,1,1,0.254,0.383,4.49
search-worker-091,1,belief_planning,1,0,0.221,0.443,6.07
search-worker-091,2,belief_planning,1,1,0.237,0.451,5.95
search-worker-092,1,control,1,0,0.141,0.298,3.45
search-worker-092,2,control,1,0,0.157,0.306,3.33
search-worker-092,3,control,1,0,0.173,0.314,3.21
search-worker-092,4,control,1,0,0.189,0.322,3.09
search-worker-092,5,control,1,0,0.205,0.33,2.97
search-worker-092,6,control,1,1,0.221,0.338,2.85
search-worker-093,1,belief_info,1,0,0.191,0.428,5.27
search-worker-093,2,belief_info,1,0,0.207,0.436,5.15
search-worker-093,3,belief_info,1,0,0.223,0.444,5.03
search-worker-093,4,belief_info,1,1,0.239,0.452,4.91
search-worker-094,1,planning_prompt,1,0,0.193,0.373,5.54
search-worker-094,2,planning_prompt,1,1,0.209,0.381,5.42
search-worker-095,1,belief_planning,1,0,0.224,0.464,6.65
search-worker-095,2,belief_planning,1,0,0.24,0.472,6.53
search-worker-095,3,belief_planning,1,0,0.256,0.48,6.41
search-worker-095,4,belief_planning,1,0,0.272,0.488,6.29
search-worker-095,5,belief_planning,1,1,0.288,0.496,6.17
search-worker-096,1,control,1,0,0.172,0.314,3.62
search-worker-096,2,control,1,0,0.188,0.322,3.5
search-worker-096,3,control,1,1,0.2,0.33,3.38
search-worker-097,1,belief_info,1,1,0.222,0.445,5.44
search-worker-098,1,planning_prompt,1,0,0.224,0.389,5.71
search-worker-098,2,planning_prompt,1,0,0.24,0.397,5.59
search-worker-098,3,planning_prompt,1,0,0.252,0.405,5.47
search-worker-098,4,planning_prompt,1,0,0.264,0.413,5.35
search-worker-098,5,planning_prompt,1,1,0.276,0.421,5.23
search-worker-099,1,belief_planning,1,0,0.255,0.48,6.82
search-worker-099,2,belief_planning,1,0,0.271,0.488,6.7
search-worker-099,3,belief_planning,1,1,0.283,0.496,6.58
search-worker-100,1,control,1,0,0.155,0.335,1.95
search-worker-100,2,control,1,0,0.171,0.343,1.83
search-worker-100,3,control,1,0,0.187,0.351,1.71
search-worker-100,4,control,1,0,0.199,0.359,1.59
search-worker-100,5,control,1,0,0.211,0.367,1.47
search-worker-100,6,control,1,1,0.223,0.375,1.35
search-worker-101,1,belief_info,1,0,0.205,0.466,3.77
search-worker-101,2,belief_info,1,0,0.221,0.474,3.65
search-worker-101,3,belief_info,1,0,0.237,0.482,3.53
search-worker-101,4,belief_info,1,1,0.249,0.49,3.41
search-worker-102,1,planning_prompt,1,0,0.207,0.41,4.04
search-worker-102,2,planning_prompt,1,1,0.223,0.418,3.92
search-worker-103,1,belief_planning,1,0,0.238,0.501,5.14
search-worker-103,2,belief_planning,1,0,0.254,0.509,5.02
search-worker-103,3,belief_planning,1,0,0.27,0.517,4.9
search-worker-103,4,belief_planning,1,0,0.282,0.525,4.78
search-worker-103,5,belief_planning,1,0,0.294,0.533,4.66
search-worker-103,6,belief_planning,1,1,0.306,0.541,4.54
search-worker-104,1,control,1,0,0.158,0.356,2.53
search-worker-104,2,control,1,0,0.174,0.364,2.41
search-worker-104,3,control,1,0,0.19,0.372,2.29
search-worker-104,4,control,1,1,0.206,0.38,2.17
search-worker-105,1,belief_info,1,1,0.208,0.487,4.34
search-worker-106,1,planning_prompt,1,0,0.21,0.431,4.62
search-worker-106,2,planning_prompt,1,0,0.226,0.439,4.5
search-worker-106,3,planning_prompt,1,0,0.242,0.447,4.38
search-worker-106,4,planning_prompt,1,0,0.258,0.455,4.26
search-worker-106,5,planning_prompt,1,1,0.27,0.463,4.14
search-worker-107,1,belief_planning,1,0,0.241,0.522,5.72
search-worker-107,2,belief_planning,1,0,0.257,0.53,5.6
search-worker-107,3,belief_planning,1,1,0.273,0.538,5.48
search-worker-108,1,control,1,1,0.16,0.365,3.1
search-worker-109,1,belief_info,1,0,0.209,0.496,4.92
search-worker-109,2,belief_info,1,0,0.225,0.504,4.8
search-worker-109,3,belief_info,1,0,0.241,0.512,4.68
search-worker-109,4,belief_info,1,1,0.257,0.52,4.56
search-worker-110,1,planning_prompt,1,0,0.212,0.44,5.19
search-worker-110,2,planning_prompt,1,1,0.228,0.448,5.07
search-worker-111,1,belief_planning,1,1,0.243,0.531,6.29
search-worker-112,1,control,1,0,0.158,0.386,3.08
search-worker-112,2,control,1,0,0.174,0.394,2.96
search-worker-112,3,control,1,0,0.19,0.402,2.84
search-worker-112,4,control,1,1,0.206,0.41,2.72
search-worker-113,1,belief_info,1,0,0.207,0.517,4.89
search-worker-113,2,belief_info,1,1,0.223,0.525,4.77
search-worker-114,1,planning_prompt,1,0,0.21,0.461,5.17
search-worker-114,2,planning_prompt,1,0,0.226,0.469,5.05
search-worker-114,3,planning_prompt,1,0,0.242,0.477,4.93
search-worker-114,4,planning_prompt,1,0,0.258,0.485,4.81
search-worker-114,5,planning_prompt,1,1,0.274,0.493,4.69
search-worker-115,1,belief_planning,1,0,0.24,0.552,6.27
search-worker-115,2,belief_planning,1,0,0.256,0.56,6.15
search-worker-115,3,belief_planning,1,1,0.272,0.569,6.03
search-worker-116,1,control,1,1,0.161,0.407,3.65
search-worker-117,1,belief_info,1,0,0.21,0.538,5.47
search-worker-117,2,belief_info,1,0,0.226,0.546,5.35
search-worker-117,3,belief_info,1,0,0.242,0.554,5.23
search-worker-117,4,belief_info,1,0,0.258,0.562,5.11
search-worker-117,5,belief_info,1,1,0.274,0.57,4.99
search-worker-118,1,planning_prompt,1,0,0.213,0.482,5.74
search-worker-118,2,planning_prompt,1,1,0.229,0.49,5.62
search-worker-119,1,belief_planning,1,1,0.244,0.574,6.85
search-worker-120,1,control,1,0,0.138,0.236,1.98
search-worker-120,2,control,1,0,0.154,0.244,1.86
search-worker-120,3,control,1,0,0.166,0.253,1.74
search-worker-120,4,control,1,1,0.178,0.26,1.62
search-worker-121,1,belief_info,1,0,0.187,0.367,3.8
search-worker-121,2,belief_info,1,1,0.203,0.375,3.68
search-worker-122,1,planning_prompt,1,0,0.19,0.311,4.07
search-worker-122,2,planning_prompt,1,0,0.206,0.319,3.95
search-worker-122,3,planning_prompt,1,0,0.218,0.327,3.83
search-worker-122,4,planning_prompt,1,0,0.23,0.335,3.71
search-worker-122,5,planning_prompt,1,0,0.242,0.343,3.59
search-worker-122,6,planning_prompt,1,1,0.254,0.351,3.47
search-worker-123,1,belief_planning,1,0,0.22,0.403,5.17
search-worker-123,2,belief_planning,1,0,0.236,0.411,5.05
search-worker-123,3,belief_planning,1,1,0.248,0.419,4.93
search-worker-124,1,control,1,1,0.141,0.258,2.55
search-worker-125,1,belief_info,1,0,0.19,0.388,4.37
search-worker-125,2,belief_info,1,0,0.206,0.396,4.25
search-worker-125,3,belief_info,1,0,0.222,0.404,4.13
search-worker-125,4,belief_info,1,0,0.234,0.412,4.01
search-worker-125,5,belief_info,1,1,0.246,0.42,3.89
search-worker-126,1,planning_prompt,1,0,0.193,0.333,4.64
search-worker-126,2,planning_prompt,1,0,0.209,0.341,4.52
search-worker-126,3,planning_prompt,1,1,0.225,0.349,4.4
search-worker-127,1,belief_planning,1,1,0.223,0.424,5.75
search-worker-128,1,control,1,0,0.154,0.286,2.73
search-worker-128,2,control,1,0,0.17,0.294,2.6
search-worker-128,3,control,1,0,0.186,0.302,2.49
search-worker-128,4,control,1,1,0.202,0.31,2.37
search-worker-129,1,belief_info,1,0,0.204,0.416,4.54
search-worker-129,2,belief_info,1,1,0.22,0.424,4.42
search-worker-130,1,planning_prompt,1,0,0.206,0.361,4.81
search-worker-130,2,planning_prompt,1,0,0.222,0.369,4.69
search-worker-130,3,planning_prompt,1,0,0.238,0.377,4.57
search-worker-130,4,planning_prompt,1,0,0.254,0.385,4.45
search-worker-130,5,planning_prompt,1,0,0.266,0.393,4.33
search-worker-130,6,planning_prompt,1,1,0.278,0.401,4.21
search-worker-131,1,belief_planning,1,0,0.237,0.452,5.92
search-worker-131,2,belief_planning,1,0,0.253,0.46,5.8
search-worker-131,3,belief_planning,1,0,0.269,0.468,5.68
search-worker-131,4,belief_planning,1,1,0.285,0.476,5.56
search-worker-132,1,control,1,1,0.156,0.295,3.3
search-worker-133,1,belief_info,1,0,0.205,0.426,5.12
search-worker-133,2,belief_info,1,0,0.221,0.434,5.0
search-worker-133,3,belief_info,1,0,0.237,0.442,4.88
search-worker-133,4,belief_info,1,0,0.253,0.45,4.76
search-worker-133,5,belief_info,1,1,0.269,0.458,4.64
search-worker-134,1,planning_prompt,1,0,0.208,0.37,5.39
search-worker-134,2,planning_prompt,1,0,0.224,0.378,5.27
search-worker-134,3,planning_prompt,1,1,0.24,0.386,5.15
search-worker-135,1,belief_planning,1,1,0.239,0.461,6.49
search-worker-136,1,control,1,0,0.159,0.316,3.88
search-worker-136,2,control,1,0,0.175,0.324,3.76
search-worker-136,3,control,1,0,0.191,0.332,3.64
search-worker-136,4,control,1,1,0.207,0.34,3.52
search-worker-137,1,belief_info,1,0,0.208,0.447,5.69
search-worker-137,2,belief_info,1,1,0.224,0.455,5.57
search-worker-138,1,planning_prompt,1,0,0.211,0.391,5.97
search-worker-138,2,planning_prompt,1,0,0.227,0.399,5.85
search-worker-138,3,planning_prompt,1,0,0.243,0.407,5.73
search-worker-138,4,planning_prompt,1,0,0.259,0.415,5.61
search-worker-138,5,planning_prompt,1,0,0.275,0.423,5.49
search-worker-138,6,planning_prompt,1,1,0.291,0.431,5.37
search-worker-139,1,belief_planning,1,0,0.242,0.482,7.07
search-worker-139,2,belief_planning,1,0,0.258,0.49,6.95
search-worker-139,3,belief_planning,1,0,0.274,0.498,6.83
