date,phase,u_rate,v_rate,theta,s_rate,f_rate,q_rate,mu_base,composition_index,mu_observed,matches,unemployed,vacancies
2009-04,downturn,0.08227256972694207,0.023897966461640743,0.2904730767612671,0.025960792435884637,0.23058085247152632,0.7938114438779303,0.4201319206428556,0.8388004955864647,0.3780775469544003,18970.479262661393,82272.56972694206,23897.966461640743
2009-05,downturn,0.08712702179431732,0.023252169793109286,0.2668766740128131,0.02649490488425099,0.222006881748802,0.8318706854767801,0.4204107572533686,0.8323013845781383,0.37656694086155545,19342.798424616303,87127.02179431732,23252.169793109286
2009-06,downturn,0.09197070609866351,0.02272367912664218,0.247075183942427,0.026925887439637017,0.21466631684364182,0.8688299383950391,0.42083923078973756,0.827040402906704,0.37551929245258747,19743.012735709162,91970.7060986635,22723.67912664218
2009-07,downturn,0.0966771879224348,0.02238467266843114,0.23154037834024108,0.027242242163043103,0.20885715718849424,0.9020334106977461,0.42141065506573405,0.8231682122709192,0.37497185129812244,20191.72263445756,96677.18792243481,22384.672668431143
2009-08,downturn,0.10109400408599535,0.022304778297929647,0.22063403759293326,0.027435380016660887,0.2048531801652092,0.9284749642444584,0.42211611319664905,0.8207980033291709,0.3749502999230375,20709.4282326508,101094.00408599534,22304.778297929646
2009-09,downturn,0.10504640345050027,0.022542102081862348,0.21459185028152425,0.027499995203203238,0.20286965108938526,0.9453744437323198,0.4229445967442961,0.82,0.37546701717781805,21310.727216197785,105046.40345050028,22542.102081862347
2009-10,downturn,0.10834689584650323,0.023133492192569067,0.21351319769550808,0.027434299852666516,0.20302889265829757,0.9508962202319586,0.4238831775000077,0.8207980033291709,0.37651991849435923,21997.550286679452,108346.89584650323,23133.492192569065
2009-11,downturn,0.1108112241837317,0.024085651540668686,0.21735750794281655,0.027240103841752933,0.20533705721403173,0.9446973291028566,0.4249172092250074,0.8231682122709192,0.378091988601188,22753.650680171813,110811.2241837317,24085.651540668685
2009-12,downturn,0.11227916809171622,0.025369187917392254,0.22594741614641473,0.026922734526095178,0.20968131745510224,0.9280093617854343,0.4260305562000675,0.827040402906704,0.3801515669706259,23542.843888233936,112279.16809171622,25369.187917392253
2010-01,downturn,0.11263619649423337,0.026917629086554276,0.23897849824796222,0.02649080161427565,0.2158485260666682,0.90321316624354,0.42720584501801073,0.8323013845781383,0.38265338220081674,24312.356995035894,112636.19649423337,26917.629086554276
2010-02,downturn,0.11183081797755781,0.02863259204250844,0.2560348977171429,0.02595582240736091,0.2235575853192816,0.873152790156985,0.42842473568991857,0.8388004955864647,0.3855402676292365,25000.62763134293,111830.81797755782,28632.59204250844
2010-03,downturn,0.1098833519024804,0.03039480938679095,0.276609776281359,0.025331731308992227,0.23249430160207848,0.840513682226446,0.4296682078345244,0.8463567661741964,0.38874543546280427,25547.253158262603,109883.3519024804,30394.80938679095
2010-04,downturn,0.10688429450748495,0.032079100421342634,0.30012922449608515,0.024634304159815937,0.2423402380485064,0.8074529844782491,0.43091685748490177,0.854767273881301,0.39219514727373406,25902.36537459057,106884.29450748494,32079.100421342635
2010-05,downturn,0.10298321307190558,0.03357027095517564,0.3259780886010616,0.023880532060816858,0.2527923222975347,0.7754886942935202,0.43215119988087813,0.8638161540682094,0.3958115983315105,26033.365590108842,102983.21307190559,33570.27095517564
2010-06,downturn,0.09837108562112402,0.034776747993437995,0.35352611769865533,0.023087980678408327,0.2635740171934125,0.7455574114557562,0.43335197352220084,0.8732837102626441,0.3995158320108563,25928.062212836794,98371.08562112402,34776.747993437995
2010-07,downturn,0.09325981436256098,0.03563950927770957,0.3821529082092726,0.022274169601640054,0.2744405360248176,0.7181432618446276,0.4345004407378062,0.8829550944459786,0.4032305157746408,25594.27344323622,93259.81436256098,35639.50927770957
2010-08,downturn,0.08786242559883567,0.036135206773164404,0.4112703072659453,0.02145600243954232,0.28518053996703974,0.6934138811597444,0.4355786800809094,0.8926280917376465,0.40688243766784177,25056.653975089812,87862.42559883567,36135.206773164406
2010-09,downturn,0.08237659764529545,0.03627381067236648,0.4403412098731913,0.020649272508886797,0.2956160233060757,0.6713339943613424,0.4365698659871879,0.9021196390464045,0.41040461704053466,24351.842209386883,82376.59764529545,36273.810672366475
2010-10,downturn,0.07697301113166274,0.0360921843313126,0.4688940162361159,0.019868261820384578,0.3059605048588626,0.65251526840725,0.43745853133208484,0.913056536971996,0.41422422365076755,23550.701346350386,76973.01113166274,36092.1843313126
2010-11,recovery,0.07176125166742968,0.03563178454755635,0.4965323725495798,0.01912544334303083,0.315754961319661,0.6359201912623175,0.43823080879011506,0.9235216527552046,0.41780261678964453,22658.97124449972,71761.25166742968,35631.784547556344
2010-12,recovery,0.06685525801297038,0.034961299871294406,0.5229401682140196,0.01843128891800122,0.32491183510350047,0.6213174180387812,0.43887464722984076,0.9334127480798069,0.4210995042762617,21722.06456731221,66855.25801297037,34961.2998712944
2011-01,recovery,0.06233225378753482,0.03415072462509914,0.5478820762923959,0.017794178327484002,0.33337060938631186,0.6084714645937738,0.4393799997677474,0.9426568890703461,0.4240845704689467,20779.74142957273,62332.25378753482,34150.72462509914
2011-02,recovery,0.05823753944599672,0.033265293004618425,0.5712001798335782,0.01722039938369308,0.3410954486195098,0.5971557094377833,0.43973898054650046,0.9512091991796332,0.42673728545737144,19864.55964382865,58237.539445996714,33265.29300461843
2011-03,recovery,0.0545905054974775,0.032361656185880605,0.592807410207549,0.01671422480045953,0.34807248584612804,0.5871594717823512,0.43994598779111177,0.9590504938609073,0.4290463832885145,19001.452952103715,54590.5054974775,32361.656185880605
2011-04,recovery,0.05139083936497775,0.03148606900581162,0.6126786290100762,0.016278049172944533,0.3543068242704035,0.578291468796403,0.4399977912227645,0.9661840869476551,0.4310090850635963,18208.125091995706,51390.83936497775,31486.06900581162
2011-05,recovery,0.04862422083570457,0.030674113902479448,0.630840214512097,0.0159125685771198,0.359819358803271,0.5703811369754885,0.43989358246623383,0.9726320689678561,0.4326301448878586,17495.93596341187,48624.22083570457,30674.113902479447
2011-06,recovery,0.04626711720085533,0.029951433603822134,0.6473589757882825,0.015616985923300832,0.3646435463656952,0.5632787371514736,0.43963498766431186,0.978431344522711,0.43392079349158674,16871.005696237142,46267.117200855326,29951.433603822134
2011-07,recovery,0.044290544509881555,0.029335006219782123,0.6623311260767467,0.015389226967379394,0.36882225924220885,0.55685478867178,0.4392260421023934,0.983629684063641,0.4348976468409623,16335.338689202124,44290.544509881554,29335.006219782124
2011-08,recovery,0.04266283554608744,0.028834612479796403,0.6758719178111636,0.015226154451485016,0.37240484534134544,0.5509991398183732,0.4386731272391967,0.9882820005445152,0.43558163636837793,15887.846673363949,42662.835546087445,28834.612479796404
2011-09,recovery,0.04135155240084548,0.02845426752593481,0.6881063919949237,0.01512377085075647,0.3754444965790636,0.5456198357503897,0.4379848711262349,0.9924470093751101,0.4359970048127171,15525.2127738982,41351.55240084548,28454.26752593481
2011-10,recovery,0.04032471907487032,0.028193492684583907,0.6991615399040341,0.015077403307418196,0.3779959963860037,0.5406418614471942,0.43717201376995746,0.9961843763345405,0.4361703983042314,15242.582365691296,40324.71907487032,28193.492684583907
2011-11,recovery,0.039551547963847064,0.028048376893217382,0.7091600288023012,0.015081867253731313,0.3801138841984351,0.5360057938409313,0.4362472395375419,0.9995524072424641,0.43613007238470863,15034.092522598616,39551.547963847064,28048.37689321738
2011-12,recovery,0.03900281149890943,0.028012424363840785,0.7182155154282672,0.01513160774952579,0.3818510428039367,0.5316663795215304,0.43522497922158637,1.0026062887090874,0.43590521805749766,14893.26424314394,39002.81149890943,28012.424363840786
2012-01,recovery,0.038650979760561095,0.02807721065939117,0.7264294678511811,0.015220819554382096,0.3832576867214377,0.5275910514136153,0.4341211848524176,1.0053968534123292,0.43552540439314613,14813.285092549751,38650.979760561095,28077.210659391167
2012-02,recovery,0.03847021463385786,0.02823288045731507,0.7338893407802084,0.015343548361402353,0.3843807084459933,0.5237584021009933,0.4329530807719927,1.007969817086092,0.4350201270667977,14787.208355031702,38470.21463385786,28232.88045731507
2012-03,recovery,0.038436285041520385,0.028468522579365833,0.7406679014013196,0.015493776446843303,0.38526332532214375,0.5201566378038499,0.43173889485380434,1.0103654176967385,0.43441844758119996,14808.090988125916,38436.28504152039,28468.522579365832
2012-04,recovery,0.0385264472923573,0.02877245543161039,0.7468234798104038,0.015665496296426107,0.3859449629878565,0.5167820421042955,0.43049757406301076,1.0126183792662715,0.43374870569377694,14869.088274302445,38526.447292357305,28772.45543161039
2012-05,recovery,0.038719319397108085,0.029132451382378643,0.7524009160283567,0.0158527756475601,0.386461310952056,0.513637480655979,0.4292484887953819,1.0147581220510848,0.4330382873869213,14963.518933377762,38719.319397108084,29132.451382378644
2012-06,recovery,0.03899476742766185,0.029535923268356065,0.7574329895196161,0.01604981694705841,0.386844490627129,0.5107309768385926,0.4280111306087517,1.0168091455987787,0.43231343214649226,15084.910942677208,38994.76742766185,29535.923268356066
2012-07,recovery,0.039333814552935956,0.02997009091440917,0.7619421420232466,0.016251013579138246,0.3871232844879355,0.5080743840470298,0.42680480806377724,1.0187915198203965,0.4315990658441727,15227.035481171923,39333.81455293595,29970.09091440917
2012-08,recovery,0.03971857829648321,0.030422140628396276,0.7659423356321375,0.016451004473189784,0.38732338541663236,0.5056821739680595,0.425648345420308,1.0207214299925194,0.43091864866711094,15383.934209729456,39718.57829648321,30422.140628396275
2012-09,recovery,0.04013223805071935,0.030879386224016897,0.7694409214106462,0.01664472794358761,0.38746763633202774,0.5035703529020371,0.4245597888911063,1.022611733148451,0.43029403087502055,15549.943418226492,40132.23805071935,30879.386224016896
2012-10,recovery,0.04055903239195895,0.03132943627127515,0.772440426302832,0.01682747491325751,0.38757624078625424,0.5017555109606686,0.4235561250367332,1.0244724945449903,0.4297453123508945,15719.717304403368,40559.03239195895,31329.43627127515
2012-11,recovery,0.0409842839007314,0.031760368977113304,0.7749401954671339,0.01699494107624624,0.3876669345597803,0.5002540026022197,0.42265301569595204,1.0263114830415505,0.42929070470721853,15888.251704924298,40984.2839007314,31760.368977113303
2012-12,recovery,0.04139444778210827,0.03216091335158839,0.7769378521698544,0.017143277089822617,0.38775511593873274,0.4990812519377182,0.4218645535879731,1.0281346128468452,0.42894639697294806,16050.908898971209,41394.44778210827,32160.91335158839
2013-01,late-cycle,0.0417771794846508,0.03252063311347271,0.778430557415227,0.017269135564377765,0.38785393813548386,0.49825117274860076,0.4212030424002833,1.0299463259795356,0.42872642756000834,16203.443587314758,41777.179484650806,32520.63311347271
2013-02,late-cycle,0.04212141568569603,0.03283010813329931,0.7794160665983517,0.017369713437031,0.3875713367280458,0.49725859311515686,0.42067880479371844,1.0299642006730048,0.4281972849502045,16325.053382182885,42121.41568569603,32830.10813329931
2013-03,late-cycle,0.042434438820521544,0.03309434687619169,0.7798935910562124,0.017442788260402093,0.3873199854097351,0.49663183522919635,0.4203000213207932,1.0299763602623628,0.4278147621594653,16435.7062248347,42434.438820521544,33094.346876191696
2013-04,late-cycle,0.04270134592479359,0.03330126289736846,0.7798644791201493,0.01748674699364548,0.38710647749384774,0.49637659857336375,0.4200726027709151,1.0299845450538043,0.4275853161789361,16529.967605193116,42701.34592479359,33301.26289736846
2013-05,late-cycle,0.042911417680770954,0.0334422724998346,0.7793327349056665,0.017500606027881366,0.3869353098815444,0.49649564627665815,0.42000009793449294,1.029989996559396,0.42751287228189605,16603.94269776549,42911.41768077095,33442.2724998346
2013-06,late-cycle,0.04305710519595779,0.03351157724043907,0.7783053943808824,0.017484021391401882,0.3868089336249751,0.4969886325054569,0.4200836382252492,1.029993589552417,0.4275988018769975,16654.872945826806,43057.10519595779,33511.577240439074
2013-07,late-cycle,0.043133442293234896,0.033505746460887,0.7767927779356039,0.01743728834136072,0.38672782166067315,0.49785197886164295,0.4203219200248874,1.0299959329045574,0.42784193049506,16680.90217878908,43133.4422932349,33505.746460887
2013-08,late-cycle,0.04313769818538396,0.03342346114833293,0.7748086373245007,0.01736132984001427,0.38669055949445896,0.49907879296460084,0.42071122502561953,1.0299974453145764,0.42823857786616226,16680.94064660923,43137.69818538396,33423.46114833293
2013-09,late-cycle,0.04306915957205357,0.033265335950361304,0.7723702129527109,0.01725767371943452,0.3866939626450826,0.5006588241754971,0.4212454782531157,1.029998411279311,0.4287826312121665,16654.583982710785,43069.15957205357,33265.3359503613
2013-10,late-cycle,0.04292897580551254,0.03303377026960695,0.7694982153607555,0.017128418646026742,0.38673322270003224,0.5025784530490747,0.4219163428644464,1.0299990218291253,0.42946565204155696,16602.061160477577,42928.97580551254,33033.770269606954
2013-11,late-cycle,0.04272002782141973,0.03273280056489091,0.7662167426885138,0.016976189294672397,0.38680208199921495,0.5048207125336331,0.4227133502417283,1.0299994037354925,0.4302770159200556,16524.195704389538,42720.02782141973,32732.800564890913
2013-12,late-cycle,0.0424467981327325,0.03236793936903393,0.7625531440043685,0.016804081423543588,0.3868930353056679,0.507365340170247,0.4236240633514049,1.0299996401510452,0.43120408392391196,16422.37056857983,42446.798132732496,32367.939369033928
2014-01,late-cycle,0.042115229535705095,0.03194599510639774,0.7585378367536636,0.016615597798078176,0.38699755538875813,0.5101888615668835,0.42463427081999566,1.0299997849900355,0.4322324037778892,16298.490874954296,42115.2295357051,31945.995106397742
2014-02,late-cycle,0.041732566743689956,0.03147487232551721,0.7542040852370115,0.016414576141224487,0.3871063382588529,0.5132647062461922,0.42572820869782574,1.0299998728097022,0.4333459380463384,16154.941098292999,41732.56674368995,31474.87232551721
2014-03,late-cycle,0.041307179392238415,0.030963355492844243,0.7495877459660737,0.016205110483027467,0.38720956286530644,0.5165633575910025,0.42688880645018873,1.0299999255085486,0.4345273161893011,15994.534875667432,41307.17939223842,30963.355492844243
2014-04,late-cycle,0.04084836759380499,0.03042088163760578,0.7447269849338942,0.015991467443083718,0.3872971594052054,0.5200525390382945,0.42809795333733086,1.029999956806744,0.43575810681984345,15820.45673542032,40848.367593804986,30420.88163760578
2014-05,late-cycle,0.040366152960988944,0.02985730827050713,0.7396619712401656,0.015777999102321683,0.3873590799857394,0.5236974388939691,0.429336781026488,1.0299999752039497,0.43701910610580624,15636.195873532308,40366.15296098894,29857.30827050713
2014-06,late-cycle,0.039871059064595656,0.029282683365486135,0.7344345510874154,0.015569054204674197,0.38738556523047585,0.5274609761440371,0.43058595802590743,1.0299999859069133,0.43829063794979606,15445.472752076075,39871.059064595654,29282.683365486133
2014-07,late-cycle,0.03937388583741932,0.028707023971254384,0.7290879058721812,0.015368889473887086,0.3873674005071393,0.5313041094046758,0.43182599134631133,1.0299999920697516,0.4395528613558577,15252.159804705989,39373.88583741932,28707.023971254384
2014-08,late-cycle,0.03888548260700767,0.02814010935172925,0.7236661979002424,0.01518158283597682,0.3872961557656069,0.5351861906627229,0.43303753068247464,1.029999995582012,0.4407860802494973,15060.19792878444,38885.482607007674,28140.10935172925
2014-09,late-cycle,0.038416524338884823,0.027591293568620272,0.718214207126818,0.015010950304375853,0.3871644034895055,0.5390653646888138,0.4342016703682664,1.0299999975632033,0.4419710509587012,14873.510729804411,38416.524338884825,27591.293568620273
2014-10,late-cycle,0.03797729537573842,0.0270693412318948,0.7127769622369657,0.014860468213878793,0.3869659099585765,0.5428990139413737,0.4353002443932464,1.0299999986693276,0.4430892825857929,14695.918662838258,37977.295375738424,27069.3412318948
2014-11,late-cycle,0.037577484535998705,0.02658228886136487,0.7073993693191307,0.014733202383041419,0.38669579586307107,0.5466442474146738,0.4363161098771824,1.0299999992805842,0.44412332560119844,14531.055289180264,37577.48453599871,26582.288861364872
2014-12,late-cycle,0.03722599494514538,0.02613733302026146,0.7021258413314757,0.014631745645208976,0.3863506632728241,0.5502584302269353,0.4372334145789626,1.0299999996149243,0.44505704416748904,14382.287838047714,37225.99494514538,26137.33302026146
