worker_id,week,arm,at_risk,claim_this_week,model_hazard,post_awareness,procedural_cost
takeup-worker-0033,6,assistance,0,0,0.0,0.473,174.5
takeup-worker-0034,1,full_support,1,0,0.4,0.664,101.25
takeup-worker-0034,2,full_support,1,0,0.418,0.664,101.25
takeup-worker-0034,3,full_support,1,0,0.436,0.664,101.25
takeup-worker-0034,4,full_support,1,1,0.454,0.664,101.25
takeup-worker-0035,1,control,0,0,0.0,0.353,252.98
takeup-worker-0035,2,control,0,0,0.0,0.353,252.98
takeup-worker-0035,3,control,0,0,0.0,0.353,252.98
takeup-worker-0035,4,control,0,0,0.0,0.353,252.98
takeup-worker-0035,5,control,0,0,0.0,0.353,252.98
takeup-worker-0035,6,control,0,0,0.0,0.353,252.98
takeup-worker-0036,1,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0036,2,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0036,3,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0036,4,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0036,5,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0036,6,salience_notice,0,0,0.0,0.494,222.23
takeup-worker-0037,1,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0037,2,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0037,3,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0037,4,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0037,5,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0037,6,simplified_form,0,0,0.0,0.494,188.23
takeup-worker-0038,1,assistance,1,1,0.305,0.504,173.23
takeup-worker-0039,1,full_support,0,0,0.0,0.695,99.98
takeup-worker-0039,2,full_support,0,0,0.0,0.695,99.98
takeup-worker-0039,3,full_support,0,0,0.0,0.695,99.98
takeup-worker-0039,4,full_support,0,0,0.0,0.695,99.98
takeup-worker-0039,5,full_support,0,0,0.0,0.695,99.98
takeup-worker-0039,6,full_support,0,0,0.0,0.695,99.98
takeup-worker-0040,1,control,0,0,0.0,0.368,251.7
takeup-worker-0040,2,control,0,0,0.0,0.368,251.7
takeup-worker-0040,3,control,0,0,0.0,0.368,251.7
takeup-worker-0040,4,control,0,0,0.0,0.368,251.7
takeup-worker-0040,5,control,0,0,0.0,0.368,251.7
takeup-worker-0040,6,control,0,0,0.0,0.368,251.7
takeup-worker-0041,1,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0041,2,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0041,3,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0041,4,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0041,5,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0041,6,salience_notice,0,0,0.0,0.509,220.95
takeup-worker-0042,1,simplified_form,1,0,0.318,0.509,186.95
takeup-worker-0042,2,simplified_form,1,0,0.336,0.509,186.95
takeup-worker-0042,3,simplified_form,1,0,0.354,0.509,186.95
takeup-worker-0042,4,simplified_form,1,1,0.372,0.509,186.95
takeup-worker-0043,1,assistance,1,0,0.326,0.519,171.95
takeup-worker-0043,2,assistance,1,1,0.344,0.519,171.95
takeup-worker-0044,1,full_support,1,1,0.449,0.71,98.7
takeup-worker-0045,1,control,0,0,0.0,0.399,250.42
takeup-worker-0045,2,control,0,0,0.0,0.399,250.42
takeup-worker-0045,3,control,0,0,0.0,0.399,250.42
takeup-worker-0045,4,control,0,0,0.0,0.399,250.42
takeup-worker-0045,5,control,0,0,0.0,0.399,250.42
takeup-worker-0045,6,control,0,0,0.0,0.399,250.42
takeup-worker-0046,1,salience_notice,1,1,0.282,0.54,219.67
takeup-worker-0047,1,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0047,2,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0047,3,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0047,4,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0047,5,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0047,6,simplified_form,0,0,0.0,0.54,185.67
takeup-worker-0048,1,assistance,1,0,0.341,0.55,170.67
takeup-worker-0048,2,assistance,1,0,0.359,0.55,170.67
takeup-worker-0048,3,assistance,1,1,0.377,0.55,170.67
takeup-worker-0049,1,full_support,1,1,0.466,0.741,97.42
takeup-worker-0050,1,control,0,0,0.0,0.43,285.9
takeup-worker-0050,2,control,0,0,0.0,0.43,285.9
takeup-worker-0050,3,control,0,0,0.0,0.43,285.9
takeup-worker-0050,4,control,0,0,0.0,0.43,285.9
takeup-worker-0050,5,control,0,0,0.0,0.43,285.9
takeup-worker-0050,6,control,0,0,0.0,0.43,285.9
takeup-worker-0051,1,salience_notice,1,0,0.279,0.571,255.15
takeup-worker-0051,2,salience_notice,1,1,0.297,0.571,255.15
takeup-worker-0052,1,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0052,2,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0052,3,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0052,4,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0052,5,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0052,6,simplified_form,0,0,0.0,0.571,221.15
takeup-worker-0053,1,assistance,1,0,0.339,0.581,206.15
takeup-worker-0053,2,assistance,1,0,0.357,0.581,206.15
takeup-worker-0053,3,assistance,1,0,0.375,0.581,206.15
takeup-worker-0053,4,assistance,1,1,0.393,0.581,206.15
takeup-worker-0054,1,full_support,1,1,0.465,0.772,132.9
takeup-worker-0055,1,control,0,0,0.0,0.473,258.23
takeup-worker-0055,2,control,0,0,0.0,0.473,258.23
takeup-worker-0055,3,control,0,0,0.0,0.473,258.23
takeup-worker-0055,4,control,0,0,0.0,0.473,258.23
takeup-worker-0055,5,control,0,0,0.0,0.473,258.23
takeup-worker-0055,6,control,0,0,0.0,0.473,258.23
takeup-worker-0056,1,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0056,2,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0056,3,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0056,4,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0056,5,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0056,6,salience_notice,0,0,0.0,0.614,227.48
takeup-worker-0057,1,simplified_form,1,1,0.373,0.614,193.48
takeup-worker-0058,1,assistance,0,0,0.0,0.624,178.48
takeup-worker-0058,2,assistance,0,0,0.0,0.624,178.48
takeup-worker-0058,3,assistance,0,0,0.0,0.624,178.48
takeup-worker-0058,4,assistance,0,0,0.0,0.624,178.48
takeup-worker-0058,5,assistance,0,0,0.0,0.624,178.48
takeup-worker-0058,6,assistance,0,0,0.0,0.624,178.48
takeup-worker-0059,1,full_support,1,0,0.509,0.815,105.23
takeup-worker-0059,2,full_support,1,1,0.527,0.815,105.23
takeup-worker-0060,1,control,0,0,0.0,0.152,256.95
takeup-worker-0060,2,control,0,0,0.0,0.152,256.95
takeup-worker-0060,3,control,0,0,0.0,0.152,256.95
takeup-worker-0060,4,control,0,0,0.0,0.152,256.95
takeup-worker-0060,5,control,0,0,0.0,0.152,256.95
takeup-worker-0060,6,control,0,0,0.0,0.152,256.95
takeup-worker-0061,1,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0061,2,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0061,3,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0061,4,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0061,5,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0061,6,salience_notice,0,0,0.0,0.293,226.2
takeup-worker-0062,1,simplified_form,1,0,0.282,0.293,192.2
takeup-worker-0062,2,simplified_form,1,1,0.3,0.293,192.2
takeup-worker-0063,1,assistance,0,0,0.0,0.303,177.2
takeup-worker-0063,2,assistance,0,0,0.0,0.303,177.2
takeup-worker-0063,3,assistance,0,0,0.0,0.303,177.2
takeup-worker-0063,4,assistance,0,0,0.0,0.303,177.2
takeup-worker-0063,5,assistance,0,0,0.0,0.303,177.2
takeup-worker-0063,6,assistance,0,0,0.0,0.303,177.2
takeup-worker-0064,1,full_support,1,0,0.419,0.494,103.95
takeup-worker-0064,2,full_support,1,0,0.437,0.494,103.95
takeup-worker-0064,3,full_support,1,1,0.455,0.494,103.95
takeup-worker-0065,1,control,0,0,0.0,0.183,255.68
takeup-worker-0065,2,control,0,0,0.0,0.183,255.68
takeup-worker-0065,3,control,0,0,0.0,0.183,255.68
takeup-worker-0065,4,control,0,0,0.0,0.183,255.68
takeup-worker-0065,5,control,0,0,0.0,0.183,255.68
takeup-worker-0065,6,control,0,0,0.0,0.183,255.68
takeup-worker-0066,1,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0066,2,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0066,3,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0066,4,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0066,5,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0066,6,salience_notice,0,0,0.0,0.324,224.93
takeup-worker-0067,1,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0067,2,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0067,3,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0067,4,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0067,5,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0067,6,simplified_form,0,0,0.0,0.324,190.93
takeup-worker-0068,1,assistance,1,1,0.315,0.334,175.93
takeup-worker-0069,1,full_support,1,0,0.446,0.525,102.68
takeup-worker-0069,2,full_support,1,0,0.464,0.525,102.68
takeup-worker-0069,3,full_support,1,0,0.482,0.525,102.68
takeup-worker-0069,4,full_support,1,1,0.5,0.525,102.68
takeup-worker-0070,1,control,1,0,0.217,0.214,254.4
takeup-worker-0070,2,control,1,1,0.235,0.214,254.4
takeup-worker-0071,1,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0071,2,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0071,3,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0071,4,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0071,5,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0071,6,salience_notice,0,0,0.0,0.355,223.65
takeup-worker-0072,1,simplified_form,1,0,0.332,0.355,189.65
takeup-worker-0072,2,simplified_form,1,0,0.35,0.355,189.65
takeup-worker-0072,3,simplified_form,1,1,0.368,0.355,189.65
takeup-worker-0073,1,assistance,1,1,0.341,0.365,174.65
takeup-worker-0074,1,full_support,1,1,0.473,0.556,101.4
takeup-worker-0075,1,control,0,0,0.0,0.245,253.12
takeup-worker-0075,2,control,0,0,0.0,0.245,253.12
takeup-worker-0075,3,control,0,0,0.0,0.245,253.12
takeup-worker-0075,4,control,0,0,0.0,0.245,253.12
takeup-worker-0075,5,control,0,0,0.0,0.245,253.12
takeup-worker-0075,6,control,0,0,0.0,0.245,253.12
takeup-worker-0076,1,salience_notice,1,1,0.307,0.386,222.38
takeup-worker-0077,1,simplified_form,1,0,0.359,0.386,188.38
takeup-worker-0077,2,simplified_form,1,0,0.377,0.386,188.38
takeup-worker-0077,3,simplified_form,1,0,0.395,0.386,188.38
takeup-worker-0077,4,simplified_form,1,1,0.413,0.386,188.38
takeup-worker-0078,1,assistance,1,0,0.367,0.396,173.38
takeup-worker-0078,2,assistance,1,1,0.385,0.396,173.38
takeup-worker-0079,1,full_support,1,1,0.501,0.587,100.12
takeup-worker-0080,1,control,0,0,0.0,0.259,251.85
takeup-worker-0080,2,control,0,0,0.0,0.259,251.85
takeup-worker-0080,3,control,0,0,0.0,0.259,251.85
takeup-worker-0080,4,control,0,0,0.0,0.259,251.85
takeup-worker-0080,5,control,0,0,0.0,0.259,251.85
takeup-worker-0080,6,control,0,0,0.0,0.259,251.85
takeup-worker-0081,1,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0081,2,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0081,3,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0081,4,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0081,5,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0081,6,salience_notice,0,0,0.0,0.4,221.1
takeup-worker-0082,1,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0082,2,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0082,3,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0082,4,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0082,5,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0082,6,simplified_form,0,0,0.0,0.4,187.1
takeup-worker-0083,1,assistance,0,0,0.0,0.41,172.1
takeup-worker-0083,2,assistance,0,0,0.0,0.41,172.1
takeup-worker-0083,3,assistance,0,0,0.0,0.41,172.1
takeup-worker-0083,4,assistance,0,0,0.0,0.41,172.1
takeup-worker-0083,5,assistance,0,0,0.0,0.41,172.1
takeup-worker-0083,6,assistance,0,0,0.0,0.41,172.1
takeup-worker-0084,1,full_support,1,1,0.3,0.601,98.85
takeup-worker-0085,1,control,0,0,0.0,0.29,250.58
takeup-worker-0085,2,control,0,0,0.0,0.29,250.58
takeup-worker-0085,3,control,0,0,0.0,0.29,250.58
takeup-worker-0085,4,control,0,0,0.0,0.29,250.58
takeup-worker-0085,5,control,0,0,0.0,0.29,250.58
takeup-worker-0085,6,control,0,0,0.0,0.29,250.58
takeup-worker-0086,1,salience_notice,1,0,0.155,0.431,219.83
takeup-worker-0086,2,salience_notice,1,1,0.173,0.431,219.83
takeup-worker-0087,1,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0087,2,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0087,3,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0087,4,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0087,5,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0087,6,simplified_form,0,0,0.0,0.431,185.83
takeup-worker-0088,1,assistance,0,0,0.0,0.441,170.83
takeup-worker-0088,2,assistance,0,0,0.0,0.441,170.83
takeup-worker-0088,3,assistance,0,0,0.0,0.441,170.83
takeup-worker-0088,4,assistance,0,0,0.0,0.441,170.83
takeup-worker-0088,5,assistance,0,0,0.0,0.441,170.83
takeup-worker-0088,6,assistance,0,0,0.0,0.441,170.83
takeup-worker-0089,1,full_support,1,0,0.324,0.632,97.58
takeup-worker-0089,2,full_support,1,1,0.342,0.632,97.58
takeup-worker-0090,1,control,0,0,0.0,0.321,249.3
takeup-worker-0090,2,control,0,0,0.0,0.321,249.3
takeup-worker-0090,3,control,0,0,0.0,0.321,249.3
takeup-worker-0090,4,control,0,0,0.0,0.321,249.3
takeup-worker-0090,5,control,0,0,0.0,0.321,249.3
takeup-worker-0090,6,control,0,0,0.0,0.321,249.3
takeup-worker-0091,1,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0091,2,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0091,3,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0091,4,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0091,5,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0091,6,salience_notice,0,0,0.0,0.462,218.55
takeup-worker-0092,1,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0092,2,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0092,3,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0092,4,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0092,5,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0092,6,simplified_form,0,0,0.0,0.462,184.55
takeup-worker-0093,1,assistance,0,0,0.0,0.472,169.55
takeup-worker-0093,2,assistance,0,0,0.0,0.472,169.55
takeup-worker-0093,3,assistance,0,0,0.0,0.472,169.55
takeup-worker-0093,4,assistance,0,0,0.0,0.472,169.55
takeup-worker-0093,5,assistance,0,0,0.0,0.472,169.55
takeup-worker-0093,6,assistance,0,0,0.0,0.472,169.55
takeup-worker-0094,1,full_support,1,0,0.342,0.663,96.3
takeup-worker-0094,2,full_support,1,0,0.36,0.663,96.3
takeup-worker-0094,3,full_support,1,1,0.378,0.663,96.3
takeup-worker-0095,1,control,0,0,0.0,0.352,248.02
