worker_id,fold,log_hourly_wage,high_client_concentration,predicted_outcome_nuisance,predicted_treatment_nuisance,outcome_residual,treatment_residual
32,4,4.964241826547133,1.0,5.070290239068461,0.6234930276475228,-0.10604841252132768,0.3765069723524772
33,1,5.136249052822248,1.0,5.27909367010736,0.532489903977376,-0.1428446172851121,0.46751009602262406
34,0,5.223250360231796,1.0,5.525149018660795,0.35456353524452144,-0.30189865842899977,0.6454364647554786
35,1,5.851984924088395,1.0,5.7833103353402855,0.20628372247142548,0.0686745887481095,0.7937162775285745
36,1,5.165484077032268,1.0,5.357976025089293,0.4068913731628763,-0.1924919480570253,0.5931086268371237
37,3,5.860818741890778,0.0,5.717183033882765,0.3661952482904312,0.14363570800801284,-0.3661952482904312
38,3,5.529172238600404,1.0,5.39098722117208,0.5201778430392779,0.13818501742832456,0.47982215696072206
39,0,5.35658383274208,1.0,5.233944714279384,0.4575456934818831,0.12263911846269604,0.5424543065181169
40,0,5.6127780205521285,1.0,5.554988244785453,0.41769587699574723,0.05778977576667543,0.5823041230042527
41,4,5.379412238104174,0.0,5.5399378881609795,0.3516704467320769,-0.16052565005680552,-0.3516704467320769
42,1,5.425692143423254,1.0,5.332384265329281,0.4554879271478765,0.09330787809397378,0.5445120728521236
43,1,6.0183421127072645,1.0,5.792589870928745,0.26853321689777376,0.22575224177851982,0.7314667831022262
44,3,5.412280058922617,1.0,5.556415486054159,0.45273314822773075,-0.14413542713154204,0.5472668517722692
45,1,5.663022327087668,0.0,5.840623699270735,0.29572391662168573,-0.1776013721830676,-0.29572391662168573
46,1,6.075597543092598,0.0,5.925071204619598,0.24789446142625246,0.150526338473,-0.24789446142625246
47,1,6.041701380436267,0.0,5.942915476467231,0.2972975349344586,0.09878590396903597,-0.2972975349344586
48,1,5.74836328270827,0.0,5.700848976632155,0.40374547374352826,0.04751430607611429,-0.40374547374352826
49,0,5.925518655287559,1.0,5.890041177708023,0.3354495079040117,0.03547747757953612,0.6645504920959884
50,4,5.960407385840165,1.0,5.577478294420598,0.4713594859069906,0.3829290914195669,0.5286405140930094
51,0,5.715211502426629,0.0,5.643738113685371,0.31506177162549653,0.07147338874125797,-0.31506177162549653
52,2,5.608999332078681,1.0,5.730675923278857,0.4795486167097798,-0.12167659120017582,0.5204513832902202
53,1,5.115142408076316,1.0,5.287577930132235,0.41767926502351144,-0.1724355220559186,0.5823207349764885
54,3,5.4920139401868,0.0,5.312411370864815,0.4984319910333741,0.17960256932198426,-0.4984319910333741
55,0,5.973488928891865,1.0,6.0304293868744026,0.4324700807054378,-0.05694045798253722,0.5675299192945622
56,1,5.638913344786587,0.0,5.867459031941324,0.3215141592787867,-0.22854568715473622,-0.3215141592787867
57,3,4.824182884567493,1.0,5.254487054012419,0.5778684960599126,-0.4303041694449261,0.42213150394008736
58,4,5.915311757719508,1.0,5.66131798494372,0.37562828517565,0.2539937727757877,0.6243717148243499
59,0,6.000366328438643,1.0,5.588583233638858,0.5830584643972846,0.4117830947997847,0.4169415356027154
60,3,5.30664031557051,0.0,5.360189182195672,0.45434156170920814,-0.053548866625162006,-0.45434156170920814
61,3,5.374180260464185,0.0,5.431559356424642,0.42358781414481395,-0.05737909596045654,-0.42358781414481395
62,4,5.32256700802094,0.0,5.277021073240293,0.4613491522141831,0.04554593478064639,-0.4613491522141831
63,4,5.759918642565453,1.0,5.400948255139727,0.46950962043307065,0.3589703874257264,0.5304903795669293
64,0,6.173323816585873,0.0,5.840450754993007,0.4646687360919193,0.3328730615928652,-0.4646687360919193
65,1,5.488072426301228,1.0,5.424060687520521,0.506530541888003,0.06401173878070665,0.49346945811199705
66,3,6.3124836732211245,1.0,6.003760052617234,0.3224662977871801,0.3087236206038906,0.6775337022128198
67,3,6.241354894445796,0.0,5.921232183806948,0.2359540457830376,0.3201227106388478,-0.2359540457830376
68,0,5.113041409194362,1.0,5.3098722291054905,0.41178046183451755,-0.1968308199111286,0.5882195381654824
69,1,4.912265086829324,1.0,5.139894780447751,0.5615997743532094,-0.227629693618427,0.4384002256467906
70,1,5.297340362914233,0.0,5.550586515846178,0.40154708878943146,-0.2532461529319452,-0.40154708878943146
71,3,6.125879619546263,0.0,5.794051353459187,0.3267753232852163,0.3318282660870757,-0.3267753232852163
72,1,5.17552497009017,1.0,5.327623351490719,0.494887559180392,-0.152098381400549,0.5051124408196079
73,1,5.608734341523944,0.0,5.339598401666136,0.4026489619927924,0.2691359398578079,-0.4026489619927924
74,4,4.457938015402449,0.0,4.844958900675417,0.5367695300153574,-0.3870208852729684,-0.5367695300153574
75,4,4.929914066982544,0.0,5.428244133248065,0.4815436879709623,-0.49833006626552123,-0.4815436879709623
76,3,6.126868469433873,0.0,5.935587565909124,0.30731623693998794,0.19128090352474914,-0.30731623693998794
77,4,4.793234318074616,0.0,5.149369050965221,0.4621768192792141,-0.35613473289060416,-0.4621768192792141
78,1,5.161326853522532,0.0,5.507937225144702,0.38585002244003774,-0.34661037162217045,-0.38585002244003774
79,2,5.340895651863109,0.0,5.201685218933817,0.4968857863639724,0.1392104329292918,-0.4968857863639724
80,3,4.890019360328148,1.0,5.194374675355197,0.48058899022503065,-0.30435531502704904,0.5194110097749693
81,2,5.986964951459352,0.0,5.946550821425256,0.1993781125644848,0.04041413003409566,-0.1993781125644848
82,4,5.737803111022946,1.0,5.5942814365916975,0.4336065665262029,0.1435216744312484,0.5663934334737971
83,3,4.487511797462946,0.0,4.901877871935334,0.46136375234450044,-0.4143660744723885,-0.46136375234450044
84,1,6.544319031932156,0.0,6.318009272467143,0.3009065566884449,0.2263097594650132,-0.3009065566884449
85,2,5.684029417664296,0.0,5.571397195818793,0.40303749941185874,0.11263222184550248,-0.40303749941185874
86,3,5.19274909163204,1.0,5.444447658023843,0.4117118456827847,-0.251698566391803,0.5882881543172154
87,3,5.685461019368226,1.0,5.478057225165128,0.41629965008546904,0.20740379420309818,0.583700349914531
88,4,4.987873376721744,0.0,5.057092728432945,0.5488963540638729,-0.06921935171120097,-0.5488963540638729
89,2,5.114920265842577,0.0,5.099226505162498,0.4613905347056608,0.01569376068007866,-0.4613905347056608
90,0,5.232676716114071,1.0,5.490351281523925,0.4275069514057169,-0.2576745654098538,0.5724930485942832
91,0,5.535474374653203,0.0,5.345357078381121,0.4269918688221845,0.1901172962720823,-0.4269918688221845
92,0,5.491727466146963,0.0,5.320554957957529,0.43232823431719,0.17117250818943397,-0.43232823431719
93,0,6.080935867227463,0.0,5.6590418247749525,0.4056826868637693,0.42189404245251083,-0.4056826868637693
94,2,5.670565107663862,1.0,5.540847367350948,0.4167278205637527,0.1297177403129135,0.5832721794362473
95,2,5.208118383593634,0.0,5.221223006320055,0.4276617622118976,-0.013104622726420878,-0.4276617622118976
96,3,5.500690346965277,1.0,5.355407258850389,0.4265661428377353,0.14528308811488788,0.5734338571622647
97,3,5.11950573750185,0.0,5.236752179493093,0.4969136654940005,-0.11724644199124334,-0.4969136654940005
98,0,6.163726381014096,0.0,6.032430938573022,0.37926628607806734,0.1312954424410746,-0.37926628607806734
99,2,4.891143023336755,0.0,5.056398790577093,0.5319190425036543,-0.16525576724033808,-0.5319190425036543
100,3,5.712683994673639,0.0,5.432905379149784,0.40778316703697026,0.2797786155238544,-0.40778316703697026
101,4,6.12663881118347,0.0,5.886350671265389,0.3416353598199604,0.24028813991808118,-0.3416353598199604
102,2,5.407460897747067,0.0,5.577038509053715,0.40213732488672715,-0.1695776113066474,-0.40213732488672715
103,3,5.713443314408168,0.0,5.4672999840485526,0.3460377000929984,0.24614333035961522,-0.3460377000929984
104,2,6.247303452544646,0.0,5.937897826765405,0.2845835980449789,0.3094056257792408,-0.2845835980449789
105,1,5.978716173879338,0.0,5.660171620782296,0.28740970396994275,0.3185445530970421,-0.28740970396994275
106,3,5.985903362327385,0.0,5.716997605798102,0.3975265445275008,0.26890575652928383,-0.3975265445275008
107,4,5.496752839586903,1.0,5.528737309298218,0.40874101600019985,-0.031984469711314745,0.5912589839998001
108,0,5.40483359809753,1.0,5.339957293582309,0.4822914566225543,0.06487630451522097,0.5177085433774458
109,2,6.003570017992671,1.0,5.800694429983687,0.23969609679681608,0.2028755880089843,0.760303903203184
110,1,5.008345698705592,1.0,5.309702378950637,0.4050779952014917,-0.3013566802450445,0.5949220047985083
111,2,6.12945335552959,0.0,5.862543463596343,0.28311662301187296,0.26690989193324643,-0.28311662301187296
112,1,5.258933380159919,1.0,5.342592978184432,0.5386140588821072,-0.0836595980245125,0.4613859411178928
113,3,5.501349244381137,0.0,5.435024033012765,0.3989865780728514,0.06632521136837166,-0.3989865780728514
114,2,5.019609697956121,1.0,5.3073421883918765,0.49714423438773175,-0.2877324904357552,0.5028557656122683
115,0,5.4983546182973635,1.0,5.595403241211238,0.25313990315381374,-0.09704862291387428,0.7468600968461863
116,0,5.436844331188251,0.0,5.310443874280666,0.3974407785250767,0.12640045690758495,-0.3974407785250767
117,0,6.314978530859495,0.0,5.972543122863419,0.3588620958951382,0.3424354079960761,-0.3588620958951382
118,3,5.131734124475712,0.0,5.292182273327554,0.5186714139161481,-0.16044814885184167,-0.5186714139161481
119,3,4.738831765819868,1.0,4.8021913504100695,0.5804260775667525,-0.0633595845902013,0.41957392243324754
120,2,5.031257777826351,1.0,5.376385393654332,0.5237958524576691,-0.34512761582798124,0.47620414754233087
121,1,4.888498660755144,1.0,5.003651978012434,0.49470372722931083,-0.11515331725729006,0.5052962727706891
122,0,5.04917194667774,1.0,5.204810117120204,0.477482032583941,-0.1556381704424643,0.5225179674160589
123,1,5.144572351050112,0.0,5.26170415313498,0.5711585943681017,-0.1171318020848684,-0.5711585943681017
124,2,4.986021740875365,1.0,5.034139366405379,0.5399427515631051,-0.048117625530013974,0.4600572484368949
125,0,5.167828374155102,0.0,5.092535853654941,0.5617633532743669,0.07529252050016044,-0.5617633532743669
126,2,5.144460542053039,1.0,5.197718235362899,0.44579733443992725,-0.05325769330985963,0.5542026655600727
127,1,5.063149995082075,1.0,5.342804539580282,0.34477339773281174,-0.27965454449820726,0.6552266022671882
128,0,4.634246992606524,1.0,4.990537329730404,0.4705695026556582,-0.3562903371238795,0.5294304973443418
129,1,4.861894134395642,1.0,4.9261882180486465,0.6295153532283586,-0.06429408365300482,0.3704846467716414
130,4,4.835127906207804,1.0,5.0821903841895795,0.523244208513531,-0.2470624779817756,0.47675579148646896
131,0,4.500424786346313,1.0,4.917724841055194,0.6640482245496553,-0.417300054708881,0.3359517754503447
132,2,5.236563236772316,1.0,5.407522421981358,0.4589292375920766,-0.17095918520904174,0.5410707624079234
133,1,5.195739668781131,0.0,5.358947872356179,0.3332989441977747,-0.1632082035750484,-0.3332989441977747
134,3,5.460153734641657,0.0,5.811276573053025,0.33904906623819653,-0.35112283841136804,-0.33904906623819653
135,3,5.780356097656934,0.0,5.3983641735256676,0.38382798611116,0.3819919241312668,-0.38382798611116
136,3,5.303911298590797,0.0,5.299845737472359,0.4010833520260872,0.004065561118437699,-0.4010833520260872
137,4,5.722433663617954,0.0,6.114516944076646,0.2582575509029487,-0.39208328045869223,-0.2582575509029487
138,4,5.270365214594664,1.0,5.352953195963471,0.5029847878072227,-0.08258798136880685,0.49701521219277733
139,2,5.584213863091874,1.0,5.446690726119599,0.3836620763855299,0.13752313697227425,0.6163379236144702
140,0,5.851935040677572,0.0,5.766383668654441,0.36452058592808484,0.08555137202313023,-0.36452058592808484
141,3,4.916602454739883,1.0,5.0859112062561005,0.5141549142712973,-0.16930875151621727,0.48584508572870266
142,0,5.682291022129241,0.0,5.616843384058952,0.37090703083394755,0.06544763807028886,-0.37090703083394755
143,2,4.927116949555599,1.0,5.17911595840417,0.5393051889927618,-0.2519990088485704,0.4606948110072382
144,2,5.241244538139357,0.0,5.147444863340756,0.4771426336551111,0.09379967479860074,-0.4771426336551111
145,2,5.387796508540635,0.0,5.380851082497841,0.46150184867251387,0.006945426042793912,-0.46150184867251387
146,4,4.826638774579057,1.0,5.038635793195792,0.556000365462928,-0.21199701861673503,0.44399963453707203
147,2,5.736635574028956,0.0,5.6740665987193815,0.4622333247879211,0.06256897530957417,-0.4622333247879211
148,2,5.474076337410799,0.0,5.380957637582247,0.4386215583587235,0.09311869982855203,-0.4386215583587235
149,3,5.1904153633660375,0.0,5.189829685909057,0.49913695616646486,0.0005856774569803491,-0.49913695616646486
150,0,5.702364663550436,1.0,5.627160180070354,0.44142258712438776,0.07520448348008202,0.5585774128756122
151,0,4.9145581761266115,1.0,4.896023155824591,0.527066895681497,0.018535020302020477,0.472933104318503
152,1,5.6596653855829775,0.0,5.436034984011098,0.38948224635005074,0.22363040157187974,-0.38948224635005074
153,2,5.332707260431046,1.0,5.246042419564338,0.6069550072517708,0.08666484086670767,0.39304499274822924
154,2,5.555371791123025,0.0,5.2838704519379105,0.32746638199398304,0.27150133918511443,-0.32746638199398304
155,0,5.646362175417921,1.0,5.642983372207634,0.44885400610348186,0.0033788032102872734,0.5511459938965182
156,2,6.069024841078758,1.0,5.808019488931508,0.3654929950184459,0.26100535214724996,0.6345070049815541
157,2,5.419128880632103,1.0,5.2322594683185955,0.47319861852141437,0.1868694123135075,0.5268013814785857
158,3,4.873482554250182,1.0,5.2530545273908595,0.4214850534181471,-0.3795719731406777,0.5785149465818529
159,4,5.803165045952248,0.0,5.620074056141495,0.4949525820421608,0.18309098981075334,-0.4949525820421608
160,2,5.528732516355543,0.0,5.282279543860398,0.43418335743326764,0.24645297249514453,-0.43418335743326764
161,2,4.309192163983066,0.0,4.931385226196809,0.5595701652873875,-0.6221930622137437,-0.5595701652873875
162,0,5.590692124587575,0.0,5.535127119507166,0.3558163368947616,0.055565005080408625,-0.3558163368947616
163,4,6.188100723894877,0.0,6.291857536527077,0.2649860783508662,-0.10375681263220038,-0.2649860783508662
164,2,6.040840552443566,0.0,5.855897711713135,0.3266164270569547,0.18494284073043055,-0.3266164270569547
165,4,5.830765607416129,0.0,5.370021864610686,0.5263092759887853,0.4607437428054437,-0.5263092759887853
166,0,6.458447168625419,0.0,6.144465228211857,0.2938865054806437,0.3139819404135622,-0.2938865054806437
167,4,5.503663741432294,0.0,5.604941843013496,0.4402371639894622,-0.10127810158120187,-0.4402371639894622
168,1,4.772960219073739,0.0,4.907720289692408,0.61083750876241,-0.13476007061866913,-0.61083750876241
169,1,6.199633610683553,0.0,5.846965828229781,0.29331341576708103,0.3526677824537723,-0.29331341576708103
170,0,4.657767586461417,0.0,5.116553589810852,0.45657681600834926,-0.4587860033494353,-0.45657681600834926
171,4,4.769366010625543,1.0,5.2299531378182085,0.5360351056792199,-0.4605871271926656,0.46396489432078014
172,4,6.618840871543268,1.0,6.407245786754709,0.18448032689242913,0.21159508478855926,0.8155196731075709
173,4,5.837973337048199,0.0,5.7743486195604685,0.28024603597588105,0.06362471748773046,-0.28024603597588105
174,4,4.616756641532445,1.0,5.038583164452475,0.5649649034569797,-0.4218265229200302,0.4350350965430203
175,1,5.464519892929655,0.0,5.424727134169732,0.45329101117502646,0.03979275875992272,-0.45329101117502646
176,0,5.6705698459858835,1.0,5.658374682518967,0.3997706903876285,0.012195163466916625,0.6002293096123714
177,4,5.567119054037951,1.0,5.547286845132794,0.45500112089718037,0.019832208905157245,0.5449988791028196
178,4,5.087215622108932,1.0,5.150765063719141,0.5369805911920955,-0.06354944161020892,0.4630194088079045
179,3,5.907570273022363,0.0,5.854702940886776,0.3647064519167926,0.05286733213558659,-0.3647064519167926
180,2,5.826291602588249,0.0,5.628495592983264,0.2885629795916051,0.19779600960498467,-0.2885629795916051
181,3,5.402796874539273,1.0,5.587154945667497,0.35048755008742083,-0.18435807112822378,0.6495124499125792
182,0,4.655990920399406,1.0,5.112239031834933,0.43787830407276507,-0.456248111435527,0.5621216959272349
183,1,4.942904536125771,1.0,5.102489987453901,0.5413751307973059,-0.1595854513281303,0.4586248692026941
184,4,4.697802646225816,0.0,5.157770529219663,0.3816904605506925,-0.4599678829938467,-0.3816904605506925
185,3,5.755569495752716,1.0,5.633935546220057,0.3352697088887073,0.12163394953265882,0.6647302911112927
186,1,4.988817478458477,0.0,4.94542668868088,0.6301956443694028,0.04339078977759758,-0.6301956443694028
187,4,5.959270956798328,0.0,5.7106494683296125,0.4361997837677469,0.24862148846871523,-0.4361997837677469
188,1,6.195361699080315,0.0,5.826606547925924,0.34046109790304063,0.3687551511543905,-0.34046109790304063
189,1,5.002537836000262,1.0,5.435127296627992,0.46084204118073935,-0.43258946062772985,0.5391579588192607
190,3,5.623031186171379,0.0,5.42114613370998,0.39384218935881277,0.20188505246139865,-0.39384218935881277
191,4,5.158414800264347,0.0,5.2247059053650045,0.5677778484379314,-0.06629110510065761,-0.5677778484379314
192,3,5.952318653432762,1.0,5.832017720696624,0.3882862059812624,0.1203009327361384,0.6117137940187376
193,3,5.3093144769038085,0.0,5.491559055810149,0.3781028585573437,-0.1822445789063405,-0.3781028585573437
194,0,4.809694125798281,0.0,4.9962336159108265,0.554809371998105,-0.1865394901125459,-0.554809371998105
195,2,5.948449892865442,0.0,5.614605917392875,0.4508213654786934,0.3338439754725675,-0.4508213654786934
196,0,6.5411783206563126,0.0,6.4842155989569505,0.277697491139166,0.05696272169936201,-0.277697491139166
197,2,5.827761838561982,0.0,5.631551592906065,0.3969054059978125,0.1962102456559176,-0.3969054059978125
198,3,6.440416844562962,0.0,6.197978861676197,0.2644447919590732,0.24243798288676466,-0.2644447919590732
199,3,5.365252703769226,1.0,5.322215938500576,0.5171536104228608,0.04303676526865008,0.4828463895771392
200,4,5.173501368532918,1.0,5.3225669634843245,0.4282994842561779,-0.1490655949514066,0.5717005157438221
201,4,5.958527274870763,1.0,5.619477386846462,0.4937096713804319,0.33904988802430047,0.5062903286195681
202,1,5.142498895552775,1.0,5.240068833970104,0.451230145100133,-0.09756993841732875,0.548769854899867
203,1,5.914528240942466,0.0,5.651274096349691,0.3689264801771261,0.26325414459277496,-0.3689264801771261
204,4,5.373596446733196,0.0,5.3480393994551125,0.5808874167648383,0.025557047278083722,-0.5808874167648383
205,1,5.165569873840857,1.0,4.991017826595754,0.7009766986418933,0.1745520472451032,0.29902330135810673
206,3,6.263714449518841,1.0,5.962036136059063,0.31968141311654286,0.301678313459778,0.6803185868834571
207,1,4.5153533043329395,0.0,4.917781055155817,0.4984495254352507,-0.40242775082287796,-0.4984495254352507
208,2,5.7064345004244466,0.0,5.782652801516736,0.33014509784643853,-0.07621830109228966,-0.33014509784643853
209,3,5.120985787693962,0.0,5.150782754460175,0.47572075625800586,-0.029796966766213018,-0.47572075625800586
210,3,5.908393702236925,0.0,5.54001402120495,0.3769894924868308,0.3683796810319748,-0.3769894924868308
211,0,5.446410588284398,0.0,5.500538068640349,0.48541792925193755,-0.05412748035595083,-0.48541792925193755
212,4,5.143684898247387,1.0,5.179062234304258,0.38023476676898377,-0.03537733605687077,0.6197652332310162
213,0,5.425936113809343,0.0,5.4293844650430465,0.5334618991796705,-0.0034483512337031286,-0.5334618991796705
214,3,5.128474563796194,1.0,5.225856242052566,0.5250093830657045,-0.09738167825637145,0.47499061693429545
215,4,4.940398154299073,0.0,5.0496463798959175,0.5613629221734018,-0.10924822559684433,-0.5613629221734018
216,0,5.100148336376362,0.0,5.345631514642146,0.47690911443613015,-0.24548317826578359,-0.47690911443613015
217,4,5.438762639679704,0.0,5.313827099769174,0.41106523971088305,0.1249355399105303,-0.41106523971088305
218,2,5.515856683303245,0.0,5.48484073592036,0.34588125106048595,0.031015947382885045,-0.34588125106048595
219,2,6.035764103184841,0.0,5.993032037542478,0.2906090291294357,0.04273206564236265,-0.2906090291294357
220,2,5.9474794746545,0.0,5.898644376804939,0.25033020318390775,0.04883509784956086,-0.25033020318390775
221,1,5.304361413275294,0.0,5.295874808280644,0.32118249302668944,0.00848660499465037,-0.32118249302668944
222,1,5.97588149282837,0.0,5.707290103968974,0.421247196180271,0.26859138885939604,-0.421247196180271
223,1,5.4226259205006295,1.0,5.196553535752686,0.3918970536493042,0.2260723847479431,0.6081029463506957
224,3,6.279973673490816,1.0,6.06496714525103,0.3158349028196025,0.21500652823978594,0.6841650971803974
225,3,5.548758864062604,0.0,5.631154088705955,0.3675831914287425,-0.08239522464335103,-0.3675831914287425
226,4,6.0363669163173865,0.0,5.740201466481924,0.37589160815295497,0.29616544983546245,-0.37589160815295497
227,1,5.2901931454094715,0.0,5.380497261824532,0.3381774164767867,-0.09030411641506042,-0.3381774164767867
228,3,5.532589830659783,0.0,5.482374885491498,0.3789828339846988,0.050214945168285396,-0.3789828339846988
229,0,5.3396110098990235,1.0,5.526601417330497,0.3578609839690984,-0.18699040743147322,0.6421390160309016
230,2,5.4649791257530485,0.0,5.401313377833099,0.45557615618343283,0.06366574791994939,-0.45557615618343283
231,1,5.929358891804418,0.0,5.667171147297113,0.3754308219244493,0.26218774450730553,-0.3754308219244493
232,0,5.787496467025611,0.0,5.52079777576309,0.44325845803029135,0.2666986912625209,-0.44325845803029135
233,2,5.675181198035311,0.0,5.557032346232729,0.30559896185921,0.11814885180258194,-0.30559896185921
234,0,5.6643432210433975,0.0,5.489855397256297,0.4635806750735798,0.17448782378710082,-0.4635806750735798
235,4,5.661019703834069,0.0,5.4921358063235655,0.4210240789822183,0.16888389751050337,-0.4210240789822183
236,0,4.808282271735077,0.0,5.082874480644822,0.4481585157896321,-0.2745922089097448,-0.4481585157896321
237,4,5.424302988274478,0.0,5.190548884608142,0.5614044430249412,0.2337541036663362,-0.5614044430249412
238,3,5.0956310664110696,1.0,5.035182629102124,0.5410064314871195,0.06044843730894556,0.45899356851288053
239,4,5.851245928214298,1.0,5.630515612987155,0.4265959832151689,0.2207303152271427,0.5734040167848311
240,2,5.701654910841671,0.0,5.61098037233273,0.5133897427583037,0.09067453850894136,-0.5133897427583037
241,2,5.62142315055071,1.0,5.335013287239377,0.4623878680211099,0.28640986331133256,0.53761213197889
242,1,6.198998707549206,0.0,5.747788492427547,0.4548181730325519,0.4512102151216597,-0.4548181730325519
243,4,6.034986697834662,0.0,5.617547608974788,0.44122550595603305,0.417439088859874,-0.44122550595603305
244,3,5.791978948602832,1.0,5.570436200602529,0.40582350733512756,0.22154274800030294,0.5941764926648725
245,2,5.1275960733150034,1.0,5.091163032732068,0.5998918578927867,0.03643304058293584,0.40010814210721335
246,1,5.172654207256804,0.0,5.1917913044732815,0.5946722552280933,-0.019137097216477272,-0.5946722552280933
247,0,5.572334916166158,0.0,5.5244557342702905,0.4581173901474991,0.04787918189586726,-0.4581173901474991
248,2,5.805942156400622,0.0,5.3936472744514905,0.5569369623574788,0.41229488194913166,-0.5569369623574788
249,3,5.593750560169671,0.0,5.7943611946817555,0.35583989402737504,-0.20061063451208483,-0.35583989402737504
250,3,4.3131091581349805,1.0,4.994847729519961,0.49492070964301055,-0.6817385713849804,0.5050792903569894
251,3,5.601972417362943,0.0,5.506002353654753,0.39126761425259415,0.09597006370819017,-0.39126761425259415
252,3,5.403837698315441,1.0,5.5058075851284105,0.43653047641158516,-0.10196988681296926,0.5634695235884148
253,2,5.259199705260696,1.0,5.251711202518989,0.46608040054830374,0.0074885027417064265,0.5339195994516963
254,1,5.721710190434253,1.0,5.980155297802776,0.2818571621258057,-0.258445107368523,0.7181428378741943
255,2,5.426457663318281,0.0,5.425944153345669,0.35602507216845136,0.0005135099726123471,-0.35602507216845136
256,0,5.106909069945842,0.0,5.115816942707042,0.6164555726428205,-0.008907872761199975,-0.6164555726428205
257,2,5.531068345603825,0.0,5.5369215578273705,0.35663586905525946,-0.005853212223545512,-0.35663586905525946
258,0,5.85494379239213,0.0,5.765834826875125,0.4091993640141363,0.08910896551700542,-0.4091993640141363
259,3,5.58480499229085,0.0,5.596308700122293,0.3702340289729971,-0.0115037078314435,-0.3702340289729971
260,3,5.547820107793337,1.0,5.495182277778565,0.40165250037488104,0.0526378300147714,0.598347499625119
261,1,5.160579405928837,0.0,5.082663212838094,0.5661339483538882,0.0779161930907426,-0.5661339483538882
262,2,5.611857724493209,0.0,5.742829316250449,0.39874403066687836,-0.13097159175724027,-0.39874403066687836
263,4,5.37403205308637,0.0,5.430567729194725,0.3604504109395804,-0.056535676108355304,-0.3604504109395804
264,2,5.141855105403565,1.0,5.050505049823217,0.61309302591362,0.0913500555803477,0.38690697408638
265,3,5.014446522979869,0.0,5.2576148761759,0.3913986738276526,-0.24316835319603136,-0.3913986738276526
266,0,4.98278863244461,0.0,5.275994345917594,0.563832487956386,-0.2932057134729842,-0.563832487956386
