worker_id,region,occupation,experience_years,completed_tasks,rating,prior_log_wage,market_thickness,local_unemployment,skill_score,repeat_client_share,high_client_concentration,treatment_probability_true,true_effect,log_hourly_wage,future_client_rating
15,West,design,2.300292144202175,30,4.382841588837811,3.4488046658672324,0.8027185956659939,0.07951365633413447,0.11762298647087742,0.5009344834453714,0,0.3466412883258703,-0.095,5.274967329693095,4.259844998648675
16,Midwest,design,7.464856401990286,32,4.724523962163037,3.2530037807474477,0.5161535998679498,0.025,-0.6663645585047601,0.459244253142579,0,0.5794772123581052,-0.095,5.54665829485126,4.877826658274719
17,Midwest,writing,0.26850953282148576,19,4.551670521369194,3.288135327540334,0.4640048343652831,0.0353405749917958,-1.0306585513892226,0.5021840398493218,0,0.5693859932237991,-0.095,4.772569102474759,4.531059295384405
18,West,data,2.6628935478833307,28,3.9937289738828032,3.530705685054195,0.502456605053698,0.0775827090306821,0.38082559015170514,0.3268594527771051,0,0.370899068081739,-0.095,5.589950712733271,4.1049964610251575
19,West,operations,4.1406067547014915,33,4.7728953409549515,3.203392365372685,0.691288843880772,0.04855113938362163,-0.7527377044923951,0.4292584879733372,0,0.5218425197657337,-0.095,4.9870259052182835,4.89483434435173
20,West,data,1.085247478648422,21,4.798313574609868,3.3033707787323308,0.5290515975825357,0.05365846186549915,-2.2,0.34701973459752344,0,0.5391257989423165,-0.095,5.010263550611423,4.810796266010151
21,South,data,3.451215308327524,16,4.108809676346175,3.387917696353565,0.5314343713095246,0.11675038250870909,1.240848916348541,0.33498871499267907,0,0.3123386476898969,-0.077,5.267002452911557,4.346740909537365
22,West,design,6.938174958186377,34,4.90459609909284,3.678834806287744,0.7592127633023151,0.08127705590788403,-0.8722788021501499,0.2066482443826217,1,0.4467235068152041,-0.095,5.4361154140759105,4.8361255286255656
23,West,data,4.811346783763673,29,4.425340864527456,3.2612255842680136,0.6630139899404479,0.09610716899998814,0.5254198384425377,0.10469836707737942,1,0.25938879158364786,-0.095,5.563564478649893,4.349322233307841
24,West,design,5.271976203248244,27,4.7505791531067585,3.4713153602694278,0.8868188368839875,0.025,1.1162226045065535,0.35345131583435585,0,0.24624958107458297,-0.077,5.790167821615783,4.77807827853875
25,South,operations,1.9726689561392636,26,4.602699161973243,3.048580294624437,0.7010846440862437,0.025,-0.9687817968053347,0.37835954971774644,1,0.5555901378177107,-0.095,4.791690708482949,4.565045037872872
26,West,data,5.217089247096168,35,4.653693256397245,3.4772615772147404,0.46638474458906076,0.07513908342188858,1.3813740442461788,0.12750463549430754,1,0.5723071541343955,-0.077,6.015919300517867,4.681355751448364
27,Northeast,data,2.8172441390785816,29,4.624745020526286,3.3038335039073603,0.756572272798091,0.03620635932675552,1.400668390007051,0.3517295697642321,1,0.3579271425182364,-0.077,5.74584438758706,4.807653002138444
28,West,software,5.41126477311183,36,4.828567128524366,3.6100419177300527,0.28937679029776686,0.039541681890458494,2.0198656809527353,0.22456261694679888,0,0.36283848075273856,-0.102,5.8006214523627815,5.0
29,South,data,10.44663169278703,28,4.560727880774125,3.9113066933528495,0.7144078099693166,0.05851937331247591,2.4400855345640236,0.22821644233773686,1,0.365060763881984,-0.077,6.212834874865211,4.557516711235647
30,Northeast,operations,5.313910092178878,28,4.658841794987291,3.037089051429304,0.30778853462327727,0.06323678644250721,-0.31548406948169533,0.19229060370877948,0,0.5668233865070069,-0.12,4.706457139292017,4.76199495432225
31,Northeast,writing,4.014153639626148,28,4.801563140358901,3.4106333546039105,0.25594005269867004,0.052561525654411495,3.2,0.48782781390337526,0,0.5064682598784375,-0.102,5.905969886520897,4.755607250148278
32,South,admin,5.8140320005931505,36,4.673277165403374,2.9816469035994064,0.34491428166345167,0.09399664418243031,0.27763303880664336,0.65530206619545,1,0.6903406158485065,-0.12,4.964241826547133,4.55929226027419
33,South,data,2.0710791471203676,23,4.554034415996168,3.2386484765879557,0.7467820425816954,0.08466177211986996,-0.18535632066978774,0.39904576841539857,1,0.5352483320682409,-0.095,5.136249052822248,4.537563379654372
34,Midwest,design,2.898128898267474,33,4.189693375204035,3.031856595552566,0.4702721810947317,0.05344360035337649,3.024138455690921,0.6800846640331243,1,0.3636947574046735,-0.077,5.223250360231796,4.118510543544591
35,West,operations,4.67290355461138,41,4.9065879912960835,3.206667930400241,0.6131014267955169,0.06939519592734761,3.0972680042633645,0.4414631269921871,1,0.43281631734186016,-0.077,5.851984924088395,5.0
36,Midwest,software,2.9987047885948814,32,4.251993530187734,3.2816531958247825,0.49166255439387296,0.08003282311854434,0.05424795245262495,0.1694520193328711,1,0.5128936125631329,-0.095,5.165484077032268,4.225073103431761
37,Northeast,operations,8.864820593918097,50,4.859031193634897,3.652446047934645,0.5827632345659772,0.04313236045451772,0.6973353973538048,0.15723922261760795,0,0.22249679278191992,-0.095,5.860818741890778,4.993527488971273
38,Northeast,data,3.0834115330475216,25,4.277095084079604,3.253639318193034,0.19737400732357857,0.05177299984317564,0.586304134481533,0.6797745938570451,1,0.6329962436566753,-0.12,5.529172238600404,4.1045370721552885
39,Northeast,operations,3.0996567097375616,32,4.670652604121069,3.3545716290797283,0.610606234900602,0.052552897699778875,-0.5821396938473107,0.1306798258153617,1,0.3952687326946731,-0.095,5.35658383274208,4.767037232187873
40,Northeast,data,3.499852908607168,19,4.666451045092246,3.290269019567837,0.5507952959511325,0.05649813588595782,1.2603716442506567,0.3303731462803861,1,0.36496957362155225,-0.077,5.6127780205521285,4.731481248728818
41,West,operations,3.9213618760661304,36,4.719762497571757,3.348761793452799,0.6343473180273098,0.05151075427692444,1.0150941465632854,0.2865273661867365,0,0.32076263715179665,-0.077,5.379412238104174,4.692896337946921
42,Midwest,software,1.4628741890391594,23,4.575010939572693,3.3794885143854563,0.24532582599923625,0.06000677288023704,-0.15496663322752388,0.16087649033017018,1,0.5582243088368694,-0.12,5.425692143423254,4.4900119967813215
43,West,data,5.172035043239197,23,5.0,3.255996224580839,0.7611546555415063,0.0654210357211357,1.9344432487117904,0.14095451018611194,1,0.2618037171710961,-0.077,6.0183421127072645,5.0
44,Northeast,design,6.772728259422273,38,4.763681131692083,3.7168101583125837,0.7311179669972252,0.057774365486320166,-0.3045782149249497,0.14271096724948185,1,0.2675553070502192,-0.095,5.412280058922617,4.827017422632356
45,West,data,4.300552405103595,34,4.42163186764472,3.426784214862386,0.4688997799154402,0.06511025435175108,2.5063579867638714,0.39180966517385507,0,0.2906340741784115,-0.077,5.663022327087668,4.375076614354889
46,West,software,4.643286701172472,31,5.0,3.6208530411807964,0.2560334704713013,0.03801874949512064,2.2275627704869216,0.0754222457763643,0,0.2548086535656228,-0.102,6.075597543092598,5.0
47,South,software,8.485919648177358,32,4.795538580540365,3.712669331099607,0.52962394895498,0.08059438487546611,1.8771896535346637,0.12398545429625095,0,0.3397356643209843,-0.077,6.041701380436267,4.8987843535873585
48,South,data,5.908278520171321,30,4.361744223094916,3.5421680629011227,0.3382802613332229,0.09642280266383588,1.8599300927749092,0.24657367638811173,0,0.27622357796464825,-0.102,5.74836328270827,4.532979885010899
49,Northeast,data,5.416647673725609,27,4.820259544327328,3.662295970121909,0.5362107856396501,0.07281109031725055,2.0991727448591,0.16025030822884073,1,0.30782777251543947,-0.077,5.925518655287559,4.776207597808812
50,Midwest,data,6.812659566131143,35,4.506614606573037,3.4609198128040326,0.6407253737765637,0.07866205563436668,0.40601051799267857,0.35350499099158533,1,0.2861915676921036,-0.095,5.960407385840165,4.45130282098117
51,Northeast,operations,6.72686958098312,42,4.504250640160801,3.3678725082444037,0.7062987977834955,0.05648467120098635,1.713588943731547,0.3004781164415508,0,0.2908878357197776,-0.077,5.715211502426629,4.5353930741648
52,Northeast,writing,10.112148693365235,48,5.0,3.422729456203621,0.6483023412376018,0.025,0.8279654437666099,0.6091960327650396,1,0.6262503145512829,-0.095,5.608999332078681,5.0
53,Northeast,operations,5.2589797254564505,34,4.5121737000899405,3.0526774682338633,0.3384592313535255,0.06016985545711697,0.47259093615145703,0.13743004608706708,1,0.5657587782249316,-0.12,5.115142408076316,4.593097230525971
54,Northeast,software,2.323960663858924,20,5.0,3.2691347394247474,0.4854549386214898,0.04546361530828944,-0.567425967780484,0.23221068656515462,0,0.3848337529138658,-0.095,5.4920139401868,5.0
55,South,data,12.573769383867958,55,4.439626338725336,3.7413165139019546,0.4348901535509797,0.094432063547173,1.7361773276887706,0.28868972418723843,1,0.2855093562209374,-0.077,5.973488928891865,4.482999535293986
56,South,data,7.8502078900605685,27,4.796157283608086,3.2453298773697967,0.96,0.07875110547128954,2.34196301647932,0.40551905238758673,0,0.2664357577604446,-0.077,5.638913344786587,4.9397630471311
57,South,writing,6.174481965683637,29,4.898799693977486,3.474915896483165,0.27362010999788094,0.06746855209197933,-1.087843138550035,0.5929154421882076,1,0.7188928226676752,-0.12,4.824182884567493,4.7760751287385945
58,Northeast,writing,4.95478722225123,21,4.64073121260247,3.429515390438411,0.4236314943394505,0.0502339628502073,2.7998805331164305,0.46374658938306057,1,0.5032263409442451,-0.077,5.915311757719508,4.752843571211464
59,South,data,6.780921562020222,37,4.887459560747105,3.51114623642489,0.31882349784777675,0.13,0.7023835470060296,0.36025449534105414,1,0.41174906631956,-0.12,6.000366328438643,4.8354017238099765
60,South,design,4.154773833536819,30,4.526945397168901,3.103645106284145,0.655584005353167,0.08831658830967604,1.197794746822272,0.16534113134888775,0,0.23673086936655977,-0.077,5.30664031557051,4.653193052804291
61,Northeast,software,1.9363199216577782,21,4.647417717058306,3.5299310353668982,0.9023995759662475,0.04988899431085877,-0.10965650554407905,0.110201256175064,0,0.28083606007842,-0.095,5.374180260464185,4.730947067318926
62,South,admin,5.9084333597099805,34,4.180917877639281,3.436736385643947,0.3472318172139438,0.08864301126805561,0.9023281348125843,0.1189858833312941,0,0.5111504214826609,-0.12,5.32256700802094,4.136441724215804
63,West,admin,4.683747103143548,30,5.0,3.370048814497759,0.5491490025420277,0.0262104898471966,0.6433312849758004,0.5381122985989214,1,0.6795492789858874,-0.095,5.759918642565453,4.957157154396472
64,South,software,8.603506731072352,35,4.852992094467563,3.6146994301826973,0.38744824364726316,0.04293009910737498,1.3621449134197698,0.4483120576646892,0,0.6249715181568387,-0.077,6.173323816585873,5.0
65,Midwest,software,3.8670955715301223,38,4.688255381772456,3.435321754237324,0.3907323944323039,0.04253758854458726,-0.6250023705516524,0.3405365942385946,1,0.49129885965538345,-0.095,5.488072426301228,4.650302567109219
66,Northeast,software,10.101353532291979,41,5.0,3.672453445703974,0.6386231295597639,0.07573159593795875,1.5489782023948364,0.17440456741533886,1,0.3855282021882457,-0.077,6.3124836732211245,4.916336945405242
67,West,software,5.302775027886351,37,4.262723978279378,3.6574940959266486,0.8065725755860377,0.045849555899441424,1.7143344406733556,0.12879246363902921,0,0.200648857788047,-0.077,6.241354894445796,4.478963607107923
68,Northeast,writing,2.570174468525759,25,4.008597963429423,3.3996178260719345,0.4147239619521114,0.04846818188013019,0.3073975311065298,0.1368435554983323,1,0.4055108806676391,-0.095,5.113041409194362,4.010448191952747
69,South,writing,2.500516616390986,24,4.479425023058385,3.012851154003012,0.5349203616810072,0.06446623966917614,0.34386955459075674,0.2711238803279752,1,0.3884001073336314,-0.095,4.912265086829324,4.611560809312317
70,South,operations,8.862420324732664,40,4.608261394727781,3.373564587962886,0.6470526454300167,0.07880660531804008,0.9006340253827883,0.28266006608493915,0,0.23890199456042094,-0.095,5.297340362914233,4.736333044576635
71,Midwest,software,5.8711830007696255,29,4.771424704714357,3.7009502360676603,0.5720313580202498,0.09204547064294136,1.6779173780160244,0.3367009870835617,0,0.41603812809688556,-0.077,6.125879619546263,5.0
72,Midwest,admin,6.232243194988759,44,4.507905145930199,3.32126958510516,0.4911129323246677,0.05798793475503729,0.7145175108850148,0.4019807378335545,1,0.6118428770026956,-0.095,5.17552497009017,4.5375482148321
73,South,software,2.164528188115006,22,4.285235765420541,3.0482221151129005,0.5926008027295013,0.07083427820976847,0.8677137564244343,0.3084602124857465,0,0.49035791535582746,-0.095,5.608734341523944,4.431295495453126
74,South,operations,4.062415691883754,19,4.572986474109522,3.0789552319025555,0.753221888209601,0.09183218779141165,-1.9000380786676814,0.18301356424840617,0,0.314704284461478,-0.095,4.457938015402449,4.528614425816176
75,Northeast,design,3.0824375318974466,29,4.553608128714388,3.1357895172191177,0.35882404693562064,0.07609558975801999,1.6139586871379072,0.45689223589430267,0,0.5397490302825819,-0.102,4.929914066982544,4.624140197237207
76,Northeast,software,8.940493304331843,37,4.33068328587833,3.7908219642448766,0.6160775054390062,0.06087869112535257,1.456357905990755,0.22793118396684198,0,0.29097168408209056,-0.077,6.126868469433873,4.544971394981384
77,Northeast,operations,3.111710255294415,28,4.363521271874792,3.2760234105581167,0.4931622930983055,0.07985508214689455,-0.665341551218801,0.07134493977752317,0,0.3977524516030379,-0.095,4.793234318074616,4.499094045034926
78,Northeast,operations,6.979053413525808,31,4.624477162429345,3.335785282554823,0.5499203765938587,0.04740535633027593,0.8919392406965956,0.2971333537125898,0,0.4184868355160802,-0.095,5.161326853522532,4.721234685620347
79,Midwest,design,2.9855165140823043,22,4.563676833910687,3.153881493967042,0.40884364562572795,0.05920320815466359,0.35285580492632784,0.45053814298905925,0,0.6394294104636946,-0.095,5.340895651863109,4.560032459349832
80,West,admin,4.16015748233882,31,4.613581824233583,3.203006896458213,0.4979633364355026,0.047151715103141076,-0.39760396367709705,0.5061933428481031,1,0.7645306251404876,-0.095,4.890019360328148,4.604039391074014
81,West,writing,6.399661574522205,26,4.741620351373518,3.5325289390802856,0.8880820328403307,0.03954152068127206,2.8077868666758543,0.29091293580183114,0,0.2645164710093918,-0.077,5.986964951459352,4.706715343762562
82,Northeast,design,5.368765479252604,26,4.614163750715987,3.293090040929737,0.5478580966617234,0.06247088871256154,1.9222201531514171,0.7433768351134225,1,0.6903981062309111,-0.077,5.737803111022946,4.614762942634782
83,Midwest,admin,0.8699630152157948,10,3.969229950688547,2.8912132071633603,0.6393729795285017,0.04105166670086298,0.87454785231031,0.33955706511610984,0,0.3893350841307788,-0.095,4.487511797462946,4.110573309361265
84,West,admin,17.679164103496817,61,4.687183792090863,3.7312930588535957,0.7199111270870785,0.08894149795050238,2.8970971499625344,0.3901776178160784,0,0.39254828135608505,-0.077,6.544319031932156,4.993883750049724
85,Midwest,design,5.326690985181121,26,5.0,3.3962006423658484,0.4211938349220201,0.048244458284732616,1.5318451228981906,0.1945389015343074,0,0.2931713825961307,-0.077,5.684029417664296,5.0
86,Midwest,operations,5.51902390907762,35,5.0,3.1268565993770037,0.2542424535886526,0.05794249746310762,1.7005955754267659,0.40059345975929944,1,0.4670687923118997,-0.102,5.19274909163204,4.934126738888927
87,Northeast,software,3.245576948007214,26,4.455438443491045,3.385223639832098,0.6062329189899561,0.0767378996055035,0.5997096030151492,0.22617774870193166,1,0.38031290360970954,-0.095,5.685461019368226,4.4202460166160105
88,Midwest,admin,4.038666525120209,31,4.502065578224173,3.135104085250384,0.5542299160971442,0.044925725754799396,-0.12568701612579433,0.5129934333104662,0,0.5958780791011953,-0.095,4.987873376721744,4.478798313777665
89,South,admin,2.552557040781118,25,4.584149508376906,2.747946923166239,0.7381262145958863,0.08198633598976776,1.6357523619400793,0.3546019651295327,0,0.4201506824554424,-0.077,5.114920265842577,4.568821283343934
90,Midwest,data,2.392098522248288,22,4.951208450171247,3.1621162704550336,0.700605533139613,0.03333632040354696,0.9393069800960794,0.23214161015448645,1,0.35433191749706644,-0.095,5.232676716114071,4.983067417716479
91,Northeast,admin,2.545794904352228,30,4.928848157039528,3.2648683038511677,0.48611887882751836,0.07678195115441984,1.3034772772791599,0.3221895664114454,0,0.5409402981776914,-0.077,5.535474374653203,5.0
92,South,design,1.504923560924842,19,4.287051989310438,3.4336419761420833,0.6554506315983262,0.09680406224685435,0.8340738623802676,0.5019364315747875,0,0.2515154734584679,-0.095,5.491727466146963,4.364383183090323
93,Midwest,software,4.473604494946849,26,4.93428233964373,3.4561712123810597,0.8510383855878403,0.05644859042834224,0.9640224502183836,0.5213286411332976,0,0.30083146183140225,-0.095,6.080935867227463,5.0
94,South,data,3.4695153740983966,25,4.690417121406957,3.4378018250261997,0.7513938417037858,0.097303223802461,0.8477815931895019,0.03941348874721832,1,0.27845427759559294,-0.095,5.670565107663862,4.77908021635568
95,West,admin,4.091317442137102,31,4.083987068204932,3.297928800645479,0.6261703212469358,0.09561753525755548,0.538577208330797,0.6052059345147563,0,0.8029340363189322,-0.095,5.208118383593634,4.243892926964218
96,West,design,1.9766996280679627,15,4.578273958471014,3.317774645364307,0.33860728655199185,0.07255035692303063,0.990954628494371,0.5797513876190534,1,0.5015978349362492,-0.12,5.500690346965277,4.548319653700043
97,South,design,4.741668434926484,28,4.473315994697745,3.058372320650331,0.5495888679317126,0.07974030045532556,0.32828377094327826,0.10553217826613843,0,0.42966997320411426,-0.095,5.11950573750185,4.623995424107485
98,Midwest,data,11.579420697480774,39,4.6396496739023885,3.7850388061258036,0.539197979065792,0.046922164049076606,1.4842940066270474,0.2878593559020034,0,0.3979509007079185,-0.077,6.163726381014096,4.726693596319612
99,Northeast,operations,2.8374429348274823,21,4.506691434656248,3.315111673436456,0.3510492419994198,0.047171039324949704,-1.4078423837373322,0.14575921179765922,0,0.5723103566547683,-0.12,4.891143023336755,4.604835073609877
100,West,design,1.491945266631915,21,4.475475006553925,3.4571092969776065,0.3164462307357497,0.040001603826510364,0.6992545041368488,0.3273696333470927,0,0.39799006623041444,-0.12,5.712683994673639,4.549821231048162
101,West,data,6.299336396479626,30,4.373048520059385,3.62865885555733,0.4608191083924619,0.03682769350937355,1.804151547766681,0.16691301689866833,0,0.37171466820640775,-0.077,6.12663881118347,4.50129892597349
102,West,admin,7.223476189497704,36,5.0,3.372763078557985,0.5496144813575247,0.025,1.1829016679613749,0.4642386567360039,0,0.4679901262384598,-0.077,5.407460897747067,5.0
103,West,software,1.5284289327328426,15,4.5414387011374755,3.6042697598626607,0.7928717684655249,0.07957205169864859,0.13234467743573222,0.06774262896325622,0,0.46384126974955625,-0.095,5.713443314408168,4.6411077548338415
104,Midwest,software,5.352379658645788,42,5.0,3.3980167669059704,0.6415878356644193,0.10682889298228118,3.077420636898592,0.13228128666171324,0,0.20630579439371413,-0.077,6.247303452544646,5.0
105,West,data,1.5311470735626218,20,4.4469217804579575,3.6526189189133067,0.7337969945345812,0.03599125648963051,0.884524510734767,0.06612621234620106,0,0.28962585727008544,-0.095,5.978716173879338,4.471816407793664
106,Northeast,data,4.473028990707708,30,4.613899469032459,3.4683125116023232,0.6890217608874047,0.05417586335724369,1.5275735988804937,0.27073312331050625,0,0.26285738947724485,-0.077,5.985903362327385,4.832099610774566
107,West,data,1.3097338884143583,14,4.697847785087943,3.478691524551326,0.5581492139681307,0.09192566509339829,0.8838130551769459,0.1582862399960033,1,0.371174697309395,-0.095,5.496752839586903,4.793127428384584
108,Midwest,software,1.5066960372769653,31,4.379579933839274,3.154729193023578,0.47769563243323687,0.03483851136572748,0.13609528021684206,0.40082334072625747,1,0.47151987801590883,-0.095,5.40483359809753,4.450959005758871
109,West,software,2.187325372521653,21,4.372534811837573,3.837224293768948,0.8409306300806262,0.06806671385876092,1.4084251788959496,0.6409649153849525,1,0.40876404029698826,-0.077,6.003570017992671,4.30797909905314
110,South,operations,2.320104196239767,26,4.574254607207713,3.0426547917539515,0.8484081156711153,0.0637542186337968,1.3027259885269784,0.6381158769512105,1,0.43421089343240077,-0.077,5.008345698705592,4.6158679237682945
111,Midwest,software,8.384617212357997,34,4.54882200143343,3.7208056646055194,0.6880113182856545,0.045742103186213655,1.136941035491535,0.06811203818582368,0,0.28140021447554925,-0.077,6.12945335552959,4.618897703251919
112,South,data,3.923435934747853,26,4.473906382432331,3.2893734180541037,0.30852049003428517,0.06714011659511808,-0.14396009411487815,0.1876655949672426,1,0.41815510630091096,-0.12,5.258933380159919,4.329992443872162
113,West,writing,4.3285172997609935,24,4.739732186521024,3.291875535774883,0.6590690735975566,0.09901382176351096,0.9155383420660714,0.2987562321983998,0,0.24614821470865755,-0.095,5.501349244381137,4.758013978179197
114,Midwest,writing,4.658458537882997,28,4.561340645783451,3.3697864148129772,0.7007786876350657,0.06462689090406061,0.33710186868532954,0.6543672628873596,1,0.622121800712079,-0.095,5.019609697956121,4.491801891081978
115,West,design,6.139131780518289,41,3.8731886770056416,3.2248918780874596,0.7530023889601805,0.025,1.0388993834825564,0.21354262723610112,1,0.5484610197203832,-0.077,5.4983546182973635,3.7967163902510146
116,Midwest,software,2.697022284730504,30,4.0656870594738965,3.2602908060796483,0.7725000780616992,0.0774891151034457,-0.273275414997763,0.10598946785389339,0,0.4491341258720494,-0.095,5.436844331188251,4.110392220088756
117,Northeast,data,7.105098329089686,35,4.25072935887608,3.806007914972368,0.5755296150574233,0.06456086072446449,2.202648448227653,0.6540591388980241,0,0.5896710270993054,-0.077,6.314978530859495,4.284890229100346
118,Midwest,data,4.444083400623468,29,4.213703045375118,3.22212870749133,0.6019727188597034,0.06067448226057552,-0.4234402688965652,0.5099513683428107,0,0.5695977777854967,-0.095,5.131734124475712,4.409002098239954
119,South,operations,1.1951689885333419,24,4.282093903560128,3.0529227923421924,0.6711594605758959,0.08987873714798196,-1.5500487912254595,0.4337201199284816,1,0.5452051579869615,-0.095,4.738831765819868,4.3827903990209895
120,South,writing,5.019992101108159,32,4.725024190121685,3.083471010079793,0.42573631049034233,0.06695978160533524,1.6792656913709478,0.7013752805703878,1,0.4618320885237227,-0.077,5.031257777826351,4.82595584757344
121,South,operations,1.3090583526118034,28,4.3654464209700885,3.0190503794565666,0.4456842842023177,0.07438968828585497,-0.4674300798947924,0.2066255626644922,1,0.4640998703788798,-0.095,4.888498660755144,4.277311095212915
122,South,design,2.1464756251079695,26,4.384936738389206,3.1203649223128864,0.6366838786690819,0.05256012668534427,0.13766767997503115,0.41960730699815957,1,0.5448576045745005,-0.095,5.04917194667774,4.479097566087735
123,South,writing,3.6313870317265704,27,4.333449073629292,3.215580506530639,0.3226822514380668,0.07096012882406177,0.8187556144465421,0.40915890184686377,0,0.35024613640945756,-0.12,5.144572351050112,4.458478086959664
124,West,admin,3.653743573610703,31,4.30974714248922,3.1884973978028026,0.5763292016677998,0.05608523349283172,-0.8667553756986953,0.7724272263900843,1,0.8954812034698426,-0.095,4.986021740875365,4.306491078504021
125,Midwest,operations,6.954836086891033,41,4.16627179362063,3.4208642261011626,0.7859317761472939,0.07703505013974055,-1.7114039791811668,0.5099023774534305,0,0.660784986658553,-0.095,5.167828374155102,4.303941943626449
126,Midwest,software,1.4256509198684766,19,3.887490382814222,3.107478315058775,0.17145052844314618,0.05972899518987218,0.7340493746865259,0.4205593472100558,1,0.6201261571259973,-0.12,5.144460542053039,3.9239046575826575
127,Northeast,operations,3.542697868302436,33,4.391671498168923,3.2194722363188224,0.7014154372350216,0.068936864495695,0.6543739058008174,0.21468627820843575,1,0.5148311083816705,-0.095,5.063149995082075,4.327487050371305
128,West,admin,0.9322070030473332,19,4.532772000351323,2.9283322963790273,0.7471171614231112,0.06320304355983879,-0.2020409018427129,0.5168964886175684,1,0.6246579554101228,-0.095,4.634246992606524,4.505692114907857
129,Northeast,admin,0.509065692593543,17,4.847443445532304,3.124268463474889,0.6755910613490355,0.03625327812204057,-0.8148119742220997,0.6186181489730812,1,0.5896970775585486,-0.095,4.861894134395642,4.830118212377606
130,Midwest,operations,3.723515954009642,23,4.789899519560505,3.048669818479356,0.6925792883051579,0.08635110828181068,-0.2709917004386158,0.6354827960601771,1,0.48239406679142094,-0.095,4.835127906207804,4.672365576710117
131,Midwest,writing,3.4440459529004683,20,4.771951471671297,3.067080535575912,0.2908215940426542,0.05858142540704288,-2.1502459778840213,0.26437168234799696,1,0.46393307513119847,-0.12,4.500424786346313,4.7947612877116645
132,South,data,3.517936771459272,22,4.519546163564939,3.2187535903718434,0.7755255360443291,0.07183904940864913,0.6691153401449894,0.3827908732764048,1,0.301074300782255,-0.095,5.236563236772316,4.524828965707134
133,South,software,1.8118599437029488,19,4.153879347203196,3.2937209789412587,0.9197375243182064,0.0990613216139247,0.5415740388829187,0.1981238037487998,0,0.3696311334405266,-0.095,5.195739668781131,4.224756906683172
134,Northeast,admin,9.305686443155246,42,4.693103399864517,3.5513117214130103,0.41561973612664527,0.04055119824420626,2.6385726060657126,0.32146967370274254,0,0.472478333558152,-0.077,5.460153734641657,4.717564330309686
135,West,operations,3.8048590285185635,27,5.0,3.272969129019704,0.6505129489296384,0.05679776665849918,0.43559802768213945,0.32255409466967305,0,0.4117925819830978,-0.095,5.780356097656934,5.0
136,Northeast,operations,1.704337908167586,19,4.544781324020166,3.1461944305545924,0.5599336496070788,0.06172765223429768,1.6438813393641005,0.37177871838591153,0,0.35567304979173503,-0.077,5.303911298590797,4.4718514348963065
